,Concept_ID,lt,sq
137,Festland::N,sausuma,kontinent
138,Meer::N,jūra,det
139,Bucht::N,įlanka,gji deti
140,Bucht::N,užutekis,gji deti
141,Insel::N,sala,ishull
142,Insel::N,sala,ujdhesë
143,Blume::N,gėlė,lule
144,Gras::N,žolė,bar
145,Wurzel::N,šaknis,rrënjë
146,Baum::N,medis,pemë
147,Stamm::N,kamienas,trung
148,Rinde::N,žievė,lëvore
149,Ast::N,šaka,degë
150,Zweig::N,šakelė,bisk
151,Blatt::N,lapas,fletë
152,Blatt::N,lapas,gjethe
153,Birke::N,beržas,mështekën
154,Kiefer[Baum]::N,pušis,pishë
155,Weide[Baum]::N,karklas,shelg
156,Tanne::N,eglė,bredh
157,Tanne::N,kėnis,bredh
158,Horn::N,ragas,bri
159,Feder::N,plunksna,pupël
160,Fell::N,kailis,lëkurë
161,Flügel::N,sparnas,krah
162,Flügel::N,sparnas,fletë
163,Klaue::N,kanopa,kthetër
164,Kralle::N,nagas,thua
165,Kralle::N,nagas,kthetër
166,Schwanz::N,uodega,bisht
167,Ei::N,kiaušinis,vezë
168,Nest::N,gūžta,fole
169,Nest::N,lizdas,fole
170,Bau::N,ola,strofkë
171,Tier::N,gyvūnas,kafshë
172,Herde::N,banda,kope
173,Herde::N,banda,grigjë
174,Herde::N,kaimenė,kope
175,Herde::N,kaimenė,grigjë
176,Kuh::N,karvė,lopë
177,Bulle::N,bulius,dem
178,Pferd::N,arklys,kalë
179,Schaf::N,avis,dele
180,Schwein::N,kiaulė,derr
181,Hund::N,šuo,qen
182,Katze::N,katė,mace
183,Bär::N,lokys,ari
184,Eichhörnchen::N,voveraitė,ketër
185,Elch::N,briedis,dre brilopatë
186,Fuchs::N,lapė,dhelpër
187,Hase::N,kiškas,lepur
188,Maus::N,pelė,mi
189,Wolf::N,vilkas,ujk
190,Vogel::N,paukštis,zog
191,Vogel::N,paukštis,shpend
192,Schwarm::N,spiečius,luzmë
193,Huhn::N,višta,pulë
194,Hahn::N,gaidys,gjel
195,Hahn::N,gaidys,këndes
196,Gans::N,žąsis,patë
197,Adler::N,erelis,shqiponjë
198,Ente::N,antis,rosë
199,Eule::N,pelėda,buf
200,Kranich::N,gervė,lejlek
201,Kranich::N,gervė,kurrillë
202,Krähe::N,varna,sorrë
203,Kuckuck::N,gegužė,qyqe
204,Schwan::N,gulbė,mjellmë
205,Fisch::N,žuvis,peshk
206,Barsch::N,ešerys,purtekë
207,Hecht::N,lydeka,mlysh
208,Schlange[Tier]::N,gyvatė,gjarpër
209,Wurm::N,kirmėlė,krimb
210,Spinne::N,voras,marimangë
211,Ameise::N,skruzdė,thnegël
212,Ameise::N,skruzdė,milingonë
213,Laus::N,utėlė,morr
214,Mücke::N,uodas,kunup
215,Mücke::N,uodas,mushkonjë
216,Fliege::N,musė,mizë
217,Schmetterling::N,drugys,flutur
218,Schmetterling::N,peteliškė,flutur
219,Beere::N,uoga,frutë
220,Beere::N,uoga,manaferrë
221,Apfel::N,obuolys,mollë
222,Pilz::N,grybas,kërpudhë
223,Zwiebel::N,svogūnas,qepë
224,Saat::N,sėkla,farë
225,Korn::N,grūdai,grurë
226,Korn::N,grūdai,kokërr
227,Heu::N,šienas,sanë
228,Schale::N,žievelė,lëkurë
229,Grube::N,duobė,gropë
230,Falle::N,pinklės,kurth
231,Falle::N,pinklės,grackë
232,Falle::N,žabangai,kurth
233,Falle::N,žabangai,grackë
234,Schlinge::N,kilpa,nyjë
235,Spur::N,vėžė,gjurmë
236,Spur::N,pėdos,gjurmë
237,Spur::N,pėdsakas,gjurmë
238,Asche::N,pelenai,hi
239,Dreck::N,purvas,baltë
240,Eisen::N,geležis,hekur
241,Gold::N,auksas,ar
242,Gold::N,auksas,flori
243,Silber::N,sidabras,argjend
244,Kohle::N,anglis,qymyr
245,Glas::N,stiklas,qelq
246,Lehm::N,molis,argjilë
247,Sand::N,smėlis,rërë
248,Mensch::N,žmogus,njeri
249,Mann::N,vyras,burrë
250,Mann::N,vyras,mashkull
251,Mann::N,vyriškis,burrë
252,Mann::N,vyriškis,mashkull
253,Frau::N,moteris,grua
254,Frau::N,moteris,femër
255,Kind::N,vaikas,kalama
256,Junge::N,vaikinas,djalë
257,Junge::N,berniukas,djalë
258,Mädchen::N,mergytė,gocë
259,Mädchen::N,mergytė,vajzë
260,Mädchen::N,mergaitė,gocë
261,Mädchen::N,mergaitė,vajzë
262,Familie::N,šeima,familje
263,Großvater::N,senelis,gjysh
264,Großmutter::N,senelė,gjyshe
265,Eltern::N,tėvai,prindër
266,Vater::N,tėvas,atë
267,Mutter::N,motina,nënë
268,Sohn::N,sūnus,bir
269,Tochter::N,duktė,bijë
270,Bruder::N,brolis,vëlla
271,Schwester::N,sesuo,motër
272,Onkel::N,dėdė,dajë
273,Onkel::N,dėdė,xhaxha
274,Tante::N,teta,teze
275,Tante::N,teta,hallë
276,Ehemann::N,vyras,burrë
277,Ehemann::N,vyras,bashkëshort
278,Ehefrau::N,žmona,grua
279,Ehefrau::N,žmona,bashkëshorte
280,Freude::N,džiaugsmas,gaz
281,Freude::N,džiaugsmas,gëzim
282,Gelächter::N,juokas,qeshje
283,Glück::N,laimė,lumturi
284,Kummer::N,vargas,brengë
285,Kummer::N,vargas,pikëllim
286,Kummer::N,rūpestis,brengë
287,Kummer::N,rūpestis,pikëllim
288,Wunsch::N,troškimas,dëshirë
289,Wunsch::N,pageidavimas,dëshirë
290,Lust::N,noras,epsh
291,Lust::N,noras,dashuri
292,Lust::N,geidulys,epsh
293,Lust::N,geidulys,dashuri
294,Geist::N,dvasia,frymë
295,Geist::N,dvasia,shpirt
296,Gedanke::N,mintis,ide
297,Gedanke::N,mintis,mendim
298,Gedächtnis::N,atmintis,kujtesë
299,Verstand::N,protas,mend
300,Sinn::N,prasmė,kuptim
301,Grund::N,priežastis,arsye
302,Wahrheit::N,tiesa,vërtetë
303,Wahrheit::N,teisybė,vërtetë
304,Gespräch::N,pokalbis,bisedim
305,Märchen::N,pasaka,përrallë
306,Erzählung::N,apsakymas,tregim
307,Erzählung::N,pasakojimas,tregim
308,Nachricht::N,žinia,lajm
309,Neuigkeit::N,naujiena,risi
310,Name::N,vardas,emër
311,Rätsel::N,mįslė,gjëzë
312,Rätsel::N,mįslė,gjëegjëzë
313,Rede::N,kalba,fjalim
314,Sprache::N,kalba,gjuhë
315,Stimme::N,balsas,zë
316,Wort::N,žodis,fjalë
317,Zeichen::N,žymė,shenjë
318,Zeichen::N,ženklas,shenjë
319,Ruf::N,šauksmas,thirrmë
320,Lärm::N,triukšmas,zhurmë
321,Laut::N,garsas,tingull
322,Ton::N,tonas,ton
323,Ton::N,garsas,ton
324,Lied::N,daina,këngë
325,Lied::N,giesmė,këngë
326,Ruhe::N,ramybė,qetësi
327,Ruhe::N,ramumas,qetësi
328,Leute::N,žmonės,botë
329,Leute::N,žmonės,njerëz
330,Volk::N,tauta,popull
331,Arbeit::N,darbas,punë
332,Arbeit::N,triūsas,punë
333,Gast::N,svečias,mik
334,Gast::N,svečias,mysafir
335,Geschenk::N,dovana,dhuratë
336,Geschenk::N,dovana,peshqesh
337,Spiel::N,žaismas,lojë
338,Spiel::N,žaidimas,lojë
339,Gesellschaft::N,draugija,shoqëri
340,Gesellschaft::N,kompanija,shoqëri
341,Hilfe::N,pagalba,ndihmë
342,Freund::N,draugas,mik
343,Freund::N,bičiulis,mik
344,Kamerad::N,draugas,shok
345,Angelegenheit::N,dalykas,punë
346,Angelegenheit::N,reikalas,punë
347,Anzahl::N,kiekis,sasi
348,Anzahl::N,skaičius,sasi
349,Art::N,rūšis,lloj
350,Stück::N,gabalas,copë
351,Teil::N,dalis,pjesë
352,Hälfte::N,pusė,gjysmë
353,Kreis::N,ratas,qark
354,Kreis::N,ratas,rreth
355,Kreis::N,apskritis,qark
356,Kreis::N,apskritis,rreth
357,Kreis::N,apskritimas,qark
358,Kreis::N,apskritimas,rreth
359,Kreuz::N,kryžius,kryq
360,Linie::N,linija,vijë
361,Strich::N,brėžis,vizë
362,Strich::N,brūkšnys,vizë
363,Abstand::N,atstumas,distancë
364,Entfernung::N,atstumas,largim
365,Gegend::N,vietovė,vise
366,Gegend::N,vietovė,krahinë
367,Platz::N,vieta,shesh
368,Ort::N,vieta,vend
369,Ort::N,vietovė,vend
370,Seite::N,pusė,anë
371,Seite::N,šonas,anë
372,Mitte::N,vidurys,mes
373,Gegenstand::N,dalykas,send
374,Sache::N,daiktas,gjë
375,Sache::N,daiktas,send
376,Rand::N,kraštas,qoshe
377,Rand::N,pakraštys,qoshe
378,Kante::N,kraštas,teh
379,Ecke::N,kertė,qoshe
380,Ecke::N,kampas,qoshe
381,Spitze::N,priekis,majë
382,Spitze::N,priešakys,majë
383,Ende::N,galas,skaj
384,Ende::N,galas,bisht
385,Loch::N,skylė,vrimë
386,Winkel::N,kampas,kënd
387,Winkel::N,kampelis,kënd
388,Muster::N,raštas,mostër
389,Größe::N,dydis,madhësi
390,Größe::N,didumas,madhësi
391,Länge::N,ilgis,gjatësi
392,Länge::N,ilgumas,gjatësi
393,Höhe::N,aukštis,lartësi
394,Höhe::N,aukštuma,lartësi
395,Gewicht::N,svoris,peshë
396,Gewicht::N,svarstis,peshë
397,Menge::N,kiekis,sasi
398,Menge::N,daugybė,sasi
399,Haufen::N,krūva,grumbull
400,Haufen::N,šūsnis,grumbull
401,Reihe::N,greta,radhë
402,Reihe::N,greta,rresht
403,Boot::N,valtis,barkë
404,Boot::N,valtis,lundër
405,Boot::N,laivelis,barkë
406,Boot::N,laivelis,lundër
407,Ruder::N,irklas,rrem
408,Schlitten::N,rogės,sajë
409,Schlitten::N,rogutės,sajë
410,Ski::N,slidė,ski
411,Lagerfeuer::N,laužas,flakadan
412,Lagerfeuer::N,laužas,zjarr i madh
413,Last::N,našta,barrë
414,Last::N,nešulys,barrë
415,Gang::N,eisena,ecje
416,Schritt::N,žingsnis,hap
417,Norden::N,šiaurė,veri
418,Norden::N,žiemiai,veri
419,Süden::N,pietūs,jug
420,Westen::N,vakarai,perëndim
421,Osten::N,rytai,lindje
422,Holz::N,mediena,dru
423,Brett::N,lenta,dërrasë
424,Platte::N,plokštė,pllakë
425,Stütze::N,atrama,shtyllë
426,Stütze::N,atrama,mbështetesë
427,Stütze::N,atspara,shtyllë
428,Stütze::N,atspara,mbështetesë
429,Stange::N,lazda,shufër
430,Stange::N,kartis,shufër
431,Stock::N,lazda,dajak
432,Stab::N,kartis,shkop
433,Rohr::N,vamzdis,tub
434,Haus::N,namas,shtëpi
435,Heim::N,namai,konak
436,Heim::N,namai,shtëpi
437,Ofen::N,krosnis,sobë
438,Ofen::N,krosnis,stufë
439,Fußboden::N,grindys,dysheme
440,Tisch::N,stalas,tryezë
441,Stuhl::N,kėdė,karrige
442,Wiege::N,lopšys,djep
443,Bett::N,lova,shtrat
444,Bett::N,patalai,shtrat
445,Regal::N,lentyna,raft
446,Kiste::N,dėžė,kuti
447,Fenster::N,langas,dritare
448,Tür::N,durys,derë
449,Tor::N,vartai,portë
450,Zaun::N,tvora,gardh
451,Dach::N,stogas,çati
452,Leiter::N,kopėčios,shkallë
453,Besen::N,šluota,fshesë
454,Spaten::N,lopeta,lopatë
455,Spaten::N,kastuvas,lopatë
456,Schaufel::N,semtuvas,qyrek
457,Gabel::N,šakutė,pirun
458,Löffel::N,šaukštas,lugë
459,Messer::N,peilis,thikë
460,Nagel::N,vinis,gozhdë
461,Netz::N,tinklas,rrjetë
462,Haken::N,vagis,grep
463,Haken::N,vagis,grremç
464,Haken::N,kablys,grep
465,Haken::N,kablys,grremç
466,Griff::N,kotas,dorak
467,Griff::N,kotas,dorezë
468,Griff::N,rankena,dorak
469,Griff::N,rankena,dorezë
470,Schloss::N,spyna,bravë
471,Schloss::N,užraktas,bravë
472,Bild::N,paveikslas,tablo
473,Bild::N,paveikslas,pikturë
474,Figur::N,figūra,figurë
475,Puppe::N,lėlė,kukull
476,Beutel::N,krepšys,qese
477,Beutel::N,krepšys,trastë
478,Beutel::N,maišelis,qese
479,Beutel::N,maišelis,trastë
480,Bündel::N,ryšulys,deng
481,Tasche::N,krepšelis,çantë
482,Eimer::N,kibiras,kovë
483,Deckel::N,dangtis,kapak
484,Deckel::N,dangtis,mbulesë
485,Geschirr::N,indai,enë
486,Sack::N,maišas,thes
487,Sack::N,maišas,torbë
488,Tasse::N,puodukas,filxhan
489,Topf::N,puodas,kusi
490,Topf::N,puodas,tenxhere
491,Kessel::N,katilas,kazan
492,Essen::N,valgis,ngrënie
493,Nahrung::N,penas,ushqim
494,Nahrung::N,maistas,ushqim
495,Speise::N,patiekalas,gatesë
496,Fleisch::N,mėsa,mish
497,Getreide::N,javai,drithë
498,Brei::N,košė,qull
499,Brot::N,duona,bukë
500,Scheibe::N,riekė,fetë
501,Fett::N,taukai,lyrë
502,Fett::N,taukai,yndyrë
503,Fett::N,riebalai,lyrë
504,Fett::N,riebalai,yndyrë
505,Butter::N,sviestas,gjalpë
506,Öl::N,aliejus,vaj
507,Salz::N,druska,kripë
508,Suppe::N,sriuba,supë
509,Suppe::N,sriuba,çorbë
510,Honig::N,medus,mjaltë
511,Milch::N,pienas,qumësht
512,Tee::N,arbata,çaj
513,Leder::N,oda,lëkurë
514,Wolle::N,vilna,lesh
515,Stoff::N,audeklas,pëlhurë
516,Nadel::N,adata,gjilpërë
517,Faden::N,gija,pe
518,Faden::N,gija,fije
519,Faden::N,siūlas,pe
520,Faden::N,siūlas,fije
521,Knopf::N,saga,kopsë
522,Knoten::N,mazgas,komb
523,Farbe::N,dažai,bojë
524,Kleidung::N,rūbai,veshje
525,Kleidung::N,drabužiai,veshje
526,Hemd::N,marškiniai,këmishë
527,Kragen::N,apykaklė,jakë
528,Ärmel::N,rankovė,mëngë
529,Hose::N,kelnės,brekë
530,Gürtel::N,juosta,rrip
531,Gürtel::N,diržas,rrip
532,Mütze::N,kepurė,kësulë
533,Schuh::N,batas,këpucë
534,Stiefel::N,auliniai batai,çizme
535,Ring::N,žiedas,unazë
536,Band::N,kaspinas,shirit
537,Kamm::N,šukos,krehër
538,Spiegel::N,veidrodis,pasqyrë
539,Riemen::N,diržas,rrip
540,Schnur::N,virvė,litar
541,Schnur::N,virvė,cikomë
542,Leine::N,pavadėlis,rrip
543,Decke::N,antklodė,batanije
544,Kissen::N,pagalvė,jastëk
545,Kissen::N,priegalvis,jastëk
546,Tuch::N,skarelė,shami
547,Handtuch::N,rankšluostis,peshqir
548,Kraft::N,jėga,forcë
549,Stärke::N,stiprumas,koll
550,Gesundheit::N,sveikata,shëndet
551,Krankheit::N,liga,sëmundje
552,Schmerz::N,skausmas,dhimbje
553,Wunde::N,žaizda,plagë
554,Fieber::N,karštis,ethe
555,Arznei::N,vaistas,ilaç
556,Brücke::N,tiltas,urë
557,Brunnen::N,šulinys,pus
558,Weide::N,ganykla,kullotë
559,Weide::N,gluosnis,kullotë
560,Pfad::N,takas,ravë
561,Pfad::N,takas,shteg
562,Weg::N,kelias,udhë
563,Weg::N,kelias,shteg
564,Straße::N,gatvė,rrugë
565,Dorf::N,kaimas,fshat
566,Dorf::N,kaimas,katund
567,Dorf::N,sodžius,fshat
568,Dorf::N,sodžius,katund
569,Stadt::N,miestas,qytet
570,Brief::N,laiškas,letër
571,Buch::N,knyga,libër
572,Buchstabe::N,raidė,shkronjë
573,Zeitung::N,laikraštis,gazetë
574,Leben::N,gyvybė,jetë
575,Leben::N,gyvenimas,jetë
576,Tod::N,mirtis,mortje
577,Grab::N,kapas,varr
578,Kirche::N,bažnyčia,kishë
579,Sünde::N,nuodėmė,mëkat
580,Sünde::N,nuodėmė,gjynah
581,Sünde::N,nusidėjimas,mëkat
582,Sünde::N,nusidėjimas,gjynah
583,Gott::N,dievas,hy
584,Gott::N,dievas,zot
585,Arbeiter::N,darbininkas,punëtor
586,Chef::N,šefas,shef
587,Chef::N,šefas,drejtues
588,Chef::N,vadovas,shef
589,Chef::N,vadovas,drejtues
590,Chef::N,viršininkas,shef
591,Chef::N,viršininkas,drejtues
592,Meister::N,meistras,mjeshtër
593,Arzt::N,gydytojas,mjek
594,Arzt::N,gydytojas,doktor
595,Lehrer::N,mokytojas,mësues
596,Lehrer::N,mokytojas,arsimtar
597,Geld::N,pinigai,para
598,Geld::N,pinigai,holla
599,Geschäft::N,biznis,ujdi
600,Geschäft::N,biznis,biznes
601,Laden::N,krautuvė,dyqan
602,Laden::N,parduotuvė,dyqan
603,Preis::N,kaina,çmim
604,Ware::N,prekė,mall
605,Nutzen::N,nauda,dobi
606,Nutzen::N,nauda,leverdi
607,Nutzen::N,pelnas,dobi
608,Nutzen::N,pelnas,leverdi
609,Reichtum::N,turtas,kamje
610,Reichtum::N,turtas,pasuri
611,Welt::N,pasaulis,botë
612,Land::N,žemė,vend
613,Land::N,šalis,vend
614,Staat::N,valstija,shtet
615,König::N,karalius,mbret
616,Macht::N,galia,fuqi
617,Macht::N,galia,pushtet
618,Macht::N,valdžia,fuqi
619,Macht::N,valdžia,pushtet
620,Grenze::N,riba,kufi
621,Grenze::N,siena,kufi
622,Krieg::N,karas,luftë
623,Feind::N,priešas,armik
624,Gewalt::N,jėga,dhunë
625,Gewalt::N,smurtas,dhunë
626,Gewalt::N,prievarta,dhunë
627,Kampf::N,kova,luftim
628,Bogen[Waffe]::N,lankas,hark
629,Pfeil::N,strėlė,shigjetë
630,Gewehr::N,šautuvas,pushkë
631,Fehler::N,klaida,gafë
632,Fehler::N,klaida,gabim
633,Lüge::N,melas,gënjeshtër
634,Schaden::N,nuostolis,dëm
635,Schaden::N,nuostolis,zarar
636,Schaden::N,apgadinimas,dëm
637,Schaden::N,apgadinimas,zarar
638,Unglück::N,nelaimė,fatkeqësi
639,Schuld::N,kaltė,faj
640,Alter::N,amžius,moshë
641,Schluss::N,pabaiga,fund
642,Zeit::N,laikas,kohë
643,Tag::N,diena,ditë
644,Morgen::N,rytas,mëngjes
645,Mittag::N,vidurdienis,mesditë
646,Abend::N,vakaras,mbrëmje
647,Nacht::N,naktis,natë
648,Woche::N,savaitė,javë
649,Monat::N,mėnuo,muaj
650,Jahr::N,metai,vit
651,Frühling::N,pavasaris,pranverë
652,Sommer::N,vasara,verë
653,Herbst::N,ruduo,vjeshtë
654,Winter::N,žiema,dimër
655,Januar::N,sausis,janar
656,Februar::N,vasaris,shkurt
657,März::N,kovas,mars
658,April::N,balandis,prill
659,Mai::N,gegužė,maj
660,Juni::N,birželis,qershor
661,Juli::N,liepa,korrik
662,August::N,rugpjūtis,gusht
663,September::N,rugsėjis,shtator
664,Oktober::N,spalis,tetor
665,November::N,lapkritis,nëntor
666,Dezember::N,gruodis,dhjetor
667,Montag::N,pirmadienis,hënë
668,Dienstag::N,antradienis,martë
669,Mittwoch::N,trečiadienis,mërkurë
670,Donnerstag::N,ketvirtadienis,enjte
671,Freitag::N,penktadienis,premte
672,Samstag::N,šeštadienis,shtunë
673,Sonntag::N,sekmadienis,diel
674,groß::A,didis,madh
675,groß::A,didelis,madh
676,klein::A,mažas,vogël
677,lang::A,ilgas,gjatë
678,kurz::A,trumpas,shkurtër
679,breit::A,platus,gjerë
680,schmal::A,smulkus,ngushtë
681,dicht::A,tankus,dendur
682,dick[Gegenstand]::A,storas,trashë
683,dünn::A,plonas,hollë
684,fein::A,smulkus,imët
685,fest::A,kietas,fortë
686,fest::A,tvirtas,fortë
687,flach::A,lėkštas,sheshtë
688,flach::A,plokščias,sheshtë
689,glatt::A,slidus,rrafshët
690,hart::A,kietas,fortë
691,weich::A,minkštas,butë
692,rund::A,apvalus,rrumbullakët
693,rund::A,apskritas,rrumbullakët
694,spitz::A,aštrus,majëmprehtë
695,spitz::A,smailus,majëmprehtë
696,scharf::A,aštrus,mprehtë
697,stumpf::A,bukas,topitur
698,stumpf::A,atšipęs,topitur
699,schwer::A,sunkus,rëndë
700,schön::A,gražus,bukur
701,heiß::A,karštas,nxehtë
702,warm::A,šiltas,ngrohtë
703,kalt::A,šaltas,ftohtë
704,kühl::A,vėsus,freskët
705,kühl::A,bejausmis,freskët
706,frisch::A,šviežias,pastër
707,feucht::A,drėgnas,lagësht
708,nass::A,šlapias,lagur
709,trocken::A,sausas,thatë
710,voll::A,pilnas,plotë
711,leer::A,tuščias,bosh
712,leer::A,tuščias,zbrazët
713,offen::A,atviras,hapur
714,geschlossen::A,uždaras,mbyllur
715,geschlossen::A,uždarytas,mbyllur
716,sauber::A,švarus,dëlirë
717,schmutzig::A,nešvarus,ndyrë
718,schmutzig::A,purvinas,ndyrë
719,roh::A,žalias,gjallë
720,reif::A,prinokęs,arrirë
721,reif::A,pribrendęs,arrirë
722,lecker::A,gardus,shijshëm
723,süß::A,saldus,ëmbël
724,bitter::A,kartus,hidhur
725,sauer::A,gižus,thartë
726,sauer::A,rūgštus,thartë
727,hell::A,šviesus,me dritë
728,hell::A,skaistus,me dritë
729,dunkel::A,tamsus,errët
730,schwarz::A,juodas,i zi
731,weiß::A,baltas,bardhë
732,rot::A,raudonas,kuq
733,gelb::A,geltonas,verdhë
734,blau::A,mėlynas,blu
735,blau::A,mėlynas,kaltër
736,grün::A,žalias,blertë
737,grün::A,žalias,gjelbër
738,grau::A,pilkas,hirtë
739,grau::A,pilkas,bojë hiri
740,bunt::A,margas,shumëngjyrëshëm
741,bunt::A,spalvotas,shumëngjyrëshëm
742,billig::A,pigus,lirë
743,teuer::A,brangus,shtrenjtë
744,wertvoll::A,vertingas,çmuar
745,wertvoll::A,vertingas,vlershëm
746,blind::A,aklas,qorr
747,blind::A,aklas,verbër
748,taub::A,kurčias,shurdhër
749,kräftig::A,stiprus,fuqishëm
750,stark::A,stiprus,fortë
751,schwach::A,silpnas,dobët
752,fett::A,riebus,dhjamur
753,schlank::A,laibas,hollë
754,schlank::A,lieknas,hollë
755,hübsch::A,gražus,bukur
756,hübsch::A,gražus,hijshëm
757,böse::A,blogas,keq
758,dumm::A,paikas,teveqel
759,dumm::A,kvailas,teveqel
760,faul::A,tingus,dembel
761,fleißig::A,stropus,zellshëm
762,fleißig::A,kruopštus,zellshëm
763,geizig::A,šykštus,kurnac
764,geizig::A,šykštus,dorështrënguar
765,klug::A,sumanus,mençur
766,klug::A,protingas,mençur
767,geschickt::A,apsukrus,aftë
768,lieb::A,mielas,dashur
769,lustig::A,smagus,gëzuar
770,lustig::A,linksmas,gëzuar
771,sanft::A,švelnus,butë
772,sanft::A,minkštas,butë
773,hungrig::A,alkanas,uritur
774,krank::A,ligotas,sëmurë
775,krank::A,sergantis,sëmurë
776,nackt::A,nuogas,lakuriq
777,nackt::A,nuogas,zhveshur
778,traurig::A,liūdnas,trishtuar
779,lebendig::A,gyvas,gjallë
780,gut::A,geras,mirë
781,schlecht::A,blogas,keq
782,schlecht::A,prastas,keq
783,richtig::A,tikras,drejtë
784,richtig::A,teisingas,drejtë
