,Concept_ID,kv,ko
809,krank werden::V,моржитны,
810,krank sein::V,шогавны,
811,krank sein::V,визьӧтны,
812,schmerzen::V,висьны,아프다
813,husten::V,кашляйтны,잔기침하다
814,genesen::V,бурдны,낫다
815,sterben::V,кувны,죽다
816,umkommen::V,вийсьыны,못쓰게되다
817,sich bewegen::V,локны,움직이다
818,sich bewegen::V,ветлӧтны,움직이다
819,sich rühren::V,вӧрзьӧтчыны,움직이다
820,sich erheben::V,сувтны,이러서다
821,sich setzen::V,пуксьыны,앉히다
822,hinfallen::V,пӧрласьны,넘어지다
823,laufen::V,мунны,걷다
824,schreiten::V,тальччавны,보행하다
825,spazierengehen::V,котрасьны,산보하다
826,eilen::V,тэрмасьны,서둘다
827,sich beeilen::V,тэрмасьны,서둘게하다
828,sausen::V,вирдавны-котӧртны,서들러 떠나다
829,springen::V,чеччавны,도약하다
830,klettern::V,кышасьны,갑겨오르다
831,schaukeln::V,чурликасьны,흔들리게하다
832,kriechen::V,кыскасьны-мунны,기다
833,schwimmen::V,вартчыны,헤엄치다
834,tauchen::V,сунгисьны ваӧ,잠기다
835,rudern::V,сынны,물을헤치다
836,fahren::V,мунны,가다
837,fahren::V,мунны,나르다
838,fliegen::V,лэбавны,날다
839,gehen::V,мунны,가다
840,weggehen::V,мунны,팔리다
841,abfahren::V,иньдӧтчыны,출발하다
842,abfahren::V,мунны,출발하다
843,anhalten::V,сувтны,멈추다
844,hineingehen::V,пырны,(그리로)가다
845,eintreten::V,пырны,들러가다
846,kommen::V,локны,오다
847,ankommen::V,локны,고챀하다
848,zurückkommen::V,бертны,보기
849,zurückkommen::V,панӧвтсьыны,보기
850,bleiben::V,кольччыны,체류
851,warten::V,видзчисьны,기다리다
852,erwarten::V,видзчисьны,기대하다
853,suchen::V,кошшыны,찾다
854,suchen::V,кошшыны,구하다
855,finden::V,адззыны,찾아내다
856,versuchen::V,пондыны,시험하다
857,versuchen::V,пондӧтны,시험하다
858,vorbereiten::V,лӧсьӧтны,재비하다
859,lieben::V,милуйтны,사랑하다
860,mögen::V,радейтны,줗아하다
861,lachen::V,серавны,웃다
862,rühren::V,сьӧлӧм вӧрзьӧтны,건드리다
863,weinen::V,горзыны,울다
864,schimpfen::V,видчыны,꾸짖다
865,sich ärgern::V,лёкавны,화를내게 하다
866,sich fürchten::V,повны,두려원하다
867,fürchten::V,повны,두려원하다
868,fliehen::V,пышшыны,도망치다
869,flüchten::V,пышшыны,도주하다
870,sehen::V,адззыны,보다
871,anschauen::V,видзӧтны,바라보다
872,ansehen::V,видзӧтны,바라보다
873,hören::V,кывны,듣다
874,zuhören::V,кывзыны,듣다
875,probieren::V,пешлыны,시식하다
876,riechen::V,дукавны,내새를맡다
877,fühlen::V,кывны,느끼다
878,scheinen::V,декуйтчыны,...것같다
879,zu sehen sein::V,тыдавны,보이는
880,vernehmen::V,тӧдмавны,듣다
881,vernehmen::V,тӧдмавны,들어서일다
882,frieren::V,гегдыны,춥다
883,tun::V,керны,하다
884,können::V,вермыны,할주릴다
885,wollen::V,мӧдны,바라다
886,anfangen::V,петны,시작하다
887,beenden::V,ештӧтны,다하다
888,beenden::V,керыштны,다하다
889,aufhören::V,дугдыны,그만두다
890,gelingen::V,шогмыны,성국하다
891,geraten::V,мыччисьны,잘되어가다
892,öffnen::V,осьтны,열다
893,schließen::V,пӧднавны,추측하다
894,stellen::V,сувтӧтны,세우다
895,setzen::V,пуксьӧтны,놓다
896,legen::V,пуктыны,눕히다
897,berühren::V,вӧрзьӧтны,대다
898,verbinden::V,йитны,옝열하다
899,bedecken::V,вевттьыны,덮다
900,aufhängen::V,ӧшӧтны,매달다
901,anzünden::V,ӧзтыны,점화하다
902,aufheben::V,лэбтыны,위로올리다
903,zurücklassen::V,кольны,튀에남기다
904,verlieren::V,ӧштыны,잃다
905,fallen lassen::V,уськӧтны,떨어뜨리다
906,machen::V,керны,하다
907,herstellen::V,вӧчны,제조하다
908,bauen::V,строитны,짓다
909,reparieren::V,вочны,수셩자다
910,verbessern::V,бурсьӧтны,정정하다
911,ändern::V,вежны,바꾸다
912,graben::V,гарйыны,파다
913,beugen::V,кусіньтны,구부리다
914,biegen::V,чукыльтыштны,굽히다
915,drehen::V,бергӧтны,회전
916,wenden::V,бергӧтны,회전시키다
917,umdrehen::V,бергӧтны,회전시키다
918,heben::V,лэбтыны,일으아키다
919,hochheben::V,лэбтыны,틀어올리다
920,ergreifen::V,кватитны,잡다
921,halten::V,видзны,잡다
922,drücken::V,личкыны,누르다
923,schieben::V,тойлавны,밀다
924,kratzen::V,шаркӧтны,긁다
925,lecken::V,нювны,핥다
926,beißen::V,йирны,물다
927,abreißen::V,орӧтны,
928,abschneiden::V,шӧрыштны,귾어내다
929,abschneiden::V,вундыштны,귾어내다
930,binden::V,гӧрдззыны,매다
931,stecken::V,мӧртны,찌르다
932,brechen::V,жугдыны,금
933,klopfen::V,зукӧтны,치다
934,hauen::V,желльыны,때리다
935,kleben::V,лякӧтны,들러붙다
936,reiben::V,зыртны,문지르다
937,streichen::V,мавтны,쓰다듬다
938,schleifen::V,кыскыны,갈다
939,schneiden::V,вундавны,베다
940,rütteln::V,шатлавны,흔들다
941,schütteln::V,зыбӧтны,흔들다
942,schwenken::V,ӧвтны,흔들다
943,schwenken::V,макайтны,흔들다
944,schütten::V,кисьтны,따르다
945,füllen::V,тыртны,담다
946,füllen::V,тырсьӧтны,담다
947,einwickeln::V,тубны,싸다
948,tragen::V,новйӧтны,지우다
949,schleppen::V,кыскыны,끌다
950,ziehen::V,кыскыны,당기다
951,aufbewahren::V,видзны,간직하다
952,werfen::V,шентывлыны,던지다
953,fangen::V,кутны,밥다
954,packen::V,кутасьны,쥐다
955,packen::V,кватитны,쥐다
956,verstecken::V,дзебны,숨기다
957,teilen::V,торйӧтны,나누다
958,schicken::V,иньдыны,보내다
959,bringen::V,вайны,가겨
960,hinzufügen::V,содтыны,부가하다
961,bekommen::V,получитны,얻다
962,erhalten::V,получитны,지니다
963,nehmen::V,босьтны,잡다
964,wählen::V,бӧрйыны,선거하다
965,auswählen::V,бӧрйыны,선출하다
966,bewahren::V,видзны,저장보종
967,behindern::V,падтыны,훼방하다
968,verderben::V,изводавны,못쓰게 되다
969,beschädigen::V,паздыны,상하게하다
970,zerbrechen::V,паздыны,깨뜨리다
971,zerreißen::V,косявны,잡아쫓다
972,zerstören::V,паздыны,파괴하다
973,verbrennen::V,сотны,소실하다
974,geben::V,сетны,주다
975,reichen::V,сетны,내일다
976,schenken::V,козьнавны,주다
977,versprechen::V,кӧсйыны,약속하다
978,wünschen::V,бурсьыны,바라다
979,loben::V,ошкыны,칭찬하다
980,küssen::V,окавны,키스하다
981,wiegen::V,тюттьӧтны,어르다
982,zudecken::V,вевттьыны,뚜꺼을하다
983,wecken::V,саймӧтны,깨우다
984,zeigen::V,мыччавны,보이다
985,führen::V,нуӧтны,가게하다
986,lehren::V,велӧтны,가르치다
987,unterrichten::V,велӧтны,가르지다
988,aufziehen::V,быдтыны,사육하다
989,leiten::V,юравны,이끌다
990,leiten::V,веськӧтлыны,이끌다
991,antreiben::V,тэрмӧтны,몰다
992,lassen::V,-ӧтыны,내버려두다
993,einladen::V,корны,초청하다
994,vereinigen::V,ӧтувтны,하나로하다
995,vereinigen::V,ӧтлаавны,하나로하다
996,besuchen::V,пыравлыны,방문하다
997,treffen::V,пантавны,만나다
998,sich versammeln::V,ӧксьыны,조립하다
999,spielen::V,орсны,눌다
1000,singen::V,сьывны,노래하다
1001,tanzen::V,йӧктыны,춤추하다
1002,sich trennen::V,торьясьны,가르다
1003,verlassen::V,кольны,버림받은
1004,retten::V,мынтны,구조하다
1005,bewachen::V,смекайтны,치키다
1006,schützen::V,дорйыны,보호하다
1007,verteidigen::V,дорйыны,막다
1008,sich schlagen::V,тышкасьны,치다
1009,schießen::V,лыйны,쏘다
1010,siegen::V,вермыны,이기다
1011,ärgern::V,лӧгӧтны,성을내게하다
1012,schlagen::V,базнитны,치다
1013,treten::V,чужьявны,디디다
1014,stechen::V,бытшкыны,찌르다
1015,stoßen::V,тапкыны,찌르다
1016,stoßen::V,тойыштны,찌르다
1017,stehlen::V,гусявны,훔치다
1018,stören::V,костіавны,움직이다
1019,belästigen::V,назыляйтны,괴롭히다
1020,verbergen::V,дзебны,숨기다
1021,täuschen::V,бӧбӧтны,속이다
1022,täuschen::V,пӧрьявны,속이다
1023,betrügen::V,муклачитны,속이다
1024,töten::V,вийны,죽이다
1025,wohnen::V,овны,실다
1026,arbeiten::V,уджавны,일하다
1027,sammeln::V,ӧктыны,모으다
1028,pflücken::V,судзлавны,꿔다
1029,jagen::V,вӧравны,사냥하다
1030,fischen::V,чериавны,고기를잡다
1031,fassen::V,кутны,움켜쥐다
1032,hüten::V,вердны,망보다
1033,hüten::V,йирсьӧтны,망보다
1034,treiben::V,вашӧтны,몰아세우다
1035,anbinden::V,кӧртавны,묶다
1036,füttern::V,вердны,사료를주다
1037,melken::V,высьтыны,젖을짜다
1038,melken::V,чилькӧтны,젖을짜다
1039,hacken::V,керавны,자르다
1040,gießen::V,киськавны,물을대다
1041,reifen::V,кисьмыны,성숙하다
1042,zubereiten::V,лӧсьӧтны,조제하다
1043,kochen::V,пуны,요리하다
1044,backen::V,пӧжавны,쿱다
1045,braten::V,жаритны,굽다
1046,umrühren::V,соравны,교반하다
1047,stricken::V,домавны,뜨개질하다
1048,nähen::V,вурны,꿰매다
1049,färben::V,краситны,채색하다
1050,reinigen::V,весӧтны,청소하다
1051,waschen::V,пеславны,씻다
1052,abwischen::V,чышкыны,닦다
1053,spülen::V,гывьявны,씻다
1054,fegen::V,чышкыны,소체하다
1055,kehren::V,чышкыны,청소하다
1056,baden::V,купайтчыны ,감다
1057,sich waschen::V,миссьыны,모믈 씻다
1058,ausziehen::V,гыжтӧтны,벗다
1059,ausziehen::V,пӧрччавны,벗다
1060,anziehen::V,пасьтавны,끌어움직이다
1061,sich anziehen::V,пасьтасьны,
1062,kämmen::V,сынавны,빗다
1063,schmücken::V,баситны,치레하다
1064,sagen::V,висьтавны,말하다
1065,sprechen::V,шуны,말하다
1066,reden::V,баитны,이야기하다
1067,sich unterhalten::V,сёрнитны,
1068,fragen::V,юавны,질문하다
1069,bitten::V,корны,원하다
1070,erzählen::V,висьтавны,이야기하다
1071,mitteilen::V,висьтавны,이야기하다
1072,nennen::V,нимтны,부르다
1073,rufen::V,китсавны,불러내다
1074,rufen::V,корны,불러내다
1075,rufen::V,чукӧстны,불러내다
1076,prahlen::V,ошшасьны,자랑하다
1077,übersetzen::V,вуджӧтны,번역하다
1078,denken::V,чайтны,생각하다
1079,glauben::V,веритны,믿다
1080,bemerken::V,казявны,인자하다
1081,erkennen::V,тӧдсавны,인식하다
1082,begreifen::V,вежӧртны,파악하다
1083,verstehen::V,кывны,이해하다
1084,lernen::V,велӧтчыны,배우다
1085,wissen::V,тӧдны,알다
1086,sich erinnern an::V,касьтывны,상기하다
1087,vergessen::V,вунӧтны,잊다
1088,messen::V,меряйтны,측정하다
1089,zählen::V,лыддьыны,세다
1090,rechnen::V,лыддьыны,게산하다
1091,lesen::V,лыддьӧтны,읽다
1092,zeichnen::V,гижмавны,소묘하다
1093,schreiben::V,гижны,쓰다
1094,besitzen::V,лоны,소유하다
1095,kaufen::V,небны,사다
1096,verkaufen::V,вузавны,팔다
1097,bezahlen::V,вештыны,지불하다
1098,zahlen::V,вештыны,치르다
1099,ertragen::V,терпитны,참다
1100,Insel::N,,섬
1101,Menge::N,,수양
1102,Gewalt::N,,권력
1103,Alter::N,,연령
1104,richtig::A,,바른
1105,wahr::A,,참된
1106,berühmt::A,,유명한
1107,allein::ADV,,훌로
1108,rennen::V,,달리다
1109,malen::V,,그리다
1110,beherrschen::V,,지배하다
