,Concept_ID,mn,sq
154,Rinde::N,холтос,lëvore
155,Ast::N,гишүү,degë
156,Zweig::N,салаа,bisk
157,Blatt::N,навч,fletë
158,Blatt::N,навч,gjethe
159,Birke::N,хус,mështekën
160,Kiefer[Baum]::N,нарс,pishë
161,Weide[Baum]::N,уд,shelg
162,Weide[Baum]::N,бургас,shelg
163,Tanne::N,гачуур,bredh
164,Horn::N,эвэр,bri
165,Feder::N,өд,pupël
166,Fell::N,арьс,lëkurë
167,Flügel::N,жигүүр,krah
168,Flügel::N,жигүүр,fletë
169,Flügel::N,далавч,krah
170,Flügel::N,далавч,fletë
171,Klaue::N,савар,kthetër
172,Klaue::N,хумс,kthetër
173,Kralle::N,савар,thua
174,Kralle::N,савар,kthetër
175,Schwanz::N,сүүл,bisht
176,Ei::N,өндөг,vezë
177,Nest::N,үүр,fole
178,Bau::N,нүх,strofkë
179,Bau::N,элүү,strofkë
180,Tier::N,амьтан,kafshë
181,Tier::N,адгуус,kafshë
182,Herde::N,сүрэг,kope
183,Herde::N,сүрэг,grigjë
184,Kuh::N,үнээ,lopë
185,Bulle::N,бух,dem
186,Pferd::N,морь,kalë
187,Pferd::N,адуу,kalë
188,Schaf::N,хонь,dele
189,Schwein::N,гахай,derr
190,Hund::N,нохой,qen
191,Katze::N,муур,mace
192,Katze::N,мигуй,mace
193,Bär::N,баавгай,ari
194,Eichhörnchen::N,хэрэм,ketër
195,Elch::N,хандгай,dre brilopatë
196,Fuchs::N,үнэг,dhelpër
197,Hase::N,туулай,lepur
198,Maus::N,хулгана,mi
199,Wolf::N,чоно,ujk
200,Vogel::N,шувуу,zog
201,Vogel::N,шувуу,shpend
202,Schwarm::N,сүрэг,luzmë
203,Huhn::N,тахиа,pulë
204,Hahn::N,эр тахиа,gjel
205,Hahn::N,эр тахиа,këndes
206,Gans::N,галуу,patë
207,Adler::N,бүргэд,shqiponjë
208,Ente::N,нугас,rosë
209,Eule::N,ууль,buf
210,Kranich::N,тогоруу,lejlek
211,Kranich::N,тогоруу,kurrillë
212,Krähe::N,хэрээ,sorrë
213,Kuckuck::N,хөхөө,qyqe
214,Schwan::N,хун,mjellmë
215,Fisch::N,загас,peshk
216,Barsch::N,алгана,purtekë
217,Hecht::N,цурхай,mlysh
218,Schlange[Tier]::N,могой,gjarpër
219,Wurm::N,өт,krimb
220,Wurm::N,хорхой,krimb
221,Spinne::N,аалз,marimangë
222,Ameise::N,шоргоолж,thnegël
223,Ameise::N,шоргоолж,milingonë
224,Laus::N,бөөс,morr
225,Mücke::N,шумуул,kunup
226,Mücke::N,шумуул,mushkonjë
227,Fliege::N,ялаа,mizë
228,Schmetterling::N,эрвээхэй,flutur
229,Beere::N,жимсгэнэ,frutë
230,Beere::N,жимсгэнэ,manaferrë
231,Apfel::N,алим,mollë
232,Pilz::N,мөөг,kërpudhë
233,Zwiebel::N,сонгино,qepë
234,Saat::N,тариа,farë
235,Korn::N,үр,grurë
236,Korn::N,үр,kokërr
237,Korn::N,мөхлөг,grurë
238,Korn::N,мөхлөг,kokërr
239,Heu::N,өвс,sanë
240,Schale::N,хальс,lëkurë
241,Grube::N,алам,gropë
242,Grube::N,нүх,gropë
243,Falle::N,хавх,kurth
244,Falle::N,хавх,grackë
245,Falle::N,занга,kurth
246,Falle::N,занга,grackë
247,Schlinge::N,урхи,nyjë
248,Spur::N,мөр,gjurmë
249,Asche::N,үнс,hi
250,Dreck::N,хир,baltë
251,Eisen::N,төмөр,hekur
252,Gold::N,алт,ar
253,Gold::N,алт,flori
254,Silber::N,мөнгө,argjend
255,Kohle::N,нүүрс,qymyr
256,Glas::N,шил,qelq
257,Lehm::N,шавар,argjilë
258,Sand::N,элс,rërë
259,Mensch::N,хүн,njeri
260,Mann::N,эр,burrë
261,Mann::N,эр,mashkull
262,Mann::N,эрэгтэй,burrë
263,Mann::N,эрэгтэй,mashkull
264,Frau::N,эмэгтэй,grua
265,Frau::N,эмэгтэй,femër
266,Frau::N,хатагтай,grua
267,Frau::N,хатагтай,femër
268,Kind::N,хүүхэд,kalama
269,Junge::N,хүү,djalë
270,Mädchen::N,охин,gocë
271,Mädchen::N,охин,vajzë
272,Mädchen::N,бүсгүй,gocë
273,Mädchen::N,бүсгүй,vajzë
274,Familie::N,айл,familje
275,Großvater::N,өвгөн аав,gjysh
276,Großmutter::N,эмэг эх,gjyshe
277,Großmutter::N,эмгээ,gjyshe
278,Eltern::N,эцэг эх,prindër
279,Vater::N,аав,atë
280,Vater::N,эцэг,atë
281,Mutter::N,эх,nënë
282,Mutter::N,ээж,nënë
283,Sohn::N,хүү,bir
284,Tochter::N,охин,bijë
285,Bruder::N,ах,vëlla
286,Bruder::N,дүү,vëlla
287,Schwester::N,эгч,motër
288,Schwester::N,охин дүү,motër
289,Onkel::N,авга ах,dajë
290,Onkel::N,авга ах,xhaxha
291,Onkel::N,нагац ах,dajë
292,Onkel::N,нагац ах,xhaxha
293,Tante::N,авга эгч,teze
294,Tante::N,авга эгч,hallë
295,Tante::N,нагац эгч,teze
296,Tante::N,нагац эгч,hallë
297,Ehemann::N,нөхөр,burrë
298,Ehemann::N,нөхөр,bashkëshort
299,Ehefrau::N,эхнэр,grua
300,Ehefrau::N,эхнэр,bashkëshorte
301,Ehefrau::N,гэргий,grua
302,Ehefrau::N,гэргий,bashkëshorte
303,Freude::N,баяр,gaz
304,Freude::N,баяр,gëzim
305,Freude::N,баясгалан,gaz
306,Freude::N,баясгалан,gëzim
307,Gelächter::N,инээдэм,qeshje
308,Glück::N,жаргалан,lumturi
309,Kummer::N,гаслан,brengë
310,Kummer::N,гаслан,pikëllim
311,Wunsch::N,ерөөл,dëshirë
312,Lust::N,дур,epsh
313,Lust::N,дур,dashuri
314,Lust::N,хүсэл,epsh
315,Lust::N,хүсэл,dashuri
316,Geist::N,оюун,frymë
317,Geist::N,оюун,shpirt
318,Gedanke::N,сэтгэл,ide
319,Gedanke::N,сэтгэл,mendim
320,Gedächtnis::N,ой,kujtesë
321,Gedächtnis::N,цээж,kujtesë
322,Verstand::N,ухаан,mend
323,Sinn::N,утга,kuptim
324,Grund::N,учир,arsye
325,Wahrheit::N,үнэн,vërtetë
326,Gespräch::N,яриа,bisedim
327,Märchen::N,явган үлгэр,përrallë
328,Erzählung::N,тууж,tregim
329,Nachricht::N,мэдээ,lajm
330,Neuigkeit::N,сонин,risi
331,Name::N,нэр,emër
332,Rätsel::N,оньсого,gjëzë
333,Rätsel::N,оньсого,gjëegjëzë
334,Rede::N,хэлсэн үг,fjalim
335,Sprache::N,хэл,gjuhë
336,Stimme::N,дуу,zë
337,Wort::N,үг,fjalë
338,Zeichen::N,тамга,shenjë
339,Zeichen::N,тэмдэг,shenjë
340,Ruf::N,дуудлага,thirrmë
341,Lärm::N,шуугиан,zhurmë
342,Lärm::N,чимээ,zhurmë
343,Laut::N,анир,tingull
344,Laut::N,дуу,tingull
345,Ton::N,авиа,ton
346,Ton::N,аялгуу,ton
347,Lied::N,дуу,këngë
348,Ruhe::N,энх,qetësi
349,Ruhe::N,тайван,qetësi
350,Leute::N,хүмүүс,botë
351,Leute::N,хүмүүс,njerëz
352,Volk::N,улс,popull
353,Arbeit::N,ажил,punë
354,Arbeit::N,хөдөлмөр,punë
355,Gast::N,зочин,mik
356,Gast::N,зочин,mysafir
357,Gast::N,айлчин,mik
358,Gast::N,айлчин,mysafir
359,Geschenk::N,бэлэг,dhuratë
360,Geschenk::N,бэлэг,peshqesh
361,Spiel::N,наадам,lojë
362,Spiel::N,тоглоом,lojë
363,Gesellschaft::N,хамт байх,shoqëri
364,Hilfe::N,тусламж,ndihmë
365,Freund::N,найз,mik
366,Freund::N,нөхөр,mik
367,Kamerad::N,хань,shok
368,Kamerad::N,нөхөр,shok
369,Angelegenheit::N,хэрэг,punë
370,Anzahl::N,тоо,sasi
371,Art::N,төрөл,lloj
372,Art::N,янз,lloj
373,Stück::N,хэсэг,copë
374,Teil::N,хувь,pjesë
375,Teil::N,хэсэг,pjesë
376,Hälfte::N,хагас,gjysmë
377,Kreis::N,тойрог,qark
378,Kreis::N,тойрог,rreth
379,Kreis::N,хүрээ,qark
380,Kreis::N,хүрээ,rreth
381,Kreuz::N,загалмай,kryq
382,Linie::N,шугам,vijë
383,Strich::N,зураас,vizë
384,Abstand::N,зай,distancë
385,Entfernung::N,зай,largim
386,Entfernung::N,хол ойр,largim
387,Gegend::N,хавь,vise
388,Gegend::N,хавь,krahinë
389,Gegend::N,газар,vise
390,Gegend::N,газар,krahinë
391,Platz::N,зай,shesh
392,Platz::N,завсар,shesh
393,Ort::N,газар,vend
394,Ort::N,байр,vend
395,Seite::N,тал,anë
396,Seite::N,этгээд,anë
397,Mitte::N,төв,mes
398,Mitte::N,дунд,mes
399,Gegenstand::N,юм,send
400,Sache::N,үйл,gjë
401,Sache::N,үйл,send
402,Sache::N,хэрэг,gjë
403,Sache::N,хэрэг,send
404,Rand::N,зах,qoshe
405,Rand::N,хөвөө,qoshe
406,Kante::N,ирмэг,teh
407,Ecke::N,өнцөг,qoshe
408,Spitze::N,үзүүр,majë
409,Ende::N,зах,skaj
410,Ende::N,зах,bisht
411,Ende::N,үзүүр,skaj
412,Ende::N,үзүүр,bisht
413,Loch::N,цоорхой,vrimë
414,Loch::N,онгорхой,vrimë
415,Winkel::N,өнцөг,kënd
416,Muster::N,хээ,mostër
417,Muster::N,угалз,mostër
418,Größe::N,хэмжээ,madhësi
419,Länge::N,урт,gjatësi
420,Höhe::N,өндөр,lartësi
421,Gewicht::N,жин,peshë
422,Menge::N,тоо,sasi
423,Haufen::N,бөөн,grumbull
424,Reihe::N,эгнээ,radhë
425,Reihe::N,эгнээ,rresht
426,Boot::N,завь,barkë
427,Boot::N,завь,lundër
428,Ruder::N,сэлүүр,rrem
429,Schlitten::N,чарга,sajë
430,Ski::N,цана,ski
431,Lagerfeuer::N,түүдэг,flakadan
432,Lagerfeuer::N,түүдэг,zjarr i madh
433,Last::N,ачаа,barrë
434,Gang::N,явдал,ecje
435,Schritt::N,алхам,hap
436,Norden::N,умар,veri
437,Süden::N,урд,jug
438,Süden::N,өмнө,jug
439,Westen::N,өрнө,perëndim
440,Westen::N,баруун,perëndim
441,Osten::N,зүүн,lindje
442,Osten::N,дорно,lindje
443,Holz::N,мод,dru
444,Brett::N,банз,dërrasë
445,Platte::N,хавтан,pllakë
446,Stütze::N,тулгуур,shtyllë
447,Stütze::N,тулгуур,mbështetesë
448,Stütze::N,тулга,shtyllë
449,Stütze::N,тулга,mbështetesë
450,Stange::N,сургааг,shufër
451,Stock::N,саваа,dajak
452,Stab::N,таяг,shkop
453,Rohr::N,хоолой,tub
454,Haus::N,гэр,shtëpi
455,Haus::N,байшин,shtëpi
456,Heim::N,гэр,konak
457,Heim::N,гэр,shtëpi
458,Ofen::N,зуух,sobë
459,Ofen::N,зуух,stufë
460,Ofen::N,пийшин,sobë
461,Ofen::N,пийшин,stufë
462,Fußboden::N,шал,dysheme
463,Tisch::N,ширээ,tryezë
464,Stuhl::N,сандал,karrige
465,Wiege::N,өлгий,djep
466,Bett::N,ор,shtrat
467,Regal::N,тавиур,raft
468,Kiste::N,авдар,kuti
469,Kiste::N,хайрцаг,kuti
470,Fenster::N,гэгээвч,dritare
471,Tür::N,үүд,derë
472,Tür::N,хаалга,derë
473,Tor::N,хаалга,portë
474,Zaun::N,хашаа,gardh
475,Dach::N,дээвэр,çati
476,Leiter::N,шат,shkallë
477,Besen::N,хамуур,fshesë
478,Besen::N,туужуу,fshesë
479,Spaten::N,хүрз,lopatë
480,Schaufel::N,хүрз,qyrek
481,Gabel::N,сэрээ,pirun
482,Löffel::N,халбага,lugë
483,Messer::N,хутга,thikë
484,Nagel::N,хадаас,gozhdë
485,Netz::N,өөш,rrjetë
486,Netz::N,тор,rrjetë
487,Haken::N,гох,grep
488,Haken::N,гох,grremç
489,Griff::N,иш,dorak
490,Griff::N,иш,dorezë
491,Griff::N,сэнж,dorak
492,Griff::N,сэнж,dorezë
493,Schloss::N,цуурга,bravë
494,Schloss::N,цоож,bravë
495,Bild::N,зураг,tablo
496,Bild::N,зураг,pikturë
497,Figur::N,баримал,figurë
498,Puppe::N,хүүхэлдэй,kukull
499,Beutel::N,агсаа,qese
500,Beutel::N,агсаа,trastë
501,Beutel::N,уут,qese
502,Beutel::N,уут,trastë
503,Bündel::N,боодол,deng
504,Tasche::N,цүнх,çantë
505,Eimer::N,хөнөг,kovë
506,Eimer::N,хувин,kovë
507,Deckel::N,таг,kapak
508,Deckel::N,таг,mbulesë
509,Deckel::N,хавхаг,kapak
510,Deckel::N,хавхаг,mbulesë
511,Geschirr::N,сав суулга,enë
512,Sack::N,шуудай,thes
513,Sack::N,шуудай,torbë
514,Tasse::N,аяга,filxhan
515,Topf::N,тогоо,kusi
516,Topf::N,тогоо,tenxhere
517,Kessel::N,тогоо,kazan
518,Essen::N,идээ,ngrënie
519,Nahrung::N,хүнс,ushqim
520,Speise::N,идээ,gatesë
521,Fleisch::N,мах,mish
522,Getreide::N,будаа,drithë
523,Brei::N,богшмол,qull
524,Brei::N,будаа,qull
525,Brot::N,талх,bukë
526,Scheibe::N,зүсэм,fetë
527,Scheibe::N,хэрчим,fetë
528,Fett::N,өөх,lyrë
529,Fett::N,өөх,yndyrë
530,Butter::N,тос,gjalpë
531,Öl::N,тос,vaj
532,Salz::N,давс,kripë
533,Suppe::N,шөл,supë
534,Suppe::N,шөл,çorbë
535,Honig::N,бал,mjaltë
536,Milch::N,сүү,qumësht
537,Tee::N,цай,çaj
538,Leder::N,арьс,lëkurë
539,Leder::N,савхи,lëkurë
540,Wolle::N,ноос,lesh
541,Wolle::N,унгас,lesh
542,Stoff::N,бөс,pëlhurë
543,Nadel::N,зүү,gjilpërë
544,Faden::N,боолт,pe
545,Faden::N,боолт,fije
546,Faden::N,утас,pe
547,Faden::N,утас,fije
548,Knopf::N,товч,kopsë
549,Knoten::N,зангилаа,komb
550,Farbe::N,будаг,bojë
551,Kleidung::N,хувцас,veshje
552,Hemd::N,цамц,këmishë
553,Kragen::N,зах заам,jakë
554,Ärmel::N,ханцуй,mëngë
555,Hose::N,өмд,brekë
556,Gürtel::N,бүс,rrip
557,Mütze::N,малгай,kësulë
558,Mütze::N,бүрх,kësulë
559,Schuh::N,туфли,këpucë
560,Stiefel::N,гутал,çizme
561,Ring::N,бөгж,unazë
562,Band::N,тууз,shirit
563,Kamm::N,сам,krehër
564,Spiegel::N,толь,pasqyrë
565,Riemen::N,тасам,rrip
566,Riemen::N,сур,rrip
567,Schnur::N,татлага,litar
568,Schnur::N,татлага,cikomë
569,Leine::N,оосор,rrip
570,Decke::N,хөнжил,batanije
571,Decke::N,хучлага,batanije
572,Kissen::N,дэр,jastëk
573,Tuch::N,алчуур,shami
574,Tuch::N,даавуу,shami
575,Handtuch::N,алчуур,peshqir
576,Kraft::N,чадал,forcë
577,Kraft::N,хүч,forcë
578,Stärke::N,эрч,koll
579,Stärke::N,тэнхээ,koll
580,Gesundheit::N,бие,shëndet
581,Gesundheit::N,эрүүл мэнд,shëndet
582,Krankheit::N,эмгэг,sëmundje
583,Schmerz::N,өвчин,dhimbje
584,Wunde::N,шарх,plagë
585,Fieber::N,халуун,ethe
586,Arznei::N,эм,ilaç
587,Brücke::N,гүүр,urë
588,Brunnen::N,худаг,pus
589,Weide::N,бэлчээр,kullotë
590,Pfad::N,жим,ravë
591,Pfad::N,жим,shteg
592,Pfad::N,зөрөг,ravë
593,Pfad::N,зөрөг,shteg
594,Weg::N,зам,udhë
595,Weg::N,зам,shteg
596,Weg::N,харгуй,udhë
597,Weg::N,харгуй,shteg
598,Straße::N,зам,rrugë
599,Straße::N,харгуй,rrugë
600,Dorf::N,тосгон,fshat
601,Dorf::N,тосгон,katund
602,Dorf::N,гацаа,fshat
603,Dorf::N,гацаа,katund
604,Stadt::N,хот,qytet
605,Brief::N,захидал,letër
606,Brief::N,захиа,letër
607,Buch::N,ном,libër
608,Buch::N,бичиг,libër
609,Buchstabe::N,үсэг,shkronjë
610,Zeitung::N,сонин,gazetë
611,Leben::N,амь,jetë
612,Leben::N,амьдрал,jetë
613,Tod::N,үхэл,mortje
614,Grab::N,булш,varr
615,Kirche::N,сүм,kishë
616,Sünde::N,нүгэл,mëkat
617,Sünde::N,нүгэл,gjynah
618,Sünde::N,хилэнц,mëkat
619,Sünde::N,хилэнц,gjynah
620,Gott::N,бурхан,hy
621,Gott::N,бурхан,zot
622,Arbeiter::N,ажилчин,punëtor
623,Arbeiter::N,хөдөлмөрчин,punëtor
624,Chef::N,дарга,shef
625,Chef::N,дарга,drejtues
626,Meister::N,дархан,mjeshtër
627,Arzt::N,эмч,mjek
628,Arzt::N,эмч,doktor
629,Lehrer::N,багш,mësues
630,Lehrer::N,багш,arsimtar
631,Geld::N,цаас,para
632,Geld::N,цаас,holla
633,Geld::N,мөнгө,para
634,Geld::N,мөнгө,holla
635,Geschäft::N,наймаа,ujdi
636,Geschäft::N,наймаа,biznes
637,Laden::N,дэлгүүр,dyqan
638,Preis::N,үнэ,çmim
639,Ware::N,таваар,mall
640,Ware::N,бараа,mall
641,Nutzen::N,ашиг,dobi
642,Nutzen::N,ашиг,leverdi
643,Reichtum::N,баялаг,kamje
644,Reichtum::N,баялаг,pasuri
645,Welt::N,дэлхий,botë
646,Welt::N,орчлон,botë
647,Land::N,улс,vend
648,Land::N,орон,vend
649,Staat::N,төр,shtet
650,Staat::N,гүрэн,shtet
651,König::N,ван,mbret
652,Macht::N,засаг,fuqi
653,Macht::N,засаг,pushtet
654,Grenze::N,хил,kufi
655,Krieg::N,дайн,luftë
656,Feind::N,дайсан,armik
657,Gewalt::N,хүчирхэх,dhunë
658,Kampf::N,тэмцэл,luftim
659,Kampf::N,байлдаан,luftim
660,Bogen[Waffe]::N,нум,hark
661,Pfeil::N,годил,shigjetë
662,Pfeil::N,сум,shigjetë
663,Gewehr::N,буу,pushkë
664,Fehler::N,эндэл,gafë
665,Fehler::N,эндэл,gabim
666,Fehler::N,алдаа,gafë
667,Fehler::N,алдаа,gabim
668,Lüge::N,худал,gënjeshtër
669,Schaden::N,хор,dëm
670,Schaden::N,хор,zarar
671,Schaden::N,хөнөөл,dëm
672,Schaden::N,хөнөөл,zarar
673,Unglück::N,гай,fatkeqësi
674,Unglück::N,гамшиг,fatkeqësi
675,Schuld::N,гэм,faj
676,Schuld::N,буруу,faj
677,Alter::N,нас,moshë
678,Schluss::N,эцэс,fund
679,Schluss::N,төгсгөл,fund
680,Zeit::N,цаг,kohë
681,Tag::N,өдөр,ditë
682,Morgen::N,өглөө,mëngjes
683,Mittag::N,үд,mesditë
684,Abend::N,үдэш,mbrëmje
685,Nacht::N,шөнө,natë
686,Woche::N,долоо хоног,javë
687,Monat::N,сар,muaj
688,Jahr::N,жил,vit
689,Frühling::N,хавар,pranverë
690,Sommer::N,зун,verë
691,Herbst::N,намар,vjeshtë
692,Winter::N,өвөл,dimër
693,Januar::N,нэгдүгээр сар,janar
694,Februar::N,хоёрдугаар сар,shkurt
695,März::N,гуравдугаар сар,mars
696,April::N,дөрөвдүгээр сар,prill
697,Mai::N,тавдугаар сар,maj
698,Juni::N,зургаадугаар сар,qershor
699,Juli::N,долдугаар сар,korrik
700,August::N,наймдугаар сар,gusht
701,September::N,есдүгээр сар,shtator
702,Oktober::N,аравдугаар сар,tetor
703,November::N,арван нэгдүгээр сар,nëntor
704,Dezember::N,арван хоёрдугаар сар,dhjetor
705,Montag::N,даваа,hënë
706,Dienstag::N,мягмар,martë
707,Mittwoch::N,лхагва,mërkurë
708,Donnerstag::N,пүрэв,enjte
709,Freitag::N,баасан,premte
710,Samstag::N,бямба,shtunë
711,Sonntag::N,ням,diel
712,groß::A,их,madh
713,groß::A,том,madh
714,klein::A,бага,vogël
715,klein::A,жаахан,vogël
716,lang::A,урт,gjatë
717,kurz::A,охор,shkurtër
718,kurz::A,богино,shkurtër
719,breit::A,өргөн,gjerë
720,schmal::A,уйтан,ngushtë
721,schmal::A,нарийн,ngushtë
722,dicht::A,нягт,dendur
723,dicht::A,чигжүү,dendur
724,dick[Gegenstand]::A,зузаан,trashë
725,dünn::A,нимгэн,hollë
726,fein::A,нарийн,imët
727,fest::A,бөх,fortë
728,fest::A,хатуу,fortë
729,flach::A,хавтгай,sheshtë
730,glatt::A,цагаан,rrafshët
731,hart::A,хатуу,fortë
732,weich::A,зөөлөн,butë
733,rund::A,дугуй,rrumbullakët
734,rund::A,дугариг,rrumbullakët
735,spitz::A,шовх,majëmprehtë
736,spitz::A,шовгор,majëmprehtë
737,scharf::A,хурц,mprehtë
738,scharf::A,иртэй,mprehtë
739,stumpf::A,мохоо,topitur
740,schwer::A,хүнд,rëndë
741,schön::A,гуа,bukur
742,schön::A,сайхан,bukur
743,heiß::A,халуун,nxehtë
744,warm::A,дулаан,ngrohtë
745,kalt::A,хүйтэн,ftohtë
746,kühl::A,сэрүүн,freskët
747,frisch::A,эрүүл,pastër
748,frisch::A,жихүүн,pastër
749,feucht::A,чийгтэй,lagësht
750,nass::A,нойтон,lagur
751,trocken::A,хатсан,thatë
752,voll::A,дүүрэн,plotë
753,leer::A,хоосон,bosh
754,leer::A,хоосон,zbrazët
755,offen::A,онгорхой,hapur
756,geschlossen::A,битүү,mbyllur
757,geschlossen::A,хаалтай,mbyllur
758,sauber::A,цэвэр,dëlirë
759,sauber::A,хиргүй,dëlirë
760,schmutzig::A,бохир,ndyrë
761,schmutzig::A,хиртэй,ndyrë
762,roh::A,түүхий,gjallë
763,reif::A,болсон,arrirë
764,lecker::A,амттай,shijshëm
765,süß::A,амттай,ëmbël
766,süß::A,чихэрлэг,ëmbël
767,bitter::A,гашуун,hidhur
768,sauer::A,эсгэлэн,thartë
769,hell::A,гэгээн,me dritë
770,hell::A,гэрэлтэй,me dritë
771,dunkel::A,бараан,errët
772,dunkel::A,харанхуй,errët
773,schwarz::A,хар,i zi
774,weiß::A,цагаан,bardhë
775,rot::A,улаан,kuq
776,gelb::A,шар,verdhë
777,blau::A,хөх,blu
778,blau::A,хөх,kaltër
779,blau::A,цэнхэр,blu
780,blau::A,цэнхэр,kaltër
781,grün::A,ногоон,blertë
782,grün::A,ногоон,gjelbër
783,grau::A,орог,hirtë
784,grau::A,орог,bojë hiri
785,grau::A,саарал,hirtë
786,grau::A,саарал,bojë hiri
