,Concept_ID,sl,ja
836,sieden::V,kipéti,沸く
837,faulen::V,gníti,腐る
838,verfaulen::V,zgníti,朽ちる
839,reißen::V,tŕgati se,切れる
840,versinken::V,pogrézniti se,沈む
841,vergehen::V,miníti,経つ
842,erscheinen::V,pojáviti se,現れる
843,verschwinden::V,izgíniti,消える
844,sinken::V,péšati,下がる
845,abnehmen::V,pojémati,減る
846,zunehmen::V,véčati se,増える
847,zunehmen::V,množíti se,増える
848,steigen::V,dvígati se,上がる
849,wachsen::V,rásti,伸びる
850,glänzen::V,sijáti,輝く
851,funkeln::V,ískriti se,ぴかぴか光る
852,lärmen::V,ropotáti,騒ぐ
853,lärmen::V,razgrájati,騒ぐ
854,läuten::V,zvoníti,鳴る
855,klingeln::V,zvončkljáti,鳴る
856,klirren::V,žvenketáti,がらんがらんと鳴る
857,brausen::V,šuméti,逆巻く
858,rauschen::V,šuštéti,戦ぐ
859,rauschen::V,šelestéti,戦ぐ
860,klingen::V,zvenéti,鳴る
861,bellen::V,lájati,吠える
862,heulen::V,zavíjati,きゃんきゃん鳴く
863,blasen::V,píhniti,吹く
864,pfeifen::V,pískati,口笛を吹く
865,pfeifen::V,žvížgati,口笛を吹く
866,schreien::V,kričáti,叫ぶ
867,stöhnen::V,stókati,うめく
868,zittern::V,drgetáti,震える
869,leben::V,živéti,生きている
870,geboren werden::V,rodíti se,生まれる
871,atmen::V,díhati,呼吸する
872,trinken::V,píti,飲む
873,essen::V,jésti,食べる
874,schlucken::V,požírati,飲み込む
875,müde werden::V,péšati,眠くなる
876,müde werden::V,utrúditi se,眠くなる
877,einschlafen::V,zaspáti,寝付く
878,schlafen::V,spáti,眠る
879,aufwachen::V,zbudíti se,目が覚める
880,aufstehen::V,vstáti,起きる
881,sich erholen::V,oddahníti se,休養する
882,krank werden::V,oboléti,病気になる
883,krank sein::V,bíti bolán,病気である
884,schmerzen::V,boléti,痛む
885,husten::V,kášljati,咳をする
886,genesen::V,okrévati,元気になる
887,sterben::V,umréti,死ぬ
888,sterben::V,umréti,亡くなる
889,umkommen::V,pogíniti,死亡する
890,sich bewegen::V,zganíti se,移動する
891,sich rühren::V,premakníti se,動く
892,sich erheben::V,vstájati,立ち上がる
893,sich erheben::V,vzdígniti se,立ち上がる
894,sich setzen::V,sésti,座る
895,hinfallen::V,pásti dôl,転ぶ
896,laufen::V,hodíti,歩く
897,schreiten::V,stópati,跨ぐ
898,spazierengehen::V,na sprehòd íti,散歩する
899,eilen::V,drvéti,急ぐ
900,sich beeilen::V,hitéti,焦る
901,sausen::V,dírkati,疾駆する
902,rennen::V,dírjati,走る
903,springen::V,skákati,跳ぶ
904,klettern::V,plézati,よじ登る
905,schaukeln::V,kolébati,ぶらんこに乗る
906,kriechen::V,pláziti se,這う
907,schwimmen::V,plávati,泳ぐ
908,tauchen::V,potápljati se,潜る
909,rudern::V,vesláti,漕ぐ
910,fahren::V,vozíti se,行く
911,fahren::V,vozíti se,乗車する
912,fahren::V,peljáti se,行く
913,fahren::V,peljáti se,乗車する
914,fliegen::V,létati,飛ぶ
915,gehen::V,íti,行く
916,weggehen::V,odíti,立ち去る
917,abfahren::V,odpeljáti se,出発する
918,anhalten::V,ustáviti se,止まる
919,hineingehen::V,íti nóter,入る
920,eintreten::V,vstopíti,中に入る
921,kommen::V,príti,来る
922,ankommen::V,prispéti,着く
923,ankommen::V,prispéti,到着する
924,ankommen::V,prihájati,着く
925,ankommen::V,prihájati,到着する
926,zurückkommen::V,vrníti se,帰る
927,bleiben::V,ostáti,留まる
928,warten::V,čákati,待つ
929,erwarten::V,pričakováti,期待する
930,suchen::V,iskáti,探る
931,finden::V,nájti,見つける
932,versuchen::V,poskúšati,試す
933,vorbereiten::V,pripráviti,準備する
934,lieben::V,ljubíti,愛する
935,mögen::V,márati,好きである
936,lachen::V,smejáti se,笑う
937,rühren::V,ganíti,感情を動かす
938,weinen::V,jókati,泣く
939,weinen::V,plákati,泣く
940,schimpfen::V,psováti,叱る
941,schimpfen::V,zmérjati,叱る
942,sich ärgern::V,jezíti se,怒る
943,sich ärgern::V,jezíti se,腹を立てる
944,sich fürchten::V,báti se,怖がる
945,fürchten::V,báti se,恐れる
946,fliehen::V,bežáti,逃げる
947,flüchten::V,pobégniti,逃亡する
948,sehen::V,vídeti,見る
949,anschauen::V,oglédati,眺める
950,ansehen::V,glédati,見る
951,hören::V,slíšati,聞く
952,zuhören::V,poslúšati,聴く
953,probieren::V,poskúšati,食べてみる
954,riechen::V,dúhati,気取る
955,fühlen::V,čutíti,感じる
956,scheinen::V,zdéti se,ように見える
957,zu sehen sein::V,vídeti se,見える
958,vernehmen::V,čúti,承る
959,frieren::V,zébsti,寒気がする
960,tun::V,délati,する
961,können::V,môči,出来る
962,wollen::V,hotéti,-たい
963,anfangen::V,začéti,始める
964,beenden::V,dokončáti,終える
965,aufhören::V,prenéhati,止める
966,gelingen::V,uspéti,成功する
967,gelingen::V,posréčiti se,成功する
968,geraten::V,obnêsti se,当たる
969,öffnen::V,odpréti,開く
970,öffnen::V,odpréti,開ける
971,schließen::V,zapréti,閉める
972,stellen::V,postáviti,置く
973,stellen::V,postáviti,据える
974,setzen::V,posadíti,座らせる
975,legen::V,položíti,置く
976,berühren::V,dotíkati se,触る
977,berühren::V,dotíkati se,触れる
978,verbinden::V,obvézati,結びつける
979,bedecken::V,pokríti,覆う
980,aufhängen::V,obésiti,掛ける
981,anzünden::V,zažgáti,燃やす
982,anzünden::V,zažgáti,火をつける
983,aufheben::V,vzdígniti,拾う
984,zurücklassen::V,zapustíti,残す
985,verlieren::V,izgubíti,無くす
986,fallen lassen::V,navréči,落とす
987,machen::V,naredíti,作る
988,machen::V,napráviti,作る
989,herstellen::V,izdélati,製造する
990,bauen::V,gradíti,建設する
991,reparieren::V,popráviti,直す
992,reparieren::V,popráviti,修理する
993,verbessern::V,izbóljšati,改良する
994,ändern::V,spremeníti,変える
995,graben::V,kopáti,掘る
996,graben::V,grêbsti,掘る
997,beugen::V,upogníti,折る
998,biegen::V,zavíjati,曲げる
999,drehen::V,vrtéti,回す
1000,wenden::V,obrníti,裏返す
1001,umdrehen::V,zasúkati,裏返す
1002,heben::V,dvígati,挙げる
1003,hochheben::V,privzdígniti,持ち上げる
1004,ergreifen::V,zgrábiti,取り上げる
1005,halten::V,držáti,持つ
1006,drücken::V,tiščáti,押す
1007,schieben::V,ríniti,ずらす
1008,kratzen::V,práskati,引っ掻く
1009,lecken::V,lízati,なめる
1010,beißen::V,grísti,噛む
1011,abreißen::V,odtŕgati,剝ぎ取る
1012,abschneiden::V,odrézati,切り取る
1013,binden::V,vézati,縛る
1014,stecken::V,vtakníti,差し込む
1015,brechen::V,lomíti,破る
1016,klopfen::V,tólči,とんとん叩く
1017,hauen::V,séči,叩く
1018,kleben::V,lépiti,貼る
1019,kleben::V,lépiti,くっ付ける
1020,reiben::V,tréti,擦る
1021,reiben::V,dŕgniti,擦る
1022,streichen::V,namázati,塗る
1023,schleifen::V,brúsiti,研ぐ
1024,schneiden::V,rézati,切る
1025,rütteln::V,strésti,揺さぶる
1026,schütteln::V,majáti,振る
1027,schütteln::V,majáti,揺さぶる
1028,schwenken::V,obrníti,振る
1029,schütten::V,sípati,注ぐ
1030,füllen::V,napolníti,いっぱいにする
1031,einwickeln::V,zavíti,包む
1032,tragen::V,nêsti,運ぶ
1033,schleppen::V,vláčiti,引きずる
1034,ziehen::V,vléči,引く
1035,aufbewahren::V,shranjeváti,預かる
1036,werfen::V,lúčati,投げる
1037,fangen::V,ujéti,受ける
1038,packen::V,prijéti,掴む
1039,verstecken::V,skríti,隠す
1040,teilen::V,razdelíti,分ける
1041,schicken::V,pošíljati,送る
1042,bringen::V,prinêsti,持って行く
1043,hinzufügen::V,pristáviti,加える
1044,bekommen::V,dobíti,得る
1045,erhalten::V,prejéti,受ける
1046,nehmen::V,vzéti,取る
1047,wählen::V,izbírati,選ぶ
1048,auswählen::V,izbráti,選ぶ
1049,bewahren::V,ohraníti,保存する
1050,behindern::V,ovírati,妨害する
1051,verderben::V,pokváriti,台無しにする
1052,beschädigen::V,poškodováti,損傷する
1053,zerbrechen::V,razlomíti,割る
1054,zerreißen::V,raztŕgati,引き裂く
1055,zerstören::V,razrúšiti,破壊する
1056,verbrennen::V,sežgáti,焼く
1057,geben::V,dáti,上げる
1058,reichen::V,séči,渡す
1059,reichen::V,molíti,渡す
1060,schenken::V,podáriti,贈る
1061,versprechen::V,obljubíti,約束する
1062,wünschen::V,vóščiti,望む
1063,loben::V,hváliti,褒める
1064,küssen::V,poljubováti,キスする
1065,wiegen::V,zíbati,揺する
1066,zudecken::V,pokríti,覆う
1067,wecken::V,zbudíti,起こす
1068,zeigen::V,pokázati,見せる
1069,führen::V,vêsti,案内する
1070,lehren::V,učíti,教える
1071,unterrichten::V,poučeváti,通知する
1072,aufziehen::V,vzgojíti,育てる
1073,leiten::V,uprávljati,導く
1074,antreiben::V,goníti,励ます
1075,lassen::V,povzročíti,～させる
1076,einladen::V,povábiti,誘う
1077,einladen::V,povábiti,招待する
1078,vereinigen::V,zdrúžiti,一つにする
1079,besuchen::V,obiskáti,訪ねる
1080,treffen::V,pogodíti,出会う
1081,sich versammeln::V,zbráti se,集まる
1082,spielen::V,igráti se,遊ぶ
1083,singen::V,péti,歌う
1084,tanzen::V,plésati,踊る
1085,sich trennen::V,ločíti se,別れる
1086,verlassen::V,zapustíti,別れる
1087,retten::V,réšiti,救う
1088,retten::V,réšiti,助ける
1089,bewachen::V,strážiti,見張る
1090,bewachen::V,strážiti,軽微する
1091,schützen::V,sčítiti,保護する
1092,verteidigen::V,braníti,守る
1093,sich schlagen::V,têpsti se,殴る
1094,schießen::V,stréljati,撃つ
1095,siegen::V,zmágati,勝つ
1096,ärgern::V,jezíti,怒らせる
1097,ärgern::V,razbúriti,怒らせる
1098,schlagen::V,têpsti,殴る
1099,schlagen::V,udáriti,殴る
1100,treten::V,teptáti,蹴る
1101,stechen::V,ubôsti,突く
1102,stoßen::V,peháti,突く
1103,stoßen::V,drégniti,突く
1104,stehlen::V,ukrásti,盗る
1105,stehlen::V,pokrásti,盗る
1106,stören::V,motíti,構う
1107,belästigen::V,nadlegováti,邪魔する
1108,verbergen::V,skríti,隠す
1109,täuschen::V,slepíti,だます
1110,betrügen::V,várati,だます
1111,betrügen::V,ogoljufáti,だます
1112,töten::V,ubíti,殺す
1113,wohnen::V,prebívati,住む
1114,arbeiten::V,délati,働く
1115,sammeln::V,zbráti,集める
1116,sammeln::V,zbráti,収集する
1117,pflücken::V,obráti,摘む
1118,jagen::V,lovíti,狩りをする
1119,fischen::V,ribáriti,釣る
1120,fassen::V,zajéti,捕る
1121,hüten::V,pásti,放牧する
1122,treiben::V,pogánjati,追う
1123,anbinden::V,privézati,繋ぐ
1124,füttern::V,kŕmiti,餌をやる
1125,melken::V,mólsti,搾乳する
1126,hacken::V,sékati,刻む
1127,gießen::V,ulíti,水をやる
1128,reifen::V,zoréti,熟す
1129,zubereiten::V,pripráviti,調理する
1130,kochen::V,kúhati,煮る
1131,backen::V,cvréti,焼く
1132,braten::V,pêči,焼く
1133,braten::V,pêči,炒める
1134,umrühren::V,preméšati,混ぜる
1135,stricken::V,plêsti,編む
1136,nähen::V,šívati,縫う
1137,färben::V,bárvati,染める
1138,reinigen::V,očístiti,掃除する
1139,waschen::V,opráti,洗う
1140,waschen::V,opráti,洗濯する
1141,abwischen::V,obrísati,拭く
1142,spülen::V,splakováti,洗う
1143,spülen::V,splakováti,すすぐ
1144,fegen::V,pométati,掃除する
1145,kehren::V,mésti,掃く
1146,baden::V,kópati se,入浴する
1147,sich waschen::V,umíti se,洗う
1148,ausziehen::V,izvléči,脱ぐ
1149,anziehen::V,obléči,着る
1150,sich anziehen::V,obléči se,着る
1151,kämmen::V,česáti,梳く
1152,schmücken::V,okrasíti,飾る
1153,sagen::V,dejáti,言う
1154,sprechen::V,govoríti,話す
1155,reden::V,rêči,話す
1156,sich unterhalten::V,razgovárjati se,話をする
1157,fragen::V,vprášati,聞く
1158,bitten::V,prosíti,頼む
1159,bitten::V,prosíti,お願いする
1160,erzählen::V,práviti,物語る
1161,mitteilen::V,naznániti,伝える
1162,nennen::V,imenováti,名づける
1163,rufen::V,klícati,呼ぶ
1164,prahlen::V,baháti se,自慢する
1165,übersetzen::V,prevêsti,訳す
1166,denken::V,mísliti,考える
1167,glauben::V,verjéti,信じる
1168,bemerken::V,opáziti,気が付く
1169,erkennen::V,spoznáti,認識する
1170,begreifen::V,pôjmiti,分かる
1171,verstehen::V,razuméti,聞き取る
1172,lernen::V,učíti se,学ぶ
1173,lernen::V,učíti se,勉強する
1174,wissen::V,znáti,知っている
1175,wissen::V,védeti,知っている
1176,sich erinnern an::V,spómniti se,思い出す
1177,vergessen::V,pozábiti,忘れる
1178,messen::V,mériti,計る
1179,messen::V,mériti,測定する
1180,zählen::V,štéti,数える
1181,rechnen::V,račúnati,計算する
1182,lesen::V,bráti,読む
1183,lesen::V,čítati,読む
1184,malen::V,slíkati,描く
1185,zeichnen::V,rísati,写生する
1186,schreiben::V,písati,書く
1187,besitzen::V,iméti,所持する
1188,kaufen::V,kupíti,買う
1189,verkaufen::V,prodáti,売る
1190,bezahlen::V,pláčati,払う
1191,zahlen::V,plačeváti,支払う
1192,beherrschen::V,obvládati,支配する
1193,ertragen::V,prenêsti,耐える
1194,Verstand::N,,理解力
