,Concept_ID,,ar
149,Schwein::N,,خنزير
150,Hund::N,,كلب
151,Katze::N,,قطة
152,Bär::N,,دب
153,Eichhörnchen::N,,سنجاب
154,Elch::N,,موظ
155,Fuchs::N,,ثعلب
156,Hase::N,,أرنب
157,Maus::N,,فأرة
158,Wolf::N,,ذئب
159,Vogel::N,,طير
160,Schwarm::N,,سرب
161,Huhn::N,,دجاجة
162,Hahn::N,,ديك
163,Gans::N,,وزة
164,Adler::N,,نسر
165,Ente::N,,بطة
166,Eule::N,,بوم
167,Kranich::N,,كركي
168,Krähe::N,,غراب
169,Kuckuck::N,,وقواق
170,Schwan::N,,إوز عراقي
171,Fisch::N,,سمك
172,Barsch::N,,فرخ أوربي
173,Hecht::N,,سمك الكراكي
174,Schlange[Tier]::N,,حية
175,Schlange[Tier]::N,,ثعبان
176,Wurm::N,,دودة
177,Spinne::N,,عنكبوت
178,Ameise::N,,نملة
179,Laus::N,,قملة
180,Mücke::N,,ناموسة
181,Fliege::N,,ذبابة
182,Schmetterling::N,,فراشة
183,Beere::N,,حبة
184,Apfel::N,,تفاح
185,Pilz::N,,فطر
186,Zwiebel::N,,بصل
187,Saat::N,,زرع
188,Korn::N,,حبة
189,Heu::N,,دريس
190,Schale::N,,قشرة
191,Grube::N,,نقرة
192,Falle::N,,فخ
193,Falle::N,,مصيدة
194,Schlinge::N,,عروة
195,Spur::N,,أثر
196,Asche::N,,رماد
197,Dreck::N,,قذر
198,Eisen::N,,حديد
199,Gold::N,,ذهب
200,Silber::N,,فضة
201,Kohle::N,,فحم
202,Glas::N,,زجاج
203,Lehm::N,,طين
204,Sand::N,,رمل
205,Mensch::N,,إنسان
206,Mann::N,,رجل
207,Frau::N,,امرأة
208,Kind::N,,طفل
209,Junge::N,,ولد
210,Mädchen::N,,بنت
211,Familie::N,,عائلة
212,Großvater::N,,جد
213,Großmutter::N,,جدة
214,Eltern::N,,أبوان
215,Eltern::N,,والدان
216,Vater::N,,أب
217,Mutter::N,,أم
218,Sohn::N,,إبن
219,Tochter::N,,بنت
220,Tochter::N,,إبنة
221,Bruder::N,,أخ
222,Bruder::N,,شقيق
223,Schwester::N,,أخت
224,Onkel::N,,عم
225,Tante::N,,عمة
226,Ehemann::N,,زوج
227,Ehefrau::N,,زوجة
228,Freude::N,,فرح
229,Freude::N,,سرور
230,Gelächter::N,,قهقهة
231,Glück::N,,سعادة
232,Kummer::N,,غم
233,Wunsch::N,,منية
234,Lust::N,,شهوة
235,Geist::N,,روح
236,Gedanke::N,,فكرة
237,Gedächtnis::N,,ذاكرة
238,Verstand::N,,عقل
239,Sinn::N,,معنى
240,Grund::N,,سبب
241,Wahrheit::N,,حقيقة
242,Gespräch::N,,محادثة
243,Märchen::N,,خرافة
244,Erzählung::N,,قصة
245,Erzählung::N,,حكاية
246,Nachricht::N,,خبر
247,Neuigkeit::N,,خبر جديد
248,Name::N,,اسم
249,Rätsel::N,,لغز
250,Rede::N,,خطبة
251,Sprache::N,,لغة
252,Stimme::N,,صوت
253,Wort::N,,كلمة
254,Zeichen::N,,رمز
255,Zeichen::N,,إشارة
256,Ruf::N,,نداء
257,Lärm::N,,صخب
258,Lärm::N,,ضجة
259,Laut::N,,صوت
260,Ton::N,,نغمة
261,Lied::N,,أغنية
262,Ruhe::N,,هدوء
263,Leute::N,,ناس
264,Volk::N,,شعب
265,Arbeit::N,,عمل
266,Gast::N,,ضيف
267,Geschenk::N,,هدية
268,Spiel::N,,لعب
269,Gesellschaft::N,,صحبة
270,Hilfe::N,,عون
271,Hilfe::N,,مساعدة
272,Freund::N,,صديق
273,Kamerad::N,,زميل
274,Angelegenheit::N,,أمر
275,Angelegenheit::N,,شأن
276,Anzahl::N,,عدد
277,Art::N,,نوع
278,Stück::N,,قطعة
279,Teil::N,,قسم
280,Hälfte::N,,نصف
281,Kreis::N,,دائرة
282,Kreuz::N,,صليب
283,Linie::N,,خط
284,Strich::N,,شرطة
285,Abstand::N,,مسافة
286,Entfernung::N,,بعد
287,Gegend::N,,ناحية
288,Platz::N,,فراغ
289,Ort::N,,مكان
290,Seite::N,,جانب
291,Mitte::N,,وسط
292,Gegenstand::N,,موضوع
293,Sache::N,,شيء
294,Rand::N,,حافة
295,Kante::N,,حافة
296,Ecke::N,,ركن
297,Spitze::N,,سن
298,Ende::N,,طرف
299,Loch::N,,ثقب
300,Winkel::N,,زاوية
301,Muster::N,,عينة
302,Größe::N,,حجم
303,Länge::N,,طول
304,Höhe::N,,علو
305,Höhe::N,,ارتفاع
306,Gewicht::N,,وزن
307,Menge::N,,كمية
308,Haufen::N,,كوم
309,Reihe::N,,صف
310,Boot::N,,قارب
311,Boot::N,,زورق
312,Ruder::N,,مجذاف
313,Schlitten::N,,مزلقة
314,Ski::N,,زلاجة
315,Lagerfeuer::N,,نار المخيم
316,Last::N,,حمل
317,Gang::N,,مشية
318,Schritt::N,,خطوة
319,Norden::N,,شمال
320,Süden::N,,جنوب
321,Westen::N,,غرب
322,Osten::N,,شرق
323,Holz::N,,خشب
324,Brett::N,,لوح
325,Platte::N,,صفيحة
326,Stütze::N,,سند
327,Stütze::N,,دعامة
328,Stange::N,,عود
329,Stock::N,,عصا
330,Stab::N,,قضيب
331,Rohr::N,,أنبوبة
332,Haus::N,,دار
333,Haus::N,,بيت
334,Heim::N,,بيت
335,Heim::N,,مسكن
336,Ofen::N,,مدفأة
337,Fußboden::N,,أرضية
338,Tisch::N,,مائدة
339,Stuhl::N,,كرسي
340,Wiege::N,,مهد
341,Bett::N,,سرير
342,Regal::N,,رف
343,Kiste::N,,صندوق
344,Fenster::N,,شباك
345,Fenster::N,,نافذة
346,Tür::N,,باب
347,Tor::N,,بوابة
348,Zaun::N,,سياج
349,Dach::N,,سطح
350,Leiter::N,,سلم
351,Besen::N,,مكنسة
352,Spaten::N,,مسحاة
353,Schaufel::N,,مجرفة
354,Gabel::N,,شوكة
355,Löffel::N,,ملعقة
356,Messer::N,,سكين
357,Nagel::N,,مسمار
358,Netz::N,,شبكة
359,Haken::N,,خطاف
360,Haken::N,,صنارة
361,Griff::N,,قبضة
362,Schloss::N,,قفل
363,Bild::N,,صورة
364,Figur::N,,تمثال
365,Puppe::N,,دمية
366,Beutel::N,,كيس
367,Bündel::N,,ربطة
368,Tasche::N,,شنطة
369,Tasche::N,,محفظة
370,Eimer::N,,سطل
371,Eimer::N,,جردل
372,Deckel::N,,سداد
373,Geschirr::N,,أوان
374,Sack::N,,زكيبة
375,Tasse::N,,فنجان
376,Topf::N,,قدر
377,Topf::N,,طنجرة
378,Kessel::N,,قدر
379,Kessel::N,,غلاية
380,Essen::N,,طعام
381,Nahrung::N,,غذاء
382,Speise::N,,أكل
383,Fleisch::N,,لحم
384,Getreide::N,,حبوب
385,Brei::N,,عصيدة
386,Brot::N,,خبز
387,Scheibe::N,,شريحة
388,Fett::N,,سمن
389,Butter::N,,زبدة
390,Öl::N,,زيت
391,Salz::N,,ملح
392,Suppe::N,,حساء
393,Suppe::N,,شربة
394,Honig::N,,عسل
395,Milch::N,,حليب
396,Tee::N,,شاي
397,Leder::N,,جلد
398,Wolle::N,,صوف
399,Stoff::N,,قماش
400,Nadel::N,,إبرة
401,Faden::N,,خيط
402,Knopf::N,,زر
403,Knoten::N,,عقدة
404,Farbe::N,,صبغة
405,Kleidung::N,,ملابس
406,Hemd::N,,قميص
407,Kragen::N,,ياقة
408,Ärmel::N,,كم
409,Hose::N,,سروال
410,Hose::N,,بنطلون
411,Gürtel::N,,حزام
412,Mütze::N,,طاقية
413,Schuh::N,,حذاء
414,Stiefel::N,,جزمة
415,Stiefel::N,,حذاء طويل
416,Ring::N,,حلقة
417,Band::N,,شريط
418,Kamm::N,,مشط
419,Spiegel::N,,مرآة
420,Riemen::N,,سير
421,Schnur::N,,حبل
422,Schnur::N,,دوبارة
423,Leine::N,,قيد
424,Decke::N,,بطانية
425,Kissen::N,,وسادة
426,Tuch::N,,منديل
427,Handtuch::N,,فوطة
428,Handtuch::N,,منشفة
429,Kraft::N,,قدرة
430,Stärke::N,,قوة
431,Gesundheit::N,,صحة
432,Krankheit::N,,مرض
433,Schmerz::N,,ألم
434,Schmerz::N,,وجع
435,Wunde::N,,جرح
436,Fieber::N,,حمى
437,Arznei::N,,دواء
438,Brücke::N,,جسر
439,Brunnen::N,,بئر
440,Weide::N,,مرعى
441,Pfad::N,,درب
442,Weg::N,,سكة
443,Straße::N,,طريق
444,Dorf::N,,قرية
445,Stadt::N,,مدينة
446,Brief::N,,خطاب
447,Brief::N,,مكتوب
448,Buch::N,,كتاب
449,Buchstabe::N,,حرف
450,Zeitung::N,,جريدة
451,Leben::N,,عيش
452,Leben::N,,حياة
453,Tod::N,,موت
454,Tod::N,,وفاة
455,Grab::N,,قبر
456,Kirche::N,,كنيسة
457,Sünde::N,,خطيئة
458,Gott::N,,إله
459,Arbeiter::N,,عامل
460,Chef::N,,رئيس
461,Meister::N,,أسطى
462,Arzt::N,,طبيب
463,Lehrer::N,,مدرس
464,Geld::N,,نقود
465,Geschäft::N,,صفقة
466,Laden::N,,دكان
467,Preis::N,,سعر
468,Ware::N,,بضاعة
469,Nutzen::N,,فائدة
470,Reichtum::N,,غنى
471,Reichtum::N,,ثروة
472,Welt::N,,عالم
473,Welt::N,,دنيا
474,Land::N,,بلد
475,Staat::N,,دولة
476,König::N,,ملك
477,Macht::N,,سلطة
478,Grenze::N,,حدود
479,Krieg::N,,حرب
480,Feind::N,,عدو
481,Gewalt::N,,عنف
482,Kampf::N,,قتال
483,Bogen[Waffe]::N,,قوس
484,Pfeil::N,,سهم
485,Gewehr::N,,بندقية
486,Fehler::N,,خطأ
487,Lüge::N,,كذب
488,Schaden::N,,تلف
489,Unglück::N,,نحس
490,Schuld::N,,ذنب
491,Alter::N,,سن
492,Alter::N,,عمر
493,Schluss::N,,ختام
494,Schluss::N,,نهاية
495,Zeit::N,,وقت
496,Tag::N,,يوم
497,Morgen::N,,صباح
498,Mittag::N,,ظهر
499,Abend::N,,مساء
500,Nacht::N,,ليلة
501,Woche::N,,أسبوع
502,Monat::N,,شهر
503,Jahr::N,,عام
504,Jahr::N,,سنة
505,Frühling::N,,ربيع
506,Sommer::N,,صيف
507,Herbst::N,,خريف
508,Winter::N,,شتاء
509,Januar::N,,يناير
510,Januar::N,,كانون الثاني
511,Februar::N,,شباط
512,Februar::N,,فبراير
513,März::N,,آذار
514,März::N,,مارس
515,April::N,,نيسان
516,Mai::N,,مايو
517,Juni::N,,يونيو
518,Juni::N,,حزيران
519,Juli::N,,تموز
520,Juli::N,,يوليو
521,August::N,,آب
522,August::N,,أغسطس
523,September::N,,أيلول
524,September::N,,سبتمبر
525,Oktober::N,,أكتوبر
526,Oktober::N,,تشرين الأول
527,November::N,,نوفمبر
528,November::N,,تشرين الثاني
529,Dezember::N,,ديسمبر
530,Dezember::N,,كانون الأول
531,Montag::N,,يوم الاثنين
532,Dienstag::N,,يوم الثلاثاء
533,Mittwoch::N,,يوم الأربعاء
534,Donnerstag::N,,يوم الخميس
535,Freitag::N,,يوم الجمعة
536,Samstag::N,,يوم السبت
537,Sonntag::N,,يوم الأحد
538,groß::A,,كبير
539,klein::A,,صغير
540,lang::A,,طويل
541,kurz::A,,قصير
542,breit::A,,واسع
543,schmal::A,,ضيق
544,dicht::A,,كث
545,dicht::A,,كثيف
546,dick[Gegenstand]::A,,غليظ
547,dünn::A,,رفيع
548,fein::A,,رقيق
549,fest::A,,متين
550,flach::A,,سهل
551,flach::A,,منبسط
552,glatt::A,,ناعم
553,hart::A,,صلب
554,hart::A,,جامد
555,weich::A,,لين
556,rund::A,,مستدير
557,spitz::A,,مدبب
558,scharf::A,,حاد
559,stumpf::A,,ثالم
560,schwer::A,,ثقيل
561,schön::A,,جميل
562,heiß::A,,حار
563,heiß::A,,ساخن
564,warm::A,,دافئ
565,kalt::A,,بارد
566,kühl::A,,قر
567,frisch::A,,طازج
568,feucht::A,,رطب
569,nass::A,,مبلول
570,trocken::A,,جاف
571,voll::A,,ملء
572,leer::A,,خال
573,leer::A,,فارغ
574,offen::A,,مفتوح
575,geschlossen::A,,مغلق
576,sauber::A,,نظيف
577,schmutzig::A,,قذر
578,roh::A,,نيء
579,reif::A,,ناضج
580,lecker::A,,لذيذ
581,süß::A,,حلو
582,bitter::A,,مر
583,sauer::A,,حامض
584,hell::A,,نير
585,dunkel::A,,مظلم
586,schwarz::A,,أسود
587,weiß::A,,أبيض
588,rot::A,,أحمر
589,gelb::A,,أصفر
590,blau::A,,أزرق
591,grün::A,,أخضر
592,grau::A,,رمادي
593,bunt::A,,ملوب
594,billig::A,,رخيص
595,teuer::A,,غال
596,wertvoll::A,,ثمين
597,blind::A,,أعمى
598,taub::A,,أصم
599,taub::A,,أطرش
600,kräftig::A,,قوي
601,stark::A,,قوي
602,schwach::A,,ضعيف
603,fett::A,,سمين
604,schlank::A,,أهيف
605,hübsch::A,,جميل
606,böse::A,,رديء
607,dumm::A,,أبله
608,dumm::A,,أحمق
609,faul::A,,كسلان
610,fleißig::A,,مجتهد
611,geizig::A,,بخيل
612,klug::A,,ذكي
613,klug::A,,عاقل
614,geschickt::A,,ماهر
615,lieb::A,,عزيز
616,lustig::A,,مرح
617,sanft::A,,حليم
618,hungrig::A,,جائع
619,krank::A,,مريض
620,nackt::A,,عار
621,traurig::A,,حزين
622,lebendig::A,,حي
623,gut::A,,جيد
624,schlecht::A,,سيء
625,richtig::A,,صحيح
626,schlimm::A,,خبيث
627,wahr::A,,حق
628,alt::A,,قديم
629,neu::A,,جديد
630,ehemalig::A,,سابق
631,alt[Lebewesen]::A,,مسن
632,jung::A,,شاب
633,jung::A,,صغير
634,arm::A,,فقير
635,reich::A,,غني
636,bekannt::A,,معلوم
637,berühmt::A,,مشهور
638,fremd::A,,أجنبي
639,verschieden::A,,مختلف
640,nah::A,,قريب
641,fern::A,,بعيد
642,linker::A,,يسار
643,rechter::A,,يمين
644,anderer::A,,آخر
645,erster::A,,أول
646,zweiter::A,,ثان
647,dritter::A,,ثالث
648,letzter::A,,أخير
649,allein::ADV,,وحده
650,auf einmal::ADV,,بالمرة
651,zusammen::ADV,,معا
652,lange::ADV,,مدة طويلة
653,plötzlich::ADV,,فجأة
654,sofort::ADV,,حالا
655,sofort::ADV,,فورا
656,später::ADV,,فيما بعد
657,jetzt::ADV,,الآن
658,jetzt::ADV,,حاليا
659,heute::ADV,,اليوم
660,morgen::ADV,,غدا
661,bald::ADV,,قريبا
662,dann::ADV,,ثم
663,gestern::ADV,,أمس
664,gestern::ADV,,البارحة
665,einst::ADV,,قديما
666,damals::ADV,,حينئذ
667,danach::ADV,,ثم
668,danach::ADV,,بعد ذلك
669,vorher::ADV,,من قبل
670,vorher::ADV,,قبل ذلك
671,zuerst::ADV,,أولا
672,einmal::ADV,,مرة
673,manchmal::ADV,,أحيانا
674,oft::ADV,,كثيرا
675,immer::ADV,,دائما
676,niemals::ADV,,لا أبدا
677,hier::ADV,,هنا
678,hierhin::ADV,,إلى هنا
679,von hier::ADV,,من هنا
680,dort::ADV,,هناك
681,dorthin::ADV,,إلى هناك
682,geradeaus::ADV,,إلى الأمام
683,vorwärts::ADV,,إلى الأمام
684,rückwärts::ADV,,إلى الوراء
685,zurück::ADV,,عودا
686,zurück::ADV,,إلى الخلف
687,unten::ADV,,تحت
688,unten::ADV,,في الأسفل
689,hinab::ADV,,إلى تحت
690,oben::ADV,,فوق
691,oben::ADV,,في الأعلى
692,hinauf::ADV,,إلى فوق
693,hinauf::ADV,,إلى الأعلى
694,überall::ADV,,في كل مكان
695,nicht::ADV,,لا
696,nicht::ADV,,لم
697,ein wenig::ADV,,قليلا
698,kaum::ADV,,كاد لا
699,sehr::ADV,,جدا
700,sehr::ADV,,كثيرا
701,so::ADV,,كذا
702,so::ADV,,كذلك
703,noch::ADV,,ما زال
704,nur::ADV,,فقط
705,schon::ADV,,قد
706,wieder::ADV,,من جديد
707,wieder::ADV,,مرة أخرى
708,vergebens::ADV,,عبثا
709,vor::PRP,,أمام
710,hinter::PRP,,خلف
711,hinter::PRP,,وراء
712,unter::PRP,,تحت
713,durch::PRP,,عبر
714,durch::PRP,,خلال
715,neben::PRP,,جنب
716,neben::PRP,,بجانب
717,zwischen::PRP,,بين
718,wegen::PRP,,بسبب
719,dies::PRN,,هذا
720,das::PRN,,ذلك
721,alles::PRN,,الكل
722,ich::PRN,,أنا
723,du::PRN,,أنت
724,er::PRN,,هو
725,wir::PRN,,نحن
726,ihr::PRN,,أنتم
727,ihr::PRN,,أنتن
728,sie::PRN,,هم
729,sie::PRN,,هن
730,was::FPRN,,ما
731,wer::FPRN,,من
732,wo::FADV,,أين
733,wohin::FADV,,إلى أين
734,wie::FADV,,كيف
735,warum::FADV,,لماذا
736,wieviel::FNUM,,كم
737,eins::NUM,,واحد
738,zwei::NUM,,اثنين
739,drei::NUM,,ثلاثة
740,vier::NUM,,أربعة
741,fünf::NUM,,خمسة
742,sechs::NUM,,ستة
743,sieben::NUM,,سبعة
744,acht::NUM,,ثمانية
745,neun::NUM,,تسعة
746,zehn::NUM,,عشرة
747,elf::NUM,,أحد عشر
748,zwölf::NUM,,اثنا عشر
749,zwanzig::NUM,,عشرون
750,dreißig::NUM,,ثلاثون
751,vierzig::NUM,,أربعون
752,fünfzig::NUM,,خمسون
753,sechzig::NUM,,ستون
754,siebzig::NUM,,سبعون
755,achtzig::NUM,,ثمانون
756,neunzig::NUM,,تسعون
757,hundert::NUM,,مئة
758,tausend::NUM,,ألف
759,und::CNJ,,و
760,oder::CNJ,,أو
761,stehen::V,,وقف
762,sitzen::V,,جلس
763,liegen::V,,رقد
764,hängen::V,,تعلق
765,werden::V,,صار
766,werden::V,,أصبح
767,passieren::V,,حدث
768,beginnen::V,,ابتدأ
769,enden::V,,انتهى
770,wechseln::V,,تغير
771,aufgehen[Sonne]::V,,شرق
772,untergehen[Sonne]::V,,غرب
773,scheinen[Sonne]::V,,أضاء
774,donnern::V,,رعد
775,wehen::V,,هب
776,strömen::V,,جرى
777,fließen::V,,سال
778,sich drehen::V,,دار
779,schwanken::V,,ترنح
780,schwingen::V,,ترجح
781,fallen::V,,سقط
782,brennen::V,,احترق
783,rauchen::V,,دخن
784,regnen::V,,أمطر
785,gefrieren::V,,تجمد
786,tauen::V,,ذاب
787,schmelzen::V,,ذاب
788,trocknen::V,,نشف
789,sieden::V,,غلى
790,faulen::V,,فسد
791,verfaulen::V,,تعفن
792,reißen::V,,انقطع
793,versinken::V,,غرق
794,vergehen::V,,مضى
795,erscheinen::V,,لاح
796,erscheinen::V,,ظهر
797,verschwinden::V,,غاب
798,sinken::V,,هبط
799,abnehmen::V,,نقص
800,zunehmen::V,,ازداد
801,steigen::V,,صعد
802,steigen::V,,ارتفع
803,wachsen::V,,نما
804,wachsen::V,,نبت
805,glänzen::V,,لمع
806,funkeln::V,,تلألأ
807,lärmen::V,,ضج
808,lärmen::V,,صخب
809,läuten::V,,قرع
810,klingeln::V,,دق
811,klirren::V,,قعقع
812,brausen::V,,عج
813,rauschen::V,,حف
814,klingen::V,,رن
815,bellen::V,,نبح
816,heulen::V,,عوى
817,blasen::V,,نفخ
818,pfeifen::V,,صفر
819,schreien::V,,صرخ
820,stöhnen::V,,أن
821,zittern::V,,ارتعش
822,leben::V,,عاش
823,geboren werden::V,,ولد
824,atmen::V,,تنفس
825,trinken::V,,شرب
826,essen::V,,أكل
827,schlucken::V,,جرع
828,müde werden::V,,تعب
829,einschlafen::V,,نام
830,schlafen::V,,نام
831,aufwachen::V,,استيقظ
832,aufstehen::V,,قام
833,sich erholen::V,,استجم
834,krank werden::V,,مرض
835,krank sein::V,,مرض
836,schmerzen::V,,آلم
837,husten::V,,كح
838,husten::V,,سعل
839,genesen::V,,نقه
840,sterben::V,,مات
841,umkommen::V,,هلك
842,sich bewegen::V,,تحرك
843,sich rühren::V,,تحرك
844,sich erheben::V,,قام
845,sich setzen::V,,جلس
846,hinfallen::V,,وقع
847,laufen::V,,مشى
848,schreiten::V,,خطا
849,spazierengehen::V,,تنزه
850,eilen::V,,عجل
851,sich beeilen::V,,استعجل
852,sausen::V,,أسرع
853,rennen::V,,عدا
854,rennen::V,,ركض
855,springen::V,,قفز
856,klettern::V,,تسلق
857,schaukeln::V,,تأرجح
858,kriechen::V,,دب
859,kriechen::V,,زحف
860,schwimmen::V,,سبح
861,tauchen::V,,غطس
862,rudern::V,,جذف
863,fahren::V,,ركب
864,fahren::V,,سافر
865,fliegen::V,,طار
866,gehen::V,,سار
867,gehen::V,,ذهب
868,weggehen::V,,ذهب
869,weggehen::V,,انصرف
870,abfahren::V,,رحل
871,anhalten::V,,توقف
872,hineingehen::V,,دخل
873,eintreten::V,,دخل
874,kommen::V,,أتى
875,kommen::V,,جاء
876,ankommen::V,,وصل
877,zurückkommen::V,,عاد
878,zurückkommen::V,,رجع
879,bleiben::V,,مكث
880,warten::V,,انتظر
881,erwarten::V,,ترقب
882,erwarten::V,,انتظر
883,suchen::V,,بحث
884,finden::V,,وجد
885,versuchen::V,,حاول
886,vorbereiten::V,,أعد
887,vorbereiten::V,,حضر
888,lieben::V,,أحب
889,mögen::V,,أحب
890,lachen::V,,ضحك
891,rühren::V,,أثر
892,weinen::V,,بكى
893,schimpfen::V,,سب
894,schimpfen::V,,شتم
895,sich ärgern::V,,زعل
896,sich fürchten::V,,هاب
897,fürchten::V,,خاف
898,fürchten::V,,خشي
899,fliehen::V,,هرب
900,flüchten::V,,فر
901,sehen::V,,رأى
902,anschauen::V,,نظر
903,ansehen::V,,نظر
904,hören::V,,سمع
905,zuhören::V,,أصغى
906,probieren::V,,ذاق
907,riechen::V,,شم
908,riechen::V,,استنشق
909,fühlen::V,,شعر
910,scheinen::V,,ظهر
911,zu sehen sein::V,,ظهر
912,vernehmen::V,,سمع
913,frieren::V,,بردان
914,tun::V,,فعل
915,können::V,,قدر
916,können::V,,استطاع
917,wollen::V,,شاء
918,wollen::V,,أراد
919,anfangen::V,,بدأ
920,beenden::V,,أنهى
921,aufhören::V,,توقف
922,aufhören::V,,انقطع
923,gelingen::V,,نجح
924,geraten::V,,طلع
925,öffnen::V,,فتح
926,schließen::V,,أغلق
927,stellen::V,,وضع
928,stellen::V,,أقام
929,setzen::V,,أجلس
930,legen::V,,وضع
931,berühren::V,,مس
932,berühren::V,,لمس
933,verbinden::V,,ربط
934,verbinden::V,,وصل
935,bedecken::V,,غطى
936,aufhängen::V,,علق
937,anzünden::V,,أوقد
938,aufheben::V,,لقط
939,zurücklassen::V,,ترك
940,verlieren::V,,فقد
941,fallen lassen::V,,أسقط
942,machen::V,,فعل
943,herstellen::V,,صنع
944,herstellen::V,,أنتج
945,bauen::V,,بنى
946,bauen::V,,شيد
947,reparieren::V,,صلح
948,verbessern::V,,صحح
949,ändern::V,,غير
950,graben::V,,حفر
951,beugen::V,,ثنى
952,beugen::V,,أحنى
953,biegen::V,,لوى
954,drehen::V,,أدار
955,drehen::V,,دور
956,wenden::V,,قلب
957,umdrehen::V,,قلب
958,heben::V,,رفع
959,hochheben::V,,رفع
960,ergreifen::V,,مسك
961,halten::V,,مسك
962,drücken::V,,ضغط
963,schieben::V,,حرك
964,kratzen::V,,خدش
965,lecken::V,,لعق
966,beißen::V,,عض
967,abreißen::V,,قلع
968,abschneiden::V,,قطع
969,binden::V,,ربط
970,stecken::V,,دس
971,brechen::V,,كسر
972,klopfen::V,,طرق
973,hauen::V,,ضرب
974,kleben::V,,ألصق
975,reiben::V,,حك
