,Concept_ID,no,pt
1163,schleifen::V,slipe,afiar
1164,schneiden::V,klippe,cortar
1165,rütteln::V,ruske,sacudir
1166,schütteln::V,riste,abanar
1167,schütteln::V,riste,sacudir
1168,schwenken::V,svinge,agitar
1169,schütten::V,helle,deitar
1170,füllen::V,fylle,encher
1171,einwickeln::V,vikle inn,envolver
1172,einwickeln::V,vikle inn,embrulhar
1173,tragen::V,bære,levar
1174,tragen::V,bære,trazer
1175,schleppen::V,slepe,arrastar
1176,ziehen::V,dra,puxar
1177,ziehen::V,trekke,puxar
1178,aufbewahren::V,oppbevare,guardar
1179,aufbewahren::V,oppbevare,conservar
1180,aufbewahren::V,ta vare på,guardar
1181,aufbewahren::V,ta vare på,conservar
1182,werfen::V,kaste,lançar
1183,fangen::V,fange,apanhar
1184,packen::V,gripe,agarrar
1185,packen::V,gripe tak i,agarrar
1186,verstecken::V,gjemme,esconder
1187,teilen::V,dele,partir
1188,teilen::V,dele,dividir
1189,schicken::V,sende,enviar
1190,bringen::V,bringe,trazer
1191,hinzufügen::V,tilføye,acrescentar
1192,bekommen::V,få,obter
1193,erhalten::V,få,receber
1194,nehmen::V,ta,tomar
1195,wählen::V,velge,eleger
1196,wählen::V,velge,escolher
1197,auswählen::V,velge ut,escolher
1198,auswählen::V,velge ut,seleccionar
1199,bewahren::V,bevare,guardar
1200,bewahren::V,bevare,conservar
1201,behindern::V,hindre,impedir
1202,behindern::V,forhindre,impedir
1203,verderben::V,ødelegge,estragar
1204,verderben::V,ødelegge,corromper
1205,beschädigen::V,skade,danificar
1206,zerbrechen::V,brekke i stykker,romper
1207,zerbrechen::V,brekke i stykker,quebrar
1208,zerreißen::V,rive i stykker,rasgar
1209,zerstören::V,ødelegge,destruir
1210,verbrennen::V,brenne,queimar
1211,verbrennen::V,brenne opp,queimar
1212,geben::V,gi,dar
1213,reichen::V,rekke,passar
1214,schenken::V,forære,oferecer
1215,schenken::V,skjenke,oferecer
1216,versprechen::V,love,prometer
1217,wünschen::V,ønske,desejar
1218,loben::V,rose,louvar
1219,küssen::V,kysse,beijar
1220,wiegen::V,vogge,embalar
1221,zudecken::V,dekke til,tapar
1222,zudecken::V,dekke til,cobrir
1223,wecken::V,vekke,acordar
1224,wecken::V,vekke,despertar
1225,zeigen::V,vise,mostrar
1226,führen::V,føre,guiar
1227,führen::V,føre,conduzir
1228,lehren::V,lære,ensinar
1229,unterrichten::V,undervise,instruir
1230,aufziehen::V,oppdra,criar
1231,leiten::V,lede,dirigir
1232,leiten::V,lede,conduzir
1233,antreiben::V,drive på,impelir
1234,lassen::V,få til å,fazer
1235,einladen::V,be,convidar
1236,einladen::V,invitere,convidar
1237,vereinigen::V,forene,unir
1238,vereinigen::V,forene,reunir
1239,besuchen::V,besøke,ir ver
1240,besuchen::V,besøke,visitar
1241,treffen::V,møte,encontrar
1242,treffen::V,treffe,encontrar
1243,sich versammeln::V,forsamles,reunir-se
1244,spielen::V,leke,jogar
1245,spielen::V,leke,brincar
1246,spielen::V,spille,jogar
1247,spielen::V,spille,brincar
1248,singen::V,synge,cantar
1249,tanzen::V,danse,bailar
1250,sich trennen::V,skilles,apartar-se
1251,verlassen::V,forlate,deixar
1252,verlassen::V,forlate,abandonar
1253,retten::V,redde,salvar
1254,bewachen::V,bevokte,vigiar
1255,bewachen::V,bevokte,guardar
1256,schützen::V,verne,proteger
1257,schützen::V,beskytte,proteger
1258,verteidigen::V,forsvare,defender
1259,sich schlagen::V,slåss,brigar
1260,sich schlagen::V,slåss,bater-se
1261,schießen::V,skyte,disparar
1262,siegen::V,seire,vencer
1263,ärgern::V,ergre,irritar
1264,ärgern::V,ergre,aborrecer
1265,treten::V,sparke,pisar
1266,stechen::V,stikke,picar
1267,stoßen::V,støte,empurrar
1268,stehlen::V,stjele,furtar
1269,stören::V,forstyrre,perturbar
1270,belästigen::V,plage,incomodar
1271,belästigen::V,plage,importunar
1272,belästigen::V,sjenere,incomodar
1273,belästigen::V,sjenere,importunar
1274,verbergen::V,gjemme,ocultar
1275,verbergen::V,gjemme,esconder
1276,täuschen::V,villede,iludir
1277,täuschen::V,villede,enganar
1278,betrügen::V,bedra,burlar
1279,betrügen::V,bedra,enganar
1280,töten::V,drepe,matar
1281,wohnen::V,bo,morar
1282,arbeiten::V,arbeide,trabalhar
1283,sammeln::V,samle,recolher
1284,sammeln::V,samle,coleccionar
1285,pflücken::V,plukke,colher
1286,jagen::V,jage,caçar
1287,fischen::V,fiske,pescar
1288,fassen::V,fange,apanhar
1289,hüten::V,vokte,guardar
1290,treiben::V,drive,conduzir
1291,anbinden::V,feste,atar
1292,füttern::V,fore,dar de comer a
1293,melken::V,melke,ordenhar
1294,hacken::V,hakke,rachar
1295,gießen::V,helle,regar
1296,reifen::V,modne,amadurecer
1297,zubereiten::V,lage,preparar
1298,zubereiten::V,tilberede,preparar
1299,kochen::V,koke,cozer
1300,backen::V,bake,cozer
1301,braten::V,steke,assar
1302,braten::V,steke,fritar
1303,umrühren::V,røre om,remexer
1304,stricken::V,strikke,tricotar
1305,stricken::V,strikke,fazer malha
1306,nähen::V,sy,coser
1307,nähen::V,sy,costurar
1308,färben::V,farge,tingir
1309,färben::V,farge,colorir
1310,reinigen::V,rense,limpar
1311,reinigen::V,rense,purificar
1312,reinigen::V,gjøre ren,limpar
1313,reinigen::V,gjøre ren,purificar
1314,waschen::V,vaske,lavar
1315,abwischen::V,tørke av,limpar
1316,abwischen::V,tørke av,esfregar
1317,spülen::V,spyle,lavar
1318,spülen::V,spyle,enxaguar
1319,spülen::V,skylle,lavar
1320,spülen::V,skylle,enxaguar
1321,fegen::V,feie,varrer
1322,kehren::V,koste,varrer
1323,baden::V,bade,banhar
1324,baden::V,bade,tomar banho
1325,sich waschen::V,vaske seg,lavar-se
1326,ausziehen::V,ta av,despir
1327,anziehen::V,ta på,vestir
1328,sich anziehen::V,kle på seg,vestir-se
1329,kämmen::V,gre,pentear
1330,kämmen::V,kjemme,pentear
1331,schmücken::V,pynte,adornar
1332,schmücken::V,smykke,adornar
1333,sagen::V,si,dizer
1334,sprechen::V,snakke,falar
1335,reden::V,tale,falar
1336,reden::V,snakke,falar
1337,sich unterhalten::V,samtale,conversar
1338,fragen::V,spørre,perguntar
1339,bitten::V,be,pedir
1340,erzählen::V,fortelle,contar
1341,mitteilen::V,meddele,comunicar
1342,mitteilen::V,meddele,participar
1343,nennen::V,kalle,nomear
1344,nennen::V,kalle,apelidar
1345,rufen::V,rope,chamar
1346,prahlen::V,skryte,gabar-se
1347,prahlen::V,skryte,vangloriar-se
1348,übersetzen::V,oversette,traduzir
1349,denken::V,tenke,pensar
1350,glauben::V,tro,crer
1351,bemerken::V,bemerke,notar
1352,bemerken::V,bemerke,observar
1353,bemerken::V,legge merke til,notar
1354,bemerken::V,legge merke til,observar
1355,erkennen::V,gjenkjenne,reconhecer
1356,begreifen::V,begripe,apreender
1357,begreifen::V,begripe,compreender
1358,verstehen::V,forstå,entender
1359,verstehen::V,forstå,compreender
1360,verstehen::V,skjønne,entender
1361,verstehen::V,skjønne,compreender
1362,lernen::V,lære,aprender
1363,wissen::V,vite,saber
1364,sich erinnern an::V,huske på,lembrar-se de
1365,sich erinnern an::V,huske på,recordar-se de
1366,vergessen::V,glemme,esquecer
1367,messen::V,måle,medir
1368,zählen::V,telle,contar
1369,rechnen::V,regne,calcular
1370,lesen::V,lese,ler
1371,malen::V,male,pintar
1372,zeichnen::V,tegne,desenhar
1373,schreiben::V,skrive,escrever
1374,besitzen::V,eie,possuir
1375,besitzen::V,inneha,possuir
1376,kaufen::V,kjøpe,comprar
1377,verkaufen::V,selge,vender
1378,bezahlen::V,betale,pagar
1379,zahlen::V,betale,pagar
1380,beherrschen::V,beherske,imperar
1381,ertragen::V,orke,suportar
1382,schlagen::V,,bater
