,Concept_ID,ps,lt
184,Huhn::N,چرګه,višta
185,Hahn::N,چرګ,gaidys
186,Gans::N,بته,žąsis
187,Adler::N,عقاب,erelis
188,Ente::N,ایلۍ,antis
189,Eule::N,ګونګی,pelėda
190,Kranich::N,کلنګ,gervė
191,Krähe::N,کارغه,varna
192,Kuckuck::N,فاخته,gegužė
193,Schwan::N,قو,gulbė
194,Fisch::N,کب,žuvis
195,Fisch::N,ماهی,žuvis
196,Schlange[Tier]::N,مار,gyvatė
197,Wurm::N,چینجی,kirmėlė
198,Spinne::N,غڼه,voras
199,Spinne::N,تارکښ,voras
200,Ameise::N,مېږی,skruzdė
201,Laus::N,سپږه,utėlė
202,Mücke::N,ماشی,uodas
203,Fliege::N,مچ,musė
204,Schmetterling::N,پتنګ,drugys
205,Schmetterling::N,پتنګ,peteliškė
206,Beere::N,مېوۍ,uoga
207,Apfel::N,مڼه,obuolys
208,Pilz::N,خرېړی,grybas
209,Zwiebel::N,پیاز,svogūnas
210,Saat::N,تخم,sėkla
211,Korn::N,تخم,grūdai
212,Korn::N,دانه,grūdai
213,Heu::N,بوس,šienas
214,Heu::N,پروړه,šienas
215,Schale::N,پوستکی,žievelė
216,Grube::N,کنده,duobė
217,Falle::N,دام,pinklės
218,Falle::N,دام,žabangai
219,Falle::N,لومه,pinklės
220,Falle::N,لومه,žabangai
221,Schlinge::N,کړۍ,kilpa
222,Spur::N,نښه,vėžė
223,Spur::N,نښه,pėdos
224,Spur::N,نښه,pėdsakas
225,Asche::N,آس,pelenai
226,Asche::N,ایره,pelenai
227,Dreck::N,ناپاکي,purvas
228,Eisen::N,اوسپنه,geležis
229,Gold::N,سره زر,auksas
230,Silber::N,نقره,sidabras
231,Silber::N,سپین زر,sidabras
232,Kohle::N,سکور,anglis
233,Kohle::N,سکاره,anglis
234,Glas::N,ښيښه,stiklas
235,Lehm::N,خټه,molis
236,Sand::N,شګه,smėlis
237,Mensch::N,انسان,žmogus
238,Mann::N,سړی,vyras
239,Mann::N,سړی,vyriškis
240,Mann::N,نارینه,vyras
241,Mann::N,نارینه,vyriškis
242,Frau::N,ښځه,moteris
243,Kind::N,بچی,vaikas
244,Kind::N,ماشوم,vaikas
245,Junge::N,هلک,vaikinas
246,Junge::N,هلک,berniukas
247,Mädchen::N,نجلۍ,mergytė
248,Mädchen::N,نجلۍ,mergaitė
249,Familie::N,کورنۍ,šeima
250,Großvater::N,بابا,senelis
251,Großmutter::N,انا,senelė
252,Eltern::N,مور او پلار,tėvai
253,Vater::N,پلار,tėvas
254,Mutter::N,مور,motina
255,Sohn::N,زوی,sūnus
256,Tochter::N,لور,duktė
257,Bruder::N,ورور,brolis
258,Schwester::N,خور,sesuo
259,Onkel::N,تره,dėdė
260,Onkel::N,ماما,dėdė
261,Tante::N,خاله,teta
262,Ehemann::N,مېړه,vyras
263,Ehefrau::N,مېرمن,žmona
264,Freude::N,خوشحالي,džiaugsmas
265,Gelächter::N,خندا,juokas
266,Glück::N,بخت,laimė
267,Kummer::N,غم,vargas
268,Kummer::N,غم,rūpestis
269,Wunsch::N,هيله,troškimas
270,Wunsch::N,هيله,pageidavimas
271,Wunsch::N,غوښتنه,troškimas
272,Wunsch::N,غوښتنه,pageidavimas
273,Lust::N,شوق,noras
274,Lust::N,شوق,geidulys
275,Lust::N,مینه,noras
276,Lust::N,مینه,geidulys
277,Geist::N,روح,dvasia
278,Gedanke::N,فکر,mintis
279,Gedächtnis::N,یاد,atmintis
280,Gedächtnis::N,حافظه,atmintis
281,Verstand::N,عقل,protas
282,Verstand::N,شعور,protas
283,Sinn::N,معنی,prasmė
284,Grund::N,علت,priežastis
285,Grund::N,اساس,priežastis
286,Wahrheit::N,حقیقت,tiesa
287,Wahrheit::N,حقیقت,teisybė
288,Gespräch::N,مرکه,pokalbis
289,Gespräch::N,خبرې اترې,pokalbis
290,Märchen::N,افسانه,pasaka
291,Erzählung::N,قصه,apsakymas
292,Erzählung::N,قصه,pasakojimas
293,Erzählung::N,کیسه,apsakymas
294,Erzählung::N,کیسه,pasakojimas
295,Nachricht::N,خبر,žinia
296,Neuigkeit::N,نوی خبر,naujiena
297,Name::N,نوم,vardas
298,Rätsel::N,کیسۍ,mįslė
299,Rätsel::N,چیستان,mįslė
300,Rede::N,وینا,kalba
301,Sprache::N,ژبه,kalba
302,Stimme::N,غږ,balsas
303,Stimme::N,اواز,balsas
304,Wort::N,لغت,žodis
305,Wort::N,کلمه,žodis
306,Zeichen::N,نښه,žymė
307,Zeichen::N,نښه,ženklas
308,Zeichen::N,اشاره,žymė
309,Zeichen::N,اشاره,ženklas
310,Ruf::N,ږغ,šauksmas
311,Ruf::N,بلنه,šauksmas
312,Lärm::N,غالمغال,triukšmas
313,Laut::N,ږغ,garsas
314,Ton::N,اواز,tonas
315,Ton::N,اواز,garsas
316,Lied::N,غزله,daina
317,Lied::N,غزله,giesmė
318,Lied::N,سندره,daina
319,Lied::N,سندره,giesmė
320,Ruhe::N,ارامي,ramybė
321,Ruhe::N,ارامي,ramumas
322,Leute::N,خلک,žmonės
323,Volk::N,ولس,tauta
324,Arbeit::N,کار,darbas
325,Arbeit::N,کار,triūsas
326,Gast::N,مېلمه,svečias
327,Geschenk::N,تحفه,dovana
328,Geschenk::N,سوغات,dovana
329,Spiel::N,لوبه,žaismas
330,Spiel::N,لوبه,žaidimas
331,Gesellschaft::N,ډله,draugija
332,Gesellschaft::N,ډله,kompanija
333,Hilfe::N,کومک,pagalba
334,Hilfe::N,مرسته,pagalba
335,Freund::N,ملګری,draugas
336,Freund::N,ملګری,bičiulis
337,Kamerad::N,انډيوال,draugas
338,Angelegenheit::N,موضوع,dalykas
339,Angelegenheit::N,موضوع,reikalas
340,Anzahl::N,شمېر,kiekis
341,Anzahl::N,شمېر,skaičius
342,Anzahl::N,تعداد,kiekis
343,Anzahl::N,تعداد,skaičius
344,Art::N,ډول,rūšis
345,Stück::N,ټوټه,gabalas
346,Teil::N,برخه,dalis
347,Hälfte::N,نیم,pusė
348,Kreis::N,دایره,ratas
349,Kreis::N,دایره,apskritis
350,Kreis::N,دایره,apskritimas
351,Kreuz::N,صلیب,kryžius
352,Linie::N,خط,linija
353,Linie::N,لیکه,linija
354,Strich::N,کرښه,brėžis
355,Strich::N,کرښه,brūkšnys
356,Abstand::N,فاصله,atstumas
357,Entfernung::N,واټن,atstumas
358,Gegend::N,سیمه,vietovė
359,Gegend::N,منطقه,vietovė
360,Platz::N,ځای,vieta
361,Ort::N,ځای,vieta
362,Ort::N,ځای,vietovė
363,Seite::N,مخ,pusė
364,Seite::N,مخ,šonas
365,Seite::N,اړخ,pusė
366,Seite::N,اړخ,šonas
367,Mitte::N,وسط,vidurys
368,Mitte::N,مینځ,vidurys
369,Gegenstand::N,شی,dalykas
370,Sache::N,شی,daiktas
371,Sache::N,څيز,daiktas
372,Rand::N,څنډه,kraštas
373,Rand::N,څنډه,pakraštys
374,Rand::N,کناره,kraštas
375,Rand::N,کناره,pakraštys
376,Kante::N,اړخ,kraštas
377,Ecke::N,ګوټ,kertė
378,Ecke::N,ګوټ,kampas
379,Spitze::N,څوکه,priekis
380,Spitze::N,څوکه,priešakys
381,Ende::N,څوکه,galas
382,Loch::N,سوری,skylė
383,Winkel::N,کنج,kampas
384,Winkel::N,کنج,kampelis
385,Winkel::N,کوتی,kampas
386,Winkel::N,کوتی,kampelis
387,Muster::N,نمونه,raštas
388,Größe::N,قد,dydis
389,Größe::N,قد,didumas
390,Größe::N,لويوالی,dydis
391,Größe::N,لويوالی,didumas
392,Länge::N,طول,ilgis
393,Länge::N,طول,ilgumas
394,Länge::N,اوږد والی,ilgis
395,Länge::N,اوږد والی,ilgumas
396,Höhe::N,جګوالی,aukštis
397,Höhe::N,جګوالی,aukštuma
398,Gewicht::N,وزن,svoris
399,Gewicht::N,وزن,svarstis
400,Menge::N,اندازه,kiekis
401,Menge::N,اندازه,daugybė
402,Haufen::N,کوټه,krūva
403,Haufen::N,کوټه,šūsnis
404,Reihe::N,صف,greta
405,Reihe::N,کتار,greta
406,Boot::N,قايق,valtis
407,Boot::N,قايق,laivelis
408,Ruder::N,چپه,irklas
409,Schlitten::N,ښویېدونی,rogės
410,Schlitten::N,ښویېدونی,rogutės
411,Ski::N,سکي,slidė
412,Lagerfeuer::N,اور,laužas
413,Last::N,بار,našta
414,Last::N,بار,nešulys
415,Last::N,پېټی,našta
416,Last::N,پېټی,nešulys
417,Gang::N,تګ,eisena
418,Schritt::N,ګام,žingsnis
419,Norden::N,شمال,šiaurė
420,Norden::N,شمال,žiemiai
421,Süden::N,سوېل,pietūs
422,Westen::N,لوېدېځ,vakarai
423,Osten::N,شرق,rytai
424,Osten::N,ختیځ,rytai
425,Holz::N,لرګی,mediena
426,Brett::N,تخته,lenta
427,Platte::N,تخته,plokštė
428,Stütze::N,تکیوان,atrama
429,Stütze::N,تکیوان,atspara
430,Stange::N,ډاګه,lazda
431,Stange::N,ډاګه,kartis
432,Stock::N,لرګی,lazda
433,Stab::N,چيخله,kartis
434,Rohr::N,نل,vamzdis
435,Haus::N,کور,namas
436,Heim::N,کور,namai
437,Ofen::N,تودنۍ,krosnis
438,Fußboden::N,غولی,grindys
439,Tisch::N,مېز,stalas
440,Stuhl::N,چوکۍ,kėdė
441,Wiege::N,زانګو,lopšys
442,Bett::N,کټ,lova
443,Bett::N,کټ,patalai
444,Bett::N,چپرکټ,lova
445,Bett::N,چپرکټ,patalai
446,Regal::N,تاخچۍ,lentyna
447,Kiste::N,صندوق,dėžė
448,Fenster::N,کړکۍ,langas
449,Tür::N,دروازه,durys
450,Tor::N,دروازه,vartai
451,Zaun::N,کټاره,tvora
452,Dach::N,بام,stogas
453,Leiter::N,زينه,kopėčios
454,Besen::N,جارو,šluota
455,Spaten::N,یوم,lopeta
456,Spaten::N,یوم,kastuvas
457,Schaufel::N,بېلچه,semtuvas
458,Gabel::N,پنجه,šakutė
459,Löffel::N,کاشوغه,šaukštas
460,Messer::N,چاقو,peilis
461,Nagel::N,ميخ,vinis
462,Netz::N,جال,tinklas
463,Haken::N,څنګک,vagis
464,Haken::N,څنګک,kablys
465,Griff::N,لاستی,kotas
466,Griff::N,لاستی,rankena
467,Schloss::N,کلپ,spyna
468,Schloss::N,کلپ,užraktas
469,Bild::N,رسم,paveikslas
470,Figur::N,قدوقامت,figūra
471,Puppe::N,ګوډۍ,lėlė
472,Beutel::N,کڅوړه,krepšys
473,Beutel::N,کڅوړه,maišelis
474,Bündel::N,دسته,ryšulys
475,Tasche::N,بکس,krepšelis
476,Tasche::N,توبره,krepšelis
477,Eimer::N,سطل,kibiras
478,Deckel::N,سرپوښ,dangtis
479,Geschirr::N,لوښی,indai
480,Sack::N,جوال,maišas
481,Tasse::N,پیاله,puodukas
482,Topf::N,دېګی,puodas
483,Kessel::N,دېګ,katilas
484,Essen::N,خوراک,valgis
485,Nahrung::N,خوراک,penas
486,Nahrung::N,خوراک,maistas
487,Speise::N,خواړه,patiekalas
488,Fleisch::N,غوښه,mėsa
489,Getreide::N,غله,javai
490,Brei::N,اوګره,košė
491,Brot::N,ډوډۍ,duona
492,Scheibe::N,مړۍ,riekė
493,Fett::N,غوړي,taukai
494,Fett::N,غوړي,riebalai
495,Butter::N,کوچ,sviestas
496,Öl::N,تېل,aliejus
497,Salz::N,مالګه,druska
498,Suppe::N,شوربا,sriuba
499,Honig::N,شات,medus
500,Milch::N,شوده,pienas
501,Tee::N,چای,arbata
502,Leder::N,څرمن,oda
503,Wolle::N,پشم,vilna
504,Stoff::N,ټوټه,audeklas
505,Nadel::N,ستن,adata
506,Faden::N,تار,gija
507,Faden::N,تار,siūlas
508,Knopf::N,تڼۍ,saga
509,Knopf::N,تکمه,saga
510,Knoten::N,غوټه,mazgas
511,Farbe::N,رنګ,dažai
512,Kleidung::N,کالي,rūbai
513,Kleidung::N,کالي,drabužiai
514,Hemd::N,کميس,marškiniai
515,Kragen::N,غاړه,apykaklė
516,Ärmel::N,لستوڼی,rankovė
517,Hose::N,پطلون,kelnės
518,Gürtel::N,کمربند,juosta
519,Gürtel::N,کمربند,diržas
520,Mütze::N,خولۍ,kepurė
521,Schuh::N,بوټ,batas
522,Stiefel::N,موزه,auliniai batai
523,Ring::N,ګوته,žiedas
524,Band::N,فيته,kaspinas
525,Kamm::N,ګمنځ,šukos
526,Spiegel::N,ایینه,veidrodis
527,Spiegel::N,هنداره,veidrodis
528,Riemen::N,تسمه,diržas
529,Schnur::N,مزی,virvė
530,Leine::N,رسۍ,pavadėlis
531,Decke::N,بړستن,antklodė
532,Kissen::N,بالښت,pagalvė
533,Kissen::N,بالښت,priegalvis
534,Tuch::N,ټیکری,skarelė
535,Handtuch::N,دسمال,rankšluostis
536,Kraft::N,زور,jėga
537,Kraft::N,توان,jėga
538,Stärke::N,قوت,stiprumas
539,Gesundheit::N,صحت,sveikata
540,Gesundheit::N,روغتیا,sveikata
541,Krankheit::N,مرض,liga
542,Krankheit::N,ناروغي,liga
543,Schmerz::N,درد,skausmas
544,Wunde::N,ټپ,žaizda
545,Wunde::N,زخم,žaizda
546,Fieber::N,تبه,karštis
547,Arznei::N,دوا,vaistas
548,Arznei::N,دارو,vaistas
549,Brücke::N,پول,tiltas
550,Brunnen::N,څاه,šulinys
551,Brunnen::N,کوهی,šulinys
552,Weide::N,وله,ganykla
553,Weide::N,وله,gluosnis
554,Pfad::N,تړه,takas
555,Weg::N,لیار,kelias
556,Straße::N,سړک,gatvė
557,Dorf::N,کلی,kaimas
558,Dorf::N,کلی,sodžius
559,Stadt::N,ښار,miestas
560,Brief::N,لیک,laiškas
561,Brief::N,مکتوب,laiškas
562,Buch::N,کتاب,knyga
563,Buchstabe::N,حرف,raidė
564,Buchstabe::N,توری,raidė
565,Zeitung::N,اخبار,laikraštis
566,Leben::N,ژوند,gyvybė
567,Leben::N,ژوند,gyvenimas
568,Tod::N,مرګ,mirtis
569,Tod::N,مړینه,mirtis
570,Grab::N,قبر,kapas
571,Grab::N,ډورۍ,kapas
572,Kirche::N,کلیسا,bažnyčia
573,Sünde::N,ګناه,nuodėmė
574,Sünde::N,ګناه,nusidėjimas
575,Gott::N,خدای,dievas
576,Arbeiter::N,کاریګر,darbininkas
577,Chef::N,آمر,šefas
578,Chef::N,آمر,vadovas
579,Chef::N,آمر,viršininkas
580,Meister::N,استاد,meistras
581,Arzt::N,طبیب,gydytojas
582,Arzt::N,ډاکټر,gydytojas
583,Lehrer::N,معلم,mokytojas
584,Lehrer::N,ښوونکی,mokytojas
585,Geld::N,پیسې,pinigai
586,Geschäft::N,سوداګري,biznis
587,Laden::N,دکان,krautuvė
588,Laden::N,دکان,parduotuvė
589,Laden::N,مغازه,krautuvė
590,Laden::N,مغازه,parduotuvė
591,Preis::N,بیه,kaina
592,Ware::N,مال,prekė
593,Nutzen::N,ګټه,nauda
594,Nutzen::N,ګټه,pelnas
595,Reichtum::N,شتمني,turtas
596,Welt::N,نړۍ,pasaulis
597,Welt::N,دنیا,pasaulis
598,Land::N,هېواد,žemė
599,Land::N,هېواد,šalis
600,Staat::N,دولت,valstija
601,König::N,باچا,karalius
602,König::N,پادشاه,karalius
603,Macht::N,قدرت,galia
604,Macht::N,قدرت,valdžia
605,Grenze::N,حد,riba
606,Grenze::N,حد,siena
607,Grenze::N,سرحد,riba
608,Grenze::N,سرحد,siena
609,Krieg::N,جګړه,karas
610,Feind::N,دښمن,priešas
611,Gewalt::N,زور,jėga
612,Gewalt::N,زور,smurtas
613,Gewalt::N,زور,prievarta
614,Gewalt::N,تشدد,jėga
615,Gewalt::N,تشدد,smurtas
616,Gewalt::N,تشدد,prievarta
617,Kampf::N,جنګ,kova
618,Kampf::N,مبارزه,kova
619,Bogen[Waffe]::N,لیندۍ,lankas
620,Pfeil::N,غشی,strėlė
621,Gewehr::N,ټوپک,šautuvas
622,Fehler::N,خطا,klaida
623,Fehler::N,غلطي,klaida
624,Lüge::N,دروغ,melas
625,Schaden::N,زیان,nuostolis
626,Schaden::N,زیان,apgadinimas
627,Schaden::N,تاوان,nuostolis
628,Schaden::N,تاوان,apgadinimas
629,Unglück::N,بدبختي,nelaimė
630,Schuld::N,ګناه,kaltė
631,Alter::N,منګ,amžius
632,Schluss::N,اخر,pabaiga
633,Zeit::N,وخت,laikas
634,Tag::N,ورځ,diena
635,Morgen::N,سبا,rytas
636,Morgen::N,سهار,rytas
637,Mittag::N,غرمه,vidurdienis
638,Abend::N,ماښام,vakaras
639,Nacht::N,شپه,naktis
640,Woche::N,اونۍ,savaitė
641,Monat::N,مياشت,mėnuo
642,Jahr::N,کال,metai
643,Frühling::N,پسرلی,pavasaris
644,Sommer::N,دوبی,vasara
645,Herbst::N,منی,ruduo
646,Herbst::N,خزان,ruduo
647,Winter::N,ژمی,žiema
648,Januar::N,جنوري,sausis
649,Februar::N,فبروري,vasaris
650,März::N,مارچ,kovas
651,April::N,اپریل,balandis
652,Mai::N,مې,gegužė
653,Juni::N,جون,birželis
654,Juli::N,جولای,liepa
655,August::N,اګست,rugpjūtis
656,September::N,سپټامبر,rugsėjis
657,Oktober::N,اکتوبر,spalis
658,November::N,نومبر,lapkritis
659,Dezember::N,دسمبر,gruodis
660,Montag::N,دوشنبه,pirmadienis
661,Dienstag::N,سه شنبه,antradienis
662,Mittwoch::N,چارشنبه,trečiadienis
663,Donnerstag::N,پنجشنبه,ketvirtadienis
664,Freitag::N,جمعه,penktadienis
665,Samstag::N,خالي,šeštadienis
666,Sonntag::N,یکشنبه,sekmadienis
667,groß::A,لوی,didis
668,groß::A,لوی,didelis
669,klein::A,وړوکی,mažas
670,lang::A,اوړد,ilgas
671,kurz::A,لنډ,trumpas
672,breit::A,پراخه,platus
673,schmal::A,تنګ,smulkus
674,dicht::A,ګڼ,tankus
675,dick[Gegenstand]::A,پنډ,storas
676,dünn::A,نری,plonas
677,fein::A,نازک,smulkus
678,fest::A,کلک,kietas
679,fest::A,کلک,tvirtas
680,fest::A,ټینګ,kietas
681,fest::A,ټینګ,tvirtas
682,flach::A,هوار,lėkštas
683,flach::A,هوار,plokščias
684,glatt::A,ښوی,slidus
685,hart::A,کلک,kietas
686,weich::A,نرم,minkštas
687,weich::A,پوست,minkštas
688,rund::A,ګرد,apvalus
689,rund::A,ګرد,apskritas
690,spitz::A,تېره,aštrus
691,spitz::A,تېره,smailus
692,scharf::A,تېز,aštrus
693,scharf::A,تېره,aštrus
694,stumpf::A,پڅ,bukas
695,stumpf::A,پڅ,atšipęs
696,schwer::A,دروند,sunkus
697,schön::A,ښکلی,gražus
698,heiß::A,تود,karštas
699,warm::A,تود,šiltas
700,kalt::A,ېخ,šaltas
701,kalt::A,سوړ,šaltas
702,kühl::A,ېخ,vėsus
703,kühl::A,ېخ,bejausmis
704,kühl::A,سوړ,vėsus
705,kühl::A,سوړ,bejausmis
706,frisch::A,تازه,šviežias
707,feucht::A,مرطوب,drėgnas
708,nass::A,لوند,šlapias
709,trocken::A,وچ,sausas
710,voll::A,ډک,pilnas
711,leer::A,خالی,tuščias
712,offen::A,خلاص,atviras
713,offen::A,پرانیستی,atviras
714,geschlossen::A,تړلی,uždaras
715,geschlossen::A,تړلی,uždarytas
716,sauber::A,پاک,švarus
717,schmutzig::A,چټل,nešvarus
718,schmutzig::A,چټل,purvinas
719,roh::A,خام,žalias
720,reif::A,پوخ,prinokęs
721,reif::A,پوخ,pribrendęs
722,reif::A,رسېدلی,prinokęs
723,reif::A,رسېدلی,pribrendęs
724,lecker::A,خوندور,gardus
725,lecker::A,مزه دار,gardus
726,süß::A,خوږ,saldus
727,süß::A,شیرین,saldus
728,bitter::A,تریخ,kartus
729,sauer::A,ټاک,gižus
730,sauer::A,ټاک,rūgštus
731,sauer::A,تريو,gižus
732,sauer::A,تريو,rūgštus
733,hell::A,روڼ,šviesus
734,hell::A,روڼ,skaistus
735,hell::A,روښان,šviesus
736,hell::A,روښان,skaistus
737,dunkel::A,تیاره,tamsus
738,schwarz::A,تور,juodas
739,weiß::A,سپين,baltas
740,rot::A,سور,raudonas
741,gelb::A,زېړ,geltonas
742,blau::A,شین,mėlynas
743,blau::A,اسماني رنګه,mėlynas
744,grün::A,زرغون,žalias
745,grau::A,خړ,pilkas
746,bunt::A,رنګارنګ,margas
747,bunt::A,رنګارنګ,spalvotas
748,billig::A,ارزان,pigus
749,teuer::A,ګران,brangus
750,wertvoll::A,قیمتي,vertingas
751,blind::A,ړوند,aklas
752,taub::A,کوڼ,kurčias
753,kräftig::A,قوی,stiprus
754,stark::A,قوی,stiprus
755,stark::A,تکړه,stiprus
756,schwach::A,ضعیف,silpnas
757,schwach::A,کمزوری,silpnas
758,fett::A,چاغ,riebus
759,schlank::A,خوش اندام,laibas
760,schlank::A,خوش اندام,lieknas
761,hübsch::A,ښکلی,gražus
762,hübsch::A,ښایسته,gražus
763,böse::A,شریر,blogas
764,böse::A,قهرناک,blogas
765,dumm::A,احمق,paikas
766,dumm::A,احمق,kvailas
767,faul::A,لټ,tingus
768,faul::A,تنبل,tingus
