,Concept_ID,cs,ady
393,Bild::N,obraz,сурэ́т
394,Figur::N,figura,
395,Puppe::N,panenka,нысхъа́п
396,Beutel::N,pytlík,дзыо́
397,Bündel::N,svazek,
398,Tasche::N,taška,ӏэлъмэ́къ
399,Tasche::N,brašna,ӏэлъмэ́къ
400,Eimer::N,kýbl,щалъ
401,Eimer::N,vědro,щалъ
402,Deckel::N,víko,шъхьэ
403,Deckel::N,příklop,шъхьэ
404,Geschirr::N,nádobí,хьакъу-шыкъу
405,Sack::N,pytel,дзыо́
406,Tasse::N,šálek,чашк
407,Topf::N,hrnec,кастрюль
408,Kessel::N,kotel,шыуа́н
409,Essen::N,jídlo,шхэн
410,Nahrung::N,strava,шхэн
411,Nahrung::N,potrava,шхэн
412,Speise::N,jídlo,шхыныгъу
413,Fleisch::N,maso,лы
414,Getreide::N,obilí,лэжьыгъацэ́
415,Brei::N,kaše,пӏастэ́
416,Brot::N,chléb,хьалыгъу
417,Scheibe::N,krajíc,такъы́р
418,Fett::N,tuk,дагъэ́
419,Fett::N,omastek,дагъэ́
420,Butter::N,máslo,тхъу
421,Öl::N,olej,тхъу
422,Salz::N,sůl,щыгъу
423,Suppe::N,polévka,хьантхъупс
424,Honig::N,med,шъоу́
425,Milch::N,mléko,щэ
426,Tee::N,čaj,щай
427,Leder::N,kůže,кӏы́шъу
428,Wolle::N,vlna,цы
429,Stoff::N,látka,шэкӏы
430,Nadel::N,jehla,бгъэ́хаӏу
431,Faden::N,nit,ӏуда́н
432,Knopf::N,knoflík,занкӏэу
433,Knoten::N,uzel,зэкъодзапӏэ
434,Farbe::N,barva,краск
435,Kleidung::N,šaty,щыгъы́ны
436,Kleidung::N,šatstvo,щыгъы́ны
437,Hemd::N,košile,джан
438,Kragen::N,límec,пшъапӏ
439,Ärmel::N,rukáv,гъуап
440,Hose::N,kalhoty,гъончэ́дж
441,Gürtel::N,pás,бгыры́пх
442,Gürtel::N,opasek,бгыры́пх
443,Mütze::N,čepice,паӏо́
444,Schuh::N,bota,
445,Stiefel::N,holínka,щазым
446,Ring::N,prsten,ӏэлъы́н
447,Band::N,pásek,лент
448,Kamm::N,hřeben,мажь
449,Spiegel::N,zrcadlo,гъундж
450,Riemen::N,řemen,бгыры́пх
451,Schnur::N,šňůra,кӏапсэ́
452,Leine::N,vodítko,шъокӏапс
453,Decke::N,pokrývka,чыхӏэн
454,Decke::N,přikrývka,чыхӏэн
455,Kissen::N,polštář,шъхьант
456,Tuch::N,šátek,шъхьэтехъу
457,Handtuch::N,ručník,ӏаплъэкӏ
458,Kraft::N,síla,къары́у
459,Kraft::N,síla,кӏуачӏэ́
460,Stärke::N,síla,кӏуачӏэ́
461,Gesundheit::N,zdraví,псауныгъ
462,Krankheit::N,nemoc,узы
463,Krankheit::N,choroba,узы
464,Schmerz::N,bolest,узы
465,Wunde::N,rána,уӏагъэ́
466,Fieber::N,horečka,техьа́гъу
467,Fieber::N,horečka,жъоку
468,Arznei::N,lék,ӏэзэ́гъу
469,Brücke::N,most,лъэмы́д ж
470,Brunnen::N,studna,псынэ́
471,Weide::N,pastva,хъупӏэ́
472,Weide::N,pastvina,хъупӏэ́
473,Pfad::N,pěšina,лъагъу
474,Weg::N,cesta,гъо́гу
475,Straße::N,silnice,гъо́гу
476,Dorf::N,vesnice,къуа́дж
477,Stadt::N,město,къалэ́
478,Brief::N,dopis,тхэн
479,Brief::N,dopis,письмэ
480,Buch::N,kniha,тхы́лъ
481,Buchstabe::N,písmeno,хьары́ф
482,Zeitung::N,noviny,газет
483,Leben::N,život,гъашӏэ́
484,Tod::N,smrt,аджал
485,Grab::N,hrob,бэны́
486,Kirche::N,kostel,чылы́с
487,Sünde::N,hřích,гунахь
488,Gott::N,bůh,тхьэ
489,Arbeiter::N,dělník,рабоч
490,Arbeiter::N,pracovník,рабоч
491,Chef::N,šéf,гъэр
492,Chef::N,vedoucí,гъэр
493,Meister::N,mistr,ӏэпыӏа́с
494,Arzt::N,lékař,
495,Lehrer::N,učitel,кӏэлэегъа́дж
496,Geld::N,peníze,ахъщ
497,Geschäft::N,obchod,ӏофшӏэн
498,Laden::N,krám,туча́н
499,Preis::N,cena,уасэ́
500,Ware::N,zboží,хьап-щып
501,Nutzen::N,užitek,чар
502,Nutzen::N,užitek,федэ́
503,Reichtum::N,bohatství,байныгъ
504,Welt::N,svět,дуна́й
505,Land::N,země,хэгъэ́́гу
506,Staat::N,stát,къэралыгъу
507,König::N,král,пачъы́хь
508,Macht::N,moc,шынэгъакзэ́
509,Macht::N,mocnost,шынэгъакзэ́
510,Grenze::N,hranice,гъуна́пкъ
511,Krieg::N,válka,зао́
512,Feind::N,nepřítel,пы́и
513,Gewalt::N,násilí,егъэзыгъэныгъ
514,Kampf::N,boj,бэнэныгъ
515,Bogen[Waffe]::N,luk,щабз
516,Pfeil::N,šíp,щэбза́щ
517,Gewehr::N,puška,шхонч
518,Gewehr::N,ručnice,шхонч
519,Fehler::N,chyba,хэукъоныгъ
520,Lüge::N,lež,пцӏы
521,Schaden::N,škoda,зэра́р
522,Unglück::N,neštěstí,тхьамыкӏагъу
523,Schuld::N,vina,мысагъэ́
524,Alter::N,věk,ныбжь
525,Schluss::N,konec,кӏэ
526,Zeit::N,čas,уахътэ́
527,Tag::N,den,мафэ́
528,Morgen::N,ráno,пчэды́жь
529,Morgen::N,jitro,пчэды́жь
530,Mittag::N,poledne,щэджагьу́
531,Abend::N,večer,пчыхьэ́
532,Nacht::N,noc,чэщы́
533,Woche::N,týden,тхьамафэ́
534,Monat::N,měsíc,мазэ́
535,Jahr::N,rok,илъэ́с
536,Frühling::N,jaro,гъатхэ́
537,Sommer::N,léto,гъэмафэ́
538,Herbst::N,podzim,бжыхьэ́
539,Winter::N,zima,кӏыма́ф
540,Januar::N,leden,январь
541,Februar::N,únor,февраль
542,März::N,březen,март
543,April::N,duben,апрель
544,Mai::N,květen,май
545,Juni::N,červen,июнь
546,Juli::N,červenec,июль
547,August::N,srpen,август
548,September::N,září,сентябрь
549,Oktober::N,říjen,октябрь
550,November::N,listopad,ноябрь
551,Dezember::N,prosinec,декабрь
552,Montag::N,pondělí,блыпэ́
553,Montag::N,pondělek,блыпэ́
554,Dienstag::N,úterý,гъубдж
555,Mittwoch::N,středa,бэрэскэжъый
556,Donnerstag::N,čtvrtek,мэфэ́ку
557,Freitag::N,pátek,бэрэскэшху
558,Samstag::N,sobota,шэмбэ́т
559,Sonntag::N,neděle,тхьаума́ф
560,groß::A,velký,ины́
561,klein::A,malý,цӏы́кӏу
562,lang::A,dlouhý,кӏыхьэ́
563,kurz::A,krátký,кӏэкӏы́
564,breit::A,široký,шъуамбгъо́
565,schmal::A,úzký,бгъузэ́
566,dicht::A,hustý,ӏужъу́
567,dick[Gegenstand]::A,tlustý,ӏужъу́
568,dünn::A,tenký,пӏуакӏэ́
569,fein::A,jemný,пӏуакӏэ́
570,fest::A,pevný,пытэ́
571,flach::A,plochý,тешъо́
572,flach::A,placatý,тешъо́
573,glatt::A,hladký,зэны́бжь
574,hart::A,tvrdý,пытэ́
575,weich::A,měkký,шъабэ́
576,rund::A,kulatý,хъура́й
577,rund::A,okrouhlý,хъура́й
578,spitz::A,špičatý,папцӏэ́
579,scharf::A,ostrý,чан
580,stumpf::A,tupý,цако́
581,schwer::A,těžký,онтэ́гъу
582,schön::A,pěkný,дахэ́
583,schön::A,krásný,дахэ́
584,heiß::A,horký,жъо́ркъ
585,warm::A,teplý,фабэ́у
586,kalt::A,studený,чъыӏэ́
587,kühl::A,chladný,чъыӏэтагъ
588,frisch::A,svěží,чъыӏэтагъ
589,feucht::A,vlhký,шынагъэ зиӏэ
590,feucht::A,vlhký,шынэгъакӏэ зиӏэ
591,nass::A,mokrý,цӏынэ́
592,trocken::A,suchý,гъушъ
593,trocken::A,suchý,чъэпхъыгъ
594,voll::A,plný,из
595,voll::A,plný,изыбз
596,leer::A,prázdný,нэкӏы́
597,offen::A,otevřený,зэдэхыгъэ
598,geschlossen::A,zavřený,зэфэшӏыгъ
599,sauber::A,čistý,къабзэ́
600,schmutzig::A,špinavý,шӏо́и
601,roh::A,syrový,мыжъо́
602,reif::A,zralý,чъэпхъыгъ
603,lecker::A,chutný,го́хьы
604,süß::A,sladký,ӏэшӏу
605,bitter::A,hořký,дыджы́
606,sauer::A,kyselý,хафэ́
607,hell::A,světlý,нэфын
608,dunkel::A,temný,мэзэхэ
609,schwarz::A,černý,шӏуцӏэ
610,weiß::A,bílý,фыжьы́
611,rot::A,rudý,плъыжьы́
612,rot::A,červený,плъыжьы́
613,gelb::A,žlutý,гъожьы́
614,blau::A,modrý,шхъуантӏэ
615,grün::A,zelený,шхъуантӏэ
616,grau::A,šedý,шхъо
617,grau::A,šedivý,шхъо
618,bunt::A,pestrý,къолэны
619,billig::A,levný,пыут
620,billig::A,laciný,пыут
621,teuer::A,drahý,сикӏа́с
622,teuer::A,drahý,силъа́пӏ
623,wertvoll::A,cenný,пкӏэ зиӏ
624,wertvoll::A,cenný,уасэ́ зыфа́шӏ
625,blind::A,slepý,нэшъу́
626,taub::A,hluchý,дэгу
627,kräftig::A,silný,лъэ́ш
628,stark::A,silný,лъэ́ш
629,schwach::A,slabý,хъыбэй
630,fett::A,tučný,пщэры́
631,fett::A,tlustý,пщэры́
632,schlank::A,štíhlý,ищыгъэ
633,hübsch::A,hezký,дахэ́
634,böse::A,zlý,ябгэ
635,dumm::A,hloupý,делэ
636,faul::A,líný,шъхьахы́нэ
637,fleißig::A,pilný,егугъурэ
638,geizig::A,lakomý,тхьацэ
639,klug::A,chytrý,акъылышӏу́
640,geschickt::A,šikovný,ӏэпэӏэсэ́
641,geschickt::A,šikovný,шо́у шӏыгъэ́
642,lieb::A,milý,псэм фэд
643,lustig::A,veselý,чэф
644,sanft::A,mírný,ӏушъа́б
645,hungrig::A,hladový,гъаблэ́
646,krank::A,nemocný,сыма́дж
647,nackt::A,nahý,пцӏанэ́
648,traurig::A,smutný,нэшхъэй
649,traurig::A,truchlivý,нэшхъэй
650,lebendig::A,živý,
651,gut::A,dobrý,дэгъу́
652,schlecht::A,špatný,дэи
653,richtig::A,pravý,тэрэз
654,richtig::A,správný,тэрэз
655,schlimm::A,zlý,щынэгъо
656,wahr::A,pravdivý,шъыпкъэ́
657,alt::A,starý,жъы
658,neu::A,nový,кӏэ
659,ehemalig::A,bývalý,-щтыгъэ
660,ehemalig::A,bývalý,-гъэ
661,alt[Lebewesen]::A,starý,жъы
662,jung::A,mladý,ныбжьыкӏэ́
663,arm::A,chudý,тхьамы́кӏ
664,reich::A,bohatý,бай
665,bekannt::A,známý,нэӏуа́с
666,berühmt::A,slavný,цӏэры́ӏу
667,fremd::A,cizí,хымэ
668,verschieden::A,různý,зэфэшъхьафы
669,verschieden::A,rozličný,зэфэшъхьафы
670,nah::A,blízký,благъэ́
671,fern::A,daleký,чыжьэ
672,linker::A,levý,сэмэ́гу
673,rechter::A,pravý,джабгъу
674,anderer::A,jiný,нэмы́кӏ
675,erster::A,první,апэр
676,zweiter::A,druhý,я́тӏонэр
677,dritter::A,třetí,ящэнэр
678,letzter::A,poslední,аужыр
679,allein::ADV,sám,зы
680,auf einmal::ADV,najednou,ардэдэм
681,auf einmal::ADV,najednou,асыхьатым
682,zusammen::ADV,spolu,зэгъусэхэ́у
683,zusammen::ADV,dohromady,зэгъусэхэ́у
684,lange::ADV,dlouho,бэрэ́
685,plötzlich::ADV,vtom,зэкӏэм
686,plötzlich::ADV,náhle,зэкӏэм
687,sofort::ADV,hned,ардэдэм
688,sofort::ADV,hned,асыхьатым
689,sofort::ADV,ihned,ардэдэм
690,sofort::ADV,ihned,асыхьатым
691,später::ADV,později,нэужым
692,jetzt::ADV,teď,джы
693,jetzt::ADV,nyní,джы
694,heute::ADV,dnes,непэ́
695,heute::ADV,dneska,непэ́
696,morgen::ADV,zítra,неу́щы
697,bald::ADV,brzo,псынкӏэу
698,dann::ADV,pak,нэужым
699,dann::ADV,potom,нэужым
700,gestern::ADV,včera,тыгъуа́с
