,Concept_ID,ga,ce
790,hierhin::ADV,anseo,кхуза
791,von hier::ADV,an áit seo,кхузара
792,dort::ADV,ann,цигахь
793,dort::ADV,ansin,цигахь
794,dorthin::ADV,ann,цига
795,dorthin::ADV,ansin,цига
796,geradeaus::ADV,ar aghaidh,нийса дӏа
797,rückwärts::ADV,siar,юха
798,zurück::ADV,ar ais,юха
799,unten::ADV,thíos,лахахь
800,hinab::ADV,síos,охьа
801,oben::ADV,thuas,лакхахь
802,hinauf::ADV,suas,хьала
803,überall::ADV,i ngach áit,массанхьа
804,überall::ADV,ar fud na háite,массанхьа
805,nicht::ADV,ní,ца
806,nicht::ADV,cha,ца
807,ein wenig::ADV,beagán,кӏеззиг
808,kaum::ADV,ar éigean,халла
809,sehr::ADV,an-,вуно
810,so::ADV,chomh,
811,so::ADV,mar sin,
812,noch::ADV,fós,кхин
813,noch::ADV,go fóill,кхин
814,nur::ADV,amháin,бен ...ца
815,nur::ADV,níl ach,бен ...ца
816,schon::ADV,cheana,хӏинцале
817,schon::ADV,cheana féin,хӏинцале
818,wieder::ADV,arís,юха а
819,wieder::ADV,athuair,юха а
820,vergebens::ADV,amú,эрна
821,vergebens::ADV,in aisce,эрна
822,vor::PRP,ar thosach,хьалха
823,hinter::PRP,laistiar de,тӏехьа
824,hinter::PRP,taobh thiar de,тӏехьа
825,unter::PRP,faoi,кIелахь
826,durch::PRP,trí,чекх
827,neben::PRP,taobh le,юххе
828,neben::PRP,in aice le,юххе
829,zwischen::PRP,idir,юккъехь
830,wegen::PRP,de bharr,дуьхьа
831,wegen::PRP,mar gheall ar,дуьхьа
832,dies::PRN,seo,и
833,dies::PRN,seo,иза
834,das::PRN,sin,и
835,das::PRN,sin,иза
836,alles::PRN,gach rud,дерриг
837,ich::PRN,mé,cо
838,ich::PRN,mise,cо
839,du::PRN,tú,хьо
840,du::PRN,tusa,хьо
841,er::PRN,sé,и
842,er::PRN,sé,иза
843,er::PRN,seisean,и
844,er::PRN,seisean,иза
845,wir::PRN,sinn,тхо
846,wir::PRN,sinn,вай
847,ihr::PRN,sibh,шу
848,ihr::PRN,sibhse,шу
849,sie::PRN,siad,уьш
850,sie::PRN,siadsan,уьш
851,was::FPRN,cad,хӏун
852,was::FPRN,céard,хӏун
853,wer::FPRN,cé,мила
854,wo::FADV,cá,мичaхь
855,wo::FADV,cén áit,мичaхь
856,wohin::FADV,cá,мича
857,wohin::FADV,cén áit,мича
858,wie::FADV,conas,муха
859,wie::FADV,cén chaoi,муха
860,warum::FADV,cén fáth,хӏунда
861,warum::FADV,cad chuige,хӏунда
862,wieviel::FNUM,cá mhéad,мел
863,wieviel::FNUM,cá mhéad,маса
864,eins::NUM,aon,цхьаъ
865,zwei::NUM,dhá,шиъ
866,drei::NUM,trí,кхоъ
867,vier::NUM,ceathair,диъ
868,fünf::NUM,cúig,пхиъ
869,sechs::NUM,sé,ялх
870,sieben::NUM,seacht,ворхӏ
871,acht::NUM,ocht,бархӏ
872,neun::NUM,naoi,исс
873,zehn::NUM,deich,итт
874,elf::NUM,aon déag,цхьайтта
875,zwölf::NUM,dó dhéag,шийтта
876,zwanzig::NUM,fiche,ткъа
877,dreißig::NUM,tríocha,ткъе итт
878,vierzig::NUM,daichead,шовзткъа
879,vierzig::NUM,ceathracha,шовзткъа
880,fünfzig::NUM,caoga,шовзткъе итт
881,sechzig::NUM,seasca,кхузткъа
882,siebzig::NUM,seachtó,кхузткъе итт
883,achtzig::NUM,ochtó,дезткъа
884,neunzig::NUM,nócha,дезткъе итт
885,hundert::NUM,céad,бӏе
886,tausend::NUM,míle,эзар
887,und::CNJ,agus,a
888,oder::CNJ,nó,я
889,stehen::V,seas,латта
890,sitzen::V,suigh,хиъна ӏан
891,liegen::V,luigh,ӏилла
892,hängen::V,tá crochta,кхаза
893,werden::V,éirigh,хила
894,passieren::V,tarlaigh,хила
895,beginnen::V,tosaigh,доло
896,enden::V,críochnaigh,дӏадерза
897,wechseln::V,athraigh,хийца
898,aufgehen[Sonne]::V,éirigh,кхета
899,untergehen[Sonne]::V,fuin,чубуза
900,untergehen[Sonne]::V,téigh faoi,чубуза
901,scheinen[Sonne]::V,taitin,серло яла
902,scheinen[Sonne]::V,soilsigh,серло яла
903,donnern::V,tá toirneach ann,къекъа
904,wehen::V,séid,хьекха
905,strömen::V,sil,эха
906,fließen::V,rith,охьаэха
907,fließen::V,snigh,охьаэха
908,sich drehen::V,cas,хьийза
909,sich drehen::V,imrothlaigh,хьийза
910,schwanken::V,luasc,леста
911,schwingen::V,luasc,лесто
912,fallen::V,tit,охьакхета
913,brennen::V,dóigh,дага
914,rauchen::V,plúch toite,оза
915,regnen::V,báistigh,догlа догlу
916,regnen::V,tá ag cur báistí,догlа догlу
917,gefrieren::V,sioc,гӏоро
918,gefrieren::V,reoigh,гӏоро
919,tauen::V,leáigh,даша
920,tauen::V,coscair,даша
921,schmelzen::V,leáigh,лала
922,trocknen::V,triomaigh,дакъо
923,sieden::V,fiuch,кхехка
924,sieden::V,beirigh,кхехка
925,faulen::V,lobh,дахкадала
926,faulen::V,dreoigh,дахкадала
927,verfaulen::V,lobh,дахкадала
928,verfaulen::V,feoigh,дахкадала
929,reißen::V,bris,хеда
930,versinken::V,téigh síos,хичудаха
931,vergehen::V,téigh thart,дlаэха
932,erscheinen::V,tar,схьадала
933,erscheinen::V,tar,ӏоттадала
934,verschwinden::V,imigh,къайладала
935,sinken::V,tit,лахдала
936,sinken::V,ísligh,лахдала
937,abnehmen::V,maolaigh,
938,abnehmen::V,laghdaigh,
939,zunehmen::V,méadaigh,лакхадала
940,steigen::V,éirigh,хьаладала
941,wachsen::V,fás,кхиа
942,glänzen::V,lonraigh,лепа
943,funkeln::V,drithligh,къега
944,lärmen::V,tóg callán,гӏовгӏаян
945,läuten::V,buail,детта
946,klingeln::V,buail,дека
947,klirren::V,cling,дека
948,brausen::V,búir,хьаьдда даха
949,rauschen::V,tá ag siosarnach,леста
950,klingen::V,tá glór ag,дека
951,bellen::V,amhastraigh,лета
952,heulen::V,glam,угӏа
953,blasen::V,séid,хӏуп баха
954,pfeifen::V,lig fead,шок етта
955,schreien::V,béic,мохь бетта
956,schreien::V,glaoigh,мохь бетта
957,stöhnen::V,lig cnead,узарш дан
958,zittern::V,crith,дега
959,zittern::V,creathnaigh,дега
960,leben::V,mair,даха
961,geboren werden::V,rugadh,хила
962,atmen::V,análaigh,садеӏа
963,trinken::V,ól,мала
964,essen::V,ith,кхалла
965,schlucken::V,slog,къурдбан
966,müde werden::V,tuirsigh,кӏаддала
967,einschlafen::V,tit ina chodladh,наб кхета
968,schlafen::V,codail,вижа
969,schlafen::V,codail,наб ян
970,schlafen::V,codail,дижина хила
971,aufwachen::V,múscail,самадала
972,aufstehen::V,éirigh,гӏатта
973,sich erholen::V,lig scíth,садаӏа
974,krank werden::V,éirigh tinn,цомгуш хила
975,krank sein::V,tá tinn,цомгуш хила
976,schmerzen::V,tá pian i,лаза
977,schmerzen::V,tá pian i,ӏийжа
978,husten::V,déan casacht,йовхарш етта
979,genesen::V,téarnaigh,тадала
980,sterben::V,éag,дала
981,sterben::V,faigh bás,дала
982,umkommen::V,caill,хӏаллакхила
983,sich bewegen::V,bog,лела
984,sich bewegen::V,gluais,лела
985,sich rühren::V,corraigh,меттахъхьен
986,sich erheben::V,seas suas,хьалагlатта
987,sich setzen::V,suigh,хаа
988,hinfallen::V,tit,дожа
989,hinfallen::V,tit,охьакхета
990,laufen::V,siúil,вада
991,laufen::V,siúil,хьада
992,schreiten::V,siúil,болар дан
993,schreiten::V,siúil,ког баккха
994,spazierengehen::V,téigh ag spaisteoireacht,доладала
995,eilen::V,deifrigh,сихдала
996,eilen::V,brostaigh,сихдала
997,sich beeilen::V,deifrigh,сихдала
998,sich beeilen::V,déan deifir,сихдала
999,sausen::V,luathaigh,
1000,rennen::V,rith,дада
1001,springen::V,léim,ирхкхийсадала
1002,klettern::V,dreap,тӏедийла
1003,schaukeln::V,téigh ar an maide corrach,техко
1004,kriechen::V,snámh,такха
1005,schwimmen::V,snámh,некадан
1006,tauchen::V,tum,чулелха
1007,rudern::V,iomair,дига лело
1008,rudern::V,iomair,кема лело
1009,rudern::V,rámhaigh,дига лело
1010,rudern::V,rámhaigh,кема лело
1011,fahren::V,tiomáin,хахка
1012,fliegen::V,eitil,тӏемадала
1013,gehen::V,téigh,лeла
1014,weggehen::V,imigh,дӏадаха
1015,abfahren::V,imigh,дӏадаха
1016,anhalten::V,stad,саца
1017,hineingehen::V,téigh isteach,чудала
1018,eintreten::V,téigh isteach,чудала
1019,kommen::V,tar,кхача
1020,kommen::V,tar,дӏакхача
1021,kommen::V,tar,схьакхача
1022,ankommen::V,tar,кхача
1023,ankommen::V,tar,схьакхача
1024,zurückkommen::V,fill,юхада
1025,bleiben::V,fan,диса
1026,warten::V,fan,хьежа
1027,warten::V,fan,cобар дан
1028,erwarten::V,tá ag súil le,хьоьжуш ӏан
1029,erwarten::V,tá ag dréim le,хьоьжуш ӏан
1030,suchen::V,lorg,леха
1031,finden::V,faigh,каро
1032,finden::V,aimsigh,каро
1033,versuchen::V,triail,дан хьажа
1034,vorbereiten::V,réitigh,кечъян
1035,lieben::V,gráigh,деза
1036,mögen::V,taitin le,безамхила
1037,mögen::V,is maith le,безамхила
1038,lachen::V,gáir,дела
1039,rühren::V,téigh i bhfeidhm ar,хьедан
1040,weinen::V,goil,делха
1041,weinen::V,caoin,делха
1042,schimpfen::V,tá ag clamhsán,чехо
1043,sich ärgern::V,tá corraithe,оьгӏазъэха
1044,sich fürchten::V,tá eagla ar,кхера
1045,fürchten::V,tá eagla ar,кхера
1046,fliehen::V,teith,дӏадада
1047,flüchten::V,éalaigh,дӏадада
1048,sehen::V,feic,ган
1049,anschauen::V,dearc,хьажа
1050,anschauen::V,dearc,хьежа
1051,anschauen::V,féach ar,хьажа
1052,anschauen::V,féach ar,хьежа
1053,ansehen::V,breathnaigh,хьовса
1054,hören::V,cluin,хаза
1055,zuhören::V,éist,ладогӏа
1056,probieren::V,bliais,хьажа
1057,riechen::V,bolaigh,хьожа яха
1058,fühlen::V,braith,хаадала
1059,fühlen::V,mothaigh,хаадала
1060,scheinen::V,tá an chuma ar,мотта
1061,zu sehen sein::V,tá le feiceáil,гуш хила
1062,vernehmen::V,clois,бартхатта
1063,frieren::V,tá fuar,гӏоро
1064,tun::V,déan,дан
1065,können::V,féad,дадала
1066,können::V,is féidir le,дадала
1067,wollen::V,tá ag iarraidh,тӏергӏа
1068,anfangen::V,tosaigh,доло
1069,anfangen::V,cuir tús le,доло
1070,beenden::V,críochnaigh,довла
1071,beenden::V,cuir deireadh le,довла
1072,aufhören::V,stad,саца
1073,gelingen::V,éirigh le,кадала
1074,geraten::V,tá deireadh ar,хила
1075,öffnen::V,oscail,дӏаделла
1076,öffnen::V,oscail,схьаделла
1077,schließen::V,dún,къовла
1078,schließen::V,dún,дӏачӏагӏа
1079,schließen::V,iaigh,къовла
1080,schließen::V,iaigh,дӏачӏагӏа
1081,stellen::V,cuir,хlотто
1082,setzen::V,cuir,дийгӏа
1083,setzen::V,socraigh,дийгӏа
1084,legen::V,cuir,охьадилла
1085,berühren::V,teagmhaigh le,хьедан
1086,verbinden::V,ceangail,вовшахтаса
1087,bedecken::V,clúdaigh,тилла
1088,bedecken::V,clúdaigh,тӏетаса
1089,bedecken::V,cumhdaigh,тилла
1090,bedecken::V,cumhdaigh,тӏетаса
1091,aufhängen::V,croch,хьалаолла
1092,anzünden::V,las,лато
1093,anzünden::V,adhain,лато
1094,aufheben::V,tóg,айа
1095,aufheben::V,ardaigh,айа
1096,zurücklassen::V,fág,дита
1097,verlieren::V,caill,дайа
1098,fallen lassen::V,lig uait,охьадожо
1099,fallen lassen::V,caith uait,охьадожо
1100,machen::V,déan,дан
1101,machen::V,réitigh,дан
1102,herstellen::V,táirg,дан
1103,bauen::V,tóg,гӏишлоян
1104,reparieren::V,deisigh,тадан
1105,verbessern::V,feabhsaigh,нисдан
1106,ändern::V,athraigh,хийца
1107,graben::V,tochail,ахка
1108,beugen::V,crom,сатто
1109,biegen::V,lúb,сатто
1110,drehen::V,cas,хьовзо
1111,wenden::V,tiontaigh,
1112,umdrehen::V,iompaigh,хьовзo
1113,umdrehen::V,tiontaigh,хьовзo
1114,heben::V,ardaigh,айа
1115,heben::V,ardaigh,хьалаайа
1116,hochheben::V,tóg,хьалаайа
1117,ergreifen::V,beir ar,дӏалаца
1118,halten::V,coimeád,латто
1119,halten::V,coinnigh,латто
1120,drücken::V,brúigh,тӏетаӏо
1121,schieben::V,brúigh,татта
1122,kratzen::V,scríob,мӏараш тийса
1123,lecken::V,ligh,мотт хьекха
1124,lecken::V,leadhb,мотт хьекха
1125,beißen::V,bain greim as,катoха
1126,abreißen::V,stróic,схьадаккха
1127,abreißen::V,tarraing,схьадаккха
1128,abschneiden::V,scoith,кхада
1129,binden::V,ceangail,дӏадехка
1130,binden::V,ceangail,вовшахтаса
1131,stecken::V,sáigh,чудахийта
1132,brechen::V,bris,кагдан
1133,klopfen::V,cnag,детта
1134,hauen::V,buail,етта
1135,kleben::V,gliúáil,тӏелато
1136,reiben::V,cuimil,хьекхо
1137,streichen::V,leath,тlехьакха
1138,schleifen::V,líomh,ирдан
1139,schneiden::V,gearr,ларга
1140,rütteln::V,croith,лесто
1141,schütteln::V,croith,лесто
1142,schwenken::V,luasc,лесто
1143,schütten::V,doirt,дотта
1144,füllen::V,líon,дуза
1145,einwickeln::V,cuach,хьарчо
1146,einwickeln::V,clúdaigh,хьарчо
1147,tragen::V,iompair,дахьа
1148,schleppen::V,tarraing,ийзо
1149,ziehen::V,tarraing,озо
1150,aufbewahren::V,coinnigh,ӏалашдан
1151,werfen::V,caith,кхосса
1152,fangen::V,ceap,леца
1153,packen::V,beir ar,леца
1154,verstecken::V,folaigh,къайладаккха
1155,verstecken::V,cuir i bhfolach,къайладаккха
1156,teilen::V,roinn,декъа
1157,schicken::V,seol,дӏадахьийта
1158,bringen::V,beir,дан
1159,bringen::V,tabhair,дан
1160,hinzufügen::V,cuir le,тӏетоха
1161,bekommen::V,faigh,даккха
1162,erhalten::V,faigh,даккха
1163,nehmen::V,tóg,схьаэца
1164,nehmen::V,glac,схьаэца
1165,wählen::V,pioc,харжа
1166,wählen::V,roghnaigh,харжа
1167,auswählen::V,roghnaigh,харжа
1168,bewahren::V,caomhnaigh,lалашдан
1169,behindern::V,cuir bac ar,новкъарло ян
1170,verderben::V,mill,талхо
1171,beschädigen::V,loit,дохо
1172,beschädigen::V,déan damáiste do,дохо
1173,zerbrechen::V,bris,дохо
1174,zerbrechen::V,bris,кагдан
1175,zerreißen::V,stiall,хадо
1176,zerstören::V,mill,дохо
1177,zerstören::V,mill,кагдан
1178,zerstören::V,scrios,дохо
1179,zerstören::V,scrios,кагдан
1180,verbrennen::V,las,даго
1181,verbrennen::V,dóigh,даго
1182,geben::V,tabhair,яла
1183,reichen::V,sín,дӏадала
1184,reichen::V,sín,дӏакховдо
1185,reichen::V,cuir,дӏадала
1186,reichen::V,cuir,дӏакховдо
1187,schenken::V,bronn,совгӏат дан
1188,schenken::V,tabhair,совгӏат дан
1189,versprechen::V,geall,ваӏда дан
1190,wünschen::V,guigh,лаа
1191,loben::V,mol,хасто
1192,küssen::V,póg,оба яккха
1193,wiegen::V,bog,тахка
1194,wiegen::V,luasc,тахка
1195,zudecken::V,clúdaigh,тӏетаса
1196,wecken::V,dúisigh,самадаккха
1197,zeigen::V,taispeáin,гайта
1198,führen::V,treoraigh,дига
1199,lehren::V,múin,ӏамо
1200,lehren::V,teagasc,ӏамо
1201,unterrichten::V,múin,хьеха
1202,unterrichten::V,teagasc,хьеха
1203,aufziehen::V,tóg,кхио
1204,leiten::V,tá i gceannas ar,урхалла дан
1205,antreiben::V,gríosaigh,сихдан
1206,lassen::V,cuir ag,-йта
1207,einladen::V,cuir cuireadh ar,кхайкха
1208,vereinigen::V,aontaigh,цхьаьнатоха
1209,besuchen::V,tabhair cuairt ar,хьажахIотта
1210,treffen::V,cas ar,дуьхьалкхета
1211,treffen::V,buail le,дуьхьалкхета
1212,sich versammeln::V,bailigh,гулдан
1213,sich versammeln::V,cruinnigh,гулдан
1214,spielen::V,imir,ловза
1215,spielen::V,tá ag spraoi,ловза
1216,singen::V,can,лакха
1217,tanzen::V,rinc,хелхадала
1218,tanzen::V,damhsaigh,хелхадала
1219,sich trennen::V,scar,къаста
1220,verlassen::V,fág,дита
1221,retten::V,tarrtháil,кӏелхьардаккха
1222,bewachen::V,cosain,ха дан
1223,bewachen::V,gardáil,ха дан
1224,schützen::V,cosain,лардан
1225,verteidigen::V,cosain,лардан
1226,sich schlagen::V,tá ag bruíon,етта
1227,schießen::V,caith,детта
1228,schießen::V,scaoil,детта
1229,siegen::V,bain,тола
1230,siegen::V,buaigh,тола
1231,ärgern::V,cuir isteach ar,оьгӏаздахийта
1232,schlagen::V,buail,тоха
1233,treten::V,ciceáil,мийра тоха
1234,stechen::V,sáigh,ӏотта
1235,stechen::V,sáigh,къовзо
1236,stoßen::V,brúigh,татта
1237,stoßen::V,soncáil,татта
1238,stehlen::V,goid,лачкъо
1239,stören::V,cuir isteach ar,новкъарло ян
1240,belästigen::V,cuir as do,сагатдан
1241,verbergen::V,ceil,къайладаккха
1242,täuschen::V,cuir dallamullóg ar,ӏexo
1243,betrügen::V,déan calaois ar,ледан
1244,töten::V,maraigh,ден
1245,wohnen::V,cuir faoi,даха
1246,wohnen::V,tá ina chónaí,даха
1247,arbeiten::V,oibrigh,къахьега
1248,sammeln::V,bailigh,гулдан
1249,sammeln::V,cruinnigh,гулдан
1250,pflücken::V,pioc,даха
1251,jagen::V,seilg,талла
1252,fischen::V,iasc,чӏерий леца
1253,fassen::V,beir ar,лаца
1254,fassen::V,beir ar,схьалаца
1255,hüten::V,aoirigh,лардан
1256,treiben::V,seol,лахка
1257,treiben::V,tiomáin,лахка
1258,anbinden::V,ceangail,дӏадехка
1259,füttern::V,cothaigh,хӏума яла
1260,füttern::V,beathaigh,хӏума яла
1261,melken::V,bligh,оза
1262,melken::V,crúigh,оза
1263,hacken::V,gearr,
1264,gießen::V,uiscigh,хи тоха
1265,reifen::V,aibigh,хьекъа
1266,zubereiten::V,cócaráil,кечъян
1267,zubereiten::V,cócaráil,кхача бан
1268,kochen::V,bruith,кхача бан
1269,kochen::V,beirigh,кхача бан
1270,backen::V,bácáil,датта
1271,braten::V,róst,кхарза
1272,braten::V,frioch,кхарза
1273,umrühren::V,measc,кего
1274,stricken::V,cniotáil,
1275,nähen::V,fuaigh,тега
1276,färben::V,dathaigh,басардан
1277,reinigen::V,glan,цӏандан
1278,waschen::V,nigh,йила
1279,waschen::V,nigh,йитта
1280,waschen::V,nigh,дӏадайа
1281,abwischen::V,glan,дӏадайа
1282,spülen::V,sruthlaigh,хи кхарза
1283,fegen::V,scuab,нуй хьакха
1284,kehren::V,scuab,нуй хьакха
1285,baden::V,folc,лийча
1286,sich waschen::V,nigh é féin,юьхь йила
1287,ausziehen::V,bain de,духар дӏадаккха
1288,anziehen::V,cuir ar,
1289,sich anziehen::V,gléas é féin,духа
1290,kämmen::V,cíor,ехк хьакха
1291,schmücken::V,maisigh,хаздан
1292,sagen::V,abair,ала
1293,sprechen::V,labhair,баха
1294,sprechen::V,labhair,мотт бийца
1295,reden::V,caintigh,къамел дан
1296,sich unterhalten::V,caintigh,къамел дан
1297,sich unterhalten::V,tá ag comhrá,къамел дан
1298,fragen::V,fiafraigh,хатта
1299,fragen::V,cuir ceist,хатта
1300,bitten::V,iarr,деха
1301,erzählen::V,inis,дийца
1302,erzählen::V,eachtraigh,дийца
1303,mitteilen::V,aithris,хаам бан
1304,mitteilen::V,cuir in iúl,хаам бан
1305,nennen::V,ainmnigh,цӏе яккха
1306,rufen::V,glaoigh,кхайкха
1307,prahlen::V,maígh,куралла ян
1308,prahlen::V,maígh,дозалла дан
1309,übersetzen::V,aistrigh,гоч дан
1310,denken::V,síl,ойла ян
1311,denken::V,ceap,ойла ян
1312,glauben::V,creid,теша
1313,bemerken::V,tabhair faoi deara,ган
1314,erkennen::V,aithin,довза
1315,begreifen::V,tuig,кхета
1316,verstehen::V,tuig,кхета
1317,lernen::V,foghlaim,деша
1318,wissen::V,tá a fhios ag,хаа
1319,sich erinnern an::V,cuimhnigh ar,дагадан
1320,sich erinnern an::V,is cuimhne ar,дагадан
1321,vergessen::V,dearmad,дицдала
1322,messen::V,tomhais,дуста
1323,zählen::V,cuntais,дагардан
1324,rechnen::V,ríomh,лара
1325,rechnen::V,áirigh,лара
1326,lesen::V,léigh,еша
1327,malen::V,péinteáil,сурт дилла
1328,zeichnen::V,línigh,сурт дилла
1329,zeichnen::V,tarraing,сурт дилла
1330,schreiben::V,scríobh,яздан
1331,besitzen::V,is le,доладан
1332,kaufen::V,ceannaigh,эца
1333,verkaufen::V,díol,дохка
1334,bezahlen::V,íoc as,мах бала
1335,zahlen::V,íoc,мах бала
1336,beherrschen::V,rialaigh,собаре хила
1337,ertragen::V,seas,лан
1338,ertragen::V,seas,сатоха
1339,ertragen::V,seas,садетта
1340,ertragen::V,fulaing,лан
1341,ertragen::V,fulaing,сатоха
1342,ertragen::V,fulaing,садетта
1343,ertragen::V,foighnigh,лан
1344,ertragen::V,foighnigh,сатоха
1345,ertragen::V,foighnigh,садетта
1346,Ader::N,,пха
1347,vorwärts::ADV,,хьалха
