,Concept_ID,vep,uk
833,gefrieren::V,kül'mdä,змерзнути
834,tauen::V,sulada,танути
835,schmelzen::V,sulada,плавитися
836,trocknen::V,kuida,сохнути
837,trocknen::V,kuivehtuda,сохнути
838,sieden::V,kehuda,кипіти
839,faulen::V,hapata,гнити
840,faulen::V,traudäs,гнити
841,verfaulen::V,hapata,згнити
842,reißen::V,rebita,рватися
843,versinken::V,upota,тонути
844,vergehen::V,mända,проходити
845,erscheinen::V,ozutadas,з’явитися
846,verschwinden::V,hajeta,щезнути
847,verschwinden::V,hajeta,зникнути
848,sinken::V,väheta,спадати
849,sinken::V,lasktas,спадати
850,abnehmen::V,peneta,поменшитися
851,zunehmen::V,ližaduda,збільшуватися
852,steigen::V,nousta,підніматися
853,wachsen::V,kazda,рости
854,glänzen::V,loštta,блищати
855,funkeln::V,hoštta,блискати
856,lärmen::V,robaita,шуміти
857,läuten::V,judaita,дзвонити
858,klingeln::V,kelotada,дзвонити
859,klirren::V,biraita,дзвякати
860,brausen::V,bruncta,бушувати
861,rauschen::V,šobaita,шелестіти
862,klingen::V,heläita,лунати
863,klingen::V,heläita,звучати
864,bellen::V,nutta,гавкати
865,heulen::V,ulaita,вити
866,blasen::V,puhuda,дунути
867,pfeifen::V,pistta,свистіти
868,pfeifen::V,vihelta,свистіти
869,schreien::V,kirkta,кричати
870,schreien::V,kidastada,кричати
871,stöhnen::V,ohkta,стогнати
872,stöhnen::V,voivotada,стогнати
873,zittern::V,säraita,тремтіти
874,leben::V,eläda,жити
875,geboren werden::V,sünduda,народитися
876,atmen::V,henktä,дихати
877,trinken::V,joda,пити
878,essen::V,söda,їсти
879,schlucken::V,lainata,ковтати
880,müde werden::V,väzuda,втомитися
881,müde werden::V,šuštuda,втомитися
882,einschlafen::V,uinota,заснути
883,schlafen::V,magata,спати
884,schlafen::V,nukkuda,спати
885,aufwachen::V,heraštuda,прокинутися
886,aufstehen::V,nousta,встати
887,sich erholen::V,lebaitas,відпочивати
888,krank werden::V,läžegata,захворіти
889,krank sein::V,läžuda,хворіти
890,schmerzen::V,kibištada,боліти
891,husten::V,rügda,кашляти
892,genesen::V,tervehtuda,одужати
893,genesen::V,tervehtuda,видужати
894,sterben::V,kolda,померти
895,umkommen::V,kolda,згинути
896,sich bewegen::V,likkuda,рухатися
897,sich rühren::V,likahtada,ворушитися
898,sich rühren::V,kubahtada,ворушитися
899,sich erheben::V,nousta,встати
900,sich setzen::V,išttas,сісти
901,hinfallen::V,langeta,упасти
902,laufen::V,kävuda,ходити
903,schreiten::V,astta,крокувати
904,schreiten::V,haškta,крокувати
905,spazierengehen::V,kävelta,гуляти
906,eilen::V,kiruhtada,спішити
907,sich beeilen::V,kiruhtada,поспішати
908,sausen::V,fun'urta,мчатися
909,rennen::V,joksta,бігати
910,springen::V,hüptä,скакати
911,springen::V,hüptä,стрибати
912,klettern::V,libuda,лазити
913,schaukeln::V,čibuda,гойдатися
914,kriechen::V,ličtas,повзати
915,schwimmen::V,ujuda,пливти
916,schwimmen::V,ujuda,плавати
917,tauchen::V,čukautas,пірнати
918,rudern::V,souta,гребти
919,rudern::V,souta,веслувати
920,fahren::V,ajada,їхати
921,fahren::V,ajelda,їхати
922,fliegen::V,leta,літати
923,gehen::V,mända,іти
924,gehen::V,kävuda,іти
925,weggehen::V,päzda,піти
926,weggehen::V,lähtta,піти
927,abfahren::V,tönduda,від’їхати
928,abfahren::V,tönduda,відправитися
929,anhalten::V,seižutadas,зупинитися
930,hineingehen::V,mända südäimehe,входити
931,eintreten::V,tulda,увійти
932,kommen::V,tulda,прийти
933,ankommen::V,tulda,прибути
934,zurückkommen::V,pörtas,повернутися
935,bleiben::V,jäda,залишитися
936,warten::V,varastada,чекати
937,erwarten::V,varastada,чекати
938,suchen::V,ectä,шукати
939,finden::V,löuta,знайти
940,versuchen::V,ladida,випробовувати
941,versuchen::V,rohkaita,випробовувати
942,vorbereiten::V,vaumita,підготувати
943,lieben::V,armastada,любити
944,mögen::V,navedida,любити
945,mögen::V,navedida,подобатися
946,lachen::V,nagrda,сміятися
947,rühren::V,likutada,розчулити
948,weinen::V,itkta,плакати
949,schimpfen::V,laidas,лаятися
950,schimpfen::V,pačatada,лаятися
951,sich ärgern::V,rändüda,сердитися
952,sich fürchten::V,varaita,боятися
953,fürchten::V,varaita,боятися
954,fliehen::V,pageta,тікати
955,flüchten::V,pageta,утекти
956,flüchten::V,joksta,утекти
957,sehen::V,nähta,бачити
958,anschauen::V,kacta,поглянути
959,ansehen::V,kacta,дивитися на
960,hören::V,kulda,чути
961,zuhören::V,kundeltas,слухати
962,probieren::V,mujada,покуштувати
963,riechen::V,rižada,нюхати
964,fühlen::V,mujada,відчувати
965,scheinen::V,näguda,здаватися
966,zu sehen sein::V,näguda,виднітися
967,vernehmen::V,kulištada,почути
968,frieren::V,kül'mdä,мерзнути
969,tun::V,tehta,робити
970,können::V,voida,могти
971,können::V,mahtta,могти
972,wollen::V,himoita,хотіти
973,wollen::V,tahtoida,хотіти
974,anfangen::V,zavottä,почати
975,anfangen::V,augotada,почати
976,beenden::V,loptä,закінчити
977,aufhören::V,loptas,перестати
978,gelingen::V,lähtta,вдатися
979,gelingen::V,tehtas,вдатися
980,geraten::V,tulda,опинитися
981,öffnen::V,avaita,відкрити
982,schließen::V,saubata,закрити
983,stellen::V,panda,поставити
984,stellen::V,seižutada,поставити
985,setzen::V,ištutada,посадити
986,legen::V,panda,класти
987,berühren::V,koskta,чіпати
988,berühren::V,käziduda,чіпати
989,verbinden::V,ühtenzoitta,зв’язати
990,bedecken::V,katta,покрити
991,bedecken::V,peitta,покрити
992,aufhängen::V,riputada,повісити
993,anzünden::V,sütutada,запалити
994,aufheben::V,leta,підняти
995,zurücklassen::V,jätta,залишити
996,verlieren::V,kadotada,загубити
997,fallen lassen::V,kirbotada,упустити
998,machen::V,säta,зробити
999,machen::V,tehta,зробити
1000,herstellen::V,tehta,виготовити
1001,bauen::V,leta,будувати
1002,bauen::V,sauda,будувати
1003,reparieren::V,koheta,лагодити
1004,verbessern::V,paremboita,поліпшити
1005,ändern::V,vajehtada,змінити
1006,graben::V,kaida,копати
1007,graben::V,čongoida,копати
1008,beugen::V,koverta,зігнути
1009,biegen::V,painda,погнути
1010,drehen::V,punotada,вертіти
1011,wenden::V,käta,повернути
1012,wenden::V,kärauta,повернути
1013,umdrehen::V,käta,перевернути
1014,heben::V,leta,піднімати
1015,hochheben::V,libutada,підняти
1016,ergreifen::V,tabata,схопити
1017,halten::V,pidada,тримати
1018,drücken::V,painda,натискати
1019,schieben::V,žigutada,пхати
1020,schieben::V,žigutada,штовхати
1021,kratzen::V,künstä,шкребти
1022,lecken::V,nolda,лизати
1023,beißen::V,purda,кусати
1024,beißen::V,hambastada,кусати
1025,abreißen::V,ratketa,відірвати
1026,abschneiden::V,čapata,відрізати
1027,abschneiden::V,leikata,відрізати
1028,binden::V,sidoda,в’язати
1029,stecken::V,čokaita,увіткнути
1030,brechen::V,katkaita,зламати
1031,klopfen::V,kolkotada,стукати
1032,hauen::V,löda,бити
1033,kleben::V,klejata,клеїти
1034,reiben::V,hosta,терти
1035,reiben::V,törkita,терти
1036,reiben::V,jorotada,терти
1037,streichen::V,voita,намазати
1038,schleifen::V,hijoida,точити
1039,schleifen::V,teravzoitta,точити
1040,schneiden::V,leikata,різати
1041,rütteln::V,heilutada,хитати
1042,schütteln::V,pudištada,трясти
1043,schwenken::V,maihutada,махати
1044,schütten::V,valada,налити
1045,füllen::V,täutta,наповнити
1046,einwickeln::V,kärdä,загорнути
1047,tragen::V,kantta,нести
1048,tragen::V,kandišta,нести
1049,schleppen::V,vedätada,тягти
1050,ziehen::V,vedada,тягнути
1051,aufbewahren::V,kaita,зберігати
1052,werfen::V,čuta,кидати
1053,werfen::V,tactä,кидати
1054,fangen::V,püta,ловити
1055,packen::V,tabata,схопити
1056,verstecken::V,peitta,сховати
1057,teilen::V,jagada,розділити
1058,schicken::V,oigeta,посилати
1059,bringen::V,veda,принести
1060,hinzufügen::V,ližata,додати
1061,bekommen::V,sada,дістати
1062,erhalten::V,sada,одержати
1063,nehmen::V,otta,взяти
1064,wählen::V,valita,вибрати
1065,auswählen::V,valita,відібрати
1066,bewahren::V,kaita,зберегти
1067,behindern::V,telustada,перешкоджати
1068,verderben::V,travida,зіпсувати
1069,beschädigen::V,satatada,зашкодити
1070,zerbrechen::V,mureta,розбити
1071,zerreißen::V,rebitada,розірвати
1072,zerstören::V,mureta,зруйнувати
1073,verbrennen::V,poltta,спалити
1074,geben::V,antta,дати
1075,reichen::V,antta,передати
1076,schenken::V,lahjoita,дарувати
1077,versprechen::V,toivotada,обіцяти
1078,wünschen::V,toivotada,бажати
1079,loben::V,kitta,хвалити
1080,küssen::V,tervehtada,цілувати
1081,wiegen::V,likutada,качати
1082,zudecken::V,katta,накрити
1083,wecken::V,noustatada,розбудити
1084,zeigen::V,ozutada,показати
1085,führen::V,astutada,вести
1086,lehren::V,opeta,вчити
1087,unterrichten::V,opeta,викладати
1088,aufziehen::V,kazvatada,виховати
1089,leiten::V,ohjata,керувати
1090,antreiben::V,rigehtoitta,підганяти
1091,lassen::V,käskta,змусити
1092,einladen::V,kucta,запросити
1093,vereinigen::V,ühtenzoitta,об’єднати
1094,besuchen::V,rižada,завітати
1095,besuchen::V,rižada,відвідати
1096,treffen::V,vastata,зустріти
1097,sich versammeln::V,kägeta,зібратися
1098,sich versammeln::V,sätas,зібратися
1099,spielen::V,väta,грати
1100,singen::V,pajatada,співати
1101,tanzen::V,kargaita,танцювати
1102,sich trennen::V,erigata,розлучитися
1103,verlassen::V,jätta,покинути
1104,retten::V,päzutada,врятувати
1105,bewachen::V,varjoita,охороняти
1106,schützen::V,kaita,уберігати
1107,verteidigen::V,kaita,захистити
1108,sich schlagen::V,torata,битися
1109,sich schlagen::V,torata,дратися
1110,schießen::V,ampta,стріляти
1111,siegen::V,vägestada,перемогти
1112,ärgern::V,verdutada,сердити
1113,ärgern::V,rändütada,сердити
1114,schlagen::V,löda,ударити
1115,schlagen::V,iškta,ударити
1116,treten::V,peksta,штовхати
1117,treten::V,topsta,штовхати
1118,stechen::V,pystiä,вколоти
1119,stoßen::V,iškta,штовхнути
1120,stoßen::V,pudištada,штовхнути
1121,stehlen::V,vargastada,украсти
1122,stören::V,keskustada,перешкодити
1123,belästigen::V,tartuteldas,докучати
1124,verbergen::V,katelda,сховати
1125,täuschen::V,manitada,обдурити
1126,betrügen::V,manitada,зшахраювати
1127,töten::V,rikta,убити
1128,töten::V,surmita,убити
1129,wohnen::V,eläda,жити
1130,wohnen::V,eläda,мешкати
1131,arbeiten::V,rata,працювати
1132,sammeln::V,kogota,зібрати
1133,pflücken::V,poimda,зривати
1134,jagen::V,mecata,полювати
1135,fischen::V,kalatada,рибалити
1136,fassen::V,tabata,піймати
1137,hüten::V,paimeta,пасти
1138,treiben::V,ajada,гнати
1139,anbinden::V,küttestada,прив’язати
1140,anbinden::V,sidoda,прив’язати
1141,füttern::V,sötta,годувати
1142,füttern::V,sötta,харчувати
1143,melken::V,lüpsta,доїти
1144,hacken::V,sauda,рубати
1145,gießen::V,valada,полити
1146,reifen::V,küpseta,дозріти
1147,zubereiten::V,vaumištada,зготовити
1148,zubereiten::V,vaumištada,приготувати
1149,kochen::V,keitta,варити
1150,kochen::V,keitta,готувати
1151,backen::V,paštta,пекти
1152,braten::V,žarda,смажити
1153,umrühren::V,segoitada,переміщати
1154,stricken::V,kudoda,в’язати
1155,nähen::V,ombelta,шити
1156,färben::V,mujutada,пофарбувати
1157,reinigen::V,puhtastada,очистити
1158,waschen::V,pesta,мити
1159,abwischen::V,pühktä,витерти
1160,spülen::V,huhtoida,полоскати
1161,fegen::V,pühkta,підмітати
1162,kehren::V,uhoita,мести
1163,baden::V,kül'ptäs,купатися
1164,sich waschen::V,pestas,митися
1165,ausziehen::V,riičta,зняти
1166,ausziehen::V,rušta,зняти
1167,anziehen::V,panda päle,надіти
1168,anziehen::V,panda kädehe,надіти
1169,anziehen::V,panda jaugha,надіти
1170,sich anziehen::V,sobdas,одягтися
1171,sich anziehen::V,sobdas,одягнутися
1172,kämmen::V,harjata,зачесати
1173,schmücken::V,čomitada,оздобити
1174,sagen::V,sanuda,сказати
1175,sprechen::V,pagišta,говорити
1176,reden::V,pagišta,розмовляти
1177,sich unterhalten::V,lodaita,бесідувати
1178,fragen::V,küzuda,запитати
1179,bitten::V,pakita,просити
1180,erzählen::V,sanuda,розповісти
1181,erzählen::V,starinoita,розповісти
1182,mitteilen::V,tedotada,повідомити
1183,nennen::V,nimitada,назвати
1184,rufen::V,kucta,кликати
1185,prahlen::V,kittäs,хвалитися
1186,übersetzen::V,käta,перекласти
1187,denken::V,meletada,думати
1188,denken::V,meletada,мислити
1189,glauben::V,uskta,вірити
1190,bemerken::V,homaita,помітити
1191,erkennen::V,tundištada,пізнати
1192,begreifen::V,tabata,осягнути
1193,verstehen::V,el'geta,почути
1194,verstehen::V,toimetada,почути
1195,lernen::V,opetas,навчатися
1196,wissen::V,teta,знати
1197,sich erinnern an::V,johtutada,пам’ятати
1198,vergessen::V,unohtada,забути
1199,messen::V,märita,міряти
1200,zählen::V,lugeda,лічити
1201,rechnen::V,lugeda,рахувати
1202,lesen::V,lugeda,читати
1203,malen::V,pirta,малювати
1204,zeichnen::V,pirta,рисувати
1205,schreiben::V,kirjutada,писати
1206,besitzen::V,omištada,мати
1207,kaufen::V,ostta,купити
1208,verkaufen::V,möda,продати
1209,bezahlen::V,maksta,заплатити
1210,zahlen::V,maksta,платити
1211,beherrschen::V,valdoita,володіти
1212,ertragen::V,tirpta,витерпіти
