,Concept_ID,se,sq
174,Brust::N,раннҍт,kraharor
175,Schulter::N,åelkie,sup
176,Schulter::N,åelkie,krah
177,Schulter::N,oalgge,sup
178,Schulter::N,oalgge,krah
179,Schulter::N,hárdu,sup
180,Schulter::N,hárdu,krah
181,Schulter::N,ärdee,sup
182,Schulter::N,ärdee,krah
183,Schulter::N,uál'gi,sup
184,Schulter::N,uál'gi,krah
185,Schulter::N,a´rddi,sup
186,Schulter::N,a´rddi,krah
187,Schulter::N,vuä´lǧǧ,sup
188,Schulter::N,vuä´lǧǧ,krah
189,Schulter::N,вуэллык,sup
190,Schulter::N,вуэллык,krah
191,Arm::N,gïete,krah
192,Arm::N,giehta,krah
193,Arm::N,giehta,krah
194,Arm::N,kietâ,krah
195,Arm::N,kie'tâkaaṿâ,krah
196,Arm::N,ǩiõtt,krah
197,Arm::N,кӣдт,krah
198,Ellenbogen::N,gernjere,bërryl
199,Ellenbogen::N,garŋŋel,bërryl
200,Ellenbogen::N,gargŋil,bërryl
201,Ellenbogen::N,käŋŋir,bërryl
202,Ellenbogen::N,kõõnjâr,bërryl
203,Ellenbogen::N,карьнэль,bërryl
204,Hand::N,gïete,dorë
205,Hand::N,giehta,dorë
206,Hand::N,giehta,dorë
207,Hand::N,kietâ,dorë
208,Hand::N,ǩiõtt,dorë
209,Hand::N,кӣдт,dorë
210,Handfläche::N,gïeten-låapoe,pëllëmbë
211,Handfläche::N,giehtavuodo,pëllëmbë
212,Handfläche::N,tjårmmåvuodo,pëllëmbë
213,Handfläche::N,giehtaloahpu,pëllëmbë
214,Handfläche::N,kiämád,pëllëmbë
215,Handfläche::N,kuámmir,pëllëmbë
216,Handfläche::N,kuä´m'mer,pëllëmbë
217,Handfläche::N,ǩiõttǩeä´m'men,pëllëmbë
218,Handfläche::N,ко̄а̄ллдэгк,pëllëmbë
219,Handfläche::N,кӣдткоалдэгк,pëllëmbë
220,Finger::N,soerme,gisht
221,Finger::N,tjuvdde,gisht
222,Finger::N,suorbma,gisht
223,Finger::N,čuvde,gisht
224,Finger::N,suor'mâ,gisht
225,Finger::N,suõrmm,gisht
226,Finger::N,це̄ххп,gisht
227,Fingernagel::N,gadtse,thua
228,Fingernagel::N,guehpere,thua
229,Fingernagel::N,gadtsa,thua
230,Fingernagel::N,gazza,thua
231,Fingernagel::N,kozzâ,thua
232,Fingernagel::N,kõʒʒ,thua
233,Fingernagel::N,кэ̄ннц,thua
234,Nagel[Anatomie]::N,gadtse,thua
235,Nagel[Anatomie]::N,guehpere,thua
236,Nagel[Anatomie]::N,gadtsa,thua
237,Nagel[Anatomie]::N,gazza,thua
238,Nagel[Anatomie]::N,kozzâ,thua
239,Nagel[Anatomie]::N,kõʒʒ,thua
240,Nagel[Anatomie]::N,кэ̄ннц,thua
241,Zeh::N,tjiehtjere,gisht i këmbës
242,Zeh::N,juolggetjuvdde,gisht i këmbës
243,Zeh::N,juolgesuorbma,gisht i këmbës
244,Zeh::N,jyel'gisuor'mâ,gisht i këmbës
245,Zeh::N,jue´lǧǧsuõrmm,gisht i këmbës
246,Zeh::N,ю̄лльк-це̄һп,gisht i këmbës
247,Fuß::N,juelkie,këmbë
248,Fuß::N,juolgge,këmbë
249,Fuß::N,juolgi,këmbë
250,Fuß::N,jyel'gi,këmbë
251,Fuß::N,jue´lǧǧ,këmbë
252,Fuß::N,ла̄бпь,këmbë
253,Ferse::N,båetskie,thembër
254,Ferse::N,boasske,thembër
255,Ferse::N,šušmi,thembër
256,Ferse::N,šušme,thembër
257,Ferse::N,jue´lǧǧkädd,thembër
258,Ferse::N,ка̄ннт,thembër
259,Knie::N,boelve,gju
260,Knie::N,buolvva,gju
261,Knie::N,čibbi,gju
262,Knie::N,veaŋki,gju
263,Knie::N,iidâ,gju
264,Knie::N,puõlvv,gju
265,Knie::N,пуллв,gju
266,Oberschenkel::N,ruaksja,kofshë
267,Oberschenkel::N,tjibbe,kofshë
268,Oberschenkel::N,gassaváhkká,kofshë
269,Oberschenkel::N,badjeváhkáa,kofshë
270,Oberschenkel::N,čuár'bpeeḷi,kofshë
271,Oberschenkel::N,če´bb,kofshë
272,Oberschenkel::N,чуаррбе̄лль,kofshë
273,Bein::N,juelkie,këmbë
274,Bein::N,juolgge,këmbë
275,Bein::N,juolgi,këmbë
276,Bein::N,jyel'gi,këmbë
277,Bein::N,jue´lǧǧ,këmbë
278,Bein::N,ю̄лльк,këmbë
279,Körper::N,kråahpe,trup
280,Körper::N,rumáj,trup
281,Körper::N,rumaš,trup
282,Körper::N,ruumâš,trup
283,Körper::N,rå´pp,trup
284,Körper::N,лышшьк,trup
285,Körper::N,роаӈӈьк,trup
286,Haut::N,njaltja,lëkurë
287,Haut::N,lijkke,lëkurë
288,Haut::N,tjuobma,lëkurë
289,Haut::N,liiki,lëkurë
290,Haut::N,liške,lëkurë
291,Haut::N,le´šǩǩ,lëkurë
292,Haut::N,лышшьк,lëkurë
293,Blut::N,vïrre,gjak
294,Blut::N,maelie,gjak
295,Blut::N,varra,gjak
296,Blut::N,varra,gjak
297,Blut::N,vorrâ,gjak
298,Blut::N,võrr,gjak
299,Blut::N,вэ̄рр,gjak
300,Ader::N,åerie,venë
301,Ader::N,aajroe,venë
302,Ader::N,suodna,venë
303,Ader::N,varrasuotna,venë
304,Ader::N,suoṇâ,venë
305,Ader::N,suõnn,venë
306,Ader::N,сӯнн,venë
307,Sehne::N,soene,dell
308,Sehne::N,gåårtenje,dell
309,Sehne::N,suodna,dell
310,Sehne::N,suotna,dell
311,Sehne::N,suoṇâ,dell
312,Sehne::N,suõnn,dell
313,Sehne::N,сӯнн,dell
314,Knochen::N,måara,asht
315,Knochen::N,måara,kockë
316,Knochen::N,måaroe,asht
317,Knochen::N,måaroe,kockë
318,Knochen::N,dákte,asht
319,Knochen::N,dákte,kockë
320,Knochen::N,dákti,asht
321,Knochen::N,dákti,kockë
322,Knochen::N,tähti,asht
323,Knochen::N,tähti,kockë
324,Knochen::N,tä´htt,asht
325,Knochen::N,tä´htt,kockë
326,Knochen::N,та̄ххт,asht
327,Knochen::N,та̄ххт,kockë
328,Knochen::N,та̄ффьт,asht
329,Knochen::N,та̄ффьт,kockë
330,Gehirn::N,aajla,tru
331,Gehirn::N,vuojŋam,tru
332,Gehirn::N,vuoigŋašat,tru
333,Gehirn::N,vuoi'ŋâšeh,tru
334,Gehirn::N,vuo'ivâšneh,tru
335,Gehirn::N,vuõivâšn,tru
336,Gehirn::N,вуэййвэшна,tru
337,Herz::N,vaajmoe,zemër
338,Herz::N,tsåhke,zemër
339,Herz::N,váibmu,zemër
340,Herz::N,váimu,zemër
341,Herz::N,čââ´đ,zemër
342,Herz::N,кӯттҌк,zemër
343,Magen::N,tjåejjie,stomak
344,Magen::N,tjoajvve,stomak
345,Magen::N,čoavji,stomak
346,Magen::N,čuáv'ji,stomak
347,Magen::N,čåu´jj,stomak
348,Magen::N,чо̄ввьй,stomak
349,Leber::N,mueksie,mëlçi
350,Leber::N,librre,mëlçi
351,Leber::N,vuoivvas,mëlçi
352,Leber::N,vuoivâs,mëlçi
353,Leber::N,vuõivâs,mëlçi
354,Leber::N,вуйвас,mëlçi
355,Atem::N,voejngehtasse,frymë
356,Atem::N,båssånis,frymë
357,Atem::N,vuojŋadahka,frymë
358,Atem::N,vuoiŋŋahat,frymë
359,Atem::N,vuo'iŋâstim,frymë
360,Atem::N,jiõg'g,frymë
361,Atem::N,вӯйнас,frymë
362,Atem::N,вӯййнмушш,frymë
363,Hunger::N,nielkie,uri
364,Hunger::N,nielgge,uri
365,Hunger::N,nealgi,uri
366,Hunger::N,nelgi,uri
367,Hunger::N,neä´lǧǧ,uri
368,Hunger::N,не̄лльк,uri
369,Träne::N,gïknjele,lot
370,Träne::N,ganjál,lot
371,Träne::N,ganjal,lot
372,Träne::N,koonjâl,lot
373,Träne::N,kõõnjâl,lot
374,Träne::N,кэ̄нял,lot
375,Geschmack::N,aelmie,shije
376,Geschmack::N,muosse,shije
377,Geschmack::N,smáhkka,shije
378,Geschmack::N,máhku,shije
379,Geschmack::N,smáhkka,shije
380,Geschmack::N,mááhu,shije
381,Geschmack::N,smakkâ,shije
382,Geschmack::N,njõõd,shije
383,Geschmack::N,smääkk,shije
384,Geschmack::N,ня̄лльк,shije
385,Geruch::N,haaje,erë
386,Geruch::N,habjja,erë
387,Geruch::N,hádja,erë
388,Geruch::N,opsâ,erë
389,Geruch::N,haajâ,erë
390,Geruch::N,õpss,erë
391,Geruch::N,haajj,erë
392,Geruch::N,апс,erë
393,Geruch::N,лэ̄гк,erë
394,Schlaf::N,nahkerh,gjumë
395,Schlaf::N,nager,gjumë
396,Schlaf::N,oados,gjumë
397,Schlaf::N,nagir,gjumë
398,Schlaf::N,naṿer,gjumë
399,Schlaf::N,nââ´er,gjumë
400,Schlaf::N,нагерь,gjumë
401,Traum::N,nahkere,ëndërr
402,Traum::N,niehko,ëndërr
403,Traum::N,niehku,ëndërr
404,Traum::N,naṿer,ëndërr
405,Traum::N,nââ´er,ëndërr
406,Traum::N,нагерь,ëndërr
407,Himmel::N,elmie,qiell
408,Himmel::N,almme,qiell
409,Himmel::N,albmi,qiell
410,Himmel::N,alme,qiell
411,Himmel::N,â´lmm,qiell
412,Himmel::N,алльм,qiell
413,Sonne::N,biejjie,diell
414,Sonne::N,bæjvásj,diell
415,Sonne::N,beaivváš,diell
416,Sonne::N,peivi,diell
417,Sonne::N,piäiváš,diell
418,Sonne::N,pei´vv,diell
419,Sonne::N,пе̄ййв,diell
420,Mond::N,aske,hënë
421,Mond::N,mánno,hënë
422,Mond::N,mánnu,hënë
423,Mond::N,máánu,hënë
424,Mond::N,mään,hënë
425,Mond::N,ма̄нн,hënë
426,Stern::N,daasta,yll
427,Stern::N,naestie,yll
428,Stern::N,násste,yll
429,Stern::N,násti,yll
430,Stern::N,täsni,yll
431,Stern::N,tä´snn,yll
432,Stern::N,та̄ссьт,yll
433,Luft::N,elmie,ajër
434,Luft::N,ájmmo,ajër
435,Luft::N,áibmu,ajër
436,Luft::N,áimu,ajër
437,Luft::N,šõŋŋ,ajër
438,Luft::N,вӯйнас,ajër
439,Wind::N,bïegke,erë
440,Wind::N,biegga,erë
441,Wind::N,biegga,erë
442,Wind::N,pieg'gâ,erë
443,Wind::N,piõg'g,erë
444,Wind::N,пӣӈӈк,erë
445,Welle::N,baaroe,valë
446,Welle::N,baaroe,dallgë
447,Welle::N,bárro,valë
448,Welle::N,bárro,dallgë
449,Welle::N,bárru,valë
450,Welle::N,bárru,dallgë
451,Welle::N,pááṛu,valë
452,Welle::N,pááṛu,dallgë
453,Welle::N,päärr,valë
454,Welle::N,päärr,dallgë
455,Welle::N,нэ̄ммп,valë
456,Welle::N,нэ̄ммп,dallgë
457,Wasser::N,tjaetsie,ujë
458,Wasser::N,tjáhtje,ujë
459,Wasser::N,čáhci,ujë
460,Wasser::N,čääci,ujë
461,Wasser::N,čää´cc,ujë
462,Wasser::N,ча̄дзь,ujë
463,Stein::N,gierkie,gur
464,Stein::N,giergge,gur
465,Stein::N,geađgi,gur
466,Stein::N,keđgi,gur
467,Stein::N,ǩeä´dǧǧ,gur
468,Stein::N,ке̄ддҌк,gur
469,Boden::N,betnie,tokë
470,Boden::N,betnie,truall
471,Boden::N,ednam,tokë
472,Boden::N,ednam,truall
473,Boden::N,bodni,tokë
474,Boden::N,bodni,truall
475,Boden::N,vuođđu,tokë
476,Boden::N,vuođđu,truall
477,Boden::N,ponne,tokë
478,Boden::N,ponne,truall
479,Boden::N,vuáđ̣u,tokë
480,Boden::N,vuáđ̣u,truall
481,Boden::N,vuâđđ,tokë
482,Boden::N,vuâđđ,truall
483,Boden::N,лаввьн,tokë
484,Boden::N,лаввьн,truall
485,Boden::N,е̄ммьне,tokë
486,Boden::N,е̄ммьне,truall
487,Erde::N,jåarta,dhe
488,Erde::N,jåarta,baltë
489,Erde::N,mueltie,dhe
490,Erde::N,mueltie,baltë
491,Erde::N,ednam,dhe
492,Erde::N,ednam,baltë
493,Erde::N,mållde,dhe
494,Erde::N,mållde,baltë
495,Erde::N,eana,dhe
496,Erde::N,eana,baltë
497,Erde::N,eennâm,dhe
498,Erde::N,eennâm,baltë
499,Erde::N,mädd,dhe
500,Erde::N,mädd,baltë
501,Erde::N,jânnam,dhe
502,Erde::N,jânnam,baltë
503,Erde::N,е̄ммьне,dhe
504,Erde::N,е̄ммьне,baltë
505,Staub::N,heblie,pluhur
506,Staub::N,tsumhtsie,pluhur
507,Staub::N,dubme,pluhur
508,Staub::N,dopmu,pluhur
509,Staub::N,kovjâ,pluhur
510,Staub::N,põõ´l,pluhur
511,Staub::N,кэ̄ббьй,pluhur
512,Rauch::N,soeve,tym
513,Rauch::N,suovva,tym
514,Rauch::N,suovva,tym
515,Rauch::N,suoṿâ,tym
516,Rauch::N,suõvv,tym
517,Rauch::N,сӯвв,tym
518,Funke::N,naestie,xixë
519,Funke::N,naestie,shkëndijë
520,Funke::N,tjuonam,xixë
521,Funke::N,tjuonam,shkëndijë
522,Funke::N,čuotnan,xixë
523,Funke::N,čuotnan,shkëndijë
524,Funke::N,čuođâlm,xixë
525,Funke::N,čuođâlm,shkëndijë
526,Funke::N,iiskâr,xixë
527,Funke::N,iiskâr,shkëndijë
528,Funke::N,čuõzzâm,xixë
529,Funke::N,čuõzzâm,shkëndijë
530,Funke::N,чӯссэм,xixë
531,Funke::N,чӯссэм,shkëndijë
532,Feuer::N,dålle,zjarr
533,Feuer::N,dållå,zjarr
534,Feuer::N,dolla,zjarr
535,Feuer::N,tullâ,zjarr
536,Feuer::N,toll,zjarr
537,Feuer::N,то̄лл,zjarr
538,Licht::N,tjoevke,dritë
539,Licht::N,tjuovgga,dritë
540,Licht::N,čuovga,dritë
541,Licht::N,čuovggas,dritë
542,Licht::N,čuoṿâ,dritë
543,Licht::N,toll,dritë
544,Licht::N,čuõvv,dritë
545,Licht::N,то̄лл,dritë
546,Schatten::N,skugkie,hije
547,Schatten::N,soejvene,hije
548,Schatten::N,irkes,hije
549,Schatten::N,sieges,hije
550,Schatten::N,itku,hije
551,Schatten::N,suoivâ,hije
552,Schatten::N,õõtt,hije
553,Schatten::N,ǩeeu´niǩ,hije
554,Schatten::N,кывьнэхь,hije
555,Wetter::N,vïerhtse,mot
556,Wetter::N,dálkke,mot
557,Wetter::N,dálki,mot
558,Wetter::N,šoŋŋâ,mot
559,Wetter::N,šõŋŋ,mot
560,Wetter::N,шэ̄ӈӈ,mot
561,Nebel::N,såavla,mjegull
562,Nebel::N,mearhka,mjegull
563,Nebel::N,murkko,mjegull
564,Nebel::N,mierkká,mjegull
565,Nebel::N,mierká,mjegull
566,Nebel::N,miär'kká,mjegull
567,Nebel::N,oṃo,mjegull
568,Nebel::N,sue´lnn,mjegull
569,Nebel::N,цӣгк,mjegull
570,Nebel::N,сулльн,mjegull
571,Wolke::N,balve,re
572,Wolke::N,balvva,re
573,Wolke::N,balva,re
574,Wolke::N,polvâ,re
575,Wolke::N,põlvv,re
576,Wolke::N,пэллв,re
577,Regen::N,ebrie,shi
578,Regen::N,harvve,shi
579,Regen::N,arvi,shi
580,Regen::N,arve,shi
581,Regen::N,â´brr,shi
582,Regen::N,аббьр,shi
583,Schnee::N,lopme,borë
584,Schnee::N,moehtege,borë
585,Schnee::N,muohta,borë
586,Schnee::N,muohta,borë
587,Schnee::N,muotâ,borë
588,Schnee::N,muõtt,borë
589,Schnee::N,вэ̄дз,borë
590,Schnee::N,куэллт,borë
591,Eis::N,jïenge,akull
592,Eis::N,jiegŋa,akull
593,Eis::N,jiekŋa,akull
594,Eis::N,jieŋ̣â,akull
595,Eis::N,jiõŋŋ,akull
596,Eis::N,ӣӈӈ,akull
597,Frost::N,baajkoe,ngricë
598,Frost::N,tjoasskem,ngricë
599,Frost::N,buolaš,ngricë
600,Frost::N,puolâš,ngricë
601,Frost::N,puõlâš,ngricë
602,Frost::N,мӯнь,ngricë
603,Kälte::N,jueskie,të ftohtë
604,Kälte::N,tjåetskeme,të ftohtë
605,Kälte::N,tjoasskem,të ftohtë
606,Kälte::N,čoaskin,të ftohtë
607,Kälte::N,ko'lmâsvuotâ,të ftohtë
608,Kälte::N,ijss,të ftohtë
609,Kälte::N,čuä´cǩǩem,të ftohtë
610,Kälte::N,tuârggnjõs,të ftohtë
611,Kälte::N,кэ̄лмас,të ftohtë
612,Hitze::N,baahke,vapë
613,Hitze::N,baahke,nxehtësi
614,Hitze::N,báhkka,vapë
615,Hitze::N,báhkka,nxehtësi
616,Hitze::N,báhkka,vapë
617,Hitze::N,báhkka,nxehtësi
618,Hitze::N,pakkâ,vapë
619,Hitze::N,pakkâ,nxehtësi
620,Hitze::N,kuṃe,vapë
621,Hitze::N,kuṃe,nxehtësi
622,Hitze::N,paašt,vapë
623,Hitze::N,paašt,nxehtësi
624,Hitze::N,жоарр,vapë
625,Hitze::N,жоарр,nxehtësi
626,Raureif::N,jyjse,cikmë
627,Raureif::N,ridne,cikmë
628,Raureif::N,goarre,cikmë
629,Raureif::N,ritni,cikmë
630,Raureif::N,suhči,cikmë
631,Raureif::N,riṇe,cikmë
632,Raureif::N,ай,cikmë
633,Regenbogen::N,aatjan goengere,ylber
634,Regenbogen::N,aatjan joekse,ylber
635,Regenbogen::N,ádjájuoksa,ylber
636,Regenbogen::N,arvedávgi,ylber
637,Regenbogen::N,bajándávgi,ylber
638,Regenbogen::N,äijihtävgi,ylber
639,Regenbogen::N,teârmmazjohss,ylber
640,Regenbogen::N,тӣрмесью̄ккс,ylber
641,Donner::N,raejrie,gjëmim
642,Donner::N,raejrie,bubullimë
643,Donner::N,átjek,gjëmim
644,Donner::N,átjek,bubullimë
645,Donner::N,átjárájdde,gjëmim
646,Donner::N,átjárájdde,bubullimë
647,Donner::N,áddjá,gjëmim
648,Donner::N,áddjá,bubullimë
649,Donner::N,baján,gjëmim
650,Donner::N,baján,bubullimë
651,Donner::N,juuṛâ,gjëmim
652,Donner::N,juuṛâ,bubullimë
653,Donner::N,tie´rmes,gjëmim
654,Donner::N,tie´rmes,bubullimë
655,Donner::N,тӣрмесь,gjëmim
656,Donner::N,тӣрмесь,bubullimë
657,Donner::N,ча̄ркнэгк,gjëmim
658,Donner::N,ча̄ркнэгк,bubullimë
659,Strömung::N,njuvvie,rrymë
660,Strömung::N,ájggedáhpe,rrymë
661,Strömung::N,rávdnji,rrymë
662,Strömung::N,virde,rrymë
663,Strömung::N,ve´rdd,rrymë
664,Strömung::N,выррьт,rrymë
665,Tropfen::N,gåajhkohts,pikë
666,Tropfen::N,gåjkudis,pikë
667,Tropfen::N,goaikkanas,pikë
668,Tropfen::N,čalme,pikë
669,Tropfen::N,čâ´lmm,pikë
670,Tropfen::N,ча̄лльм,pikë
671,Schaum::N,sapte,shkumë
672,Schaum::N,såpptå,shkumë
673,Schaum::N,sokta,shkumë
674,Schaum::N,suptâ,shkumë
675,Schaum::N,soptt,shkumë
676,Schaum::N,со̄ппт,shkumë
677,Schmutz::N,haaskoe,baltë
678,Schmutz::N,duolvva,baltë
679,Schmutz::N,duolva,baltë
680,Schmutz::N,durdi,baltë
681,Schmutz::N,stänži,baltë
682,Schmutz::N,sähss,baltë
683,Schmutz::N,са̄ккьс,baltë
684,Schmutz::N,не̄шшь,baltë
685,See::N,jaevrie,liqen
686,See::N,jávrre,liqen
687,See::N,jávri,liqen
688,See::N,jävri,liqen
689,See::N,jâu´rr,liqen
690,See::N,я̄ввьр,liqen
691,Sumpf::N,pluevie,batak
692,Sumpf::N,áhpe,batak
693,Sumpf::N,sæmssa,batak
694,Sumpf::N,jeaggi,batak
695,Sumpf::N,jeggi,batak
696,Sumpf::N,jeä´ǧ'ǧ,batak
697,Sumpf::N,ла̄ммьп,batak
698,Moor::N,pluevie,kënetë
699,Moor::N,jiegge,kënetë
700,Moor::N,suotnju,kënetë
701,Moor::N,karrii,kënetë
702,Moor::N,kä´rev,kënetë
703,Moor::N,veättaǩ,kënetë
704,Moor::N,ла̄ммьп,kënetë
705,Wiese::N,ïentje,livadh
706,Wiese::N,giedde,livadh
707,Wiese::N,gieddi,livadh
708,Wiese::N,nijtto,livadh
709,Wiese::N,пуэшенҍ,livadh
710,Wald::N,skåake,pyll
711,Wald::N,skåajje,pyll
712,Wald::N,miehtsie,pyll
713,Wald::N,vuovdde,pyll
714,Wald::N,miehttse,pyll
715,Wald::N,vuovdi,pyll
716,Wald::N,meahcci,pyll
717,Wald::N,mecci,pyll
718,Wald::N,vyemi,pyll
719,Wald::N,vue´mm,pyll
720,Wald::N,meä´c'c,pyll
721,Wald::N,ля̄ммт,pyll
722,Hügel::N,deava,kodër
723,Hügel::N,dievvá,kodër
724,Hügel::N,dievvá,kodër
725,Hügel::N,čummâ,kodër
726,Hügel::N,pä´rcc,kodër
727,Hügel::N,teä´rmm,kodër
728,Hügel::N,ка̄ннҌт,kodër
729,Anhöhe::N,deava,bregore
730,Anhöhe::N,jalladahke,bregore
731,Anhöhe::N,dievásj,bregore
732,Anhöhe::N,aláš,bregore
