,Concept_ID,hu,is
145,Ast::N,ág,grein
146,Zweig::N,gally,angi
147,Zweig::N,gally,kvistur
148,Blatt::N,levél,blað
149,Birke::N,nyír,birki
150,Kiefer[Baum]::N,fenyő,fura
151,Weide[Baum]::N,fűz,víðir
152,Tanne::N,fenyő,greni
153,Horn::N,szarv,horn
154,Feder::N,toll,fjöður
155,Fell::N,szőr,skinn
156,Fell::N,bunda,skinn
157,Flügel::N,szárny,vængur
158,Klaue::N,köröm,kló
159,Kralle::N,karom,kló
160,Schwanz::N,farok,rófa
161,Schwanz::N,farok,skott
162,Ei::N,tojás,egg
163,Nest::N,fészek,hreiður
164,Bau::N,odú,greni
165,Bau::N,odú,bæli
166,Tier::N,állat,dýr
167,Herde::N,nyáj,hjörð
168,Herde::N,csorda,hjörð
169,Kuh::N,tehén,kýr
170,Bulle::N,bika,boli
171,Pferd::N,ló,hestur
172,Schaf::N,juh,kind
173,Schaf::N,birka,kind
174,Schwein::N,sertés,svín
175,Hund::N,eb,hundur
176,Hund::N,kutya,hundur
177,Katze::N,macska,köttur
178,Bär::N,medve,björn
179,Eichhörnchen::N,mókus,íkorni
180,Elch::N,jávorszarvas,elgur
181,Fuchs::N,róka,refur
182,Hase::N,nyúl,héri
183,Maus::N,egér,mús
184,Wolf::N,farkas,úlfur
185,Vogel::N,madár,fugl
186,Schwarm::N,raj,sægur
187,Huhn::N,tyúk,hæna
188,Hahn::N,kakas,hani
189,Gans::N,lúd,gæs
190,Gans::N,liba,gæs
191,Adler::N,sas,örn
192,Ente::N,kacsa,önd
193,Eule::N,bagoly,uggla
194,Kranich::N,daru,trana
195,Krähe::N,varjú,kráka
196,Kuckuck::N,kakukk,gaukur
197,Schwan::N,hattyú,svanur
198,Fisch::N,hal,fiskur
199,Barsch::N,sügér,aborri
200,Hecht::N,csuka,gedda
201,Schlange[Tier]::N,kígyó,naðra
202,Wurm::N,kukac,ormur
203,Spinne::N,pók,kónguló
204,Ameise::N,hangya,maur
205,Laus::N,tetű,lús
206,Mücke::N,szúnyog,mý
207,Mücke::N,szúnyog,mýfluga
208,Fliege::N,légy,fluga
209,Schmetterling::N,lepke,fiðrildi
210,Schmetterling::N,pillangó,fiðrildi
211,Beere::N,bogyó,ber
212,Apfel::N,alma,epli
213,Pilz::N,gomba,sveppur
214,Zwiebel::N,hagyma,laukur
215,Saat::N,vetőmag,fræ
216,Saat::N,vetőmag,útsæði
217,Korn::N,mag,korn
218,Korn::N,szem,korn
219,Heu::N,széna,hey
220,Schale::N,héj,hýði
221,Grube::N,verem,gryfja
222,Falle::N,csapda,gildra
223,Schlinge::N,tőr,snara
224,Spur::N,nyom,spor
225,Asche::N,hamu,aska
226,Dreck::N,sár,óþverri
227,Dreck::N,piszok,óþverri
228,Eisen::N,vas,járn
229,Gold::N,arany,gull
230,Silber::N,ezüst,silfur
231,Kohle::N,szén,kol
232,Glas::N,üveg,gler
233,Lehm::N,agyag,leir
234,Lehm::N,vályog,leir
235,Sand::N,homok,sandur
236,Mensch::N,ember,maður
237,Mensch::N,ember,manneskja
238,Mann::N,úr,maður
239,Mann::N,úr,karlmaður
240,Mann::N,férfi,maður
241,Mann::N,férfi,karlmaður
242,Frau::N,nő,kona
243,Frau::N,asszony,kona
244,Kind::N,gyerek,barn
245,Kind::N,gyerek,krakki
246,Kind::N,gyermek,barn
247,Kind::N,gyermek,krakki
248,Junge::N,fiú,drengur
249,Mädchen::N,lány,stelpa
250,Familie::N,család,fjölskylda
251,Großvater::N,nagyapa,afi
252,Großmutter::N,nagyanya,amma
253,Eltern::N,szülők,foreldrar
254,Vater::N,apa,faðir
255,Vater::N,atya,faðir
256,Mutter::N,anya,móðir
257,Sohn::N,fiú,sonur
258,Tochter::N,lány,dóttir
259,Bruder::N,fivér,bróðir
260,Bruder::N,testvér,bróðir
261,Schwester::N,nővér,systir
262,Schwester::N,lánytestvér,systir
263,Onkel::N,nagybácsi,föðurbróðir
264,Tante::N,nagynéni,frænka
265,Tante::N,nagynéni,móðursystir
266,Ehemann::N,férj,eiginmaður
267,Ehefrau::N,feleség,eiginkona
268,Freude::N,öröm,gleði
269,Gelächter::N,nevetés,hlátur
270,Gelächter::N,hahotázás,hlátur
271,Glück::N,boldogság,gæfa
272,Kummer::N,bánat,sorg
273,Wunsch::N,óhaj,ósk
274,Lust::N,kedv,fýsn
275,Lust::N,kedv,löngun
276,Geist::N,elme,andi
277,Geist::N,szellem,andi
278,Gedanke::N,gondolat,hugsun
279,Gedächtnis::N,emlékezet,minni
280,Verstand::N,ész,vit
281,Verstand::N,értelem,vit
282,Sinn::N,értelem,merking
283,Grund::N,ok,ástæða
284,Grund::N,alap,ástæða
285,Wahrheit::N,igaz,sannleikur
286,Wahrheit::N,igazság,sannleikur
287,Gespräch::N,beszélgetés,samtal
288,Märchen::N,mese,ævintýri
289,Erzählung::N,elbeszélés,saga
290,Nachricht::N,hír,frétt
291,Nachricht::N,híradás,frétt
292,Neuigkeit::N,újság,frétt
293,Name::N,név,nafn
294,Rätsel::N,rejtvény,gáta
295,Rede::N,beszéd,ræða
296,Rede::N,szónoklat,ræða
297,Sprache::N,nyelv,mál
298,Sprache::N,nyelv,tungumál
299,Stimme::N,hang,rödd
300,Wort::N,szó,orð
301,Zeichen::N,jel,tákn
302,Zeichen::N,jel,merki
303,Ruf::N,kiáltás,kall
304,Lärm::N,zaj,hávaði
305,Laut::N,hang,hljóð
306,Ton::N,hang,tónn
307,Lied::N,dal,ljóð
308,Lied::N,dal,söngur
309,Lied::N,ének,ljóð
310,Lied::N,ének,söngur
311,Ruhe::N,csend,ró
312,Ruhe::N,csend,kyrrð
313,Ruhe::N,nyugalom,ró
314,Ruhe::N,nyugalom,kyrrð
315,Leute::N,emberek,fólk
316,Volk::N,nép,þjóð
317,Arbeit::N,dolog,vinna
318,Gast::N,vendég,gestur
319,Geschenk::N,ajándék,gjöf
320,Spiel::N,játék,leikur
321,Gesellschaft::N,társaság,selskapur
322,Hilfe::N,segítség,hjálp
323,Freund::N,barát,vinur
324,Kamerad::N,társ,félagi
325,Angelegenheit::N,ügy,mál
326,Angelegenheit::N,ügy,málefni
327,Anzahl::N,szám,tala
328,Anzahl::N,szám,fjöldi
329,Art::N,faj,tegund
330,Art::N,fajta,tegund
331,Stück::N,darab,biti
332,Stück::N,darab,stykki
333,Teil::N,rész,hluti
334,Teil::N,rész,partur
335,Hälfte::N,fél,helmingur
336,Kreis::N,kör,hringur
337,Kreuz::N,kereszt,kross
338,Kreuz::N,kereszt,krossmark
339,Linie::N,vonal,lína
340,Strich::N,vonás,strik
341,Abstand::N,köz,millibil
342,Entfernung::N,távolság,fjarlægð
343,Gegend::N,táj,hérað
344,Gegend::N,vidék,hérað
345,Platz::N,hely,pláss
346,Ort::N,hely,staður
347,Seite::N,fél,hlið
348,Seite::N,oldal,hlið
349,Mitte::N,közép,miðja
350,Gegenstand::N,tárgy,hlutur
351,Sache::N,dolog,mál
352,Rand::N,szél,brún
353,Rand::N,perem,brún
354,Rand::N,szegély,brún
355,Kante::N,él,rönd
356,Ecke::N,sarok,horn
357,Ecke::N,szöglet,horn
358,Spitze::N,csúcs,oddur
359,Ende::N,vég,endi
360,Loch::N,lyuk,gat
361,Loch::N,lyuk,hola
362,Winkel::N,szög,skot
363,Winkel::N,szög,krókur
364,Muster::N,minta,munstur
365,Größe::N,nagyság,stærð
366,Länge::N,hossz,lengd
367,Länge::N,hosszúság,lengd
368,Höhe::N,magasság,hæð
369,Gewicht::N,súly,vigt
370,Gewicht::N,súly,þyngd
371,Menge::N,sokaság,magn
372,Menge::N,mennyiség,magn
373,Haufen::N,halom,hrúga
374,Haufen::N,halom,haugur
375,Reihe::N,sor,röð
376,Boot::N,csónak,bátur
377,Ruder::N,evező,ár
378,Schlitten::N,szánkó,sleði
379,Ski::N,sí,skíði
380,Lagerfeuer::N,tábortűz,varðeldur
381,Last::N,teher,byrði
382,Last::N,teher,farmur
383,Gang::N,járás,ganga
384,Schritt::N,lépés,skref
385,Norden::N,észak,norður
386,Süden::N,dél,suður
387,Westen::N,nyugat,vestur
388,Osten::N,kelet,austur
389,Holz::N,fa,viður
390,Brett::N,deszka,fjöl
391,Platte::N,lap,flötur
392,Platte::N,lemez,flötur
393,Stütze::N,támasz,stoð
394,Stütze::N,támaszték,stoð
395,Stange::N,rúd,stöng
396,Stange::N,pózna,stöng
397,Stock::N,pálca,prik
398,Stock::N,pálca,stafur
399,Stab::N,bot,prik
400,Stab::N,bot,stafur
401,Rohr::N,cső,rör
402,Rohr::N,cső,pípa
403,Haus::N,ház,hús
404,Heim::N,otthon,heimili
405,Ofen::N,kályha,ofn
406,Fußboden::N,padló,gólf
407,Tisch::N,asztal,borð
408,Stuhl::N,szék,stóll
409,Wiege::N,bölcső,vagga
410,Bett::N,ágy,rúm
411,Bett::N,ágy,hvíla
412,Regal::N,polc,hilla
413,Regal::N,állvány,hilla
414,Kiste::N,láda,kassi
415,Fenster::N,ablak,gluggi
416,Tür::N,ajtó,dyr
417,Tür::N,ajtó,hurð
418,Tor::N,kapu,hlið
419,Zaun::N,kerítés,girðing
420,Zaun::N,kerítés,limgarður
421,Dach::N,tető,þak
422,Leiter::N,létra,stigi
423,Besen::N,seprű,sópur
424,Spaten::N,ásó,spaði
425,Schaufel::N,lapát,skófla
426,Gabel::N,villa,gaffall
427,Löffel::N,kanál,skeið
428,Messer::N,kés,hnífur
429,Nagel::N,szeg,nögl
430,Netz::N,háló,net
431,Haken::N,kampó,krókur
432,Griff::N,nyél,tak
433,Griff::N,fogantyú,tak
434,Schloss::N,zár,lás
435,Bild::N,kép,mynd
436,Figur::N,alak,stytta
437,Puppe::N,bábu,brúða
438,Beutel::N,zacskó,poki
439,Beutel::N,zacskó,baggi
440,Bündel::N,köteg,böggull
441,Tasche::N,táska,veski
442,Eimer::N,vödör,fata
443,Deckel::N,fedő,lok
444,Deckel::N,fedél,lok
445,Geschirr::N,edény,leirtau
446,Sack::N,zsák,sekkur
447,Tasse::N,csésze,bolli
448,Topf::N,fazék,pottur
449,Kessel::N,üst,ketill
450,Kessel::N,bogrács,ketill
451,Essen::N,evés,matur
452,Essen::N,étkezés,matur
453,Nahrung::N,ennivaló,fæða
454,Speise::N,étel,réttur
455,Speise::N,étel,matarréttur
456,Fleisch::N,hús,kjöt
457,Getreide::N,gabona,korn
458,Brei::N,pép,grautur
459,Brei::N,kása,grautur
460,Brot::N,kenyér,brauð
461,Scheibe::N,szelet,sneið
462,Fett::N,háj,fita
463,Fett::N,zsír,fita
464,Butter::N,vaj,smjör
465,Öl::N,olaj,olía
466,Salz::N,só,salt
467,Suppe::N,leves,súpa
468,Honig::N,méz,hunang
469,Milch::N,tej,mjólk
470,Tee::N,tea,te
471,Leder::N,bőr,skinn
472,Wolle::N,gyapjú,ull
473,Stoff::N,szövet,dúkur
474,Nadel::N,tű,nál
475,Faden::N,fonál,þráður
476,Knopf::N,gomb,tala
477,Knopf::N,gomb,hnappur
478,Knoten::N,csomó,hnútur
479,Farbe::N,szín,málning
480,Farbe::N,festék,málning
481,Kleidung::N,ruha,búningur
482,Kleidung::N,ruha,klæðnaður
483,Kleidung::N,ruházat,búningur
484,Kleidung::N,ruházat,klæðnaður
485,Hemd::N,ing,skyrta
486,Kragen::N,gallér,kragi
487,Kragen::N,gallér,flibbi
488,Ärmel::N,ujj,ermi
489,Hose::N,gatya,buxur
490,Hose::N,nadrág,buxur
491,Gürtel::N,öv,belti
492,Mütze::N,sapka,húfa
493,Schuh::N,cipő,skór
494,Stiefel::N,csizma,stígvél
495,Ring::N,gyűrű,hringur
496,Band::N,szalag,band
497,Kamm::N,fésű,greiða
498,Spiegel::N,tükör,spegill
499,Riemen::N,szíj,ól
500,Riemen::N,szíj,reim
501,Schnur::N,zsinór,snúra
502,Leine::N,póráz,band
503,Decke::N,takaró,teppi
504,Kissen::N,párna,koddi
505,Tuch::N,kendő,klútur
506,Handtuch::N,törülköző,þurrka
507,Handtuch::N,törülköző,handklæði
508,Kraft::N,erő,afl
509,Kraft::N,erő,kraftur
510,Stärke::N,erő,styrkur
511,Stärke::N,erősség,styrkur
512,Gesundheit::N,egészség,heilsa
513,Gesundheit::N,egészség,heilbrigði
514,Krankheit::N,kór,sjúkdómur
515,Krankheit::N,betegség,sjúkdómur
516,Schmerz::N,fájdalom,sársauki
517,Wunde::N,seb,sár
518,Fieber::N,láz,hitasótt
519,Arznei::N,orvosság,lyf
520,Arznei::N,gyógyszer,lyf
521,Brücke::N,híd,brú
522,Brunnen::N,kút,brunnur
523,Weide::N,legelő,hagi
524,Pfad::N,ösvény,stígur
525,Weg::N,út,vegur
526,Straße::N,út,gata
527,Straße::N,út,stræti
528,Dorf::N,falu,þorp
529,Stadt::N,város,borg
530,Brief::N,levél,bréf
531,Buch::N,könyv,bók
532,Buchstabe::N,betű,bókstafur
533,Zeitung::N,újság,dagblað
534,Zeitung::N,hírlap,dagblað
535,Leben::N,élet,líf
536,Tod::N,halál,dauði
537,Grab::N,sír,gröf
538,Kirche::N,templom,kirkja
539,Sünde::N,bűn,synd
540,Sünde::N,vétek,synd
541,Gott::N,isten,guð
542,Arbeiter::N,munkás,verkamaður
543,Chef::N,főnök,yfirmaður
544,Meister::N,mester,meistari
545,Arzt::N,orvos,læknir
546,Lehrer::N,tanár,kennari
547,Lehrer::N,tanító,kennari
548,Geld::N,pénz,peningar
549,Geschäft::N,üzlet,viðskipti
550,Laden::N,bolt,búð
551,Laden::N,bolt,verslun
552,Preis::N,ár,verð
553,Ware::N,áru,vara
554,Nutzen::N,haszon,gagn
555,Reichtum::N,gazdagság,auður
556,Welt::N,világ,veröld
557,Land::N,ország,land
558,Staat::N,állam,ríki
559,König::N,király,konungur
560,Macht::N,hatalom,vald
561,Grenze::N,határ,landamæri
562,Krieg::N,háború,stríð
563,Feind::N,ellenség,fjandmaður
564,Gewalt::N,erőszak,ofbeldi
565,Kampf::N,harc,bardagi
566,Bogen[Waffe]::N,íj,bogi
567,Pfeil::N,nyíl,ör
568,Gewehr::N,puska,byssa
569,Gewehr::N,fegyver,byssa
570,Fehler::N,hiba,villa
571,Lüge::N,hazugság,lygi
572,Schaden::N,kár,skemmd
573,Unglück::N,csapás,óhamingja
574,Unglück::N,balszerencse,óhamingja
575,Schuld::N,bűn,sök
576,Alter::N,kor,aldur
577,Schluss::N,vég,lok
578,Schluss::N,vég,endir
579,Schluss::N,befejezés,lok
580,Schluss::N,befejezés,endir
581,Zeit::N,idő,tími
582,Tag::N,nap,dagur
583,Morgen::N,reggel,morgunn
584,Mittag::N,dél,hádegi
585,Abend::N,este,kvöld
586,Nacht::N,éj,nótt
587,Nacht::N,éjszaka,nótt
588,Woche::N,hét,vika
589,Monat::N,hó,mánuður
590,Monat::N,hónap,mánuður
591,Jahr::N,év,ár
592,Frühling::N,tavasz,vor
593,Sommer::N,nyár,sumar
594,Herbst::N,ősz,haust
595,Winter::N,tél,vetur
596,Januar::N,január,janúar
597,Februar::N,február,február
598,März::N,március,mars
599,April::N,április,apríl
600,Mai::N,május,maí
601,Juni::N,június,júní
602,Juli::N,július,júlí
603,August::N,augusztus,ágúst
604,September::N,szeptember,september
605,Oktober::N,október,október
606,November::N,november,nóvember
607,Dezember::N,december,desember
608,Montag::N,hétfő,mánudagur
609,Dienstag::N,kedd,þriðjudagur
610,Mittwoch::N,szerda,miðvikudagur
611,Donnerstag::N,csütörtök,fimmtudagur
612,Freitag::N,péntek,föstudagur
613,Samstag::N,szombat,laugardagur
614,Sonntag::N,vasárnap,sunnudagur
615,groß::A,nagy,stór
616,klein::A,pici,lítill
617,klein::A,kicsi,lítill
618,lang::A,hosszú,langur
619,kurz::A,rövid,stuttur
620,breit::A,széles,breiður
621,schmal::A,keskeny,mjór
622,dicht::A,sűrű,þéttur
623,dick[Gegenstand]::A,vastag,þykkur
624,dünn::A,vékony,þunnur
625,fein::A,vékony,fíngerður
626,fest::A,szilárd,fastur
627,flach::A,sík,flatur
628,flach::A,lapos,flatur
629,glatt::A,sima,háll
630,glatt::A,sima,sléttur
631,hart::A,kemény,harður
632,weich::A,puha,mjúkur
633,rund::A,kerek,kringlóttur
634,spitz::A,hegyes,oddhvass
635,scharf::A,éles,beittur
636,stumpf::A,tompa,bitlaus
637,stumpf::A,életlen,bitlaus
638,schwer::A,nehéz,þungur
639,schwer::A,súlyos,þungur
640,schön::A,szép,fagur
641,schön::A,szép,fallegur
642,heiß::A,forró,heitur
643,warm::A,meleg,hlýr
644,warm::A,meleg,heitur
645,kalt::A,hideg,kaldur
646,kühl::A,hűs,svalur
647,kühl::A,hűvös,svalur
648,frisch::A,üde,frískur
649,frisch::A,friss,frískur
650,feucht::A,nedves,rakur
651,feucht::A,nedves,þvalur
652,nass::A,vizes,votur
653,nass::A,vizes,blautur
654,trocken::A,száraz,þurr
655,voll::A,telt,fullur
656,leer::A,üres,tómur
657,offen::A,nyílt,opinn
658,offen::A,nyitott,opinn
659,geschlossen::A,zárt,lokaður
660,geschlossen::A,csukott,lokaður
661,sauber::A,tiszta,þrifinn
662,schmutzig::A,piszkos,óhreinn
663,schmutzig::A,piszkos,sóðalegur
664,schmutzig::A,szennyes,óhreinn
665,schmutzig::A,szennyes,sóðalegur
666,roh::A,nyers,hrár
667,reif::A,érett,þroskaður
668,lecker::A,finom,ljúffengur
669,süß::A,édes,sætur
670,bitter::A,keserű,beiskur
671,sauer::A,savanyú,súr
672,hell::A,világos,bjartur
673,dunkel::A,sötét,dimmur
674,schwarz::A,fekete,svartur
675,weiß::A,fehér,hvítur
676,rot::A,vörös,rauður
677,gelb::A,sárga,gulur
678,blau::A,kék,blár
679,grün::A,zöld,grænn
680,grau::A,ősz,grár
681,grau::A,szürke,grár
682,bunt::A,tarka,marglitur
683,bunt::A,színes,marglitur
684,billig::A,olcsó,ódýr
685,teuer::A,drága,dýr
686,wertvoll::A,értékes,verðmætur
687,blind::A,vak,blindur
688,taub::A,süket,heyrnarlaus
689,kräftig::A,erős,öflugur
690,stark::A,erős,sterkur
691,schwach::A,gyenge,veill
692,schwach::A,erőtlen,veill
693,fett::A,hájas,feitur
694,schlank::A,karcsú,grannur
695,schlank::A,karcsú,spengilegur
696,hübsch::A,csinos,snotur
697,hübsch::A,csinos,laglegur
698,böse::A,rossz,illur
699,böse::A,rossz,vondur
700,böse::A,gonosz,illur
701,böse::A,gonosz,vondur
702,dumm::A,buta,heimskur
703,dumm::A,ostoba,heimskur
704,faul::A,lusta,latur
705,fleißig::A,szorgalmas,iðinn
706,geizig::A,fukar,nískur
707,geizig::A,fösvény,nískur
708,klug::A,okos,hygginn
709,klug::A,eszes,hygginn
710,geschickt::A,ügyes,fimur
711,geschickt::A,ügyes,laginn
712,lieb::A,drága,kær
713,lieb::A,drága,ljúfur
714,lieb::A,kedves,kær
715,lieb::A,kedves,ljúfur
716,lustig::A,víg,kátur
717,lustig::A,vidám,kátur
718,sanft::A,enyhe,blíður
719,hungrig::A,éhes,soltinn
720,hungrig::A,éhes,hungraður
721,krank::A,beteg,sjúkur
722,nackt::A,csupasz,nakinn
723,nackt::A,meztelen,nakinn
724,traurig::A,bús,dapur
725,traurig::A,bús,hryggur
726,traurig::A,szomorú,dapur
727,traurig::A,szomorú,hryggur
728,lebendig::A,élő,lifandi
729,gut::A,jó,góður
730,schlecht::A,rossz,slæmur
731,schlecht::A,rossz,lélegur
732,richtig::A,helyes,réttur
733,schlimm::A,rossz,slæmur
734,wahr::A,igaz,sannur
735,alt::A,ó,gamall
736,alt::A,régi,gamall
737,neu::A,új,nýr
738,ehemalig::A,volt,fyrrverandi
739,ehemalig::A,egykori,fyrrverandi
740,alt[Lebewesen]::A,öreg,gamall
741,jung::A,fiatal,ungur
742,arm::A,szegény,vesall
743,arm::A,szegény,fátækur
744,reich::A,gazdag,ríkur
745,reich::A,gazdag,auðugur
746,bekannt::A,ismert,kunnugur
747,bekannt::A,ismeretes,kunnugur
748,berühmt::A,híres,frægur
749,fremd::A,idegen,framandi
750,fremd::A,idegen,ókunnugur
751,verschieden::A,különböző,ýmis
752,nah::A,közeli,nálægur
753,fern::A,távoli,fjarri
754,fern::A,távoli,fjarlægur
755,linker::A,bal,vinstri
756,rechter::A,jobb,hægri
757,anderer::A,más,annar
758,anderer::A,másik,annar
759,erster::A,első,fyrsti
760,zweiter::A,második,annar
761,dritter::A,harmadik,þriðji
762,letzter::A,utolsó,síðasti
763,allein::ADV,egyedül,einn
764,allein::ADV,egyedül,aleinn
765,auf einmal::ADV,egyszerre,allt í einu
766,zusammen::ADV,együtt,saman
767,zusammen::ADV,összesen,saman
768,lange::ADV,sokáig,lengi
769,lange::ADV,hosszan,lengi
770,plötzlich::ADV,hirtelen,skyndilega
771,plötzlich::ADV,egyszerre,skyndilega
772,sofort::ADV,rögtön,strax
773,sofort::ADV,rögtön,þegar í stað
774,sofort::ADV,tüstént,strax
775,sofort::ADV,tüstént,þegar í stað
776,später::ADV,későn,seinna
777,jetzt::ADV,most,nú
778,jetzt::ADV,most,núna
779,heute::ADV,ma,í dag
780,morgen::ADV,holnap,á morgun
781,bald::ADV,majd,brátt
782,bald::ADV,majd,bráðum
783,bald::ADV,nemsokára,brátt
784,bald::ADV,nemsokára,bráðum
785,dann::ADV,akkor,svo
786,dann::ADV,akkor,síðan
787,gestern::ADV,tegnap,í gær
788,einst::ADV,hajdan,forðum
789,damals::ADV,akkor,þá
790,damals::ADV,akkor,á þeim tímum
791,damals::ADV,akkoriban,þá
792,damals::ADV,akkoriban,á þeim tímum
793,danach::ADV,azután,á eftir því
794,vorher::ADV,előbb,áður
795,zuerst::ADV,először,fyrst
796,einmal::ADV,egyszer,einu sinni
797,manchmal::ADV,néha,stundum
798,manchmal::ADV,olykor,stundum
799,oft::ADV,sokszor,oft
800,immer::ADV,mindig,alltaf
801,immer::ADV,mindig,sífellt
802,niemals::ADV,sohasem,aldrei
803,hier::ADV,itt,hér
804,hierhin::ADV,erre,hingað
805,von hier::ADV,innen,héðan
806,dort::ADV,ott,þar
807,dort::ADV,ott,þarna
808,dorthin::ADV,oda,þangað
809,geradeaus::ADV,egyenesen,beint áfram
810,vorwärts::ADV,előre,áfram
811,rückwärts::ADV,hátrafelé,aftur á bak
812,zurück::ADV,hátra,aftur
813,zurück::ADV,hátra,til baka
814,zurück::ADV,vissza,aftur
815,zurück::ADV,vissza,til baka
816,unten::ADV,alul,niðri
817,unten::ADV,alul,fyrir neðan
818,hinab::ADV,le,niður
819,hinab::ADV,le,niður eftir
820,hinab::ADV,lefelé,niður
821,hinab::ADV,lefelé,niður eftir
822,oben::ADV,fenn,uppi
823,oben::ADV,felül,uppi
824,hinauf::ADV,fel,upp
825,hinauf::ADV,fel,upp eftir
826,hinauf::ADV,felfelé,upp
827,hinauf::ADV,felfelé,upp eftir
828,überall::ADV,mindenütt,alls staðar
829,nicht::ADV,nem,ekki
830,ein wenig::ADV,egy kicsit,dálítið
