,Concept_ID,sl,sl
97,Regenbogen::N,mávrica,mávrica
98,Donner::N,gròm,gròm
99,Strömung::N,strúja,strúja
100,Tropfen::N,káplja,káplja
101,Schaum::N,péna,péna
102,Schmutz::N,nesnága,nesnága
103,See::N,jézero,jézero
104,Sumpf::N,močvírje,močvírje
105,Moor::N,bárje,bárje
106,Wiese::N,trávnik,trávnik
107,Wald::N,lés,lés
108,Wald::N,lés,gòzd
109,Wald::N,gòzd,lés
110,Wald::N,gòzd,gòzd
111,Hügel::N,brég,brég
112,Hügel::N,brég,goríca
113,Hügel::N,goríca,brég
114,Hügel::N,goríca,goríca
115,Anhöhe::N,gríč,gríč
116,Anhöhe::N,gríč,višína
117,Anhöhe::N,višína,gríč
118,Anhöhe::N,višína,višína
119,Berg::N,gôra,gôra
120,Berg::N,gôra,planína
121,Berg::N,planína,gôra
122,Berg::N,planína,planína
123,Gipfel::N,vŕh,vŕh
124,Höhle::N,jáma,jáma
125,Höhle::N,jáma,votlína
126,Höhle::N,votlína,jáma
127,Höhle::N,votlína,votlína
128,Abhang::N,pobóčje,pobóčje
129,Quelle::N,izvír,izvír
130,Bach::N,pôtok,pôtok
131,Fluss::N,réka,réka
132,Ufer::N,brég,brég
133,Küste::N,obála,obála
134,Küste::N,obála,obréžje
135,Küste::N,obréžje,obála
136,Küste::N,obréžje,obréžje
137,Festland::N,celína,celína
138,Festland::N,celína,kopnína
139,Festland::N,kopnína,celína
140,Festland::N,kopnína,kopnína
141,Meer::N,mórje,mórje
142,Bucht::N,zalív,zalív
143,Insel::N,ôtok,ôtok
144,Blume::N,cvetlíca,cvetlíca
145,Gras::N,tráva,tráva
146,Wurzel::N,korenína,korenína
147,Baum::N,drevó,drevó
148,Stamm::N,dêblo,dêblo
149,Rinde::N,lúbje,lúbje
150,Rinde::N,lúbje,skórja
151,Rinde::N,skórja,lúbje
152,Rinde::N,skórja,skórja
153,Ast::N,véja,véja
154,Zweig::N,véja,véja
155,Blatt::N,líst,líst
156,Birke::N,bréza,bréza
157,Kiefer[Baum]::N,bòr,bòr
158,Weide[Baum]::N,vŕba,vŕba
159,Tanne::N,hója,hója
160,Horn::N,róg,róg
161,Feder::N,peró,peró
162,Fell::N,kŕzno,kŕzno
163,Flügel::N,krílo,krílo
164,Klaue::N,párkelj,párkelj
165,Kralle::N,krémpelj,krémpelj
166,Schwanz::N,rèp,rèp
167,Ei::N,jájce,jájce
168,Nest::N,gnézdo,gnézdo
169,Bau::N,brlòg,brlòg
170,Tier::N,živál,živál
171,Herde::N,čréda,čréda
172,Kuh::N,kráva,kráva
173,Bulle::N,bìk,bìk
174,Pferd::N,kònj,kònj
175,Schaf::N,ôvca,ôvca
176,Schwein::N,svínja,svínja
177,Hund::N,pès,pès
178,Katze::N,máčka,máčka
179,Bär::N,mêdved,mêdved
180,Eichhörnchen::N,véverica,véverica
181,Elch::N,lós,lós
182,Fuchs::N,lisíca,lisíca
183,Hase::N,zájec,zájec
184,Maus::N,mìš,mìš
185,Wolf::N,vólk,vólk
186,Vogel::N,ptìč,ptìč
187,Vogel::N,ptìč,ptíca
188,Vogel::N,ptíca,ptìč
189,Vogel::N,ptíca,ptíca
190,Schwarm::N,játa,játa
191,Huhn::N,kokóš,kokóš
192,Hahn::N,petêlin,petêlin
193,Gans::N,gós,gós
194,Adler::N,ôrel,ôrel
195,Ente::N,ráca,ráca
196,Eule::N,sôva,sôva
197,Kranich::N,žerjàv,žerjàv
198,Krähe::N,vrána,vrána
199,Kuckuck::N,kúkavica,kúkavica
200,Schwan::N,labód,labód
201,Fisch::N,ríba,ríba
202,Barsch::N,ostríž,ostríž
203,Hecht::N,ščúka,ščúka
204,Schlange[Tier]::N,káča,káča
205,Wurm::N,čr̀v,čr̀v
206,Wurm::N,čr̀v,glísta
207,Wurm::N,glísta,čr̀v
208,Wurm::N,glísta,glísta
209,Spinne::N,pájek,pájek
210,Ameise::N,mrávlja,mrávlja
211,Laus::N,úš,úš
212,Mücke::N,komár,komár
213,Fliege::N,múha,múha
214,Schmetterling::N,metúlj,metúlj
215,Beere::N,jágoda,jágoda
216,Apfel::N,jábolko,jábolko
217,Pilz::N,góba,góba
218,Zwiebel::N,čebúla,čebúla
219,Saat::N,séme,séme
220,Korn::N,zŕno,zŕno
221,Heu::N,senó,senó
222,Schale::N,lupína,lupína
223,Grube::N,jáma,jáma
224,Falle::N,pást,pást
225,Schlinge::N,zánka,zánka
226,Schlinge::N,zánka,pêtlja
227,Schlinge::N,pêtlja,zánka
228,Schlinge::N,pêtlja,pêtlja
229,Spur::N,sléd,sléd
230,Asche::N,pepél,pepél
231,Dreck::N,bláto,bláto
232,Eisen::N,želézo,želézo
233,Gold::N,zlató,zlató
234,Silber::N,srebró,srebró
235,Kohle::N,ógel,ógel
236,Glas::N,stêklo,stêklo
237,Lehm::N,ílo,ílo
238,Sand::N,pések,pések
239,Mensch::N,člôvek,člôvek
240,Mann::N,móž,móž
241,Mann::N,móž,môški
242,Mann::N,môški,móž
243,Mann::N,môški,môški
244,Frau::N,gospá,gospá
245,Frau::N,gospá,žénska
246,Frau::N,žénska,gospá
247,Frau::N,žénska,žénska
248,Kind::N,déte,déte
249,Kind::N,déte,otròk
250,Kind::N,otròk,déte
251,Kind::N,otròk,otròk
252,Junge::N,fànt,fànt
253,Junge::N,fànt,déček
254,Junge::N,déček,fànt
255,Junge::N,déček,déček
256,Mädchen::N,deklè,deklè
257,Mädchen::N,deklè,déklica
258,Mädchen::N,déklica,deklè
259,Mädchen::N,déklica,déklica
260,Familie::N,družína,družína
261,Großvater::N,dèd,dèd
262,Großvater::N,dèd,dédek
263,Großvater::N,dédek,dèd
264,Großvater::N,dédek,dédek
265,Großmutter::N,bábica,bábica
266,Eltern::N,stárši,stárši
267,Vater::N,ôče,ôče
268,Mutter::N,máma,máma
269,Sohn::N,sín,sín
270,Tochter::N,hčí,hčí
271,Tochter::N,hčí,hčérka
272,Tochter::N,hčérka,hčí
273,Tochter::N,hčérka,hčérka
274,Bruder::N,bràt,bràt
275,Schwester::N,sêstra,sêstra
276,Onkel::N,újec,újec
277,Onkel::N,újec,stríc
278,Onkel::N,stríc,újec
279,Onkel::N,stríc,stríc
280,Tante::N,têta,têta
281,Tante::N,têta,strína
282,Tante::N,strína,têta
283,Tante::N,strína,strína
284,Ehemann::N,móž,móž
285,Ehemann::N,móž,sopróg
286,Ehemann::N,sopróg,móž
287,Ehemann::N,sopróg,sopróg
288,Ehefrau::N,žêna,žêna
289,Ehefrau::N,žêna,sopróga
290,Ehefrau::N,sopróga,žêna
291,Ehefrau::N,sopróga,sopróga
292,Freude::N,rádost,rádost
293,Freude::N,rádost,vesêlje
294,Freude::N,vesêlje,rádost
295,Freude::N,vesêlje,vesêlje
296,Gelächter::N,sméh,sméh
297,Gelächter::N,sméh,grohòt
298,Gelächter::N,grohòt,sméh
299,Gelächter::N,grohòt,grohòt
300,Glück::N,sréča,sréča
301,Kummer::N,gorjé,gorjé
302,Wunsch::N,žêlja,žêlja
303,Lust::N,poželênje,poželênje
304,Geist::N,dúša,dúša
305,Gedanke::N,mísel,mísel
306,Gedächtnis::N,pámet,pámet
307,Sinn::N,pomèn,pomèn
308,Sinn::N,pomèn,smísel
309,Sinn::N,smísel,pomèn
310,Sinn::N,smísel,smísel
311,Grund::N,vzròk,vzròk
312,Wahrheit::N,resníca,resníca
313,Gespräch::N,pogóvor,pogóvor
314,Märchen::N,právljica,právljica
315,Erzählung::N,povést,povést
316,Nachricht::N,sporočílo,sporočílo
317,Neuigkeit::N,novóst,novóst
318,Name::N,imé,imé
319,Rätsel::N,ugánka,ugánka
320,Rede::N,góvor,góvor
321,Sprache::N,jêzik,jêzik
322,Stimme::N,glás,glás
323,Wort::N,beséda,beséda
324,Zeichen::N,znák,znák
325,Ruf::N,klíc,klíc
326,Lärm::N,hrúp,hrúp
327,Lärm::N,hrúp,trúšč
328,Lärm::N,trúšč,hrúp
329,Lärm::N,trúšč,trúšč
330,Laut::N,glás,glás
331,Ton::N,tón,tón
332,Lied::N,pésem,pésem
333,Ruhe::N,pokòj,pokòj
334,Leute::N,ljudjé,ljudjé
335,Volk::N,národ,národ
336,Arbeit::N,délo,délo
337,Gast::N,gòst,gòst
338,Geschenk::N,darílo,darílo
339,Spiel::N,ígra,ígra
340,Gesellschaft::N,drúžba,drúžba
341,Hilfe::N,pomóč,pomóč
342,Freund::N,prijátelj,prijátelj
343,Kamerad::N,továriš,továriš
344,Angelegenheit::N,zadéva,zadéva
345,Anzahl::N,števílo,števílo
346,Art::N,vŕsta,vŕsta
347,Stück::N,kós,kós
348,Teil::N,dél,dél
349,Hälfte::N,polovíca,polovíca
350,Kreis::N,króg,króg
351,Kreis::N,króg,kolobár
352,Kreis::N,kolobár,króg
353,Kreis::N,kolobár,kolobár
354,Kreuz::N,kríž,kríž
355,Linie::N,próga,próga
356,Strich::N,čŕta,čŕta
357,Abstand::N,preslédek,preslédek
358,Entfernung::N,oddáljenost,oddáljenost
359,Gegend::N,kràj,kràj
360,Gegend::N,kràj,dežêla
361,Gegend::N,dežêla,kràj
362,Gegend::N,dežêla,dežêla
363,Platz::N,prôstor,prôstor
364,Ort::N,mésto,mésto
365,Seite::N,bòk,bòk
366,Seite::N,bòk,strán
367,Seite::N,strán,bòk
368,Seite::N,strán,strán
369,Mitte::N,sredína,sredína
370,Gegenstand::N,prédmet,prédmet
371,Sache::N,réč,réč
372,Sache::N,réč,stvár
373,Sache::N,stvár,réč
374,Sache::N,stvár,stvár
375,Rand::N,kràj,kràj
376,Kante::N,rób,rób
377,Ecke::N,vogál,vogál
378,Spitze::N,óst,óst
379,Ende::N,kônec,kônec
380,Loch::N,lúknja,lúknja
381,Winkel::N,kót,kót
382,Muster::N,vzórec,vzórec
383,Größe::N,veličína,veličína
384,Länge::N,dolžína,dolžína
385,Höhe::N,vršína,vršína
386,Gewicht::N,téža,téža
387,Menge::N,količína,količína
388,Haufen::N,kùp,kùp
389,Haufen::N,kùp,kopíca
390,Haufen::N,kopíca,kùp
391,Haufen::N,kopíca,kopíca
392,Reihe::N,níz,níz
393,Reihe::N,níz,vŕsta
394,Reihe::N,vŕsta,níz
395,Reihe::N,vŕsta,vŕsta
396,Boot::N,čóln,čóln
397,Ruder::N,vêslo,vêslo
398,Schlitten::N,saní,saní
399,Ski::N,smučí,smučí
400,Lagerfeuer::N,táborni ôgenj,táborni ôgenj
401,Last::N,tôvor,tôvor
402,Gang::N,hòd,hòd
403,Schritt::N,korák,korák
404,Norden::N,séver,séver
405,Süden::N,júg,júg
406,Westen::N,zapàd,zapàd
407,Osten::N,vzhòd,vzhòd
408,Holz::N,lés,lés
409,Brett::N,deskà,deskà
410,Platte::N,plôča,plôča
411,Stütze::N,opóra,opóra
412,Stütze::N,opóra,zaslómba
413,Stütze::N,zaslómba,opóra
414,Stütze::N,zaslómba,zaslómba
415,Stange::N,gréd,gréd
416,Stock::N,pálica,pálica
417,Stab::N,pálica,pálica
418,Rohr::N,cév,cév
419,Haus::N,híša,híša
420,Heim::N,dóm,dóm
421,Ofen::N,péč,péč
422,Fußboden::N,pòd,pòd
423,Tisch::N,míza,míza
424,Stuhl::N,stòl,stòl
425,Wiege::N,zíbel,zíbel
426,Bett::N,póstelja,póstelja
427,Regal::N,políca,políca
428,Kiste::N,zabòj,zabòj
429,Fenster::N,ôkno,ôkno
430,Tür::N,vráta,vráta
431,Tor::N,velíka vráta,velíka vráta
432,Zaun::N,ográja,ográja
433,Dach::N,stréha,stréha
434,Leiter::N,léstev,léstev
435,Besen::N,mêtla,mêtla
436,Spaten::N,lopáta,lopáta
437,Schaufel::N,lopáta,lopáta
438,Gabel::N,vílice,vílice
439,Löffel::N,žlíca,žlíca
440,Messer::N,nòž,nòž
441,Nagel::N,žebèlj,žebèlj
442,Netz::N,mréža,mréža
443,Haken::N,kljúka,kljúka
444,Griff::N,ročáj,ročáj
445,Griff::N,ročáj,oprijèm
446,Griff::N,oprijèm,ročáj
447,Griff::N,oprijèm,oprijèm
448,Schloss::N,ključávnica,ključávnica
449,Bild::N,slíka,slíka
450,Figur::N,figúra,figúra
451,Figur::N,figúra,postáva
452,Figur::N,postáva,figúra
453,Figur::N,postáva,postáva
454,Puppe::N,lútka,lútka
455,Beutel::N,môšnja,môšnja
456,Bündel::N,cúla,cúla
457,Bündel::N,cúla,svéženj
458,Bündel::N,svéženj,cúla
459,Bündel::N,svéženj,svéženj
460,Tasche::N,tórba,tórba
461,Tasche::N,tórba,tobôlec
462,Tasche::N,tobôlec,tórba
463,Tasche::N,tobôlec,tobôlec
464,Eimer::N,vêdro,vêdro
465,Deckel::N,pokròv,pokròv
466,Deckel::N,pokròv,poklópec
467,Deckel::N,poklópec,pokròv
468,Deckel::N,poklópec,poklópec
469,Geschirr::N,posóda,posóda
470,Sack::N,vréča,vréča
471,Tasse::N,skodélica,skodélica
472,Topf::N,lônec,lônec
473,Kessel::N,kôtel,kôtel
474,Essen::N,hrána,hrána
475,Nahrung::N,živílo,živílo
476,Speise::N,jéd,jéd
477,Fleisch::N,mesó,mesó
478,Getreide::N,žíto,žíto
479,Brei::N,káša,káša
480,Brot::N,krùh,krùh
481,Scheibe::N,réženj,réženj
482,Fett::N,mást,mást
483,Fett::N,mást,maščôba
484,Fett::N,maščôba,mást
485,Fett::N,maščôba,maščôba
486,Butter::N,máslo,máslo
487,Öl::N,ólje,ólje
488,Salz::N,sól,sól
489,Suppe::N,júha,júha
490,Honig::N,méd,méd
491,Milch::N,mléko,mléko
492,Tee::N,čáj,čáj
493,Leder::N,úsnje,úsnje
494,Wolle::N,vólna,vólna
495,Stoff::N,blagó,blagó
496,Nadel::N,ígla,ígla
497,Faden::N,nít,nít
498,Knopf::N,gúmb,gúmb
499,Knoten::N,vôzel,vôzel
500,Farbe::N,bárva,bárva
501,Kleidung::N,obléka,obléka
502,Hemd::N,srájca,srájca
503,Kragen::N,ovrátnik,ovrátnik
504,Ärmel::N,rokáv,rokáv
505,Hose::N,hláče,hláče
506,Gürtel::N,pás,pás
507,Mütze::N,kápa,kápa
508,Mütze::N,kápa,čépica
509,Mütze::N,čépica,kápa
510,Mütze::N,čépica,čépica
511,Schuh::N,čévelj,čévelj
512,Stiefel::N,škórenj,škórenj
513,Ring::N,pŕstan,pŕstan
514,Band::N,trák,trák
515,Kamm::N,glavník,glavník
516,Spiegel::N,zrcálo,zrcálo
517,Spiegel::N,zrcálo,ogledálo
518,Spiegel::N,ogledálo,zrcálo
519,Spiegel::N,ogledálo,ogledálo
520,Riemen::N,jêrmen,jêrmen
521,Schnur::N,vŕvca,vŕvca
522,Leine::N,konôpec,konôpec
523,Decke::N,odéja,odéja
524,Kissen::N,blazína,blazína
525,Tuch::N,pŕt,pŕt
526,Tuch::N,pŕt,rúta
527,Tuch::N,rúta,pŕt
528,Tuch::N,rúta,rúta
529,Handtuch::N,brisáča,brisáča
530,Kraft::N,síla,síla
531,Stärke::N,jákost,jákost
532,Gesundheit::N,zdrávje,zdrávje
533,Krankheit::N,bolézen,bolézen
534,Schmerz::N,ból,ból
535,Schmerz::N,ból,bolečína
536,Schmerz::N,bolečína,ból
537,Schmerz::N,bolečína,bolečína
538,Wunde::N,rána,rána
539,Fieber::N,vročína,vročína
540,Arznei::N,lék,lék
541,Arznei::N,lék,zdravílo
542,Arznei::N,zdravílo,lék
543,Arznei::N,zdravílo,zdravílo
544,Brücke::N,móst,móst
545,Brunnen::N,vodnják,vodnják
546,Weide::N,páša,páša
547,Pfad::N,stezà,stezà
548,Weg::N,pót,pót
549,Straße::N,césta,césta
550,Dorf::N,vás,vás
551,Stadt::N,mésto,mésto
552,Brief::N,písmo,písmo
553,Buch::N,knjíga,knjíga
554,Buchstabe::N,čŕka,čŕka
555,Zeitung::N,čásnik,čásnik
556,Leben::N,življênje,življênje
557,Tod::N,smŕt,smŕt
558,Grab::N,gròb,gròb
559,Kirche::N,cérkev,cérkev
560,Sünde::N,gréh,gréh
561,Gott::N,bóg,bóg
562,Arbeiter::N,délavec,délavec
563,Chef::N,šéf,šéf
564,Meister::N,mójster,mójster
565,Arzt::N,zdravník,zdravník
566,Lehrer::N,učítelj,učítelj
567,Geld::N,denár,denár
568,Geschäft::N,kupčíja,kupčíja
569,Laden::N,trgovína,trgovína
570,Preis::N,céna,céna
571,Ware::N,róba,róba
572,Nutzen::N,príd,príd
573,Reichtum::N,bogástvo,bogástvo
574,Welt::N,svét,svét
575,Land::N,dežêla,dežêla
576,Staat::N,držáva,držáva
577,König::N,králj,králj
578,Macht::N,oblást,oblást
579,Grenze::N,mêja,mêja
580,Krieg::N,vôjna,vôjna
581,Feind::N,sovrážnik,sovrážnik
582,Gewalt::N,nasílje,nasílje
583,Kampf::N,bòj,bòj
584,Kampf::N,bòj,bórba
585,Kampf::N,bórba,bòj
586,Kampf::N,bórba,bórba
587,Bogen[Waffe]::N,lók,lók
588,Pfeil::N,puščíca,puščíca
589,Gewehr::N,púška,púška
590,Fehler::N,zmóta,zmóta
591,Lüge::N,láž,láž
592,Schaden::N,okvára,okvára
593,Unglück::N,nesréča,nesréča
594,Schuld::N,krívda,krívda
595,Alter::N,dôba,dôba
596,Schluss::N,kônec,kônec
597,Zeit::N,čàs,čàs
598,Tag::N,dán,dán
599,Morgen::N,jútro,jútro
600,Mittag::N,póldan,póldan
601,Abend::N,večér,večér
602,Nacht::N,nóč,nóč
603,Woche::N,téden,téden
604,Monat::N,mésec,mésec
605,Jahr::N,léto,léto
606,Frühling::N,pomlád,pomlád
607,Sommer::N,polétje,polétje
608,Herbst::N,jesén,jesén
609,Winter::N,zíma,zíma
610,Januar::N,jánuar,jánuar
611,Februar::N,fébruar,fébruar
612,März::N,márec,márec
613,April::N,apríl,apríl
614,Mai::N,máj,máj
615,Juni::N,júnij,júnij
616,Juli::N,júlij,júlij
617,August::N,avgúst,avgúst
618,September::N,septêmber,septêmber
619,Oktober::N,október,október
620,November::N,novêmber,novêmber
621,Dezember::N,decémber,decémber
622,Montag::N,ponedéljek,ponedéljek
623,Dienstag::N,tôrek,tôrek
624,Mittwoch::N,sréda,sréda
625,Donnerstag::N,četŕtek,četŕtek
626,Freitag::N,pétek,pétek
627,Samstag::N,sobóta,sobóta
628,Sonntag::N,nedélja,nedélja
629,groß::A,vêlik,vêlik
630,klein::A,májhen,májhen
631,lang::A,dólg,dólg
632,kurz::A,krátek,krátek
633,breit::A,širòk,širòk
634,schmal::A,ózek,ózek
635,dicht::A,góst,góst
636,dick[Gegenstand]::A,dêbel,dêbel
637,dünn::A,tánek,tánek
638,fein::A,drôben,drôben
639,fest::A,tŕden,tŕden
640,flach::A,plán,plán
641,flach::A,plán,plòsk
642,flach::A,plòsk,plán
643,flach::A,plòsk,plòsk
644,glatt::A,gládek,gládek
645,hart::A,tŕd,tŕd
646,weich::A,mehák,mehák
647,rund::A,okrógel,okrógel
648,spitz::A,šílast,šílast
649,scharf::A,óster,óster
650,stumpf::A,tóp,tóp
651,stumpf::A,tóp,skŕhan
652,stumpf::A,skŕhan,tóp
653,stumpf::A,skŕhan,skŕhan
654,schwer::A,têžek,têžek
655,schön::A,lép,lép
656,schön::A,lép,krásen
657,schön::A,krásen,lép
658,schön::A,krásen,krásen
659,heiß::A,vròč,vròč
660,warm::A,tôpel,tôpel
661,kalt::A,mŕzel,mŕzel
662,kalt::A,mŕzel,hláden
663,kalt::A,hláden,mŕzel
664,kalt::A,hláden,hláden
665,kühl::A,hláden,hláden
666,frisch::A,svéž,svéž
667,feucht::A,vlážen,vlážen
668,nass::A,móker,móker
669,trocken::A,súh,súh
670,voll::A,póln,póln
671,leer::A,prázen,prázen
672,offen::A,odpŕt,odpŕt
673,geschlossen::A,zapŕt,zapŕt
674,sauber::A,číst,číst
675,sauber::A,číst,líčen
676,sauber::A,líčen,číst
677,sauber::A,líčen,líčen
678,schmutzig::A,umázan,umázan
679,roh::A,suròv,suròv
680,reif::A,zrèl,zrèl
681,lecker::A,okúsen,okúsen
682,süß::A,sládek,sládek
683,bitter::A,grenák,grenák
684,sauer::A,kísel,kísel
685,hell::A,svetèl,svetèl
686,dunkel::A,temèn,temèn
687,schwarz::A,čŕn,čŕn
688,weiß::A,bél,bél
689,rot::A,rdèč,rdèč
690,gelb::A,žólt,žólt
691,gelb::A,žólt,rumèn
692,gelb::A,rumèn,žólt
693,gelb::A,rumèn,rumèn
694,blau::A,móder,móder
695,grün::A,zelèn,zelèn
696,grau::A,sív,sív
697,bunt::A,písan,písan
698,billig::A,pocéni,pocéni
699,teuer::A,drág,drág
700,wertvoll::A,dragocén,dragocén
701,blind::A,slép,slép
702,taub::A,glúh,glúh
703,kräftig::A,močán,močán
704,stark::A,ják,ják
705,schwach::A,šíbek,šíbek
706,fett::A,dêbel,dêbel
707,schlank::A,vítek,vítek
708,hübsch::A,lép,lép
709,böse::A,zèl,zèl
710,böse::A,zèl,hudôben
711,böse::A,hudôben,zèl
712,böse::A,hudôben,hudôben
713,dumm::A,glúp,glúp
714,dumm::A,glúp,bédast
715,dumm::A,bédast,glúp
716,dumm::A,bédast,bédast
717,faul::A,lén,lén
718,fleißig::A,marljív,marljív
719,geizig::A,škŕt,škŕt
720,klug::A,pámeten,pámeten
721,geschickt::A,spréten,spréten
722,lieb::A,míl,míl
723,lieb::A,míl,ljúb
724,lieb::A,ljúb,míl
725,lieb::A,ljúb,ljúb
726,lustig::A,vesél,vesél
727,sanft::A,láhek,láhek
728,hungrig::A,láčen,láčen
729,krank::A,bolán,bolán
730,nackt::A,nág,nág
731,traurig::A,túžen,túžen
732,lebendig::A,žív,žív
733,gut::A,dóber,dóber
734,schlecht::A,malopríden,malopríden
735,richtig::A,pravílen,pravílen
736,schlimm::A,húd,húd
737,wahr::A,resníčen,resníčen
738,alt::A,stàr,stàr
739,neu::A,nòv,nòv
740,ehemalig::A,nekdánji,nekdánji
741,alt[Lebewesen]::A,stàr,stàr
742,jung::A,mlád,mlád
743,arm::A,ubóg,ubóg
744,arm::A,ubóg,réven
745,arm::A,réven,ubóg
746,arm::A,réven,réven
747,reich::A,bogàt,bogàt
748,bekannt::A,znán,znán
749,berühmt::A,sláven,sláven
750,berühmt::A,sláven,znamenít
751,berühmt::A,znamenít,sláven
752,berühmt::A,znamenít,znamenít
753,fremd::A,túj,túj
754,verschieden::A,razlíčen,razlíčen
755,nah::A,blížnji,blížnji
756,fern::A,dáleč,dáleč
757,linker::A,lévi,lévi
758,rechter::A,désni,désni
759,anderer::A,drúgi,drúgi
760,erster::A,pŕvi,pŕvi
761,zweiter::A,drúgi,drúgi
762,dritter::A,trétji,trétji
763,letzter::A,poslédnji,poslédnji
764,allein::ADV,sám,sám
765,auf einmal::ADV,obênem,obênem
766,zusammen::ADV,skúpaj,skúpaj
767,lange::ADV,dólgo,dólgo
768,plötzlich::ADV,náglo,náglo
769,plötzlich::ADV,náglo,nenádoma
770,plötzlich::ADV,nenádoma,náglo
771,plötzlich::ADV,nenádoma,nenádoma
772,sofort::ADV,prècej,prècej
773,später::ADV,poznêje,poznêje
774,jetzt::ADV,zdàj,zdàj
775,heute::ADV,dánes,dánes
776,morgen::ADV,jútri,jútri
777,bald::ADV,kmálu,kmálu
778,dann::ADV,nató,nató
779,gestern::ADV,včéraj,včéraj
780,einst::ADV,nékdaj,nékdaj
781,damals::ADV,tedàj,tedàj
782,damals::ADV,tedàj,takràt
783,damals::ADV,takràt,tedàj
784,damals::ADV,takràt,takràt
785,danach::ADV,potèm,potèm
786,vorher::ADV,poprèj,poprèj
787,zuerst::ADV,spŕva,spŕva
788,einmal::ADV,ênkrat,ênkrat
789,manchmal::ADV,včásih,včásih
790,oft::ADV,pogósto,pogósto
791,immer::ADV,védno,védno
792,immer::ADV,védno,zméraj
793,immer::ADV,zméraj,védno
794,immer::ADV,zméraj,zméraj
795,niemals::ADV,nikdàr,nikdàr
796,hier::ADV,tù,tù
797,hier::ADV,tù,túkaj
798,hier::ADV,túkaj,tù
799,hier::ADV,túkaj,túkaj
800,hierhin::ADV,sèmkaj,sèmkaj
801,von hier::ADV,od tú,od tú
802,dort::ADV,tàm,tàm
803,dorthin::ADV,tjà,tjà
804,geradeaus::ADV,rávno napréj,rávno napréj
805,vorwärts::ADV,napréj,napréj
806,rückwärts::ADV,zádaj,zádaj
807,zurück::ADV,nazáj,nazáj
808,unten::ADV,dôli,dôli
