,Concept_ID,ja,kv
819,funkeln::V,ぴかぴか光る,югйовтлыны
820,funkeln::V,ぴかぴか光る,югйӧв-керны
821,lärmen::V,騒ぐ,чавзыны
822,läuten::V,鳴る,диньгыны
823,klingeln::V,鳴る,силькӧтны
824,klirren::V,がらんがらんと鳴る,жольӧтны
825,brausen::V,逆巻く,гуасьны
826,rauschen::V,戦ぐ,кышӧтны
827,klingen::V,鳴る,горавны
828,bellen::V,吠える,увтны
829,bellen::V,吠える,вувтны
830,heulen::V,きゃんきゃん鳴く,уннявны
831,blasen::V,吹く,пӧлявны
832,pfeifen::V,口笛を吹く,пиксыны
833,schreien::V,叫ぶ,айзыны
834,stöhnen::V,うめく,ойзыны
835,stöhnen::V,うめく,ружтыны
836,zittern::V,震える,легьявны
837,leben::V,生きている,овны
838,geboren werden::V,生まれる,шогмыны
839,atmen::V,呼吸する,лолавны
840,trinken::V,飲む,юны
841,essen::V,食べる,сёйны
842,schlucken::V,飲み込む,ньылавны
843,müde werden::V,眠くなる,мыдзны
844,einschlafen::V,寝付く,ланьтны
845,schlafen::V,眠る,узьны
846,aufwachen::V,目が覚める,саймыны
847,aufwachen::V,目が覚める,пальмыны
848,aufstehen::V,起きる,сувтны
849,sich erholen::V,休養する,шоччисьлыны
850,krank werden::V,病気になる,моржитны
851,krank sein::V,病気である,шогавны
852,krank sein::V,病気である,визьӧтны
853,schmerzen::V,痛む,висьны
854,husten::V,咳をする,кашляйтны
855,genesen::V,元気になる,бурдны
856,sterben::V,死ぬ,кувны
857,sterben::V,亡くなる,кувны
858,umkommen::V,死亡する,вийсьыны
859,sich bewegen::V,移動する,локны
860,sich bewegen::V,移動する,ветлӧтны
861,sich rühren::V,動く,вӧрзьӧтчыны
862,sich erheben::V,立ち上がる,сувтны
863,sich setzen::V,座る,пуксьыны
864,hinfallen::V,転ぶ,пӧрласьны
865,laufen::V,歩く,мунны
866,schreiten::V,跨ぐ,тальччавны
867,spazierengehen::V,散歩する,котрасьны
868,eilen::V,急ぐ,тэрмасьны
869,sich beeilen::V,焦る,тэрмасьны
870,sausen::V,疾駆する,вирдавны-котӧртны
871,rennen::V,走る,
872,springen::V,跳ぶ,чеччавны
873,klettern::V,よじ登る,кышасьны
874,schaukeln::V,ぶらんこに乗る,чурликасьны
875,kriechen::V,這う,кыскасьны-мунны
876,schwimmen::V,泳ぐ,вартчыны
877,tauchen::V,潜る,сунгисьны ваӧ
878,rudern::V,漕ぐ,сынны
879,fahren::V,行く,мунны
880,fahren::V,乗車する,мунны
881,fliegen::V,飛ぶ,лэбавны
882,gehen::V,行く,мунны
883,weggehen::V,立ち去る,мунны
884,abfahren::V,出発する,иньдӧтчыны
885,abfahren::V,出発する,мунны
886,anhalten::V,止まる,сувтны
887,hineingehen::V,入る,пырны
888,eintreten::V,中に入る,пырны
889,kommen::V,来る,локны
890,ankommen::V,着く,локны
891,ankommen::V,到着する,локны
892,zurückkommen::V,帰る,бертны
893,zurückkommen::V,帰る,панӧвтсьыны
894,bleiben::V,留まる,кольччыны
895,warten::V,待つ,видзчисьны
896,erwarten::V,期待する,видзчисьны
897,suchen::V,探る,кошшыны
898,finden::V,見つける,адззыны
899,versuchen::V,試す,пондыны
900,versuchen::V,試す,пондӧтны
901,vorbereiten::V,準備する,лӧсьӧтны
902,lieben::V,愛する,милуйтны
903,mögen::V,好きである,радейтны
904,lachen::V,笑う,серавны
905,rühren::V,感情を動かす,сьӧлӧм вӧрзьӧтны
906,weinen::V,泣く,горзыны
907,schimpfen::V,叱る,видчыны
908,sich ärgern::V,怒る,лёкавны
909,sich ärgern::V,腹を立てる,лёкавны
910,sich fürchten::V,怖がる,повны
911,fürchten::V,恐れる,повны
912,fliehen::V,逃げる,пышшыны
913,flüchten::V,逃亡する,пышшыны
914,sehen::V,見る,адззыны
915,anschauen::V,眺める,видзӧтны
916,ansehen::V,見る,видзӧтны
917,hören::V,聞く,кывны
918,zuhören::V,聴く,кывзыны
919,probieren::V,食べてみる,пешлыны
920,riechen::V,気取る,дукавны
921,fühlen::V,感じる,кывны
922,scheinen::V,ように見える,декуйтчыны
923,zu sehen sein::V,見える,тыдавны
924,vernehmen::V,承る,тӧдмавны
925,frieren::V,寒気がする,гегдыны
926,tun::V,する,керны
927,können::V,出来る,вермыны
928,wollen::V,-たい,мӧдны
929,anfangen::V,始める,петны
930,beenden::V,終える,ештӧтны
931,beenden::V,終える,керыштны
932,aufhören::V,止める,дугдыны
933,gelingen::V,成功する,шогмыны
934,geraten::V,当たる,мыччисьны
935,öffnen::V,開く,осьтны
936,öffnen::V,開ける,осьтны
937,schließen::V,閉める,пӧднавны
938,stellen::V,置く,сувтӧтны
939,stellen::V,据える,сувтӧтны
940,setzen::V,座らせる,пуксьӧтны
941,legen::V,置く,пуктыны
942,berühren::V,触る,вӧрзьӧтны
943,berühren::V,触れる,вӧрзьӧтны
944,verbinden::V,結びつける,йитны
945,bedecken::V,覆う,вевттьыны
946,aufhängen::V,掛ける,ӧшӧтны
947,anzünden::V,燃やす,ӧзтыны
948,anzünden::V,火をつける,ӧзтыны
949,aufheben::V,拾う,лэбтыны
950,zurücklassen::V,残す,кольны
951,verlieren::V,無くす,ӧштыны
952,fallen lassen::V,落とす,уськӧтны
953,machen::V,作る,керны
954,herstellen::V,製造する,вӧчны
955,bauen::V,建設する,строитны
956,reparieren::V,直す,вочны
957,reparieren::V,修理する,вочны
958,verbessern::V,改良する,бурсьӧтны
959,ändern::V,変える,вежны
960,graben::V,掘る,гарйыны
961,beugen::V,折る,кусіньтны
962,biegen::V,曲げる,чукыльтыштны
963,drehen::V,回す,бергӧтны
964,wenden::V,裏返す,бергӧтны
965,umdrehen::V,裏返す,бергӧтны
966,heben::V,挙げる,лэбтыны
967,hochheben::V,持ち上げる,лэбтыны
968,ergreifen::V,取り上げる,кватитны
969,halten::V,持つ,видзны
970,drücken::V,押す,личкыны
971,schieben::V,ずらす,тойлавны
972,kratzen::V,引っ掻く,шаркӧтны
973,lecken::V,なめる,нювны
974,beißen::V,噛む,йирны
975,abreißen::V,剝ぎ取る,орӧтны
976,abschneiden::V,切り取る,шӧрыштны
977,abschneiden::V,切り取る,вундыштны
978,binden::V,縛る,гӧрдззыны
979,stecken::V,差し込む,мӧртны
980,brechen::V,破る,жугдыны
981,klopfen::V,とんとん叩く,зукӧтны
982,hauen::V,叩く,желльыны
983,kleben::V,貼る,лякӧтны
984,kleben::V,くっ付ける,лякӧтны
985,reiben::V,擦る,зыртны
986,streichen::V,塗る,мавтны
987,schleifen::V,研ぐ,кыскыны
988,schneiden::V,切る,вундавны
989,rütteln::V,揺さぶる,шатлавны
990,schütteln::V,振る,зыбӧтны
991,schütteln::V,揺さぶる,зыбӧтны
992,schwenken::V,振る,ӧвтны
993,schwenken::V,振る,макайтны
994,schütten::V,注ぐ,кисьтны
995,füllen::V,いっぱいにする,тыртны
996,füllen::V,いっぱいにする,тырсьӧтны
997,einwickeln::V,包む,тубны
998,tragen::V,運ぶ,новйӧтны
999,schleppen::V,引きずる,кыскыны
1000,ziehen::V,引く,кыскыны
1001,aufbewahren::V,預かる,видзны
1002,werfen::V,投げる,шентывлыны
1003,fangen::V,受ける,кутны
1004,packen::V,掴む,кутасьны
1005,packen::V,掴む,кватитны
1006,verstecken::V,隠す,дзебны
1007,teilen::V,分ける,торйӧтны
1008,schicken::V,送る,иньдыны
1009,bringen::V,持って行く,вайны
1010,hinzufügen::V,加える,содтыны
1011,bekommen::V,得る,получитны
1012,erhalten::V,受ける,получитны
1013,nehmen::V,取る,босьтны
1014,wählen::V,選ぶ,бӧрйыны
1015,auswählen::V,選ぶ,бӧрйыны
1016,bewahren::V,保存する,видзны
1017,behindern::V,妨害する,падтыны
1018,verderben::V,台無しにする,изводавны
1019,beschädigen::V,損傷する,паздыны
1020,zerbrechen::V,割る,паздыны
1021,zerreißen::V,引き裂く,косявны
1022,zerstören::V,破壊する,паздыны
1023,verbrennen::V,焼く,сотны
1024,geben::V,上げる,сетны
1025,reichen::V,渡す,сетны
1026,schenken::V,贈る,козьнавны
1027,versprechen::V,約束する,кӧсйыны
1028,wünschen::V,望む,бурсьыны
1029,loben::V,褒める,ошкыны
1030,küssen::V,キスする,окавны
1031,wiegen::V,揺する,тюттьӧтны
1032,zudecken::V,覆う,вевттьыны
1033,wecken::V,起こす,саймӧтны
1034,zeigen::V,見せる,мыччавны
1035,führen::V,案内する,нуӧтны
1036,lehren::V,教える,велӧтны
1037,unterrichten::V,通知する,велӧтны
1038,aufziehen::V,育てる,быдтыны
1039,leiten::V,導く,юравны
1040,leiten::V,導く,веськӧтлыны
1041,antreiben::V,励ます,тэрмӧтны
1042,lassen::V,～させる,-ӧтыны
1043,einladen::V,誘う,корны
1044,einladen::V,招待する,корны
1045,vereinigen::V,一つにする,ӧтувтны
1046,vereinigen::V,一つにする,ӧтлаавны
1047,besuchen::V,訪ねる,пыравлыны
1048,treffen::V,出会う,пантавны
1049,sich versammeln::V,集まる,ӧксьыны
1050,spielen::V,遊ぶ,орсны
1051,singen::V,歌う,сьывны
1052,tanzen::V,踊る,йӧктыны
1053,sich trennen::V,別れる,торьясьны
1054,verlassen::V,別れる,кольны
1055,retten::V,救う,мынтны
1056,retten::V,助ける,мынтны
1057,bewachen::V,見張る,смекайтны
1058,bewachen::V,軽微する,смекайтны
1059,schützen::V,保護する,дорйыны
1060,verteidigen::V,守る,дорйыны
1061,sich schlagen::V,殴る,тышкасьны
1062,schießen::V,撃つ,лыйны
1063,siegen::V,勝つ,вермыны
1064,ärgern::V,怒らせる,лӧгӧтны
1065,schlagen::V,殴る,базнитны
1066,treten::V,蹴る,чужьявны
1067,stechen::V,突く,бытшкыны
1068,stoßen::V,突く,тапкыны
1069,stoßen::V,突く,тойыштны
1070,stehlen::V,盗る,гусявны
1071,stören::V,構う,костіавны
1072,belästigen::V,邪魔する,назыляйтны
1073,verbergen::V,隠す,дзебны
1074,täuschen::V,だます,бӧбӧтны
1075,täuschen::V,だます,пӧрьявны
1076,betrügen::V,だます,муклачитны
1077,töten::V,殺す,вийны
1078,wohnen::V,住む,овны
1079,arbeiten::V,働く,уджавны
1080,sammeln::V,集める,ӧктыны
1081,sammeln::V,収集する,ӧктыны
1082,pflücken::V,摘む,судзлавны
1083,jagen::V,狩りをする,вӧравны
1084,fischen::V,釣る,чериавны
1085,fassen::V,捕る,кутны
1086,hüten::V,放牧する,вердны
1087,hüten::V,放牧する,йирсьӧтны
1088,treiben::V,追う,вашӧтны
1089,anbinden::V,繋ぐ,кӧртавны
1090,füttern::V,餌をやる,вердны
1091,melken::V,搾乳する,высьтыны
1092,melken::V,搾乳する,чилькӧтны
1093,hacken::V,刻む,керавны
1094,gießen::V,水をやる,киськавны
1095,reifen::V,熟す,кисьмыны
1096,zubereiten::V,調理する,лӧсьӧтны
1097,kochen::V,煮る,пуны
1098,backen::V,焼く,пӧжавны
1099,braten::V,焼く,жаритны
1100,braten::V,炒める,жаритны
1101,umrühren::V,混ぜる,соравны
1102,stricken::V,編む,домавны
1103,nähen::V,縫う,вурны
1104,färben::V,染める,краситны
1105,reinigen::V,掃除する,весӧтны
1106,waschen::V,洗う,пеславны
1107,waschen::V,洗濯する,пеславны
1108,abwischen::V,拭く,чышкыны
1109,spülen::V,洗う,гывьявны
1110,spülen::V,すすぐ,гывьявны
1111,fegen::V,掃除する,чышкыны
1112,kehren::V,掃く,чышкыны
1113,baden::V,入浴する,купайтчыны 
1114,sich waschen::V,洗う,миссьыны
1115,ausziehen::V,脱ぐ,гыжтӧтны
1116,ausziehen::V,脱ぐ,пӧрччавны
1117,anziehen::V,着る,пасьтавны
1118,sich anziehen::V,着る,пасьтасьны
1119,kämmen::V,梳く,сынавны
1120,schmücken::V,飾る,баситны
1121,sagen::V,言う,висьтавны
1122,sprechen::V,話す,шуны
1123,reden::V,話す,баитны
1124,sich unterhalten::V,話をする,сёрнитны
1125,fragen::V,聞く,юавны
1126,bitten::V,頼む,корны
1127,bitten::V,お願いする,корны
1128,erzählen::V,物語る,висьтавны
1129,mitteilen::V,伝える,висьтавны
1130,nennen::V,名づける,нимтны
1131,rufen::V,呼ぶ,китсавны
1132,rufen::V,呼ぶ,корны
1133,rufen::V,呼ぶ,чукӧстны
1134,prahlen::V,自慢する,ошшасьны
1135,übersetzen::V,訳す,вуджӧтны
1136,denken::V,考える,чайтны
1137,glauben::V,信じる,веритны
1138,bemerken::V,気が付く,казявны
1139,erkennen::V,認識する,тӧдсавны
1140,begreifen::V,分かる,вежӧртны
1141,verstehen::V,聞き取る,кывны
1142,lernen::V,学ぶ,велӧтчыны
1143,lernen::V,勉強する,велӧтчыны
1144,wissen::V,知っている,тӧдны
1145,sich erinnern an::V,思い出す,касьтывны
1146,vergessen::V,忘れる,вунӧтны
1147,messen::V,計る,меряйтны
1148,messen::V,測定する,меряйтны
1149,zählen::V,数える,лыддьыны
1150,rechnen::V,計算する,лыддьыны
1151,lesen::V,読む,лыддьӧтны
1152,malen::V,描く,
1153,zeichnen::V,写生する,гижмавны
1154,schreiben::V,書く,гижны
1155,besitzen::V,所持する,лоны
1156,kaufen::V,買う,небны
1157,verkaufen::V,売る,вузавны
1158,bezahlen::V,払う,вештыны
1159,zahlen::V,支払う,вештыны
1160,beherrschen::V,支配する,
1161,ertragen::V,耐える,терпитны
