,Concept_ID,de,ce
775,husten::V,husten,йовхарш етта
776,genesen::V,genesen,тадала
777,sterben::V,sterben,дала
778,umkommen::V,umkommen,хӏаллакхила
779,sich bewegen::V,sich bewegen,лела
780,sich rühren::V,sich rühren,меттахъхьен
781,sich erheben::V,sich erheben,хьалагlатта
782,sich setzen::V,sich setzen,хаа
783,hinfallen::V,hinfallen,дожа
784,hinfallen::V,hinfallen,охьакхета
785,laufen::V,laufen,вада
786,laufen::V,laufen,хьада
787,schreiten::V,schreiten,болар дан
788,schreiten::V,schreiten,ког баккха
789,spazierengehen::V,spazierengehen,доладала
790,eilen::V,eilen,сихдала
791,sich beeilen::V,sich beeilen,сихдала
792,sausen::V,sausen,
793,rennen::V,rennen,дада
794,springen::V,springen,ирхкхийсадала
795,klettern::V,klettern,тӏедийла
796,schaukeln::V,schaukeln,техко
797,kriechen::V,kriechen,такха
798,schwimmen::V,schwimmen,некадан
799,tauchen::V,tauchen,чулелха
800,rudern::V,rudern,дига лело
801,rudern::V,rudern,кема лело
802,fahren::V,fahren,хахка
803,fliegen::V,fliegen,тӏемадала
804,gehen::V,gehen,лeла
805,weggehen::V,weggehen,дӏадаха
806,abfahren::V,abfahren,дӏадаха
807,anhalten::V,anhalten,саца
808,hineingehen::V,hineingehen,чудала
809,eintreten::V,eintreten,чудала
810,kommen::V,kommen,кхача
811,kommen::V,kommen,дӏакхача
812,kommen::V,kommen,схьакхача
813,ankommen::V,ankommen,кхача
814,ankommen::V,ankommen,схьакхача
815,zurückkommen::V,zurückkommen,юхада
816,bleiben::V,bleiben,диса
817,warten::V,warten,хьежа
818,warten::V,warten,cобар дан
819,erwarten::V,erwarten,хьоьжуш ӏан
820,suchen::V,suchen,леха
821,finden::V,finden,каро
822,versuchen::V,versuchen,дан хьажа
823,vorbereiten::V,vorbereiten,кечъян
824,lieben::V,lieben,деза
825,mögen::V,mögen,безамхила
826,lachen::V,lachen,дела
827,rühren::V,rühren,хьедан
828,weinen::V,weinen,делха
829,schimpfen::V,schimpfen,чехо
830,sich ärgern::V,sich ärgern,оьгӏазъэха
831,sich fürchten::V,sich fürchten,кхера
832,fürchten::V,fürchten,кхера
833,fliehen::V,fliehen,дӏадада
834,flüchten::V,flüchten,дӏадада
835,sehen::V,sehen,ган
836,anschauen::V,anschauen,хьажа
837,anschauen::V,anschauen,хьежа
838,ansehen::V,ansehen,хьовса
839,hören::V,hören,хаза
840,zuhören::V,zuhören,ладогӏа
841,probieren::V,probieren,хьажа
842,riechen::V,riechen,хьожа яха
843,fühlen::V,fühlen,хаадала
844,scheinen::V,scheinen,мотта
845,zu sehen sein::V,zu sehen sein,гуш хила
846,vernehmen::V,vernehmen,бартхатта
847,frieren::V,frieren,гӏоро
848,tun::V,tun,дан
849,können::V,können,дадала
850,wollen::V,wollen,тӏергӏа
851,anfangen::V,anfangen,доло
852,beenden::V,beenden,довла
853,aufhören::V,aufhören,саца
854,gelingen::V,gelingen,кадала
855,geraten::V,geraten,хила
856,öffnen::V,öffnen,дӏаделла
857,öffnen::V,öffnen,схьаделла
858,schließen::V,schließen,къовла
859,schließen::V,schließen,дӏачӏагӏа
860,stellen::V,stellen,хlотто
861,setzen::V,setzen,дийгӏа
862,legen::V,legen,охьадилла
863,berühren::V,berühren,хьедан
864,verbinden::V,verbinden,вовшахтаса
865,bedecken::V,bedecken,тилла
866,bedecken::V,bedecken,тӏетаса
867,aufhängen::V,aufhängen,хьалаолла
868,anzünden::V,anzünden,лато
869,aufheben::V,aufheben,айа
870,zurücklassen::V,zurücklassen,дита
871,verlieren::V,verlieren,дайа
872,fallen lassen::V,fallen lassen,охьадожо
873,machen::V,machen,дан
874,herstellen::V,herstellen,дан
875,bauen::V,bauen,гӏишлоян
876,reparieren::V,reparieren,тадан
877,verbessern::V,verbessern,нисдан
878,ändern::V,ändern,хийца
879,graben::V,graben,ахка
880,beugen::V,beugen,сатто
881,biegen::V,biegen,сатто
882,drehen::V,drehen,хьовзо
883,wenden::V,wenden,
884,umdrehen::V,umdrehen,хьовзo
885,heben::V,heben,айа
886,heben::V,heben,хьалаайа
887,hochheben::V,hochheben,хьалаайа
888,ergreifen::V,ergreifen,дӏалаца
889,halten::V,halten,латто
890,drücken::V,drücken,тӏетаӏо
891,schieben::V,schieben,татта
892,kratzen::V,kratzen,мӏараш тийса
893,lecken::V,lecken,мотт хьекха
894,beißen::V,beißen,катoха
895,abreißen::V,abreißen,схьадаккха
896,abschneiden::V,abschneiden,кхада
897,binden::V,binden,дӏадехка
898,binden::V,binden,вовшахтаса
899,stecken::V,stecken,чудахийта
900,brechen::V,brechen,кагдан
901,klopfen::V,klopfen,детта
902,hauen::V,hauen,етта
903,kleben::V,kleben,тӏелато
904,reiben::V,reiben,хьекхо
905,streichen::V,streichen,тlехьакха
906,schleifen::V,schleifen,ирдан
907,schneiden::V,schneiden,ларга
908,rütteln::V,rütteln,лесто
909,schütteln::V,schütteln,лесто
910,schwenken::V,schwenken,лесто
911,schütten::V,schütten,дотта
912,füllen::V,füllen,дуза
913,einwickeln::V,einwickeln,хьарчо
914,tragen::V,tragen,дахьа
915,schleppen::V,schleppen,ийзо
916,ziehen::V,ziehen,озо
917,aufbewahren::V,aufbewahren,ӏалашдан
918,werfen::V,werfen,кхосса
919,fangen::V,fangen,леца
920,packen::V,packen,леца
921,verstecken::V,verstecken,къайладаккха
922,teilen::V,teilen,декъа
923,schicken::V,schicken,дӏадахьийта
924,bringen::V,bringen,дан
925,hinzufügen::V,hinzufügen,тӏетоха
926,bekommen::V,bekommen,даккха
927,erhalten::V,erhalten,даккха
928,nehmen::V,nehmen,схьаэца
929,wählen::V,wählen,харжа
930,auswählen::V,auswählen,харжа
931,bewahren::V,bewahren,lалашдан
932,behindern::V,behindern,новкъарло ян
933,verderben::V,verderben,талхо
934,beschädigen::V,beschädigen,дохо
935,zerbrechen::V,zerbrechen,дохо
936,zerbrechen::V,zerbrechen,кагдан
937,zerreißen::V,zerreißen,хадо
938,zerstören::V,zerstören,дохо
939,zerstören::V,zerstören,кагдан
940,verbrennen::V,verbrennen,даго
941,geben::V,geben,яла
942,reichen::V,reichen,дӏадала
943,reichen::V,reichen,дӏакховдо
944,schenken::V,schenken,совгӏат дан
945,versprechen::V,versprechen,ваӏда дан
946,wünschen::V,wünschen,лаа
947,loben::V,loben,хасто
948,küssen::V,küssen,оба яккха
949,wiegen::V,wiegen,тахка
950,zudecken::V,zudecken,тӏетаса
951,wecken::V,wecken,самадаккха
952,zeigen::V,zeigen,гайта
953,führen::V,führen,дига
954,lehren::V,lehren,ӏамо
955,unterrichten::V,unterrichten,хьеха
956,aufziehen::V,aufziehen,кхио
957,leiten::V,leiten,урхалла дан
958,antreiben::V,antreiben,сихдан
959,lassen::V,lassen,-йта
960,einladen::V,einladen,кхайкха
961,vereinigen::V,vereinigen,цхьаьнатоха
962,besuchen::V,besuchen,хьажахIотта
963,treffen::V,treffen,дуьхьалкхета
964,sich versammeln::V,sich versammeln,гулдан
965,spielen::V,spielen,ловза
966,singen::V,singen,лакха
967,tanzen::V,tanzen,хелхадала
968,sich trennen::V,sich trennen,къаста
969,verlassen::V,verlassen,дита
970,retten::V,retten,кӏелхьардаккха
971,bewachen::V,bewachen,ха дан
972,schützen::V,schützen,лардан
973,verteidigen::V,verteidigen,лардан
974,sich schlagen::V,sich schlagen,етта
975,schießen::V,schießen,детта
976,siegen::V,siegen,тола
977,ärgern::V,ärgern,оьгӏаздахийта
978,schlagen::V,schlagen,тоха
979,treten::V,treten,мийра тоха
980,stechen::V,stechen,ӏотта
981,stechen::V,stechen,къовзо
982,stoßen::V,stoßen,татта
983,stehlen::V,stehlen,лачкъо
984,stören::V,stören,новкъарло ян
985,belästigen::V,belästigen,сагатдан
986,verbergen::V,verbergen,къайладаккха
987,täuschen::V,täuschen,ӏexo
988,betrügen::V,betrügen,ледан
989,töten::V,töten,ден
990,wohnen::V,wohnen,даха
991,arbeiten::V,arbeiten,къахьега
992,sammeln::V,sammeln,гулдан
993,pflücken::V,pflücken,даха
994,jagen::V,jagen,талла
995,fischen::V,fischen,чӏерий леца
996,fassen::V,fassen,лаца
997,fassen::V,fassen,схьалаца
998,hüten::V,hüten,лардан
999,treiben::V,treiben,лахка
1000,anbinden::V,anbinden,дӏадехка
1001,füttern::V,füttern,хӏума яла
1002,melken::V,melken,оза
1003,hacken::V,hacken,
1004,gießen::V,gießen,хи тоха
1005,reifen::V,reifen,хьекъа
1006,zubereiten::V,zubereiten,кечъян
1007,zubereiten::V,zubereiten,кхача бан
1008,kochen::V,kochen,кхача бан
1009,backen::V,backen,датта
1010,braten::V,braten,кхарза
1011,umrühren::V,umrühren,кего
1012,stricken::V,stricken,
1013,nähen::V,nähen,тега
1014,färben::V,färben,басардан
1015,reinigen::V,reinigen,цӏандан
1016,waschen::V,waschen,йила
1017,waschen::V,waschen,йитта
1018,waschen::V,waschen,дӏадайа
1019,abwischen::V,abwischen,дӏадайа
1020,spülen::V,spülen,хи кхарза
1021,fegen::V,fegen,нуй хьакха
1022,kehren::V,kehren,нуй хьакха
1023,baden::V,baden,лийча
1024,sich waschen::V,sich waschen,юьхь йила
1025,ausziehen::V,ausziehen,духар дӏадаккха
1026,anziehen::V,anziehen,
1027,sich anziehen::V,sich anziehen,духа
1028,kämmen::V,kämmen,ехк хьакха
1029,schmücken::V,schmücken,хаздан
1030,sagen::V,sagen,ала
1031,sprechen::V,sprechen,баха
1032,sprechen::V,sprechen,мотт бийца
1033,reden::V,reden,къамел дан
1034,sich unterhalten::V,sich unterhalten,къамел дан
1035,fragen::V,fragen,хатта
1036,bitten::V,bitten,деха
1037,erzählen::V,erzählen,дийца
1038,mitteilen::V,mitteilen,хаам бан
1039,nennen::V,nennen,цӏе яккха
1040,rufen::V,rufen,кхайкха
1041,prahlen::V,prahlen,куралла ян
1042,prahlen::V,prahlen,дозалла дан
1043,übersetzen::V,übersetzen,гоч дан
1044,denken::V,denken,ойла ян
1045,glauben::V,glauben,теша
1046,bemerken::V,bemerken,ган
1047,erkennen::V,erkennen,довза
1048,begreifen::V,begreifen,кхета
1049,verstehen::V,verstehen,кхета
1050,lernen::V,lernen,деша
1051,wissen::V,wissen,хаа
1052,sich erinnern an::V,sich erinnern an,дагадан
1053,vergessen::V,vergessen,дицдала
1054,messen::V,messen,дуста
1055,zählen::V,zählen,дагардан
1056,rechnen::V,rechnen,лара
1057,lesen::V,lesen,еша
1058,malen::V,malen,сурт дилла
1059,zeichnen::V,zeichnen,сурт дилла
1060,schreiben::V,schreiben,яздан
1061,besitzen::V,besitzen,доладан
1062,kaufen::V,kaufen,эца
1063,verkaufen::V,verkaufen,дохка
1064,bezahlen::V,bezahlen,мах бала
1065,zahlen::V,zahlen,мах бала
1066,beherrschen::V,beherrschen,собаре хила
1067,ertragen::V,ertragen,лан
1068,ertragen::V,ertragen,сатоха
1069,ertragen::V,ertragen,садетта
