,Concept_ID,ro,pl
368,Mitte::N,centru,środek
369,Gegenstand::N,obiect,przedmiot
370,Sache::N,lucru,rzecz
371,Sache::N,chestie,rzecz
372,Rand::N,bordură,skraj
373,Rand::N,bordură,krawędź
374,Kante::N,muchie,kant
375,Kante::N,muchie,krawędź
376,Kante::N,bordură,kant
377,Kante::N,bordură,krawędź
378,Ecke::N,colț,róg
379,Spitze::N,vârf,ostrze
380,Spitze::N,creștet,ostrze
381,Ende::N,capăt,koniec
382,Loch::N,gaură,dziura
383,Winkel::N,colț,kąt
384,Winkel::N,colț,kącik
385,Muster::N,desen,wzór
386,Größe::N,mărime,rozmiar
387,Größe::N,mărime,wielkość
388,Länge::N,lungime,długość
389,Höhe::N,înălțime,wysokość
390,Gewicht::N,greutate,ciężar
391,Menge::N,cantitate,ilość
392,Haufen::N,grămadă,kupa
393,Reihe::N,șir,rząd
394,Reihe::N,șir,szereg
395,Reihe::N,rând,rząd
396,Reihe::N,rând,szereg
397,Boot::N,barcă,łódź
398,Boot::N,barcă,łódka
399,Boot::N,luntre,łódź
400,Boot::N,luntre,łódka
401,Ruder::N,vâslă,wiosło
402,Ruder::N,lopată,wiosło
403,Schlitten::N,sanie,sanki
404,Ski::N,schi,narta
405,Lagerfeuer::N,foc de tabără,ognisko
406,Last::N,povară,ciężar
407,Last::N,povară,brzemię
408,Last::N,sarcină,ciężar
409,Last::N,sarcină,brzemię
410,Gang::N,mers,chód
411,Gang::N,umblet,chód
412,Schritt::N,pas,krok
413,Norden::N,nord,północ
414,Norden::N,miazănoapte,północ
415,Süden::N,sud,południe
416,Süden::N,miazăzi,południe
417,Westen::N,apus,zachód
418,Osten::N,est,wschód
419,Osten::N,răsărit,wschód
420,Holz::N,lemn,drzewo
421,Brett::N,scândură,deska
422,Platte::N,placă,płyta
423,Stütze::N,proptea,podpora
424,Stange::N,bară,drąg
425,Stange::N,bară,żerdź
426,Stange::N,prăjină,drąg
427,Stange::N,prăjină,żerdź
428,Stock::N,băț,kij
429,Stock::N,băț,laska
430,Stock::N,baston,kij
431,Stock::N,baston,laska
432,Stab::N,baston,pręt
433,Stab::N,prăjină,pręt
434,Rohr::N,tub,rura
435,Rohr::N,țeavă,rura
436,Haus::N,casă,dom
437,Heim::N,casă,dom
438,Heim::N,cămin,dom
439,Ofen::N,sobă,piec
440,Fußboden::N,podea,podłoga
441,Fußboden::N,dușumea,podłoga
442,Tisch::N,masă,stół
443,Stuhl::N,scaun,krzesło
444,Wiege::N,leagăn,kołyska
445,Bett::N,pat,łóżko
446,Bett::N,pat,pościel
447,Regal::N,rafturi,regał
448,Kiste::N,ladă,skrzynia
449,Kiste::N,cutie,skrzynia
450,Fenster::N,fereastră,okno
451,Tür::N,ușă,drzwi
452,Tor::N,poartă,brama
453,Zaun::N,gard,płot
454,Zaun::N,gard,parkan
455,Dach::N,acoperiș,dach
456,Leiter::N,scară,drabina
457,Besen::N,mătură,miotła
458,Spaten::N,cazma,rydel
459,Spaten::N,hârleț,rydel
460,Schaufel::N,lopată,łopata
461,Gabel::N,furculiță,widelec
462,Löffel::N,lingură,łyżka
463,Messer::N,cuțit,nóż
464,Nagel::N,cui,gwóźdź
465,Netz::N,plasă,sieć
466,Haken::N,cârlig,hak
467,Griff::N,mâner,chwyt
468,Schloss::N,lacăt,zamek
469,Bild::N,tablou,obraz
470,Bild::N,imagine,obraz
471,Figur::N,chip,figura
472,Figur::N,figură,figura
473,Puppe::N,păpușă,lalka
474,Beutel::N,pungă,torba
475,Beutel::N,săculeț,torba
476,Bündel::N,mănunchi,wiązka
477,Tasche::N,geantă,torba
478,Eimer::N,găleată,kubeł
479,Eimer::N,găleată,wiadro
480,Deckel::N,capac,przykrywka
481,Geschirr::N,vase,statki
482,Geschirr::N,vase,naczynia
483,Geschirr::N,tacâmuri,statki
484,Geschirr::N,tacâmuri,naczynia
485,Sack::N,sac,worek
486,Tasse::N,ceașcă,filiżanka
487,Topf::N,oală,garnek
488,Kessel::N,cazan,kocioł
489,Kessel::N,căldare,kocioł
490,Essen::N,mâncare,jedzenie
491,Nahrung::N,hrană,pokarm
492,Nahrung::N,hrană,pożywienie
493,Nahrung::N,aliment,pokarm
494,Nahrung::N,aliment,pożywienie
495,Speise::N,bucate,potrawa
496,Speise::N,bucate,jedzenie
497,Speise::N,fel de bucate,potrawa
498,Speise::N,fel de bucate,jedzenie
499,Fleisch::N,carne,mięso
500,Getreide::N,cereale,zboże
501,Brei::N,pireu,kasza
502,Brot::N,pâine,chleb
503,Scheibe::N,felie,kromka
504,Scheibe::N,bucată,kromka
505,Fett::N,untură,tłuszcz
506,Fett::N,grăsime,tłuszcz
507,Butter::N,unt,masło
508,Öl::N,ulei,olej
509,Salz::N,sare,sól
510,Suppe::N,supă,zupa
511,Suppe::N,ciorbă,zupa
512,Honig::N,miere,miód
513,Milch::N,lapte,mleko
514,Tee::N,ceai,herbata
515,Leder::N,piele,skóra
516,Wolle::N,lână,wełna
517,Stoff::N,stofă,tkanina
518,Stoff::N,stofă,materiał
519,Nadel::N,ac,igła
520,Faden::N,ață,nić
521,Faden::N,ață,nitka
522,Knopf::N,buton,guzik
523,Knoten::N,nod,węzeł
524,Farbe::N,vopsea,farba
525,Kleidung::N,haine,odzież
526,Kleidung::N,îmbrăcăminte,odzież
527,Hemd::N,cămașă,koszula
528,Kragen::N,guler,kołnierz
529,Ärmel::N,mânecă,rękaw
530,Hose::N,pantaloni,spodnie
531,Gürtel::N,cordon,pasek
532,Mütze::N,șapcă,czapka
533,Schuh::N,gheată,but
534,Schuh::N,gheată,bucik
535,Stiefel::N,cizmă,but
536,Stiefel::N,cizmă,kozak
537,Ring::N,inel,pierścień
538,Ring::N,verigă,pierścień
539,Band::N,panglică,wstęga
540,Band::N,șiret,wstęga
541,Kamm::N,pieptene,grzebień
542,Spiegel::N,oglindă,lustro
543,Riemen::N,curea,rzemień
544,Schnur::N,funie,sznur
545,Schnur::N,sfoară,sznur
546,Leine::N,lesă,smycz
547,Leine::N,curea,smycz
548,Decke::N,pătură,kołdra
549,Kissen::N,pernă,poduszka
550,Tuch::N,batic,chustka
551,Handtuch::N,prosop,ręcznik
552,Handtuch::N,ștergar,ręcznik
553,Kraft::N,forță,moc
554,Kraft::N,forță,siła
555,Kraft::N,putere,moc
556,Kraft::N,putere,siła
557,Stärke::N,tărie,moc
558,Stärke::N,tărie,siła
559,Stärke::N,vigoare,moc
560,Stärke::N,vigoare,siła
561,Gesundheit::N,sănătate,zdrowie
562,Krankheit::N,boală,choroba
563,Krankheit::N,maladie,choroba
564,Schmerz::N,durere,ból
565,Wunde::N,rană,rana
566,Fieber::N,febră,gorączka
567,Arznei::N,leac,lekarstwo
568,Arznei::N,medicament,lekarstwo
569,Brücke::N,pod,most
570,Brücke::N,punte,most
571,Brunnen::N,puț,studnia
572,Weide::N,izlaz,pastwisko
573,Weide::N,pășune,pastwisko
574,Pfad::N,cărare,ścieżka
575,Weg::N,drum,droga
576,Straße::N,cale,ulica
577,Straße::N,stradă,ulica
578,Dorf::N,sat,wieś
579,Stadt::N,oraș,miasto
580,Brief::N,scrisoare,list
581,Buch::N,carte,książka
582,Buchstabe::N,literă,litera
583,Buchstabe::N,caracter,litera
584,Zeitung::N,ziar,gazeta
585,Zeitung::N,ziar,dziennik
586,Zeitung::N,gazetă,gazeta
587,Zeitung::N,gazetă,dziennik
588,Leben::N,viață,życie
589,Tod::N,moarte,śmierć
590,Grab::N,groapă,grób
591,Grab::N,mormânt,grób
592,Kirche::N,biserică,kościół
593,Sünde::N,păcat,grzech
594,Gott::N,zeu,bóg
595,Arbeiter::N,muncitor,robotnik
596,Chef::N,șef,szef
597,Meister::N,meșter,mistrz
598,Meister::N,meșter,majster
599,Meister::N,maestru,mistrz
600,Meister::N,maestru,majster
601,Arzt::N,medic,lekarz
602,Arzt::N,doctor,lekarz
603,Lehrer::N,profesor,nauczyciel
604,Lehrer::N,învățător,nauczyciel
605,Geld::N,bani,pieniądze
606,Geld::N,parale,pieniądze
607,Geschäft::N,treabă,sprawa
608,Geschäft::N,treabă,interes
609,Geschäft::N,afacere,sprawa
610,Geschäft::N,afacere,interes
611,Laden::N,magazin,sklep
612,Laden::N,prăvălie,sklep
613,Preis::N,preț,cena
614,Ware::N,marfă,towar
615,Nutzen::N,folos,pożytek
616,Nutzen::N,profit,pożytek
617,Reichtum::N,avuție,bogactwo
618,Reichtum::N,bogăție,bogactwo
619,Welt::N,lume,świat
620,Land::N,țară,kraj
621,Staat::N,stat,państwo
622,König::N,rege,król
623,Macht::N,putere,władza
624,Macht::N,putință,władza
625,Grenze::N,hotar,granica
626,Grenze::N,graniță,granica
627,Grenze::N,frontieră,granica
628,Krieg::N,război,wojna
629,Feind::N,dușman,wróg
630,Gewalt::N,violență,władza
631,Kampf::N,luptă,bój
632,Kampf::N,luptă,walka
633,Bogen[Waffe]::N,arc,łuk
634,Pfeil::N,săgeată,strzała
635,Gewehr::N,armă,karabin
636,Gewehr::N,pușcă,karabin
637,Fehler::N,eroare,błąd
638,Fehler::N,greșeală,błąd
639,Lüge::N,minciună,kłamstwo
640,Schaden::N,daună,szkoda
641,Schaden::N,pagubă,szkoda
642,Unglück::N,nenorocire,nieszczęście
643,Schuld::N,vină,wina
644,Alter::N,etate,wiek
645,Alter::N,vârstă,wiek
646,Schluss::N,sfârșit,koniec
647,Schluss::N,sfârșit,zakończenie
648,Zeit::N,timp,czas
649,Zeit::N,vreme,czas
650,Tag::N,zi,dzień
651,Morgen::N,dimineață,ranek
652,Morgen::N,dimineață,poranek
653,Mittag::N,prânz,południe
654,Mittag::N,amiază,południe
655,Abend::N,seară,wieczór
656,Nacht::N,noapte,noc
657,Woche::N,săptămână,tydzień
658,Monat::N,lună,miesiąc
659,Jahr::N,an,rok
660,Frühling::N,primăvară,wiosna
661,Sommer::N,vară,lato
662,Herbst::N,toamnă,jesień
663,Winter::N,iarnă,zima
664,Januar::N,ianuarie,styczeń
665,Februar::N,februarie,luty
666,März::N,martie,marzec
667,April::N,aprilie,kwiecień
668,Mai::N,mai,maj
669,Juni::N,iunie,czerwiec
670,Juli::N,iulie,lipiec
671,August::N,august,sierpień
672,September::N,septembrie,wrzesień
673,Oktober::N,octombrie,październik
674,November::N,noiembrie,listopad
675,Dezember::N,decembrie,grudzień
676,Montag::N,luni,poniedziałek
677,Dienstag::N,marți,wtorek
678,Mittwoch::N,miercuri,środa
679,Donnerstag::N,joi,czwartek
680,Freitag::N,vineri,piątek
681,Samstag::N,sâmbătă,sobota
682,Sonntag::N,duminică,niedziela
683,groß::A,mare,duży
684,groß::A,mare,wielki
685,klein::A,mic,mały
686,lang::A,lung,długi
687,kurz::A,scurt,krótki
688,breit::A,lat,szeroki
689,breit::A,larg,szeroki
690,schmal::A,strâmt,wąski
691,dicht::A,des,gęsty
692,dick[Gegenstand]::A,gros,gruby
693,dünn::A,subțire,cienki
694,fein::A,fin,drobny
695,fein::A,subțire,drobny
696,fest::A,tare,mocny
697,fest::A,tare,twardy
698,fest::A,solid,mocny
699,fest::A,solid,twardy
700,flach::A,șes,płaski
701,flach::A,plan,płaski
702,glatt::A,lins,gładki
703,hart::A,dur,twardy
704,weich::A,moale,miękki
705,rund::A,rotund,okrągły
706,rund::A,circular,okrągły
707,spitz::A,ascuțit,spiczasty
708,scharf::A,tăios,ostry
709,scharf::A,ascuțit,ostry
710,stumpf::A,tocit,tępy
711,schwer::A,greu,ciężki
712,schön::A,frumos,ładny
713,schön::A,frumos,piękny
714,heiß::A,cald,gorący
715,heiß::A,fierbinte,gorący
716,warm::A,cald,ciepły
717,warm::A,fierbinte,ciepły
718,kalt::A,rece,zimny
719,kühl::A,rece,chłodny
720,kühl::A,răcoros,chłodny
721,frisch::A,răcoros,świeży
722,frisch::A,proaspăt,świeży
723,feucht::A,umed,wilgotny
724,feucht::A,jilav,wilgotny
725,nass::A,ud,mokry
726,trocken::A,sec,suchy
727,trocken::A,uscat,suchy
728,voll::A,plin,pełny
729,leer::A,gol,pusty
730,leer::A,gol,próżny
731,offen::A,deschis,otwarty
732,geschlossen::A,închis,zamknięty
733,sauber::A,curat,czysty
734,schmutzig::A,murdar,brudny
735,roh::A,crud,surowy
736,reif::A,copt,dojrzały
737,lecker::A,gustos,smaczny
738,süß::A,dulce,słodki
739,bitter::A,amar,gorzki
740,sauer::A,acru,kwaśny
741,hell::A,clar,jasny
742,hell::A,luminos,jasny
743,dunkel::A,obscur,ciemny
744,dunkel::A,întunecos,ciemny
745,schwarz::A,negru,czarny
746,weiß::A,alb,biały
747,rot::A,roșu,czerwony
748,gelb::A,galben,żółty
749,blau::A,albastru,błękitny
750,blau::A,albastru,niebieski
751,grün::A,verde,zielony
752,grau::A,gri,szary
753,grau::A,cenușiu,szary
754,bunt::A,colorat,barwny
755,billig::A,ieftin,tani
756,teuer::A,scump,drogi
757,wertvoll::A,prețios,cenny
758,blind::A,orb,ślepy
759,taub::A,surd,głuchy
760,kräftig::A,tare,mocny
761,kräftig::A,forte,mocny
762,kräftig::A,robust,mocny
763,stark::A,viguros,silny
764,stark::A,puternic,silny
765,schwach::A,slab,słaby
766,schwach::A,debil,słaby
767,fett::A,gras,tłusty
768,schlank::A,zvelt,smukły
769,hübsch::A,drăguț,ładny
770,böse::A,rău,zły
771,böse::A,răutăcios,zły
772,dumm::A,nerod,głupi
773,dumm::A,tâmpit,głupi
774,faul::A,leneș,leniwy
775,fleißig::A,harnic,pilny
776,fleißig::A,sârguincios,pilny
777,geizig::A,calic,skąpy
778,geizig::A,zgârcit,skąpy
779,klug::A,isteț,mądry
780,klug::A,deștept,mądry
781,geschickt::A,dibaci,zręczny
782,lieb::A,drag,miły
783,lieb::A,iubit,miły
784,lustig::A,vesel,wesoły
785,sanft::A,blând,łagodny
786,sanft::A,blajin,łagodny
787,hungrig::A,flămând,głodny
788,krank::A,bolnav,chory
789,nackt::A,gol,nagi
790,traurig::A,trist,smutny
791,traurig::A,mâhnit,smutny
792,lebendig::A,viu,żywy
793,gut::A,bun,dobry
794,schlecht::A,rău,zły
795,schlecht::A,prost,zły
796,richtig::A,drept,słuszny
797,richtig::A,drept,właściwy
798,richtig::A,corect,słuszny
799,richtig::A,corect,właściwy
800,schlimm::A,rău,zły
801,wahr::A,adevărat,prawdziwy
802,alt::A,uzat,stary
803,alt::A,vechi,stary
804,neu::A,nou,nowy
805,ehemalig::A,fost,były
806,ehemalig::A,anterior,były
807,alt[Lebewesen]::A,bătrîn,stary
808,jung::A,tânăr,młody
809,arm::A,sărac,ubogi
810,arm::A,sărac,biedny
811,arm::A,sărman,ubogi
812,arm::A,sărman,biedny
813,reich::A,avut,bogaty
814,reich::A,bogat,bogaty
815,bekannt::A,cunoscut,znany
816,berühmt::A,renumit,słynny
817,fremd::A,străin,obcy
818,fremd::A,străin,cudzy
819,verschieden::A,diferit,różny
820,verschieden::A,deosebit,różny
821,nah::A,apropiat,bliski
822,fern::A,departe,daleki
823,linker::A,stâng,lewy
824,rechter::A,drept,prawy
825,anderer::A,alt,inny
826,erster::A,prim,pierwszy
827,zweiter::A,al doilea,drugi
828,dritter::A,treilea,trzeci
829,letzter::A,final,ostatni
830,allein::ADV,singur,sam
831,auf einmal::ADV,dintrodată,naraz
832,zusammen::ADV,împreună,razem
