,Concept_ID,la,mhr
111,Anhöhe::N,specula,тӧва́
112,Anhöhe::N,specula,кӱкшака́
113,Berg::N,mons,ку́рык
114,Gipfel::N,vertex,чаҥга́
115,Gipfel::N,vertex,курыкву́й
116,Höhle::N,caverna,пеще́р
117,Höhle::N,caverna,курыкпо́мыш
118,Höhle::N,spelunca,пеще́р
119,Höhle::N,spelunca,курыкпо́мыш
120,Abhang::N,declivum,та́йыл
121,Quelle::N,fons,важ
122,Quelle::N,fons,вӱдшинча́
123,Bach::N,rivus,изэҥе́р
124,Fluss::N,flumen,эҥе́р
125,Ufer::N,ripa,сер
126,Küste::N,litus,вӱдтӱ́р
127,Festland::N,continens,мла́нде
128,Meer::N,mare,те́ҥыз
129,Bucht::N,sinus,икса́
130,Insel::N,insula,отро́
131,Blume::N,flos,пеле́дыш
132,Gras::N,herba,шу́до
133,Gras::N,gramen,шу́до
134,Wurzel::N,radix,вож
135,Baum::N,arbor,пуше́ҥге
136,Stamm::N,truncus,йы́тыр
137,Rinde::N,cortex,шӱм
138,Ast::N,ramus,укш
139,Zweig::N,ramus,торма́к
140,Blatt::N,folium,лышта́ш
141,Birke::N,betulla,куэ́
142,Kiefer[Baum]::N,pinus,пӱ́нчӧ
143,Weide[Baum]::N,salix,уа́
144,Tanne::N,abies,кож
145,Horn::N,cornu,шур
146,Feder::N,penna,пы́стыл
147,Fell::N,pellis,кова́ште
148,Flügel::N,ala,шу́лдыр
149,Klaue::N,unguis,кӱч
150,Kralle::N,unguis,ла́па
151,Kralle::N,unguis,копа́
152,Schwanz::N,cauda,поч
153,Ei::N,ovum,му́но
154,Nest::N,nidus,пыжа́ш
155,Bau::N,cavum,пыжа́ш
156,Bau::N,latibulum,пыжа́ш
157,Tier::N,bestia,я́нлык
158,Tier::N,bestia,живо́тный
159,Herde::N,grex,кӱ́тӱ
160,Herde::N,grex,тӱшка́
161,Kuh::N,vacca,ушка́л
162,Bulle::N,taurus,ӱ́шкыж
163,Pferd::N,equus,и́мне
164,Schaf::N,ovis,шо́рык
165,Schwein::N,sus,сӧсна́
166,Schwein::N,porcus,сӧсна́
167,Hund::N,canis,пий
168,Katze::N,felis,пы́рыс
169,Bär::N,ursus,маска́
170,Eichhörnchen::N,sciurus,ур
171,Elch::N,alces,шо́рдо
172,Fuchs::N,vulpes,ры́выж
173,Hase::N,lepus,мера́ҥ
174,Maus::N,mus,коля́
175,Wolf::N,lupus,пи́ре
176,Vogel::N,avis,ка́йык
177,Schwarm::N,examen,каша́к
178,Huhn::N,gallina,чы́ве
179,Hahn::N,gallus,агыта́н
180,Gans::N,anser,ко́мбо
181,Adler::N,aquila,карагу́ш
182,Ente::N,anas,лу́до
183,Eule::N,ulula,тумна́
184,Eule::N,noctua,тумна́
185,Kranich::N,grus,турня́
186,Krähe::N,cornix,кора́к
187,Kuckuck::N,cuculus,куку́
188,Schwan::N,olor,йӱ́ксӧ
189,Schwan::N,cycnus,йӱ́ксӧ
190,Fisch::N,piscis,кол
191,Barsch::N,perca,ола́ҥге
192,Hecht::N,esox,нуж
193,Hecht::N,esox,чорта́н
194,Schlange[Tier]::N,serpens,ки́шке
195,Wurm::N,vermis,шукш
196,Spinne::N,aranea,эҥыре́мыш
197,Ameise::N,formica,ку́тко
198,Laus::N,pediculus,тий
199,Mücke::N,culex,шыҥа́
200,Fliege::N,musca,ка́рме
201,Schmetterling::N,papilio,лы́ве
202,Beere::N,baca,мӧр
203,Apfel::N,malum,олма́
204,Pilz::N,fungus,по́ҥго
205,Zwiebel::N,cepa,шога́н
206,Saat::N,seges,нӧ́шмӧ
207,Saat::N,seges,туш
208,Korn::N,granum,шу́рно
209,Heu::N,faenum,шу́до
210,Schale::N,putamen,шӱм
211,Grube::N,fovea,выне́м
212,Falle::N,pedica,лӧ́дӧ
213,Schlinge::N,laqueus,о́птыш
214,Schlinge::N,laqueus,шӧрга́лтыш
215,Spur::N,vestigium,кыша́
216,Asche::N,cinis,ло́мыж
217,Dreck::N,lutum,лавыра́
218,Eisen::N,ferrum,кӱ́ртньӧ
219,Gold::N,aurum,шӧ́ртньӧ
220,Silber::N,argentum,ший
221,Kohle::N,carbo,мландышӱ́й
222,Glas::N,vitrum,янда́
223,Lehm::N,lutum,шун
224,Sand::N,arena,ошма́
225,Mensch::N,homo,еҥ
226,Mensch::N,homo,айде́ме
227,Mann::N,vir,пӧръе́ҥ
228,Frau::N,mulier,ӱдырама́ш
229,Kind::N,puer,аза́
230,Kind::N,infans,аза́
231,Junge::N,puer,рве́зе
232,Mädchen::N,puella,ӱдыра́ш
233,Familie::N,familia,еш
234,Großvater::N,avus,коча́
235,Großmutter::N,avia,кова́
236,Eltern::N,parentes,ача́-ава́
237,Vater::N,pater,ача́
238,Mutter::N,mater,ава́
239,Sohn::N,filius,э́рге
240,Tochter::N,filia,ӱ́дыр
241,Bruder::N,frater,иза́
242,Bruder::N,frater,шо́льо
243,Schwester::N,soror,ака́
244,Onkel::N,patruus,иза́
245,Onkel::N,avunculus,иза́
246,Tante::N,amita,кока́
247,Ehemann::N,maritus,мари́й
248,Ehefrau::N,uxor,ва́те
249,Freude::N,gaudium,куа́н
250,Freude::N,gaudium,куаныма́ш
251,Freude::N,laetitia,куа́н
252,Freude::N,laetitia,куаныма́ш
253,Gelächter::N,risus,во́штылтыш
254,Glück::N,felicitas,пиа́л
255,Kummer::N,aegritudo,о́йго
256,Wunsch::N,voluntas,ку́мыл
257,Wunsch::N,desiderium,ку́мыл
258,Lust::N,libido,ку́мыл
259,Lust::N,voluptas,ку́мыл
260,Geist::N,mens,ӧрт
261,Geist::N,mens,чон
262,Geist::N,animus,ӧрт
263,Geist::N,animus,чон
264,Gedanke::N,sententia,ой
265,Gedanke::N,sententia,шоныма́ш
266,Gedächtnis::N,memoria,шарныма́ш
267,Verstand::N,ratio,уш
268,Verstand::N,ingenium,уш
269,Sinn::N,sensus,смысл
270,Grund::N,causa,ама́л
271,Wahrheit::N,veritas,чын
272,Gespräch::N,sermo,мутланыма́ш
273,Märchen::N,fabula,йома́к
274,Erzählung::N,fabula,ойлыма́ш
275,Erzählung::N,narratio,ойлыма́ш
276,Nachricht::N,nuntius,увертарыма́ш
277,Neuigkeit::N,novitas,уве́р
278,Name::N,nomen,лӱм
279,Rätsel::N,aenigma,ту́што
280,Rede::N,oratio,ойлыма́ш
281,Sprache::N,lingua,йы́лме
282,Stimme::N,vox,йӱк
283,Wort::N,verbum,ой
284,Wort::N,verbum,мут
285,Wort::N,vocabulum,ой
286,Wort::N,vocabulum,мут
287,Zeichen::N,signum,ти́ште
288,Zeichen::N,signum,знак
289,Ruf::N,clamor,ӱжма́ш
290,Lärm::N,strepitus,лӱшкыма́ш
291,Lärm::N,strepitus,йӱк-йӱа́н
292,Laut::N,sonus,йӱк
293,Ton::N,sonus,йӱксе́м
294,Lied::N,carmen,му́ро
295,Ruhe::N,quies,ты́мык
296,Leute::N,homines,еҥ-влак
297,Volk::N,populus,ка́лык
298,Arbeit::N,labor,паша́
299,Gast::N,hospes,уна́
300,Gast::N,conviva,уна́
301,Geschenk::N,munus,пӧле́к
302,Spiel::N,ludus,мо́дыш
303,Spiel::N,ludus,модма́ш
304,Gesellschaft::N,societas,тӱшка́
305,Hilfe::N,auxilium,по́лыш
306,Hilfe::N,subsidium,по́лыш
307,Freund::N,amicus,таҥ
308,Freund::N,amicus,йолта́ш
309,Kamerad::N,socius,таҥ
310,Angelegenheit::N,res,паша́
311,Anzahl::N,numerus,чот
312,Art::N,genus,вид
313,Stück::N,frustum,ка́тыш
314,Stück::N,frustum,ла́стык
315,Stück::N,fragmentum,ка́тыш
316,Stück::N,fragmentum,ла́стык
317,Teil::N,pars,ужа́ш
318,Hälfte::N,dimidium,пел
319,Hälfte::N,dimidium,пе́ле
320,Kreis::N,orbis,ты́ртыш
321,Kreis::N,circus,ты́ртыш
322,Kreuz::N,crux,ыре́с
323,Linie::N,linea,ли́ний
324,Strich::N,lineamentum,коре́ш
325,Abstand::N,intervallum,кокла́
326,Entfernung::N,spatium,тора́
327,Entfernung::N,spatium,ку́жыт
328,Gegend::N,loca,кунде́м
329,Gegend::N,regio,кунде́м
330,Platz::N,locus,ку́мдык
331,Ort::N,locus,вер
332,Ort::N,locus,о́лмо
333,Seite::N,latus,ӧ́рдыж
334,Mitte::N,medium,покше́л
335,Gegenstand::N,res,наста́
336,Sache::N,res,наста́
337,Rand::N,margo,тӱр
338,Kante::N,angulus,тӱр
339,Ecke::N,angulus,лук
340,Spitze::N,cacumen,вуй
341,Ende::N,caput,муча́ш
342,Loch::N,foramen,рож
343,Winkel::N,angulus,лук
344,Muster::N,exemplum,пеза́к
345,Muster::N,exemplum,узо́р
346,Muster::N,exemplum,ӱ́лгӧ
347,Größe::N,magnitudo,кӱ́кшыт
348,Länge::N,longitudo,ку́тыш
349,Höhe::N,altitudo,кӱ́кшыт
350,Gewicht::N,pondus,не́лыт
351,Menge::N,copia,чот
352,Haufen::N,acervus,кы́шыл
353,Reihe::N,ordo,рада́м
354,Boot::N,navicula,пуш
355,Ruder::N,remus,эшка́к
356,Schlitten::N,sclodia,тер
357,Schlitten::N,sclodia,изде́р
358,Ski::N,narta,е́че
359,Lagerfeuer::N,ignis,туло́то
360,Last::N,onus,нӧ́лтыш
361,Gang::N,cursus,ошкылма́ш
362,Schritt::N,gradus,о́шкыл
363,Norden::N,septentriones,йӱдйыма́л
364,Süden::N,meridies,кечывалве́л
365,Westen::N,occidens,касве́л
366,Osten::N,oriens,эрве́л
367,Holz::N,lignum,пу
368,Brett::N,tabula,оҥа́
369,Platte::N,lamina,аста́р
370,Stütze::N,adminiculum,чара́к
371,Stange::N,pertica,лома́ш
372,Stock::N,baculum,тоя́
373,Stab::N,scipio,вара́
374,Stab::N,scipio,кашта́
375,Rohr::N,tubus,пуч
376,Haus::N,aedes,пӧрт
377,Heim::N,domicilium,мӧ́ҥгӧ
378,Ofen::N,fornax,комака́
379,Fußboden::N,solum,кӱва́р
380,Tisch::N,mensa,ӱсте́л
381,Stuhl::N,sella,пӱке́н
382,Wiege::N,cunae,шепка́
383,Bett::N,lectus,ва́кшыш
384,Regal::N,foruli,шӧ́рлык
385,Kiste::N,cista,шо́ндык
386,Kiste::N,cista,я́шлык
387,Fenster::N,fenestra,окна́
388,Tür::N,ianua,омса́
389,Tor::N,porta,капка́
390,Zaun::N,saepes,сава́р
391,Dach::N,tectum,леве́дыш
392,Leiter::N,scalae,тошка́лтыш
393,Besen::N,scopae,ӱштерво́штыр
394,Spaten::N,pala,ко́льмо
395,Schaufel::N,pala,сово́к
396,Schaufel::N,pala,су́ско
397,Gabel::N,fuscinula,ви́лке
398,Löffel::N,coclear,па́не
399,Löffel::N,coclear,совла́
400,Messer::N,culter,кӱ́зӧ
401,Nagel::N,clavus,пуда́
402,Netz::N,rete,вапш
403,Haken::N,hamus,са́гыле
404,Griff::N,manubrium,кыл
405,Schloss::N,claustra,кӧгӧ́н
406,Bild::N,tabula,сӱре́т
407,Bild::N,pictura,сӱре́т
408,Figur::N,statunculum,фигу́р
409,Puppe::N,pupa,курча́к
410,Beutel::N,sacculus,меша́к
411,Bündel::N,fascis,арша́ш
412,Tasche::N,sacculus,сумка́
413,Eimer::N,situla,ведра́
414,Deckel::N,operculum,ко́мдыш
415,Geschirr::N,vasa,а́те
416,Sack::N,saccus,куль
417,Sack::N,saccus,меша́к
418,Tasse::N,pocillum,чу́кыр
419,Tasse::N,pocillum,чашка́
420,Topf::N,olla,ми́ске
421,Kessel::N,aenum,под
422,Essen::N,cena,ко́чкыш
423,Nahrung::N,cibus,ку́рго
424,Nahrung::N,alimenta,ку́рго
425,Speise::N,cibus,ко́чкыш
426,Fleisch::N,caro,шыл
427,Getreide::N,frumentum,шу́рно
428,Brei::N,puls,пу́чымыш
429,Brot::N,panis,ки́нде
430,Scheibe::N,frustum,ка́тыш
431,Fett::N,pingue,коя́
432,Butter::N,butȳrum,ӱй
433,Öl::N,oleum,ӱй
434,Salz::N,sal,шинча́л
435,Suppe::N,ius,шӱр
436,Honig::N,mel,мӱй
437,Milch::N,lac,шӧр
438,Tee::N,thea,чай
439,Leder::N,corium,сура́н
440,Leder::N,corium,шӱ́штӧ
441,Wolle::N,lana,пун
442,Stoff::N,textum,куэ́м
443,Stoff::N,textum,посто́
444,Nadel::N,acus,и́ме
445,Faden::N,filum,шӱ́ртӧ
446,Knopf::N,bulla,по́лдыш
447,Knoten::N,nodus,пышке́м
448,Farbe::N,pigmentum,чия́
449,Kleidung::N,vestimenta,чие́м
450,Kleidung::N,vestimenta,вурге́м
451,Hemd::N,tunica,ту́выр
452,Kragen::N,collare,сога́
453,Ärmel::N,manica,шокш
454,Hose::N,bracae,йола́ш
455,Gürtel::N,cingulum,ӱ́штӧ
456,Mütze::N,pilleus,упш
457,Schuh::N,calceus,боти́нке
458,Stiefel::N,pero,кем
459,Stiefel::N,caliga,кем
460,Ring::N,anulus,шерга́ш
461,Band::N,redimiculum,тасма́
462,Band::N,redimiculum,ле́нте
463,Kamm::N,pecten,шерге́
464,Spiegel::N,speculum,вошто́нчыш
465,Riemen::N,lorum,кӱзанӱ́штӧ
466,Schnur::N,linum,кере́м
467,Schnur::N,linum,кандыра́
468,Leine::N,retinaculum,вӱра́ҥ
469,Decke::N,lodix,леве́дыш
470,Decke::N,lodix,одея́л
471,Kissen::N,pulvinus,кӱ́пчык
472,Tuch::N,velum,шо́выч
473,Handtuch::N,mantele,со́лык
474,Kraft::N,vis,вий
475,Kraft::N,vis,куа́т
476,Stärke::N,robur,куа́т
477,Stärke::N,robur,карма́н
478,Gesundheit::N,valetudo,таза́лык
479,Krankheit::N,morbus,чер
480,Schmerz::N,dolor,ко́рштыш
481,Wunde::N,vulnus,су́сыр
482,Fieber::N,febris,йӱштыму́ж
483,Fieber::N,febris,лихора́дке
484,Arznei::N,remedium,эм
485,Brücke::N,pons,кӱва́р
486,Brunnen::N,puteus,вӱдвыне́м
487,Weide::N,pascua,нурше́р
488,Pfad::N,semita,йолго́рно
489,Pfad::N,semita,сокма́к
490,Weg::N,iter,ко́рно
491,Straße::N,via,ко́рно
492,Dorf::N,vicus,ял
493,Stadt::N,urbs,ола́
494,Stadt::N,oppidum,ола́
495,Brief::N,epistula,се́рыш
496,Buch::N,liber,книга́
497,Buchstabe::N,littera,буква́
498,Zeitung::N,diurnum,газе́т
499,Leben::N,vita,и́лыш
500,Tod::N,mors,колыма́ш
501,Grab::N,sepulcrum,шӱга́р
502,Kirche::N,ecclesia,че́рке
503,Sünde::N,peccatum,су́лык
504,Gott::N,deus,ю́мо
505,Arbeiter::N,operarius,паша́зе
506,Chef::N,praefectus,тӧра́
507,Meister::N,magister,маста́р
508,Arzt::N,medicus,врач
509,Lehrer::N,magister,ту́ныктышо
510,Geld::N,aes,окса́
511,Geld::N,pecunia,окса́
512,Geschäft::N,negotium,сатулыма́ш
513,Laden::N,taberna,ке́выт
514,Preis::N,pretium,ак
515,Ware::N,merx,сату́
516,Nutzen::N,utilitas,пайда́
517,Reichtum::N,opes,поя́нлык
518,Reichtum::N,divitiae,поя́нлык
519,Welt::N,mundus,тӱня́
520,Land::N,terra,эл
521,Staat::N,res publica,кугыжа́ныш
522,König::N,rex,кугыжа́
523,Macht::N,potestas,власть
524,Grenze::N,limes,грани́ца
525,Krieg::N,bellum,сар
526,Feind::N,inimicus,тушма́н
527,Gewalt::N,vis,виешлыма́ш
528,Kampf::N,pugna,кредалма́ш
529,Bogen[Waffe]::N,arcus,юҥе́ж
530,Pfeil::N,sagitta,пикш
531,Gewehr::N,sclopetum,пыча́л
532,Fehler::N,error,йо́ҥылыш
533,Lüge::N,mendacium,шоя́к
534,Schaden::N,damnum,зия́н
535,Schaden::N,detrimentum,зия́н
536,Unglück::N,miseria,эҥге́к
537,Unglück::N,calamitas,эҥге́к
538,Schuld::N,culpa,тита́к
539,Schuld::N,culpa,йола́
540,Alter::N,aetas,ийго́т
541,Schluss::N,finis,муча́ш
542,Zeit::N,tempus,жап
543,Zeit::N,tempus,па́гыт
544,Tag::N,dies,ке́че
545,Morgen::N,mane,эр
546,Mittag::N,meridies,кечыва́л
547,Abend::N,vesper,кас
548,Nacht::N,nox,йӱд
549,Woche::N,septimana,арня́
550,Monat::N,mensis,ты́лзе
551,Jahr::N,annus,ий
552,Frühling::N,ver,шо́шо
553,Sommer::N,aestas,кеҥе́ж
554,Herbst::N,autumnus,шы́же
555,Winter::N,hiems,те́ле
556,Januar::N,Ianuarius,шоркыйол
557,Januar::N,Ianuarius,идалыкву́й
558,Januar::N,Ianuarius,янва́рь
559,Februar::N,Februarius,пургыж
560,Februar::N,Februarius,февра́ль
561,März::N,Martius,ӱярня
562,März::N,Martius,март
563,April::N,Aprilis,апре́ль
564,Mai::N,Maius,ага
565,Mai::N,Maius,май
566,Juni::N,Iunius,пеледыш
567,Juni::N,Iunius,ию́нь
568,Juli::N,Iulius,сӱрем
569,Juli::N,Iulius,ию́ль
570,August::N,Augustus,сорла
571,August::N,Augustus,агарма́н
572,August::N,Augustus,а́вгуст
573,September::N,September,идым
574,September::N,September,сентя́брь
575,Oktober::N,Octobris,шыжа
576,Oktober::N,Octobris,октя́брь
577,November::N,Novembris,кылме тылзе
578,November::N,Novembris,ноя́брь
579,Dezember::N,December,дека́брь
580,Montag::N,dies lunae,шо́чмо
581,Dienstag::N,dies Martis ,ку́шкыжмо
582,Mittwoch::N,dies Mercurii,вӱрге́че
583,Donnerstag::N,dies Iovis,изарня́
584,Freitag::N,dies Veneris,кугарня́
585,Samstag::N,dies Saturni,шуматке́че
586,Sonntag::N,dominicus,рушарня́
587,Sonntag::N,dies solis,рушарня́
588,groß::A,magnus,кугу́
589,klein::A,parvus,изи́
590,lang::A,longus,кужу́
591,kurz::A,brevis,кӱ́чык
592,breit::A,latus,кумда́
593,schmal::A,angustus,а́ҥысыр
594,dicht::A,densus,ну́гыдо
595,dick[Gegenstand]::A,crassus,кӱ́жгӧ
596,dünn::A,tenuis,ви́чкыж
597,fein::A,subtilis,ты́гыде
598,fest::A,solidus,чо́ткыдо
599,fest::A,stabilis,чо́ткыдо
600,flach::A,planus,лапка́
601,glatt::A,levis,яклака́
602,hart::A,durus,пе́ҥгыде
603,weich::A,mollis,пу́шкыдо
604,rund::A,rotundus,йырге́шке
605,spitz::A,acutus,коша́р
606,scharf::A,acer,пӱ́сӧ
607,stumpf::A,hebes,токма́к
608,schwer::A,gravis,не́ле
609,schön::A,pulcher,сы́лне
610,schön::A,formosus,сы́лне
611,heiß::A,fervidus,шо́кшо
612,warm::A,calidus,ле́ве
613,kalt::A,frigidus,йӱ́штӧ
614,kühl::A,frigidus,юа́лге
615,kühl::A,frigidus,южгата́
616,frisch::A,recens,свежа́
617,feucht::A,umidus,вӱ́дыжгӧ
618,nass::A,madidus,нӧ́рӧ
619,trocken::A,aridus,ку́кшо
620,voll::A,plenus,тич
621,leer::A,vacuus,яра́
622,offen::A,apertus,виш
623,geschlossen::A,clausus,пе́тырыме
624,geschlossen::A,clausus,тӱ́чмӧ
625,sauber::A,lautus,ару́
626,sauber::A,lautus,янда́р
627,schmutzig::A,sordidus,лавыра́н
628,schmutzig::A,sordidus,ла́выргыше
629,roh::A,crudus,кӱ́чымӧ
630,reif::A,maturus,лӧза́
631,lecker::A,delicatus,ту́тло
632,süß::A,dulcis,ше́ре
633,bitter::A,amarus,ко́чо
634,bitter::A,acerbus,ко́чо
635,sauer::A,acidus,шо́по
636,hell::A,clarus,во́лгыдо
637,dunkel::A,obscurus,пычке́мыш
638,schwarz::A,niger,шола́
639,weiß::A,albus,ош
640,rot::A,ruber,йошка́р
641,gelb::A,flavus,сар
642,blau::A,caeruleus,ка́нде
643,grün::A,viridis,ужа́р
644,grau::A,canus,сур
645,bunt::A,varius,олача́
646,billig::A,vilis,шу́лдо
647,teuer::A,carus,ше́рге
648,wertvoll::A,pretiosus,шергака́н
649,blind::A,caecus,со́кыр
650,taub::A,surdus,соҥгыра́
651,kräftig::A,robustus,куа́тле
652,stark::A,firmus,вия́н
653,stark::A,validus,вия́н
654,schwach::A,debilis,а́лдыме
655,schwach::A,infirmus,а́лдыме
656,fett::A,crassus,коя́
657,schlank::A,procerus,йоштката́
658,schlank::A,procerus,яжу́
659,hübsch::A,pulcher,чеве́р
660,böse::A,improbus,шы́де
661,dumm::A,stultus,аҥыра́
662,dumm::A,stupidus,аҥыра́
663,faul::A,piger,його
664,fleißig::A,sedulus,ты́ршыше
665,geizig::A,avarus,чаҥга́
666,klug::A,prudens,уша́н
667,geschickt::A,sollers,уста́
668,lieb::A,carus,ала́л
669,lustig::A,iocosus,весела́
670,sanft::A,clemens,ны́жылге
671,hungrig::A,impastus,шу́жышо
672,krank::A,aeger,че́рле
673,nackt::A,nudus,чарама́т
674,traurig::A,maestus,ойга́н
675,lebendig::A,vivus,и́лыше
676,gut::A,bonus,сай
677,schlecht::A,malus,уда́
678,schlecht::A,malus,шӱ́кшӧ
679,richtig::A,rectus,чы́нле
680,schlimm::A,malus,аля́к
681,schlimm::A,malus,тыра́н
682,wahr::A,verus,чы́нле
683,wahr::A,verus,настоя́щий
684,alt::A,antiquus,то́што
685,neu::A,novus,у
686,ehemalig::A,pristinus,о́нчычсо
687,ehemalig::A,pristinus,онда́кысе
688,alt[Lebewesen]::A,vetus,шо́нто
689,jung::A,iuvenis,са́мырык
690,arm::A,pauper,нужна́
691,reich::A,dives,поя́н
692,bekannt::A,notus,па́лыме
693,berühmt::A,celeber,лӱ́млӧ
694,berühmt::A,illustris,лӱ́млӧ
695,fremd::A,peregrinus,йот
696,verschieden::A,varius,тӱ́рлӧ
697,nah::A,propinquus,ли́шыл
698,fern::A,longinquus,тора́
699,fern::A,longinquus,мӱ́ндыр
700,linker::A,sinister,шола́
701,rechter::A,dexter,пурла́
702,anderer::A,alius,вес
703,anderer::A,alius,мо́ло
704,erster::A,primus,и́кымше
705,zweiter::A,secundus,ко́кымшо
706,dritter::A,tertius,ку́мшо
707,letzter::A,ultimus,пыта́ртыш
708,allein::ADV,solum,шкет
709,auf einmal::ADV,simul,икана́ште
710,zusammen::ADV,una,пырля́
711,lange::ADV,diu,кужу́н
712,plötzlich::ADV,subito,кенета́
713,plötzlich::ADV,repente,кенета́
714,sofort::ADV,statim,кызыта́к
715,später::ADV,postea,варара́к
716,jetzt::ADV,nunc,ы́нде
717,jetzt::ADV,nunc,кы́зыт
718,heute::ADV,hodie,та́че
719,morgen::ADV,cras,эрла́
720,bald::ADV,mox,вашке́
721,dann::ADV,deinde,вара́
722,gestern::ADV,heri,теҥге́че
723,einst::ADV,olim,икана́
724,damals::ADV,tum,туна́м
725,danach::ADV,postea,вара́
726,vorher::ADV,antea,о́нчыч
727,zuerst::ADV,primo,онда́к
728,einmal::ADV,semel,икана́
729,manchmal::ADV,interdum,ка́шын
730,manchmal::ADV,interdum,кокла́н
731,oft::ADV,saepe,чӱ́чкыдын
732,immer::ADV,semper,эре́
733,immer::ADV,semper,ту́тыш
734,niemals::ADV,numquam,ок нигуна́м
735,hier::ADV,hic,ты́ште
736,hierhin::ADV,huc,ты́шке
737,hierhin::ADV,huc,тыш
738,von hier::ADV,hinc,тыше́ч
739,von hier::ADV,hinc,тыве́ч
740,dort::ADV,ibi,ту́што
741,dorthin::ADV,eo,туш
742,dorthin::ADV,eo,ту́шко
743,geradeaus::ADV,recte,вик
744,vorwärts::ADV,porro,о́нчыко
745,rückwärts::ADV,retro,шеҥге́к
746,zurück::ADV,retro,мӧҥге́ш
747,unten::ADV,infra,ӱ́лнӧ
