,Concept_ID,hu,zh
863,geboren werden::V,születik,出生
864,atmen::V,lélegzik,呼吸
865,trinken::V,iszik,喝
866,essen::V,eszik,吃
867,schlucken::V,nyel,咽
868,müde werden::V,elfárad,疲倦
869,müde werden::V,kifárad,疲倦
870,einschlafen::V,elalszik,入睡
871,schlafen::V,alszik,睡觉
872,aufwachen::V,felébred,睡醒
873,aufstehen::V,felkel,起床
874,sich erholen::V,pihen,休养
875,krank werden::V,megbetegedik,生病
876,krank werden::V,belebetegszik,生病
877,krank sein::V,betegeskedik,生病
878,schmerzen::V,fáj,疼痛
879,husten::V,köhög,咳
880,genesen::V,meggyógyul,痊愈
881,sterben::V,hal,死
882,umkommen::V,elpusztul,丧命
883,sich bewegen::V,mozog,移动
884,sich rühren::V,mozdul,动弹
885,sich erheben::V,feláll,站起
886,sich erheben::V,felemelkedik,站起
887,sich setzen::V,ül,坐
888,sich setzen::V,leül,坐
889,hinfallen::V,bukik,跌倒
890,hinfallen::V,elesik,跌倒
891,laufen::V,jár,步行
892,schreiten::V,lép,迈步
893,spazierengehen::V,sétál,散步
894,eilen::V,siet,急忙
895,sich beeilen::V,siet,赶快
896,sausen::V,robog,疾驰
897,rennen::V,fut,奔跑
898,rennen::V,szalad,奔跑
899,springen::V,ugrik,跳
900,klettern::V,kúszik,攀缘
901,schaukeln::V,hintázik,荡秋千
902,kriechen::V,kúszik,爬行
903,schwimmen::V,úszik,游泳
904,tauchen::V,merül,潜水
905,rudern::V,evez,划船
906,fahren::V,jár,行驶
907,fahren::V,megy,行驶
908,fahren::V,utazik,行驶
909,fliegen::V,száll,飞
910,gehen::V,megy,走
911,weggehen::V,elmegy,离去
912,abfahren::V,indul,出发
913,anhalten::V,megáll,停住
914,hineingehen::V,bemegy,进去
915,eintreten::V,belép,进入
916,kommen::V,jön,来
917,ankommen::V,érkezik,到达
918,ankommen::V,megérkezik,到达
919,zurückkommen::V,visszajön,回来
920,bleiben::V,marad,停留
921,bleiben::V,megmarad,停留
922,warten::V,vár,等
923,warten::V,várakozik,等
924,erwarten::V,vár,等候
925,erwarten::V,megvár,等候
926,suchen::V,kutat,找
927,finden::V,talál,找到
928,versuchen::V,megpróbál,尝试
929,versuchen::V,megkísérel,尝试
930,vorbereiten::V,előkészít,预备
931,lieben::V,szeret,爱
932,mögen::V,szeret,喜欢
933,lachen::V,nevet,笑
934,rühren::V,mozdít,
935,weinen::V,sír,哭
936,schimpfen::V,szid,骂
937,schimpfen::V,szitkozódik,骂
938,sich ärgern::V,mérgelődik,生气
939,sich ärgern::V,bosszankodik,生气
940,sich fürchten::V,fél,害怕
941,sich fürchten::V,retteg,害怕
942,fürchten::V,fél,害怕
943,fliehen::V,menekül,逃走
944,flüchten::V,elmenekül,逃跑
945,sehen::V,néz,看
946,anschauen::V,megnéz,注视
947,ansehen::V,néz,注视
948,ansehen::V,ránéz,注视
949,ansehen::V,megnéz,注视
950,hören::V,hall,听
951,zuhören::V,hallgat,倾听
952,zuhören::V,meghallgat,倾听
953,probieren::V,kóstol,尝
954,probieren::V,megkóstol,尝
955,riechen::V,szagol,闻
956,fühlen::V,érez,感到
957,scheinen::V,tűnik,照耀
958,scheinen::V,látszik,照耀
959,zu sehen sein::V,mutatkozik,可以看到
960,vernehmen::V,hall,审讯
961,frieren::V,fázik,觉得冷
962,tun::V,csinál,作
963,tun::V,cselekszik,作
964,können::V,tud,能
965,wollen::V,akar,要
966,anfangen::V,kezd,开始
967,beenden::V,befejez,结束
968,aufhören::V,megszűnik,停止
969,gelingen::V,sikerül,成功
970,geraten::V,kerül,陷于
971,geraten::V,jut,陷于
972,öffnen::V,nyit,打开
973,öffnen::V,kinyit,打开
974,schließen::V,csuk,关
975,schließen::V,becsuk,关
976,stellen::V,állít,放
977,stellen::V,helyez,放
978,setzen::V,ültet,放
979,setzen::V,helyez,放
980,legen::V,tesz,摆
981,legen::V,fektet,摆
982,berühren::V,érint,触
983,verbinden::V,beköt,联结
984,verbinden::V,összeköt,联结
985,bedecken::V,betakar,覆盖
986,bedecken::V,beborít,覆盖
987,aufhängen::V,felakaszt,挂
988,anzünden::V,gyújt,点
989,anzünden::V,meggyújt,点
990,aufheben::V,felemel,拾起
991,zurücklassen::V,hátrahagy,遗留
992,verlieren::V,veszít,丧失
993,verlieren::V,elveszít,丧失
994,fallen lassen::V,elejt,让掉下
995,machen::V,tesz,做
996,machen::V,csinál,做
997,herstellen::V,gyárt,生产
998,herstellen::V,előállít,生产
999,bauen::V,épít,建造
1000,reparieren::V,javít,修理
1001,reparieren::V,kijavít,修理
1002,reparieren::V,megjavít,修理
1003,verbessern::V,megjavít,改进
1004,ändern::V,változtat,改变
1005,ändern::V,megváltoztat,改变
1006,graben::V,ás,挖
1007,beugen::V,meghajt,弯下
1008,biegen::V,hajlít,弯
1009,drehen::V,forgat,转动
1010,wenden::V,fordít,转动
1011,wenden::V,megfordít,转动
1012,umdrehen::V,megfordít,转动
1013,umdrehen::V,megforgat,转动
1014,heben::V,emel,举起
1015,hochheben::V,felemel,抬高
1016,ergreifen::V,megfog,抓住
1017,halten::V,tart,拿着
1018,drücken::V,nyom,压
1019,drücken::V,megnyom,压
1020,schieben::V,tol,推
1021,kratzen::V,vakar,搔
1022,lecken::V,nyal,舔
1023,beißen::V,harap,咬
1024,abreißen::V,letép,撕下
1025,abschneiden::V,levág,切断
1026,binden::V,köt,捆
1027,binden::V,kötöz,捆
1028,stecken::V,dug,插
1029,brechen::V,tör,断裂
1030,brechen::V,eltör,断裂
1031,klopfen::V,kopogtat,敲
1032,hauen::V,vág,揍
1033,hauen::V,levág,揍
1034,kleben::V,tapaszt,粘
1035,reiben::V,dörzsöl,摩擦
1036,reiben::V,súrol,摩擦
1037,streichen::V,simít,涂
1038,schleifen::V,fen,拖曳
1039,schleifen::V,csiszol,拖曳
1040,schleifen::V,köszörül,拖曳
1041,schneiden::V,vág,切
1042,schneiden::V,szel,切
1043,schneiden::V,metsz,切
1044,rütteln::V,ráz,颠簸
1045,schütteln::V,ráz,摇动
1046,schütteln::V,megráz,摇动
1047,schwenken::V,lóbál,摇动
1048,schwenken::V,lobogtat,摇动
1049,schütten::V,önt,倒
1050,füllen::V,tölt,填满
1051,füllen::V,megtölt,填满
1052,einwickeln::V,becsavar,包
1053,tragen::V,hord,提
1054,schleppen::V,vonszol,扛
1055,ziehen::V,húz,拉
1056,aufbewahren::V,megőriz,保存
1057,werfen::V,dob,扔
1058,werfen::V,hajít,扔
1059,fangen::V,fog,捕捉
1060,packen::V,megragad,抓住
1061,verstecken::V,eldug,藏
1062,verstecken::V,elrejt,藏
1063,teilen::V,oszt,分
1064,teilen::V,megoszt,分
1065,schicken::V,küld,派遣
1066,bringen::V,hoz,带来
1067,bringen::V,visz,带来
1068,hinzufügen::V,hozzáad,添加
1069,bekommen::V,kap,得到
1070,bekommen::V,megkap,得到
1071,erhalten::V,kap,接到
1072,erhalten::V,megkap,接到
1073,nehmen::V,vesz,拿
1074,wählen::V,választ,挑选
1075,auswählen::V,kiválaszt,选择
1076,bewahren::V,megtart,保持
1077,behindern::V,akadályoz,防碍
1078,behindern::V,gátol,防碍
1079,verderben::V,elront,败坏
1080,beschädigen::V,rongál,损坏
1081,zerbrechen::V,eltör,破碎
1082,zerbrechen::V,széttör,破碎
1083,zerbrechen::V,kettétör,破碎
1084,zerreißen::V,eltép,撕碎
1085,zerreißen::V,széttép,撕碎
1086,zerstören::V,elpusztít,毁坏
1087,verbrennen::V,éget,燃烧
1088,verbrennen::V,eléget,燃烧
1089,geben::V,ad,给
1090,reichen::V,nyújt,递给
1091,schenken::V,ajándékoz,赠送
1092,versprechen::V,ígér,许诺
1093,wünschen::V,kíván,祝
1094,loben::V,dicsér,表扬
1095,küssen::V,csókol,亲
1096,wiegen::V,ringat,轻摇
1097,zudecken::V,betakar,盖上
1098,wecken::V,kelt,唤起
1099,wecken::V,ébreszt,唤起
1100,zeigen::V,mutat,指
1101,führen::V,visz,带领
1102,führen::V,vezet,带领
1103,lehren::V,tanít,教
1104,unterrichten::V,tanít,讲课
1105,aufziehen::V,felnevel,抚养
1106,leiten::V,vezet,领导
1107,leiten::V,vezérel,领导
1108,antreiben::V,hajt,催促
1109,lassen::V,-tat,让
1110,lassen::V,-at,让
1111,einladen::V,meghív,邀请
1112,vereinigen::V,egyesít,统一
1113,besuchen::V,látogat,参观
1114,treffen::V,talál,会面
1115,sich versammeln::V,gyülekezik,聚集
1116,sich versammeln::V,összegyűlik,聚集
1117,spielen::V,játszik,玩
1118,singen::V,énekel,唱歌
1119,tanzen::V,táncol,跳舞
1120,sich trennen::V,elválik,分别
1121,verlassen::V,elhagy,离开
1122,retten::V,ment,救
1123,bewachen::V,őriz,守卫
1124,schützen::V,óv,保护
1125,schützen::V,véd,保护
1126,verteidigen::V,véd,保卫
1127,sich schlagen::V,verekszik,打架
1128,schießen::V,lő,射击
1129,siegen::V,győz,获胜
1130,ärgern::V,bosszant,激怒
1131,schlagen::V,üt,打
1132,schlagen::V,ver,打
1133,treten::V,rúg,踢
1134,stechen::V,döf,刺
1135,stechen::V,szúr,刺
1136,stoßen::V,lök,撞
1137,stehlen::V,lop,盗窃
1138,stören::V,zavar,干扰
1139,belästigen::V,zaklat,打搅
1140,verbergen::V,rejt,隐藏
1141,verbergen::V,elrejt,隐藏
1142,täuschen::V,megtéveszt,欺骗
1143,betrügen::V,csal,欺骗
1144,töten::V,öl,杀
1145,wohnen::V,lakik,居住
1146,arbeiten::V,dolgozik,工作
1147,sammeln::V,szed,收集
1148,sammeln::V,gyűjt,收集
1149,pflücken::V,szed,采
1150,jagen::V,vadászik,打猎
1151,fischen::V,halászik,捕鱼
1152,fassen::V,fog,捉住
1153,hüten::V,őriz,守护
1154,hüten::V,legeltet,守护
1155,treiben::V,hajt,漂
1156,anbinden::V,köt,拴
1157,füttern::V,etet,喂
1158,melken::V,fej,挤奶
1159,hacken::V,vág,剁细
1160,gießen::V,öntöz,浇
1161,reifen::V,érik,成熟
1162,zubereiten::V,elkészít,
1163,kochen::V,főz,煮
1164,backen::V,süt,烤
1165,braten::V,süt,煎
1166,umrühren::V,megkever,搅拌
1167,stricken::V,köt,织
1168,nähen::V,varr,缝
1169,färben::V,fest,染色
1170,reinigen::V,tisztít,清洁
1171,waschen::V,mos,洗
1172,abwischen::V,letöröl,擦掉
1173,spülen::V,mosogat,清洗
1174,fegen::V,söpör,扫
1175,kehren::V,söpör,打扫
1176,baden::V,fürdik,给...洗澡
1177,sich waschen::V,mosdik,洗澡
1178,sich waschen::V,mosakszik,洗澡
1179,ausziehen::V,levesz,脱
1180,anziehen::V,felölt,穿
1181,anziehen::V,felvesz,穿
1182,sich anziehen::V,öltözik,穿衣
1183,sich anziehen::V,felöltözik,穿衣
1184,kämmen::V,fésül,梳
1185,schmücken::V,díszít,装饰
1186,sagen::V,mond,说
1187,sprechen::V,beszél,说
1188,reden::V,beszél,讲
1189,sich unterhalten::V,beszélget,聊天
1190,fragen::V,kérdez,问
1191,bitten::V,kér,请
1192,erzählen::V,mesél,叙述
1193,erzählen::V,elbeszél,叙述
1194,mitteilen::V,közöl,通知
1195,nennen::V,hív,叫做
1196,nennen::V,nevez,叫做
1197,rufen::V,hív,叫
1198,prahlen::V,dicsekszik,吹牛
1199,übersetzen::V,fordít,翻译
1200,denken::V,gondol,想
1201,glauben::V,hisz,以为
1202,bemerken::V,észrevesz,发觉
1203,erkennen::V,ráismer,识别
1204,erkennen::V,felismer,识别
1205,begreifen::V,felfog,理解
1206,verstehen::V,ért,明白
1207,verstehen::V,megért,明白
1208,lernen::V,tanul,学
1209,lernen::V,megtanul,学
1210,wissen::V,tud,知道
1211,sich erinnern an::V,emlékszik,回忆
1212,vergessen::V,felejt,忘记
1213,vergessen::V,elfelejt,忘记
1214,messen::V,mér,测量
1215,messen::V,megmér,测量
1216,zählen::V,számol,数
1217,zählen::V,megszámol,数
1218,rechnen::V,számít,计算
1219,lesen::V,olvas,读
1220,malen::V,fest,画
1221,zeichnen::V,rajzol,绘制
1222,schreiben::V,ír,写
1223,besitzen::V,birtokol,占有
1224,kaufen::V,vesz,买
1225,kaufen::V,megvesz,买
1226,verkaufen::V,elad,卖
1227,bezahlen::V,fizet,付钱
1228,bezahlen::V,kifizet,付钱
1229,zahlen::V,fizet,支付
1230,zahlen::V,megfizet,支付
1231,beherrschen::V,ural,统治
1232,ertragen::V,elbír,忍耐
1233,ertragen::V,elvisel,忍耐
