,Concept_ID,nl,ja
297,Anzahl::N,tal,数
298,Anzahl::N,aantal,数
299,Art::N,slag,種類
300,Art::N,soort,種類
301,Stück::N,stuk,部分
302,Teil::N,deel,部分
303,Hälfte::N,helft,半分
304,Kreis::N,kring,円
305,Kreis::N,cirkel,円
306,Kreuz::N,kruis,十字
307,Linie::N,lijn,線
308,Strich::N,haal,線
309,Strich::N,streep,線
310,Abstand::N,afstand,距離
311,Entfernung::N,afstand,距離
312,Gegend::N,streek,辺
313,Gegend::N,streek,地域
314,Platz::N,ruimte,ゆとり
315,Ort::N,oord,所
316,Ort::N,oord,場所
317,Ort::N,plaats,所
318,Ort::N,plaats,場所
319,Seite::N,zij,横
320,Seite::N,kant,横
321,Seite::N,zijde,横
322,Mitte::N,midden,真ん中
323,Gegenstand::N,voorwerp,物件
324,Sache::N,zaak,物
325,Rand::N,rand,端
326,Rand::N,boord,端
327,Kante::N,kant,縁
328,Ecke::N,hoek,角
329,Spitze::N,punt,先頭
330,Spitze::N,spits,先頭
331,Ende::N,einde,端
332,Ende::N,uiteinde,端
333,Loch::N,gat,穴
334,Winkel::N,hoek,片隅
335,Muster::N,dessin,模様
336,Muster::N,patroon,模様
337,Größe::N,grootte,大きさ
338,Länge::N,lengte,長さ
339,Höhe::N,hoogte,高さ
340,Gewicht::N,gewicht,重さ
341,Menge::N,hoeveelheid,量
342,Haufen::N,hoop,堆積
343,Reihe::N,rij,並び
344,Reihe::N,reeks,並び
345,Boot::N,boot,ボート
346,Ruder::N,roeiriem,オール
347,Schlitten::N,slee,そり
348,Schlitten::N,slede,そり
349,Ski::N,ski,スキー
350,Lagerfeuer::N,kampvuur,篝火
351,Last::N,last,荷物
352,Last::N,vracht,荷物
353,Gang::N,wandeling,歩み
354,Schritt::N,stap,歩
355,Schritt::N,schrede,歩
356,Norden::N,noorden,北
357,Süden::N,zuiden,南
358,Westen::N,westen,西
359,Osten::N,oosten,東
360,Holz::N,hout,木
361,Holz::N,hout,木材
362,Brett::N,plank,板
363,Platte::N,plaat,盤
364,Stütze::N,stut,支柱
365,Stütze::N,steun,支柱
366,Stange::N,stang,棒
367,Stock::N,stok,杖
368,Stab::N,staf,棒
369,Rohr::N,pijp,管
370,Haus::N,huis,家
371,Heim::N,tehuis,家
372,Ofen::N,kachel,ストーブ
373,Fußboden::N,vloer,床
374,Tisch::N,tafel,机
375,Stuhl::N,stoel,椅子
376,Wiege::N,wieg,揺籃
377,Bett::N,bed,ベッド
378,Regal::N,rek,棚
379,Kiste::N,kist,箱
380,Fenster::N,raam,窓
381,Fenster::N,venster,窓
382,Tür::N,deur,戸
383,Tür::N,deur,ドア
384,Tor::N,poort,門
385,Zaun::N,omheining,垣根
386,Dach::N,dak,屋根
387,Leiter::N,ladder,梯子
388,Besen::N,bezem,ほうき
389,Spaten::N,schop,スコップ
390,Schaufel::N,schep,シャベル
391,Gabel::N,vork,フォーク
392,Löffel::N,lepel,スプーン
393,Messer::N,mes,ナイフ
394,Nagel::N,spijker,釘
395,Netz::N,net,網
396,Haken::N,haak,鉤
397,Haken::N,haak,フック
398,Griff::N,handvat,取っ手
399,Schloss::N,slot,錠
400,Bild::N,beeld,絵
401,Figur::N,figuur,像
402,Puppe::N,pop,人形
403,Beutel::N,zak,袋
404,Beutel::N,buidel,袋
405,Bündel::N,pak,束
406,Bündel::N,pak,包み
407,Bündel::N,bundel,束
408,Bündel::N,bundel,包み
409,Tasche::N,tas,かばん
410,Eimer::N,emmer,バケツ
411,Deckel::N,deksel,蓋
412,Geschirr::N,vaatwerk,食器
413,Sack::N,zak,袋
414,Tasse::N,kop,カップ
415,Topf::N,pan,鍋
416,Kessel::N,ketel,釜
417,Essen::N,eten,食事
418,Nahrung::N,voedsel,食物
419,Speise::N,spijs,料理
420,Fleisch::N,vlees,肉
421,Getreide::N,graan,麦
422,Getreide::N,graan,穀物
423,Brei::N,pap,粥
424,Brei::N,brij,粥
425,Brot::N,brood,パン
426,Scheibe::N,plak,枚
427,Scheibe::N,plak,切れ
428,Scheibe::N,snede,枚
429,Scheibe::N,snede,切れ
430,Fett::N,vet,脂肪
431,Butter::N,boter,バター
432,Öl::N,olie,油
433,Salz::N,zout,塩
434,Suppe::N,soep,スープ
435,Honig::N,honing,蜂蜜
436,Milch::N,melk,牛乳
437,Tee::N,thee,茶
438,Tee::N,thee,お茶
439,Leder::N,leer,革
440,Leder::N,leder,革
441,Wolle::N,wol,毛糸
442,Stoff::N,stof,布
443,Nadel::N,naald,針
444,Faden::N,draad,糸
445,Knopf::N,knoop,ボタン
446,Knoten::N,knoop,結び目
447,Farbe::N,verf,ペンキ
448,Kleidung::N,kledij,衣服
449,Kleidung::N,kleding,衣服
450,Hemd::N,hemd,シャツ
451,Kragen::N,kraag,襟
452,Ärmel::N,mouw,袖
453,Hose::N,broek,ズボン
454,Hose::N,pantalon,ズボン
455,Gürtel::N,riem,帯
456,Gürtel::N,riem,ベルト
457,Gürtel::N,gordel,帯
458,Gürtel::N,gordel,ベルト
459,Mütze::N,muts,帽子
460,Schuh::N,schoen,靴
461,Stiefel::N,laars,ブーツ
462,Ring::N,ring,輪
463,Band::N,lint,リボン
464,Kamm::N,kam,櫛
465,Spiegel::N,spiegel,鏡
466,Riemen::N,riem,緒
467,Schnur::N,koord,紐
468,Leine::N,lijn,綱
469,Decke::N,deken,掛け布団
470,Kissen::N,kussen,枕
471,Tuch::N,doek,スカーフ
472,Handtuch::N,handdoek,タオル
473,Kraft::N,kracht,力
474,Stärke::N,sterkte,強さ
475,Gesundheit::N,gezondheid,健康
476,Krankheit::N,ziekte,病気
477,Schmerz::N,pijn,痛み
478,Wunde::N,wond,傷
479,Fieber::N,koorts,熱
480,Arznei::N,medicament,薬
481,Arznei::N,geneesmiddel,薬
482,Brücke::N,brug,橋
483,Brunnen::N,put,井戸
484,Brunnen::N,bron,井戸
485,Weide::N,wei,牧場
486,Weide::N,weide,牧場
487,Pfad::N,pad,小路
488,Weg::N,weg,道
489,Straße::N,baan,街道
490,Straße::N,straat,街道
491,Dorf::N,dorp,村
492,Stadt::N,stad,町
493,Stadt::N,stad,都市
494,Brief::N,brief,手紙
495,Buch::N,boek,本
496,Buchstabe::N,letter,文字
497,Zeitung::N,krant,新聞
498,Zeitung::N,dagblad,新聞
499,Leben::N,leven,生活
500,Tod::N,dood,死
501,Grab::N,graf,墓
502,Kirche::N,kerk,教会
503,Sünde::N,zonde,罪
504,Gott::N,god,神
505,Arbeiter::N,arbeider,労働者
506,Chef::N,chef,上司
507,Meister::N,meester,達人
508,Meister::N,meester,マイスター
509,Arzt::N,arts,医者
510,Arzt::N,dokter,医者
511,Lehrer::N,leraar,先生
512,Lehrer::N,onderwijzer,先生
513,Geld::N,geld,金
514,Geschäft::N,zaak,取り引き
515,Laden::N,winkel,店
516,Preis::N,prijs,値段
517,Ware::N,waar,商品
518,Nutzen::N,nut,利益
519,Nutzen::N,voordeel,利益
520,Reichtum::N,rijkdom,豊かさ
521,Welt::N,wereld,世界
522,Land::N,land,国
523,Staat::N,staat,国家
524,König::N,koning,国王
525,Macht::N,macht,権力
526,Grenze::N,grens,国境
527,Krieg::N,oorlog,戦争
528,Feind::N,vijand,敵
529,Gewalt::N,geweld,暴力
530,Kampf::N,strijd,戦い
531,Kampf::N,gevecht,戦い
532,Bogen[Waffe]::N,boog,弓
533,Pfeil::N,pijl,矢
534,Gewehr::N,geweer,銃
535,Fehler::N,fout,間違い
536,Lüge::N,leugen,嘘
537,Schaden::N,schade,損害
538,Unglück::N,tegenspoed,不幸
539,Schuld::N,schuld,罪
540,Alter::N,leeftijd,年
541,Alter::N,leeftijd,年齢
542,Schluss::N,slot,終わり
543,Zeit::N,tijd,時
544,Zeit::N,tijd,時間
545,Tag::N,dag,日
546,Morgen::N,morgen,朝
547,Morgen::N,ochtend,朝
548,Mittag::N,middag,昼
549,Abend::N,avond,晩
550,Abend::N,avond,夕方
551,Nacht::N,nacht,夜
552,Woche::N,week,週
553,Monat::N,maand,月
554,Jahr::N,jaar,年
555,Frühling::N,lente,春
556,Frühling::N,voorjaar,春
557,Sommer::N,zomer,夏
558,Herbst::N,herfst,秋
559,Winter::N,winter,冬
560,Januar::N,januari,一月
561,Februar::N,februari,二月
562,März::N,maart,三月
563,April::N,april,四月
564,Mai::N,mei,五月
565,Juni::N,juni,六月
566,Juli::N,juli,七月
567,August::N,augustus,八月
568,September::N,september,九月
569,Oktober::N,oktober,十月
570,November::N,november,十一月
571,Dezember::N,december,十二月
572,Montag::N,maandag,月曜日
573,Dienstag::N,dinsdag,火曜日
574,Mittwoch::N,woensdag,水曜日
575,Donnerstag::N,donderdag,木曜日
576,Freitag::N,vrijdag,金曜日
577,Samstag::N,zaterdag,土曜日
578,Sonntag::N,zondag,日曜日
579,groß::A,groot,大きい
580,klein::A,klein,小さい
581,lang::A,lang,長い
582,kurz::A,kort,短い
583,breit::A,breed,広い
584,schmal::A,smal,狭い
585,dicht::A,dicht,密な
586,dick[Gegenstand]::A,dik,厚い
587,dünn::A,dun,薄い
588,fein::A,fijn,細い
589,fest::A,vast,硬い
590,flach::A,plat,平らな
591,glatt::A,glad,滑らかな
592,hart::A,hard,堅い
593,weich::A,week,柔らかい
594,rund::A,rond,丸い
595,spitz::A,spits,尖った
596,spitz::A,puntig,尖った
597,scharf::A,scherp,鋭い
598,stumpf::A,stomp,鈍い
599,schwer::A,zwaar,重い
600,schön::A,mooi,綺麗な
601,schön::A,fraai,綺麗な
602,heiß::A,heet,熱い
603,warm::A,warm,温かい
604,kalt::A,koud,寒い
605,kalt::A,koud,冷たい
606,kühl::A,koel,涼しい
607,frisch::A,fris,ひんやりした
608,feucht::A,vochtig,湿った
609,nass::A,nat,濡れた
610,trocken::A,droog,乾いた
611,voll::A,vol,いっぱいの
612,leer::A,leeg,空の
613,offen::A,open,開いた
614,geschlossen::A,gesloten,閉まった
615,sauber::A,net,清潔な
616,sauber::A,schoon,清潔な
617,schmutzig::A,vuil,汚い
618,roh::A,rauw,生の
619,reif::A,rijp,熟した
620,lecker::A,lekker,美味しい
621,süß::A,zoet,甘い
622,bitter::A,bitter,苦い
623,sauer::A,zuur,酸っぱい
624,hell::A,licht,明るい
625,hell::A,helder,明るい
626,dunkel::A,donker,暗い
627,schwarz::A,zwart,黒い
628,weiß::A,wit,白い
629,rot::A,rood,赤い
630,gelb::A,geel,黄色い
631,blau::A,blauw,青い
632,grün::A,groen,緑の
633,grau::A,grijs,灰色の
634,bunt::A,bont,色取り取りの
635,billig::A,goedkoop,安い
636,teuer::A,duur,高い
637,wertvoll::A,kostbaar,貴重な
638,wertvoll::A,waardevol,貴重な
639,blind::A,blind,盲目の
640,taub::A,doof,耳が聞こえない
641,kräftig::A,krachtig,強力な
642,stark::A,sterk,強い
643,schwach::A,zwak,弱い
644,fett::A,vet,太った
645,schlank::A,slank,ほっそりした
646,hübsch::A,leuk,素敵な
647,böse::A,kwaad,悪い
648,dumm::A,dom,馬鹿な
649,faul::A,lui,怠惰な
650,fleißig::A,vlijtig,勤勉な
651,geizig::A,gierig,けちな
652,klug::A,slim,賢い
653,klug::A,slim,頭のいい
654,klug::A,schrander,賢い
655,klug::A,schrander,頭のいい
656,klug::A,verstandig,賢い
657,klug::A,verstandig,頭のいい
658,geschickt::A,handig,器用な
659,geschickt::A,vaardig,器用な
660,lieb::A,lief,愛らしい
661,lustig::A,vrolijk,楽しい
662,sanft::A,zacht,温和な
663,hungrig::A,hongerig,空腹の
664,krank::A,ziek,病気の
665,nackt::A,naakt,裸の
666,traurig::A,treurig,悲しい
667,traurig::A,bedroefd,悲しい
668,lebendig::A,levend,生きた
669,gut::A,goed,良い
670,schlecht::A,slecht,悪い
671,schlecht::A,slecht,駄目な
672,richtig::A,juist,正しい
673,schlimm::A,erg,ひどい
674,schlimm::A,kwaad,ひどい
675,wahr::A,waar,本当の
676,alt::A,oud,古い
677,neu::A,nieuw,新しい
678,ehemalig::A,voormalig,以前の
679,alt[Lebewesen]::A,oud,年を取った
680,jung::A,jong,若い
681,arm::A,arm,貧乏な
682,reich::A,rijk,裕福な
683,bekannt::A,bekend,有名な
684,berühmt::A,beroemd,有名な
685,fremd::A,vreemd,見知らぬ
686,verschieden::A,verscheiden,色々な
687,verschieden::A,verschillend,色々な
688,nah::A,nabij,近い
689,nah::A,nabijgelegen,近い
690,fern::A,ver,遠い
691,linker::A,linker,左の
692,rechter::A,rechter,右の
693,anderer::A,andere,別の
694,erster::A,eerste,一番目
695,zweiter::A,tweede,二番目
696,dritter::A,derde,三番目
697,letzter::A,laatste,最後の
698,allein::ADV,alleen,一人で
699,auf einmal::ADV,ineens,同時に
700,auf einmal::ADV,tegelijk,同時に
701,zusammen::ADV,samen,一緒に
702,zusammen::ADV,bijeen,一緒に
703,lange::ADV,lang,長い間
704,plötzlich::ADV,eensklaps,急に
705,plötzlich::ADV,plotsklaps,急に
706,sofort::ADV,terstond,すぐに
707,sofort::ADV,aanstonds,すぐに
708,sofort::ADV,onmiddelijk,すぐに
709,später::ADV,later,後で
710,jetzt::ADV,nu,今
711,jetzt::ADV,nou,今
712,jetzt::ADV,thans,今
713,heute::ADV,heden,今日
714,heute::ADV,vandaag,今日
715,morgen::ADV,morgen,明日
716,bald::ADV,gauw,間もなく
717,bald::ADV,weldra,間もなく
718,dann::ADV,dan,それから
719,dann::ADV,toen,それから
720,gestern::ADV,gisteren,昨日
721,einst::ADV,eens,過去に
722,damals::ADV,toen,あの時
723,damals::ADV,destijds,あの時
724,danach::ADV,daarna,その後で
725,vorher::ADV,vooraf,以前に
726,vorher::ADV,van tevoren,以前に
727,zuerst::ADV,eerst,まず
728,zuerst::ADV,eerst,最初に
729,zuerst::ADV,het eerst,まず
730,zuerst::ADV,het eerst,最初に
731,einmal::ADV,eens,一回
732,einmal::ADV,eenmaal,一回
733,manchmal::ADV,soms,時々
734,oft::ADV,vaak,よく
735,oft::ADV,dikwijls,よく
736,immer::ADV,altijd,いつも
737,niemals::ADV,nooit,一度も...ない
738,hier::ADV,hier,こちら
739,hierhin::ADV,hierheen,ここへ
740,hierhin::ADV,hierheen,こちらへ
741,von hier::ADV,van hier,ここから
742,von hier::ADV,hiervandaan,ここから
743,dort::ADV,daar,そちら
744,dort::ADV,ginds,そちら
745,dorthin::ADV,daarheen,そこへ
746,dorthin::ADV,daarheen,そちらへ
747,geradeaus::ADV,rechtuit,真っ直ぐに
748,geradeaus::ADV,rechtdoor,真っ直ぐに
749,vorwärts::ADV,vooruit,前へ
750,vorwärts::ADV,voorwaarts,前へ
751,rückwärts::ADV,achteruit,後ろへ
752,rückwärts::ADV,achterwaarts,後ろへ
753,zurück::ADV,terug,後ろへ
754,unten::ADV,beneden,下に
755,unten::ADV,onderaan,下に
756,hinab::ADV,omlaag,下へ
757,hinab::ADV,naar beneden,下へ
758,oben::ADV,boven,上に
759,hinauf::ADV,omhoog,上へ
760,hinauf::ADV,naar boven,上へ
761,überall::ADV,alom,どこでも
762,überall::ADV,overal,どこでも
763,nicht::ADV,niet,ない
764,ein wenig::ADV,wat,少し
765,ein wenig::ADV,wat,ちょっと
766,kaum::ADV,amper,ほとんど～ない
767,kaum::ADV,nauwelijks,ほとんど～ない
768,sehr::ADV,erg,とても
769,sehr::ADV,zeer,とても
770,so::ADV,zo,こう
771,noch::ADV,nog,まだ
772,nur::ADV,maar,～だけ
773,nur::ADV,alleen,～だけ
774,schon::ADV,al,もう
775,schon::ADV,reeds,もう
776,wieder::ADV,weer,再び
777,wieder::ADV,terug,再び
778,vergebens::ADV,vergeefs,無駄に
779,vergebens::ADV,tevergeefs,無駄に
780,vor::PRP,voor,前に
781,hinter::PRP,achter,後ろに
782,unter::PRP,onder,下に
783,unter::PRP,beneden,下に
784,durch::PRP,door,通して
785,neben::PRP,naast,横に
786,zwischen::PRP,tussen,間に
787,wegen::PRP,wegens,為に
788,wegen::PRP,wegens,せいで
789,wegen::PRP,vanwege,為に
790,wegen::PRP,vanwege,せいで
791,dies::PRN,dit,これ
792,das::PRN,dat,それ
793,alles::PRN,alles,全部
794,ich::PRN,ik,私
795,du::PRN,je,あなた
796,du::PRN,jij,あなた
797,er::PRN,hij,彼
798,wir::PRN,we,私達
799,wir::PRN,wij,私達
800,ihr::PRN,jullie,あなた達
801,sie::PRN,ze,彼ら
802,sie::PRN,zij,彼ら
803,was::FPRN,wat,何
804,wer::FPRN,wie,誰
805,wer::FPRN,wie,どなた
806,wo::FADV,waar,どこ
807,wo::FADV,waar,どこに
808,wohin::FADV,waarheen,どこへ
809,wie::FADV,hoe,どう
810,warum::FADV,waarom,何故
811,warum::FADV,waarom,どうして
812,wieviel::FNUM,hoeveel,どのくらい
813,eins::NUM,één,一
814,zwei::NUM,twee,二
815,zwei::NUM,twee,二つ
816,drei::NUM,drie,三
817,drei::NUM,drie,三つ
818,vier::NUM,vier,四
819,vier::NUM,vier,四つ
820,fünf::NUM,vijf,五
821,fünf::NUM,vijf,五つ
822,sechs::NUM,zes,六
823,sechs::NUM,zes,六つ
824,sieben::NUM,zeven,七
825,sieben::NUM,zeven,七つ
826,acht::NUM,acht,八
827,acht::NUM,acht,八つ
828,neun::NUM,negen,九
829,neun::NUM,negen,九つ
830,zehn::NUM,tien,十
831,elf::NUM,elf,十一
832,zwölf::NUM,twaalf,十二
833,zwanzig::NUM,twintig,二十
834,dreißig::NUM,dertig,三十
835,vierzig::NUM,veertig,四十
836,fünfzig::NUM,vijftig,五十
837,sechzig::NUM,zestig,六十
838,siebzig::NUM,zeventig,七十
839,achtzig::NUM,tachtig,八十
840,neunzig::NUM,negentig,九十
841,hundert::NUM,honderd,百
842,tausend::NUM,duizend,千
843,und::CNJ,en,-と
844,und::CNJ,en,そして
845,oder::CNJ,of,或いは
846,stehen::V,staan,立っている
847,sitzen::V,zitten,座っている
848,liegen::V,liggen,横になっている
849,hängen::V,hangen,掛かっている
850,werden::V,worden,なる
851,passieren::V,gebeuren,起こる
852,beginnen::V,beginnen,始まる
853,enden::V,eindigen,終わる
854,wechseln::V,wijzigen,変わる
855,wechseln::V,veranderen,変わる
856,aufgehen[Sonne]::V,opgaan,出る
857,untergehen[Sonne]::V,ondergaan,沈む
858,scheinen[Sonne]::V,schijnen,輝く
859,donnern::V,donderen,雷が鳴る
860,wehen::V,waaien,吹く
