,Concept_ID,sah,ta
651,danach::ADV,ол кэнниттэн,பிற்பாடு
652,vorher::ADV,урут,முன்பாக
653,zuerst::ADV,маҥнай,முதலில்
654,einmal::ADV,биирдэ,ஒரே முறை
655,manchmal::ADV,арыт,சில நேரங்களில்
656,oft::ADV,чаастатык,அடிக்கடி
657,immer::ADV,мэлдьи,எப்பொழுதும்
658,niemals::ADV,хаһан да,ஒருபோதும் இல்லை
659,hier::ADV,маныаха,இங்கே
660,hierhin::ADV,бэттэх,இவ்விடத்திற்கு
661,von hier::ADV,мантан,இனி
662,dort::ADV,онно,அங்கே
663,dorthin::ADV,онно,அவ்விடத்திற்கு
664,geradeaus::ADV,быһа,முன்னாலிருக்கும்
665,geradeaus::ADV,быһаччы,முன்னாலிருக்கும்
666,vorwärts::ADV,инники,முன்புறமாக
667,rückwärts::ADV,төттөру,பின்னோக்கி
668,zurück::ADV,төттөрү,பின்பக்கம்
669,unten::ADV,аллара,கீழாக
670,hinab::ADV,аллара,கீழ் நோக்கி
671,oben::ADV,үөһэ,மேலே
672,hinauf::ADV,өрө,மேலே
673,hinauf::ADV,үөһэ,மேலே
674,überall::ADV,бэйдиэ,எல்லா இடத்திலும்
675,nicht::ADV,буолбатах,இல்லை
676,ein wenig::ADV,кыратык,கொஞ்சம்
677,kaum::ADV,нэһиилэ,அரிதாக
678,sehr::ADV,бэрт,மிக்க
679,sehr::ADV,наһаа,மிக்க
680,so::ADV,оччо,மிகவும்
681,so::ADV,оннук,மிகவும்
682,noch::ADV,өссө,இப்பொழுதும்
683,nur::ADV,эрэ,மட்டும்
684,nur::ADV,сыччах,மட்டும்
685,schon::ADV,бэлиэр,ஏற்கனவே
686,wieder::ADV,эмиэ,மறுபடியும்
687,vergebens::ADV,таак,வீண்
688,vor::PRP,иннигэр,முன்
689,hinter::PRP,кэлин,பின்பக்கம்
690,unter::PRP,-ҕа,கீழே
691,unter::PRP,оһох түгэҕэ,கீழே
692,durch::PRP,курдары,ஊடே
693,neben::PRP,аттыгар,அடுத்து
694,zwischen::PRP,ыккардынан,இடையில்
695,wegen::PRP,уҥуортан,ஏனெனில்
696,dies::PRN,ити,இது
697,dies::PRN,бу,இது
698,das::PRN,били,அது
699,alles::PRN,барыта,ஒவ்வொன்றும்
700,ich::PRN,мин,நான்
701,du::PRN,эн,நீ
702,er::PRN,кнни,அவன்
703,wir::PRN,биһиги,நாம்
704,wir::PRN,биһиги,நாங்கள்
705,ihr::PRN,эһиги,நீங்கள்
706,sie::PRN,кинилэр,அவர்கள்
707,was::FPRN,туох,என்ன
708,wer::FPRN,ким,யார்
709,wo::FADV,ханна,எங்கே
710,wohin::FADV,ханна,எதற்கு
711,wie::FADV,хайдах,எப்படி
712,warum::FADV,тоҕо,ஏன்
713,wieviel::FNUM,төһө,எவ்வளவு
714,eins::NUM,биир,ஒன்று
715,zwei::NUM,икки,இரண்டு
716,drei::NUM,үс,மூன்று
717,vier::NUM,түөрт,நான்கு
718,fünf::NUM,биэс,ஐந்து
719,sechs::NUM,алта,ஆறு
720,sieben::NUM,сэттэ,ஏழு
721,acht::NUM,аҕыс,எட்டு
722,neun::NUM,тоҕус,ஒன்பது
723,zehn::NUM,уон,பத்து
724,elf::NUM,уон биир,பதினொன்று
725,zwölf::NUM,уон икки,பன்னிரண்டு
726,zwanzig::NUM,сүүрбэ,இருபது
727,dreißig::NUM,отут,முப்பது
728,vierzig::NUM,түөрт уон,நாற்பது
729,fünfzig::NUM,биэс уон,ஐமபது
730,sechzig::NUM,алта уон,அறுபது
731,siebzig::NUM,сэттэ уон,எழுபது
732,achtzig::NUM,аҕыс уон,எண்பது
733,neunzig::NUM,тоҕус уонус,தொன்னூறு
734,hundert::NUM,сүүс,நூறு
735,tausend::NUM,тыһыынча,ஆயிரம்
736,und::CNJ,да,மற்றும்
737,und::CNJ,уонна,மற்றும்
738,und::CNJ,итиэннэ,மற்றும்
739,oder::CNJ,эбэтэр,அல்லது
740,stehen::V,тур,நில்
741,sitzen::V,олор,உட்கார்
742,liegen::V,сыт,படு
743,hängen::V,санньылый,தொங்கச் செய்
744,werden::V,буол,ஆகு
745,passieren::V,буол,நிகழ்
746,beginnen::V,саҕалан,ஆரம்பி
747,enden::V,бүт,முடி
748,wechseln::V,уларый,மாற்று
749,aufgehen[Sonne]::V,ой,உயர எழு
750,untergehen[Sonne]::V,киир,பொறுத்து
751,scheinen[Sonne]::V,сырдат,பிரகாசி
752,donnern::V,эт,இடி
753,wehen::V,үр,வீசு
754,strömen::V,кутулун,பாயதல்
755,fließen::V,сүүр,நீரோட்டம் போக்கில் போ
756,sich drehen::V,эргий,சுழல்
757,schwanken::V,биэтэҥнээ,தள்ளாடு
758,schwingen::V,эйэҥнээ,ஆடு
759,fallen::V,оҕут,விழு
760,brennen::V,умай,எரி
761,rauchen::V,буруолаа,பகை பிடி
762,regnen::V,самыырдаа,மழை பெய்
763,gefrieren::V,тоҥ,உறைந்துவிடு
764,tauen::V,ир,உருகு
765,schmelzen::V,уулун,உருகு
766,trocknen::V,куур,உலர்த்து
767,sieden::V,оргуй,கொதிக்க வை
768,faulen::V,сытый,அழுகச் செய்
769,verfaulen::V,сытыйан_хаал,அழுகச் செய்
770,reißen::V,хайыт,திடீரென அறு
771,reißen::V,быһытталан,திடீரென அறு
772,versinken::V,тимир,மூழ்கு
773,versinken::V,батылын,மூழ்கு
774,vergehen::V,дьай,கடந்துசெல்
775,erscheinen::V,көһүн,தோன்றச்
776,verschwinden::V,сүт,மறைந்து போ
777,sinken::V,намтаа,பதைவுறு
778,abnehmen::V,аччаа,குறை
779,zunehmen::V,элбээ,உயர்த்து
780,steigen::V,үрдээ,உயர எழு
781,wachsen::V,үүн,வளர்
782,glänzen::V,кылбай,மிளிர்
783,funkeln::V,күлүмнээ,பிரகாசி
784,funkeln::V,күлүмүрдээ,பிரகாசி
785,lärmen::V,тыаһаа,கொம்பு
786,läuten::V,собуоннаа,மணியொலியிசை
787,klingeln::V,линкинээ,மணி அடி
788,klirren::V,айгырат,கிலுங்கு
789,brausen::V,сирилээ,இரைதல்
790,rauschen::V,суугунаа,சலசலப்பு
791,klingen::V,доргуй,சிலம்புதல்
792,bellen::V,үр,குரை
793,heulen::V,улуй,ஊளையிடு
794,blasen::V,үр,ஊது
795,pfeifen::V,иһиир,சீழ்க்கை எழப்பு
796,schreien::V,кылан,கூச்சலிடு
797,schreien::V,хаһыытаа,கூச்சலிடு
798,stöhnen::V,ынчыктаа,வேதனை
799,zittern::V,титирээ,நடுங்கு
800,zittern::V,дьигиһий,நடுங்கு
801,leben::V,олор,உயிருடனிரு
802,geboren werden::V,төрөө,பிற
803,atmen::V,тыын,சுவாசி
804,trinken::V,ис,குடி
805,essen::V,аһаа,சாப்பிடு
806,schlucken::V,ыйыһын,முழுங்கு
807,müde werden::V,сылай,கையயர்தல்
808,einschlafen::V,утуйан хаал,தூங்க
809,schlafen::V,утуй,தூங்கு
810,schlafen::V,утуйа сыт,தூங்கு
811,aufwachen::V,уһугун,எழுப்பு
812,aufstehen::V,тур,எழுந்திரு
813,sich erholen::V,сынньан,இளைப்பாறு
814,krank werden::V,ыарый,விழுதல்
815,krank sein::V,ыарый,நருக்கலாயிருக்க
816,krank sein::V,ыарыт,நருக்கலாயிருக்க
817,schmerzen::V,ыарыт,நோவுறு
818,husten::V,сөтөлүн,இருமு
819,genesen::V,көн,குணம் அடை
820,sterben::V,өл,மரணமடை
821,umkommen::V,өл,நசி
822,umkommen::V,оҕут,நசி
823,sich bewegen::V,хамсаа,நகர்த்து
824,sich rühren::V,хамсаа,அசை
825,sich erheben::V,тур,எழுந்து நில்
826,sich setzen::V,олор,உட்கார்
827,hinfallen::V,оҕут,விழு
828,laufen::V,хаам,நட
829,schreiten::V,атыллаа,கவடுவைத்தல்
830,spazierengehen::V,дьаарбай,உலவு
831,eilen::V,тиэтэй,விரைந்து
832,sich beeilen::V,ыксаа,அவசரப்படுத்து
833,sausen::V,элээр,விரைந்து செல்
834,rennen::V,сүүрэкэлээ,ஓடு
835,springen::V,ой,குதி
836,springen::V,ыстан,குதி
837,klettern::V,ытын,ஏறு
838,schaukeln::V,эйэҥнээ,தள்ளாடு
839,schaukeln::V,биэрэҥнээ,தள்ளாடு
840,kriechen::V,сыыл,மெதுவாக நடந்து செல்
841,schwimmen::V,уһун,நீந்து
842,schwimmen::V,харбаа,நீந்து
843,tauchen::V,умус,மூழ்கி நீச்சலடி
844,rudern::V,эрт,துடுப்புப் போடு
845,fahren::V,айаннаа,ஓட்டு
846,fliegen::V,көт,பற
847,gehen::V,бар,போ
848,weggehen::V,бар,விலகிச் செல்
849,abfahren::V,бар,புறப்பட்டுச் செல்
850,anhalten::V,тохтоо,நின்றுவிடு
851,hineingehen::V,киир,மறையச் செய்
852,eintreten::V,киир,நுழை
853,kommen::V,кэл,வா
854,ankommen::V,кэл,வநது சேர்
855,ankommen::V,тиий,வநது சேர்
856,zurückkommen::V,төнүн,திரும்பி வா
857,bleiben::V,хаал,இரு
858,warten::V,көһүт,தாமதி
859,erwarten::V,күүт,எதிர்நோக்கு
860,erwarten::V,көһүт,எதிர்நோக்கு
861,suchen::V,ирдээ,தேடு
862,suchen::V,көрдөө,தேடு
863,finden::V,бул,கண்டுபிடி
864,versuchen::V,сорун,முயற்சி செய்
865,vorbereiten::V,бэлэмнээ,ஆயத்தம் செய்
866,lieben::V,таптаа,அன்பு செலுத்து
867,mögen::V,сөбүл,விரும்பு
868,lachen::V,күл,சிரி
869,rühren::V,долгут,இதயத்தைத் தொடு
870,weinen::V,ытаа,அழு
871,schimpfen::V,үөҕүс,சாபமிடு
872,sich ärgern::V,кыыһыр,கோப்பபடு
873,sich ärgern::V,кыйахан,கோப்பபடு
874,sich fürchten::V,куттан,பயப்படு
875,sich fürchten::V,дьиксин,பயப்படு
876,fürchten::V,дьиксин,பயப்படுத்து
877,fürchten::V,куттан,பயப்படுத்து
878,fliehen::V,күрээ,ஓடு
879,flüchten::V,күрээ,தப்பிவிடு
880,sehen::V,көр,பார்
881,anschauen::V,көр,கூர்ந்து கவனி
882,ansehen::V,көр,கவனி
883,hören::V,бил,கேள்
884,hören::V,иһит,கேள்
885,zuhören::V,иһит,சுவைத்துப் பார்
886,probieren::V,боруобалаан көр,ருசி
887,probieren::V,амсайан көр,ருசி
888,riechen::V,сытырҕаа,முகர்ந்து பார்
889,fühlen::V,бил,தொட்டுணர்
890,scheinen::V,көһүн,காணப்படு
891,zu sehen sein::V,көһүн,தோன்றுதல்
892,vernehmen::V,иһит,கேள்
893,frieren::V,тоҥ,குதுகுதுகு
894,frieren::V,үлүй,குதுகுதுகு
895,tun::V,гын,செய்
896,können::V,кыай,இயல்வது
897,wollen::V,баҕар,விரும்பு
898,anfangen::V,саҕалаа,தொடங்கு
899,beenden::V,бүтэр,முடி
900,aufhören::V,уурай,நிறுத்து
901,gelingen::V,сатан,வெற்றி
902,geraten::V,баар буолан биэр,ஏற்படுத்து
903,geraten::V,баар буола тус,ஏற்படுத்து
904,geraten::V,буолан таҕыс,ஏற்படுத்து
905,öffnen::V,ас,திற
906,schließen::V,сап,மூடு
907,schließen::V,хатаа,மூடு
908,stellen::V,уур,வை
909,stellen::V,туруор,வை
910,setzen::V,туруор,வை
911,setzen::V,уур,வை
912,legen::V,уур,பரப்பி வை
913,berühren::V,тыыт,பதி
914,berühren::V,таарый,பதி
915,verbinden::V,кэлгий,சேர்
916,bedecken::V,бүрүй,உறைபோடு
917,aufhängen::V,ыйаа,தொங்கவிடு
918,anzünden::V,умат,எரியூட்டு
919,aufheben::V,өрө тарт,பொறுக்கி எடு
920,zurücklassen::V,бырах,விட்டுச் செல்
921,verlieren::V,сүтэр,இழ
922,fallen lassen::V,түһэр,அளவில் குறைவு
923,fallen lassen::V,мүлчү тут,அளவில் குறைவு
924,machen::V,оҥор,தயார்செய்
925,machen::V,оҥоһун,தயார்செய்
926,herstellen::V,оҥор,உற்பத்தி செய்
927,bauen::V,тут,கட்டு
928,reparieren::V,абырахтаа,பழுது பார்
929,verbessern::V,тупсар,மேம்படுத்து
930,ändern::V,уларыт,மாற்றி அமை
931,graben::V,хас,குழி வெட்டு
932,beugen::V,бокут,வனை
933,beugen::V,токурут,வனை
934,beugen::V,бүк баттаа,வனை
935,biegen::V,иэх,வனை
936,biegen::V,өҕүлүннэр,வனை
937,drehen::V,эргит,சுழல்
938,drehen::V,эргичит,சுழல்
939,wenden::V,эргилин,குடைகவிழு
940,umdrehen::V,түҥнэр,சுற்றும் முற்றும் பார்
941,heben::V,көтөх,தூக்கு
942,hochheben::V,таһаар,தூக்கு
943,ergreifen::V,тут,பறி
944,halten::V,тут,பிடித்துக் கொள்
945,drücken::V,ык,அழுத்து
946,schieben::V,ас,தள்ளு
947,kratzen::V,кыһыы,கீறு
948,lecken::V,салаа,நக்கு
949,beißen::V,ытыр,கடி
950,abreißen::V,быһа тарт,கிழி
951,abreißen::V,туура тарт,கிழி
952,abschneiden::V,быс,வெட்டி எடு
953,abschneiden::V,быһан ыл,வெட்டி எடு
954,abschneiden::V,быһа баттаа,வெட்டி எடு
955,binden::V,кэлгий,கட்டு
956,stecken::V,батары ас,பதிய வை
957,brechen::V,тоһут,உடை
958,klopfen::V,тоҥсуй,தட்டு
959,hauen::V,оҕус,அடி
960,kleben::V,силимнээ,ஒட்டு
961,reiben::V,аал,தேய்
962,streichen::V,сыбаа,பரவச்செய்
963,schleifen::V,чочуй,அரை
964,schneiden::V,быс,துண்டாக்கு
965,rütteln::V,иэҕэҥнэт,மெல்ல தள்ளு
966,schütteln::V,сахсый,குலுக்கு
967,schwenken::V,дайбаа,ஊஞ்சலாடு
968,schütten::V,кут,ஊற்று
969,füllen::V,толор,நிரப்பு
970,einwickeln::V,суулаа,சுற்று
971,tragen::V,ит,எடுத்துச் செல்
972,schleppen::V,сос,இழுத்துச் செல்
973,ziehen::V,тарт,இழு
974,aufbewahren::V,уур,வைத்துக் கொள்
975,aufbewahren::V,харай,வைத்துக் கொள்
976,werfen::V,бырах,வீசி எறி
977,fangen::V,хап,பிடி
978,packen::V,тут,பிடித்துக்கொள்
979,verstecken::V,саһыар,மறை
980,teilen::V,үллэр,பாகங்களாகப் பிரி
981,schicken::V,ыыт,அனுப்பு
982,bringen::V,аҕал,கொண்டு வா
983,hinzufügen::V,эп,சேர்
984,bekommen::V,ыл,பெறு
985,bekommen::V,булун,பெறு
986,erhalten::V,ыл,பெறு
987,nehmen::V,ыл,எடு
988,wählen::V,быыбардаа,தேர்ந்தெடு
989,auswählen::V,тал,தேர்ல்தெடு
990,bewahren::V,харай,கெடாது பேணு
991,behindern::V,мэһэйдээ,தடங்கல் செய்
992,verderben::V,буорту гын,நாசமாக்கு
993,beschädigen::V,алдьат,சேதப்படுத்து
994,zerbrechen::V,үлтүрүт,உடை
995,zerreißen::V,хайыта тарт,கிழி
996,zerstören::V,алдьат,அழி
997,verbrennen::V,уоттаа,எரியூட்டு
998,geben::V,биэр,கொடு
999,reichen::V,аҕал,வழங்கு
1000,schenken::V,бэлэхтээ,மொயத்தல்
1001,versprechen::V,эрэннэр,உறுதியளி
1002,wünschen::V,баҕар,ஆசைப்படு
1003,loben::V,хайҕаа,புகழ்ச்சி கூறு
1004,küssen::V,уураа,முத்தமிடு
1005,wiegen::V,бигээ,ஆட்டுத்தல்
1006,zudecken::V,сап,உறைபோடு
1007,zudecken::V,бүрүй,உறைபோடு
1008,wecken::V,уһугуннар,எழுப்பு
1009,zeigen::V,көрдөр,காட்டு
1010,führen::V,салай,வழிகாட்டி
1011,lehren::V,үөрэт,சொல்லிக் கொடு
1012,unterrichten::V,үөрэт,அறிவுரை கூறு
1013,aufziehen::V,иит,வளர்
1014,leiten::V,салай,அழைத்துச் செல்
1015,antreiben::V,кыһай,தூண்டு
1016,lassen::V,күһэй,விடு
1017,einladen::V,ыҥыр,அழை
1018,vereinigen::V,холбоо,ஒன்றாகச் சேர்
1019,vereinigen::V,түм,ஒன்றாகச் சேர்
1020,besuchen::V,сырыт,வருகை புரி
1021,besuchen::V,билсэ сырыт,வருகை புரி
1022,treffen::V,көрүс,சந்தி
1023,sich versammeln::V,мүһүн,தொகுப்பு
1024,sich versammeln::V,түмүс,தொகுப்பு
1025,spielen::V,оонньоо,விளையாடு
1026,singen::V,ыллаа,பாடு
1027,tanzen::V,үҥкүүлээ,நடனமாடு
1028,sich trennen::V,араҕыс,தனிப்படடுத்து
1029,verlassen::V,хааллар,கைவிடு
1030,retten::V,өрүһүй,காப்பாற்று
1031,bewachen::V,араҥаччылаа,காவல் செய்
1032,schützen::V,көмүскээ,பாதுகாப்பு செய்
1033,verteidigen::V,көмүскээ,எதிர்த்து நில்
1034,sich schlagen::V,охсус,பூசலிடு
1035,schießen::V,ытыалаа,சுட்டுக் கொல்
1036,siegen::V,хот,வெற்றி பெறு
1037,siegen::V,кыай,வெற்றி பெறு
1038,ärgern::V,кыыһырт,எரிச்சலூட்டு
1039,schlagen::V,оҕус,அடி
1040,treten::V,тэп,உதை
1041,stechen::V,кэй,கொட்டு
1042,stoßen::V,кэп,நெருக்கு
1043,stoßen::V,үтүрүй,நெருக்கு
1044,stehlen::V,уор,திருடு
1045,stören::V,мэһэйдээ,தொல்லைகொடு
1046,belästigen::V,батар,தொல்லை கொடு
1047,verbergen::V,кистээ,மறை
1048,täuschen::V,албыннаа,ஏமாற்று
1049,betrügen::V,албыннаа,ஏமாற்று
1050,töten::V,өлөр,கொல்
1051,wohnen::V,олор,தங்கியிரு
1052,arbeiten::V,үлэлээ,வேலை செய்
1053,sammeln::V,мус,ஒன்றுசேர்
1054,sammeln::V,хомуй,ஒன்றுசேர்
1055,pflücken::V,үргээ,கொய்து எடு
1056,jagen::V,бултаа,வேட்டையாடு
1057,fischen::V,балыктаа,மீன் பிடி
1058,fassen::V,тут,பிடி
1059,hüten::V,манаа,காவல் செய்
1060,treiben::V,үүр,ஓட்டு
1061,anbinden::V,баай,கட்டு
1062,füttern::V,аһат,உணவளி
1063,melken::V,ыа,பால் கற
1064,hacken::V,кэрт,வெட்டி எடு
1065,gießen::V,сиигирт,நீர்ப் பாய்ச்சு
1066,reifen::V,бус,பழு
1067,zubereiten::V,бэлэмнээ,சமையல் செய்
1068,kochen::V,буһар,வேகவை
1069,backen::V,буһар,வெப்பத்தில் வாட்டு
1070,braten::V,хооруй,பொரியச் செய்
1071,braten::V,ыһаарылаа,பொரியச் செய்
1072,braten::V,соркуойдаа,பொரியச் செய்
1073,umrühren::V,былаа,கலக்கு
1074,stricken::V,өр,பின்னியிழை
1075,nähen::V,иистэн,தையல் வேலை செய்
1076,färben::V,кырааскалаа,வண்ணம் பெறச் செய்
1077,reinigen::V,ыраастаа,சுத்தம் செய்
1078,waschen::V,сууй,கழுவு
1079,abwischen::V,сот,துடை
1080,spülen::V,сайҕаа,அலசு
1081,fegen::V,сиппий,பெறுக்கு
1082,kehren::V,харбаа,பெறுக்கு
1083,baden::V,сөтүөлээ,குளி
1084,sich waschen::V,суун,கழுவு
1085,ausziehen::V,уһул,கழற்று
1086,anziehen::V,кэтэрт,புனைதல்
1087,sich anziehen::V,таҥын,உடுத்துதல்
1088,kämmen::V,тараа,தலை வாரிக் கொள்
1089,schmücken::V,симээ,அழகுபடுத்து
1090,sagen::V,диэ,சொல்
1091,sprechen::V,эт,பேசு
1092,sprechen::V,саҥар,பேசு
1093,reden::V,кэпсэт,பெசு
1094,sich unterhalten::V,кэпсэт,இயல்பாக பேசிக்கொண்டிரு
1095,fragen::V,ыйыт,கேள்
1096,bitten::V,көрдөс,வேண்டு
1097,erzählen::V,кэпсээ,சொல்
1098,erzählen::V,сэһэргээ,சொல்
1099,mitteilen::V,биллэр,சொல்
1100,nennen::V,ааттаа,பெயரிடுதல்
1101,rufen::V,ыҥыр,கூச்சலிடு
1102,prahlen::V,чабылан,தற்பெருமை பேசு
1103,prahlen::V,киһиргээ,தற்பெருமை பேசு
1104,übersetzen::V,тылбаастаа,மொழிபெயர்ப்பு செய்
1105,denken::V,санаа,யோசி
1106,denken::V,толкуйдаа,யோசி
1107,glauben::V,итэҕэй,நம்பு
1108,bemerken::V,бэлиэтээ,கவனி
1109,erkennen::V,бил,அடையாளம் கண்டுகொள்
1110,begreifen::V,өйдөө,பற்றிக்கொள்
1111,verstehen::V,өйдөө,புரிந்து கொள்
1112,lernen::V,үөрэн,கற்றுக்கொள்
1113,wissen::V,бил,தெரிந்திரு
1114,sich erinnern an::V,аҕын,நினைவு கூர்
1115,vergessen::V,умун,மற
1116,messen::V,кэмнээ,அளவிடு
1117,messen::V,кээмэйдээ,அளவிடு
1118,zählen::V,аах,எண்ணு
1119,rechnen::V,аах,கணக்கிடு
1120,lesen::V,аах,படி
1121,malen::V,уруһуйдаа,வண்ணச்சித்திரம்
1122,zeichnen::V,уруһуйдаа,வரை
1123,schreiben::V,суруй,எழுது
1124,besitzen::V,баһылаа,உடைமையாகக் கொண்டிரு
1125,kaufen::V,атыылас,வாங்கு
1126,verkaufen::V,атыылаа,விற்பனை செய்
1127,bezahlen::V,төлөө,இறுத்தல்
1128,zahlen::V,төлөө,பணம் செலுத்து
1129,beherrschen::V,баһылаа,ஆட்சிசெய்
1130,ertragen::V,тулуй,தாங்கு
