,Concept_ID,da,ro
192,Schwan::N,svane,lebădă
193,Fisch::N,fisk,pește
194,Barsch::N,aborre,biban
195,Hecht::N,gedde,știucă
196,Schlange[Tier]::N,slange,șarpe
197,Wurm::N,orm,vierme
198,Spinne::N,edderkop,păianjen
199,Ameise::N,myre,furnică
200,Laus::N,lus,păduche
201,Mücke::N,myg,țânțar
202,Fliege::N,flue,muscă
203,Schmetterling::N,sommerfugl,fluture
204,Beere::N,bær,boabă
205,Apfel::N,æble,măr
206,Pilz::N,svamp,burete
207,Pilz::N,svamp,ciupercă
208,Zwiebel::N,løg,ceapă
209,Saat::N,sæd,semănătură
210,Korn::N,korn,grâu
211,Heu::N,hø,fân
212,Schale::N,skræl,coajă
213,Grube::N,grav,groapă
214,Falle::N,fælde,cursă
215,Falle::N,fælde,capcană
216,Schlinge::N,snare,laț
217,Spur::N,spor,dâră
218,Asche::N,aske,cenușă
219,Dreck::N,snavs,noroi
220,Dreck::N,snavs,murdărie
221,Eisen::N,jern,fier
222,Gold::N,guld,aur
223,Silber::N,sølv,argint
224,Kohle::N,kul,cărbune
225,Glas::N,glas,sticlă
226,Lehm::N,ler,lut
227,Lehm::N,ler,humă
228,Sand::N,sand,nisip
229,Mensch::N,mennesge,om
230,Mensch::N,mennesge,persoană
231,Mann::N,mand,om
232,Mann::N,mand,bărbat
233,Frau::N,kvinde,femeie
234,Kind::N,barn,copil
235,Junge::N,dreng,băiat
236,Junge::N,dreng,flăcău
237,Mädchen::N,pige,fată
238,Familie::N,familie,familie
239,Großvater::N,bedstefar,bunic
240,Großvater::N,bedstefar,tată mare
241,Großmutter::N,bedstemor,bunică
242,Großmutter::N,bedstemor,mamă mare
243,Eltern::N,forældre,părinți
244,Vater::N,far,tată
245,Vater::N,far,părinte
246,Mutter::N,mor,mamă
247,Sohn::N,søn,fiu
248,Sohn::N,søn,fecior
249,Tochter::N,datter,fiică
250,Bruder::N,bror,frate
251,Schwester::N,søster,soră
252,Onkel::N,onkel,unchi
253,Tante::N,tante,mătușă
254,Ehemann::N,ægtemand,soț
255,Ehemann::N,ægtemand,bărbat
256,Ehefrau::N,hustru,soție
257,Freude::N,glæde,bucurie
258,Gelächter::N,latter,râset
259,Glück::N,lykke,fericire
260,Kummer::N,sorg,mâhnire
261,Wunsch::N,ønske,dorință
262,Wunsch::N,ønske,deziderat
263,Lust::N,lyst,poftă
264,Lust::N,lyst,înclinare
265,Geist::N,ånd,duh
266,Geist::N,ånd,minte
267,Geist::N,ånd,suflet
268,Gedanke::N,tanke,gând
269,Gedanke::N,tanke,cuget
270,Gedächtnis::N,hukommelse,memorie
271,Verstand::N,forstand,minte
272,Verstand::N,forstand,intelect
273,Sinn::N,mening,sens
274,Sinn::N,mening,înțeles
275,Sinn::N,betydning,sens
276,Sinn::N,betydning,înțeles
277,Grund::N,grund,cauză
278,Grund::N,grund,pricină
279,Wahrheit::N,sandhed,adevăr
280,Gespräch::N,samtale,convorbire
281,Gespräch::N,samtale,conversație
282,Märchen::N,eventyr,basm
283,Märchen::N,eventyr,poveste
284,Erzählung::N,fortælling,poveste
285,Nachricht::N,efterretning,veste
286,Neuigkeit::N,nyhed,noutate
287,Neuigkeit::N,nyhed,actualitate
288,Name::N,navn,nume
289,Rätsel::N,gåde,ghicitoare
290,Rede::N,tale,discurs
291,Sprache::N,sprog,limbă
292,Sprache::N,sprog,limbaj
293,Stimme::N,stemme,glas
294,Wort::N,ord,cuvânt
295,Zeichen::N,tegn,semn
296,Zeichen::N,tegn,semnal
297,Ruf::N,råb,chemare
298,Lärm::N,larm,zgomot
299,Lärm::N,larm,tărăboi
300,Laut::N,lyd,sunet
301,Ton::N,tone,ton
302,Lied::N,sang,cântec
303,Ruhe::N,ro,odihnă
304,Ruhe::N,ro,liniște
305,Ruhe::N,hvile,odihnă
306,Ruhe::N,hvile,liniște
307,Leute::N,folk,lume
308,Leute::N,folk,oameni
309,Leute::N,mennesker,lume
310,Leute::N,mennesker,oameni
311,Volk::N,folk,popor
312,Volk::N,folk,națiune
313,Arbeit::N,arbejde,lucru
314,Gast::N,gæst,musafir
315,Geschenk::N,gave,dar
316,Geschenk::N,gave,cadou
317,Spiel::N,leg,joc
318,Gesellschaft::N,selskab,societate
319,Hilfe::N,hjælp,ajutor
320,Freund::N,ven,amic
321,Freund::N,ven,prieten
322,Kamerad::N,kammerat,tovarăș
323,Angelegenheit::N,sag,afacere
324,Angelegenheit::N,anliggende,afacere
325,Anzahl::N,antal,număr
326,Anzahl::N,antal,cantitate
327,Art::N,art,fel
328,Art::N,art,specie
329,Stück::N,stykke,bucată
330,Teil::N,del,parte
331,Teil::N,del,porție
332,Hälfte::N,halvdel,jumătate
333,Kreis::N,cirkel,cerc
334,Kreuz::N,kors,cruce
335,Kreuz::N,kryds,cruce
336,Linie::N,linie,linie
337,Strich::N,streg,linie
338,Strich::N,streg,trăsătură
339,Abstand::N,afstand,distanță
340,Abstand::N,afstand,depărtare
341,Entfernung::N,afstand,distanță
342,Entfernung::N,afstand,depărtare
343,Gegend::N,egn,regiune
344,Platz::N,plads,loc
345,Ort::N,sted,loc
346,Seite::N,side,latură
347,Mitte::N,midte,centru
348,Gegenstand::N,genstand,obiect
349,Sache::N,sag,lucru
350,Sache::N,sag,chestie
351,Rand::N,rand,bordură
352,Kante::N,kant,muchie
353,Kante::N,kant,bordură
354,Ecke::N,hjørne,colț
355,Spitze::N,spids,vârf
356,Spitze::N,spids,creștet
357,Ende::N,ende,capăt
358,Loch::N,hul,gaură
359,Winkel::N,vinkel,colț
360,Muster::N,mønster,desen
361,Größe::N,størrelse,mărime
362,Länge::N,længde,lungime
363,Höhe::N,højde,înălțime
364,Gewicht::N,vægt,greutate
365,Menge::N,mængde,cantitate
366,Haufen::N,bunke,grămadă
367,Reihe::N,række,șir
368,Reihe::N,række,rând
369,Boot::N,båd,barcă
370,Boot::N,båd,luntre
371,Ruder::N,åre,vâslă
372,Ruder::N,åre,lopată
373,Schlitten::N,kælk,sanie
374,Schlitten::N,slæde,sanie
375,Ski::N,ski,schi
376,Lagerfeuer::N,lejrbål,foc de tabără
377,Last::N,last,povară
378,Last::N,last,sarcină
379,Last::N,byrde,povară
380,Last::N,byrde,sarcină
381,Gang::N,gang,mers
382,Gang::N,gang,umblet
383,Schritt::N,skridt,pas
384,Norden::N,nord,nord
385,Norden::N,nord,miazănoapte
386,Süden::N,syd,sud
387,Süden::N,syd,miazăzi
388,Westen::N,vest,apus
389,Osten::N,øst,est
390,Osten::N,øst,răsărit
391,Holz::N,træ,lemn
392,Brett::N,bræt,scândură
393,Platte::N,plade,placă
394,Stütze::N,støtte,proptea
395,Stange::N,stang,bară
396,Stange::N,stang,prăjină
397,Stock::N,stok,băț
398,Stock::N,stok,baston
399,Stab::N,stav,baston
400,Stab::N,stav,prăjină
401,Rohr::N,rør,tub
402,Rohr::N,rør,țeavă
403,Haus::N,hus,casă
404,Heim::N,hjem,casă
405,Heim::N,hjem,cămin
406,Ofen::N,ovn,sobă
407,Fußboden::N,gulv,podea
408,Fußboden::N,gulv,dușumea
409,Tisch::N,bord,masă
410,Stuhl::N,stol,scaun
411,Wiege::N,vugge,leagăn
412,Bett::N,seng,pat
413,Regal::N,reol,rafturi
414,Kiste::N,kasse,ladă
415,Kiste::N,kasse,cutie
416,Fenster::N,vindue,fereastră
417,Tür::N,dør,ușă
418,Tor::N,port,poartă
419,Zaun::N,stakit,gard
420,Dach::N,tag,acoperiș
421,Leiter::N,stige,scară
422,Besen::N,kost,mătură
423,Spaten::N,spade,cazma
424,Spaten::N,spade,hârleț
425,Schaufel::N,skovl,lopată
426,Gabel::N,gaffel,furculiță
427,Löffel::N,ske,lingură
428,Messer::N,kniv,cuțit
429,Nagel::N,søm,cui
430,Netz::N,net,plasă
431,Haken::N,krog,cârlig
432,Griff::N,tag,mâner
433,Griff::N,håndtag,mâner
434,Schloss::N,lås,lacăt
435,Bild::N,billede,tablou
436,Bild::N,billede,imagine
437,Figur::N,figur,chip
438,Figur::N,figur,figură
439,Puppe::N,dukke,păpușă
440,Beutel::N,pose,pungă
441,Beutel::N,pose,săculeț
442,Bündel::N,bylt,mănunchi
443,Bündel::N,bundt,mănunchi
444,Tasche::N,taske,geantă
445,Eimer::N,spand,găleată
446,Deckel::N,låg,capac
447,Geschirr::N,husgeråd,vase
448,Geschirr::N,husgeråd,tacâmuri
449,Sack::N,sæk,sac
450,Tasse::N,kop,ceașcă
451,Topf::N,gryde,oală
452,Kessel::N,kedel,cazan
453,Kessel::N,kedel,căldare
454,Essen::N,måltid,mâncare
455,Nahrung::N,mad,hrană
456,Nahrung::N,mad,aliment
457,Nahrung::N,næring,hrană
458,Nahrung::N,næring,aliment
459,Speise::N,ret,bucate
460,Speise::N,ret,fel de bucate
461,Fleisch::N,kød,carne
462,Getreide::N,korn,cereale
463,Brei::N,grød,pireu
464,Brot::N,brød,pâine
465,Scheibe::N,skive,felie
466,Scheibe::N,skive,bucată
467,Fett::N,fedt,untură
468,Fett::N,fedt,grăsime
469,Butter::N,smør,unt
470,Öl::N,olie,ulei
471,Salz::N,salt,sare
472,Suppe::N,suppe,supă
473,Suppe::N,suppe,ciorbă
474,Honig::N,honning,miere
475,Milch::N,mælk,lapte
476,Tee::N,te,ceai
477,Leder::N,skind,piele
478,Wolle::N,uld,lână
479,Stoff::N,stof,stofă
480,Nadel::N,nål,ac
481,Faden::N,tråd,ață
482,Knopf::N,knap,buton
483,Knoten::N,knude,nod
484,Farbe::N,farve,vopsea
485,Kleidung::N,påklædning,haine
486,Kleidung::N,påklædning,îmbrăcăminte
487,Hemd::N,skjorte,cămașă
488,Kragen::N,krave,guler
489,Ärmel::N,ærme,mânecă
490,Hose::N,bukser,pantaloni
491,Gürtel::N,bælte,cordon
492,Mütze::N,hue,șapcă
493,Schuh::N,sko,gheată
494,Stiefel::N,støvle,cizmă
495,Ring::N,ring,inel
496,Ring::N,ring,verigă
497,Band::N,bånd,panglică
498,Band::N,bånd,șiret
499,Kamm::N,kam,pieptene
500,Spiegel::N,spejl,oglindă
501,Riemen::N,rem,curea
502,Schnur::N,snor,funie
503,Schnur::N,snor,sfoară
504,Leine::N,snor,lesă
505,Leine::N,snor,curea
506,Decke::N,tæppe,pătură
507,Kissen::N,pude,pernă
508,Tuch::N,sjaltørklæde,batic
509,Handtuch::N,håndklæde,prosop
510,Handtuch::N,håndklæde,ștergar
511,Kraft::N,kraft,forță
512,Kraft::N,kraft,putere
513,Stärke::N,styrke,tărie
514,Stärke::N,styrke,vigoare
515,Gesundheit::N,sundhed,sănătate
516,Krankheit::N,sygdom,boală
517,Krankheit::N,sygdom,maladie
518,Schmerz::N,smerte,durere
519,Wunde::N,sår,rană
520,Fieber::N,feber,febră
521,Arznei::N,medicin,leac
522,Arznei::N,medicin,medicament
523,Arznei::N,lægemiddel,leac
524,Arznei::N,lægemiddel,medicament
525,Brücke::N,bro,pod
526,Brücke::N,bro,punte
527,Brunnen::N,brønd,puț
528,Weide::N,græsgang,izlaz
529,Weide::N,græsgang,pășune
530,Pfad::N,sti,cărare
531,Weg::N,vej,drum
532,Straße::N,gade,cale
533,Straße::N,gade,stradă
534,Dorf::N,landsby,sat
535,Stadt::N,by,oraș
536,Brief::N,brev,scrisoare
537,Buch::N,bog,carte
538,Buchstabe::N,bogstav,literă
539,Buchstabe::N,bogstav,caracter
540,Zeitung::N,avis,ziar
541,Zeitung::N,avis,gazetă
542,Leben::N,liv,viață
543,Tod::N,død,moarte
544,Grab::N,grav,groapă
545,Grab::N,grav,mormânt
546,Kirche::N,kirke,biserică
547,Sünde::N,synd,păcat
548,Gott::N,gud,zeu
549,Arbeiter::N,arbejder,muncitor
550,Chef::N,chef,șef
551,Meister::N,mester,meșter
552,Meister::N,mester,maestru
553,Arzt::N,læge,medic
554,Arzt::N,læge,doctor
555,Lehrer::N,lærer,profesor
556,Lehrer::N,lærer,învățător
557,Geld::N,penge,bani
558,Geld::N,penge,parale
559,Geschäft::N,forretning,treabă
560,Geschäft::N,forretning,afacere
561,Laden::N,butik,magazin
562,Laden::N,butik,prăvălie
563,Laden::N,forretning,magazin
564,Laden::N,forretning,prăvălie
565,Preis::N,pris,preț
566,Ware::N,vare,marfă
567,Nutzen::N,nytte,folos
568,Nutzen::N,nytte,profit
569,Reichtum::N,rigdom,avuție
570,Reichtum::N,rigdom,bogăție
571,Welt::N,verden,lume
572,Land::N,land,țară
573,Staat::N,stat,stat
574,König::N,konge,rege
575,Macht::N,magt,putere
576,Macht::N,magt,putință
577,Grenze::N,grænse,hotar
578,Grenze::N,grænse,graniță
579,Grenze::N,grænse,frontieră
580,Krieg::N,krig,război
581,Feind::N,fjende,dușman
582,Gewalt::N,vold,violență
583,Kampf::N,kamp,luptă
584,Bogen[Waffe]::N,bue,arc
585,Pfeil::N,pil,săgeată
586,Gewehr::N,gevær,armă
587,Gewehr::N,gevær,pușcă
588,Fehler::N,fejl,eroare
589,Fehler::N,fejl,greșeală
590,Lüge::N,løgn,minciună
591,Schaden::N,skade,daună
592,Schaden::N,skade,pagubă
593,Unglück::N,uheld,nenorocire
594,Unglück::N,ulykke,nenorocire
595,Schuld::N,skyld,vină
596,Alter::N,alder,etate
597,Alter::N,alder,vârstă
598,Schluss::N,slut,sfârșit
599,Schluss::N,slutning,sfârșit
600,Zeit::N,tid,timp
601,Zeit::N,tid,vreme
602,Tag::N,dag,zi
603,Morgen::N,morgen,dimineață
604,Mittag::N,middag,prânz
605,Mittag::N,middag,amiază
606,Abend::N,aften,seară
607,Nacht::N,nat,noapte
608,Woche::N,uge,săptămână
609,Monat::N,måned,lună
610,Jahr::N,år,an
611,Frühling::N,forår,primăvară
612,Sommer::N,sommer,vară
613,Herbst::N,efterår,toamnă
614,Winter::N,vinter,iarnă
615,Januar::N,januar,ianuarie
616,Februar::N,februar,februarie
617,März::N,marts,martie
618,April::N,april,aprilie
619,Mai::N,maj,mai
620,Juni::N,juni,iunie
621,Juli::N,juli,iulie
622,August::N,august,august
623,September::N,september,septembrie
624,Oktober::N,oktober,octombrie
625,November::N,november,noiembrie
626,Dezember::N,december,decembrie
627,Montag::N,mandag,luni
628,Dienstag::N,tirsdag,marți
629,Mittwoch::N,onsdag,miercuri
630,Donnerstag::N,torsdag,joi
631,Freitag::N,fredag,vineri
632,Samstag::N,lørdag,sâmbătă
633,Sonntag::N,søndag,duminică
634,groß::A,stor,mare
635,klein::A,lille,mic
636,lang::A,lang,lung
637,kurz::A,kort,scurt
638,breit::A,bred,lat
639,breit::A,bred,larg
640,schmal::A,smal,strâmt
641,dicht::A,tæt,des
642,dick[Gegenstand]::A,tyk,gros
643,dünn::A,tynd,subțire
644,fein::A,fin,fin
645,fein::A,fin,subțire
646,fest::A,fast,tare
647,fest::A,fast,solid
648,flach::A,flad,șes
649,flach::A,flad,plan
650,glatt::A,glat,lins
651,hart::A,hård,dur
652,weich::A,blød,moale
653,rund::A,rund,rotund
654,rund::A,rund,circular
655,spitz::A,spids,ascuțit
656,scharf::A,skarp,tăios
657,scharf::A,skarp,ascuțit
658,stumpf::A,sløv,tocit
659,stumpf::A,stump,tocit
660,schwer::A,tung,greu
661,schön::A,skøn,frumos
662,heiß::A,hed,cald
663,heiß::A,hed,fierbinte
664,warm::A,varm,cald
665,warm::A,varm,fierbinte
666,kalt::A,kold,rece
667,kühl::A,kølig,rece
668,kühl::A,kølig,răcoros
669,frisch::A,frisk,răcoros
670,frisch::A,frisk,proaspăt
671,feucht::A,fugtig,umed
672,feucht::A,fugtig,jilav
673,nass::A,våd,ud
674,trocken::A,tør,sec
675,trocken::A,tør,uscat
676,voll::A,fuld,plin
677,leer::A,tom,gol
678,offen::A,åben,deschis
679,geschlossen::A,lukket,închis
680,sauber::A,ren,curat
681,schmutzig::A,snavset,murdar
682,roh::A,rå,crud
683,reif::A,moden,copt
684,lecker::A,lækker,gustos
685,süß::A,sød,dulce
686,bitter::A,bitter,amar
687,sauer::A,sur,acru
688,hell::A,lys,clar
689,hell::A,lys,luminos
690,dunkel::A,mørk,obscur
691,dunkel::A,mørk,întunecos
692,schwarz::A,sort,negru
693,weiß::A,hvid,alb
694,rot::A,rød,roșu
695,gelb::A,gul,galben
696,blau::A,blå,albastru
697,grün::A,grøn,verde
698,grau::A,grå,gri
699,grau::A,grå,cenușiu
700,bunt::A,broget,colorat
701,billig::A,billig,ieftin
702,teuer::A,dyr,scump
703,wertvoll::A,værdifuld,prețios
704,blind::A,blind,orb
705,taub::A,døv,surd
706,kräftig::A,kraftig,tare
707,kräftig::A,kraftig,forte
708,kräftig::A,kraftig,robust
709,stark::A,stærk,viguros
710,stark::A,stærk,puternic
711,schwach::A,svag,slab
712,schwach::A,svag,debil
713,fett::A,fed,gras
714,schlank::A,slank,zvelt
715,hübsch::A,køn,drăguț
716,böse::A,ond,rău
717,böse::A,ond,răutăcios
718,böse::A,slem,rău
719,böse::A,slem,răutăcios
720,dumm::A,dum,nerod
721,dumm::A,dum,tâmpit
722,faul::A,doven,leneș
723,fleißig::A,flittig,harnic
724,fleißig::A,flittig,sârguincios
725,geizig::A,gerrig,calic
726,geizig::A,gerrig,zgârcit
727,klug::A,klog,isteț
728,klug::A,klog,deștept
729,geschickt::A,dygtig,dibaci
730,geschickt::A,behændig,dibaci
731,lieb::A,rar,drag
732,lieb::A,rar,iubit
733,lustig::A,lystig,vesel
734,sanft::A,blid,blând
735,sanft::A,blid,blajin
736,hungrig::A,sulten,flămând
737,krank::A,syg,bolnav
738,nackt::A,nøgen,gol
739,traurig::A,bedrøvet,trist
740,traurig::A,bedrøvet,mâhnit
741,lebendig::A,levende,viu
742,gut::A,god,bun
743,schlecht::A,dårlig,rău
744,schlecht::A,dårlig,prost
745,richtig::A,rigtig,drept
746,richtig::A,rigtig,corect
747,schlimm::A,slem,rău
748,wahr::A,sand,adevărat
749,alt::A,gammel,uzat
750,alt::A,gammel,vechi
751,neu::A,ny,nou
752,ehemalig::A,forhenværende,fost
753,ehemalig::A,forhenværende,anterior
754,alt[Lebewesen]::A,gammel,bătrîn
755,jung::A,ung,tânăr
756,arm::A,fattig,sărac
757,arm::A,fattig,sărman
758,reich::A,rig,avut
759,reich::A,rig,bogat
760,bekannt::A,kendt,cunoscut
761,berühmt::A,berømt,renumit
762,fremd::A,fremmed,străin
763,verschieden::A,forskellig,diferit
764,verschieden::A,forskellig,deosebit
765,nah::A,nær,apropiat
766,fern::A,fjern,departe
767,linker::A,venstre,stâng
768,rechter::A,højre,drept
769,anderer::A,anden,alt
770,erster::A,første,prim
771,zweiter::A,anden,al doilea
772,dritter::A,tredje,treilea
773,letzter::A,sidste,final
774,allein::ADV,alene,singur
775,auf einmal::ADV,på én gang,dintrodată
776,zusammen::ADV,sammen,împreună
777,lange::ADV,længe,îndelung
778,lange::ADV,længe,mult timp
779,plötzlich::ADV,pludselig,deodată
780,plötzlich::ADV,pludselig,pe neașteptate
781,sofort::ADV,straks,imediat
782,sofort::ADV,straks,numaidecît
783,später::ADV,senere,mai apoi
784,später::ADV,senere,mai târziu
785,jetzt::ADV,nu,acum
786,heute::ADV,i dag,azi
787,heute::ADV,i dag,astăzi
788,morgen::ADV,i morgen,mâine
789,bald::ADV,snart,curând
790,dann::ADV,så,apoi
791,gestern::ADV,i går,ieri
792,einst::ADV,engang,odată
793,einst::ADV,engang,odinioară
794,damals::ADV,dengang,atunci
795,damals::ADV,dengang,pe atunci
796,danach::ADV,derefter,după aceasta
797,vorher::ADV,før,mai întâi
798,vorher::ADV,før,în prealabil
799,vorher::ADV,forud,mai întâi
800,vorher::ADV,forud,în prealabil
801,zuerst::ADV,først,întâi
802,zuerst::ADV,først,în primul rând
803,einmal::ADV,en gang,odată
804,manchmal::ADV,sommetider,uneori
805,manchmal::ADV,sommetider,câteodată
806,oft::ADV,ofte,des
807,oft::ADV,ofte,deseori
808,immer::ADV,altid,mereu
809,immer::ADV,altid,întotdeauna
810,niemals::ADV,aldrig,niciodată
811,hier::ADV,her,aci
812,hier::ADV,her,aici
813,hierhin::ADV,hid,încoace
814,hierhin::ADV,herhen,încoace
815,von hier::ADV,herfra,de aici
816,dort::ADV,der,acolo
817,dorthin::ADV,derhen,dincolo
818,geradeaus::ADV,lige ud,drept înainte
819,vorwärts::ADV,fremad,înainte
820,rückwärts::ADV,baglæns,îndărăt
821,zurück::ADV,tilbage,înapoi
822,unten::ADV,nede,jos
823,unten::ADV,nede,dedesubt
824,unten::ADV,forneden,jos
825,unten::ADV,forneden,dedesubt
826,hinab::ADV,ned,în jos
827,hinab::ADV,ned,de vale
828,hinab::ADV,nedad,în jos
829,hinab::ADV,nedad,de vale
830,oben::ADV,oppe,sus
831,oben::ADV,oppe,deasupra
832,oben::ADV,ovenpå,sus
833,oben::ADV,ovenpå,deasupra
834,hinauf::ADV,op,în sus
835,hinauf::ADV,opad,în sus
836,überall::ADV,overalt,peste tot
837,überall::ADV,overalt,pretutindeni
838,nicht::ADV,ikke,nu
839,ein wenig::ADV,lidt,puțin
840,kaum::ADV,knap,cu greu
841,kaum::ADV,knap,cu anevoie
842,kaum::ADV,næppe,cu greu
843,kaum::ADV,næppe,cu anevoie
844,sehr::ADV,meget,mult
845,sehr::ADV,meget,foarte
846,so::ADV,så,așa
847,so::ADV,så,atât
848,noch::ADV,endnu,încă
849,nur::ADV,kun,doar
850,nur::ADV,bare,doar
851,schon::ADV,alt,și
852,schon::ADV,alt,deja
853,schon::ADV,allerede,și
854,schon::ADV,allerede,deja
855,wieder::ADV,igen,iar
