,Concept_ID,sq,lbe
168,Bulle::N,dem,ниц
169,Pferd::N,kalë,чу
170,Schaf::N,dele,тта
171,Schwein::N,derr,дунгъуз
172,Hund::N,qen,ккаччи
173,Katze::N,mace,ччиту
174,Bär::N,ari,цуша
175,Eichhörnchen::N,ketër,бюрхттукку
176,Elch::N,dre brilopatë,ниц-бюрин
177,Fuchs::N,dhelpër,цулчӏа
178,Fuchs::N,dhelpër,куча цулчӏа
179,Hase::N,lepur,бюрх
180,Maus::N,mi,кӏулу
181,Wolf::N,ujk,барцӏ
182,Vogel::N,zog,лелуххи
183,Vogel::N,shpend,лелуххи
184,Schwarm::N,luzmë,гьухъала
185,Huhn::N,pulë,аьнакӏи
186,Hahn::N,gjel,ажари
187,Hahn::N,këndes,ажари
188,Gans::N,patë,къаз
189,Adler::N,shqiponjë,барзу
190,Ente::N,rosë,урдак
191,Eule::N,buf,ису
192,Eule::N,buf,ччиккумяв
193,Kranich::N,lejlek,кьурукь
194,Kranich::N,kurrillë,кьурукь
195,Krähe::N,sorrë,хъатӏу
196,Kuckuck::N,qyqe,ччикку
197,Schwan::N,mjellmë,урттил къаз
198,Fisch::N,peshk,чавахъ
199,Barsch::N,purtekë,
200,Hecht::N,mlysh,
201,Schlange[Tier]::N,gjarpër,шатта
202,Wurm::N,krimb,кьюнукьай шатта
203,Spinne::N,marimangë,ххялцу
204,Ameise::N,thnegël,митӏикьукьу
205,Ameise::N,milingonë,митӏикьукьу
206,Laus::N,morr,
207,Mücke::N,kunup,мичӏак
208,Mücke::N,mushkonjë,мичӏак
209,Fliege::N,mizë,зимиз
210,Schmetterling::N,flutur,чӏимучӏали
211,Beere::N,frutë,хӏаллил ахъулсса
212,Beere::N,manaferrë,хӏаллил ахъулсса
213,Apfel::N,mollë,гьивч
214,Pilz::N,kërpudhë,ттуккул иис
215,Zwiebel::N,qepë,лаччул чсмусул бакӏ
216,Saat::N,farë,гьанна
217,Korn::N,grurë,къама
218,Korn::N,kokërr,къама
219,Heu::N,sanë,ххулув
220,Schale::N,lëkurë,ккиртту
221,Grube::N,gropë,кӏаланг
222,Falle::N,kurth,къатӏа
223,Falle::N,grackë,къатӏа
224,Schlinge::N,nyjë,хӏатӏ
225,Spur::N,gjurmë,ша
226,Asche::N,hi,лах
227,Dreck::N,baltë,кьяркьи
228,Dreck::N,baltë,венп
229,Eisen::N,hekur,мах
230,Gold::N,ar,муси
231,Gold::N,flori,муси
232,Silber::N,argjend,арцу
233,Kohle::N,qymyr,кӏалаш
234,Kohle::N,qymyr,хъуручӏ
235,Glas::N,qelq,пюрун
236,Lehm::N,argjilë,сина аьрщи
237,Sand::N,rërë,къун
238,Mensch::N,njeri,инсан
239,Mann::N,burrë,чув
240,Mann::N,burrë,адимина
241,Mann::N,mashkull,чув
242,Mann::N,mashkull,адимина
243,Frau::N,grua,щарсса
244,Frau::N,grua,хъамитайпа
245,Frau::N,femër,щарсса
246,Frau::N,femër,хъамитайпа
247,Kind::N,kalama,чӏиви оьрчӏ
248,Junge::N,djalë,оьрчӏ
249,Junge::N,djalë,бурхьин оьрчӏ
250,Mädchen::N,gocë,душ
251,Mädchen::N,vajzë,душ
252,Familie::N,familje,кулпат
253,Großvater::N,gjysh,ттатта
254,Großvater::N,gjysh,ниттил ппу
255,Großmutter::N,gjyshe,буттал нину
256,Eltern::N,prindër,нину-ппу
257,Vater::N,atë,ппу
258,Mutter::N,nënë,нину
259,Sohn::N,bir,арс
260,Tochter::N,bijë,душ
261,Bruder::N,vëlla,уссу
262,Schwester::N,motër,ссу
263,Onkel::N,dajë,буттауссу
264,Onkel::N,xhaxha,буттауссу
265,Tante::N,teze,буттал ссу
266,Tante::N,hallë,буттал ссу
267,Ehemann::N,burrë,лас
268,Ehemann::N,bashkëshort,лас
269,Ehefrau::N,grua,щар
270,Ehefrau::N,grua,щарсса
271,Ehefrau::N,bashkëshorte,щар
272,Ehefrau::N,bashkëshorte,щарсса
273,Freude::N,gaz,шадшиву
274,Freude::N,gaz,ххаришиву
275,Freude::N,gëzim,шадшиву
276,Freude::N,gëzim,ххаришиву
277,Gelächter::N,qeshje,хъяхъаву
278,Glück::N,lumturi,талихӏ
279,Kummer::N,brengë,дард
280,Kummer::N,pikëllim,дард
281,Wunsch::N,dëshirë,мурад
282,Lust::N,epsh,гьавас
283,Lust::N,epsh,ччаву
284,Lust::N,dashuri,гьавас
285,Lust::N,dashuri,ччаву
286,Geist::N,frymë,рухӏ
287,Geist::N,shpirt,рухӏ
288,Gedanke::N,ide,пикри
289,Gedanke::N,mendim,пикри
290,Gedächtnis::N,kujtesë,дакӏний личӏаву
291,Verstand::N,mend,аькьлу
292,Sinn::N,kuptim,мяъна
293,Grund::N,arsye,багьана
294,Wahrheit::N,vërtetë,тӏайламур
295,Wahrheit::N,vërtetë,хӏакьмур
296,Gespräch::N,bisedim,ихтилат
297,Märchen::N,përrallë,магьа
298,Erzählung::N,tregim,хавар
299,Nachricht::N,lajm,хавар
300,Neuigkeit::N,risi,хавар
301,Name::N,emër,цӏа
302,Rätsel::N,gjëzë,ссигьа
303,Rätsel::N,gjëegjëzë,ссигьа
304,Rede::N,fjalim,гъалгъа
305,Sprache::N,gjuhë,маз
306,Stimme::N,zë,чӏу
307,Stimme::N,zë,чӏукӏа
308,Wort::N,fjalë,махъ
309,Zeichen::N,shenjë,лишан
310,Ruf::N,thirrmë,
311,Lärm::N,zhurmë,чӏу
312,Laut::N,tingull,чӏу
313,Ton::N,ton,чӏу
314,Lied::N,këngë,балай
315,Ruhe::N,qetësi,дигьалагру
316,Leute::N,botë,инсантал
317,Leute::N,njerëz,инсантал
318,Volk::N,popull,ил
319,Volk::N,popull,халкь
320,Arbeit::N,punë,заву
321,Gast::N,mik,хъамаличу
322,Gast::N,mysafir,хъамаличу
323,Geschenk::N,dhuratë,бухчакарши
324,Geschenk::N,dhuratë,лажинккакку
325,Geschenk::N,peshqesh,бухчакарши
326,Geschenk::N,peshqesh,лажинккакку
327,Spiel::N,lojë,тӏуркӏу
328,Gesellschaft::N,shoqëri,жямат
329,Gesellschaft::N,shoqëri,ккуран
330,Hilfe::N,ndihmë,кумаг
331,Freund::N,mik,дус
332,Kamerad::N,shok,хӏаласу
333,Angelegenheit::N,punë,иш
334,Anzahl::N,sasi,аьдад
335,Art::N,lloj,жинс
336,Stück::N,copë,касак
337,Teil::N,pjesë,бутӏа
338,Hälfte::N,gjysmë,дачӏи
339,Kreis::N,qark,кюрщан
340,Kreis::N,rreth,кюрщан
341,Kreuz::N,kryq,ххач
342,Linie::N,vijë,щва
343,Strich::N,vizë,щва
344,Abstand::N,distancë,манзил
345,Entfernung::N,largim,манзил
346,Gegend::N,vise,кӏану
347,Gegend::N,krahinë,кӏану
348,Platz::N,shesh,
349,Ort::N,vend,кӏану
350,Seite::N,anë,чул
351,Seite::N,anë,чулухалу
352,Mitte::N,mes,дя
353,Gegenstand::N,send,зат
354,Sache::N,gjë,зат
355,Sache::N,send,зат
356,Rand::N,qoshe,зума
357,Kante::N,teh,
358,Ecke::N,qoshe,мурцӏу
359,Spitze::N,majë,мицӏ
360,Ende::N,skaj,зума
361,Ende::N,bisht,зума
362,Loch::N,vrimë,ккутӏ
363,Winkel::N,kënd,мурцӏу
364,Muster::N,mostër,накьич
365,Größe::N,madhësi,
366,Länge::N,gjatësi,лахъишиву
367,Höhe::N,lartësi,лахъшиву
368,Gewicht::N,peshë,дуццин
369,Gewicht::N,peshë,кӏушиву
370,Menge::N,sasi,
371,Haufen::N,grumbull,бакӏу
372,Reihe::N,radhë,кьюкьа
373,Reihe::N,rresht,кьюкьа
374,Boot::N,barkë,луткка
375,Boot::N,lundër,луткка
376,Ruder::N,rrem,весло
377,Ruder::N,rrem,чӏатӏа
378,Schlitten::N,sajë,чана
379,Schlitten::N,sajë,санкка
380,Ski::N,ski,лижарду
381,Lagerfeuer::N,flakadan,къавтӏн
382,Lagerfeuer::N,zjarr i madh,къавтӏн
383,Last::N,barrë,гьиву
384,Gang::N,ecje,нанаву
385,Schritt::N,hap,ша
386,Norden::N,veri,ухссав
387,Norden::N,veri,ухссавнил чулухалу
388,Süden::N,jug,кьилва
389,Westen::N,perëndim,баргълагавал
390,Westen::N,perëndim,баргълагавал чул
391,Osten::N,lindje,баргъбуккай чулухалу
392,Holz::N,dru,тӏама
393,Brett::N,dërrasë,тахта
394,Platte::N,pllakë,гъуни
395,Stütze::N,shtyllë,гьалакӏу
396,Stütze::N,mbështetesë,гьалакӏу
397,Stange::N,shufër,къазихъ
398,Stock::N,dajak,ттархь
399,Stab::N,shkop,ччантӏакъу
400,Rohr::N,tub,бургъу
401,Haus::N,shtëpi,къатта
402,Heim::N,konak,къатта
403,Heim::N,shtëpi,къатта
404,Ofen::N,sobë,пач
405,Ofen::N,stufë,пач
406,Fußboden::N,dysheme,чӏанкъатта
407,Tisch::N,tryezë,усттул
408,Stuhl::N,karrige,кӏану
409,Wiege::N,djep,оьрчӏал кӏану
410,Bett::N,shtrat,тах
411,Regal::N,raft,чӏаму
412,Kiste::N,kuti,яшикӏ
413,Kiste::N,kuti,къурши
414,Fenster::N,dritare,чӏавахьулу
415,Tür::N,derë,нуз
416,Tür::N,derë,нузкьун
417,Tor::N,portë,къапу
418,Tor::N,portë,дарваза
419,Zaun::N,gardh,дайгьузанну
420,Dach::N,çati,магъи
421,Dach::N,çati,цӏиялу
422,Leiter::N,shkallë,чуртту
423,Besen::N,fshesë,чӏатлу
424,Spaten::N,lopatë,бил
425,Schaufel::N,qyrek,чӏатӏа
426,Gabel::N,pirun,гьиссилу
427,Löffel::N,lugë,къуса
428,Messer::N,thikë,чӏила
429,Nagel::N,gozhdë,мяр
430,Netz::N,rrjetë,къери
431,Haken::N,grep,къича
432,Haken::N,grremç,къича
433,Griff::N,dorak,куяму
434,Griff::N,dorezë,куяму
435,Schloss::N,bravë,кьункьула
436,Bild::N,tablo,сурат
437,Bild::N,pikturë,сурат
438,Figur::N,figurë,
439,Puppe::N,kukull,ссихьу
440,Beutel::N,qese,чантай
441,Beutel::N,trastë,чантай
442,Bündel::N,deng,гьи
443,Bündel::N,deng,къар
444,Tasche::N,çantë,
445,Eimer::N,kovë,бадра
446,Deckel::N,kapak,къапаза
447,Deckel::N,mbulesë,къапаза
448,Geschirr::N,enë,пюрунчӏул
449,Geschirr::N,enë,тӏахӏникӏичӏу
450,Sack::N,thes,къап
451,Sack::N,thes,дарваг
452,Sack::N,torbë,къап
453,Sack::N,torbë,дарваг
454,Tasse::N,filxhan,пижан
455,Tasse::N,filxhan,пинжан
456,Tasse::N,filxhan,инкираччатӏи
457,Tasse::N,filxhan,цинцилттал бушкъап
458,Topf::N,kusi,кӏункӏур
459,Topf::N,tenxhere,кӏункӏур
460,Kessel::N,kazan,чаг
461,Kessel::N,kazan,кӏункӏур
462,Essen::N,ngrënie,дукия
463,Essen::N,ngrënie,дукин
464,Nahrung::N,ushqim,дукра
465,Speise::N,gatesë,дукра
466,Fleisch::N,mish,дикӏ
467,Getreide::N,drithë,къама
468,Brei::N,qull,ккурч
469,Brot::N,bukë,ччатӏ
470,Scheibe::N,fetë,парча
471,Fett::N,lyrë,аьгъушиву
472,Fett::N,yndyrë,аьгъушиву
473,Butter::N,gjalpë,нагь
474,Butter::N,gjalpë,лагаву
475,Öl::N,vaj,
476,Salz::N,kripë,цӏву
477,Suppe::N,supë,накь
478,Suppe::N,çorbë,накь
479,Honig::N,mjaltë,ницӏ
480,Milch::N,qumësht,накӏ
481,Tee::N,çaj,чяй
482,Leder::N,lëkurë,бурчу
483,Wolle::N,lesh,ппал
484,Stoff::N,pëlhurë,янна
485,Nadel::N,gjilpërë,ххалаххи
486,Faden::N,pe,ххал
487,Faden::N,fije,ххал
488,Knopf::N,kopsë,банд
489,Knoten::N,komb,къурхъ
490,Farbe::N,bojë,сир
491,Kleidung::N,veshje,янна
492,Kleidung::N,veshje,лаххия
493,Hemd::N,këmishë,гьухъа
494,Kragen::N,jakë,дарвач
495,Ärmel::N,mëngë,кахха
496,Hose::N,brekë,хӏажак
497,Gürtel::N,rrip,мухӏлу
498,Mütze::N,kësulë,кьяпа
499,Schuh::N,këpucë,
500,Stiefel::N,çizme,чакма
501,Ring::N,unazë,кӏисса
502,Band::N,shirit,линт
503,Kamm::N,krehër,ттарал
504,Spiegel::N,pasqyrë,дагьани
505,Riemen::N,rrip,эн
506,Schnur::N,litar,хьхьа
507,Schnur::N,cikomë,хьхьа
508,Leine::N,rrip,
509,Decke::N,batanije,виргъан
510,Kissen::N,jastëk,кӏаралу
511,Tuch::N,shami,карщи
512,Handtuch::N,peshqir,калихьу
513,Handtuch::N,peshqir,лажинлихьу
514,Kraft::N,forcë,эллаж
515,Stärke::N,koll,гуж
516,Gesundheit::N,shëndet,цӏуллу-сагъшиву
517,Krankheit::N,sëmundje,къашайшиву
518,Schmerz::N,dhimbje,къюву
519,Wunde::N,plagë,щаву
520,Fieber::N,ethe,кӏиришиву
521,Arznei::N,ilaç,дару
522,Brücke::N,urë,ламу
523,Brunnen::N,pus,къуй
524,Weide::N,kullotë,бизантту
525,Pfad::N,ravë,жегъир ххуллу
526,Pfad::N,shteg,жегъир ххуллу
527,Weg::N,udhë,ххуллу
528,Weg::N,shteg,ххуллу
529,Straße::N,rrugë,ххуллу
530,Dorf::N,fshat,щар
531,Dorf::N,fshat,шяравалу
532,Dorf::N,katund,щар
533,Dorf::N,katund,шяравалу
534,Stadt::N,qytet,шагьру
535,Brief::N,letër,чагъар
536,Buch::N,libër,лу
537,Buchstabe::N,shkronjë,хӏарп
538,Zeitung::N,gazetë,кказит
539,Leben::N,jetë,оьрму
540,Tod::N,mortje,ажал
541,Tod::N,mortje,бивкӏу
542,Tod::N,mortje,ивчӏаву
543,Grab::N,varr,гьав
544,Kirche::N,kishë,килиса
545,Sünde::N,mëkat,бунагъ
546,Sünde::N,gjynah,бунагъ
547,Gott::N,hy,зал
548,Gott::N,zot,зал
549,Arbeiter::N,punëtor,зузала
550,Chef::N,shef,ялувма
551,Chef::N,drejtues,ялувма
552,Meister::N,mjeshtër,усттар
553,Arzt::N,mjek,хӏакин
554,Arzt::N,doktor,хӏакин
555,Lehrer::N,mësues,учитель
556,Lehrer::N,arsimtar,учитель
557,Geld::N,para,арцу
558,Geld::N,holla,арцу
559,Geschäft::N,ujdi,даву
560,Geschäft::N,biznes,даву
561,Laden::N,dyqan,ттучан
562,Preis::N,çmim,багъа
563,Ware::N,mall,хъус
564,Nutzen::N,dobi,хайр
565,Nutzen::N,dobi,мюнпат
566,Nutzen::N,leverdi,хайр
567,Nutzen::N,leverdi,мюнпат
568,Reichtum::N,kamje,давлат
569,Reichtum::N,kamje,аваданшиву
570,Reichtum::N,pasuri,давлат
571,Reichtum::N,pasuri,аваданшиву
572,Welt::N,botë,дуниял
573,Land::N,vend,билаят
574,Staat::N,shtet,паччахӏлугъ
575,König::N,mbret,
576,Macht::N,fuqi,власть
577,Macht::N,pushtet,власть
578,Grenze::N,kufi,дазу
579,Krieg::N,luftë,дяъви
580,Feind::N,armik,душман
581,Gewalt::N,dhunë,къия
582,Kampf::N,luftim,лачӏуи уккаву
583,Bogen[Waffe]::N,hark,ккуртта
584,Pfeil::N,shigjetë,чӏатӏаракӏ
585,Gewehr::N,pushkë,ттупанг
586,Fehler::N,gafë,гъалатӏ
587,Fehler::N,gabim,гъалатӏ
588,Lüge::N,gënjeshtër,щялмахъ
589,Schaden::N,dëm,зарал
590,Schaden::N,zarar,зарал
591,Unglück::N,fatkeqësi,бала
592,Schuld::N,faj,тахсир
593,Alter::N,moshë,оьрму
594,Schluss::N,fund,ахир
595,Zeit::N,kohë,чӏун
596,Tag::N,ditë,кьини
597,Morgen::N,mëngjes,кӏюрх
598,Mittag::N,mesditë,ахттайн
599,Mittag::N,mesditë,дяахттайн
600,Mittag::N,mesditë,ахттайн чӏун
601,Abend::N,mbrëmje,маркӏачӏан
602,Nacht::N,natë,хьхьу
603,Woche::N,javë,нюжмар
604,Monat::N,muaj,барз
605,Jahr::N,vit,шин
606,Frühling::N,pranverë,инт
607,Sommer::N,verë,гъи
608,Herbst::N,vjeshtë,ссут
609,Winter::N,dimër,кӏи
610,Januar::N,janar,цалчинмур барз
611,Februar::N,shkurt,кӏилчинмур барз
612,März::N,mars,шамилчинмур барз
613,April::N,prill,апрель
614,April::N,prill,мукьилчинмур барз
615,Mai::N,maj,май
616,Mai::N,maj,ххюлчинмур барз
617,Juni::N,qershor,июнь
618,Juni::N,qershor,ряххилчинмур барз
619,Juli::N,korrik,июль
620,Juli::N,korrik,Арулчинмур барз
621,August::N,gusht,мяйлчинмур барз
622,September::N,shtator,урчӏилчинмур барз
623,Oktober::N,tetor,ацӏилчинмур барз
624,November::N,nëntor,ацӏния цалчинмур барз
625,Dezember::N,dhjetor,ацӏния кӏилчинмур барз
626,Montag::N,hënë,итин
627,Montag::N,hënë,итин кьини
628,Dienstag::N,martë,тталат
629,Dienstag::N,martë,тталат кьини
630,Mittwoch::N,mërkurë,арвахӏ
631,Donnerstag::N,enjte,хамис
632,Freitag::N,premte,нюжмар
633,Freitag::N,premte,нюжмар кьини
634,Samstag::N,shtunë,ххуллун
635,Samstag::N,shtunë,ххуллун кьини
636,Sonntag::N,diel,алхӏат
637,Sonntag::N,diel,алхӏат кьини
638,groß::A,madh,бугъарасса
639,klein::A,vogël,чӏивисса
640,lang::A,gjatë,лахъисса
641,kurz::A,shkurtër,кутӏасса
642,breit::A,gjerë,уттасса
643,schmal::A,ngushtë,уттакӏюласса
644,dicht::A,dendur,ццунсса
645,dick[Gegenstand]::A,trashë,ганзсса
646,dünn::A,hollë,кӏюласса
647,fein::A,imët,
648,fest::A,fortë,цӏакьсса
649,fest::A,fortë,кьянкьасса
650,flach::A,sheshtë,баягъисса
651,flach::A,sheshtë,цӏубакъасса
652,flach::A,sheshtë,куртӏ дакъасса
653,glatt::A,rrafshët,дюрчӏусса
654,hart::A,fortë,кьянкьасса
655,weich::A,butë,кӏукӏлусса
656,rund::A,rrumbullakët,ккурккисса
657,spitz::A,majëmprehtë,ярксса
658,spitz::A,majëmprehtë,дайлсса
659,spitz::A,majëmprehtë,мицӏ бусса
660,scharf::A,mprehtë,ярксса
661,scharf::A,mprehtë,дайлсса
662,scharf::A,mprehtë,мицӏ бусса
663,stumpf::A,topitur,къуркъасса
664,schwer::A,rëndë,кӏусса
665,schön::A,bukur,аьнтӏикӏасса
666,heiß::A,nxehtë,кӏирисса
667,warm::A,ngrohtë,гъелисса
668,kalt::A,ftohtë,дяркъусса
669,kühl::A,freskët,дюхлулсса
670,frisch::A,pastër,цӏусса
671,feucht::A,lagësht,атилсса
672,feucht::A,lagësht,хъавтусса
673,nass::A,lagur,атилсса
674,nass::A,lagur,хъавтусса
675,trocken::A,thatë,кьавкьсса
676,trocken::A,thatë,кьакьан бувсса
677,voll::A,plotë,бувцӏусса
678,leer::A,bosh,бачӏвасса
679,leer::A,zbrazët,бачӏвасса
680,offen::A,hapur,тӏивтӏусса
681,geschlossen::A,mbyllur,лавкьусса
682,sauber::A,dëlirë,марцӏсса
683,schmutzig::A,ndyrë,чапалсса
684,roh::A,gjallë,шакъавхьсса
685,reif::A,arrirë,дирсса
686,lecker::A,shijshëm,нахӏусса
687,lecker::A,shijshëm,тӏааьнсса
688,süß::A,ëmbël,нацӏусса
689,bitter::A,hidhur,кьурчӏисса
690,sauer::A,thartë,туршсса
691,hell::A,me dritë,чаннасса
692,dunkel::A,errët,цӏансса
693,schwarz::A,i zi,лухӏисса
694,weiß::A,bardhë,кӏяласса
695,rot::A,kuq,ятӏулсса
696,gelb::A,verdhë,хъахъисса
697,blau::A,blu,някӏсса
698,blau::A,kaltër,някӏсса
699,grün::A,blertë,щюлисса
700,grün::A,gjelbër,щюлисса
701,grau::A,hirtë,оьрусса
702,grau::A,bojë hiri,оьрусса
703,bunt::A,shumëngjyrëshëm,оьрчӏикӏурисса
704,billig::A,lirë,кьювкьусса
705,teuer::A,shtrenjtë,ххирасса
706,wertvoll::A,çmuar,багьасса
707,wertvoll::A,vlershëm,багьасса
708,blind::A,qorr,мурчӏисса
709,blind::A,verbër,мурчӏисса
710,taub::A,shurdhër,къюкӏсса
711,kräftig::A,fuqishëm,гужсса
712,stark::A,fortë,кьянкьасса
713,schwach::A,dobët,заэвсса
714,fett::A,dhjamur,бучсса
715,schlank::A,hollë,бювхъусса
716,hübsch::A,bukur,янусса
717,hübsch::A,hijshëm,янусса
718,böse::A,keq,оьсса
719,dumm::A,teveqel,ахӏмакьсса
720,faul::A,dembel,танмалсса
721,faul::A,dembel,курчӏилсса
722,fleißig::A,zellshëm,хӏарачат бусса
723,geizig::A,kurnac,янттарцӏансса
724,geizig::A,dorështrënguar,янттарцӏансса
725,klug::A,mençur,аькьлу бусса
726,geschickt::A,aftë,паргалсса
727,lieb::A,dashur,аьзизсса
728,lustig::A,gëzuar,тяхъасса
729,sanft::A,butë,иминсса
730,hungrig::A,uritur,ккашилсса
731,krank::A,sëmurë,къашавайсса
732,nackt::A,lakuriq,кӏачӏасса
733,nackt::A,zhveshur,кӏачӏасса
734,traurig::A,trishtuar,пашмансса
735,lebendig::A,gjallë,уттавасса
736,gut::A,mirë,ххуйсса
737,schlecht::A,keq,оьккисса
738,richtig::A,drejtë,саргъунсса
739,schlimm::A,keq,оьккисса
740,wahr::A,vërtetë,хӏакьсса
741,alt::A,vjetër,кугьнасса
742,neu::A,i ri,цӏусса
