,Concept_ID,sah,mdf
751,einmal::ADV,биирдэ,весть
752,manchmal::ADV,арыт,лия́ста
753,manchmal::ADV,арыт,ко́ста-ко́ста
754,oft::ADV,чаастатык,си́деста
755,immer::ADV,мэлдьи,фалу
756,immer::ADV,мэлдьи,най
757,niemals::ADV,хаһан да,аф мзя́рдонга
758,hier::ADV,маныаха,тяса
759,hierhin::ADV,бэттэх,сей
760,hierhin::ADV,бэттэх,тяза
761,von hier::ADV,мантан,тя́ста
762,dort::ADV,онно,тоса
763,dorthin::ADV,онно,тов
764,dorthin::ADV,онно,тоза
765,geradeaus::ADV,быһа,ви́деста
766,geradeaus::ADV,быһаччы,ви́деста
767,vorwärts::ADV,инники,и́нголи
768,rückwärts::ADV,төттөру,ме́ки
769,zurück::ADV,төттөрү,ме́ки
770,unten::ADV,аллара,ала
771,hinab::ADV,аллара,алу
772,oben::ADV,үөһэ,вяре
773,hinauf::ADV,өрө,вяри
774,hinauf::ADV,үөһэ,вяри
775,überall::ADV,бэйдиэ,се́мбе ва́стова
776,nicht::ADV,буолбатах,аф
777,ein wenig::ADV,кыратык,аф лама
778,kaum::ADV,нэһиилэ,а́ньцек
779,sehr::ADV,бэрт,пяк
780,sehr::ADV,наһаа,пяк
781,so::ADV,оччо,ста́не
782,so::ADV,оннук,ста́не
783,noch::ADV,өссө,нинге
784,nur::ADV,эрэ,аньцек
785,nur::ADV,сыччах,аньцек
786,schon::ADV,бэлиэр,ни
787,wieder::ADV,эмиэ,та́га
788,vergebens::ADV,таак,стак
789,vor::PRP,иннигэр,инголе
790,hinter::PRP,кэлин,фтала
791,hinter::PRP,кэлин,мельге
792,unter::PRP,-ҕа,ала
793,unter::PRP,оһох түгэҕэ,ала
794,durch::PRP,курдары,пачк
795,neben::PRP,аттыгар,ваксса
796,zwischen::PRP,ыккардынан,ёткса
797,wegen::PRP,уҥуортан,сюнеда
798,dies::PRN,ити,тя
799,dies::PRN,бу,тя
800,das::PRN,били,ся
801,das::PRN,били,тона
802,alles::PRN,барыта,сембе
803,ich::PRN,мин,мон
804,du::PRN,эн,тон
805,er::PRN,кнни,сон
806,wir::PRN,биһиги,минь
807,ihr::PRN,эһиги,тинь
808,sie::PRN,кинилэр,синь
809,was::FPRN,туох,мезе
810,wer::FPRN,ким,кие
811,wo::FADV,ханна,коса
812,wohin::FADV,ханна,ков
813,wohin::FADV,ханна,коза
814,wie::FADV,хайдах,ко́да
815,warum::FADV,тоҕо,мес
816,wieviel::FNUM,төһө,мзя́ра
817,eins::NUM,биир,фкя
818,zwei::NUM,икки,кафта
819,drei::NUM,үс,колма
820,vier::NUM,түөрт,ниле
821,fünf::NUM,биэс,вете
822,sechs::NUM,алта,кота
823,sieben::NUM,сэттэ,сисем
824,acht::NUM,аҕыс,кафкса
825,neun::NUM,тоҕус,ве́йхкса
826,zehn::NUM,уон,кемонь
827,elf::NUM,уон биир,кефкие
828,zwölf::NUM,уон икки,кемгафтува
829,zwanzig::NUM,сүүрбэ,комсь
830,dreißig::NUM,отут,колмогемонь
831,vierzig::NUM,түөрт уон,нильге́монь
832,fünfzig::NUM,биэс уон,ве́дьгемонь
833,sechzig::NUM,алта уон,ко́дгемонь
834,siebzig::NUM,сэттэ уон,сизьге́монь
835,achtzig::NUM,аҕыс уон,ка́фксогемонь
836,neunzig::NUM,тоҕус уонус,ве́йхксогемонь
837,hundert::NUM,сүүс,сяда
838,tausend::NUM,тыһыынча,тёжянь
839,und::CNJ,да,и
840,und::CNJ,да,дъ
841,und::CNJ,уонна,и
842,und::CNJ,уонна,дъ
843,und::CNJ,итиэннэ,и
844,und::CNJ,итиэннэ,дъ
845,oder::CNJ,эбэтэр,или
846,oder::CNJ,эбэтэр,али
847,stehen::V,тур,а́щемс стя́да
848,sitzen::V,олор,ащемс озада
849,liegen::V,сыт,ма́дозь а́щемс
850,hängen::V,санньылый,нюрьгомс
851,werden::V,буол,арамс
852,werden::V,буол,тиевомс
853,passieren::V,буол,лисэмс
854,passieren::V,буол,эвондамс
855,beginnen::V,саҕалан,ушедомс
856,enden::V,бүт,лоткамс
857,wechseln::V,уларый,по́лафнемс
858,aufgehen[Sonne]::V,ой,стямс
859,aufgehen[Sonne]::V,ой,лисемс
860,untergehen[Sonne]::V,киир,валгомс
861,scheinen[Sonne]::V,сырдат,ва́лдоптомс
862,donnern::V,эт,торамс
863,wehen::V,үр,уфа́мс
864,strömen::V,кутулун,шудемс
865,fließen::V,сүүр,шудемс
866,sich drehen::V,эргий,шаромс
867,schwanken::V,биэтэҥнээ,якамс
868,schwingen::V,эйэҥнээ,люксемс
869,schwingen::V,эйэҥнээ,нюрьсемс
870,fallen::V,оҕут,прамс
871,fallen::V,оҕут,прашендомс
872,brennen::V,умай,паломс
873,rauchen::V,буруолаа,качадомс
874,regnen::V,самыырдаа,пиземс
875,gefrieren::V,тоҥ,эйндамс
876,gefrieren::V,тоҥ,кельмомс
877,tauen::V,ир,соламс
878,schmelzen::V,уулун,соламс
879,trocknen::V,куур,коськомс
880,sieden::V,оргуй,лакамс
881,faulen::V,сытый,наксадомс
882,verfaulen::V,сытыйан_хаал,наксадомс
883,reißen::V,хайыт,сязевомс
884,reißen::V,быһытталан,сязевомс
885,versinken::V,тимир,ваямс
886,versinken::V,батылын,ваямс
887,vergehen::V,дьай,ётамс
888,erscheinen::V,көһүн,эвондамс
889,verschwinden::V,сүт,юма́мс
890,sinken::V,намтаа,валгомс
891,abnehmen::V,аччаа,киремс
892,zunehmen::V,элбээ,ламокстомс
893,zunehmen::V,элбээ,рашнемс
894,steigen::V,үрдээ,кеподемс
895,wachsen::V,үүн,касомс
896,glänzen::V,кылбай,цинзелдомс
897,glänzen::V,кылбай,цифордомс
898,funkeln::V,күлүмнээ,ци́фтордомс
899,funkeln::V,күлүмүрдээ,ци́фтордомс
900,lärmen::V,тыаһаа,жалнамс
901,läuten::V,собуоннаа,гайфтемс
902,klingeln::V,линкинээ,гайфтемс
903,klirren::V,айгырат,ка́нзеркшнемс
904,brausen::V,сирилээ,жоледемс
905,rauschen::V,суугунаа,вжнамс
906,rauschen::V,суугунаа,гамнамс
907,klingen::V,доргуй,кайгомс
908,bellen::V,үр,ува́мс
909,heulen::V,улуй,сувомс
910,heulen::V,улуй,урнамс
911,blasen::V,үр,уфа́мс
912,pfeifen::V,иһиир,вяшкомс
913,schreien::V,кылан,пешкодомс
914,schreien::V,хаһыытаа,пешкодомс
915,stöhnen::V,ынчыктаа,куфцемс
916,zittern::V,титирээ,таромс
917,zittern::V,дьигиһий,таромс
918,leben::V,олор,эрямс
919,geboren werden::V,төрөө,шачемс
920,atmen::V,тыын,ажнамс
921,trinken::V,ис,симомс
922,essen::V,аһаа,ярхцамс
923,schlucken::V,ыйыһын,нилемс
924,müde werden::V,сылай,сиземс
925,einschlafen::V,утуйан хаал,матодовомс
926,schlafen::V,утуй,удомс
927,schlafen::V,утуйа сыт,удомс
928,aufwachen::V,уһугун,съргоземс
929,aufstehen::V,тур,стямс
930,sich erholen::V,сынньан,ваймосемс
931,krank werden::V,ыарый,сярядькстомс
932,krank sein::V,ыарый,сярядемс
933,krank sein::V,ыарыт,сярядемс
934,schmerzen::V,ыарыт,сярядемс
935,husten::V,сөтөлүн,козомс
936,genesen::V,көн,пъ́чкамс
937,sterben::V,өл,куломс
938,umkommen::V,өл,юма́мс
939,umkommen::V,оҕут,юма́мс
940,sich bewegen::V,хамсаа,шаштомс
941,sich rühren::V,хамсаа,сърхка́мс
942,sich erheben::V,тур,стямс
943,sich setzen::V,олор,озамс
944,hinfallen::V,оҕут,прамс
945,hinfallen::V,оҕут,сяворемс
946,laufen::V,хаам,якамс
947,schreiten::V,атыллаа,молемс
948,schreiten::V,атыллаа,аськолямс
949,spazierengehen::V,дьаарбай,якамс
950,eilen::V,тиэтэй,эряскодомс
951,sich beeilen::V,ыксаа,эряскодомс
952,sausen::V,элээр,лиемс
953,rennen::V,сүүрэкэлээ,арнемс
954,springen::V,ой,комотнемс
955,springen::V,ыстан,комотнемс
956,klettern::V,ытын,ку́цемс
957,schaukeln::V,эйэҥнээ,нюрямс
958,schaukeln::V,биэрэҥнээ,нюрямс
959,kriechen::V,сыыл,шаштомс комада
960,schwimmen::V,уһун,уемс
961,schwimmen::V,харбаа,уемс
962,tauchen::V,умус,юпиемс
963,tauchen::V,умус,чёпафнемс
964,rudern::V,эрт,па́немс ве́неж
965,fahren::V,айаннаа,ардомс
966,fliegen::V,көт,лиемс
967,gehen::V,бар,молемс
968,weggehen::V,бар,тумс
969,abfahren::V,бар,тумс
970,anhalten::V,тохтоо,лоткамс
971,hineingehen::V,киир,сува́мс
972,eintreten::V,киир,сува́мс
973,kommen::V,кэл,самс
974,ankommen::V,кэл,самс
975,ankommen::V,кэл,пачкодемс
976,ankommen::V,тиий,самс
977,ankommen::V,тиий,пачкодемс
978,zurückkommen::V,төнүн,мърдамс
979,bleiben::V,хаал,иля́домс
980,warten::V,көһүт,учемс
981,erwarten::V,күүт,учемс
982,erwarten::V,көһүт,учемс
983,suchen::V,ирдээ,вешемс
984,suchen::V,көрдөө,вешемс
985,finden::V,бул,мумс
986,versuchen::V,сорун,варчсемс
987,vorbereiten::V,бэлэмнээ,анокламс
988,lieben::V,таптаа,кельгомс
989,mögen::V,сөбүл,кельгомс
990,lachen::V,күл,рахамс
991,lachen::V,күл,рахсемс
992,rühren::V,долгут,токамс седи
993,weinen::V,ытаа,авардемс
994,schimpfen::V,үөҕүс,сюцемс
995,sich ärgern::V,кыыһыр,кяжиямс
996,sich ärgern::V,кыйахан,кяжиямс
997,sich fürchten::V,куттан,пелемс
998,sich fürchten::V,дьиксин,пелемс
999,fürchten::V,дьиксин,пелемс
1000,fürchten::V,куттан,пелемс
1001,fliehen::V,күрээ,ворьгодемс
1002,flüchten::V,күрээ,ша́домс
1003,flüchten::V,күрээ,во́рьгодемс
1004,sehen::V,көр,няемс
1005,anschauen::V,көр,ваномс
1006,ansehen::V,көр,ваномс
1007,hören::V,бил,марямс
1008,hören::V,иһит,марямс
1009,zuhören::V,иһит,ку́лхдоньомс
1010,probieren::V,боруобалаан көр,варжамс
1011,probieren::V,амсайан көр,варжамс
1012,riechen::V,сытырҕаа,никса́мс
1013,fühlen::V,бил,марямс
1014,scheinen::V,көһүн,ня́евомс
1015,zu sehen sein::V,көһүн,ня́евомс
1016,vernehmen::V,иһит,марямс
1017,frieren::V,тоҥ,паломс
1018,frieren::V,тоҥ,кельмомс
1019,frieren::V,үлүй,паломс
1020,frieren::V,үлүй,кельмомс
1021,tun::V,гын,тиемс
1022,können::V,кыай,маштомс
1023,wollen::V,баҕар,-не-
1024,anfangen::V,саҕалаа,ушедомс
1025,beenden::V,бүтэр,аде́ламс
1026,aufhören::V,уурай,лоткамс
1027,gelingen::V,сатан,удалакшнемс
1028,geraten::V,баар буолан биэр,лисемс
1029,geraten::V,баар буола тус,лисемс
1030,geraten::V,буолан таҕыс,лисемс
1031,öffnen::V,ас,панжемс
1032,schließen::V,сап,сёлгомс
1033,schließen::V,хатаа,сёлгомс
1034,stellen::V,уур,путомс
1035,stellen::V,туруор,путомс
1036,setzen::V,туруор,озафнемс
1037,setzen::V,туруор,озавтнемс
1038,setzen::V,уур,озафнемс
1039,setzen::V,уур,озавтнемс
1040,legen::V,уур,путомс
1041,berühren::V,тыыт,токамс
1042,berühren::V,таарый,токамс
1043,verbinden::V,кэлгий,сотомс
1044,bedecken::V,бүрүй,комачамс
1045,bedecken::V,бүрүй,вельхтямс
1046,aufhängen::V,ыйаа,повфтамс
1047,anzünden::V,умат,крьвя́стемс
1048,aufheben::V,өрө тарт,кеподемс
1049,aufheben::V,өрө тарт,касфтомс
1050,zurücklassen::V,бырах,ка́домс
1051,verlieren::V,сүтэр,юма́фтомс
1052,fallen lassen::V,түһэр,прафтомс
1053,fallen lassen::V,мүлчү тут,прафтомс
1054,machen::V,оҥор,тиемс
1055,machen::V,оҥоһун,тиемс
1056,herstellen::V,оҥор,анокламс
1057,bauen::V,тут,путомс
1058,reparieren::V,абырахтаа,петемс
1059,verbessern::V,тупсар,цебярьгофтомс
1060,ändern::V,уларыт,полафтомс
1061,graben::V,хас,шу́вомс
1062,graben::V,хас,та́ргамс
1063,beugen::V,бокут,мяндемс
1064,beugen::V,токурут,мяндемс
1065,beugen::V,бүк баттаа,мяндемс
1066,biegen::V,иэх,комафтомс
1067,biegen::V,өҕүлүннэр,комафтомс
1068,drehen::V,эргит,шо́вамс
1069,drehen::V,эргит,ша́рфнемс
1070,drehen::V,эргичит,шо́вамс
1071,drehen::V,эргичит,ша́рфнемс
1072,wenden::V,эргилин,ша́рфтомс
1073,umdrehen::V,түҥнэр,шарфтомс
1074,heben::V,көтөх,ке́подемс
1075,hochheben::V,таһаар,ке́подемс
1076,hochheben::V,таһаар,ка́сфтомс
1077,ergreifen::V,тут,фатямс
1078,halten::V,тут,кирдемс
1079,drücken::V,ык,люпшта́мс
1080,schieben::V,ас,шашфтомс
1081,kratzen::V,кыһыы,а́нгорямс
1082,kratzen::V,кыһыы,киськоря́мс
1083,lecken::V,салаа,нолсемс
1084,beißen::V,ытыр,сускомс
1085,abreißen::V,быһа тарт,сяземс
1086,abreißen::V,туура тарт,сяземс
1087,abschneiden::V,быс,керомс
1088,abschneiden::V,быһан ыл,керомс
1089,abschneiden::V,быһа баттаа,керомс
1090,binden::V,кэлгий,сотомс
1091,stecken::V,батары ас,сялгомс
1092,brechen::V,тоһут,си́ннемс
1093,brechen::V,тоһут,ка́лафтомс
1094,klopfen::V,тоҥсуй,чакамс
1095,klopfen::V,тоҥсуй,чакиемс
1096,hauen::V,оҕус,шавомс
1097,hauen::V,оҕус,пиксомс
1098,kleben::V,силимнээ,пе́тфнемс
1099,reiben::V,аал,шо́вамс
1100,streichen::V,сыбаа,вадемс
1101,schleifen::V,чочуй,шо́вамс
1102,schneiden::V,быс,керомс
1103,rütteln::V,иэҕэҥнэт,та́рфтомс
1104,schütteln::V,сахсый,шука́демс
1105,schwenken::V,дайбаа,яфодемс
1106,schütten::V,кут,каямс
1107,schütten::V,кут,нюрьхтя́мс
1108,füllen::V,толор,пяшкодемс
1109,einwickeln::V,суулаа,тапардамс
1110,tragen::V,ит,кандомс
1111,schleppen::V,сос,ускомс
1112,ziehen::V,тарт,ускомс
1113,aufbewahren::V,уур,ванфтомс
1114,aufbewahren::V,харай,ванфтомс
1115,werfen::V,бырах,ёрямс
1116,fangen::V,хап,кунда́мс
1117,packen::V,тут,фатямс
1118,verstecken::V,саһыар,кяшемс
1119,teilen::V,үллэр,явомс
1120,schicken::V,ыыт,кучемс
1121,bringen::V,аҕал,кандомс
1122,bringen::V,аҕал,пачфтемс
1123,hinzufügen::V,эп,пу́томс та́га
1124,hinzufügen::V,эп,ма́ксомс та́га
1125,bekommen::V,ыл,сявомс
1126,bekommen::V,булун,сявомс
1127,erhalten::V,ыл,сявомс
1128,nehmen::V,ыл,сявомс
1129,wählen::V,быыбардаа,ко́чкамс
1130,auswählen::V,тал,кочкамс
1131,bewahren::V,харай,ванфтомс
1132,behindern::V,мэһэйдээ,шорямс
1133,verderben::V,буорту гын,коламс
1134,verderben::V,буорту гын,гастямс
1135,beschädigen::V,алдьат,тиендемс зиян
1136,zerbrechen::V,үлтүрүт,тапамс
1137,zerreißen::V,хайыта тарт,сяземс
1138,zerstören::V,алдьат,ка́лафтомс
1139,verbrennen::V,уоттаа,пълхта́мс
1140,geben::V,биэр,ма́ксомс
1141,reichen::V,аҕал,максомс
1142,schenken::V,бэлэхтээ,каземс
1143,versprechen::V,эрэннэр,ма́ксомс вал
1144,wünschen::V,баҕар,арьсемс
1145,loben::V,хайҕаа,шна́мс
1146,küssen::V,уураа,палсемс
1147,wiegen::V,бигээ,нюря́фтомс
1148,zudecken::V,сап,вельхтямс
1149,zudecken::V,бүрүй,вельхтямс
1150,wecken::V,уһугуннар,стя́фтомс
1151,wecken::V,уһугуннар,съ́ргозьфтемс
1152,zeigen::V,көрдөр,няфтемс
1153,führen::V,салай,вятемс
1154,lehren::V,үөрэт,тонафтомс
1155,unterrichten::V,үөрэт,тонафтомс
1156,aufziehen::V,иит,касфтомс
1157,leiten::V,салай,вятемс
1158,antreiben::V,кыһай,вятемс
1159,lassen::V,күһэй,кошардомс
1160,einladen::V,ыҥыр,тердемс
1161,einladen::V,ыҥыр,серьгядемс
1162,vereinigen::V,холбоо,пуроптомс
1163,vereinigen::V,холбоо,кочкамс марса
1164,vereinigen::V,түм,пуроптомс
1165,vereinigen::V,түм,кочкамс марса
1166,besuchen::V,сырыт,варжамс
1167,besuchen::V,билсэ сырыт,варжамс
1168,treffen::V,көрүс,васьфтомс
1169,sich versammeln::V,мүһүн,кочкавомс
1170,sich versammeln::V,түмүс,кочкавомс
1171,spielen::V,оонньоо,налхксемс
1172,singen::V,ыллаа,морамс
1173,tanzen::V,үҥкүүлээ,кштимс
1174,sich trennen::V,араҕыс,явомс
1175,verlassen::V,хааллар,кадондомс
1176,retten::V,өрүһүй,идемс
1177,retten::V,өрүһүй,араламс
1178,bewachen::V,араҥаччылаа,ваномс
1179,schützen::V,көмүскээ,а́раламс
1180,verteidigen::V,көмүскээ,а́раламс
1181,sich schlagen::V,охсус,тюремс
1182,schießen::V,ытыалаа,ляцемс
1183,siegen::V,хот,сяськомс
1184,siegen::V,кыай,сяськомс
1185,ärgern::V,кыыһырт,кяжияфтомс
1186,schlagen::V,оҕус,токамс
1187,treten::V,тэп,тапамс
1188,stechen::V,кэй,пупамс
1189,stechen::V,кэй,сялгомс
1190,stoßen::V,кэп,тостядемс
1191,stoßen::V,үтүрүй,тостядемс
1192,stehlen::V,уор,саламс
1193,stören::V,мэһэйдээ,шорсемс
1194,belästigen::V,батар,токсамс
1195,belästigen::V,батар,аф кадомс ваймама
1196,verbergen::V,кистээ,кяшемс
1197,täuschen::V,албыннаа,васькафтомс
1198,täuschen::V,албыннаа,кяльготнемс
1199,betrügen::V,албыннаа,васькафнемс
1200,töten::V,өлөр,шавомс
1201,töten::V,өлөр,аде́ламс
1202,wohnen::V,олор,эрямс
1203,arbeiten::V,үлэлээ,покодемс
1204,sammeln::V,мус,кочкамс
1205,sammeln::V,мус,пу́роптомс
1206,sammeln::V,хомуй,кочкамс
1207,sammeln::V,хомуй,пу́роптомс
1208,pflücken::V,үргээ,фатнемс
1209,pflücken::V,үргээ,нотфнемс
1210,jagen::V,бултаа,кунда́мс
1211,fischen::V,балыктаа,калонь кунда́мс
1212,fassen::V,тут,кунда́мс
1213,hüten::V,манаа,ваномс
1214,treiben::V,үүр,панемс
1215,anbinden::V,баай,сотомс
1216,füttern::V,аһат,трямс
1217,füttern::V,аһат,а́ндомс
1218,melken::V,ыа,потямс
1219,hacken::V,кэрт,лазондомс
1220,gießen::V,сиигирт,валомс
1221,reifen::V,бус,кенеремс
1222,zubereiten::V,бэлэмнээ,анокламс
1223,kochen::V,буһар,пидемс
1224,backen::V,буһар,пидемс
1225,braten::V,хооруй,пуштомс
1226,braten::V,ыһаарылаа,пуштомс
1227,braten::V,соркуойдаа,пуштомс
1228,umrühren::V,былаа,шорямс
1229,stricken::V,өр,кодамс
1230,nähen::V,иистэн,стамс
1231,färben::V,кырааскалаа,а́рхтомс
1232,reinigen::V,ыраастаа,ва́ткамс
1233,reinigen::V,ыраастаа,а́роптомс
1234,waschen::V,сууй,муськомс
1235,abwischen::V,сот,нардамс
1236,spülen::V,сайҕаа,оргалдомс
1237,fegen::V,сиппий,тяемс
1238,kehren::V,харбаа,тяемс
1239,baden::V,сөтүөлээ,э́шелямс
1240,sich waschen::V,суун,штамс
1241,ausziehen::V,уһул,кайсефтемс
1242,anziehen::V,кэтэрт,ща́фтомс
1243,sich anziehen::V,таҥын,щамс
1244,kämmen::V,тараа,се́ендемс
1245,schmücken::V,симээ,на́ряжамс
1246,schmücken::V,симээ,ма́зоптомс
1247,sagen::V,диэ,азомс
1248,sagen::V,диэ,мярьгомс
1249,sprechen::V,эт,корхтамс
1250,sprechen::V,саҥар,корхтамс
1251,reden::V,кэпсэт,корхнемс
1252,sich unterhalten::V,кэпсэт,корхнемс
1253,fragen::V,ыйыт,ки́зефтемс
1254,bitten::V,көрдөс,а́намс
1255,bitten::V,көрдөс,ве́шемс
1256,erzählen::V,кэпсээ,а́зондомс
1257,erzählen::V,сэһэргээ,а́зондомс
1258,mitteilen::V,биллэр,азомс
1259,nennen::V,ааттаа,лемдемс
1260,nennen::V,ааттаа,путомс лем
1261,rufen::V,ыҥыр,серьгядемс
1262,prahlen::V,чабылан,шна́фтомс пря́
1263,prahlen::V,киһиргээ,шна́фтомс пря́
1264,übersetzen::V,тылбаастаа,ётафтомс
1265,denken::V,санаа,арьсемс
1266,denken::V,толкуйдаа,арьсемс
1267,glauben::V,итэҕэй,кемамс
1268,bemerken::V,бэлиэтээ,ня́емс
1269,erkennen::V,бил,содамс
1270,begreifen::V,өйдөө,сатомс
1271,verstehen::V,өйдөө,шарьхкодемс
1272,lernen::V,үөрэн,тонафнемс
1273,wissen::V,бил,со́дамс
1274,sich erinnern an::V,аҕын,лятфтамс
1275,vergessen::V,умун,юкстамс
1276,messen::V,кэмнээ,ункснемс
1277,messen::V,кээмэйдээ,ункснемс
1278,zählen::V,аах,лу́вомс
1279,zählen::V,аах,а́рьсемс
1280,rechnen::V,аах,лувомс
1281,lesen::V,аах,лувомс
1282,lesen::V,аах,морафтомс
1283,malen::V,уруһуйдаа,рисова́ндамс
1284,zeichnen::V,уруһуйдаа,рисова́ндамс
1285,schreiben::V,суруй,сёрмадомс
1286,besitzen::V,баһылаа,улемс азоркс
1287,kaufen::V,атыылас,рамамс
1288,verkaufen::V,атыылаа,мимс
1289,bezahlen::V,төлөө,пандомс
1290,zahlen::V,төлөө,па́ндомс
1291,beherrschen::V,баһылаа,азорондамс
1292,ertragen::V,тулуй,кирдемс
