,Concept_ID,fi,eu
340,Rede::N,puhe,mintzaldi
341,Sprache::N,kieli,hizkuntza
342,Stimme::N,ääni,ahots
343,Wort::N,sana,hitz
344,Zeichen::N,merkki,agerbide
345,Zeichen::N,merkki,agergarri
346,Ruf::N,kutsu,dei
347,Lärm::N,melu,zarata
348,Lärm::N,melu,harrabots
349,Lärm::N,hälinä,zarata
350,Lärm::N,hälinä,harrabots
351,Laut::N,ääni,hots
352,Ton::N,sävel,tonu
353,Ton::N,sävel,soinu
354,Lied::N,laulu,abesti
355,Ruhe::N,lepo,nasaitasun
356,Ruhe::N,rauha,nasaitasun
357,Leute::N,väki,jende
358,Leute::N,ihmiset,jende
359,Volk::N,kansa,herri
360,Volk::N,kansa,populu
361,Arbeit::N,työ,lan
362,Gast::N,vieras,arrotz
363,Gast::N,vieras,apopilo
364,Geschenk::N,lahja,opari
365,Spiel::N,peli,jolas
366,Spiel::N,leikki,jolas
367,Gesellschaft::N,seura,gizarte
368,Hilfe::N,apu,helpide
369,Hilfe::N,apu,laguntza
370,Freund::N,ystävä,lagun
371,Kamerad::N,toveri,adiskide
372,Kamerad::N,toveri,lagunkide
373,Angelegenheit::N,asia,afera
374,Anzahl::N,lukumäärä,kopuru
375,Art::N,laji,mota
376,Stück::N,pala,puska
377,Stück::N,kappale,puska
378,Teil::N,osa,atal
379,Hälfte::N,puoli,erdi
380,Kreis::N,ympyrä,biribilki
381,Kreuz::N,risti,gurutze
382,Linie::N,viiva,linea
383,Strich::N,piirto,marra
384,Abstand::N,väli,tarte
385,Abstand::N,väljyys,tarte
386,Entfernung::N,etäisyys,urrunera
387,Gegend::N,seutu,alderdi
388,Gegend::N,seutu,eskualde
389,Platz::N,tila,leku
390,Ort::N,kohta,toki
391,Ort::N,paikka,toki
392,Seite::N,sivu,albo
393,Seite::N,kylki,albo
394,Mitte::N,keskus,erdi
395,Mitte::N,puoliväli,erdi
396,Gegenstand::N,kalu,gauzaki
397,Gegenstand::N,esine,gauzaki
398,Sache::N,asia,gauza
399,Rand::N,ääri,ertz
400,Rand::N,syrjä,ertz
401,Kante::N,särmä,ertz
402,Ecke::N,nurkka,kantoi
403,Spitze::N,terä,punta
404,Spitze::N,kärki,punta
405,Ende::N,pää,buru
406,Ende::N,pää,mutur
407,Ende::N,perä,buru
408,Ende::N,perä,mutur
409,Loch::N,kolo,zulo
410,Loch::N,reikä,zulo
411,Winkel::N,kulma,zoko
412,Winkel::N,kulma,bazter
413,Muster::N,kuvio,eredu
414,Muster::N,kuvio,marrazki
415,Größe::N,koko,kaizu
416,Größe::N,koko,tamaina
417,Größe::N,suuruus,kaizu
418,Größe::N,suuruus,tamaina
419,Länge::N,pituus,luzera
420,Höhe::N,korkeus,goiera
421,Höhe::N,korkeus,garaiera
422,Gewicht::N,paino,hazta
423,Menge::N,määrä,kopuru
424,Haufen::N,kasa,pila
425,Haufen::N,kasa,mendoi
426,Reihe::N,rivi,ilara
427,Reihe::N,rivi,errenkada
428,Boot::N,vene,potin
429,Boot::N,vene,txalupa
430,Ruder::N,airo,arraun
431,Schlitten::N,reki,lera
432,Schlitten::N,reki,narra
433,Schlitten::N,kelkka,lera
434,Schlitten::N,kelkka,narra
435,Ski::N,suksi,eski
436,Lagerfeuer::N,nuotio,su
437,Last::N,kuorma,zama
438,Last::N,kuorma,karga
439,Gang::N,kulku,ibilera
440,Gang::N,käynti,ibilera
441,Schritt::N,askel,pauso
442,Schritt::N,askel,urrats
443,Norden::N,pohjoinen,ipar
444,Norden::N,pohjoinen,iparralde
445,Süden::N,etelä,hego
446,Süden::N,etelä,hegoalde
447,Westen::N,länsi,sartalde
448,Westen::N,länsi,mendebalde
449,Osten::N,itä,ekialde
450,Osten::N,itä,sortalde
451,Holz::N,puu,zur
452,Brett::N,lauta,ohol
453,Platte::N,levy,lauza
454,Stütze::N,noja,irozgarri
455,Stütze::N,noja,bermagailu
456,Stange::N,tanko,haga
457,Stock::N,keppi,makila
458,Stab::N,sauva,makila
459,Stab::N,seiväs,makila
460,Rohr::N,putki,hodi
461,Haus::N,talo,etxe
462,Heim::N,koti,etxe
463,Heim::N,koti,etxaleku
464,Ofen::N,uuni,berogailu
465,Fußboden::N,lattia,zoru
466,Tisch::N,pöytä,mahai
467,Stuhl::N,tuoli,aulki
468,Wiege::N,kehto,kuma
469,Wiege::N,kehto,sehaska
470,Bett::N,sänky,ohe
471,Bett::N,sänky,ohatze
472,Regal::N,hylly,apalategi
473,Kiste::N,arkku,kutxa
474,Kiste::N,kirstu,kutxa
475,Kiste::N,laatikko,kutxa
476,Fenster::N,ikkuna,leiho
477,Tür::N,ovi,ate
478,Tor::N,portti,atari
479,Zaun::N,aita,hesi
480,Dach::N,katto,teilatu
481,Leiter::N,tikkaat,zurubi
482,Leiter::N,tikapuut,zurubi
483,Besen::N,luuta,erratz
484,Spaten::N,lapio,burdinpala
485,Schaufel::N,lapio,pala
486,Gabel::N,haarukka,sardexka
487,Löffel::N,lusikka,koilara
488,Messer::N,veitsi,aizto
489,Nagel::N,naula,iltze
490,Netz::N,verkko,sare
491,Haken::N,haka,mako
492,Haken::N,koukku,mako
493,Griff::N,ripa,eskutoki
494,Griff::N,kahva,eskutoki
495,Schloss::N,lukko,sarraila
496,Bild::N,kuva,irudi
497,Figur::N,kuvio,figura
498,Puppe::N,nukke,panpina
499,Puppe::N,nukke,andrakila
500,Beutel::N,pussi,zorro
501,Bündel::N,nippu,azao
502,Bündel::N,nippu,espal
503,Bündel::N,kimppu,azao
504,Bündel::N,kimppu,espal
505,Tasche::N,laukku,poltsa
506,Eimer::N,sanko,treska
507,Eimer::N,ämpäri,treska
508,Deckel::N,kansi,tapa
509,Deckel::N,kansi,estalki
510,Geschirr::N,astia,baxera
511,Geschirr::N,astia,ontziteria
512,Sack::N,säkki,zaku
513,Tasse::N,kuppi,kikara
514,Topf::N,pata,ontzi
515,Topf::N,pata,lapiko
516,Kessel::N,kattila,pazia
517,Essen::N,syönti,janaldi
518,Nahrung::N,ruoka,jan
519,Nahrung::N,ravinto,jan
520,Speise::N,ruoka,jaki
521,Fleisch::N,liha,okela
522,Fleisch::N,liha,haragi
523,Getreide::N,vilja,labore
524,Brei::N,puuro,ahi
525,Brei::N,puuro,pure
526,Brot::N,leipä,ogi
527,Scheibe::N,viipale,xerra
528,Scheibe::N,viipale,pirripita
529,Fett::N,rasva,urin
530,Fett::N,rasva,koipe
531,Butter::N,voi,gurin
532,Öl::N,öljy,olio
533,Salz::N,suola,gatz
534,Suppe::N,keitto,zopa
535,Suppe::N,keitto,salda
536,Honig::N,hunaja,ezti
537,Milch::N,maito,esne
538,Tee::N,tee,te
539,Leder::N,nahka,larru
540,Wolle::N,villa,artile
541,Stoff::N,kangas,ehun
542,Nadel::N,neula,orratz
543,Nadel::N,neula,jostorratz
544,Faden::N,lanka,hari
545,Knopf::N,nappi,botoi
546,Knoten::N,solmu,korapilo
547,Farbe::N,maali,pintura
548,Kleidung::N,vaatteet,arropa
549,Kleidung::N,vaatteet,jantziak
550,Hemd::N,paita,atorra
551,Hemd::N,paita,alkandora
552,Kragen::N,kaulus,idun
553,Ärmel::N,hiha,mahuka
554,Hose::N,housut,prakak
555,Hose::N,housut,galtzak
556,Gürtel::N,vyö,gerriko
557,Mütze::N,lakki,txano
558,Mütze::N,lakki,txapel
559,Schuh::N,kenkä,oski
560,Schuh::N,kenkä,oinetako
561,Stiefel::N,saapas,bota
562,Ring::N,sormus,uztai
563,Band::N,nauha,zinta
564,Band::N,nauha,xingola
565,Kamm::N,kampa,orrazi
566,Spiegel::N,peili,mirail
567,Riemen::N,hihna,uhal
568,Schnur::N,naru,lokailu
569,Schnur::N,nuora,lokailu
570,Leine::N,talutushihna,lotura
571,Decke::N,peite,burusi
572,Kissen::N,tyyny,kuxin
573,Kissen::N,pielus,kuxin
574,Tuch::N,huivi,zapi
575,Tuch::N,huivi,oihal
576,Handtuch::N,pyyheliina,eskuzapi
577,Handtuch::N,pyyheliina,eskuoihal
578,Kraft::N,väki,indar
579,Kraft::N,voima,indar
580,Stärke::N,vahvuus,indar
581,Gesundheit::N,terveys,osasun
582,Krankheit::N,tauti,eritasun
583,Krankheit::N,tauti,gaixotasun
584,Krankheit::N,sairaus,eritasun
585,Krankheit::N,sairaus,gaixotasun
586,Schmerz::N,kipu,min
587,Schmerz::N,särky,min
588,Wunde::N,haava,zauri
589,Fieber::N,kuume,sukar
590,Arznei::N,lääke,osagai
591,Arznei::N,lääke,sendagai
592,Brücke::N,silta,zubi
593,Brunnen::N,kaivo,putzu
594,Weide::N,laidun,alha
595,Weide::N,laidun,bazkaleku
596,Pfad::N,polku,zidor
597,Pfad::N,polku,bidexka
598,Weg::N,tie,bide
599,Straße::N,katu,errepide
600,Dorf::N,kylä,herri
601,Stadt::N,kaupunki,hiri
602,Brief::N,kirje,gutun
603,Brief::N,kirje,eskutitz
604,Buch::N,kirja,liburu
605,Buchstabe::N,kirjain,hizki
606,Zeitung::N,lehti,egunkari
607,Zeitung::N,sanomalehti,egunkari
608,Leben::N,elo,bizi
609,Leben::N,elo,bizitza
610,Leben::N,elämä,bizi
611,Leben::N,elämä,bizitza
612,Tod::N,kuolema,herio
613,Tod::N,kuolema,heriotza
614,Grab::N,hauta,hobi
615,Grab::N,hauta,hilobi
616,Kirche::N,kirkko,eliza
617,Sünde::N,synti,hoben
618,Sünde::N,synti,bekatu
619,Gott::N,jumala,jainko
620,Arbeiter::N,työläinen,langile
621,Arbeiter::N,työläinen,behargin
622,Chef::N,päällikkö,nagusi
623,Meister::N,mestari,maisu
624,Arzt::N,lääkäri,osagile
625,Arzt::N,lääkäri,sendagile
626,Lehrer::N,opettaja,irakasle
627,Geld::N,raha,diru
628,Geschäft::N,liike,negozio
629,Laden::N,puoti,denda
630,Laden::N,puoti,saltegi
631,Laden::N,kauppa,denda
632,Laden::N,kauppa,saltegi
633,Preis::N,hinta,prezio
634,Preis::N,hinta,salneurri
635,Ware::N,tavara,salgai
636,Nutzen::N,hyöty,onura
637,Nutzen::N,hyöty,probetxu
638,Reichtum::N,rikkaus,aberastasun
639,Welt::N,maailma,ludi
640,Welt::N,maailma,mundu
641,Land::N,maa,herrialde
642,Staat::N,valtio,estatu
643,König::N,kuningas,errege
644,Macht::N,mahti,botere
645,Grenze::N,raja,muga
646,Krieg::N,sota,guda
647,Feind::N,vihollinen,etsai
648,Feind::N,vihollinen,arerio
649,Gewalt::N,väkivalta,bortxa
650,Gewalt::N,väkivalta,bortizkeria
651,Kampf::N,taistelu,gudu
652,Kampf::N,taistelu,auska
653,Bogen[Waffe]::N,jousi,arku
654,Pfeil::N,nuoli,gezi
655,Gewehr::N,kivääri,fusil
656,Fehler::N,vika,huts
657,Fehler::N,vika,hutsegin
658,Fehler::N,virhe,huts
659,Fehler::N,virhe,hutsegin
660,Lüge::N,valhe,gezur
661,Schaden::N,vaurio,kalte
662,Schaden::N,vahinko,kalte
663,Unglück::N,vahinko,zoritxar
664,Unglück::N,vahinko,zorigaitz
665,Unglück::N,onnettomuus,zoritxar
666,Unglück::N,onnettomuus,zorigaitz
667,Schuld::N,syy,erru
668,Alter::N,ikä,adin
669,Schluss::N,loppu,bukaera
670,Zeit::N,aika,aldi
671,Zeit::N,aika,denbora
672,Tag::N,päivä,egun
673,Morgen::N,aamu,goiz
674,Morgen::N,huomen,goiz
675,Mittag::N,keskipäivä,eguerdi
676,Abend::N,ilta,arrats
677,Nacht::N,yö,gau
678,Woche::N,viikko,aste
679,Monat::N,kuukausi,hil
680,Jahr::N,vuosi,urte
681,Frühling::N,kevät,udalehen
682,Sommer::N,kesä,uda
683,Herbst::N,syksy,udazken
684,Herbst::N,syksy,neguantz
685,Winter::N,talvi,negu
686,Januar::N,tammikuu,urtarril
687,Februar::N,helmikuu,otsail
688,März::N,maaliskuu,martxo
689,April::N,huhtikuu,apiril
690,Mai::N,toukokuu,maiatz
691,Juni::N,kesäkuu,ekain
692,Juli::N,heinäkuu,uztail
693,August::N,elokuu,abuztu
694,September::N,syyskuu,irail
695,Oktober::N,lokakuu,urri
696,November::N,marraskuu,azaro
697,Dezember::N,joulukuu,abendu
698,Montag::N,maanantai,astelehen
699,Dienstag::N,tiistai,astearte
700,Mittwoch::N,keskiviikko,asteazken
701,Donnerstag::N,torstai,ostegun
702,Freitag::N,perjantai,ostiral
703,Samstag::N,lauantai,larunbat
704,Sonntag::N,sunnuntai,igande
705,groß::A,iso,handi
706,groß::A,suuri,handi
707,klein::A,pieni,txiki
708,lang::A,pitkä,luze
709,kurz::A,lyhyt,labur
710,breit::A,leveä,zabal
711,schmal::A,kapea,mehar
712,dicht::A,taaja,sarri
713,dicht::A,taaja,trinko
714,dick[Gegenstand]::A,paksu,lodi
715,dünn::A,ohut,mehe
716,fein::A,hieno,fin
717,fest::A,luja,tinko
718,flach::A,litteä,lau
719,flach::A,litteä,ordoki
720,flach::A,tasainen,lau
721,flach::A,tasainen,ordoki
722,glatt::A,sileä,leun
723,glatt::A,siloinen,leun
724,hart::A,kova,gogor
725,weich::A,pehmeä,bigun
726,weich::A,pehmeä,beratz
727,rund::A,pyöreä,biribil
728,spitz::A,terävä,puntadun
729,scharf::A,terävä,zorrotz
730,stumpf::A,tylsä,kamuts
731,schwer::A,raskas,astun
732,schwer::A,raskas,pisutsu
733,schwer::A,painava,astun
734,schwer::A,painava,pisutsu
735,schön::A,kaunis,eder
736,heiß::A,kuuma,bero
737,heiß::A,kuuma,oso bero
738,warm::A,lämmin,bero
739,kalt::A,kylmä,hotz
740,kalt::A,viluinen,hotz
741,kühl::A,viileä,hotzil
742,frisch::A,tuore,fresko
743,frisch::A,tuore,hozkirri
744,feucht::A,kostea,heze
745,nass::A,märkä,busti
746,trocken::A,kuiva,siku
747,trocken::A,kuiva,lehor
748,voll::A,täysi,bete
749,leer::A,tyhjä,huts
750,offen::A,avonainen,ireki
751,geschlossen::A,suljettu,itxita
752,sauber::A,puhdas,xahu
753,sauber::A,puhdas,garbi
754,schmutzig::A,likainen,lohi
755,schmutzig::A,likainen,zikin
756,roh::A,raaka,gordin
757,reif::A,kypsä,umo
758,reif::A,kypsä,heldu
759,lecker::A,herkullinen,goxo
760,süß::A,makea,goxo
761,bitter::A,karvas,karmin
762,bitter::A,karvas,garratz
763,bitter::A,kitkerä,karmin
764,bitter::A,kitkerä,garratz
765,sauer::A,hapan,mingots
766,hell::A,kirkas,argi
767,hell::A,valoisa,argi
768,dunkel::A,pimeä,ilun
769,schwarz::A,musta,beltz
770,weiß::A,valkea,zuri
771,rot::A,punainen,gorri
772,gelb::A,keltainen,hori
773,blau::A,sininen,urdin
774,grün::A,vihreä,berde
775,grün::A,vihreä,musker
776,grau::A,harmaa,urdin
777,grau::A,harmaa,urdinabar
778,bunt::A,kirjava,koloretsu
779,billig::A,halpa,merke
780,billig::A,huokea,merke
781,teuer::A,kallis,garesti
782,wertvoll::A,arvokas,baliotsu
783,blind::A,sokea,itsu
784,taub::A,kuuro,gor
785,kräftig::A,väkevä,kementsu
786,kräftig::A,voimakas,kementsu
787,stark::A,vahva,bizkor
788,stark::A,vahva,indartsu
789,schwach::A,heikko,ahul
790,schwach::A,heikko,indargabe
791,fett::A,lihava,gizen
792,schlank::A,hoikka,lerden
793,schlank::A,solakka,lerden
794,hübsch::A,soma,polit
795,hübsch::A,sievä,polit
796,böse::A,paha,tzar
797,böse::A,paha,gaizto
798,böse::A,häijy,tzar
799,böse::A,häijy,gaizto
800,dumm::A,tyhmä,lelo
801,dumm::A,tyhmä,pello
802,dumm::A,typerä,lelo
803,dumm::A,typerä,pello
804,faul::A,laiska,nagi
805,faul::A,laiska,alfer
806,fleißig::A,ahkera,maratz
807,fleißig::A,ahkera,lanzale
808,geizig::A,saita,zeken
809,geizig::A,saita,zikoitz
810,klug::A,älykäs,zuhur
811,geschickt::A,taitava,trebe
812,geschickt::A,taitava,antzetsu
813,lieb::A,rakas,maite
814,lieb::A,rakas,laztan
815,lustig::A,hauska,alaitsu
816,lustig::A,iloinen,alaitsu
817,sanft::A,lauha,eme
818,sanft::A,lauha,ezti
