,Concept_ID,ga,mrj
757,hübsch::A,dathúil,олмыдшы
758,böse::A,olc,шӹдӓн
759,dumm::A,dúr,окмак
760,dumm::A,amaideach,окмак
761,faul::A,falsa,ялахай
762,faul::A,leisciúil,ялахай
763,fleißig::A,dícheallach,пӓшам яратышы
764,geizig::A,barainneach,шык
765,geizig::A,sprionlaithe,шык
766,klug::A,cliste,ышан
767,geschickt::A,oilte,мастар
768,geschickt::A,ealaíonta,мастар
769,lieb::A,dil,тыри
770,lieb::A,dílis,тыри
771,lustig::A,aerach,мындыр
772,lustig::A,aerach,сусу
773,lustig::A,meidhreach,мындыр
774,lustig::A,meidhreach,сусу
775,sanft::A,bog,йӹвӹжӓ
776,sanft::A,séimh,йӹвӹжӓ
777,hungrig::A,ocrach,шужышы
778,krank::A,tinn,церлӹ
779,krank::A,tinn,хворой
780,krank::A,breoite,церлӹ
781,krank::A,breoite,хворой
782,nackt::A,nocht,цӓрӓ
783,traurig::A,brónach,сы́лыкан
784,traurig::A,brónach,кымы́лдымы
785,lebendig::A,beo,живой
786,gut::A,maith,яжо
787,schlecht::A,dona,уда
788,schlecht::A,dona,худа
789,schlecht::A,droch-,уда
790,schlecht::A,droch-,худа
791,richtig::A,ceart,вургамла
792,schlimm::A,gránna,йӹрнык
793,schlimm::A,tubaisteach,йӹрнык
794,wahr::A,fíor,настоящий
795,wahr::A,fíor,настояшый
796,alt::A,sean,шонгы
797,neu::A,úr,у
798,neu::A,nua,у
799,ehemalig::A,iar-,тошты
800,ehemalig::A,sean-,тошты
801,alt[Lebewesen]::A,sean,ӹлалшӹ
802,alt[Lebewesen]::A,aosta,ӹлалшӹ
803,jung::A,óg,нöргӹ
804,jung::A,óg,молода
805,arm::A,bocht,укеӓн
806,reich::A,saibhir,паян
807,reich::A,saibhir,пурлыкан
808,reich::A,rachmasach,паян
809,reich::A,rachmasach,пурлыкан
810,bekannt::A,atá eolas air,палӹмӹ
811,berühmt::A,cailiúil,лӹмлы
812,berühmt::A,clúiteach,лӹмлы
813,fremd::A,coimhthíoch,эдемӹн
814,verschieden::A,éagsúil,тӹрлӹ
815,verschieden::A,difriúil,тӹрлӹ
816,nah::A,gar,лишӹл
817,nah::A,deas,лишӹл
818,fern::A,i bhfad uainn,мӹндӹр
819,fern::A,i bhfad i gcéin,мӹндӹр
820,linker::A,clé,шалахай
821,rechter::A,deas,вургамла
822,anderer::A,eile,вес
823,anderer::A,eile,весӹ
824,erster::A,céad,икшӹ
825,erster::A,céad,икӹмшӹ
826,zweiter::A,dóú,кокшы
827,zweiter::A,dara,кокшы
828,dritter::A,tríú,кымшы
829,dritter::A,treas,кымшы
830,letzter::A,déanach,остатка
831,letzter::A,deireanach,остатка
832,allein::ADV,i d'aonar,иктӹ
833,allein::ADV,i d'aonar,иктӹт
834,auf einmal::ADV,ag an am céanna,тöрöк
835,zusammen::ADV,le chéile,икараш
836,zusammen::ADV,le chéile,цымырын
837,zusammen::ADV,in eineacht,икараш
838,zusammen::ADV,in eineacht,цымырын
839,lange::ADV,fada,кужын
840,plötzlich::ADV,go tobann,трӱк
841,plötzlich::ADV,i dtobainne,трӱк
842,sofort::ADV,ar an toirt,полт
843,sofort::ADV,ar an toirt,тöрöк
844,sofort::ADV,ar an toirt,тӹшӓкок
845,sofort::ADV,ar an bpointe,полт
846,sofort::ADV,ar an bpointe,тöрöк
847,sofort::ADV,ar an bpointe,тӹшӓкок
848,später::ADV,níos déanaí,вара
849,jetzt::ADV,anois,
850,heute::ADV,inniu,тагачы
851,morgen::ADV,amárach,иргод
852,morgen::ADV,amárach,иргодым
853,bald::ADV,go luath,чӹнь
854,bald::ADV,go luath,вӓшке
855,bald::ADV,go luath,выртышты
856,bald::ADV,gan mhoill,чӹнь
857,bald::ADV,gan mhoill,вӓшке
858,bald::ADV,gan mhoill,выртышты
859,dann::ADV,ansin,пакыла
860,gestern::ADV,inné,тенгечӹ
861,einst::ADV,tráth,икӓнӓ
862,einst::ADV,uair amháin,икӓнӓ
863,damals::ADV,ag an am,тӹнӓм
864,damals::ADV,an t-am sin,тӹнӓм
865,danach::ADV,ina dhiaidh sin,пакыла
866,vorher::ADV,cheana,перви
867,vorher::ADV,roimhe sin,перви
868,zuerst::ADV,ar dtús,андак
869,einmal::ADV,uair amháin,гӓнӓк
870,einmal::ADV,uair amháin,гӓнӓ
871,manchmal::ADV,uaireanta,кынамжы
872,oft::ADV,minic,чӹчкӹдӹн
873,immer::ADV,i gcónaí,со
874,immer::ADV,i gcónaí,соок
875,niemals::ADV,riamh,нинам
876,niemals::ADV,riamh,нигынам
877,niemals::ADV,riamh,нигынамат
878,hier::ADV,anseo,тиштӹ
879,hierhin::ADV,anseo,тишкӹ
880,von hier::ADV,an áit seo,тишец
881,von hier::ADV,an áit seo,тишецӹн
882,dort::ADV,ann,тӹштӹ
883,dort::ADV,ansin,тӹштӹ
884,dorthin::ADV,ann,тӹшкӹ
885,dorthin::ADV,ann,тӹшкӹлӓ
886,dorthin::ADV,ansin,тӹшкӹ
887,dorthin::ADV,ansin,тӹшкӹлӓ
888,geradeaus::ADV,ar aghaidh,вик
889,geradeaus::ADV,ar aghaidh,тура
890,rückwärts::ADV,siar,мӹнгеш
891,zurück::ADV,ar ais,мӹнгеш
892,unten::ADV,thíos,ӱлнӹ
893,unten::ADV,thíos,лӹвӓлнӹ
894,hinab::ADV,síos,ӱлӹкӹ
895,hinab::ADV,síos,лӹвӓкӹ
896,oben::ADV,thuas,вӹлнӹ
897,hinauf::ADV,suas,кӱшкӹлӓ
898,hinauf::ADV,suas,кӱш
899,überall::ADV,i ngach áit,йӹлт
900,überall::ADV,i ngach áit,цилӓ вӓре
901,überall::ADV,ar fud na háite,йӹлт
902,überall::ADV,ar fud na háite,цилӓ вӓре
903,nicht::ADV,ní,уке
904,nicht::ADV,cha,уке
905,ein wenig::ADV,beagán,изиш
906,ein wenig::ADV,beagán,иклаштык
907,kaum::ADV,ar éigean,цылик
908,kaum::ADV,ar éigean,чучок-чучок
909,sehr::ADV,an-,чоте
910,so::ADV,chomh,тенге
911,so::ADV,chomh,тенгелӓ
912,so::ADV,mar sin,тенге
913,so::ADV,mar sin,тенгелӓ
914,noch::ADV,fós,мол
915,noch::ADV,fós,моло
916,noch::ADV,go fóill,мол
917,noch::ADV,go fóill,моло
918,nur::ADV,amháin,веле
919,nur::ADV,níl ach,веле
920,schon::ADV,cheana,уже
921,schon::ADV,cheana,ӹнде
922,schon::ADV,cheana féin,уже
923,schon::ADV,cheana féin,ӹнде
924,wieder::ADV,arís,уэш
925,wieder::ADV,athuair,уэш
926,vergebens::ADV,amú,зря
927,vergebens::ADV,amú,ӹзрӓ
928,vergebens::ADV,amú,ӹзӹрӓ
929,vergebens::ADV,in aisce,зря
930,vergebens::ADV,in aisce,ӹзрӓ
931,vergebens::ADV,in aisce,ӹзӹрӓ
932,vor::PRP,ar thosach,анзыц
933,vor::PRP,ar thosach,анзыцын
934,hinter::PRP,laistiar de,шайылан
935,hinter::PRP,laistiar de,шайылный
936,hinter::PRP,taobh thiar de,шайылан
937,hinter::PRP,taobh thiar de,шайылный
938,unter::PRP,faoi,лӹвӓкӹ
939,durch::PRP,trí,вашт
940,neben::PRP,taobh le,сага
941,neben::PRP,in aice le,сага
942,zwischen::PRP,idir,лош
943,zwischen::PRP,idir,лошкы
944,wegen::PRP,de bharr,мычыц
945,wegen::PRP,mar gheall ar,мычыц
946,dies::PRN,seo,тидӹ
947,dies::PRN,seo,ти
948,das::PRN,sin,тидӹ
949,das::PRN,sin,ти
950,alles::PRN,gach rud,цилӓ
951,ich::PRN,mé,мый
952,ich::PRN,mise,мый
953,du::PRN,tú,тӹнь
954,du::PRN,tusa,тӹнь
955,er::PRN,sé,тӹдӹ
956,er::PRN,seisean,тӹдӹ
957,wir::PRN,sinn,мӓ
958,ihr::PRN,sibh,вӓ
959,ihr::PRN,sibhse,вӓ
960,sie::PRN,siad,нӹнӹ
961,sie::PRN,siadsan,нӹнӹ
962,was::FPRN,cad,ма
963,was::FPRN,céard,ма
964,wer::FPRN,cé,кӱ
965,wo::FADV,cá,кышан
966,wo::FADV,cá,кыштакен
967,wo::FADV,cén áit,кышан
968,wo::FADV,cén áit,кыштакен
969,wohin::FADV,cá,кышкы
970,wohin::FADV,cén áit,кышкы
971,wie::FADV,conas,кыце
972,wie::FADV,cén chaoi,кыце
973,warum::FADV,cén fáth,малын
974,warum::FADV,cad chuige,малын
975,wieviel::FNUM,cá mhéad,кынар
976,wieviel::FNUM,cá mhéad,кынары
977,wieviel::FNUM,cá mhéad,кынаркы
978,eins::NUM,aon,иктӹ
979,eins::NUM,aon,иктӹт
980,zwei::NUM,dhá,кок
981,zwei::NUM,dhá,кокты
982,drei::NUM,trí,кым
983,drei::NUM,trí,кымыт
984,vier::NUM,ceathair,нӹл
985,fünf::NUM,cúig,вӹц
986,sechs::NUM,sé,куд
987,sechs::NUM,sé,кудытмозн
988,sieben::NUM,seacht,шӹм
989,sieben::NUM,seacht,шӹмӹт
990,acht::NUM,ocht,кӓндӓкш
991,acht::NUM,ocht,кӓндӓкшӹ
992,neun::NUM,naoi,ӹндекшшӱдӹ
993,zehn::NUM,deich,лу
994,elf::NUM,aon déag,луатик
995,elf::NUM,aon déag,луатиктӹ
996,zwölf::NUM,dó dhéag,луаткок
997,zwölf::NUM,dó dhéag,луаткокты
998,zwanzig::NUM,fiche,коклы
999,dreißig::NUM,tríocha,кымлы
1000,vierzig::NUM,daichead,нӹллӹ
1001,vierzig::NUM,ceathracha,нӹллӹ
1002,fünfzig::NUM,caoga,вӹцлӹ
1003,sechzig::NUM,seasca,кудлу
1004,siebzig::NUM,seachtó,шӹмлу
1005,achtzig::NUM,ochtó,кӓндӓкшлу
1006,neunzig::NUM,nócha,ӹндекшлу
1007,hundert::NUM,céad,шӱдӹ
1008,tausend::NUM,míle,тӹжем
1009,und::CNJ,agus,дöн
1010,oder::CNJ,nó,льывы
1011,stehen::V,seas,шалшаг
1012,sitzen::V,suigh,шӹнзӓш
1013,liegen::V,luigh,киӓш
1014,hängen::V,tá crochta,кечӓш
1015,werden::V,éirigh,шагалаш
1016,passieren::V,tarlaigh,ӹштӓ́лтӓш
1017,beginnen::V,tosaigh,тӹнгӓлӓлтӓш
1018,enden::V,críochnaigh,пӹтӓш
1019,wechseln::V,athraigh,весемӓш
1020,wechseln::V,athraigh,весемӓлтӓш
1021,aufgehen[Sonne]::V,éirigh,авараш
1022,untergehen[Sonne]::V,fuin,шӹ́нзӓш
1023,untergehen[Sonne]::V,téigh faoi,шӹ́нзӓш
1024,scheinen[Sonne]::V,taitin,сотемдӓрӓш
1025,scheinen[Sonne]::V,soilsigh,сотемдӓрӓш
1026,donnern::V,tá toirneach ann,хӹдӹртӓш
1027,wehen::V,séid,ӹфӹлӓш
1028,strömen::V,sil,йогащ
1029,fließen::V,rith,йогащ
1030,fließen::V,snigh,йогащ
1031,sich drehen::V,cas,пöрдӓш
1032,sich drehen::V,imrothlaigh,пöрдӓш
1033,schwanken::V,luasc,лыпшалташ
1034,schwingen::V,luasc,кӓчӓйӓш
1035,fallen::V,tit,кенвазаш
1036,fallen::V,tit,шынгалташ
1037,brennen::V,dóigh,йылаш
1038,rauchen::V,plúch toite,шыпшаш
1039,regnen::V,báistigh,юраш
1040,regnen::V,tá ag cur báistí,юраш
1041,gefrieren::V,sioc,гӓш
1042,gefrieren::V,sioc,кӹлмаш
1043,gefrieren::V,reoigh,гӓш
1044,gefrieren::V,reoigh,кӹлмаш
1045,tauen::V,leáigh,шылаш
1046,tauen::V,coscair,шылаш
1047,schmelzen::V,leáigh,шӹрӓнӓш
1048,trocknen::V,triomaigh,кошкаш
1049,sieden::V,fiuch,шолаш
1050,sieden::V,beirigh,шолаш
1051,faulen::V,lobh,шӱӓш
1052,faulen::V,dreoigh,шӱӓш
1053,verfaulen::V,lobh,йӓнгӓрӓлтӓш
1054,verfaulen::V,feoigh,йӓнгӓрӓлтӓш
1055,reißen::V,bris,кышкедӓлтӓш
1056,versinken::V,téigh síos,ва́лаш
1057,vergehen::V,téigh thart,эртӓш
1058,erscheinen::V,tar,каяш
1059,verschwinden::V,imigh,ямаш
1060,sinken::V,tit,пычаш
1061,sinken::V,ísligh,пычаш
1062,abnehmen::V,maolaigh,чӹдемӓш
1063,abnehmen::V,maolaigh,кöтӹргӓш
1064,abnehmen::V,laghdaigh,чӹдемӓш
1065,abnehmen::V,laghdaigh,кöтӹргӓш
1066,zunehmen::V,méadaigh,когоэмӓш
1067,steigen::V,éirigh,лӱлта́лташ
1068,wachsen::V,fás,кушкаш
1069,glänzen::V,lonraigh,йӹлгӹжӓш
1070,funkeln::V,drithligh,валгалташ
1071,lärmen::V,tóg callán,юкланаш
1072,läuten::V,buail,цоргаш
1073,klingeln::V,buail,цоргаш
1074,klirren::V,cling,цонгырталгаш
1075,brausen::V,búir,ышдымыла́наш
1076,rauschen::V,tá ag siosarnach,шу́жгаш
1077,klingen::V,tá glór ag,йо́нгаш
1078,bellen::V,amhastraigh,опташ
1079,heulen::V,glam,урмыжаш
1080,blasen::V,séid,ӹфӹлӓш
1081,pfeifen::V,lig fead,ши́шкаш
1082,schreien::V,béic,уташ
1083,schreien::V,béic,саслаш
1084,schreien::V,béic,варгынзаш
1085,schreien::V,glaoigh,уташ
1086,schreien::V,glaoigh,саслаш
1087,schreien::V,glaoigh,варгынзаш
1088,stöhnen::V,lig cnead,ӹнгӹрӓш
1089,zittern::V,crith,цӹтӹрӓш
1090,zittern::V,creathnaigh,цӹтӹрӓш
1091,leben::V,mair,ӹлӓш
1092,geboren werden::V,rugadh,шачаш
1093,atmen::V,análaigh,шӱлӓш
1094,trinken::V,ól,йӱӓш
1095,essen::V,ith,качкаш
1096,schlucken::V,slog,нелӓш
1097,müde werden::V,tuirsigh,янгылаш
1098,einschlafen::V,tit ina chodladh,амален кеӓш
1099,schlafen::V,codail,амалаш
1100,aufwachen::V,múscail,понгыжалташ
1101,aufstehen::V,éirigh,кӹньӹл шагалаш
1102,sich erholen::V,lig scíth,кӓнаш
1103,krank werden::V,éirigh tinn,церлӓнен вазаш
1104,krank sein::V,tá tinn,церлӓнӓш
1105,krank sein::V,tá tinn,ясланаш
1106,krank sein::V,tá tinn,ясыланаш
1107,schmerzen::V,tá pian i,каршташ
1108,husten::V,déan casacht,кахыраш
1109,genesen::V,téarnaigh,паремӓш
1110,genesen::V,téarnaigh,тöрлӓнӓш
1111,sterben::V,éag,вазын колаш
1112,sterben::V,faigh bás,вазын колаш
1113,umkommen::V,caill,пӹтӓш
1114,sich bewegen::V,bog,кашташ
1115,sich bewegen::V,gluais,кашташ
1116,sich rühren::V,corraigh,тӓрвӓнӓш
1117,sich erheben::V,seas suas,кӹньӹлӓш
1118,sich setzen::V,suigh,шӹнзӓш
1119,hinfallen::V,tit,кенвазаш
1120,hinfallen::V,tit,шынгалташ
1121,laufen::V,siúil,кашташ
1122,schreiten::V,siúil,ашкедӓш
1123,spazierengehen::V,téigh ag spaisteoireacht,мадын кашташ
1124,eilen::V,deifrigh,вӓшкӓш
1125,eilen::V,brostaigh,вӓшкӓш
1126,sich beeilen::V,deifrigh,вӓшкӓш
1127,sich beeilen::V,deifrigh,талашаш
1128,sich beeilen::V,déan deifir,вӓшкӓш
1129,sich beeilen::V,déan deifir,талашаш
1130,sausen::V,luathaigh,хойхаланаш
1131,sausen::V,luathaigh,хояш
1132,rennen::V,rith,кыргыжаш
1133,springen::V,léim,тӹршештӓш
1134,klettern::V,dreap,ку́заш
1135,schaukeln::V,téigh ar an maide corrach,лыпшалташ
1136,kriechen::V,snámh,авалянаш
1137,kriechen::V,snámh,ньыжиклӓш
1138,schwimmen::V,snámh,илӓш
1139,tauchen::V,tum,цымаш
1140,rudern::V,iomair,шуалташ
1141,rudern::V,rámhaigh,шуалташ
1142,fahren::V,tiomáin,кеӓш
1143,fliegen::V,eitil,чонгештӓш
1144,gehen::V,téigh,кеӓш
1145,weggehen::V,imigh,кеӓш
1146,abfahren::V,imigh,кеӓш
1147,anhalten::V,stad,цӓрнӓш
1148,hineingehen::V,téigh isteach,пыраш
1149,eintreten::V,téigh isteach,пыраш
1150,kommen::V,tar,толаш
1151,ankommen::V,tar,шоаш
1152,zurückkommen::V,fill,пöртӹлӓш
1153,bleiben::V,fan,кодаш
1154,warten::V,fan,вычаш
1155,erwarten::V,tá ag súil le,вычаш
1156,erwarten::V,tá ag dréim le,вычаш
1157,suchen::V,lorg,кӹчӓлӓш
1158,finden::V,faigh,моаш
1159,finden::V,aimsigh,моаш
1160,versuchen::V,triail,путаяш
1161,versuchen::V,triail,цацаш
1162,vorbereiten::V,réitigh,поспейӹктӓш
1163,lieben::V,gráigh,яраташ
1164,mögen::V,taitin le,яраташ
1165,mögen::V,is maith le,яраташ
1166,lachen::V,gáir,ваштылаш
1167,rühren::V,téigh i bhfeidhm ar,тӓрвӓтӓш
1168,weinen::V,goil,мӓгӹрӓш
1169,weinen::V,caoin,мӓгӹрӓш
1170,schimpfen::V,tá ag clamhsán,свырседӓлӓш
1171,sich ärgern::V,tá corraithe,шӹдешкӓш
1172,sich fürchten::V,tá eagla ar,лӱдӓш
1173,fürchten::V,tá eagla ar,лӱдӓш
1174,fliehen::V,teith,кыргыжаш
1175,flüchten::V,éalaigh,кыргыж шӹлӓш
1176,sehen::V,feic,ужаш
1177,anschauen::V,dearc,анжалаш
1178,anschauen::V,féach ar,анжалаш
1179,ansehen::V,breathnaigh,анжаш
1180,hören::V,cluin,колаш
1181,zuhören::V,éist,колышташ
1182,probieren::V,bliais,тотештӓш
1183,probieren::V,bliais,подыл анжаш
1184,riechen::V,bolaigh,ӱпшӹнзӓш
1185,fühlen::V,braith,шижӓш
1186,fühlen::V,mothaigh,шижӓш
1187,scheinen::V,tá an chuma ar,каяш
1188,zu sehen sein::V,tá le feiceáil,каяш
1189,vernehmen::V,clois,колын колташ
1190,frieren::V,tá fuar,кӹлмаш
1191,frieren::V,tá fuar,тӹнгӹргӓш
1192,tun::V,déan,ӹштӓш
1193,können::V,féad,кердӓш
1194,können::V,is féidir le,кердӓш
1195,wollen::V,tá ag iarraidh,жалаяш
1196,anfangen::V,tosaigh,тӹнгӓлӓш
1197,anfangen::V,cuir tús le,тӹнгӓлӓш
1198,beenden::V,críochnaigh,пӹтӓрӓш
1199,beenden::V,cuir deireadh le,пӹтӓрӓш
1200,aufhören::V,stad,цӓрнӓш
1201,gelingen::V,éirigh le,цӓш лиӓш
1202,geraten::V,tá deireadh ar,лиӓш
1203,öffnen::V,oscail,пачаш
1204,schließen::V,dún,чӱчӓш
1205,schließen::V,iaigh,чӱчӓш
1206,stellen::V,cuir,шӹндӓш
1207,setzen::V,cuir,шӹндӓш
1208,setzen::V,socraigh,шӹндӓш
1209,legen::V,cuir,опташ
1210,legen::V,cuir,пиштӓш
1211,berühren::V,teagmhaigh le,тӹкӓлӓш
1212,verbinden::V,ceangail,пидӓш
1213,bedecken::V,clúdaigh,леведӓш
1214,bedecken::V,cumhdaigh,леведӓш
1215,aufhängen::V,croch,сӓкӓш
1216,anzünden::V,las,чӱктӓш
1217,anzünden::V,adhain,чӱктӓш
1218,aufheben::V,tóg,кузыкташ
1219,aufheben::V,ardaigh,кузыкташ
1220,zurücklassen::V,fág,кодаш
1221,verlieren::V,caill,ямдаш
1222,fallen lassen::V,lig uait,кенвацтараш
1223,fallen lassen::V,caith uait,кенвацтараш
1224,machen::V,déan,ӹштӓш
1225,machen::V,réitigh,ӹштӓш
1226,herstellen::V,táirg,йӓмдӹлӓш
1227,bauen::V,tóg,ӹштӓш
1228,reparieren::V,deisigh,чиняш
1229,reparieren::V,deisigh,алалаш
1230,verbessern::V,feabhsaigh,яжоэмден шӹндӓш
1231,ändern::V,athraigh,вашталташ
1232,graben::V,tochail,капаяш
1233,beugen::V,crom,лывырташ
1234,beugen::V,crom,каклярташ
1235,biegen::V,lúb,лывырташ
1236,drehen::V,cas,сӓрӓш
1237,drehen::V,cas,сӓрӹкӓлӓш
1238,wenden::V,tiontaigh,сӓрӓлӓш
1239,umdrehen::V,iompaigh,сӓрӓлӓш
1240,umdrehen::V,tiontaigh,сӓрӓлӓш
1241,heben::V,ardaigh,лӱктӓш
1242,hochheben::V,tóg,кузыкташ
1243,ergreifen::V,beir ar,хватяш
1244,halten::V,coimeád,кычаш
1245,halten::V,coinnigh,кычаш
1246,drücken::V,brúigh,темдӓш
1247,schieben::V,brúigh,шӹкӓш
1248,kratzen::V,scríob,нӹжӓш
1249,lecken::V,ligh,нылаш
1250,lecken::V,leadhb,нылаш
1251,beißen::V,bain greim as,пыралаш
1252,abreißen::V,stróic,кӹрӓш
1253,abreißen::V,stróic,кышкед нӓлӓш
1254,abreißen::V,tarraing,кӹрӓш
1255,abreißen::V,tarraing,кышкед нӓлӓш
1256,abschneiden::V,scoith,шулаш
1257,abschneiden::V,scoith,лаштыклаш
1258,binden::V,ceangail,пидӓш
1259,stecken::V,sáigh,шыралаш
1260,brechen::V,bris,тодылаш
1261,brechen::V,bris,пыдырташ
1262,klopfen::V,cnag,рушткаш
1263,hauen::V,buail,шелӹштӓш
1264,kleben::V,gliúáil,клейӓш
1265,reiben::V,cuimil,нӹжӓш
1266,streichen::V,leath,шӹрӓш
1267,schleifen::V,líomh,шымаш
1268,schneiden::V,gearr,пӹчкӓш
1269,rütteln::V,croith,мыльгыкташ
1270,schütteln::V,croith,цӹтӹртӓш
1271,schütteln::V,croith,мыльгыкташ
1272,schwenken::V,luasc,машыяш
1273,schütten::V,doirt,опталаш
1274,füllen::V,líon,темӓш
1275,einwickeln::V,cuach,пӹтӹрӓ́лӓш
1276,einwickeln::V,clúdaigh,пӹтӹрӓ́лӓш
1277,tragen::V,iompair,намалаш
1278,schleppen::V,tarraing,шӹдӹрӓш
1279,ziehen::V,tarraing,шыпшаш
1280,aufbewahren::V,coinnigh,перегӓш
1281,werfen::V,caith,кӹшкӓш
1282,fangen::V,ceap,кычаш
1283,packen::V,beir ar,хватяш
1284,verstecken::V,folaigh,шӹлтӓш
1285,verstecken::V,cuir i bhfolach,шӹлтӓш
1286,teilen::V,roinn,пайылаш
1287,schicken::V,seol,колташ
1288,bringen::V,beir,кандаш
1289,bringen::V,tabhair,кандаш
1290,hinzufügen::V,cuir le,
1291,bekommen::V,faigh,лыкташ
1292,erhalten::V,faigh,получаяш
1293,nehmen::V,tóg,налаш
1294,nehmen::V,glac,налаш
1295,wählen::V,pioc,айыраш
1296,wählen::V,roghnaigh,айыраш
1297,auswählen::V,roghnaigh,айыраш
1298,bewahren::V,caomhnaigh,перегӓш
1299,behindern::V,cuir bac ar,мешӓйӓш
1300,verderben::V,mill,портяш
1301,beschädigen::V,loit,шушырташ
1302,beschädigen::V,déan damáiste do,шушырташ
1303,zerbrechen::V,bris,пыдырташ
1304,zerreißen::V,stiall,кӹрӓш
1305,zerstören::V,mill,шӓлӓтӓш
1306,zerstören::V,scrios,шӓлӓтӓш
1307,verbrennen::V,las,йылаташ
1308,verbrennen::V,las,йылалташ
1309,verbrennen::V,dóigh,йылаташ
1310,verbrennen::V,dóigh,йылалташ
1311,geben::V,tabhair,пуаш
1312,reichen::V,sín,пуаш
1313,reichen::V,cuir,пуаш
1314,schenken::V,bronn,подараш
1315,schenken::V,tabhair,подараш
1316,versprechen::V,geall,сöрӓш
1317,wünschen::V,guigh,жалаяш
1318,loben::V,mol,хваляш
1319,küssen::V,póg,шышшалаш
1320,wiegen::V,bog,лӱнгӓлтӓш
1321,wiegen::V,luasc,лӱнгӓлтӓш
1322,zudecken::V,clúdaigh,пиштӓш
1323,wecken::V,dúisigh,понгыжалтараш
1324,zeigen::V,taispeáin,анжыкташ
1325,führen::V,treoraigh,видӓш
1326,lehren::V,múin,тымдаш
1327,lehren::V,teagasc,тымдаш
1328,unterrichten::V,múin,тымдаш
1329,unterrichten::V,teagasc,тымдаш
1330,aufziehen::V,tóg,кушташ
1331,leiten::V,tá i gceannas ar,видӓш
1332,leiten::V,tá i gceannas ar,вуйлаташ
1333,leiten::V,tá i gceannas ar,вуйлалташ
1334,antreiben::V,gríosaigh,талаштараш
1335,lassen::V,cuir ag,-ыкт
1336,einladen::V,cuir cuireadh ar,ӱжӓш
1337,vereinigen::V,aontaigh,иктештӓш
1338,besuchen::V,tabhair cuairt ar,толаш
1339,treffen::V,cas ar,вӓшлиӓш
1340,treffen::V,cas ar,вӓшлиӓлтӓш
1341,treffen::V,buail le,вӓшлиӓш
1342,treffen::V,buail le,вӓшлиӓлтӓш
1343,sich versammeln::V,bailigh,цымыргаш
1344,sich versammeln::V,cruinnigh,цымыргаш
1345,spielen::V,imir,мадаш
1346,spielen::V,tá ag spraoi,мадаш
1347,singen::V,can,мыраш
1348,tanzen::V,rinc,кушташ
1349,tanzen::V,damhsaigh,кушташ
1350,sich trennen::V,scar,айырлаш
1351,verlassen::V,fág,шуаш
1352,retten::V,tarrtháil,ытараш
1353,bewachen::V,cosain,оролаш
1354,bewachen::V,gardáil,оролаш
1355,schützen::V,cosain,перегӓш
1356,verteidigen::V,cosain,перегӓш
1357,sich schlagen::V,tá ag bruíon,шидӓлӓш
1358,sich schlagen::V,tá ag bruíon,шиэдӓлӓш
1359,schießen::V,caith,лӱӓш
1360,schießen::V,scaoil,лӱӓш
1361,siegen::V,bain,сӹнгӓш
1362,siegen::V,buaigh,сӹнгӓш
1363,ärgern::V,cuir isteach ar,шӹдештӓрӓш
1364,schlagen::V,buail,пӓрен колташ
1365,schlagen::V,buail,хӹрӹктен колташ
1366,treten::V,ciceáil,чымаш
1367,stechen::V,sáigh,пышкылаш
1368,stoßen::V,brúigh,шыркедӓш
1369,stoßen::V,soncáil,шыркедӓш
1370,stehlen::V,goid,шолышт толаш
1371,stören::V,cuir isteach ar,ӓрештӹлӓш
1372,belästigen::V,cuir as do,кӓньӹсӹрлӓндӓрӓш
1373,belästigen::V,cuir as do,шытырланыкташ
1374,verbergen::V,ceil,шӹлтӓш
1375,täuschen::V,cuir dallamullóg ar,алталаш
1376,täuschen::V,cuir dallamullóg ar,аталаш
1377,betrügen::V,déan calaois ar,мошеньӹчӓйӓш
1378,töten::V,maraigh,пуштын шуаш
1379,wohnen::V,cuir faoi,ӹлӓш
1380,wohnen::V,tá ina chónaí,ӹлӓш
1381,arbeiten::V,oibrigh,пӓшӓлӓш
1382,arbeiten::V,oibrigh,ровотаяш
1383,sammeln::V,bailigh,погаш
1384,sammeln::V,cruinnigh,погаш
1385,pflücken::V,pioc,кӹрӓш
1386,jagen::V,seilg,охотничӓйӓш
1387,fischen::V,iasc,кол кычаш
1388,fassen::V,beir ar,кычаш
1389,hüten::V,aoirigh,кӹтӓш
1390,treiben::V,seol,шуруяш
1391,treiben::V,tiomáin,шуруяш
1392,anbinden::V,ceangail,ялшташ
1393,anbinden::V,ceangail,ялышташ
1394,füttern::V,cothaigh,пукшаш
1395,füttern::V,beathaigh,пукшаш
1396,melken::V,bligh,шыпшылаш
1397,melken::V,crúigh,шыпшылаш
1398,hacken::V,gearr,роаш
1399,gießen::V,uiscigh,шӓвӓш
1400,reifen::V,aibigh,кӱӓш
1401,reifen::V,aibigh,поспейӓш
1402,zubereiten::V,cócaráil,йӓмдӹлӓш
1403,kochen::V,bruith,шолташ
1404,kochen::V,beirigh,шолташ
1405,backen::V,bácáil,кӱктӓш
1406,braten::V,róst,жӓрӓш
1407,braten::V,frioch,жӓрӓш
1408,umrühren::V,measc,намалаш
1409,stricken::V,cniotáil,пидӓш
1410,nähen::V,fuaigh,ыргаш
1411,färben::V,dathaigh,пидӓш
1412,reinigen::V,glan,чиӓлтӓш
1413,waschen::V,nigh,мышкаш
1414,abwischen::V,glan,ӹштӓш
