,Concept_ID,cv,et
741,schlecht::A,япӑх,halb
742,schlecht::A,начар,halb
743,richtig::A,тӗрӗс,õige
744,schlimm::A,йӗрӗнчӗк,paha
745,wahr::A,чӑн,tõene
746,alt::A,кивӗ,vana
747,neu::A,ҫӗнӗ,uus
748,ehemalig::A,пулнӑ,endine
749,alt[Lebewesen]::A,ватӑ,vana
750,jung::A,яш,noor
751,jung::A,ҫамрӑк,noor
752,arm::A,чухӑн,vaene
753,reich::A,пуян,rikas
754,bekannt::A,пӗлӗш,teada
755,bekannt::A,пӗлӗш,tuttav
756,berühmt::A,чаплӑ,tuntud
757,fremd::A,ют,võõras
758,verschieden::A,расна,erinev
759,nah::A,ҫывӑх,lähedane
760,nah::A,ҫывӑхри,lähedane
761,fern::A,инҫе,kauge
762,fern::A,аякри,kauge
763,linker::A,сулахай,vasak
764,rechter::A,сылтӑм,parem
765,anderer::A,урӑх,muu
766,anderer::A,урӑх,teine
767,erster::A,пӗрремӗш,esimene
768,zweiter::A,иккӗмӗш,teine
769,dritter::A,виҫҫӗмӗш,kolmas
770,letzter::A,юлашки,viimane
771,allein::ADV,пӗччен,üksi
772,auf einmal::ADV,кӗмӗрккен,korraga
773,auf einmal::ADV,кӗмӗрккен,ühekorraga
774,zusammen::ADV,пӗрле,koos
775,zusammen::ADV,пӗрле,üheskoos
776,lange::ADV,вӑрах,kaua
777,plötzlich::ADV,сасартӑк,äkki
778,plötzlich::ADV,сасартӑк,järsku
779,sofort::ADV,тӳрех,kohe
780,später::ADV,кайран,hiljem
781,jetzt::ADV,халь,nüüd
782,jetzt::ADV,халӗ,nüüd
783,heute::ADV,паян,täna
784,morgen::ADV,ыран,homme
785,bald::ADV,халех,pea
786,bald::ADV,халех,varsti
787,bald::ADV,кӗҫех,pea
788,bald::ADV,кӗҫех,varsti
789,dann::ADV,унтан,siis
790,gestern::ADV,ӗнер,eile
791,einst::ADV,пӗррехинче,vanasti
792,damals::ADV,ун чухне,tookord
793,damals::ADV,апла пулсан,tookord
794,danach::ADV,унтан,seejärel
795,vorher::ADV,малтан,enne
796,zuerst::ADV,пирвай,enne
797,zuerst::ADV,пирвай,esmalt
798,einmal::ADV,пӗррехинче,kord
799,einmal::ADV,пӗррехинче,üks kord
800,manchmal::ADV,хӑш чухне,mõnikord
801,oft::ADV,тӑтӑш,tihti
802,oft::ADV,тӑтӑш,sageli
803,immer::ADV,ялан,ikka
804,immer::ADV,ялан,alati
805,niemals::ADV,нихӑҫан та,mitte kunagi
806,hier::ADV,кунта,siin
807,hierhin::ADV,кунта,siia
808,von hier::ADV,кунтан,siit
809,dort::ADV,унта,seal
810,dort::ADV,ҫавӑнта,seal
811,dorthin::ADV,унта,sinna
812,dorthin::ADV,ҫавӑнта,sinna
813,geradeaus::ADV,тикӗс,otse edasi
814,vorwärts::ADV,малалла,edasi
815,rückwärts::ADV,хыҫала,tagurpidi
816,zurück::ADV,каялла,tagasi
817,unten::ADV,аялта,all
818,unten::ADV,аялта,allpool
819,hinab::ADV,аялта,alla
820,oben::ADV,ҫӳлте,ülal
821,hinauf::ADV,ҫӳле,üles
822,überall::ADV,таҫта та,kõikjal
823,überall::ADV,пур ҫӗрте те,kõikjal
824,überall::ADV,кирек ӑҫта та,kõikjal
825,nicht::ADV,мар,ei
826,nicht::ADV,мар,mitte
827,ein wenig::ADV,пӑртак,veidi
828,ein wenig::ADV,пӑртак,natuke
829,kaum::ADV,аран,vaevalt
830,sehr::ADV,питӗ,väga
831,so::ADV,апла,nii
832,noch::ADV,татах,veel
833,nur::ADV,ҫех,ainult
834,schon::ADV,ӗнтӗ,juba
835,wieder::ADV,каллех,jälle
836,vergebens::ADV,харам,asjata
837,vor::PRP,умӗнче,ees
838,hinter::PRP,кайра,taha
839,unter::PRP,айне,all
840,unter::PRP,айӗпе,all
841,unter::PRP,айӗнче,all
842,unter::PRP,ҫитеспе,all
843,durch::PRP,витӗр,läbi
844,durch::PRP,витӗр,kaudu
845,neben::PRP,патӗнче,kõrval
846,zwischen::PRP,хушшинче,vahel
847,wegen::PRP,пула,tõttu
848,wegen::PRP,пула,pärast
849,wegen::PRP,пирки,tõttu
850,wegen::PRP,пирки,pärast
851,dies::PRN,ку,see
852,dies::PRN,ҫак,see
853,das::PRN,ҫав,see
854,alles::PRN,пурте,kõik
855,alles::PRN,йӑлт,kõik
856,ich::PRN,эп,mina
857,du::PRN,эс,sina
858,er::PRN,вӑл,tema
859,wir::PRN,эпир,me
860,ihr::PRN,эсир,te
861,sie::PRN,вӗсем,nad
862,was::FPRN,мӗн,mis
863,was::FPRN,мӗскер,mis
864,was::FPRN,мӗн те пулин,mis
865,wer::FPRN,кам,kes
866,wo::FADV,ӑҫта,kus
867,wohin::FADV,ӑҫта,kuhu
868,wie::FADV,епле,kuidas
869,wie::FADV,мӗнле,kuidas
870,warum::FADV,ма,miks
871,warum::FADV,мӗншӗн,miks
872,wieviel::FNUM,миҫе,mitu
873,wieviel::FNUM,миҫе,kui palju
874,eins::NUM,пӗр,üks
875,eins::NUM,пӗрре,üks
876,zwei::NUM,ик,kaks
877,zwei::NUM,икӗ,kaks
878,zwei::NUM,иккӗ,kaks
879,drei::NUM,виҫ,kolm
880,drei::NUM,виҫӗ,kolm
881,drei::NUM,виҫҫӗ,kolm
882,vier::NUM,тӑват,neli
883,fünf::NUM,пилӗк,viis
884,fünf::NUM,пиллӗк,viis
885,sechs::NUM,улт,kuus
886,sechs::NUM,ултӑ,kuus
887,sechs::NUM,улттӑ,kuus
888,sieben::NUM,ҫич,seitse
889,sieben::NUM,ҫичӗ,seitse
890,sieben::NUM,ҫиччӗ,seitse
891,acht::NUM,сакӑр,kaheksa
892,acht::NUM,саккӑр,kaheksa
893,neun::NUM,тӑхӑр,üheksa
894,neun::NUM,тӑххӑр,üheksa
895,zehn::NUM,вунӑ,kümme
896,zehn::NUM,вуннӑ,kümme
897,elf::NUM,вун пӗр,üksteist
898,zwölf::NUM,вун ик,kaksteist
899,zwölf::NUM,вун икӗ,kaksteist
900,zwölf::NUM,вун иккӗ,kaksteist
901,zwanzig::NUM,ҫирӗм,kakskümmend
902,dreißig::NUM,вӑтӑр,kolmkümmend
903,vierzig::NUM,хӗрӗх,nelikümmend
904,fünfzig::NUM,аллӑ,viiskümmend
905,sechzig::NUM,утмӑл,kuuskümmend
906,siebzig::NUM,ҫитмӗл,seitsekümmend
907,achtzig::NUM,сакӑр вунӑ,kaheksakümmend
908,achtzig::NUM,сакӑр вуннӑ,kaheksakümmend
909,neunzig::NUM,тӑхӑр вун,üheksakümmend
910,neunzig::NUM,тӑхӑр вунӑ,üheksakümmend
911,neunzig::NUM,тӑхӑр вуннӑ,üheksakümmend
912,hundert::NUM,ҫӗр,sada
913,tausend::NUM,пин,tuhat
914,und::CNJ,та,ja
915,oder::CNJ,е,või
916,stehen::V,тӑр,seisma
917,sitzen::V,лар,istuma
918,liegen::V,вырт,lamama
919,hängen::V,усӑнса тӑр,rippuma
920,hängen::V,ҫакӑнса тӑр,rippuma
921,werden::V,пул,saama
922,werden::V,пул,hakkama
923,passieren::V,пул,juhtuma
924,beginnen::V,пуҫлан,algama
925,beginnen::V,пуҫлан,hakkama
926,enden::V,пӗт,lõppema
927,enden::V,вӗҫлен,lõppema
928,wechseln::V,улшӑн,vahelduma
929,aufgehen[Sonne]::V,тух,tõusma
930,untergehen[Sonne]::V,анса лар,loojuma
931,scheinen[Sonne]::V,пӑх,paistma
932,donnern::V,кӗмсӗртет,kõmisema
933,donnern::V,авӑт,kõmisema
934,wehen::V,варкӑш,puhuma
935,strömen::V,тӑкӑн,voolama
936,fließen::V,юх,voolama
937,sich drehen::V,ҫаврӑн,pöörduma
938,schwanken::V,чӳхен,kõikuma
939,schwingen::V,суллан,võnkuma
940,fallen::V,кип,langema
941,fallen::V,тӳр кип,langema
942,fallen::V,татӑлса ан,langema
943,brennen::V,ҫун,põlema
944,rauchen::V,мӑкӑрлан,suitsema
945,rauchen::V,тӗтӗм кӑлар,suitsema
946,regnen::V,ҫумӑр ҫӑвать,sadama
947,gefrieren::V,шӑн,kinni külmuma
948,tauen::V,ирӗл,sulama
949,schmelzen::V,ирӗл,sulama
950,trocknen::V,тип,kuivama
951,sieden::V,вӗре,keema
952,faulen::V,ҫӗр,mädanema
953,verfaulen::V,ҫӗр,mädanema
954,reißen::V,ҫурӑл,rebenema
955,versinken::V,пут,uppuma
956,vergehen::V,ирт,mööduma
957,erscheinen::V,курӑн,ilmuma
958,erscheinen::V,курӑнса кай,ilmuma
959,verschwinden::V,ҫухал,kaduma
960,sinken::V,чак,vajuma
961,sinken::V,чак,langema
962,abnehmen::V,чак,vähenema
963,abnehmen::V,чак,kahenema
964,zunehmen::V,пысӑклан,kasvama
965,steigen::V,ҫӗклен,tõusma
966,steigen::V,ҫӗклен,üles minema
967,wachsen::V,ӳс,kasvama
968,glänzen::V,ҫиҫ,läikimä
969,funkeln::V,ялкӑш,sädelema
970,funkeln::V,йӑлтӑртат,sädelema
971,lärmen::V,шавла,lärmama
972,läuten::V,шӑнкӑравла,helisema
973,klingeln::V,шӑнкӑравла,helisema
974,klirren::V,калтлат,kõlisema
975,klirren::V,шӑнкӑлтат,kõlisema
976,brausen::V,ахӑр,kohisema
977,rauschen::V,вашӑлтат,kohisema
978,rauschen::V,чашӑлтат,kohisema
979,klingen::V,янӑра,kõlama
980,bellen::V,вӗр,haukuma
981,heulen::V,ула,uluma
982,blasen::V,вӗр,puhuma
983,pfeifen::V,шӑхӑр,vilistama
984,schreien::V,кӑшкӑр,karjuma
985,stöhnen::V,йынӑш,oigama
986,zittern::V,чӗтре,värisema
987,leben::V,пурӑн,elama
988,leben::V,пурӑн,elus olema
989,geboren werden::V,ҫурал,sündima
990,atmen::V,сывла,hingama
991,trinken::V,ӗҫ,jooma
992,essen::V,ҫи,sööma
993,schlucken::V,ҫӑт,neelama
994,müde werden::V,ӗшен,väsima
995,einschlafen::V,ыйха пут,uinuma
996,einschlafen::V,ҫывӑрса кай,uinuma
997,schlafen::V,ҫывӑр,magama
998,aufwachen::V,вӑран,ärkama
999,aufstehen::V,тӑр,ärkama
1000,aufstehen::V,тӑр,üles tõusma
1001,sich erholen::V,кан,puhkama
1002,krank werden::V,чирле,haigestuma
1003,krank werden::V,чирле,haigeks jääma
1004,krank sein::V,чирле,haige olema
1005,schmerzen::V,сур,valutama
1006,schmerzen::V,ырат,valutama
1007,husten::V,ӳсӗр,köhima
1008,genesen::V,сывал,toibuma
1009,genesen::V,тӳрлен,toibuma
1010,sterben::V,вил,surema
1011,umkommen::V,вил,surma saama
1012,sich bewegen::V,куҫ,liikuma
1013,sich rühren::V,хускал,liikuma
1014,sich erheben::V,тӑр,kerkima
1015,sich setzen::V,лар,istet võtma
1016,hinfallen::V,ӳк,kukkuma
1017,hinfallen::V,ӳк,maha kukkuma
1018,laufen::V,ут,kõndima
1019,schreiten::V,ут,astuma
1020,spazierengehen::V,уҫӑлса ҫӳре,jalutama
1021,spazierengehen::V,уткаласа ҫӳре,jalutama
1022,eilen::V,васка,ruttama
1023,eilen::V,васка,kiirustama
1024,eilen::V,хыпалан,ruttama
1025,eilen::V,хыпалан,kiirustama
1026,sich beeilen::V,васка,ruttama
1027,sich beeilen::V,васка,kiirustama
1028,sich beeilen::V,хыпалан,ruttama
1029,sich beeilen::V,хыпалан,kiirustama
1030,sausen::V,ыткӑн,kihutama
1031,sausen::V,ыткӑн,tormama
1032,sausen::V,вӗҫтер,kihutama
1033,sausen::V,вӗҫтер,tormama
1034,rennen::V,чуп,jooksma
1035,rennen::V,чуп,kihutama
1036,springen::V,сик,hüppama
1037,klettern::V,улӑх,ronima
1038,schaukeln::V,йӳрӗн,kiikuma
1039,kriechen::V,шу,roomama
1040,kriechen::V,упален,roomama
1041,schwimmen::V,иш,ujuma
1042,tauchen::V,чӑм,sukelduma
1043,rudern::V,авӑс,sõudma
1044,fahren::V,пыр,sõitma
1045,fliegen::V,вӗҫ,lendama
1046,gehen::V,кай,käima
1047,gehen::V,кай,minema
1048,weggehen::V,кай,ära minema
1049,weggehen::V,кай,välja minema
1050,abfahren::V,тапран,väljuma
1051,abfahren::V,тапран,ära sõitma
1052,anhalten::V,чарӑн,peatuma
1053,hineingehen::V,кӗр,sisenema
1054,hineingehen::V,кӗр,sisse minema
1055,eintreten::V,кӗр,sisenema
1056,eintreten::V,кӗр,sisse astuma
1057,kommen::V,кил,tulema
1058,ankommen::V,ҫит,saabuma
1059,zurückkommen::V,таврӑн,tagasi tulema
1060,zurückkommen::V,каялла кил,tagasi tulema
1061,bleiben::V,юл,jääma
1062,warten::V,кӗт,ootama
1063,erwarten::V,кӗт,ootama
1064,erwarten::V,кӗт,lootma
1065,suchen::V,шыра,otsima
1066,finden::V,туп,leidma
1067,versuchen::V,пикен,püüdma
1068,versuchen::V,пикен,üritama
1069,versuchen::V,пикен,katsetama
1070,vorbereiten::V,хатӗрле,valmistama
1071,lieben::V,юрат,armastama
1072,mögen::V,кӑмӑлла,sallima
1073,mögen::V,кӑмӑлла,meeldima
1074,mögen::V,килӗштер,sallima
1075,mögen::V,килӗштер,meeldima
1076,lachen::V,кул,naerma
1077,lachen::V,ахӑлтат,naerma
1078,rühren::V,ҫулӑх,liigutama
1079,rühren::V,ҫулӑх,heldima panema
1080,weinen::V,йӗр,nutma
1081,weinen::V,макӑр,nutma
1082,schimpfen::V,вӑрҫ,sõimama
1083,schimpfen::V,ятлаҫ,sõimama
1084,sich ärgern::V,ҫиллен,ärrituma
1085,sich ärgern::V,ҫиллен,vihastuma
1086,sich fürchten::V,шиклен,kartma
1087,sich fürchten::V,шиклен,hirmu tundma
1088,fürchten::V,хӑра,kartma
1089,fliehen::V,тар,põgenema
1090,flüchten::V,чупса тар,põgenema
1091,sehen::V,кур,nägema
1092,anschauen::V,пӑхса ил,vaatama
1093,ansehen::V,пӑх,vaatama
1094,hören::V,илт,kuulma
1095,zuhören::V,итле,kuulama
1096,zuhören::V,тӑнла,kuulama
1097,probieren::V,астив,proovima
1098,riechen::V,шӑршла,nuusutama
1099,fühlen::V,туй,tundma
1100,fühlen::V,сис,tundma
1101,scheinen::V,туйӑн,näida
1102,scheinen::V,туйӑн,ilmuda
1103,zu sehen sein::V,курӑн,ilmuma
1104,vernehmen::V,пӑл,üle kuulama
1105,frieren::V,йӳтен,külmetada
1106,tun::V,ту,tegema
1107,können::V,пултар,võima
1108,können::V,пултар,oskama
1109,wollen::V,те,tahtma
1110,anfangen::V,пуҫла,hakkama
1111,anfangen::V,пуҫла,alustama
1112,beenden::V,пӗтер,lõpetama
1113,aufhören::V,пӑрах,lakkama
1114,gelingen::V,ӑн,õnnestuma
1115,geraten::V,пул,jõudma
1116,öffnen::V,уҫ,avama
1117,schließen::V,хуп,sulgema
1118,stellen::V,ларт,panema
1119,stellen::V,ларт,asetama
1120,stellen::V,тӑрат,panema
1121,stellen::V,тӑрат,asetama
1122,setzen::V,ларт,panema
1123,legen::V,хур,panema
1124,legen::V,хур,asetama
1125,berühren::V,перӗн,riivama
1126,berühren::V,перӗн,puudutama
1127,verbinden::V,сып,ühendama
1128,bedecken::V,вит,katma
1129,aufhängen::V,ҫак,riputama
1130,anzünden::V,ҫут,süütama
1131,aufheben::V,ҫӗкле,üles tõstma
1132,zurücklassen::V,манса хӑвар,jätma
1133,verlieren::V,ҫӗтер,kaotama
1134,fallen lassen::V,ӳкер,maha pillama
1135,fallen lassen::V,ӳкер,kukkuda laskma
1136,machen::V,ту,tegema
1137,herstellen::V,ӑстала,valmistama
1138,bauen::V,ту,ehitama
1139,reparieren::V,юса,parandama
1140,verbessern::V,лайӑхлат,parandama
1141,ändern::V,улӑштар,muutma
1142,ändern::V,улӑштар,ümber tegema
1143,graben::V,чав,kaevama
1144,graben::V,чакала,kaevama
1145,beugen::V,кукӑрт,painutama
1146,biegen::V,ав,painutama
1147,biegen::V,кукӑрт,painutama
1148,drehen::V,ҫавӑр,keerama
1149,wenden::V,ӳпӗнтер,ümber pöörama
1150,umdrehen::V,ҫавӑр,ümber keerama
1151,heben::V,хӑпарт,tõstma
1152,hochheben::V,йӑт,üles tõstma
1153,hochheben::V,йӑт,kõrgele tõstma
1154,ergreifen::V,тыт,haarama
1155,halten::V,тыт,hoidma
1156,drücken::V,пус,pigistama
1157,schieben::V,тӗк,lükkama
1158,schieben::V,тӗрт,lükkama
1159,kratzen::V,хыр,kraapima
1160,lecken::V,ҫула,lakkuma
1161,beißen::V,ҫырт,purema
1162,beißen::V,ҫырт,hammustama
1163,beißen::V,хып,purema
1164,beißen::V,хып,hammustama
1165,abreißen::V,тат,rebima
1166,abreißen::V,тат,ära rebima
1167,abschneiden::V,кас,ära lõikama
1168,binden::V,ҫых,siduma
1169,stecken::V,чик,pistma
1170,brechen::V,хуҫ,murdma
1171,klopfen::V,такка,koputama
1172,hauen::V,шакка,lööma
1173,kleben::V,ҫыпӑҫтар,kleepima
1174,reiben::V,сӑтӑр,hõõruma
1175,streichen::V,сӗр,silitama
1176,schleifen::V,хӑйра,lihvima
1177,schleifen::V,хӑйра,teritama
1178,schneiden::V,кас,lõikama
1179,rütteln::V,лӑка,raputama
1180,rütteln::V,силлентер,raputama
1181,schütteln::V,лӑка,raputama
1182,schütteln::V,лӑка,loksutama
1183,schütteln::V,силлентер,raputama
1184,schütteln::V,силлентер,loksutama
1185,schwenken::V,сулла,vehkima
1186,schwenken::V,сулла,lehvitama
1187,schütten::V,тултар,kallama
1188,füllen::V,тултар,täitma
1189,einwickeln::V,чӗрке,sisse mähkima
1190,tragen::V,ҫӗкле,kandma
1191,schleppen::V,сӗтӗр,tassima
1192,schleppen::V,сӗтӗр,lohistama
1193,ziehen::V,тӑс,vedama
1194,ziehen::V,тӑс,tõmbama
1195,aufbewahren::V,усра,säilitama
1196,aufbewahren::V,усра,alal hoidma
1197,werfen::V,пӑрах,viskama
1198,fangen::V,тыт,püüdma
1199,packen::V,тыт,kinni haarama
1200,packen::V,тыт,kinni võtma
1201,verstecken::V,пытарса хур,peitma
1202,teilen::V,уйӑр,jagama
1203,teilen::V,уйӑр,jaotama
1204,teilen::V,пайла,jagama
1205,teilen::V,пайла,jaotama
1206,schicken::V,яр,saatma
1207,bringen::V,кӳр,viima
1208,hinzufügen::V,хуш,lisama
1209,bekommen::V,ил,saama
1210,bekommen::V,туян,saama
1211,erhalten::V,ил,saama
1212,erhalten::V,туян,saama
1213,nehmen::V,ил,võtma
1214,wählen::V,суйла,valima
1215,auswählen::V,суйла,valima
1216,bewahren::V,упра,hoidma
1217,behindern::V,кансӗрле,takistama
1218,behindern::V,чӑрмантар,takistama
1219,verderben::V,пӑс,rikkuma
1220,beschädigen::V,пӑс,rikkuma
1221,zerbrechen::V,ват,katki tegema
1222,zerbrechen::V,ҫӗмӗр,katki tegema
1223,zerreißen::V,ҫур,katki rebima
1224,zerstören::V,иш,purustama
1225,verbrennen::V,ҫунтар,põletama
1226,geben::V,пар,andma
1227,reichen::V,пар,andma
1228,reichen::V,пар,ulatama
1229,schenken::V,парнеле,kinkima
1230,versprechen::V,тума пул,lubama
1231,versprechen::V,тума пул,tõotama
1232,versprechen::V,сӑмах пар,lubama
1233,versprechen::V,сӑмах пар,tõotama
1234,wünschen::V,сун,soovima
1235,loben::V,ырла,kiitma
1236,küssen::V,чуп ту,suudlema
1237,wiegen::V,сиктер,hällitama
1238,wiegen::V,силле,hällitama
1239,zudecken::V,вит,kaanetama
1240,zudecken::V,вит,kinni katma
1241,wecken::V,вӑрат,äratama
1242,zeigen::V,кӑтарт,näitama
1243,führen::V,илсе пыр,juhatama
1244,führen::V,ҫавӑтса пыр,juhatama
1245,lehren::V,вёрент,õpetama
1246,unterrichten::V,вёрент,õpetama
1247,aufziehen::V,вӗрент,üles kasvatama
1248,leiten::V,тытса пыр,juhtima
1249,antreiben::V,васкат,ergutama
1250,lassen::V,пусахла,laskma
1251,lassen::V,хуш,laskma
1252,einladen::V,чӗн,kutsuma
1253,vereinigen::V,пӗрлештер,ühendama
1254,besuchen::V,ҫит,külastama
1255,besuchen::V,кӗрсе кур,külastama
1256,treffen::V,тӗл пул,kohtama
1257,sich versammeln::V,пуҫтарӑн,kogunema
1258,spielen::V,выля,mängima
1259,singen::V,юрла,laulma
1260,tanzen::V,ташла,tantsima
1261,sich trennen::V,уйрӑл,lahku minema
1262,verlassen::V,хӑвар,maha jätma
1263,retten::V,ҫӑл,päästma
1264,bewachen::V,хуралла,valvama
1265,schützen::V,сыхла,kaitsma
1266,verteidigen::V,хӳтӗле,kaitsma
1267,sich schlagen::V,ҫапӑҫ,kaklema
1268,schießen::V,пер,tulistama
1269,siegen::V,ҫӗн,võitma
1270,siegen::V,ҫӗнтер,võitma
1271,ärgern::V,тарӑхтар,ärritama
1272,ärgern::V,тарӑхтар,vihastama
1273,ärgern::V,ҫиллентер,ärritama
1274,ärgern::V,ҫиллентер,vihastama
1275,schlagen::V,ҫап,lööma
1276,treten::V,тап,sõtkuma
1277,stechen::V,чик,pistma
1278,stechen::V,чик,torkama
1279,stoßen::V,чыш,tõukama
1280,stehlen::V,вӑрла,varastama
1281,stören::V,кансӗрле,segama
1282,stören::V,кансӗрле,häirima
1283,belästigen::V,аптӑрат,ahistama
1284,belästigen::V,хупла,ahistama
1285,verbergen::V,пытар,peitma
1286,verbergen::V,пытар,varjama
1287,täuschen::V,суй,petma
1288,täuschen::V,суй,tüssama
1289,betrügen::V,ултала,petma
1290,betrügen::V,ултала,tüssama
1291,betrügen::V,ултала,truudust murtma
1292,töten::V,вӗлер,tapma
1293,töten::V,вӗлер,surmama
1294,wohnen::V,чуна пар,elama
1295,wohnen::V,парӑнса тӑр,elama
1296,arbeiten::V,ӗҫле,töötama
1297,sammeln::V,пух,koguma
1298,sammeln::V,пух,korjama
1299,pflücken::V,тат,noppima
1300,jagen::V,сунара ҫӳре,jahtima
1301,fischen::V,пулӑ тыт,kalastama
1302,fischen::V,пулӑ тыт,kala püüdma
1303,fassen::V,тыт,püüdma
1304,hüten::V,кӗт,karjatama
1305,treiben::V,хӑвала,ajama
1306,anbinden::V,кӑкар,kinni siduma
1307,füttern::V,ҫитер,söötma
1308,melken::V,су,lüpsma
1309,hacken::V,вакла,raiuma
1310,hacken::V,вакла,lõhkuma
1311,gießen::V,шӑвар,kastma
1312,reifen::V,пиҫ,valmima
1313,zubereiten::V,пӗҫер,valmistama
1314,kochen::V,пӗҫер,keetma
1315,backen::V,пӗҫер,küpsetama
1316,braten::V,ӑшала,praadima
1317,umrühren::V,хутӑштар,segama
1318,stricken::V,ҫых,kuduma
1319,nähen::V,ҫӗле,õmblema
1320,färben::V,пӗвет,värvima
1321,reinigen::V,тасат,puhastama
1322,waschen::V,ҫу,pesema
1323,abwischen::V,шӑл,puhtaks pühkima
1324,spülen::V,чӳхе,uhtma
1325,fegen::V,шӑл,pühkima
1326,kehren::V,шӑл,pühkima
1327,baden::V,шыва кӗр,suplema
1328,baden::V,шыва кӗр,kümblema
1329,sich waschen::V,ҫӑвӑн,end pesema
1330,ausziehen::V,салан,käest võtma
1331,ausziehen::V,салан,jalast võtma
1332,ausziehen::V,салан,seljast võtma
1333,anziehen::V,тӑхӑн,jalga panema
1334,sich anziehen::V,тӑхӑн,riietuma
1335,kämmen::V,тура,kammima
1336,schmücken::V,илемлет,kaunistama
1337,sagen::V,те,ütlema
1338,sprechen::V,кала,rääkima
1339,sprechen::V,кала,kõnelema
1340,reden::V,сӑмахла,kõnelema
1341,reden::V,калаҫ,kõnelema
1342,sich unterhalten::V,пупле,vestlema
1343,fragen::V,ыйт,küsima
1344,bitten::V,ыйт,paluma
1345,erzählen::V,каласа пар,jutustama
1346,mitteilen::V,пӗлтер,teatama
1347,mitteilen::V,пӗлтер,teada andma
1348,mitteilen::V,хыпарла,teatama
1349,mitteilen::V,хыпарла,teada andma
1350,nennen::V,те,nimetama
1351,nennen::V,чӗн,nimetama
1352,rufen::V,чӗн,kutsuma
1353,prahlen::V,мухтан,hooplema
1354,prahlen::V,вӗҫкӗнлен,hooplema
1355,übersetzen::V,куҫар,tõlkima
1356,denken::V,шухӑшла,mõtlema
1357,glauben::V,ӗнен,uskuma
1358,bemerken::V,асӑрха,märkama
1359,erkennen::V,палла,ära tundma
1360,begreifen::V,ӑнлан,aru saama
1361,verstehen::V,пӗл,mõistma
1362,lernen::V,вӗрен,õppima
1363,wissen::V,пӗл,teadma
1364,wissen::V,ӑнкар,teadma
1365,sich erinnern an::V,аса ил,mäletama
1366,vergessen::V,ман,unustama
1367,vergessen::V,манса кай,unustama
1368,messen::V,виҫ,mõõtma
1369,zählen::V,шутла,loendama
1370,rechnen::V,шутла,arvutama
1371,lesen::V,вула,lugema
1372,malen::V,ӳкер,maalima
1373,zeichnen::V,ӳкер,joonistama
1374,schreiben::V,ҫыр,kirjutama
1375,besitzen::V,тыт,omama
1376,kaufen::V,ил,ostma
1377,kaufen::V,туян,ostma
1378,verkaufen::V,сут,müüma
1379,bezahlen::V,тӳле,tasuma
1380,zahlen::V,тӳле,maksma
1381,beherrschen::V,тыт,valitsema
1382,ertragen::V,тӳс,taluma
1383,Bauch::N,,kõht
