,Concept_ID,eu,be
821,niemals::ADV,inoiz ez,ніколі
822,niemals::ADV,sekula ez,ніколі
823,hier::ADV,hemen,тут
824,hierhin::ADV,hona,сюды
825,von hier::ADV,hemendik,адсюль
826,von hier::ADV,hemendik,адгэтуль
827,von hier::ADV,honetatik,адсюль
828,von hier::ADV,honetatik,адгэтуль
829,dort::ADV,han,там
830,dorthin::ADV,hara,туды
831,geradeaus::ADV,artez,прама
832,vorwärts::ADV,aurrera,наперад
833,rückwärts::ADV,atzera,назад
834,rückwärts::ADV,atzerantz,назад
835,zurück::ADV,atzera,назад
836,unten::ADV,behean,унізе
837,hinab::ADV,behera,уніз
838,hinab::ADV,beherantz,уніз
839,oben::ADV,goian,угары
840,oben::ADV,goian,наверсе
841,hinauf::ADV,gora,угару
842,hinauf::ADV,gorantz,угару
843,überall::ADV,edonon,усюды
844,nicht::ADV,ez,не
845,ein wenig::ADV,apur bat,трошкі
846,ein wenig::ADV,pixka bat,трошкі
847,kaum::ADV,ozta,ледзьве
848,kaum::ADV,nekez,ледзьве
849,sehr::ADV,oso,вельмі
850,so::ADV,hala,так
851,so::ADV,honela,так
852,noch::ADV,oraindik,яшчэ
853,nur::ADV,bakarrik,толькі
854,schon::ADV,ja,ужо
855,schon::ADV,jada,ужо
856,wieder::ADV,berriro,зноў
857,vergebens::ADV,alferrik,дарма
858,vergebens::ADV,alferrik,дарэмна
859,vor::PRP,aurrean,перад
860,hinter::PRP,ostean,за
861,hinter::PRP,ostean,ззаду
862,hinter::PRP,gibelean,за
863,hinter::PRP,gibelean,ззаду
864,unter::PRP,pean,пад
865,unter::PRP,azpian,пад
866,durch::PRP,zehar,праз
867,neben::PRP,ondoan,каля
868,neben::PRP,aldamenean,каля
869,zwischen::PRP,artean,між
870,zwischen::PRP,artean,паміж
871,wegen::PRP,-gatik,з-за
872,dies::PRN,hau,гэта
873,das::PRN,hura,тое
874,alles::PRN,dena,усё
875,ich::PRN,ni,я
876,du::PRN,zu,ты
877,er::PRN,bera,ён
878,wir::PRN,gu,мы
879,ihr::PRN,zuek,вы
880,sie::PRN,berak,яны
881,was::FPRN,zer,што
882,wer::FPRN,nor,хто
883,wo::FADV,non,дзе
884,wohin::FADV,nora,куды
885,wie::FADV,nola,як
886,wie::FADV,zelan,як
887,warum::FADV,zeren,чаму
888,warum::FADV,zergatik,чаму
889,wieviel::FNUM,zenbat,колькі
890,eins::NUM,bat,адзін
891,zwei::NUM,bi,два
892,zwei::NUM,biga,два
893,drei::NUM,hiru,тры
894,vier::NUM,lau,чатыры
895,fünf::NUM,bost,пяць
896,sechs::NUM,sei,шесць
897,sieben::NUM,zazpi,сем
898,acht::NUM,zortzi,восем
899,neun::NUM,bederatzi,дзевяць
900,zehn::NUM,hamar,дзесяць
901,elf::NUM,hamaika,адзінаццаць
902,zwölf::NUM,hamabi,дванаццаць
903,zwanzig::NUM,hogei,дваццаць
904,dreißig::NUM,hogeita hamar,трыццаць
905,vierzig::NUM,berrogei,сорак
906,fünfzig::NUM,berrogeita hamar,пядзесят
907,sechzig::NUM,hirurogei,шесдзесят
908,siebzig::NUM,hirurogeita hamar,семдзесят
909,achtzig::NUM,laurogei,восемдзесят
910,neunzig::NUM,laurogeita hamar,дзевяноста
911,hundert::NUM,ehun,сто
912,tausend::NUM,mila,тысяча
913,und::CNJ,eta,і
914,und::CNJ,eta,ды
915,oder::CNJ,edo,або
916,stehen::V,zutik egon,стаяць
917,sitzen::V,eserita egon,сядзець
918,liegen::V,etzan,ляжаць
919,hängen::V,eskegita egon,вісець
920,hängen::V,zintzilik egon,вісець
921,werden::V,bihurtu,стаць
922,werden::V,bihurtu,зрабіцца
923,werden::V,bilakatu,стаць
924,werden::V,bilakatu,зрабіцца
925,passieren::V,pasatu,трапіцца
926,passieren::V,gertatu,трапіцца
927,beginnen::V,hasi,пачацца
928,enden::V,bukatu,кончыцца
929,wechseln::V,aldatu,мяняцца
930,aufgehen[Sonne]::V,ilki,узысці
931,aufgehen[Sonne]::V,sortu,узысці
932,untergehen[Sonne]::V,sartu,зайсці
933,scheinen[Sonne]::V,eguzkia egon,свяціць
934,donnern::V,trumoia jo,грымець
935,wehen::V,haizea ibili,дзьмуць
936,strömen::V,zorrotadaka isuri,ліцца
937,fließen::V,isuri,цячы
938,sich drehen::V,biratu,круціцца
939,sich drehen::V,biratu,варочацца
940,schwanken::V,zabuka ibili,хістацца
941,schwingen::V,kulunkatu,гайдацца
942,schwingen::V,kulunkatu,калыхацца
943,fallen::V,erori,падаць
944,brennen::V,sutan egon,гарэць
945,rauchen::V,kea bota,дымець
946,regnen::V,euria ari izan,дажджыць
947,gefrieren::V,izoztu,замерзнуць
948,gefrieren::V,hormatu,замерзнуць
949,tauen::V,gesaldu,раставаць
950,schmelzen::V,urtu,плавіцца
951,trocknen::V,idortu,сохнуць
952,trocknen::V,lehortu,сохнуць
953,sieden::V,irakin,кіпець
954,faulen::V,hirotu,гнісці
955,faulen::V,usteldu,гнісці
956,verfaulen::V,hirotu,згнісці
957,verfaulen::V,usteldu,згнісці
958,reißen::V,eten,ірвацца
959,reißen::V,tarrat egin,ірвацца
960,versinken::V,urperatu,тануць
961,vergehen::V,iragan,праходзіць
962,erscheinen::V,agertu,зʼявіцца
963,verschwinden::V,desagertu,знікнуць
964,sinken::V,beheititu,спадаць
965,abnehmen::V,gutxitu,паменшыцца
966,abnehmen::V,beheratu,паменшыцца
967,zunehmen::V,gora egin,павялічвацца
968,steigen::V,igo,паднімацца
969,wachsen::V,hazi,расці
970,glänzen::V,distiratu,блішчаць
971,funkeln::V,izarniatu,бліскаць
972,lärmen::V,zarata atera,шумець
973,läuten::V,jo,званіць
974,läuten::V,hots egin,званіць
975,klingeln::V,txirrina jo,званіць
976,klirren::V,tintin egin,бразгаць
977,brausen::V,marru egin,бушаваць
978,rauschen::V,fir-fir egin,шастаць
979,klingen::V,soinu egin,гучаць
980,bellen::V,zaunkatu,брахаць
981,heulen::V,ulu egin,выць
982,heulen::V,uhuri egin,выць
983,blasen::V,ufa egin,дзьмухнуць
984,blasen::V,putz egin,дзьмухнуць
985,pfeifen::V,txistu egin,свістаць
986,schreien::V,oihu egin,крычаць
987,schreien::V,garrasi egin,крычаць
988,stöhnen::V,intziri egin,стагнаць
989,zittern::V,ikara egin,дрыжаць
990,zittern::V,dar-dar egin,дрыжаць
991,leben::V,bizi izan,жыць
992,geboren werden::V,jaio,нарадзіцца
993,atmen::V,hats egin,дыхаць
994,atmen::V,arnasa egin,дыхаць
995,trinken::V,edan,піць
996,essen::V,jan,есці
997,schlucken::V,irentsi,глытаць
998,müde werden::V,unatu,стаміцца
999,müde werden::V,nekatu,стаміцца
1000,einschlafen::V,lokartu,заснуць
1001,schlafen::V,lo egin,спаць
1002,aufwachen::V,esnatu,рассыпацца
1003,aufwachen::V,atzarri,рассыпацца
1004,aufstehen::V,jaiki,устаць
1005,sich erholen::V,atseden egin,адпачываць
1006,krank werden::V,gaixotu,захварэць
1007,krank sein::V,eri izan,хварэць
1008,krank sein::V,gaixo izan,хварэць
1009,schmerzen::V,min egin,балець
1010,husten::V,eztul egin,кашляць
1011,genesen::V,osatu,паправіцца
1012,genesen::V,osatu,паздаравець
1013,sterben::V,hil,памерці
1014,sterben::V,zendu,памерці
1015,umkommen::V,istripuz hil,загінуць
1016,sich bewegen::V,higitu,рухацца
1017,sich rühren::V,zirkin egin,варушыцца
1018,sich erheben::V,zutitu,устаць
1019,sich erheben::V,altxatu,устаць
1020,sich setzen::V,eseri,сесці
1021,sich setzen::V,jesarri,сесці
1022,hinfallen::V,erori,упасці
1023,laufen::V,ibili,хадзіць
1024,schreiten::V,oinkatu,шагаць
1025,schreiten::V,oinkatu,крочыць
1026,spazierengehen::V,paseatu,гуляць
1027,spazierengehen::V,ostera bat egin,гуляць
1028,eilen::V,lasterkatu,спяшацца
1029,sich beeilen::V,lehiatu,спяшацца
1030,sausen::V,ziztu bizian joan,імчацца
1031,rennen::V,lasterka egin,бегаць
1032,springen::V,jauzi egin,скакаць
1033,klettern::V,igo,лазіць
1034,schaukeln::V,zabu egin,гайдацца
1035,schaukeln::V,zanbulu egin,гайдацца
1036,kriechen::V,narras egin,поўзаць
1037,schwimmen::V,igerikatu,плаваць
1038,schwimmen::V,igeri egin,плаваць
1039,tauchen::V,murgildu,ныраць
1040,tauchen::V,pulunpatu,ныраць
1041,rudern::V,bogatu,веславаць
1042,rudern::V,arraun egin,веславаць
1043,fahren::V,joan,ехаць
1044,fliegen::V,hegaldatu,лятаць
1045,fliegen::V,hegan egin,лятаць
1046,gehen::V,joan,ісці
1047,weggehen::V,alde egin,пайсці
1048,abfahren::V,abiatu,адʼяжджаць
1049,anhalten::V,geratu,спыніцца
1050,anhalten::V,geratu,затрымацца
1051,anhalten::V,gelditu,спыніцца
1052,anhalten::V,gelditu,затрымацца
1053,hineingehen::V,sartu,уваходзіць
1054,eintreten::V,sartu,увайсці
1055,kommen::V,etorri,прыйсці
1056,ankommen::V,heldu,прыбыць
1057,ankommen::V,iritsi,прыбыць
1058,zurückkommen::V,itzuli,вярнуцца
1059,bleiben::V,gelditu,застацца
1060,warten::V,itxaron,чакаць
1061,warten::V,zain egon,чакаць
1062,erwarten::V,iguriki,чакаць
1063,suchen::V,bilatu,шукаць
1064,finden::V,idoro,знайсці
1065,finden::V,aurkitu,знайсці
1066,versuchen::V,saiatu,прабаваць
1067,versuchen::V,ahalegindu,прабаваць
1068,vorbereiten::V,gertatu,падрыхтаваць
1069,lieben::V,maitatu,кахаць
1070,lieben::V,maite izan,кахаць
1071,mögen::V,laket izan,любіць
1072,mögen::V,atsegin izan,любіць
1073,lachen::V,irri egin,смяяцца
1074,lachen::V,barre egin,смяяцца
1075,rühren::V,hunkitu,расчуліць
1076,weinen::V,negar egin,плакаць
1077,schimpfen::V,erneguka ari izan,лаяцца
1078,sich ärgern::V,ernegatu,сердаваць
1079,sich ärgern::V,haserretu,сердаваць
1080,sich fürchten::V,beldur izan,баяцца
1081,fürchten::V,beldur izan,баяцца
1082,fliehen::V,ihes egin,уцякаць
1083,flüchten::V,ihes egin,уцячы
1084,sehen::V,ikusi,бачыць
1085,anschauen::V,begietsi,паглядзець
1086,ansehen::V,begiratu,глядзець
1087,hören::V,aditu,чуць
1088,zuhören::V,entzun,слухаць
1089,probieren::V,dastatu,каштаваць
1090,riechen::V,usnatu,нюхаць
1091,riechen::V,usaindu,нюхаць
1092,fühlen::V,sentitu,адчуваць
1093,scheinen::V,iruditu,здавацца
1094,scheinen::V,begitandu,здавацца
1095,zu sehen sein::V,azaldu,віднецца
1096,vernehmen::V,aditu,пачуць
1097,frieren::V,hotz izan,мёрзнуць
1098,tun::V,egin,рабіць
1099,können::V,ahal izan,умець
1100,wollen::V,nahi izan,хацець
1101,anfangen::V,hasi,пачаць
1102,beenden::V,bukatu,закончыць
1103,aufhören::V,utzi,перастаць
1104,gelingen::V,lortu,удацца
1105,geraten::V,heldu,аказацца
1106,öffnen::V,ireki,адчыніць
1107,öffnen::V,zabaldu,адчыніць
1108,schließen::V,itxi,зачыніць
1109,stellen::V,ipini,паставіць
1110,setzen::V,jesarri,пасадзіць
1111,legen::V,jarri,класці
1112,berühren::V,ukitu,чапаць
1113,verbinden::V,uztartu,звязаць
1114,bedecken::V,estali,накрыць
1115,aufhängen::V,eseki,павесіць
1116,aufhängen::V,eskegi,павесіць
1117,anzünden::V,piztu,запаліць
1118,aufheben::V,jaso,падняць
1119,zurücklassen::V,atzean utzi,пакінуць
1120,verlieren::V,galdu,згубіць
1121,fallen lassen::V,erortzen utzi,упусціць
1122,machen::V,egin,зрабіць
1123,herstellen::V,ekoiztu,вырабіць
1124,bauen::V,eraiki,будаваць
1125,reparieren::V,konpondu,правіць
1126,verbessern::V,hobetu,палепшыць
1127,ändern::V,mudatu,змяніць
1128,graben::V,aitzurtu,капаць
1129,beugen::V,makurtu,сагнуць
1130,biegen::V,malgutu,пагнуць
1131,biegen::V,makolatu,пагнуць
1132,drehen::V,jiratu,вярцець
1133,wenden::V,bihurtu,павярнуць
1134,umdrehen::V,biratu,перавярнуць
1135,umdrehen::V,alderantzikatu,перавярнуць
1136,heben::V,jaso,падымаць
1137,heben::V,goratu,падымаць
1138,hochheben::V,goratu,падняць
1139,hochheben::V,altxatu,падняць
1140,ergreifen::V,oratu,схапіць
1141,ergreifen::V,oratu,схваціць
1142,halten::V,eutsi,трымаць
1143,drücken::V,sakatu,націскаць
1144,schieben::V,bultzatu,пхаць
1145,schieben::V,bultzatu,штурхаць
1146,kratzen::V,hatz egin,скрэбці
1147,kratzen::V,hazka egin,скрэбці
1148,lecken::V,miaztu,лізаць
1149,lecken::V,lamikatu,лізаць
1150,beißen::V,hozka egin,кусаць
1151,beißen::V,ausiki egin,кусаць
1152,abreißen::V,kendu,адарваць
1153,abschneiden::V,moztu,адрэзаць
1154,abschneiden::V,pikatu,адрэзаць
1155,binden::V,lotu,вязаць
1156,binden::V,estekatu,вязаць
1157,stecken::V,sartu,уваткнуць
1158,brechen::V,apurtu,зламаць
1159,klopfen::V,jo,стукаць
1160,hauen::V,jo,біць
1161,kleben::V,itsatsi,клеіць
1162,reiben::V,igurtzi,церці
1163,streichen::V,igurtzi,намазаць
1164,schleifen::V,zorroztu,тачыць
1165,schneiden::V,moztu,рэзаць
1166,rütteln::V,astindu,хістаць
1167,rütteln::V,inarrosi,хістаць
1168,schütteln::V,astindu,трэсці
1169,schütteln::V,inarrosi,трэсці
1170,schwenken::V,zabukatu,махаць
1171,schütten::V,isuri,наліць
1172,füllen::V,bete,напоўніць
1173,einwickeln::V,bildu,загарнуць
1174,tragen::V,eroan,несці
1175,tragen::V,eraman,несці
1176,schleppen::V,narrastu,цягнуць
1177,schleppen::V,herrestatu,цягнуць
1178,ziehen::V,tira egin,цягнуць
1179,aufbewahren::V,gorde,захоўваць
1180,werfen::V,jaurti,кідаць
1181,werfen::V,aurtiki,кідаць
1182,fangen::V,atzeman,лавіць
1183,packen::V,heldu,схапіць
1184,packen::V,heldu,схваціць
1185,verstecken::V,ostendu,схаваць
1186,verstecken::V,ezkutatu,схаваць
1187,teilen::V,zatitu,раздзяліць
1188,schicken::V,bidali,пасылаць
1189,bringen::V,ekarri,прынесці
1190,hinzufügen::V,eratxiki,дабавіць
1191,hinzufügen::V,gaineratu,дабавіць
1192,bekommen::V,jaso,дастаць
1193,erhalten::V,jaso,атрымаць
1194,nehmen::V,hartu,ўзяць
1195,wählen::V,hautatu,выбраць
1196,wählen::V,aukeratu,выбраць
1197,auswählen::V,hautatu,адабраць
1198,auswählen::V,aukeratu,адабраць
1199,bewahren::V,begiratu,захаваць
1200,behindern::V,oztopatu,перашкаджаць
1201,verderben::V,hondatu,сапсаваць
1202,beschädigen::V,akastu,пашкодзіць
1203,zerbrechen::V,apurtu,разбіць
1204,zerreißen::V,zarratatu,разадраць
1205,zerstören::V,suntsitu,разбурыць
1206,verbrennen::V,erre,спаліць
1207,verbrennen::V,kiskali,спаліць
1208,geben::V,eman,даць
1209,reichen::V,luzatu,перадаць
1210,reichen::V,helarazi,перадаць
1211,schenken::V,oparitu,дарыць
1212,versprechen::V,agindu,абяцаць
1213,wünschen::V,opatu,жадаць
1214,wünschen::V,opetsi,жадаць
1215,loben::V,laudatu,хваліць
1216,loben::V,goraipatu,хваліць
1217,küssen::V,musu eman,цалаваць
1218,wiegen::V,kulunkatu,гушкаць
1219,wiegen::V,kulunkatu,калыхаць
1220,zudecken::V,estali,накрыць
1221,wecken::V,esnatu,пабудзіць
1222,wecken::V,iratzartu,пабудзіць
1223,zeigen::V,erakutsi,паказаць
1224,führen::V,gidatu,весці
1225,lehren::V,irakatsi,вучыць
1226,unterrichten::V,eskolak eman,выкладаць
1227,aufziehen::V,hazi,выхаваць
1228,leiten::V,arteztu,кіраваць
1229,antreiben::V,bulkatu,падганяць
1230,lassen::V,-arazi,прымусіць
1231,einladen::V,gonbidatu,запрасіць
1232,vereinigen::V,batu,абʼяднаць
1233,vereinigen::V,bateratu,абʼяднаць
1234,besuchen::V,ikustatu,наведаць
1235,treffen::V,topatu,сустрэць
1236,sich versammeln::V,bildu,сабрацца
1237,spielen::V,jolastu,гуляць
1238,singen::V,abestu,пець
1239,singen::V,abestu,спяваць
1240,singen::V,kantatu,пець
1241,singen::V,kantatu,спяваць
1242,tanzen::V,dantzatu,танцаваць
1243,tanzen::V,dantzan egin,танцаваць
1244,sich trennen::V,banandu,расстацца
1245,verlassen::V,utzietsi,пакінуць
1246,retten::V,salbatu,выратаваць
1247,retten::V,gaizkatu,выратаваць
1248,bewachen::V,jagon,ахоўваць
1249,bewachen::V,zaindu,ахоўваць
1250,schützen::V,babestu,уберагаць
1251,schützen::V,gerizatu,уберагаць
1252,verteidigen::V,aldeztu,абараніць
1253,sich schlagen::V,elkar jo,біцца
1254,sich schlagen::V,elkar jo,драцца
1255,sich schlagen::V,elkar borrokatu,біцца
1256,sich schlagen::V,elkar borrokatu,драцца
1257,schießen::V,tiro egin,страляць
1258,siegen::V,irabazi,перамагчы
1259,ärgern::V,ernegatu,злаваць
1260,ärgern::V,haserretu,злаваць
1261,schlagen::V,jo,ударыць
1262,schlagen::V,erauntsi,ударыць
1263,treten::V,zapaldu,штурхаць
1264,treten::V,ostiaktu,штурхаць
1265,stechen::V,sastatu,укалоць
1266,stoßen::V,bultzatu,папхнуць
1267,stehlen::V,ostu,украсці
1268,stehlen::V,lapurtu,украсці
1269,stören::V,galarazi,перашкодзіць
1270,belästigen::V,gohaindu,дакучаць
1271,belästigen::V,alamena eman,дакучаць
1272,verbergen::V,ezkutatu,скрыць
1273,verbergen::V,ezkutatu,схаваць
1274,täuschen::V,tronpatu,падмануць
1275,täuschen::V,engainatu,падмануць
1276,betrügen::V,iruzurtu,змахляваць
1277,töten::V,hil,забіць
1278,töten::V,heriotza eman,забіць
1279,wohnen::V,bizi izan,жыць
1280,arbeiten::V,lan egin,працаваць
1281,arbeiten::V,behar egin,працаваць
1282,sammeln::V,bildu,сабраць
1283,sammeln::V,bildumatu,сабраць
1284,pflücken::V,batu,зрываць
1285,pflücken::V,bildu,зрываць
1286,jagen::V,ehizatu,паляваць
1287,fischen::V,arrantzatu,рыбачыць
1288,fischen::V,arrantza egin,рыбачыць
1289,fassen::V,harrapatu,злавіць
1290,hüten::V,begiratu,пасвіць
1291,treiben::V,bultza egin,гнаць
1292,anbinden::V,estekatu,прывязаць
1293,füttern::V,bazkatu,карміць
1294,melken::V,jetzi,даіць
1295,hacken::V,xehatu,сячы
1296,gießen::V,isuri,паліць
1297,reifen::V,heldu,паспець
1298,reifen::V,zoritu,паспець
1299,zubereiten::V,prestatu,зварыць
1300,zubereiten::V,prestatu,згатаваць
1301,kochen::V,egosi,варыць
1302,backen::V,labean egin,пячы
1303,braten::V,erregosi,смажыць
1304,umrühren::V,eragin,перамяшаць
1305,stricken::V,trikotatu,вязаць
1306,stricken::V,puntu egin,вязаць
1307,nähen::V,josi,шыць
1308,färben::V,tindatu,пафарбаваць
1309,reinigen::V,ikuzi,ачысціць
1310,reinigen::V,garbitu,ачысціць
1311,waschen::V,xahutu,мыць
1312,waschen::V,garbitu,мыць
1313,abwischen::V,xukatu,выцерці
1314,spülen::V,irakutzi,паласкаць
1315,fegen::V,erraztatu,падмятаць
1316,kehren::V,isastu,месці
1317,baden::V,bainatu,купацца
1318,baden::V,bainua hartu,купацца
1319,sich waschen::V,burua garbitu,мыцца
1320,ausziehen::V,erantzi,зняць
1321,anziehen::V,jantzi,надзець
1322,sich anziehen::V,jantzi,адзецца
1323,kämmen::V,orraztu,прычасаць
1324,schmücken::V,apaindu,аздобіць
1325,sagen::V,esan,сказаць
1326,sprechen::V,mintzatu,гаварыць
1327,sprechen::V,hitz egin,гаварыць
1328,reden::V,hitz egin,размаўляць
1329,sich unterhalten::V,solastu,гутарыць
1330,sich unterhalten::V,solas egin,гутарыць
1331,fragen::V,galdetu,спытаць
1332,bitten::V,eskatu,прасіць
1333,bitten::V,galdegin,прасіць
1334,erzählen::V,edestu,расказаць
1335,erzählen::V,kontatu,расказаць
1336,mitteilen::V,jakinarazi,паведаміць
1337,nennen::V,izena eman,назваць
1338,rufen::V,dei egin,зваць
1339,prahlen::V,harrokerian ibili,хваліцца
1340,prahlen::V,ahoberokeriak esan,хваліцца
1341,übersetzen::V,itzuli,перакласці
1342,denken::V,pentsatu,думаць
1343,denken::V,gogoeta egin,думаць
1344,glauben::V,sinetsi,верыць
1345,bemerken::V,ohartu,заўважыць
1346,bemerken::V,konturatu,заўважыць
1347,erkennen::V,ezagutu,пазнаць
1348,erkennen::V,antzeman,пазнаць
1349,begreifen::V,ulertu,спасцігнуць
1350,verstehen::V,aditu,пачуць
1351,lernen::V,ikasi,вучыцца
1352,wissen::V,jakin,знаць
1353,sich erinnern an::V,gogoratu,памятаць
1354,sich erinnern an::V,gogoan izan,памятаць
1355,vergessen::V,ahaztu,забыць
1356,vergessen::V,ahantzi,забыць
1357,messen::V,neurtu,мераць
1358,zählen::V,zenbatu,лічыць
1359,zählen::V,kopuratu,лічыць
1360,rechnen::V,kalkulatu,лічыць
1361,lesen::V,irakurri,чытаць
1362,malen::V,margotu,маляваць
1363,zeichnen::V,marraztu,рысаваць
1364,schreiben::V,idatzi,пісаць
1365,besitzen::V,ukan,мець
1366,besitzen::V,eduki,мець
1367,kaufen::V,erosi,купіць
1368,verkaufen::V,saldu,прадаць
1369,bezahlen::V,ordaindu,заплаціць
1370,zahlen::V,ordaindu,плаціць
1371,beherrschen::V,menpean izan,уладаць
1372,beherrschen::V,menpean izan,валодаць
1373,ertragen::V,jasan,выцерпець
1374,ertragen::V,pairatu,выцерпець
