,Concept_ID,ba,kk
746,fleißig::A,тырыш,ұқыпты
747,geizig::A,һаран,сараң
748,klug::A,аҡыллы,жетік
749,klug::A,аҡыллы,ақылды
750,geschickt::A,оҫта,шебер
751,lieb::A,яғымлы,абзал
752,lieb::A,яғымлы,айналайын
753,lustig::A,күңелле,көңілді
754,sanft::A,йыуаш,жуас
755,hungrig::A,ас,аш
756,krank::A,сирле,кеселді
757,krank::A,ауырыу,кеселді
758,nackt::A,яланғас,жалаңаш
759,traurig::A,яманһыу,қапа
760,lebendig::A,тере,тірі
761,lebendig::A,тере,жанды
762,lebendig::A,йәнле,тірі
763,lebendig::A,йәнле,жанды
764,gut::A,яҡшы,жақсы
765,schlecht::A,хөрт,жаман
766,schlecht::A,алама,жаман
767,richtig::A,дөрөҫ,дұрыс
768,schlimm::A,хөрт,жаман
769,schlimm::A,алама,жаман
770,wahr::A,дөрөҫ,нағыз
771,alt::A,иҫке,ескі
772,alt::A,боронғо,ескі
773,neu::A,яңы,жаңа
774,ehemalig::A,элекке,өткен
775,ehemalig::A,элекке,бұрынғы
776,alt[Lebewesen]::A,ҡарт,кексе
777,jung::A,йәш,науша
778,arm::A,фәҡир,кедей
779,arm::A,фәҡир,дәулетсіз
780,reich::A,бай,малды
781,bekannt::A,таныш,таныс
782,bekannt::A,таныш,көзтаныс
783,berühmt::A,атаҡлы,атақты
784,berühmt::A,данлыҡлы,атақты
785,fremd::A,ят,бөтен
786,fremd::A,сит,бөтен
787,verschieden::A,төрлө,түрлі
788,nah::A,яҡын,жуық
789,nah::A,яҡын,етене
790,fern::A,алыҫ,алыс
791,fern::A,алыҫ,алыстағы
792,fern::A,йыраҡ,алыс
793,fern::A,йыраҡ,алыстағы
794,linker::A,һул,сол
795,linker::A,һул,солшыл
796,rechter::A,уң,оң
797,anderer::A,бутән,өзге
798,anderer::A,бутән,былайғы
799,erster::A,тәүге,алғашқы
800,zweiter::A,икенсе,екінші
801,dritter::A,өсөнсө,үшінші
802,letzter::A,һуңғы,артқы
803,letzter::A,һуңғы,кейінгі
804,allein::ADV,бер үҙе,серіксіз
805,allein::ADV,яңғыҙ,серіксіз
806,auf einmal::ADV,бер юлы,бірден
807,zusammen::ADV,бергә,бірлесіп
808,lange::ADV,оҙаҡ,ұзақ
809,plötzlich::ADV,ҡапыл,кенет
810,sofort::ADV,шунда уҡ,әне-міне дегенше
811,später::ADV,һуңыраҡ,артынан
812,jetzt::ADV,хәҙер,енді
813,jetzt::ADV,хәҙер,қазір
814,heute::ADV,бөгөн,бүгін
815,morgen::ADV,иртәгә,ертең
816,bald::ADV,тиҙҙән,тез
817,dann::ADV,һуңынан,онан соң
818,dann::ADV,һуңынан,сонан соң
819,gestern::ADV,кисә,кеше
820,einst::ADV,ҡасандыр,бірде
821,einst::ADV,ҡасандыр,бір кезде
822,einst::ADV,бер баҡыт,бірде
823,einst::ADV,бер баҡыт,бір кезде
824,damals::ADV,ул саҡта,анада
825,danach::ADV,һуңынан,онан соң
826,danach::ADV,һуңынан,сонан соң
827,vorher::ADV,элек,бұрын
828,zuerst::ADV,башта,әуелі
829,zuerst::ADV,башта,алдымен
830,einmal::ADV,бер,бір жолы
831,manchmal::ADV,ҡайһы берҙә,кейде
832,oft::ADV,йыш,ылғи
833,immer::ADV,һәр ҡасан,өнебойы
834,niemals::ADV,бер ҡасан да,ешуақытта
835,niemals::ADV,бер ваҡытта ла,ешуақытта
836,hier::ADV,бында,бұнда
837,hier::ADV,бында,осында
838,hierhin::ADV,бында,бермен
839,von hier::ADV,бынан,бер жақтан
840,von hier::ADV,ошонан,бер жақтан
841,dort::ADV,шунда,анда
842,dort::ADV,тегендә,анда
843,dorthin::ADV,шунда,әрі
844,dorthin::ADV,тегеләй,әрі
845,geradeaus::ADV,тура,тура
846,vorwärts::ADV,алға,ілгері
847,rückwärts::ADV,кирегә,артқа
848,zurück::ADV,кирегә,кейін қарай
849,unten::ADV,түбәндә,төменде
850,hinab::ADV,түбәнгә,астына
851,hinab::ADV,түбәнгә,төмен
852,oben::ADV,юғарыла,жоғарыда
853,hinauf::ADV,юғарыға,өрге
854,überall::ADV,бөтә урында,әрқайда
855,nicht::ADV,тугел,емес
856,ein wenig::ADV,аҙ,азырақ
857,ein wenig::ADV,аҙ,аздаған
858,ein wenig::ADV,аҙ,азғантай
859,kaum::ADV,көскә,зорға
860,kaum::ADV,саҡ-саҡ,зорға
861,sehr::ADV,ифат,орасан
862,so::ADV,шулай,бұлай
863,so::ADV,шулай,былайша
864,noch::ADV,йәнә,әлі
865,nur::ADV,бары,ғана
866,schon::ADV,инде,түге
867,wieder::ADV,тағы,жаңа
868,wieder::ADV,тағы,қайта
869,wieder::ADV,тағы,жаңадан
870,vergebens::ADV,бушҡа,бекер
871,vor::PRP,алдында,алды
872,hinter::PRP,артында,артынан
873,unter::PRP,аҫтында,түп
874,unter::PRP,аҫтында,маңында
875,durch::PRP,үтә,арқылы
876,neben::PRP,эргәһендә,іргеде
877,neben::PRP,эргәһендә,жанында
878,zwischen::PRP,араһында,арада
879,wegen::PRP,өсөн,үшін
880,wegen::PRP,сәбәпле,үшін
881,dies::PRN,был,бұ
882,dies::PRN,был,осы
883,dies::PRN,ошо,бұ
884,dies::PRN,ошо,осы
885,das::PRN,ул,сол
886,alles::PRN,бөтә,дүйім
887,alles::PRN,бөтә,күллі
888,ich::PRN,мин,мен
889,du::PRN,һин,сен
890,er::PRN,ул,ол
891,wir::PRN,беҙ,біз
892,ihr::PRN,һеҙ,сіз
893,sie::PRN,улар,олар
894,was::FPRN,ә,не
895,was::FPRN,ни,не
896,was::FPRN,нәмә,не
897,wer::FPRN,ҡем,кім
898,wo::FADV,ҡайҙа,кәні
899,wo::FADV,ҡайҙа,қайда
900,wohin::FADV,ҡайҙа,қайда
901,wie::FADV,инидәй,калай
902,warum::FADV,ин өсөн,неғып
903,wieviel::FNUM,күпме,неше
904,wieviel::FNUM,күпме,қанша
905,eins::NUM,бер,бір
906,zwei::NUM,ике,екі
907,zwei::NUM,икәү,екі
908,drei::NUM,өс,үш
909,vier::NUM,дүрт,төрт
910,fünf::NUM,биш,бес
911,sechs::NUM,алты,алты
912,sieben::NUM,ете,жеті
913,acht::NUM,һигеҙ,сегіз
914,neun::NUM,туғыҙ,тоғыз
915,zehn::NUM,ун,он
916,elf::NUM,ун бер,он бір
917,zwölf::NUM,ун ике,он екі
918,zwanzig::NUM,егерме,жиырма
919,dreißig::NUM,утыҙ,отыз
920,vierzig::NUM,ҡырҡ,қырық
921,fünfzig::NUM,илле,елу
922,sechzig::NUM,алтмыш,алпыс
923,siebzig::NUM,етмеш,жетпіс
924,achtzig::NUM,һикһән,сексен
925,neunzig::NUM,туҡһан,тоқсан
926,hundert::NUM,йөҙ,жүз
927,tausend::NUM,мең,мың
928,und::CNJ,да,та
929,oder::CNJ,йәки,әлде
930,oder::CNJ,йәки,немесе
931,stehen::V,тороу,тұру
932,sitzen::V,ултырыу,отыру
933,liegen::V,ятыу,жату
934,hängen::V,аҫылынып тороу,ілу
935,werden::V,булыу,болу
936,werden::V,булыу,түрегелу
937,passieren::V,булыу,болу
938,beginnen::V,башлау,басталу
939,enden::V,бөтөү,ада болу
940,enden::V,тамамланыү,ада болу
941,wechseln::V,үҙгәреү,құбылу
942,wechseln::V,үҙгәреү,өзгеру
943,aufgehen[Sonne]::V,ҡалҡыу,шығу
944,untergehen[Sonne]::V,байыу,батыру
945,scheinen[Sonne]::V,яҡтыртып тороу,жылтырау
946,donnern::V,күкрәү,күркіреу
947,wehen::V,иҫеү,огып тур
948,strömen::V,ташыу,сорғалау
949,fließen::V,ағыу,ағу
950,sich drehen::V,әйләнеү,айналу
951,schwanken::V,тирбәлеү,толықсу
952,schwingen::V,бәүетеү,тербелу
953,fallen::V,йығылыу,құлау
954,fallen::V,йығылыу,жығылу
955,fallen::V,йығылыу,төмендеу
956,brennen::V,яныу,жану
957,rauchen::V,төтәү,түтету
958,regnen::V,ямғыр яуа,жауу
959,gefrieren::V,туңыү,мұздай қату
960,gefrieren::V,туңыү,мұз боп қату
961,tauen::V,иреү,жібу
962,schmelzen::V,иреү,еру
963,trocknen::V,кибеү,курау
964,sieden::V,ҡайнау,қайнау
965,faulen::V,сереу,иістену
966,verfaulen::V,сереу,шіру
967,reißen::V,өҙөү,жыртылу
968,reißen::V,йыртылыу,жыртылу
969,versinken::V,батыу,малтығу
970,vergehen::V,үтеү,өту
971,erscheinen::V,килеп сығыу,көріну
972,erscheinen::V,килеп сығыу,көрініп қалу
973,verschwinden::V,юғалыу,ғайып_болу
974,sinken::V,түбәнәйеү,ылдилау
975,sinken::V,түбәнәйеү,төмендеу
976,abnehmen::V,кәметеү,кемітілу
977,zunehmen::V,артыу,көбею
978,steigen::V,күтәрелеү,қобу
979,steigen::V,күтәрелеү,көтерілу
980,steigen::V,күтәрелеү,жоғарылау
981,wachsen::V,үҫеү,өсу
982,glänzen::V,ялтырау,жалтырау
983,funkeln::V,баҙлау,жарқырау
984,funkeln::V,баҙлау,нұрлану
985,funkeln::V,баҙлау,жылтылдау
986,lärmen::V,шаулау,шулау
987,lärmen::V,шаулау,шуылдау
988,läuten::V,ҡағыу,қоңыраулату
989,klingeln::V,ҡағыу,дыңғырлау
990,klingeln::V,шылтыратыу,дыңғырлау
991,klirren::V,шылтыратыу,дыңылдату
992,brausen::V,ҡотороноу,тасу
993,rauschen::V,шыптырлау,сусылдау
994,rauschen::V,шыптырлау,сыбдырлау
995,klingen::V,яңғырау,дыбыс шығару
996,bellen::V,өрөү,үру
997,heulen::V,олоу,ұлу
998,blasen::V,өрөү,үру
999,pfeifen::V,һызғырып ебәреү,ысқыру
1000,schreien::V,ҡысҡырыу,шыңғыру
1001,schreien::V,ҡысҡырыу,айғайлау
1002,schreien::V,ҡысҡырыу,байбайлау
1003,schreien::V,ҡысҡырыу,бажалақтау
1004,stöhnen::V,уңғырашыу,ыңырсу
1005,stöhnen::V,уңғырашыу,ыңкылдау
1006,zittern::V,ҡалтырау,қалш
1007,zittern::V,ҡалтырау,қалшылдату
1008,leben::V,йәшәү,жасау
1009,leben::V,йәшәү,күнелту
1010,leben::V,йәшәү,күн көру
1011,leben::V,йәшәү,тіршілік ету
1012,geboren werden::V,тыуыу,туу
1013,atmen::V,тын алыү,дем алу
1014,atmen::V,тын алыү,ауа жұту
1015,trinken::V,эсеү,ішу
1016,trinken::V,эсеү,ұрттау
1017,essen::V,ашау,жеу
1018,essen::V,ашау,тамақтану
1019,schlucken::V,йотоу,жұту
1020,müde werden::V,арыу,болдыру
1021,einschlafen::V,йоҡлап китеү,үйыктап калу
1022,schlafen::V,йоҡлау,ұйықтау
1023,aufwachen::V,уяныу,ояну
1024,aufstehen::V,тороу,ояну
1025,sich erholen::V,ял итеү,тынығу
1026,krank werden::V,сирләү,кеселдену
1027,krank werden::V,сирләү,сырқаттану
1028,krank werden::V,сирләү,ауырып қалу
1029,krank werden::V,сирләү,ауыра бастау
1030,krank werden::V,сирләү,кеселге ұшырау
1031,krank werden::V,сирләү,сырқаттанып қалу
1032,krank sein::V,сирләү,ауыру
1033,krank sein::V,сирләү,сырқаттану
1034,schmerzen::V,ауыртыу,ауырады
1035,husten::V,йүтәлләү,жөтелу
1036,genesen::V,һауығыу,айығу
1037,sterben::V,үлеү,өлу
1038,sterben::V,үлеү,қайтыс
1039,sterben::V,үлеү,жантапсыру
1040,umkommen::V,һәләк булыу,өлу
1041,umkommen::V,һәләк булыу,қаза табу
1042,sich bewegen::V,хәрәкәт итеү,жылжу
1043,sich rühren::V,ҡуҙғалыу,қыбырлау
1044,sich erheben::V,тороу,тұру
1045,sich setzen::V,ултырыу,отыру
1046,hinfallen::V,ҡолау,жығылу
1047,laufen::V,йөрөү,жояу жүру
1048,schreiten::V,атлау,кадамдау
1049,spazierengehen::V,ял итеп йороү,қыдыру
1050,eilen::V,ашығыу,асығу
1051,eilen::V,ашығыу,жеделдену
1052,eilen::V,ашығыу,жедепдеу
1053,eilen::V,ҡабаланыу,асығу
1054,eilen::V,ҡабаланыу,жеделдену
1055,eilen::V,ҡабаланыу,жедепдеу
1056,sich beeilen::V,ашығыу,асығу
1057,sich beeilen::V,ашығыу,жеделдену
1058,sich beeilen::V,ҡабаланыу,асығу
1059,sich beeilen::V,ҡабаланыу,жеделдену
1060,sausen::V,елеү,заулау
1061,rennen::V,йүгеп йөрөү,жүгіру
1062,springen::V,һикереү,секіру
1063,klettern::V,үрмәләү,өрмелеп шығу
1064,klettern::V,үрмәләп менеү,өрмелеп шығу
1065,schaukeln::V,сайҡалыу,тербелу
1066,kriechen::V,шыуышыу,еңбектеу
1067,schwimmen::V,йоҙөү,жүзу
1068,schwimmen::V,йоҙөү,малту
1069,schwimmen::V,йоҙөү,қалықтау
1070,tauchen::V,сумыу,сүңгу
1071,rudern::V,ишеү,есу
1072,fahren::V,йөрөү,бару
1073,fliegen::V,осоу,ұшу
1074,gehen::V,барыу,бару
1075,weggehen::V,китеү,кету
1076,abfahren::V,сығыу,жөнелу
1077,anhalten::V,тукталыу,тоқтау
1078,hineingehen::V,инеү,кіру
1079,eintreten::V,инеү,ену
1080,kommen::V,килеү,жету
1081,ankommen::V,килеү,келу
1082,zurückkommen::V,ҡайтыу,қайту
1083,bleiben::V,ҡалыу,қалу
1084,warten::V,көтөп тороу,тосу
1085,erwarten::V,көтөү,күту
1086,suchen::V,эҙләү,іздеу
1087,finden::V,табыу,табу
1088,versuchen::V,тырышып ҡарау,талпыну
1089,vorbereiten::V,әҙерләү,әзірлеу
1090,lieben::V,яратыу,сүю
1091,mögen::V,һөйөү,жарату
1092,mögen::V,һөйөү,жақсы_көру
1093,mögen::V,яратыу,жарату
1094,mögen::V,яратыу,жақсы_көру
1095,lachen::V,көлөү,күлу
1096,lachen::V,көлөү,күлісу
1097,rühren::V,ҡағылыу,көңілін бұзу
1098,weinen::V,илау,жылау
1099,schimpfen::V,һүгенеү,ақырып-бақыру
1100,schimpfen::V,тиргәнеү,ақырып-бақыру
1101,schimpfen::V,һуҡраныу,ақырып-бақыру
1102,sich ärgern::V,асыуланыу,ашулану
1103,sich fürchten::V,ҡурҡыу,сескену
1104,fürchten::V,ҡурҡыу,қауіптену
1105,fürchten::V,ҡурҡыу,сақсыну
1106,fliehen::V,ҡасыу,қашу
1107,fliehen::V,ҡасыу,қашып кету
1108,flüchten::V,ҡасыу,қашу
1109,flüchten::V,ҡасыу,қашып кету
1110,sehen::V,күреү,көру
1111,anschauen::V,ҡарау,назар салу
1112,ansehen::V,ҡарау,тамашалау
1113,ansehen::V,тикшереү,тамашалау
1114,hören::V,ишетеү,есту
1115,zuhören::V,тыңлау,тыңдау
1116,zuhören::V,тыңлау,құлақ қою
1117,probieren::V,татыу,тату
1118,probieren::V,татыу,дәм тату
1119,riechen::V,еҫкәү,иіскеу
1120,fühlen::V,тойоу,сезу
1121,fühlen::V,тойоу,сезіну
1122,scheinen::V,кеүек күренеү,болып көріну
1123,scheinen::V,тойолоу,болып көріну
1124,zu sehen sein::V,күренеү,көріну
1125,vernehmen::V,ишетеү,есту
1126,vernehmen::V,ишетеү,есітіп қалу
1127,frieren::V,туңыү,тоңу
1128,frieren::V,туңыү,жаурау
1129,tun::V,яһау,ету
1130,tun::V,яһау,істеу
1131,tun::V,әшләү,ету
1132,tun::V,әшләү,істеу
1133,können::V,алыу,білу
1134,können::V,мөмкин булыу,білу
1135,wollen::V,теләү,қалау
1136,anfangen::V,башлау,бастау
1137,beenden::V,бөтөрөү,бітіру
1138,beenden::V,бөтөрөү,адақтау
1139,beenden::V,бөтөрөү,тамамдау
1140,beenden::V,бөтөрөү,аяқтап шығу
1141,beenden::V,тамамлау,бітіру
1142,beenden::V,тамамлау,адақтау
1143,beenden::V,тамамлау,тамамдау
1144,beenden::V,тамамлау,аяқтап шығу
1145,aufhören::V,туктау,доғару
1146,gelingen::V,уңышлы булыу,жолы түсу
1147,geraten::V,булып сығыу,калу
1148,öffnen::V,асыу,ашу
1149,öffnen::V,асыу,ашып қою
1150,schließen::V,йомоу,жабу
1151,stellen::V,ҡуйыу,қою
1152,stellen::V,ҡуйыу,қойдыру
1153,setzen::V,урынлаштырыу,отырғызу
1154,legen::V,һалыу,салу
1155,legen::V,һалыу,калау
1156,berühren::V,тейеү,тию
1157,berühren::V,ҡағылыу,тию
1158,verbinden::V,ҡушыу,байлап алу
1159,verbinden::V,ҡушыу,сабақтастыру
1160,verbinden::V,бәйләү,байлап алу
1161,verbinden::V,бәйләү,сабақтастыру
1162,bedecken::V,ҡаплау,бүркеу
1163,aufhängen::V,элеү,ілу
1164,aufhängen::V,элеү,асып қою
1165,anzünden::V,тоҡандырыу,тұтату
1166,aufheben::V,мендереү,көтеру
1167,zurücklassen::V,ҡалдырыу,қалдыру
1168,verlieren::V,юғалтыу,жоғалту
1169,fallen lassen::V,төшөрөп ебәреү,құлатып алу
1170,fallen lassen::V,төшөрөп ебәреү,қолдан түсіріп алу
1171,machen::V,яһау,ету
1172,machen::V,яһау,жасау
1173,machen::V,яһау,жасап шығару
1174,machen::V,эшләү,ету
1175,machen::V,эшләү,жасау
1176,machen::V,эшләү,жасап шығару
1177,herstellen::V,эшләп сығарыу,жасап шығару
1178,bauen::V,төҙөү,тұрғызу
1179,reparieren::V,төҙәтеү,оңдау
1180,verbessern::V,яҡшыртыу,дұрыстау
1181,ändern::V,үҙгәртеү,өзгерту
1182,graben::V,ҡаҙыу,үңгу
1183,beugen::V,бөгөү,буғу
1184,biegen::V,бөгөү,ию
1185,biegen::V,бөгөү,майыстыру
1186,drehen::V,өйрөлтөү,айналдыру
1187,drehen::V,әйләндереү,айналдыру
1188,wenden::V,әйләндереү,екінші жағын айналдыру
1189,umdrehen::V,түңкәреү,бұру
1190,heben::V,күтәреү,көтеру
1191,heben::V,мендереү,көтеру
1192,hochheben::V,күтәреү,жоғарылату
1193,hochheben::V,күтәреү,көтеру
1194,ergreifen::V,тотоп алыу,бас_салу
1195,ergreifen::V,тотоп алыу,шап_беріп_ұстап_алу
1196,ergreifen::V,тотоп алыу,шап_беру
1197,ergreifen::V,тотоп алыу,шап_ете_түсу
1198,halten::V,тотоу,тұту
1199,halten::V,тотоу,ұстау
1200,drücken::V,ҡыҫыу,басу
1201,schieben::V,этеү,итеру
1202,schieben::V,төртөү,итеру
1203,kratzen::V,ҡырыу,қыру
1204,lecken::V,ялау,жалау
1205,beißen::V,тешләү,қабу
1206,beißen::V,тешләү,тістеу
1207,beißen::V,тешләү,қауып алу
1208,abreißen::V,өҙөү,үзу
1209,abschneiden::V,ҡырҡыу,қырқу
1210,binden::V,бәйләү,байланыстыру
1211,binden::V,бәйләү,байлап_алу
1212,binden::V,бәйләү,байластыру
1213,binden::V,бәйләү,байлау
1214,binden::V,бәйләү,буу
1215,binden::V,бәйләү,матау
1216,binden::V,бәйләү,сабақтастыру
1217,binden::V,бәйләү,ұштастыру
1218,stecken::V,ҡаҙау,сұғу
1219,brechen::V,боҙоу,сындыру
1220,klopfen::V,шаҡылдау,қағу
1221,hauen::V,туҡмау,соғу
1222,kleben::V,йәбештереү,желімдеу
1223,reiben::V,ыуыу,үйкеу
1224,reiben::V,ышҡыу,үйкеу
1225,streichen::V,яғыу,сүйкеу
1226,schleifen::V,үткерләү,егеу
1227,schleifen::V,үткерләү,қайрау
1228,schleifen::V,үткерләү,егеулеу
1229,schneiden::V,ҡырҡыу,кесу
1230,rütteln::V,һелкетеү,қозғау
1231,rütteln::V,һелкетеү,жұлмалау
1232,schütteln::V,һелкетеү,дірілдету
1233,schütteln::V,һелкетеү,селкілдету
1234,schwenken::V,болғау,бұлғау
1235,schwenken::V,болғау,сермеу
1236,schütten::V,ҡойоу,құю
1237,füllen::V,тултырыу,толтыру
1238,einwickeln::V,төрөү,орау
1239,tragen::V,алып барыу,алып жүру
1240,schleppen::V,һөйрәү,тарту
1241,ziehen::V,тартыу,тарту
1242,aufbewahren::V,һаҡлау,сақтау
1243,werfen::V,ырғытыу,лақтыру
1244,fangen::V,тотоу,қармау
1245,fangen::V,тотоу,қағып алу
1246,packen::V,етеү,шап беру
1247,packen::V,етеү,шап ете түсу
1248,packen::V,етеү,шап беріп ұстап алу
1249,packen::V,тотоп алыу,шап беру
1250,packen::V,тотоп алыу,шап ете түсу
1251,packen::V,тотоп алыу,шап беріп ұстап алу
1252,verstecken::V,йәшереү,тығу
1253,verstecken::V,йәшереү,жасыру
1254,teilen::V,бүлеү,бөлу
1255,schicken::V,ебәреү,жіберу
1256,bringen::V,килтереү,әкелу
1257,bringen::V,килтереү,алып келу
1258,hinzufügen::V,өтәү,қосу
1259,hinzufügen::V,өтәү,үстеу
1260,bekommen::V,алыу,алу
1261,erhalten::V,алыу,алмақ
1262,nehmen::V,алыу,алу
1263,nehmen::V,алыу,алмақ
1264,wählen::V,һайлаү,таңдау
1265,auswählen::V,һайлап алыу,екшеу
1266,auswählen::V,һайлап алыу,саралау
1267,auswählen::V,һайлап алыу,сұрыптау
1268,auswählen::V,һайлап алыу,сайлап алу
1269,bewahren::V,һаҡлау,сақтау
1270,behindern::V,тотҡарлыҡ яһау,оралғы болу
1271,verderben::V,боҙоу,бүлдіру
1272,beschädigen::V,боҙоу,бұзу
1273,zerbrechen::V,ҡыйратыу,уату
1274,zerreißen::V,йыртыу,жырту
1275,zerstören::V,емереү,қирату
1276,zerstören::V,емереү,талқандау
1277,verbrennen::V,үртәү,өртеу
1278,verbrennen::V,үртәү,жандыру
1279,verbrennen::V,үртәү,өртеп жіберу
1280,verbrennen::V,үртәү,жандырып жіберу
1281,geben::V,биреү,беру
1282,reichen::V,биреү,беру
1283,schenken::V,бүләк итеү,тарту
1284,versprechen::V,вәғәҙә биреү,уәде беру
1285,wünschen::V,теләу,тілеу
1286,loben::V,маҡтау,мақтау
1287,loben::V,маҡтау,дәріптеу
1288,küssen::V,үбеү,сүю
1289,wiegen::V,бәүетеү,тербеу
1290,wiegen::V,тирбәтеү,тербеу
1291,zudecken::V,ҡаплау,бүркеу
1292,wecken::V,уятыу,ояту
1293,zeigen::V,күрһәтеү,көрсету
1294,führen::V,етәкләү,ерту
1295,führen::V,етәкләү,жетектеу
1296,lehren::V,уҡытыу,оқыту
1297,lehren::V,өйрәтеү,оқыту
1298,unterrichten::V,уҡытыу,оқыту
1299,aufziehen::V,тәрбиәле,бағу
1300,leiten::V,етәкләү,басқару
1301,leiten::V,етәкләү,жетекшілік ету
1302,leiten::V,етәкселек итеү,басқару
1303,leiten::V,етәкселек итеү,жетекшілік ету
1304,antreiben::V,ашыҡтырыу,асықтыру
1305,lassen::V,мәжбүр итеү,-ткізу
1306,lassen::V,мәжбүр итеү,мәжбүр ету
1307,einladen::V,саҡырыу,шақыру
1308,vereinigen::V,берләштереү,біріктіру
1309,vereinigen::V,берләштереү,біріктіріп қою
1310,besuchen::V,килеп сығыу,кіріп шығу
1311,besuchen::V,килеп сығыу,барып шығу
1312,treffen::V,тойоү,кездесу
1313,treffen::V,осратыу,кездесу
1314,treffen::V,ҡаршылау,кездесу
1315,sich versammeln::V,йыйылыу,топталу
1316,spielen::V,тартыу,ойнау
1317,singen::V,йырлау,сайрау
1318,tanzen::V,бейеү,билеу
1319,sich trennen::V,айырылышыу,айрылысу
1320,verlassen::V,ташлау,тастау
1321,verlassen::V,ташлап китеү,тастау
1322,retten::V,ҡотҡарыу,құтқару
1323,bewachen::V,һаҡлау,күзету
1324,schützen::V,һаҡлау,жақтау
1325,schützen::V,һаҡлау,жақтасу
1326,verteidigen::V,яҡлау,қорғау
1327,sich schlagen::V,һуғышыу,алысу
1328,schießen::V,атыу,ату
1329,siegen::V,еңеү,жеңу
1330,ärgern::V,асыуландырыу,ашуландыру
1331,schlagen::V,бәреү,ұру
1332,schlagen::V,туҡмау,ұру
1333,treten::V,тибеү,тебу
1334,treten::V,типкеләү,тебу
1335,stechen::V,сәнсеү,шаншу
1336,stoßen::V,этеү,түрту
1337,stoßen::V,төртөү,түрту
1338,stehlen::V,урлау,ұрлау
1339,stören::V,ҡамасаулау,кесірлен
1340,belästigen::V,бимазалау,мазасын алу
1341,belästigen::V,ҡамасаулау,мазасын алу
1342,verbergen::V,йәшереү,сездірмеу
1343,täuschen::V,ултыртыу,жалған айту
1344,betrügen::V,алдау,алдау
1345,betrügen::V,алдау,алдап кету
1346,betrügen::V,алдау,ақымақ қылу
1347,töten::V,үлтереү,құрту
1348,töten::V,үлтереү,өлтіру
1349,wohnen::V,йәшәү,мекендеу
1350,wohnen::V,йәшәү,өмір сүру
1351,arbeiten::V,эшләү,істеу
1352,arbeiten::V,эшләү,еңбектену
1353,sammeln::V,йыйыу,жыю
1354,pflücken::V,өҙөү,жұлу
1355,jagen::V,аулау,аулау
1356,fischen::V,аулау,балык_аулау
1357,fassen::V,тотоу,ұстау
1358,hüten::V,көтөү,жаю
1359,hüten::V,көтөү,бағу
1360,treiben::V,ҡыуыу,айдау
1361,anbinden::V,бәйләү,байлау
1362,füttern::V,ашатыу,ас ішкізу
1363,füttern::V,ашатыу,азықтандыру
1364,füttern::V,ашатыу,қоректендіру
1365,melken::V,һауыү,сауу
1366,hacken::V,турау,турау
1367,hacken::V,тапау,турау
1368,gießen::V,ҡойоу,суару
1369,reifen::V,өлғөрөү,жетілу
1370,zubereiten::V,бешереү,даяр ету
1371,kochen::V,бешереү,асу
1372,backen::V,бешереү,пісіру
1373,braten::V,ҡурыу,қуыру
1374,umrühren::V,ҡатнаштырыу,былғалау
1375,umrühren::V,ҡатнаштырыу,сапырылыстыру
1376,stricken::V,бәйләү,торлау
1377,stricken::V,бәйләү,тоқу
1378,nähen::V,тегеү,тігу
1379,färben::V,буяу,бояу
1380,färben::V,буяу,сырлау
1381,reinigen::V,таҙартыу,аршу
1382,reinigen::V,таҙартыу,тазалау
1383,waschen::V,йыуыу,жуу
1384,abwischen::V,һөртөү,сүрту
1385,spülen::V,сайҡау,шаю
1386,fegen::V,һепереү,сыпыру
1387,kehren::V,һепереү,сыпыру
1388,baden::V,һыу инеү,шомылу
1389,sich waschen::V,йыуыныу,жуыну
1390,ausziehen::V,сисеү,шешу
1391,anziehen::V,кейеү,кигізу
1392,sich anziehen::V,кейенеү,киіну
1393,kämmen::V,тарау,тарау
1394,schmücken::V,биҙәү,әсемдеу
1395,schmücken::V,биҙәү,мәнерлеу
1396,schmücken::V,биҙәү,көріктендіру
1397,sagen::V,әйтеү,деу
1398,sagen::V,әйтеү,айту
1399,sprechen::V,әйтеү,деу
1400,sprechen::V,әйтеү,айту
1401,sprechen::V,һөйләшеү,деу
1402,sprechen::V,һөйләшеү,айту
1403,reden::V,һөйләшеү,сөйлеу
1404,reden::V,һөйләшеү,сөйлесу
1405,reden::V,һөйләшеү,тіл қатысу
1406,sich unterhalten::V,әңгәмәләшеү,сұхбаттасу
1407,fragen::V,һорау,сұрау
1408,bitten::V,үтенеү,өтіну
1409,bitten::V,үтенеү,жалыну
1410,erzählen::V,һөйләү,айту
1411,mitteilen::V,әйтеү,білдіру
1412,nennen::V,атау,атау
1413,nennen::V,исемләү,атау
1414,rufen::V,саҡырыу,шақыру
1415,prahlen::V,маҡтаныу,бөсу
1416,prahlen::V,шапырыныу,бөсу
1417,übersetzen::V,тәржемә итеү,аудару
1418,denken::V,уйлау,ойлау
1419,glauben::V,ышаныу,нану
1420,glauben::V,ышаныу,илану
1421,bemerken::V,күреү,аңғару
1422,erkennen::V,таныу,тану
1423,begreifen::V,аңлау,ұғу
1424,begreifen::V,аңлау,аңғарып алу
1425,verstehen::V,аңлау,пайым
1426,verstehen::V,аңлау,түсіну
1427,lernen::V,өйрәнеү,оқу
1428,wissen::V,белеү,хабардар болу
1429,sich erinnern an::V,хәтергә алыу,еске түсіру
