,Concept_ID,ml,ja
652,von hier::ADV,ഇവിടെനിന്ന്,ここから
653,dort::ADV,അവിടെ,そちら
654,dorthin::ADV,അവിടേക്ക്,そこへ
655,dorthin::ADV,അവിടേക്ക്,そちらへ
656,geradeaus::ADV,മുമ്പിൽ,真っ直ぐに
657,geradeaus::ADV,മുമന്നോട്ട്,真っ直ぐに
658,vorwärts::ADV,മുന്നോട്ട്,前へ
659,rückwärts::ADV,തലതിരിച്ച്,後ろへ
660,zurück::ADV,പുറകിലേക്ക്,後ろへ
661,unten::ADV,താഴെ,下に
662,hinab::ADV,താഴേക്ക്,下へ
663,oben::ADV,മുകളിൽ,上に
664,hinauf::ADV,മുകളിൽ,上へ
665,überall::ADV,എല്ലായിടത്തും,どこでも
666,nicht::ADV,ഇല്ല,ない
667,ein wenig::ADV,കുറച്ച്,少し
668,ein wenig::ADV,കുറച്ച്,ちょっと
669,kaum::ADV,കഷ്ടിച്ച്,ほとんど～ない
670,sehr::ADV,വളരെ,とても
671,so::ADV,അങ്ങനെ,こう
672,noch::ADV,ഇപ്പോഴും,まだ
673,nur::ADV,മാത്രം,～だけ
674,schon::ADV,നേരത്തേ തന്നെ,もう
675,wieder::ADV,വീണ്ടും,再び
676,vergebens::ADV,വിഫല,無駄に
677,vor::PRP,മുമ്പിൽ,前に
678,hinter::PRP,പുറകിൽ,後ろに
679,unter::PRP,കീഴിൽ,下に
680,durch::PRP,ഉള്ളിലൂടെ,通して
681,neben::PRP,അടുത്ത്,横に
682,zwischen::PRP,ഇടയ്ക്ക്,間に
683,wegen::PRP,നിമിത്തം,為に
684,wegen::PRP,നിമിത്തം,せいで
685,dies::PRN,ഇത്,これ
686,das::PRN,അത്,それ
687,alles::PRN,എല്ലാം,全部
688,ich::PRN,ഞാൻ,私
689,du::PRN,നിങ്ങൾ,あなた
690,er::PRN,അദ്ദേഹം,彼
691,er::PRN,അയാൾ,彼
692,er::PRN,അവൻ,彼
693,er::PRN,അവർ,彼
694,er::PRN,അവൾ,彼
695,wir::PRN,നമ്മൾ,私達
696,ihr::PRN,നിങ്ങൾ,あなた達
697,sie::PRN,അവർ,彼ら
698,was::FPRN,എന്ത്,何
699,wer::FPRN,ആര്,誰
700,wer::FPRN,ആര്,どなた
701,wo::FADV,എവിടെ,どこ
702,wo::FADV,എവിടെ,どこに
703,wohin::FADV,എവിടേക്ക്,どこへ
704,wie::FADV,എങ്ങനെ,どう
705,warum::FADV,എന്തുകൊണ്ട്,何故
706,warum::FADV,എന്തുകൊണ്ട്,どうして
707,wieviel::FNUM,എത്ര,どのくらい
708,eins::NUM,ഒന്ന്,一
709,zwei::NUM,രണ്ട്,二
710,zwei::NUM,രണ്ട്,二つ
711,drei::NUM,മൂന്ന്,三
712,drei::NUM,മൂന്ന്,三つ
713,vier::NUM,നാല്,四
714,vier::NUM,നാല്,四つ
715,fünf::NUM,അഞ്ച്,五
716,fünf::NUM,അഞ്ച്,五つ
717,sechs::NUM,ആറ്,六
718,sechs::NUM,ആറ്,六つ
719,sieben::NUM,ഏഴ്,七
720,sieben::NUM,ഏഴ്,七つ
721,acht::NUM,എട്ട്,八
722,acht::NUM,എട്ട്,八つ
723,neun::NUM,ഒമ്പത്,九
724,neun::NUM,ഒമ്പത്,九つ
725,zehn::NUM,പത്ത്,十
726,elf::NUM,പതിനൊന്ന്,十一
727,zwölf::NUM,പന്ത്രണ്ട്,十二
728,zwanzig::NUM,ഇരുപത്,二十
729,dreißig::NUM,മുപ്പത്,三十
730,vierzig::NUM,നാൽപ്പത്,四十
731,fünfzig::NUM,അൻപത്,五十
732,sechzig::NUM,അറുപത്,六十
733,siebzig::NUM,എഴുപത്,七十
734,achtzig::NUM,എൺപത്,八十
735,neunzig::NUM,തൊണ്ണൂറ്,九十
736,hundert::NUM,നൂറ്,百
737,tausend::NUM,ആയിരം,千
738,und::CNJ,ഉം,-と
739,und::CNJ,ഉം,そして
740,oder::CNJ,അഥവാ,或いは
741,stehen::V,നിൽക്കുക,立っている
742,sitzen::V,ഇരിക്കുക,座っている
743,liegen::V,കിടക്കുക,横になっている
744,hängen::V,തൂങ്ങുക,掛かっている
745,werden::V,ആയിത്തീരുക,なる
746,passieren::V,സംഭവിക്കുക,起こる
747,beginnen::V,ആരംഭിക്കുക,始まる
748,enden::V,അവസാനിപ്പിക്കുക,終わる
749,wechseln::V,മാറ്റുക,変わる
750,aufgehen[Sonne]::V,ഉയരുക,出る
751,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,沈む
752,scheinen[Sonne]::V,പ്രകാശിക്കുക,輝く
753,donnern::V,ഇടിവെട്ടുക,雷が鳴る
754,wehen::V,വീശുക,吹く
755,strömen::V,ഒഴുകുക,流れる
756,fließen::V,ഒഴുകുക,流れる
757,sich drehen::V,ചുറ്റുക,回転する
758,sich drehen::V,കറക്കുക,回転する
759,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,揺れる
760,schwingen::V,ആടുക,振動する
761,fallen::V,വീഴുക,落ちる
762,brennen::V,കത്തുക,燃える
763,rauchen::V,പുകയുക,煙を出す
764,regnen::V,മഴ_പെയ്യുക,雨が降る
765,gefrieren::V,തണത്ത്_മരവിക്കുക,凍る
766,tauen::V,അലിയുക,溶ける
767,schmelzen::V,ഉരുകുക,溶ける
768,trocknen::V,വരളുക,乾く
769,sieden::V,തിളപ്പിക്കുക,沸く
770,faulen::V,ചീയുക,腐る
771,verfaulen::V,അഴുകുക,朽ちる
772,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,切れる
773,versinken::V,മുക്കുക,沈む
774,vergehen::V,കടന്നുപോകുക,経つ
775,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,現れる
776,verschwinden::V,അദൃശ്യമാകുക,消える
777,sinken::V,താഴുക,下がる
778,abnehmen::V,കുറിയുക,減る
779,zunehmen::V,വർദ്ധിക്കുക,増える
780,steigen::V,ഉയരുക,上がる
781,wachsen::V,വളരുക,伸びる
782,glänzen::V,മിന്നുക,輝く
783,funkeln::V,തിളങ്ങുക,ぴかぴか光る
784,lärmen::V,ശബ്ദമുണ്ടാക്കുക,騒ぐ
785,läuten::V,മണിമുഴങ്ങുക,鳴る
786,klingeln::V,ചിലമ്പുക,鳴る
787,klirren::V,കിലുക്കുക,がらんがらんと鳴る
788,brausen::V,മുഴങ്ങുക,逆巻く
789,rauschen::V,അനങ്ങുക,戦ぐ
790,klingen::V,മുഴക്കുക,鳴る
791,bellen::V,കുരയ്ക്കുക,吠える
792,heulen::V,ഓരിയിടുക,きゃんきゃん鳴く
793,blasen::V,ഊതുക,吹く
794,pfeifen::V,വിസിലടിക്കുക,口笛を吹く
795,schreien::V,ആക്രോശിക്കുക,叫ぶ
796,stöhnen::V,അരക്കം,うめく
797,stöhnen::V,ആർത്തനാദം,うめく
798,zittern::V,വിറയ്ക്കുക,震える
799,leben::V,താമസിക്കുക,生きている
800,geboren werden::V,ജനിക്കുക,生まれる
801,atmen::V,ശ്വസിക്കുക,呼吸する
802,trinken::V,കുടിക്കുക,飲む
803,essen::V,കഴിക്കുക,食べる
804,schlucken::V,വിഴുങ്ങുക,飲み込む
805,müde werden::V,ക്ഷീണിക്കുക,眠くなる
806,einschlafen::V,നിദ്രിക്കുക,寝付く
807,schlafen::V,ഉറങ്ങുക,眠る
808,aufwachen::V,ഉണരുക,目が覚める
809,aufstehen::V,എഴുന്നേൽക്കുക,起きる
810,sich erholen::V,വിശ്രമിക്കുക,休養する
811,krank werden::V,ദീനംപിടിക്കുക,病気になる
812,krank sein::V,രോഗികളാകുക,病気である
813,schmerzen::V,വേദനിക്കുക,痛む
814,husten::V,ചുമയ്ക്കുക,咳をする
815,genesen::V,സുഖപ്പെടുക,元気になる
816,sterben::V,മരിക്കുക,死ぬ
817,sterben::V,മരിക്കുക,亡くなる
818,umkommen::V,മരിക്കുക,死亡する
819,sich bewegen::V,സ്ഥലം_മാറുക,移動する
820,sich rühren::V,ചലിക്കുക,動く
821,sich erheben::V,നിൽക്കുക,立ち上がる
822,sich setzen::V,ഇരിക്കുക,座る
823,hinfallen::V,വീഴുക,転ぶ
824,laufen::V,നടക്കുക,歩く
825,schreiten::V,നടക്കുക,跨ぐ
826,spazierengehen::V,ഉലാത്തുക,散歩する
827,eilen::V,പാഞ്ഞെത്തുക,急ぐ
828,sich beeilen::V,തിരിക്കുകൂട്ടുക,焦る
829,sich beeilen::V,തിടുക്കം_കാട്ടുക,焦る
830,sausen::V,കുതിക്കുക,疾駆する
831,rennen::V,ഓടുക,走る
832,springen::V,ചാടുക,跳ぶ
833,klettern::V,കയറുക,よじ登る
834,schaukeln::V,ഇളകുക,ぶらんこに乗る
835,kriechen::V,പതുങ്ങികയറുക,這う
836,schwimmen::V,നീന്തുക,泳ぐ
837,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,潜る
838,rudern::V,തുഴയുക,漕ぐ
839,fahren::V,വാഹനം ഓടിക്കുക,行く
840,fahren::V,വാഹനം ഓടിക്കുക,乗車する
841,fliegen::V,പറക്കുക,飛ぶ
842,gehen::V,പോകുക,行く
843,weggehen::V,വിടുക,立ち去る
844,abfahren::V,പുറപ്പെടുക,出発する
845,anhalten::V,നിർത്തുക,止まる
846,hineingehen::V,പ്രവേശിക്കുക,入る
847,eintreten::V,പ്രവേശിക്കുക,中に入る
848,kommen::V,വരുക,来る
849,ankommen::V,എത്തിച്ചേരുക,着く
850,ankommen::V,എത്തിച്ചേരുക,到着する
851,zurückkommen::V,തിരിച്ചു വരുക,帰る
852,bleiben::V,തുടരുക,留まる
853,warten::V,കാത്തിരിക്കുക,待つ
854,erwarten::V,പ്രതീക്ഷിക്കുക,期待する
855,suchen::V,തിരയുക,探る
856,finden::V,കണ്ടെത്തുക,見つける
857,versuchen::V,ശ്രമിക്കുക,試す
858,vorbereiten::V,തയ്യാറെടുക്കുക,準備する
859,lieben::V,സ്നേഹിക്കുക,愛する
860,mögen::V,ഇഷ്ടപ്പെടുക,好きである
861,lachen::V,ചിരിക്കുക,笑う
862,rühren::V,ഹൃദയം സ്പർശിക്കുക,感情を動かす
863,weinen::V,തേങ്ങുക,泣く
864,schimpfen::V,പിറുപിറുക്കുക,叱る
865,sich ärgern::V,കോപിക്കുക,怒る
866,sich ärgern::V,കോപിക്കുക,腹を立てる
867,sich fürchten::V,പേടിക്കുക,怖がる
868,fürchten::V,പേടിക്കുക,恐れる
869,fliehen::V,രക്ഷപ്പെടുക,逃げる
870,flüchten::V,രക്ഷപ്പെടുക,逃亡する
871,sehen::V,കാണുക,見る
872,anschauen::V,നോക്കുക,眺める
873,ansehen::V,നോക്കുക,見る
874,hören::V,കേൾക്കുക,聞く
875,zuhören::V,ശ്രദ്ധിക്കുക,聴く
876,probieren::V,രുചിയുള്ളതായി_തോന്നുക,食べてみる
877,riechen::V,മണത്തു_നോക്കുക,気取る
878,fühlen::V,സ്പർശിച്ചറിയുക,感じる
879,scheinen::V,കാണപ്പെടുക,ように見える
880,zu sehen sein::V,വെളിച്ചപ്പെടുക,見える
881,vernehmen::V,കേൾക്കുക,承る
882,frieren::V,വിറയ്ക്കുക,寒気がする
883,tun::V,ചെയ്യുക,する
884,können::V,കഴിയുക,出来る
885,wollen::V,വേണുക,-たい
886,anfangen::V,തുടങ്ങുക,始める
887,beenden::V,പൂർത്തിയാക്കുക,終える
888,aufhören::V,നിർത്തുക,止める
889,gelingen::V,വിജയിക്കുക,成功する
890,geraten::V,പരിണമിക്കുക,当たる
891,öffnen::V,തുറക്കുക,開く
892,öffnen::V,തുറക്കുക,開ける
893,schließen::V,അടയ്ക്കുക,閉める
894,stellen::V,വയ്ക്കുക,置く
895,stellen::V,വയ്ക്കുക,据える
896,setzen::V,വയ്ക്കുക,座らせる
897,legen::V,ഇടുക,置く
898,berühren::V,തൊടുക,触る
899,berühren::V,തൊടുക,触れる
900,verbinden::V,ഘടിപ്പിക്കുക,結びつける
901,bedecken::V,മുടുക,覆う
902,aufhängen::V,കെട്ടിതൂക്കുക,掛ける
903,anzünden::V,കത്തിക്കുക,燃やす
904,anzünden::V,കത്തിക്കുക,火をつける
905,aufheben::V,പെറുക്കിയെടുക്കുക,拾う
906,zurücklassen::V,വച്ചുപോരുക,残す
907,verlieren::V,നഷ്ടപ്പെടുക,無くす
908,fallen lassen::V,വീഴ്ത്തുക,落とす
909,machen::V,ഉണ്ടാക്കുക,作る
910,herstellen::V,ഉൽപാദിപ്പിക്കുക,製造する
911,bauen::V,നിർമ്മിക്കുക,建設する
912,reparieren::V,നന്നാക്കുക,直す
913,reparieren::V,നന്നാക്കുക,修理する
914,verbessern::V,മെച്ചപ്പെടുക,改良する
915,ändern::V,മാറ്റംവരുത്തുക,変える
916,graben::V,കുഴിക്കുക,掘る
917,beugen::V,വണങ്ങുക,折る
918,biegen::V,കുനിയുക,曲げる
919,drehen::V,തിരിക്കുക,回す
920,wenden::V,തിരിയുക,裏返す
921,umdrehen::V,തിരിയുക,裏返す
922,heben::V,ഉയർത്തുക,挙げる
923,hochheben::V,ഉയർത്തുക,持ち上げる
924,ergreifen::V,ബലമായി_പിടിക്കുക,取り上げる
925,halten::V,പിടിക്കുക,持つ
926,drücken::V,അമർത്തുക,押す
927,schieben::V,തള്ളുക,ずらす
928,kratzen::V,ചുരണ്ടുക,引っ掻く
929,lecken::V,നക്കുക,なめる
930,beißen::V,കടിക്കുക,噛む
931,abreißen::V,കീറിക്കളയുക,剝ぎ取る
932,abschneiden::V,മുറിച്ചുമാറ്റുക,切り取る
933,binden::V,കെട്ടുക,縛る
934,stecken::V,തുളയ്ക്കുക,差し込む
935,brechen::V,ഉടയുക,破る
936,klopfen::V,തട്ടുക,とんとん叩く
937,hauen::V,അടിക്കുക,叩く
938,kleben::V,ഒട്ടിക്കുക,貼る
939,kleben::V,ഒട്ടിക്കുക,くっ付ける
940,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,擦る
941,streichen::V,പടർത്തുക,塗る
942,schleifen::V,പൊടിക്കുക,研ぐ
943,schneiden::V,മുറിക്കുക,切る
944,rütteln::V,മുട്ടുക,揺さぶる
945,schütteln::V,കുലുക്കുക,振る
946,schütteln::V,കുലുക്കുക,揺さぶる
947,schwenken::V,ആടുക,振る
948,schütten::V,ഒഴിക്കുക,注ぐ
949,füllen::V,നിറയ്ക്കുക,いっぱいにする
950,einwickeln::V,പൊതിയുക,包む
951,tragen::V,വഹിക്കുക,運ぶ
952,schleppen::V,വലിച്ചിഴയ്ക്കുക,引きずる
953,ziehen::V,വലിക്കുക,引く
954,aufbewahren::V,വയ്ക്കുക,預かる
955,werfen::V,എറിയുക,投げる
956,fangen::V,പിടിക്കുക,受ける
957,packen::V,തട്ടിപ്പറിക്കുക,掴む
958,verstecken::V,മറയ്ക്കുക,隠す
959,teilen::V,വിഭജിക്കുക,分ける
960,schicken::V,അയയ്ക്കുക,送る
961,bringen::V,കൊണ്ടുവരുക,持って行く
962,hinzufügen::V,കൂട്ടുക,加える
963,bekommen::V,കിട്ടുക,得る
964,erhalten::V,സ്വീകരിക്കുക,受ける
965,nehmen::V,എടുക്കുക,取る
966,wählen::V,തിരഞ്ഞെടുക്കുക,選ぶ
967,auswählen::V,തിരഞ്ഞെടുക്കുക,選ぶ
968,bewahren::V,പുലർത്തുക,保存する
969,behindern::V,തടയിടുക,妨害する
970,verderben::V,നശിപ്പിക്കുക,台無しにする
971,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,損傷する
972,zerbrechen::V,ഉടയുക,割る
973,zerreißen::V,കീറുക,引き裂く
974,zerstören::V,നശിപ്പിക്കുക,破壊する
975,verbrennen::V,കത്തിനശിക്കുക,焼く
976,verbrennen::V,കത്തിച്ചുകളയുക,焼く
977,geben::V,കൊടുക്കുക,上げる
978,geben::V,തരുക,上げる
979,reichen::V,കൈമാറുക,渡す
980,schenken::V,സമ്മാനം കൊടുക്കുക,贈る
981,versprechen::V,വാഗ്ദാനം_നൽകുക,約束する
982,wünschen::V,ആഗ്രഹിക്കുക,望む
983,loben::V,പുകഴ്ത്തുക,褒める
984,küssen::V,ഉമ്മവയ്ക്കുക,キスする
985,wiegen::V,ഇളകുക,揺する
986,zudecken::V,മുടുക,覆う
987,wecken::V,ഉണർത്തുക,起こす
988,zeigen::V,കാണിക്കുക,見せる
989,führen::V,നടത്തുക,案内する
990,lehren::V,പഠിപ്പിക്കുക,教える
991,unterrichten::V,പരിശീലിപ്പിക്കുക,通知する
992,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,育てる
993,leiten::V,നയിക്കുക,導く
994,antreiben::V,പ്രേരിപ്പിക്കുക,励ます
995,lassen::V,അനുവദിക്കുക,～させる
996,einladen::V,ക്ഷണിക്കുക,誘う
997,einladen::V,ക്ഷണിക്കുക,招待する
998,vereinigen::V,കൂടിച്ചേരുക,一つにする
999,besuchen::V,സന്ദർശിക്കുക,訪ねる
1000,treffen::V,തമ്മിൽ കാണുക,出会う
1001,sich versammeln::V,സംയോജിപ്പിക്കുക,集まる
1002,spielen::V,കളിക്കുക,遊ぶ
1003,singen::V,പാടുക,歌う
1004,tanzen::V,നൃത്തം ചെയ്യുക,踊る
1005,sich trennen::V,നേർപെടുത്തുക,別れる
1006,verlassen::V,പിൻവാങ്ങുക,別れる
1007,retten::V,രക്ഷിക്കുക,救う
1008,retten::V,രക്ഷിക്കുക,助ける
1009,bewachen::V,കാവൽനിൽക്കുക,見張る
1010,bewachen::V,കാവൽനിൽക്കുക,軽微する
1011,schützen::V,പരിരക്ഷിക്കുക,保護する
1012,verteidigen::V,പ്രതിരോധിക്കുക,守る
1013,sich schlagen::V,കലഹിക്കുക,殴る
1014,schießen::V,വെടിവെക്കുക,撃つ
1015,siegen::V,വിജയിക്കുക,勝つ
1016,ärgern::V,വിഷമിപ്പിക്കുക,怒らせる
1017,schlagen::V,അടിക്കുക,殴る
1018,treten::V,തൊഴിക്കുക,蹴る
1019,stechen::V,കുത്തുക,突く
1020,stoßen::V,തള്ളുക,突く
1021,stehlen::V,മോഷ്ടിക്കുക,盗る
1022,stören::V,ശല്യപ്പെടുത്തുക,構う
1023,belästigen::V,മെനക്കെടുക,邪魔する
1024,verbergen::V,മറയ്ക്കുക,隠す
1025,verbergen::V,ഒളിക്കുക,隠す
1026,täuschen::V,കബളിപ്പിക്കുക,だます
1027,betrügen::V,ചതിക്കുക,だます
1028,töten::V,കൊല്ലുക,殺す
1029,wohnen::V,താമസിക്കുക,住む
1030,arbeiten::V,ജോലിചെയ്യുക,働く
1031,sammeln::V,സഞ്ചയിക്കുക,集める
1032,sammeln::V,സഞ്ചയിക്കുക,収集する
1033,pflücken::V,പറിച്ചെടുക്കുക,摘む
1034,jagen::V,വേട്ടയാടുക,狩りをする
1035,fischen::V,മീൻ പിടിക്കുക,釣る
1036,fassen::V,പിടിക്കുക,捕る
1037,hüten::V,ചേർക്കുക,放牧する
1038,treiben::V,വാഹനം_ഓടിക്കുക,追う
1039,anbinden::V,കെട്ടിയിടുക,繋ぐ
1040,füttern::V,തീറ്റുക,餌をやる
1041,melken::V,പാലുകറക്കുക,搾乳する
1042,hacken::V,വെട്ടിമുറിക്കുക,刻む
1043,gießen::V,നനയ്ക്കുക,水をやる
1044,reifen::V,പാകമാകുക,熟す
1045,zubereiten::V,പാചകം_ചെയ്യുക,調理する
1046,kochen::V,വേവിക്കുക,煮る
1047,backen::V,ബേക്ക് ചെയ്യുക,焼く
1048,braten::V,പോരിക്കുക,焼く
1049,braten::V,പോരിക്കുക,炒める
1050,umrühren::V,ഇളക്കുക,混ぜる
1051,stricken::V,മെടയുക,編む
1052,nähen::V,തുന്നുക,縫う
1053,färben::V,ചായം പൂശുക,染める
1054,reinigen::V,വൃത്തിയാക്കുക,掃除する
1055,waschen::V,കഴുകുക,洗う
1056,waschen::V,കഴുകുക,洗濯する
1057,abwischen::V,തുടയ്ക്കുക,拭く
1058,spülen::V,കഴുകുക,洗う
1059,spülen::V,കഴുകുക,すすぐ
1060,fegen::V,അടിച്ചുവാരുക,掃除する
1061,kehren::V,അടിച്ചുവാരുക,掃く
1062,baden::V,നീന്തിത്തുടിക്കുക,入浴する
1063,sich waschen::V,കഴുകുക,洗う
1064,ausziehen::V,ഇഴുക്കുക,脱ぐ
1065,anziehen::V,ഉടുക്കുക,着る
1066,sich anziehen::V,ധരിച്ച നേടുകയുക,着る
1067,kämmen::V,മുടിചീകുക,梳く
1068,schmücken::V,അലങ്കരിക്കുക,飾る
1069,sagen::V,പറയുക,言う
1070,sprechen::V,സംസാരിക്കുക,話す
1071,reden::V,സംസാരിക്കുക,話す
1072,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,話をする
1073,fragen::V,ചോദിക്കുക,聞く
1074,bitten::V,അപേക്ഷിക്കുക,頼む
1075,bitten::V,അപേക്ഷിക്കുക,お願いする
1076,erzählen::V,പറയുക,物語る
1077,mitteilen::V,അറിയിക്കുക,伝える
1078,nennen::V,പേരിടുക,名づける
1079,rufen::V,വിളിക്കുക,呼ぶ
1080,prahlen::V,പൊങ്ങച്ചം പറയുക,自慢する
1081,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,訳す
1082,denken::V,ചിന്തിക്കുക,考える
1083,glauben::V,വിശ്വസിക്കുക,信じる
1084,bemerken::V,ശ്രദ്ധിക്കുക,気が付く
1085,erkennen::V,തിരിചറിയുക,認識する
1086,begreifen::V,കൈപ്പിടിയിലാക്കുക,分かる
1087,verstehen::V,മനസ്സിലാക്കുക,聞き取る
1088,lernen::V,പഠിക്കുക,学ぶ
1089,lernen::V,പഠിക്കുക,勉強する
1090,wissen::V,അറിയുക,知っている
1091,sich erinnern an::V,ഓർമിക്കുക,思い出す
1092,vergessen::V,മറക്കുക,忘れる
1093,messen::V,അളക്കുക,計る
1094,messen::V,അളക്കുക,測定する
1095,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,数える
1096,rechnen::V,ഗണിക്കുക,計算する
1097,lesen::V,വായിക്കുക,読む
1098,malen::V,ചിത്രം വരയ്ക്കുക,描く
1099,zeichnen::V,വരയ്ക്കുക,写生する
1100,schreiben::V,എഴുതുക,書く
1101,besitzen::V,സ്വന്തമാക്കുക,所持する
1102,kaufen::V,വാങ്ങുക,買う
1103,verkaufen::V,വിൽക്കുക,売る
1104,bezahlen::V,പരിഹാരം ചെയ്യുക,払う
1105,zahlen::V,പണം അടയ്ക്കുക,支払う
1106,beherrschen::V,ഭരിക്കുക,支配する
1107,ertragen::V,താങ്ങുക,耐える
