,Concept_ID,lt,ko
816,wieviel::FNUM,kiek,얼마만큰
817,eins::NUM,vienas,하나
818,zwei::NUM,du,둘
819,drei::NUM,trys,셋
820,vier::NUM,keturi,넷
821,fünf::NUM,penki,다섯
822,sechs::NUM,šeši,여섯
823,sieben::NUM,septyni,일곱
824,acht::NUM,aštuoni,여덟
825,neun::NUM,devyni,아홉
826,zehn::NUM,dešimt,열
827,elf::NUM,vienuolika,열하나
828,zwölf::NUM,dvylika,열둘
829,zwanzig::NUM,dvidešimt,스물
830,dreißig::NUM,trisdešimt,서름
831,vierzig::NUM,keturiasdešimt,마흔
832,fünfzig::NUM,penkiasdešimt,숸
833,sechzig::NUM,šešiasdešimt,에순
834,siebzig::NUM,septyniasdešimt,일흔
835,achtzig::NUM,aštuoniasdešimt,여든
836,neunzig::NUM,devyniasdešimt,아흔
837,hundert::NUM,šimtas,백
838,tausend::NUM,tūkstantis,천
839,und::CNJ,ĩr,와
840,oder::CNJ,ar,아니면
841,oder::CNJ,arba,아니면
842,stehen::V,stovėti,서다
843,sitzen::V,sėdėti,앉다
844,liegen::V,gulėti,눕다
845,hängen::V,kyboti,달다
846,hängen::V,kabėti,달다
847,werden::V,taptis,되다
848,werden::V,darytis,되다
849,passieren::V,atsitikti,지장옶다
850,passieren::V,pasitaikyti,지장옶다
851,beginnen::V,prasid́ėti,시작되다
852,enden::V,baigtis,큳내다
853,wechseln::V,keistis,병경하다
854,wechseln::V,pasikeisti,병경하다
855,aufgehen[Sonne]::V,tekėti,뜨다
856,aufgehen[Sonne]::V,patekėti,뜨다
857,untergehen[Sonne]::V,leistis,지다
858,untergehen[Sonne]::V,nusileisti,지다
859,scheinen[Sonne]::V,šviesti,빛나다
860,donnern::V,griausti,천둥치다
861,donnern::V,griaudėti,천둥치다
862,wehen::V,pūsti,풀다
863,strömen::V,lietis,흐르다
864,strömen::V,plūsti,흐르다
865,fließen::V,tekėti,흐르다
866,sich drehen::V,suktis,돌다
867,sich drehen::V,pasisukti,돌다
868,schwanken::V,svyruoti,동요하다
869,schwingen::V,suptis,흔들다
870,fallen::V,pulti,떨어지다
871,fallen::V,kristi,떨어지다
872,brennen::V,degti,타다
873,rauchen::V,rūkyti,김이나다
874,regnen::V,lyti,비가오다
875,gefrieren::V,užšalti,얼다
876,tauen::V,tirpti,녹다
877,schmelzen::V,lydytis,녹다
878,trocknen::V,džiūti,홈치다
879,sieden::V,virti,끓다
880,faulen::V,pūti,부패하다
881,verfaulen::V,švinkti,썩다
882,reißen::V,plyšti,지바찢다
883,reißen::V,trūkti,지바찢다
884,versinken::V,skę̃sti,가라앉다
885,versinken::V,grimzti,가라앉다
886,vergehen::V,praeiti,지나가다
887,erscheinen::V,pasirodyti,나타나다
888,verschwinden::V,dingti,사라지다
889,verschwinden::V,išnykti,사라지다
890,verschwinden::V,pranykti,사라지다
891,sinken::V,kristi,가라앉다
892,abnehmen::V,mažėti,떼어내다
893,abnehmen::V,silpnėti,떼어내다
894,zunehmen::V,didėti,증가하다
895,zunehmen::V,padaugėti,증가하다
896,steigen::V,kilti,상승하다
897,wachsen::V,augti,생기하다
898,glänzen::V,blizgėti,뛰오나다
899,funkeln::V,žibėti,불티가잍어나다
900,lärmen::V,triukšmauti,떠들다
901,läuten::V,skambinti,울시다
902,klingeln::V,skambinti,초닌총을울리다
903,klirren::V,žvangėti,탁탁울리다
904,brausen::V,šniokšti,쏴쏴소리내다
905,rauschen::V,ošti,솨솨
906,rauschen::V,šlamėti,솨솨
907,klingen::V,skardėti,반향하다
908,bellen::V,loti,짖다
909,heulen::V,kaukti,포효하다
910,heulen::V,staugti,포효하다
911,blasen::V,pūsti,불다
912,pfeifen::V,švilpti,피리를불다
913,pfeifen::V,švilpauti,피리를불다
914,schreien::V,šaukti,절규하다
915,stöhnen::V,dejuoti,신음하다
916,stöhnen::V,aimanuoti,신음하다
917,zittern::V,virpėti,저뉼하다
918,leben::V,gyventi,살다
919,geboren werden::V,gimti,태어난
920,atmen::V,alsuoti,숨쉬다
921,atmen::V,kvėpuoti,숨쉬다
922,trinken::V,gerti,마시다
923,essen::V,valgyti,먹다
924,schlucken::V,praryti,들이켜다
925,müde werden::V,nuvargti,
926,müde werden::V,privargti,
927,einschlafen::V,užmigti,잠들다
928,schlafen::V,miegoti,자다
929,aufwachen::V,pabusti,눈트다
930,aufstehen::V,keltis,서다
931,aufstehen::V,atsikelti,서다
932,sich erholen::V,pailsėti,회복하다
933,sich erholen::V,poilsiauti,회복하다
934,krank werden::V,susirgti,
935,krank sein::V,sirgti,
936,schmerzen::V,sopėti,아프다
937,schmerzen::V,skaudėti,아프다
938,husten::V,kosėti,잔기침하다
939,genesen::V,sveikti,낫다
940,genesen::V,taisytis,낫다
941,sterben::V,mirti,죽다
942,sterben::V,numirti,죽다
943,umkommen::V,žūti,못쓰게되다
944,sich bewegen::V,judėti,움직이다
945,sich bewegen::V,pasijudinti,움직이다
946,sich rühren::V,krutėti,움직이다
947,sich erheben::V,pakilti,이러서다
948,sich erheben::V,atsikelti,이러서다
949,sich setzen::V,sėstis,앉히다
950,sich setzen::V,atsisėsti,앉히다
951,hinfallen::V,parkristi,넘어지다
952,hinfallen::V,pargriūti,넘어지다
953,laufen::V,eiti,걷다
954,schreiten::V,žengti,보행하다
955,schreiten::V,žingsniuoti,보행하다
956,spazierengehen::V,pasivaikščioti,산보하다
957,eilen::V,skubėti,서둘다
958,sich beeilen::V,paskub́ėti,서둘게하다
959,sich beeilen::V,pasiskubinti,서둘게하다
960,sausen::V,dumti,서들러 떠나다
961,sausen::V,lėkti,서들러 떠나다
962,rennen::V,bėgti,달리다
963,springen::V,šokti,도약하다
964,klettern::V,kopti,갑겨오르다
965,schaukeln::V,supti,흔들리게하다
966,schaukeln::V,linguoti,흔들리게하다
967,kriechen::V,ropoti,기다
968,kriechen::V,šliaužti,기다
969,schwimmen::V,plaukti,헤엄치다
970,tauchen::V,nerti,잠기다
971,rudern::V,irtis,물을헤치다
972,rudern::V,irkluoti,물을헤치다
973,fahren::V,važiuoti,가다
974,fahren::V,važiuoti,나르다
975,fahren::V,važinėti,가다
976,fahren::V,važinėti,나르다
977,fliegen::V,lėkti,날다
978,fliegen::V,skristi,날다
979,gehen::V,eiti,가다
980,weggehen::V,išeiti,팔리다
981,abfahren::V,išvykti,출발하다
982,abfahren::V,išvažiuoti,출발하다
983,anhalten::V,sustoti,멈추다
984,hineingehen::V,įeiti,(그리로)가다
985,eintreten::V,įžengti,들러가다
986,kommen::V,ateiti,오다
987,ankommen::V,ateiti,고챀하다
988,zurückkommen::V,grį̃žti,보기
989,zurückkommen::V,sugrį̃žti,보기
990,bleiben::V,likti,체류
991,bleiben::V,pasilikti,체류
992,warten::V,laukti,기다리다
993,erwarten::V,laukti,기대하다
994,suchen::V,ieškoti,찾다
995,suchen::V,ieškoti,구하다
996,finden::V,rasti,찾아내다
997,finden::V,surasti,찾아내다
998,versuchen::V,mėginti,시험하다
999,vorbereiten::V,rengti,재비하다
1000,lieben::V,myĺėti,사랑하다
1001,mögen::V,ḿėgti,줗아하다
1002,mögen::V,patikti,줗아하다
1003,lachen::V,juoktis,웃다
1004,rühren::V,jaudinti,건드리다
1005,rühren::V,graudinti,건드리다
1006,weinen::V,verkti,울다
1007,schimpfen::V,bartis,꾸짖다
1008,sich ärgern::V,pykti,화를내게 하다
1009,sich ärgern::V,apmaudauti,화를내게 하다
1010,sich fürchten::V,bijoti,두려원하다
1011,sich fürchten::V,baimintis,두려원하다
1012,fürchten::V,bijoti,두려원하다
1013,fürchten::V,baimintis,두려원하다
1014,fliehen::V,bėgti,도망치다
1015,fliehen::V,sprukti,도망치다
1016,flüchten::V,pabėgti,도주하다
1017,sehen::V,žiūŕėti,보다
1018,anschauen::V,žiūŕėti,바라보다
1019,ansehen::V,žiūrėti į,바라보다
1020,ansehen::V,pažiūrėti į,바라보다
1021,hören::V,girdėti,듣다
1022,zuhören::V,klausytis,듣다
1023,probieren::V,ragauti,시식하다
1024,probieren::V,paragauti,시식하다
1025,riechen::V,uosti,내새를맡다
1026,riechen::V,užuosti,내새를맡다
1027,fühlen::V,justi,느끼다
1028,fühlen::V,jausti,느끼다
1029,fühlen::V,pajusti,느끼다
1030,scheinen::V,rodytis,...것같다
1031,scheinen::V,atrodyti,...것같다
1032,zu sehen sein::V,pasirodyti,보이는
1033,vernehmen::V,išgirsti,듣다
1034,vernehmen::V,išgirsti,들어서일다
1035,frieren::V,šalti,춥다
1036,tun::V,daryti,하다
1037,können::V,galėti,할주릴다
1038,können::V,pajėgti,할주릴다
1039,wollen::V,norėti,바라다
1040,anfangen::V,pradėti,시작하다
1041,anfangen::V,prasid́ėti,시작하다
1042,beenden::V,baigti,다하다
1043,beenden::V,užbaigti,다하다
1044,aufhören::V,liautis,그만두다
1045,gelingen::V,pavykti,성국하다
1046,gelingen::V,pasisekti,성국하다
1047,geraten::V,nusisekti,잘되어가다
1048,öffnen::V,atverti,열다
1049,öffnen::V,atidaryti,열다
1050,schließen::V,uždaryti,추측하다
1051,stellen::V,statyti,세우다
1052,stellen::V,pastatyti,세우다
1053,setzen::V,sodinti,놓다
1054,setzen::V,pasodinti,놓다
1055,legen::V,dėti,눕히다
1056,legen::V,pad́ėti,눕히다
1057,berühren::V,liesti,대다
1058,berühren::V,paliesti,대다
1059,verbinden::V,jungti,옝열하다
1060,verbinden::V,surišti,옝열하다
1061,bedecken::V,uždengti,덮다
1062,aufhängen::V,pakarti,매달다
1063,aufhängen::V,pakabinti,매달다
1064,anzünden::V,padegti,점화하다
1065,aufheben::V,pakelti,위로올리다
1066,zurücklassen::V,palikti,튀에남기다
1067,verlieren::V,pamesti,잃다
1068,fallen lassen::V,atsisakyti,떨어뜨리다
1069,machen::V,dirbti,하다
1070,herstellen::V,gaminti,제조하다
1071,bauen::V,statyti,짓다
1072,bauen::V,pastatyti,짓다
1073,reparieren::V,taisyti,수셩자다
1074,reparieren::V,remontuoti,수셩자다
1075,verbessern::V,gerinti,정정하다
1076,verbessern::V,ištaisyti,정정하다
1077,ändern::V,keisti,바꾸다
1078,ändern::V,pakeisti,바꾸다
1079,graben::V,kasti,파다
1080,beugen::V,lenkti,구부리다
1081,beugen::V,palenkti,구부리다
1082,biegen::V,lenkti,굽히다
1083,biegen::V,palenkti,굽히다
1084,drehen::V,sukti,회전
1085,wenden::V,kreipti,회전시키다
1086,wenden::V,pakreipti,회전시키다
1087,umdrehen::V,sukti,회전시키다
1088,umdrehen::V,apversti,회전시키다
1089,heben::V,kelti,일으아키다
1090,heben::V,pakelti,일으아키다
1091,hochheben::V,pakelti,틀어올리다
1092,ergreifen::V,čiupti,잡다
1093,ergreifen::V,griebti,잡다
1094,halten::V,laikyti,잡다
1095,halten::V,palaikyti,잡다
1096,drücken::V,spausti,누르다
1097,schieben::V,stumti,밀다
1098,kratzen::V,kasyti,긁다
1099,kratzen::V,grandyti,긁다
1100,lecken::V,laižyti,핥다
1101,beißen::V,kandžioti,물다
1102,abreißen::V,nuplėšti,
1103,abschneiden::V,atpjauti,귾어내다
1104,abschneiden::V,atkirpti,귾어내다
1105,binden::V,rišti,매다
1106,binden::V,surišti,매다
1107,stecken::V,kišti,찌르다
1108,stecken::V,įkišti,찌르다
1109,brechen::V,lūžti,금
1110,brechen::V,laužyti,금
1111,klopfen::V,belsti,치다
1112,klopfen::V,barbenti,치다
1113,hauen::V,mušti,때리다
1114,kleben::V,lipdyti,들러붙다
1115,kleben::V,klijuoti,들러붙다
1116,reiben::V,trinti,문지르다
1117,reiben::V,tarkuoti,문지르다
1118,streichen::V,tepti,쓰다듬다
1119,streichen::V,užtepti,쓰다듬다
1120,schleifen::V,galą́sti,갈다
1121,schneiden::V,pjauti,베다
1122,schneiden::V,kirpti,베다
1123,rütteln::V,purtyti,흔들다
1124,schütteln::V,purtyti,흔들다
1125,schwenken::V,mojuoti,흔들다
1126,schütten::V,pilti,따르다
1127,schütten::V,berti,따르다
1128,füllen::V,pildyti,담다
1129,füllen::V,pripildyti,담다
1130,einwickeln::V,įvynioti,싸다
1131,einwickeln::V,suvynioti,싸다
1132,tragen::V,nešti,지우다
1133,tragen::V,nešioti,지우다
1134,schleppen::V,vilkti,끌다
1135,ziehen::V,tempti,당기다
1136,aufbewahren::V,laikyti,간직하다
1137,werfen::V,mesti,던지다
1138,werfen::V,sviesti,던지다
1139,fangen::V,sugauti,밥다
1140,packen::V,čiupti,쥐다
1141,packen::V,griebti,쥐다
1142,verstecken::V,slėpti,숨기다
1143,verstecken::V,slapstyti,숨기다
1144,teilen::V,dalyti,나누다
1145,teilen::V,padalyti,나누다
1146,schicken::V,sių̃sti,보내다
1147,schicken::V,pasių̃sti,보내다
1148,bringen::V,atnešti,가겨
1149,hinzufügen::V,pridėti,부가하다
1150,bekommen::V,gauti,얻다
1151,erhalten::V,gauti,지니다
1152,nehmen::V,paimti,잡다
1153,wählen::V,rinkti,선거하다
1154,wählen::V,išsirinkti,선거하다
1155,auswählen::V,išrinkti,선출하다
1156,bewahren::V,išsaugoti,저장보종
1157,behindern::V,trukdyti,훼방하다
1158,verderben::V,sugadinti,못쓰게 되다
1159,beschädigen::V,žaloti,상하게하다
1160,beschädigen::V,gadinti,상하게하다
1161,zerbrechen::V,sukulti,깨뜨리다
1162,zerbrechen::V,sudaužyti,깨뜨리다
1163,zerreißen::V,perplėšti,잡아쫓다
1164,zerreißen::V,suplėšyti,잡아쫓다
1165,zerstören::V,suardyti,파괴하다
1166,zerstören::V,sugriauti,파괴하다
1167,verbrennen::V,deginti,소실하다
1168,verbrennen::V,sudeginti,소실하다
1169,geben::V,duoti,주다
1170,geben::V,paduoti,주다
1171,reichen::V,paduoti,내일다
1172,schenken::V,dovanoti,주다
1173,versprechen::V,žadėti,약속하다
1174,versprechen::V,pažadėti,약속하다
1175,wünschen::V,norėti,바라다
1176,wünschen::V,linḱėti,바라다
1177,loben::V,girti,칭찬하다
1178,loben::V,pagirti,칭찬하다
1179,küssen::V,bučiuoti,키스하다
1180,wiegen::V,supti,어르다
1181,zudecken::V,užkloti,뚜꺼을하다
1182,zudecken::V,uždengti,뚜꺼을하다
1183,wecken::V,žadinti,깨우다
1184,zeigen::V,rodyti,보이다
1185,führen::V,vesti,가게하다
1186,führen::V,vadovauti,가게하다
1187,lehren::V,mokyti,가르치다
1188,lehren::V,išmokyti,가르치다
1189,unterrichten::V,dėstyti,가르지다
1190,aufziehen::V,išauginti,사육하다
1191,leiten::V,valdyti,이끌다
1192,leiten::V,vadovauti,이끌다
1193,antreiben::V,uiti,몰다
1194,antreiben::V,raginti,몰다
1195,antreiben::V,skubinti,몰다
1196,lassen::V,paliepti,내버려두다
1197,einladen::V,kviesti,초청하다
1198,einladen::V,pakviesti,초청하다
1199,vereinigen::V,sujungti,하나로하다
1200,vereinigen::V,suvienyti,하나로하다
1201,besuchen::V,lankyti,방문하다
1202,besuchen::V,aplankyti,방문하다
1203,treffen::V,sutikti,만나다
1204,treffen::V,pasitikti,만나다
1205,sich versammeln::V,susirinkti,조립하다
1206,spielen::V,groti,눌다
1207,spielen::V,žaisti,눌다
1208,singen::V,dainuoti,노래하다
1209,tanzen::V,šokti,춤추하다
1210,sich trennen::V,skirtis,가르다
1211,sich trennen::V,išsiskirti,가르다
1212,verlassen::V,palikti,버림받은
1213,retten::V,gelbėti,구조하다
1214,bewachen::V,sergėti,치키다
1215,schützen::V,ginti,보호하다
1216,schützen::V,apginti,보호하다
1217,verteidigen::V,ginti,막다
1218,verteidigen::V,apginti,막다
1219,sich schlagen::V,muštis,치다
1220,schießen::V,šauti,쏘다
1221,schießen::V,šaudyti,쏘다
1222,siegen::V,nugalėti,이기다
1223,ärgern::V,pykinti,성을내게하다
1224,schlagen::V,mušti,치다
1225,schlagen::V,smogti,치다
1226,schlagen::V,trenkti,치다
1227,treten::V,mygti,디디다
1228,stechen::V,gelti,찌르다
1229,stechen::V,smeigti,찌르다
1230,stoßen::V,stumti,찌르다
1231,stoßen::V,pastumti,찌르다
1232,stehlen::V,vogti,훔치다
1233,stören::V,trikdyti,움직이다
1234,belästigen::V,apsunkinti,괴롭히다
1235,verbergen::V,slėpti,숨기다
1236,verbergen::V,paslėpti,숨기다
1237,täuschen::V,klaidinti,속이다
1238,betrügen::V,apgauti,속이다
1239,töten::V,žudyti,죽이다
1240,töten::V,nužudyti,죽이다
1241,wohnen::V,gyventi,실다
1242,arbeiten::V,dirbti,일하다
1243,arbeiten::V,triūsti,일하다
1244,sammeln::V,rinkti,모으다
1245,pflücken::V,skinti,꿔다
1246,pflücken::V,raškyti,꿔다
1247,jagen::V,medžioti,사냥하다
1248,fischen::V,žvejoti,고기를잡다
1249,fassen::V,sučiupti,움켜쥐다
1250,hüten::V,ganyti,망보다
1251,treiben::V,ginti,몰아세우다
1252,anbinden::V,pririšti,묶다
1253,füttern::V,šerti,사료를주다
1254,melken::V,melžti,젖을짜다
1255,hacken::V,kapoti,자르다
1256,gießen::V,lieti,물을대다
1257,gießen::V,laistyti,물을대다
1258,reifen::V,nokti,성숙하다
1259,reifen::V,sirpti,성숙하다
1260,zubereiten::V,ruošti,조제하다
1261,zubereiten::V,gaminti,조제하다
1262,kochen::V,virti,요리하다
1263,kochen::V,virinti,요리하다
1264,backen::V,kepti,쿱다
1265,braten::V,kepti,굽다
1266,braten::V,kepinti,굽다
1267,umrühren::V,maišyti,교반하다
1268,umrühren::V,pamaišyti,교반하다
1269,stricken::V,megzti,뜨개질하다
1270,nähen::V,siūti,꿰매다
1271,färben::V,dažyti,채색하다
1272,färben::V,nudažyti,채색하다
1273,reinigen::V,valyti,청소하다
1274,reinigen::V,švarinti,청소하다
1275,waschen::V,plauti,씻다
1276,waschen::V,mazgoti,씻다
1277,waschen::V,skalbti,씻다
1278,abwischen::V,nušluostyti,닦다
1279,spülen::V,plauti,씻다
1280,spülen::V,skalauti,씻다
1281,fegen::V,šluoti,소체하다
1282,kehren::V,šluoti,청소하다
1283,baden::V,maudytis,감다
1284,sich waschen::V,praustis,모믈 씻다
1285,ausziehen::V,numauti,벗다
1286,ausziehen::V,nuvilkti,벗다
1287,anziehen::V,mauti,끌어움직이다
1288,anziehen::V,apsivilkti,끌어움직이다
1289,sich anziehen::V,rengtis,
1290,sich anziehen::V,apsirengti,
1291,kämmen::V,šukuoti,빗다
1292,schmücken::V,puošti,치레하다
1293,schmücken::V,dabinti,치레하다
1294,schmücken::V,gražinti,치레하다
1295,sagen::V,tarti,말하다
1296,sprechen::V,kalbėti,말하다
1297,reden::V,šnekėti,이야기하다
1298,sich unterhalten::V,kalbėtis,
1299,sich unterhalten::V,šnekučiuotis,
1300,fragen::V,klausti,질문하다
1301,bitten::V,prašyti,원하다
1302,erzählen::V,pasakoti,이야기하다
1303,mitteilen::V,skelbti,이야기하다
1304,mitteilen::V,pranešti,이야기하다
1305,nennen::V,vadinti,부르다
1306,nennen::V,vardyti,부르다
1307,rufen::V,šaukti,불러내다
1308,rufen::V,kviesti,불러내다
1309,prahlen::V,girtis,자랑하다
1310,übersetzen::V,versti,번역하다
1311,übersetzen::V,išversti,번역하다
1312,denken::V,galvoti,생각하다
1313,glauben::V,manyti,믿다
1314,glauben::V,tikėti,믿다
1315,bemerken::V,pamatyti,인자하다
1316,bemerken::V,pastebėti,인자하다
1317,erkennen::V,pažinti,인식하다
1318,erkennen::V,atpažinti,인식하다
1319,begreifen::V,suvokti,파악하다
1320,verstehen::V,suprasti,이해하다
1321,lernen::V,mokytis,배우다
1322,wissen::V,žinoti,알다
1323,sich erinnern an::V,prisiminti,상기하다
1324,vergessen::V,užmiršti,잊다
1325,messen::V,matuoti,측정하다
1326,zählen::V,skaičiuoti,세다
1327,rechnen::V,skaičiuoti,게산하다
1328,lesen::V,skaityti,읽다
1329,malen::V,tapyti,그리다
1330,zeichnen::V,piešti,소묘하다
1331,zeichnen::V,žymėti,소묘하다
1332,zeichnen::V,braižyti,소묘하다
1333,schreiben::V,rašyti,쓰다
1334,besitzen::V,turėti,소유하다
1335,kaufen::V,pirkti,사다
1336,verkaufen::V,parduoti,팔다
1337,bezahlen::V,apmokėti,지불하다
1338,zahlen::V,mokėti,치르다
1339,beherrschen::V,valdyti,지배하다
1340,ertragen::V,kę̃sti,참다
1341,ertragen::V,pakelti,참다
1342,ertragen::V,iškę̃sti,참다
