,Concept_ID,mn,se
163,Bauch::N,гэдэс,tjoajvve
164,Bauch::N,гэдэс,čoavji
165,Bauch::N,гэдэс,čuáv'ji
166,Bauch::N,гэдэс,čåu´jj
167,Bauch::N,гэдэс,чо̄ввьй
168,Nabel::N,хүйс,naepie
169,Nabel::N,хүйс,náhpe
170,Nabel::N,хүйс,náhpi
171,Nabel::N,хүйс,nääpi
172,Nabel::N,хүйс,nää´pp
173,Nabel::N,хүйс,на̄бпь
174,Busen::N,хөх,boenge
175,Busen::N,хөх,bållå
176,Busen::N,хөх,čižži
177,Busen::N,хөх,njamma
178,Busen::N,хөх,njižže
179,Busen::N,хөх,nje´ǯǯ
180,Busen::N,хөх,раннҍт
181,Brust::N,цээж,mïelke
182,Brust::N,цээж,radde
183,Brust::N,цээж,mielgga
184,Brust::N,цээж,raddi
185,Brust::N,цээж,radde
186,Brust::N,цээж,râ´dd
187,Brust::N,цээж,раннҍт
188,Schulter::N,мөр,åelkie
189,Schulter::N,мөр,oalgge
190,Schulter::N,мөр,hárdu
191,Schulter::N,мөр,ärdee
192,Schulter::N,мөр,uál'gi
193,Schulter::N,мөр,a´rddi
194,Schulter::N,мөр,vuä´lǧǧ
195,Schulter::N,мөр,вуэллык
196,Schulter::N,бугалга,åelkie
197,Schulter::N,бугалга,oalgge
198,Schulter::N,бугалга,hárdu
199,Schulter::N,бугалга,ärdee
200,Schulter::N,бугалга,uál'gi
201,Schulter::N,бугалга,a´rddi
202,Schulter::N,бугалга,vuä´lǧǧ
203,Schulter::N,бугалга,вуэллык
204,Arm::N,гар,gïete
205,Arm::N,гар,giehta
206,Arm::N,гар,giehta
207,Arm::N,гар,kietâ
208,Arm::N,гар,kie'tâkaaṿâ
209,Arm::N,гар,ǩiõtt
210,Arm::N,гар,кӣдт
211,Ellenbogen::N,тохой,gernjere
212,Ellenbogen::N,тохой,garŋŋel
213,Ellenbogen::N,тохой,gargŋil
214,Ellenbogen::N,тохой,käŋŋir
215,Ellenbogen::N,тохой,kõõnjâr
216,Ellenbogen::N,тохой,карьнэль
217,Hand::N,гар,gïete
218,Hand::N,гар,giehta
219,Hand::N,гар,giehta
220,Hand::N,гар,kietâ
221,Hand::N,гар,ǩiõtt
222,Hand::N,гар,кӣдт
223,Hand::N,алга,gïete
224,Hand::N,алга,giehta
225,Hand::N,алга,giehta
226,Hand::N,алга,kietâ
227,Hand::N,алга,ǩiõtt
228,Hand::N,алга,кӣдт
229,Handfläche::N,алга,gïeten-låapoe
230,Handfläche::N,алга,giehtavuodo
231,Handfläche::N,алга,tjårmmåvuodo
232,Handfläche::N,алга,giehtaloahpu
233,Handfläche::N,алга,kiämád
234,Handfläche::N,алга,kuámmir
235,Handfläche::N,алга,kuä´m'mer
236,Handfläche::N,алга,ǩiõttǩeä´m'men
237,Handfläche::N,алга,ко̄а̄ллдэгк
238,Handfläche::N,алга,кӣдткоалдэгк
239,Finger::N,хуруу,soerme
240,Finger::N,хуруу,tjuvdde
241,Finger::N,хуруу,suorbma
242,Finger::N,хуруу,čuvde
243,Finger::N,хуруу,suor'mâ
244,Finger::N,хуруу,suõrmm
245,Finger::N,хуруу,це̄ххп
246,Fingernagel::N,хурууны хумс,gadtse
247,Fingernagel::N,хурууны хумс,guehpere
248,Fingernagel::N,хурууны хумс,gadtsa
249,Fingernagel::N,хурууны хумс,gazza
250,Fingernagel::N,хурууны хумс,kozzâ
251,Fingernagel::N,хурууны хумс,kõʒʒ
252,Fingernagel::N,хурууны хумс,кэ̄ннц
253,Nagel[Anatomie]::N,хумс,gadtse
254,Nagel[Anatomie]::N,хумс,guehpere
255,Nagel[Anatomie]::N,хумс,gadtsa
256,Nagel[Anatomie]::N,хумс,gazza
257,Nagel[Anatomie]::N,хумс,kozzâ
258,Nagel[Anatomie]::N,хумс,kõʒʒ
259,Nagel[Anatomie]::N,хумс,кэ̄ннц
260,Zeh::N,хуруу,tjiehtjere
261,Zeh::N,хуруу,juolggetjuvdde
262,Zeh::N,хуруу,juolgesuorbma
263,Zeh::N,хуруу,jyel'gisuor'mâ
264,Zeh::N,хуруу,jue´lǧǧsuõrmm
265,Zeh::N,хуруу,ю̄лльк-це̄һп
266,Fuß::N,хөл,juelkie
267,Fuß::N,хөл,juolgge
268,Fuß::N,хөл,juolgi
269,Fuß::N,хөл,jyel'gi
270,Fuß::N,хөл,jue´lǧǧ
271,Fuß::N,хөл,ла̄бпь
272,Ferse::N,өсгий,båetskie
273,Ferse::N,өсгий,boasske
274,Ferse::N,өсгий,šušmi
275,Ferse::N,өсгий,šušme
276,Ferse::N,өсгий,jue´lǧǧkädd
277,Ferse::N,өсгий,ка̄ннт
278,Knie::N,өвдөг,boelve
279,Knie::N,өвдөг,buolvva
280,Knie::N,өвдөг,čibbi
281,Knie::N,өвдөг,veaŋki
282,Knie::N,өвдөг,iidâ
283,Knie::N,өвдөг,puõlvv
284,Knie::N,өвдөг,пуллв
285,Oberschenkel::N,гуя,ruaksja
286,Oberschenkel::N,гуя,tjibbe
287,Oberschenkel::N,гуя,gassaváhkká
288,Oberschenkel::N,гуя,badjeváhkáa
289,Oberschenkel::N,гуя,čuár'bpeeḷi
290,Oberschenkel::N,гуя,če´bb
291,Oberschenkel::N,гуя,чуаррбе̄лль
292,Bein::N,хөл,juelkie
293,Bein::N,хөл,juolgge
294,Bein::N,хөл,juolgi
295,Bein::N,хөл,jyel'gi
296,Bein::N,хөл,jue´lǧǧ
297,Bein::N,хөл,ю̄лльк
298,Körper::N,бие,kråahpe
299,Körper::N,бие,rumáj
300,Körper::N,бие,rumaš
301,Körper::N,бие,ruumâš
302,Körper::N,бие,rå´pp
303,Körper::N,бие,лышшьк
304,Körper::N,бие,роаӈӈьк
305,Haut::N,арьс,njaltja
306,Haut::N,арьс,lijkke
307,Haut::N,арьс,tjuobma
308,Haut::N,арьс,liiki
309,Haut::N,арьс,liške
310,Haut::N,арьс,le´šǩǩ
311,Haut::N,арьс,лышшьк
312,Blut::N,цус,vïrre
313,Blut::N,цус,maelie
314,Blut::N,цус,varra
315,Blut::N,цус,varra
316,Blut::N,цус,vorrâ
317,Blut::N,цус,võrr
318,Blut::N,цус,вэ̄рр
319,Ader::N,судас,åerie
320,Ader::N,судас,aajroe
321,Ader::N,судас,suodna
322,Ader::N,судас,varrasuotna
323,Ader::N,судас,suoṇâ
324,Ader::N,судас,suõnn
325,Ader::N,судас,сӯнн
326,Sehne::N,бүлх,soene
327,Sehne::N,бүлх,gåårtenje
328,Sehne::N,бүлх,suodna
329,Sehne::N,бүлх,suotna
330,Sehne::N,бүлх,suoṇâ
331,Sehne::N,бүлх,suõnn
332,Sehne::N,бүлх,сӯнн
333,Sehne::N,шандас,soene
334,Sehne::N,шандас,gåårtenje
335,Sehne::N,шандас,suodna
336,Sehne::N,шандас,suotna
337,Sehne::N,шандас,suoṇâ
338,Sehne::N,шандас,suõnn
339,Sehne::N,шандас,сӯнн
340,Knochen::N,яс,måara
341,Knochen::N,яс,måaroe
342,Knochen::N,яс,dákte
343,Knochen::N,яс,dákti
344,Knochen::N,яс,tähti
345,Knochen::N,яс,tä´htt
346,Knochen::N,яс,та̄ххт
347,Knochen::N,яс,та̄ффьт
348,Gehirn::N,тархи,aajla
349,Gehirn::N,тархи,vuojŋam
350,Gehirn::N,тархи,vuoigŋašat
351,Gehirn::N,тархи,vuoi'ŋâšeh
352,Gehirn::N,тархи,vuo'ivâšneh
353,Gehirn::N,тархи,vuõivâšn
354,Gehirn::N,тархи,вуэййвэшна
355,Herz::N,зүрх,vaajmoe
356,Herz::N,зүрх,tsåhke
357,Herz::N,зүрх,váibmu
358,Herz::N,зүрх,váimu
359,Herz::N,зүрх,čââ´đ
360,Herz::N,зүрх,кӯттҌк
361,Magen::N,ходоод,tjåejjie
362,Magen::N,ходоод,tjoajvve
363,Magen::N,ходоод,čoavji
364,Magen::N,ходоод,čuáv'ji
365,Magen::N,ходоод,čåu´jj
366,Magen::N,ходоод,чо̄ввьй
367,Leber::N,элэг,mueksie
368,Leber::N,элэг,librre
369,Leber::N,элэг,vuoivvas
370,Leber::N,элэг,vuoivâs
371,Leber::N,элэг,vuõivâs
372,Leber::N,элэг,вуйвас
373,Atem::N,амьсгаа,voejngehtasse
374,Atem::N,амьсгаа,båssånis
375,Atem::N,амьсгаа,vuojŋadahka
376,Atem::N,амьсгаа,vuoiŋŋahat
377,Atem::N,амьсгаа,vuo'iŋâstim
378,Atem::N,амьсгаа,jiõg'g
379,Atem::N,амьсгаа,вӯйнас
380,Atem::N,амьсгаа,вӯййнмушш
381,Hunger::N,өлсгөлөн,nielkie
382,Hunger::N,өлсгөлөн,nielgge
383,Hunger::N,өлсгөлөн,nealgi
384,Hunger::N,өлсгөлөн,nelgi
385,Hunger::N,өлсгөлөн,neä´lǧǧ
386,Hunger::N,өлсгөлөн,не̄лльк
387,Träne::N,нулимс,gïknjele
388,Träne::N,нулимс,ganjál
389,Träne::N,нулимс,ganjal
390,Träne::N,нулимс,koonjâl
391,Träne::N,нулимс,kõõnjâl
392,Träne::N,нулимс,кэ̄нял
393,Geschmack::N,амт,aelmie
394,Geschmack::N,амт,muosse
395,Geschmack::N,амт,smáhkka
396,Geschmack::N,амт,máhku
397,Geschmack::N,амт,smáhkka
398,Geschmack::N,амт,mááhu
399,Geschmack::N,амт,smakkâ
400,Geschmack::N,амт,njõõd
401,Geschmack::N,амт,smääkk
402,Geschmack::N,амт,ня̄лльк
403,Geruch::N,үнэр,haaje
404,Geruch::N,үнэр,habjja
405,Geruch::N,үнэр,hádja
406,Geruch::N,үнэр,opsâ
407,Geruch::N,үнэр,haajâ
408,Geruch::N,үнэр,õpss
409,Geruch::N,үнэр,haajj
410,Geruch::N,үнэр,апс
411,Geruch::N,үнэр,лэ̄гк
412,Schlaf::N,нойр,nahkerh
413,Schlaf::N,нойр,nager
414,Schlaf::N,нойр,oados
415,Schlaf::N,нойр,nagir
416,Schlaf::N,нойр,naṿer
417,Schlaf::N,нойр,nââ´er
418,Schlaf::N,нойр,нагерь
419,Traum::N,зүүд,nahkere
420,Traum::N,зүүд,niehko
421,Traum::N,зүүд,niehku
422,Traum::N,зүүд,naṿer
423,Traum::N,зүүд,nââ´er
424,Traum::N,зүүд,нагерь
425,Himmel::N,тэнгэр,elmie
426,Himmel::N,тэнгэр,almme
427,Himmel::N,тэнгэр,albmi
428,Himmel::N,тэнгэр,alme
429,Himmel::N,тэнгэр,â´lmm
430,Himmel::N,тэнгэр,алльм
431,Himmel::N,огторгуй,elmie
432,Himmel::N,огторгуй,almme
433,Himmel::N,огторгуй,albmi
434,Himmel::N,огторгуй,alme
435,Himmel::N,огторгуй,â´lmm
436,Himmel::N,огторгуй,алльм
437,Sonne::N,нар,biejjie
438,Sonne::N,нар,bæjvásj
439,Sonne::N,нар,beaivváš
440,Sonne::N,нар,peivi
441,Sonne::N,нар,piäiváš
442,Sonne::N,нар,pei´vv
443,Sonne::N,нар,пе̄ййв
444,Mond::N,сар,aske
445,Mond::N,сар,mánno
446,Mond::N,сар,mánnu
447,Mond::N,сар,máánu
448,Mond::N,сар,mään
449,Mond::N,сар,ма̄нн
450,Stern::N,од,daasta
451,Stern::N,од,naestie
452,Stern::N,од,násste
453,Stern::N,од,násti
454,Stern::N,од,täsni
455,Stern::N,од,tä´snn
456,Stern::N,од,та̄ссьт
457,Luft::N,агаар,elmie
458,Luft::N,агаар,ájmmo
459,Luft::N,агаар,áibmu
460,Luft::N,агаар,áimu
461,Luft::N,агаар,šõŋŋ
462,Luft::N,агаар,вӯйнас
463,Wind::N,салхи,bïegke
464,Wind::N,салхи,biegga
465,Wind::N,салхи,biegga
466,Wind::N,салхи,pieg'gâ
467,Wind::N,салхи,piõg'g
468,Wind::N,салхи,пӣӈӈк
469,Welle::N,долгио,baaroe
470,Welle::N,долгио,bárro
471,Welle::N,долгио,bárru
472,Welle::N,долгио,pááṛu
473,Welle::N,долгио,päärr
474,Welle::N,долгио,нэ̄ммп
475,Welle::N,давалгаа,baaroe
476,Welle::N,давалгаа,bárro
477,Welle::N,давалгаа,bárru
478,Welle::N,давалгаа,pááṛu
479,Welle::N,давалгаа,päärr
480,Welle::N,давалгаа,нэ̄ммп
481,Wasser::N,ус,tjaetsie
482,Wasser::N,ус,tjáhtje
483,Wasser::N,ус,čáhci
484,Wasser::N,ус,čääci
485,Wasser::N,ус,čää´cc
486,Wasser::N,ус,ча̄дзь
487,Stein::N,чулуу,gierkie
488,Stein::N,чулуу,giergge
489,Stein::N,чулуу,geađgi
490,Stein::N,чулуу,keđgi
491,Stein::N,чулуу,ǩeä´dǧǧ
492,Stein::N,чулуу,ке̄ддҌк
493,Boden::N,хөрс,betnie
494,Boden::N,хөрс,ednam
495,Boden::N,хөрс,bodni
496,Boden::N,хөрс,vuođđu
497,Boden::N,хөрс,ponne
498,Boden::N,хөрс,vuáđ̣u
499,Boden::N,хөрс,vuâđđ
500,Boden::N,хөрс,лаввьн
501,Boden::N,хөрс,е̄ммьне
502,Erde::N,газар,jåarta
503,Erde::N,газар,mueltie
504,Erde::N,газар,ednam
505,Erde::N,газар,mållde
506,Erde::N,газар,eana
507,Erde::N,газар,eennâm
508,Erde::N,газар,mädd
509,Erde::N,газар,jânnam
510,Erde::N,газар,е̄ммьне
511,Erde::N,шороо,jåarta
512,Erde::N,шороо,mueltie
513,Erde::N,шороо,ednam
514,Erde::N,шороо,mållde
515,Erde::N,шороо,eana
516,Erde::N,шороо,eennâm
517,Erde::N,шороо,mädd
518,Erde::N,шороо,jânnam
519,Erde::N,шороо,е̄ммьне
520,Staub::N,тоос,heblie
521,Staub::N,тоос,tsumhtsie
522,Staub::N,тоос,dubme
523,Staub::N,тоос,dopmu
524,Staub::N,тоос,kovjâ
525,Staub::N,тоос,põõ´l
526,Staub::N,тоос,кэ̄ббьй
527,Rauch::N,утаа,soeve
528,Rauch::N,утаа,suovva
529,Rauch::N,утаа,suovva
530,Rauch::N,утаа,suoṿâ
531,Rauch::N,утаа,suõvv
532,Rauch::N,утаа,сӯвв
533,Funke::N,оч,naestie
534,Funke::N,оч,tjuonam
535,Funke::N,оч,čuotnan
536,Funke::N,оч,čuođâlm
537,Funke::N,оч,iiskâr
538,Funke::N,оч,čuõzzâm
539,Funke::N,оч,чӯссэм
540,Feuer::N,гал,dålle
541,Feuer::N,гал,dållå
542,Feuer::N,гал,dolla
543,Feuer::N,гал,tullâ
544,Feuer::N,гал,toll
545,Feuer::N,гал,то̄лл
546,Licht::N,гэрэл,tjoevke
547,Licht::N,гэрэл,tjuovgga
548,Licht::N,гэрэл,čuovga
549,Licht::N,гэрэл,čuovggas
550,Licht::N,гэрэл,čuoṿâ
551,Licht::N,гэрэл,toll
552,Licht::N,гэрэл,čuõvv
553,Licht::N,гэрэл,то̄лл
554,Licht::N,гэгээ,tjoevke
555,Licht::N,гэгээ,tjuovgga
556,Licht::N,гэгээ,čuovga
557,Licht::N,гэгээ,čuovggas
558,Licht::N,гэгээ,čuoṿâ
559,Licht::N,гэгээ,toll
560,Licht::N,гэгээ,čuõvv
561,Licht::N,гэгээ,то̄лл
562,Schatten::N,сүүдэр,skugkie
563,Schatten::N,сүүдэр,soejvene
564,Schatten::N,сүүдэр,irkes
565,Schatten::N,сүүдэр,sieges
566,Schatten::N,сүүдэр,itku
567,Schatten::N,сүүдэр,suoivâ
568,Schatten::N,сүүдэр,õõtt
569,Schatten::N,сүүдэр,ǩeeu´niǩ
570,Schatten::N,сүүдэр,кывьнэхь
571,Wetter::N,тэнгэр,vïerhtse
572,Wetter::N,тэнгэр,dálkke
573,Wetter::N,тэнгэр,dálki
574,Wetter::N,тэнгэр,šoŋŋâ
575,Wetter::N,тэнгэр,šõŋŋ
576,Wetter::N,тэнгэр,шэ̄ӈӈ
577,Wetter::N,цаг уур,vïerhtse
578,Wetter::N,цаг уур,dálkke
579,Wetter::N,цаг уур,dálki
580,Wetter::N,цаг уур,šoŋŋâ
581,Wetter::N,цаг уур,šõŋŋ
582,Wetter::N,цаг уур,шэ̄ӈӈ
583,Nebel::N,будан,såavla
584,Nebel::N,будан,mearhka
585,Nebel::N,будан,murkko
586,Nebel::N,будан,mierkká
587,Nebel::N,будан,mierká
588,Nebel::N,будан,miär'kká
589,Nebel::N,будан,oṃo
590,Nebel::N,будан,sue´lnn
591,Nebel::N,будан,цӣгк
592,Nebel::N,будан,сулльн
593,Wolke::N,үүл,balve
594,Wolke::N,үүл,balvva
595,Wolke::N,үүл,balva
596,Wolke::N,үүл,polvâ
597,Wolke::N,үүл,põlvv
598,Wolke::N,үүл,пэллв
599,Regen::N,бороо,ebrie
600,Regen::N,бороо,harvve
601,Regen::N,бороо,arvi
602,Regen::N,бороо,arve
603,Regen::N,бороо,â´brr
604,Regen::N,бороо,аббьр
605,Schnee::N,цас,lopme
606,Schnee::N,цас,moehtege
607,Schnee::N,цас,muohta
608,Schnee::N,цас,muohta
609,Schnee::N,цас,muotâ
610,Schnee::N,цас,muõtt
611,Schnee::N,цас,вэ̄дз
612,Schnee::N,цас,куэллт
613,Eis::N,мөс,jïenge
614,Eis::N,мөс,jiegŋa
615,Eis::N,мөс,jiekŋa
616,Eis::N,мөс,jieŋ̣â
617,Eis::N,мөс,jiõŋŋ
618,Eis::N,мөс,ӣӈӈ
619,Frost::N,хүйт,baajkoe
620,Frost::N,хүйт,tjoasskem
621,Frost::N,хүйт,buolaš
622,Frost::N,хүйт,puolâš
623,Frost::N,хүйт,puõlâš
624,Frost::N,хүйт,мӯнь
625,Kälte::N,хүйт,jueskie
626,Kälte::N,хүйт,tjåetskeme
627,Kälte::N,хүйт,tjoasskem
628,Kälte::N,хүйт,čoaskin
629,Kälte::N,хүйт,ko'lmâsvuotâ
630,Kälte::N,хүйт,ijss
631,Kälte::N,хүйт,čuä´cǩǩem
632,Kälte::N,хүйт,tuârggnjõs
633,Kälte::N,хүйт,кэ̄лмас
634,Hitze::N,халуун,baahke
635,Hitze::N,халуун,báhkka
636,Hitze::N,халуун,báhkka
637,Hitze::N,халуун,pakkâ
638,Hitze::N,халуун,kuṃe
639,Hitze::N,халуун,paašt
640,Hitze::N,халуун,жоарр
641,Raureif::N,цан,jyjse
642,Raureif::N,цан,ridne
643,Raureif::N,цан,goarre
644,Raureif::N,цан,ritni
645,Raureif::N,цан,suhči
646,Raureif::N,цан,riṇe
647,Raureif::N,цан,ай
648,Raureif::N,хяруу,jyjse
649,Raureif::N,хяруу,ridne
650,Raureif::N,хяруу,goarre
651,Raureif::N,хяруу,ritni
652,Raureif::N,хяруу,suhči
653,Raureif::N,хяруу,riṇe
654,Raureif::N,хяруу,ай
655,Regenbogen::N,солонго,aatjan goengere
656,Regenbogen::N,солонго,aatjan joekse
657,Regenbogen::N,солонго,ádjájuoksa
658,Regenbogen::N,солонго,arvedávgi
659,Regenbogen::N,солонго,bajándávgi
660,Regenbogen::N,солонго,äijihtävgi
661,Regenbogen::N,солонго,teârmmazjohss
662,Regenbogen::N,солонго,тӣрмесью̄ккс
663,Donner::N,тэнгэрийн дуу,raejrie
664,Donner::N,тэнгэрийн дуу,átjek
665,Donner::N,тэнгэрийн дуу,átjárájdde
666,Donner::N,тэнгэрийн дуу,áddjá
667,Donner::N,тэнгэрийн дуу,baján
668,Donner::N,тэнгэрийн дуу,juuṛâ
669,Donner::N,тэнгэрийн дуу,tie´rmes
670,Donner::N,тэнгэрийн дуу,тӣрмесь
671,Donner::N,тэнгэрийн дуу,ча̄ркнэгк
672,Strömung::N,урсгал,njuvvie
673,Strömung::N,урсгал,ájggedáhpe
674,Strömung::N,урсгал,rávdnji
675,Strömung::N,урсгал,virde
676,Strömung::N,урсгал,ve´rdd
677,Strömung::N,урсгал,выррьт
678,Tropfen::N,дусал,gåajhkohts
679,Tropfen::N,дусал,gåjkudis
680,Tropfen::N,дусал,goaikkanas
681,Tropfen::N,дусал,čalme
682,Tropfen::N,дусал,čâ´lmm
683,Tropfen::N,дусал,ча̄лльм
684,Schaum::N,хөөс,sapte
685,Schaum::N,хөөс,såpptå
686,Schaum::N,хөөс,sokta
687,Schaum::N,хөөс,suptâ
688,Schaum::N,хөөс,soptt
689,Schaum::N,хөөс,со̄ппт
690,Schmutz::N,хир,haaskoe
691,Schmutz::N,хир,duolvva
692,Schmutz::N,хир,duolva
693,Schmutz::N,хир,durdi
694,Schmutz::N,хир,stänži
695,Schmutz::N,хир,sähss
696,Schmutz::N,хир,са̄ккьс
697,Schmutz::N,хир,не̄шшь
698,Schmutz::N,шавхай,haaskoe
699,Schmutz::N,шавхай,duolvva
700,Schmutz::N,шавхай,duolva
701,Schmutz::N,шавхай,durdi
702,Schmutz::N,шавхай,stänži
703,Schmutz::N,шавхай,sähss
704,Schmutz::N,шавхай,са̄ккьс
705,Schmutz::N,шавхай,не̄шшь
706,See::N,нуур,jaevrie
707,See::N,нуур,jávrre
708,See::N,нуур,jávri
709,See::N,нуур,jävri
710,See::N,нуур,jâu´rr
711,See::N,нуур,я̄ввьр
712,Sumpf::N,намаг,pluevie
713,Sumpf::N,намаг,áhpe
714,Sumpf::N,намаг,sæmssa
715,Sumpf::N,намаг,jeaggi
716,Sumpf::N,намаг,jeggi
717,Sumpf::N,намаг,jeä´ǧ'ǧ
718,Sumpf::N,намаг,ла̄ммьп
719,Sumpf::N,балчиг,pluevie
