,Concept_ID,ku,fi
96,Kälte::N,serma,kylmyys
97,Hitze::N,germayî,helle
98,Hitze::N,germayî,kuumuus
99,Raureif::N,şext,huurre
100,Regenbogen::N,heftreng,sateenkaari
101,Donner::N,gire-gir,jyrinä
102,Strömung::N,şewl,virtaus
103,Tropfen::N,dilop,tippa
104,Tropfen::N,dilop,pisara
105,Schaum::N,kef,vaahto
106,Schmutz::N,gemar,loka
107,See::N,gol,järvi
108,Sumpf::N,hezek,suo
109,Moor::N,mafêl,räme
110,Wiese::N,sûrik,niitty
111,Wald::N,çiya,metsä
112,Wald::N,daristan,metsä
113,Hügel::N,gir,mäki
114,Hügel::N,gir,kumpu
115,Hügel::N,gir,kukkula
116,Anhöhe::N,sere gir,mäki
117,Anhöhe::N,sere gir,kumpare
118,Berg::N,kaş,mäki
119,Berg::N,kaş,vuori
120,Gipfel::N,sere gir,laki
121,Gipfel::N,sere gir,huippu
122,Höhle::N,şikeft,luola
123,Abhang::N,kaş,rinne
124,Quelle::N,kanî,lähde
125,Bach::N,çem,puro
126,Fluss::N,çem,joki
127,Fluss::N,rûbar,joki
128,Ufer::N,kevî,ranta
129,Küste::N,berav,rannikko
130,Festland::N,bejahî,manner
131,Meer::N,behr,meri
132,Bucht::N,derav,lahti
133,Insel::N,girav,saari
134,Blume::N,kulînk,kukka
135,Gras::N,giha,ruoho
136,Wurzel::N,reh,juuri
137,Baum::N,dar,puu
138,Stamm::N,bavik,runko
139,Rinde::N,qaqil,kuori
140,Rinde::N,qaqil,parkki
141,Ast::N,gulî,oksa
142,Zweig::N,şax,haara
143,Blatt::N,pel,lehti
144,Birke::N,dara sipî,koivu
145,Kiefer[Baum]::N,dara bî,mänty
146,Kiefer[Baum]::N,dara bî,petäjä
147,Weide[Baum]::N,dara belalûk,paju
148,Tanne::N,merx,kuusi
149,Horn::N,strô,sarvi
150,Feder::N,pîrtîk,sulka
151,Feder::N,pîrtîk,höyhen
152,Fell::N,heyar,talja
153,Flügel::N,per,siipi
154,Klaue::N,napîk,kynsi
155,Kralle::N,dinik,kynsi
156,Kralle::N,dirnax,kynsi
157,Schwanz::N,dûv,häntä
158,Schwanz::N,dûv,pyrstö
159,Ei::N,hêk,muna
160,Nest::N,hêlîn,pesä
161,Bau::N,avahî,pesä
162,Tier::N,heywan,eläin
163,Herde::N,hoz,lauma
164,Kuh::N,çêlek,lehmä
165,Bulle::N,ga,sonni
166,Pferd::N,hesp,hevonen
167,Schaf::N,mîh,lammas
168,Schwein::N,beraz,sika
169,Hund::N,seh,koira
170,Katze::N,pişîk,kissa
171,Bär::N,hirç,karhu
172,Eichhörnchen::N,pilûr,orava
173,Elch::N,pazkovî,hirvi
174,Fuchs::N,rovî,kettu
175,Hase::N,kîroşk,jänis
176,Maus::N,mişk,hiiri
177,Wolf::N,gur,susi
178,Vogel::N,çûk,lintu
179,Schwarm::N,lufik,parvi
180,Huhn::N,mirîşk,kana
181,Hahn::N,dîk,kukko
182,Gans::N,qaz,hanhi
183,Adler::N,eylo,kotka
184,Ente::N,werdek,ankka
185,Eule::N,bûm,pöllö
186,Eule::N,kund,pöllö
187,Kranich::N,quling,kurki
188,Krähe::N,qijik,varis
189,Kuckuck::N,pepûk,käki
190,Schwan::N,qû,joutsen
191,Fisch::N,masî,kala
192,Barsch::N,okûn,ahven
193,Hecht::N,mesîyê lûf,hauki
194,Schlange[Tier]::N,mar,käärme
195,Wurm::N,kurm,mato
196,Spinne::N,pîrê,hämähäkki
197,Ameise::N,mîro,muurahainen
198,Ameise::N,gêrîk,muurahainen
199,Laus::N,spi,täi
200,Mücke::N,mêş,sääski
201,Mücke::N,mêş,hyttynen
202,Fliege::N,mêş,kärpänen
203,Schmetterling::N,perperîk,perhonen
204,Beere::N,hirç,marja
205,Apfel::N,sêv,omena
206,Pilz::N,bîrov,sieni
207,Zwiebel::N,pîvaz,sipuli
208,Saat::N,tov,siemenet
209,Korn::N,dexl,jyvä
210,Korn::N,dexl,vilja
211,Heu::N,sap,heinä
212,Schale::N,qaşik,kuori
213,Grube::N,çahl,kuoppa
214,Falle::N,dafik,loukku
215,Schlinge::N,dahf,ansa
216,Spur::N,rêç,jälki
217,Asche::N,xweli,tuhka
218,Dreck::N,gemarî,lika
219,Eisen::N,hesing,rauta
220,Gold::N,zêr,kulta
221,Silber::N,zîv,hopea
222,Kohle::N,komir,hiili
223,Glas::N,qedeh,lasi
224,Lehm::N,kelpîç,savi
225,Sand::N,qûm,hiekka
226,Mensch::N,mirov,ihminen
227,Mann::N,mêr,mies
228,Frau::N,jin,nainen
229,Kind::N,zarok,lapsi
230,Junge::N,kur,poika
231,Mädchen::N,keç,tyttö
232,Mädchen::N,keçik,tyttö
233,Familie::N,malbat,perhe
234,Großvater::N,bapîr,isoisä
235,Großmutter::N,pîrik,isoäiti
236,Eltern::N,bavudê,vanhemmat
237,Vater::N,bav,isä
238,Mutter::N,dê,äiti
239,Mutter::N,dayik,äiti
240,Sohn::N,kur,poika
241,Tochter::N,keç,tytär
242,Bruder::N,bira,veli
243,Schwester::N,xweh,sisko
244,Onkel::N,am,eno
245,Onkel::N,am,setä
246,Onkel::N,xal,eno
247,Onkel::N,xal,setä
248,Tante::N,metik,täti
249,Tante::N,xaltîk,täti
250,Ehemann::N,mêr,mies
251,Ehemann::N,mêr,aviomies
252,Ehefrau::N,kulfet,vaimo
253,Ehefrau::N,kulfet,aviovaimo
254,Freude::N,kêfxweşî,ilo
255,Freude::N,kêfxweşî,riemu
256,Gelächter::N,pîrqînî,nauru
257,Glück::N,bext,onni
258,Kummer::N,derd,suru
259,Kummer::N,derd,murhe
260,Wunsch::N,daxwaz,toive
261,Wunsch::N,daxwaz,toivomus
262,Wunsch::N,xwestek,toive
263,Wunsch::N,xwestek,toivomus
264,Lust::N,şewq,himo
265,Geist::N,aqil,henki
266,Gedanke::N,fikir,aate
267,Gedanke::N,fikir,ajatus
268,Gedächtnis::N,aqil,muisti
269,Verstand::N,fêm,äly
270,Verstand::N,fêm,järki
271,Verstand::N,fêm,ymmärrys
272,Sinn::N,aqil,merkitys
273,Grund::N,asas,syy
274,Grund::N,asas,peruste
275,Wahrheit::N,rastî,tosi
276,Wahrheit::N,rastî,totuus
277,Gespräch::N,guftûgo,puhelu
278,Gespräch::N,guftûgo,keskustelu
279,Märchen::N,çirok,satu
280,Erzählung::N,çirok,tarina
281,Erzählung::N,çirok,kertomus
282,Erzählung::N,vegotin,tarina
283,Erzählung::N,vegotin,kertomus
284,Nachricht::N,nûçe,tieto
285,Nachricht::N,nûçe,ilmoitus
286,Neuigkeit::N,hewal,uutinen
287,Name::N,nav,nimi
288,Name::N,paşnav,nimi
289,Rätsel::N,tiştonek,arvoitus
290,Rede::N,gotar,puhe
291,Rede::N,axavtin,puhe
292,Sprache::N,ziman,kieli
293,Stimme::N,pejn,ääni
294,Wort::N,gotin,sana
295,Zeichen::N,şanek,merkki
296,Ruf::N,hawar,kutsu
297,Lärm::N,xarbalix,melu
298,Lärm::N,xarbalix,hälinä
299,Laut::N,deng,ääni
300,Laut::N,hês,ääni
301,Ton::N,awaz,sävel
302,Lied::N,sitran,laulu
303,Ruhe::N,rihetî,lepo
304,Ruhe::N,rihetî,rauha
305,Leute::N,xelk,väki
306,Leute::N,xelk,ihmiset
307,Volk::N,xelk,kansa
308,Arbeit::N,xebat,työ
309,Gast::N,mêvan,vieras
310,Geschenk::N,diyarî,lahja
311,Spiel::N,lîstik,peli
312,Spiel::N,lîstik,leikki
313,Gesellschaft::N,komal,seura
314,Hilfe::N,alîkarî,apu
315,Freund::N,heval,ystävä
316,Kamerad::N,heval,toveri
317,Angelegenheit::N,pirsgirêk,asia
318,Anzahl::N,çend,lukumäärä
319,Art::N,çeh,laji
320,Stück::N,lib,pala
321,Stück::N,lib,kappale
322,Stück::N,parçe,pala
323,Stück::N,parçe,kappale
324,Teil::N,parçe,osa
325,Hälfte::N,nîvî,puoli
326,Kreis::N,çemil,ympyrä
327,Kreuz::N,xaç,risti
328,Linie::N,xezik,viiva
329,Strich::N,xezik,piirto
330,Abstand::N,dûrahî,väli
331,Abstand::N,dûrahî,väljyys
332,Entfernung::N,dûrahî,etäisyys
333,Gegend::N,dever,seutu
334,Platz::N,çih,tila
335,Ort::N,dever,kohta
336,Ort::N,dever,paikka
337,Seite::N,rûpel,sivu
338,Seite::N,rûpel,kylki
339,Mitte::N,nav,keskus
340,Mitte::N,nav,puoliväli
341,Mitte::N,nabênê,keskus
342,Mitte::N,nabênê,puoliväli
343,Gegenstand::N,tişt,kalu
344,Gegenstand::N,tişt,esine
345,Sache::N,tişt,asia
346,Rand::N,kevî,ääri
347,Rand::N,kevî,syrjä
348,Kante::N,kevî,särmä
349,Ecke::N,qunç,nurkka
350,Spitze::N,derzî,terä
351,Spitze::N,derzî,kärki
352,Ende::N,talî,pää
353,Ende::N,talî,perä
354,Loch::N,qul,kolo
355,Loch::N,qul,reikä
356,Winkel::N,kurnîşk,kulma
357,Muster::N,desen,kuvio
358,Größe::N,mezinî,koko
359,Größe::N,mezinî,suuruus
360,Länge::N,dirêjahî,pituus
361,Höhe::N,bilindayî,korkeus
362,Gewicht::N,giranî,paino
363,Menge::N,qas,määrä
364,Haufen::N,lod,kasa
365,Reihe::N,rêz,rivi
366,Boot::N,kelek,vene
367,Ruder::N,bêrik,airo
368,Schlitten::N,xîjik,reki
369,Schlitten::N,xîjik,kelkka
370,Ski::N,lakan,suksi
371,Lagerfeuer::N,agir,nuotio
372,Last::N,bar,kuorma
373,Gang::N,fîtêz,kulku
374,Gang::N,fîtêz,käynti
375,Schritt::N,gav,askel
376,Norden::N,bakur,pohjoinen
377,Süden::N,başur,etelä
378,Westen::N,rojava,länsi
379,Osten::N,rojhilat,itä
380,Holz::N,dep,puu
381,Brett::N,dep,lauta
382,Platte::N,dep,levy
383,Stütze::N,destek,noja
384,Stange::N,sing,tanko
385,Stock::N,çam,keppi
386,Stab::N,qat,sauva
387,Stab::N,qat,seiväs
388,Rohr::N,borî,putki
389,Haus::N,mal,talo
390,Haus::N,xanî,talo
391,Heim::N,mal,koti
392,Ofen::N,sobe,uuni
393,Fußboden::N,binpê,lattia
394,Tisch::N,mase,pöytä
395,Stuhl::N,kursî,tuoli
396,Wiege::N,derguş,kehto
397,Bett::N,qerewêle,sänky
398,Regal::N,rêbaz,hylly
399,Kiste::N,sindoq,arkku
400,Kiste::N,sindoq,kirstu
401,Kiste::N,sindoq,laatikko
402,Fenster::N,çam,ikkuna
403,Fenster::N,şibeke,ikkuna
404,Tür::N,derî,ovi
405,Tor::N,derge,portti
406,Zaun::N,hejik,aita
407,Dach::N,sere xanî,katto
408,Leiter::N,pêling,tikkaat
409,Leiter::N,pêling,tikapuut
410,Besen::N,melkes,luuta
411,Spaten::N,mer,lapio
412,Schaufel::N,bêr,lapio
413,Gabel::N,çetel,haarukka
414,Löffel::N,kevçî,lusikka
415,Messer::N,kêr,veitsi
416,Nagel::N,bizmar,naula
417,Netz::N,tor,verkko
418,Haken::N,çenqel,haka
419,Haken::N,çenqel,koukku
420,Griff::N,destî,ripa
421,Griff::N,destî,kahva
422,Schloss::N,qonax,lukko
423,Bild::N,dimen,kuva
424,Figur::N,figûr,kuvio
425,Puppe::N,bûk,nukke
426,Beutel::N,kîsik,pussi
427,Bündel::N,pêçek,nippu
428,Bündel::N,pêçek,kimppu
429,Tasche::N,bêrîk,laukku
430,Eimer::N,dewl,sanko
431,Eimer::N,dewl,ämpäri
432,Deckel::N,devik,kansi
433,Geschirr::N,ferax,astia
434,Sack::N,tûr,säkki
435,Tasse::N,kada,kuppi
436,Topf::N,beroş,pata
437,Kessel::N,şîril,kattila
438,Essen::N,xwarin,syönti
439,Nahrung::N,xwarin,ruoka
440,Nahrung::N,xwarin,ravinto
441,Speise::N,xwarin,ruoka
442,Fleisch::N,goşt,liha
443,Getreide::N,zad,vilja
444,Brei::N,hewdêl,puuro
445,Brot::N,,leipä
446,Scheibe::N,parçe,viipale
447,Fett::N,rûn,rasva
448,Butter::N,rûn,voi
449,Öl::N,rûn,öljy
450,Salz::N,xwe,suola
451,Suppe::N,şorbe,keitto
452,Honig::N,hingiv,hunaja
453,Milch::N,şîr,maito
454,Tee::N,çay,tee
455,Leder::N,çerm,nahka
456,Wolle::N,herî,villa
457,Stoff::N,paç,kangas
458,Nadel::N,derzî,neula
459,Faden::N,ta,lanka
460,Knopf::N,bişkok,nappi
461,Knoten::N,girêk,solmu
462,Farbe::N,boyax,maali
463,Kleidung::N,çil,vaatteet
464,Hemd::N,qutik,paita
465,Hemd::N,miltan,paita
466,Kragen::N,stûvang,kaulus
467,Ärmel::N,hûçik,hiha
468,Hose::N,şewel,housut
469,Gürtel::N,qayiş,vyö
470,Mütze::N,fîno,lakki
471,Schuh::N,şêkal,kenkä
472,Stiefel::N,gizme,saapas
473,Stiefel::N,çizme,saapas
474,Ring::N,xelek,sormus
475,Band::N,band,nauha
476,Kamm::N,şeh,kampa
477,Spiegel::N,eynik,peili
478,Riemen::N,qayiş,hihna
479,Schnur::N,doxin,naru
480,Schnur::N,doxin,nuora
481,Leine::N,şirît,talutushihna
482,Decke::N,bataniye,peite
483,Kissen::N,balgî,tyyny
484,Kissen::N,balgî,pielus
485,Tuch::N,şar,huivi
486,Handtuch::N,dezmal,pyyheliina
487,Kraft::N,hêz,väki
488,Kraft::N,hêz,voima
489,Kraft::N,qewet,väki
490,Kraft::N,qewet,voima
491,Stärke::N,xurtî,vahvuus
492,Gesundheit::N,nojdarî,terveys
493,Krankheit::N,nexweşî,tauti
494,Krankheit::N,nexweşî,sairaus
495,Schmerz::N,êş,kipu
496,Schmerz::N,êş,särky
497,Wunde::N,kul,haava
498,Fieber::N,ta,kuume
499,Arznei::N,derman,lääke
500,Brücke::N,kopî,silta
501,Brunnen::N,çal,kaivo
502,Brunnen::N,kani,kaivo
503,Weide::N,beyar,laidun
504,Pfad::N,xaçirek,polku
505,Weg::N,rê,tie
506,Straße::N,rê,katu
507,Dorf::N,gund,kylä
508,Stadt::N,baçar,kaupunki
509,Brief::N,name,kirje
510,Buch::N,kitêb,kirja
511,Buch::N,pirtûk,kirja
512,Buchstabe::N,herf,kirjain
513,Zeitung::N,rojname,lehti
514,Zeitung::N,rojname,sanomalehti
515,Leben::N,jiyan,elo
516,Leben::N,jiyan,elämä
517,Tod::N,mirin,kuolema
518,Grab::N,mezel,hauta
519,Kirche::N,gilyas,kirkko
520,Sünde::N,guneh,synti
521,Gott::N,xwedê,jumala
522,Arbeiter::N,hîşçî,työläinen
523,Chef::N,bêg,päällikkö
524,Meister::N,hoste,mestari
525,Arzt::N,doktor,lääkäri
526,Lehrer::N,mamoste,opettaja
527,Geld::N,pere,raha
528,Geschäft::N,firoşgeh,liike
529,Laden::N,dikan,puoti
530,Laden::N,dikan,kauppa
531,Preis::N,buha,hinta
532,Ware::N,tişt,tavara
533,Nutzen::N,fêde,hyöty
534,Reichtum::N,serwet,rikkaus
535,Welt::N,dinya,maailma
536,Land::N,welat,maa
537,Staat::N,dewlet,valtio
538,König::N,şah,kuningas
539,König::N,qral,kuningas
540,Macht::N,qewet,mahti
541,Macht::N,destihilat,mahti
542,Grenze::N,kevî,raja
543,Krieg::N,çeng,sota
544,Krieg::N,sêwaş,sota
545,Feind::N,dijmin,vihollinen
546,Gewalt::N,zor,väkivalta
547,Kampf::N,şer,taistelu
548,Bogen[Waffe]::N,kêvan,jousi
549,Pfeil::N,çîrik,nuoli
550,Gewehr::N,tifing,kivääri
551,Fehler::N,şaşî,vika
552,Fehler::N,şaşî,virhe
553,Lüge::N,derew,valhe
554,Schaden::N,xisar,vaurio
555,Schaden::N,xisar,vahinko
556,Unglück::N,bêbextî,vahinko
557,Unglück::N,bêbextî,onnettomuus
558,Schuld::N,suç,syy
559,Alter::N,temen,ikä
560,Schluss::N,girtin,loppu
561,Zeit::N,çax,aika
562,Tag::N,roj,päivä
563,Morgen::N,sibeh,aamu
564,Morgen::N,sibeh,huomen
565,Mittag::N,nîro,keskipäivä
566,Abend::N,êvar,ilta
567,Nacht::N,şev,yö
568,Woche::N,heftî,viikko
569,Monat::N,meh,kuukausi
570,Jahr::N,sal,vuosi
571,Frühling::N,bihar,kevät
572,Sommer::N,havîn,kesä
573,Herbst::N,payîz,syksy
574,Winter::N,zistan,talvi
575,Januar::N,çile,tammikuu
576,Februar::N,sibat,helmikuu
577,März::N,adar,maaliskuu
578,April::N,nîsan,huhtikuu
579,Mai::N,gûlan,toukokuu
580,Juni::N,hezîran,kesäkuu
581,Juli::N,tîmeh,heinäkuu
582,August::N,tebax,elokuu
583,September::N,îlon,syyskuu
584,Oktober::N,çotmeh,lokakuu
585,November::N,mijdar,marraskuu
586,Dezember::N,kanûn,joulukuu
587,Montag::N,duşemb,maanantai
588,Dienstag::N,sêşem,tiistai
589,Mittwoch::N,çarşemb,keskiviikko
590,Donnerstag::N,pêşemb,torstai
591,Freitag::N,în,perjantai
592,Samstag::N,şemî,lauantai
593,Sonntag::N,yekşemb,sunnuntai
594,groß::A,mezin,iso
595,groß::A,mezin,suuri
596,klein::A,çûçik,pieni
597,lang::A,dirêj,pitkä
598,kurz::A,kin,lyhyt
599,breit::A,fireh,leveä
600,schmal::A,tenik,kapea
601,dicht::A,gir,taaja
602,dick[Gegenstand]::A,şîşman,paksu
603,dünn::A,zirav,ohut
604,fein::A,tenik,hieno
605,fest::A,saxlem,luja
606,flach::A,pahn,litteä
607,flach::A,pahn,tasainen
608,glatt::A,dûz,sileä
609,glatt::A,dûz,siloinen
610,glatt::A,şayîk,sileä
611,glatt::A,şayîk,siloinen
612,hart::A,hişk,kova
613,weich::A,nerm,pehmeä
614,rund::A,gilover,pyöreä
615,spitz::A,pîj,terävä
616,scharf::A,tûj,terävä
617,stumpf::A,ne tûj,tylsä
618,schwer::A,giran,raskas
619,schwer::A,giran,painava
620,schön::A,xweş,kaunis
621,schön::A,xweşik,kaunis
622,heiß::A,kelandî,kuuma
623,warm::A,germ,lämmin
624,kalt::A,sar,kylmä
625,kalt::A,sar,viluinen
626,kühl::A,jemîrî,viileä
627,frisch::A,ter,tuore
628,feucht::A,şil,kostea
629,nass::A,şilek,märkä
630,trocken::A,zuwa,kuiva
631,voll::A,tijî,täysi
632,leer::A,vala,tyhjä
633,offen::A,vekirî,avonainen
634,geschlossen::A,asê,suljettu
635,sauber::A,pakij,puhdas
636,schmutzig::A,lewitî,likainen
637,roh::A,xav,raaka
638,reif::A,gihaştî,kypsä
639,lecker::A,xweş,herkullinen
640,süß::A,şîrîn,makea
641,bitter::A,tahl,karvas
642,bitter::A,tahl,kitkerä
643,sauer::A,tirş,hapan
644,hell::A,ronî,kirkas
645,hell::A,ronî,valoisa
646,dunkel::A,tarî,pimeä
647,schwarz::A,reş,musta
648,weiß::A,sipî,valkea
649,rot::A,sor,punainen
650,gelb::A,zer,keltainen
651,blau::A,şîn,sininen
652,grün::A,şîn,vihreä
653,grau::A,gewr,harmaa
654,bunt::A,rengîn,kirjava
655,billig::A,erzan,halpa
656,billig::A,erzan,huokea
657,teuer::A,biha,kallis
658,wertvoll::A,hêja,arvokas
659,wertvoll::A,giranbiha,arvokas
660,blind::A,kor,sokea
661,taub::A,kerr,kuuro
662,kräftig::A,gir,väkevä
663,kräftig::A,gir,voimakas
664,kräftig::A,xurt,väkevä
665,kräftig::A,xurt,voimakas
666,stark::A,xurt,vahva
667,schwach::A,kesad,heikko
668,fett::A,qelew,lihava
669,schlank::A,zirav,hoikka
670,schlank::A,zirav,solakka
671,hübsch::A,xweşik,soma
672,hübsch::A,xweşik,sievä
673,böse::A,xerab,paha
674,böse::A,xerab,häijy
675,böse::A,aciz,paha
676,böse::A,aciz,häijy
677,dumm::A,gêj,tyhmä
678,dumm::A,gêj,typerä
679,faul::A,têmbêl,laiska
680,fleißig::A,jêhatî,ahkera
681,geizig::A,destgirtî,saita
682,klug::A,baqil,älykäs
683,geschickt::A,zîrek,taitava
684,geschickt::A,ziring,taitava
685,lieb::A,delal,rakas
686,lustig::A,kêfxweş,hauska
687,lustig::A,kêfxweş,iloinen
688,sanft::A,nazenîn,lauha
689,sanft::A,nazenîn,lempeä
690,hungrig::A,birçî,nälkäinen
691,krank::A,nexweş,sairas
692,nackt::A,rût,alaston
693,nackt::A,tazî,alaston
694,traurig::A,xemgîn,surullinen
695,traurig::A,xemgîn,murheellinen
696,lebendig::A,bisaxî,elävä
697,gut::A,baş,hyvä
698,schlecht::A,xerab,paha
699,schlecht::A,xerab,huono
700,richtig::A,rast,oikea
701,richtig::A,saxlem,oikea
702,schlimm::A,nebaş,paha
703,wahr::A,rast,tosi
704,alt::A,pîr,vanha
705,alt::A,kevn,vanha
706,neu::A,nû,uusi
707,ehemalig::A,kevnar,entinen
708,ehemalig::A,kevnar,muinainen
709,ehemalig::A,peşidar,entinen
710,ehemalig::A,peşidar,muinainen
711,alt[Lebewesen]::A,pîr,vanha
712,jung::A,xort,nuori
713,arm::A,feqîr,köyhä
714,arm::A,desteng,köyhä
715,reich::A,dewlemend,rikas
716,bekannt::A,naskirî,tuttu
717,bekannt::A,naskirî,tunnettu
718,berühmt::A,navdar,kuuluisa
719,fremd::A,xerîb,vieras
720,verschieden::A,çîhê,eri
721,verschieden::A,çîhê,erilainen
722,nah::A,nêzîk,läheinen
723,fern::A,dûr,etäinen
724,linker::A,çepê,vasen
725,rechter::A,rastê,oikea
726,anderer::A,yê din,muu
727,anderer::A,yê din,toinen
728,erster::A,yekemîn,ensimmäinen
729,zweiter::A,duda,toinen
730,dritter::A,sisêya,kolmas
731,letzter::A,paşîn,viimeinen
732,allein::ADV,tenê,yksin
733,auf einmal::ADV,jar kê,yhdellä kertaa
734,zusammen::ADV,tev,yhdessä
735,zusammen::ADV,bi hev re,yhdessä
736,lange::ADV,dirêj,kauan
737,lange::ADV,dirêj,pitkään
738,plötzlich::ADV,ji nişkave,äkkiä
739,sofort::ADV,yekser,heti
740,später::ADV,paşiyê,myöhemmin
741,jetzt::ADV,nuha,nyt
742,heute::ADV,îro,tänään
743,morgen::ADV,sibeh,huomenna
744,bald::ADV,nêzîk,pian
745,dann::ADV,paşê,sitten
746,gestern::ADV,do,eilen
747,einst::ADV,jar ke,aikanaan
748,damals::ADV,hîngî,silloin
749,damals::ADV,hîngî,siihen aikaan
750,danach::ADV,piştra,sen jälkeen
751,vorher::ADV,pîşî,ennen
752,zuerst::ADV,bere,ensin
753,zuerst::ADV,bere,ensiksi
754,einmal::ADV,çarik,kerran
755,manchmal::ADV,çarna,joskus
756,oft::ADV,gelek çaran,usein
757,immer::ADV,daîm,aina
758,niemals::ADV,tu çar,ei koskaan
759,hier::ADV,li vir,tässä
760,hier::ADV,li vir,täällä
761,hierhin::ADV,vir,tähän
762,von hier::ADV,ji vir,tästä
763,von hier::ADV,ji vir,täältä
764,dort::ADV,li wê derê,siinä
765,dort::ADV,li wê derê,siellä
766,dorthin::ADV,wêda,sinne
767,dorthin::ADV,wêda,tuonne
768,geradeaus::ADV,rastê rast,suoraan
769,vorwärts::ADV,ber bi pêş,eteenpäin
770,rückwärts::ADV,paşpê,taaksepäin
771,zurück::ADV,paşdo,takaisin
772,zurück::ADV,paşvê,takaisin
773,unten::ADV,jêrî,alhaalla
774,hinab::ADV,berjêr,alas
775,oben::ADV,banî,ylhäällä
776,hinauf::ADV,banî,ylös
777,überall::ADV,li her derê,kaikkialla
778,nicht::ADV,ne,ei
779,nicht::ADV,nîn,ei
780,nicht::ADV,tine,ei
781,ein wenig::ADV,hebkî,vähän
782,kaum::ADV,tema,tuskin
783,kaum::ADV,himangi,tuskin
784,sehr::ADV,gelek,kovin
785,sehr::ADV,gelek,oikein
786,so::ADV,weha,näin
787,noch::ADV,hêj,vielä
788,noch::ADV,dîsa,vielä
789,nur::ADV,tenê,vain
790,nur::ADV,tenê,ainoastaan
791,nur::ADV,bes,vain
792,nur::ADV,bes,ainoastaan
793,schon::ADV,hew,jo
794,wieder::ADV,jar din,taas
795,wieder::ADV,jar din,jälleen
796,wieder::ADV,dîsa,taas
797,wieder::ADV,dîsa,jälleen
798,vergebens::ADV,deya çun,turhaan
799,vergebens::ADV,îfleh bûn,turhaan
800,vor::PRP,li ber,edessä
801,hinter::PRP,li pişt,takana
802,unter::PRP,li bin,alla
803,durch::PRP,kura,läpi
804,durch::PRP,kura,kautta
805,neben::PRP,li ba,vieressä
806,zwischen::PRP,nabeyne,välillä
807,zwischen::PRP,di nav...da,välillä
808,wegen::PRP,ji bo,takia
809,wegen::PRP,ji bo,vuoksi
