,Concept_ID,ml,nl
651,reich::A,സമ്പന്നമായ,rijk
652,bekannt::A,പരിചിതമായ,bekend
653,berühmt::A,പ്രശസ്തനായ,beroemd
654,fremd::A,വൈദേശികമായ,vreemd
655,verschieden::A,വ്യത്യസ്തമായ,verscheiden
656,verschieden::A,വ്യത്യസ്തമായ,verschillend
657,nah::A,അരികത്തുള്ള,nabij
658,nah::A,അരികത്തുള്ള,nabijgelegen
659,fern::A,അകലെയുള്ള,ver
660,linker::A,അവശേഷിച്ച,linker
661,rechter::A,വലത്തേ,rechter
662,anderer::A,മറ്റുള്ള,andere
663,erster::A,ആദ്യത്തെ,eerste
664,zweiter::A,രണ്ടാം,tweede
665,dritter::A,മൂന്നാമത്,derde
666,letzter::A,അവസാനത്തെ,laatste
667,allein::ADV,തനിച്ചുള്ള,alleen
668,auf einmal::ADV,ഉടന്,ineens
669,auf einmal::ADV,ഉടന്,tegelijk
670,zusammen::ADV,ഒരുമിച്ച,samen
671,zusammen::ADV,ഒരുമിച്ച,bijeen
672,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,lang
673,plötzlich::ADV,പെട്ടെന്ന്,eensklaps
674,plötzlich::ADV,പെട്ടെന്ന്,plotsklaps
675,sofort::ADV,തത്ക്ഷണം,terstond
676,sofort::ADV,തത്ക്ഷണം,aanstonds
677,sofort::ADV,തത്ക്ഷണം,onmiddelijk
678,später::ADV,പിന്നീട്,later
679,jetzt::ADV,ഇപ്പോൾ,nu
680,jetzt::ADV,ഇപ്പോൾ,nou
681,jetzt::ADV,ഇപ്പോൾ,thans
682,heute::ADV,ഇന്ന്,heden
683,heute::ADV,ഇന്ന്,vandaag
684,morgen::ADV,നാളെ,morgen
685,bald::ADV,ഉടനെ,gauw
686,bald::ADV,ഉടനെ,weldra
687,dann::ADV,അപ്പോൾ,dan
688,dann::ADV,അപ്പോൾ,toen
689,gestern::ADV,ഇന്നലെ,gisteren
690,einst::ADV,പണ്ടൊരിക്കല്,eens
691,damals::ADV,അപ്പോൾ,toen
692,damals::ADV,അപ്പോൾ,destijds
693,danach::ADV,പിന്നീട്,daarna
694,vorher::ADV,മുൻപ്,vooraf
695,vorher::ADV,മുൻപ്,van tevoren
696,zuerst::ADV,ആദ്യം,eerst
697,zuerst::ADV,ആദ്യം,het eerst
698,einmal::ADV,ഒരിക്കൽ,eens
699,einmal::ADV,ഒരിക്കൽ,eenmaal
700,manchmal::ADV,ചിലപ്പോൾ,soms
701,oft::ADV,പലപ്പോഴും,vaak
702,oft::ADV,പലപ്പോഴും,dikwijls
703,immer::ADV,എപ്പോഴും,altijd
704,niemals::ADV,ഒരിക്കലും,nooit
705,hier::ADV,ഇവിടെ,hier
706,hierhin::ADV,ഇവിടേക്ക്,hierheen
707,von hier::ADV,ഇവിടെനിന്ന്,van hier
708,von hier::ADV,ഇവിടെനിന്ന്,hiervandaan
709,dort::ADV,അവിടെ,daar
710,dort::ADV,അവിടെ,ginds
711,dorthin::ADV,അവിടേക്ക്,daarheen
712,geradeaus::ADV,മുമ്പിൽ,rechtuit
713,geradeaus::ADV,മുമ്പിൽ,rechtdoor
714,geradeaus::ADV,മുമന്നോട്ട്,rechtuit
715,geradeaus::ADV,മുമന്നോട്ട്,rechtdoor
716,vorwärts::ADV,മുന്നോട്ട്,vooruit
717,vorwärts::ADV,മുന്നോട്ട്,voorwaarts
718,rückwärts::ADV,തലതിരിച്ച്,achteruit
719,rückwärts::ADV,തലതിരിച്ച്,achterwaarts
720,zurück::ADV,പുറകിലേക്ക്,terug
721,unten::ADV,താഴെ,beneden
722,unten::ADV,താഴെ,onderaan
723,hinab::ADV,താഴേക്ക്,omlaag
724,hinab::ADV,താഴേക്ക്,naar beneden
725,oben::ADV,മുകളിൽ,boven
726,hinauf::ADV,മുകളിൽ,omhoog
727,hinauf::ADV,മുകളിൽ,naar boven
728,überall::ADV,എല്ലായിടത്തും,alom
729,überall::ADV,എല്ലായിടത്തും,overal
730,nicht::ADV,ഇല്ല,niet
731,ein wenig::ADV,കുറച്ച്,wat
732,kaum::ADV,കഷ്ടിച്ച്,amper
733,kaum::ADV,കഷ്ടിച്ച്,nauwelijks
734,sehr::ADV,വളരെ,erg
735,sehr::ADV,വളരെ,zeer
736,so::ADV,അങ്ങനെ,zo
737,noch::ADV,ഇപ്പോഴും,nog
738,nur::ADV,മാത്രം,maar
739,nur::ADV,മാത്രം,alleen
740,schon::ADV,നേരത്തേ തന്നെ,al
741,schon::ADV,നേരത്തേ തന്നെ,reeds
742,wieder::ADV,വീണ്ടും,weer
743,wieder::ADV,വീണ്ടും,terug
744,vergebens::ADV,വിഫല,vergeefs
745,vergebens::ADV,വിഫല,tevergeefs
746,vor::PRP,മുമ്പിൽ,voor
747,hinter::PRP,പുറകിൽ,achter
748,unter::PRP,കീഴിൽ,onder
749,unter::PRP,കീഴിൽ,beneden
750,durch::PRP,ഉള്ളിലൂടെ,door
751,neben::PRP,അടുത്ത്,naast
752,zwischen::PRP,ഇടയ്ക്ക്,tussen
753,wegen::PRP,നിമിത്തം,wegens
754,wegen::PRP,നിമിത്തം,vanwege
755,dies::PRN,ഇത്,dit
756,das::PRN,അത്,dat
757,alles::PRN,എല്ലാം,alles
758,ich::PRN,ഞാൻ,ik
759,du::PRN,നിങ്ങൾ,je
760,du::PRN,നിങ്ങൾ,jij
761,er::PRN,അദ്ദേഹം,hij
762,er::PRN,അയാൾ,hij
763,er::PRN,അവൻ,hij
764,er::PRN,അവർ,hij
765,er::PRN,അവൾ,hij
766,wir::PRN,നമ്മൾ,we
767,wir::PRN,നമ്മൾ,wij
768,ihr::PRN,നിങ്ങൾ,jullie
769,sie::PRN,അവർ,ze
770,sie::PRN,അവർ,zij
771,was::FPRN,എന്ത്,wat
772,wer::FPRN,ആര്,wie
773,wo::FADV,എവിടെ,waar
774,wohin::FADV,എവിടേക്ക്,waarheen
775,wie::FADV,എങ്ങനെ,hoe
776,warum::FADV,എന്തുകൊണ്ട്,waarom
777,wieviel::FNUM,എത്ര,hoeveel
778,eins::NUM,ഒന്ന്,één
779,zwei::NUM,രണ്ട്,twee
780,drei::NUM,മൂന്ന്,drie
781,vier::NUM,നാല്,vier
782,fünf::NUM,അഞ്ച്,vijf
783,sechs::NUM,ആറ്,zes
784,sieben::NUM,ഏഴ്,zeven
785,acht::NUM,എട്ട്,acht
786,neun::NUM,ഒമ്പത്,negen
787,zehn::NUM,പത്ത്,tien
788,elf::NUM,പതിനൊന്ന്,elf
789,zwölf::NUM,പന്ത്രണ്ട്,twaalf
790,zwanzig::NUM,ഇരുപത്,twintig
791,dreißig::NUM,മുപ്പത്,dertig
792,vierzig::NUM,നാൽപ്പത്,veertig
793,fünfzig::NUM,അൻപത്,vijftig
794,sechzig::NUM,അറുപത്,zestig
795,siebzig::NUM,എഴുപത്,zeventig
796,achtzig::NUM,എൺപത്,tachtig
797,neunzig::NUM,തൊണ്ണൂറ്,negentig
798,hundert::NUM,നൂറ്,honderd
799,tausend::NUM,ആയിരം,duizend
800,und::CNJ,ഉം,en
801,oder::CNJ,അഥവാ,of
802,stehen::V,നിൽക്കുക,staan
803,sitzen::V,ഇരിക്കുക,zitten
804,liegen::V,കിടക്കുക,liggen
805,hängen::V,തൂങ്ങുക,hangen
806,werden::V,ആയിത്തീരുക,worden
807,passieren::V,സംഭവിക്കുക,gebeuren
808,beginnen::V,ആരംഭിക്കുക,beginnen
809,enden::V,അവസാനിപ്പിക്കുക,eindigen
810,wechseln::V,മാറ്റുക,wijzigen
811,wechseln::V,മാറ്റുക,veranderen
812,aufgehen[Sonne]::V,ഉയരുക,opgaan
813,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,ondergaan
814,scheinen[Sonne]::V,പ്രകാശിക്കുക,schijnen
815,donnern::V,ഇടിവെട്ടുക,donderen
816,wehen::V,വീശുക,waaien
817,strömen::V,ഒഴുകുക,stromen
818,fließen::V,ഒഴുകുക,vloeien
819,sich drehen::V,ചുറ്റുക,draaien
820,sich drehen::V,ചുറ്റുക,zich draaien
821,sich drehen::V,കറക്കുക,draaien
822,sich drehen::V,കറക്കുക,zich draaien
823,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,wankelen
824,schwingen::V,ആടുക,zwieren
825,fallen::V,വീഴുക,vallen
826,brennen::V,കത്തുക,branden
827,rauchen::V,പുകയുക,roken
828,regnen::V,മഴ_പെയ്യുക,regenen
829,gefrieren::V,തണത്ത്_മരവിക്കുക,bevriezen
830,tauen::V,അലിയുക,dooien
831,schmelzen::V,ഉരുകുക,smelten
832,trocknen::V,വരളുക,drogen
833,sieden::V,തിളപ്പിക്കുക,koken
834,sieden::V,തിളപ്പിക്കുക,zieden
835,faulen::V,ചീയുക,rotten
836,verfaulen::V,അഴുകുക,verrotten
837,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,scheuren
838,versinken::V,മുക്കുക,verzinken
839,vergehen::V,കടന്നുപോകുക,vergaan
840,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,opdagen
841,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,verschijnen
842,verschwinden::V,അദൃശ്യമാകുക,verdwijnen
843,sinken::V,താഴുക,zinken
844,abnehmen::V,കുറിയുക,afnemen
845,abnehmen::V,കുറിയുക,verminderen
846,zunehmen::V,വർദ്ധിക്കുക,toenemen
847,steigen::V,ഉയരുക,stijgen
848,steigen::V,ഉയരുക,omhooggaan
849,wachsen::V,വളരുക,groeien
850,glänzen::V,മിന്നുക,glanzen
851,glänzen::V,മിന്നുക,schitteren
852,funkeln::V,തിളങ്ങുക,fonkelen
853,lärmen::V,ശബ്ദമുണ്ടാക്കുക,lawaai maken
854,läuten::V,മണിമുഴങ്ങുക,luiden
855,klingeln::V,ചിലമ്പുക,bellen
856,klirren::V,കിലുക്കുക,rinkelen
857,brausen::V,മുഴങ്ങുക,bruisen
858,rauschen::V,അനങ്ങുക,ruisen
859,klingen::V,മുഴക്കുക,klinken
860,bellen::V,കുരയ്ക്കുക,blaffen
861,heulen::V,ഓരിയിടുക,huilen
862,blasen::V,ഊതുക,blazen
863,pfeifen::V,വിസിലടിക്കുക,fluiten
864,schreien::V,ആക്രോശിക്കുക,gillen
865,schreien::V,ആക്രോശിക്കുക,schreeuwen
866,stöhnen::V,അരക്കം,steunen
867,stöhnen::V,ആർത്തനാദം,steunen
868,zittern::V,വിറയ്ക്കുക,beven
869,zittern::V,വിറയ്ക്കുക,sidderen
870,leben::V,താമസിക്കുക,leven
871,geboren werden::V,ജനിക്കുക,geboren worden
872,atmen::V,ശ്വസിക്കുക,ademen
873,trinken::V,കുടിക്കുക,drinken
874,essen::V,കഴിക്കുക,eten
875,schlucken::V,വിഴുങ്ങുക,slikken
876,müde werden::V,ക്ഷീണിക്കുക,moe worden
877,einschlafen::V,നിദ്രിക്കുക,inslapen
878,schlafen::V,ഉറങ്ങുക,slapen
879,aufwachen::V,ഉണരുക,ontwaken
880,aufwachen::V,ഉണരുക,wakker worden
881,aufstehen::V,എഴുന്നേൽക്കുക,opstaan
882,sich erholen::V,വിശ്രമിക്കുക,zich ontspannen
883,krank werden::V,ദീനംപിടിക്കുക,ziek worden
884,krank sein::V,രോഗികളാകുക,ziek zijn
885,schmerzen::V,വേദനിക്കുക,pijn doen
886,husten::V,ചുമയ്ക്കുക,hoesten
887,genesen::V,സുഖപ്പെടുക,genezen
888,sterben::V,മരിക്കുക,sterven
889,sterben::V,മരിക്കുക,overlijden
890,umkommen::V,മരിക്കുക,omkomen
891,sich bewegen::V,സ്ഥലം_മാറുക,zich bewegen
892,sich rühren::V,ചലിക്കുക,zich verroeren
893,sich erheben::V,നിൽക്കുക,oprijzen
894,sich erheben::V,നിൽക്കുക,verrijzen
895,sich setzen::V,ഇരിക്കുക,gaan zitten
896,hinfallen::V,വീഴുക,vallen
897,hinfallen::V,വീഴുക,neervallen
898,laufen::V,നടക്കുക,lopen
899,schreiten::V,നടക്കുക,stappen
900,schreiten::V,നടക്കുക,schrijden
901,spazierengehen::V,ഉലാത്തുക,gaan wandelen
902,eilen::V,പാഞ്ഞെത്തുക,ijlen
903,eilen::V,പാഞ്ഞെത്തുക,haasten
904,sich beeilen::V,തിരിക്കുകൂട്ടുക,zich haasten
905,sich beeilen::V,തിടുക്കം_കാട്ടുക,zich haasten
906,sausen::V,കുതിക്കുക,stuiven
907,rennen::V,ഓടുക,rennen
908,springen::V,ചാടുക,springen
909,klettern::V,കയറുക,klimmen
910,klettern::V,കയറുക,klauteren
911,schaukeln::V,ഇളകുക,schommelen
912,kriechen::V,പതുങ്ങികയറുക,kruipen
913,schwimmen::V,നീന്തുക,zwemmen
914,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,duiken
915,rudern::V,തുഴയുക,roeien
916,fahren::V,വാഹനം ഓടിക്കുക,rijden
917,fliegen::V,പറക്കുക,vliegen
918,gehen::V,പോകുക,gaan
919,weggehen::V,വിടുക,weggaan
920,abfahren::V,പുറപ്പെടുക,vertrekken
921,anhalten::V,നിർത്തുക,stoppen
922,anhalten::V,നിർത്തുക,stilhouden
923,hineingehen::V,പ്രവേശിക്കുക,ingaan
924,hineingehen::V,പ്രവേശിക്കുക,binnengaan
925,eintreten::V,പ്രവേശിക്കുക,binnenkomen
926,kommen::V,വരുക,komen
927,ankommen::V,എത്തിച്ചേരുക,aankomen
928,zurückkommen::V,തിരിച്ചു വരുക,terugkomen
929,bleiben::V,തുടരുക,blijven
930,warten::V,കാത്തിരിക്കുക,wachten
931,erwarten::V,പ്രതീക്ഷിക്കുക,verwachten
932,suchen::V,തിരയുക,zoeken
933,finden::V,കണ്ടെത്തുക,vinden
934,versuchen::V,ശ്രമിക്കുക,proberen
935,versuchen::V,ശ്രമിക്കുക,beproeven
936,vorbereiten::V,തയ്യാറെടുക്കുക,voorbereiden
937,lieben::V,സ്നേഹിക്കുക,houden van
938,mögen::V,ഇഷ്ടപ്പെടുക,lusten
939,mögen::V,ഇഷ്ടപ്പെടുക,houden van
940,lachen::V,ചിരിക്കുക,lachen
941,rühren::V,ഹൃദയം സ്പർശിക്കുക,roeren
942,weinen::V,തേങ്ങുക,huilen
943,weinen::V,തേങ്ങുക,schreien
944,schimpfen::V,പിറുപിറുക്കുക,kijven
945,schimpfen::V,പിറുപിറുക്കുക,schelden
946,sich ärgern::V,കോപിക്കുക,zich ergeren
947,sich fürchten::V,പേടിക്കുക,bang zijn
948,fürchten::V,പേടിക്കുക,vrezen
949,fliehen::V,രക്ഷപ്പെടുക,vluchten
950,flüchten::V,രക്ഷപ്പെടുക,ontsnappen
951,flüchten::V,രക്ഷപ്പെടുക,ontkomen
952,sehen::V,കാണുക,zien
953,anschauen::V,നോക്കുക,aankijken
954,ansehen::V,നോക്കുക,aanzien
955,ansehen::V,നോക്കുക,bekijken
956,hören::V,കേൾക്കുക,horen
957,zuhören::V,ശ്രദ്ധിക്കുക,luisteren
958,probieren::V,രുചിയുള്ളതായി_തോന്നുക,proeven
959,riechen::V,മണത്തു_നോക്കുക,ruiken
960,fühlen::V,സ്പർശിച്ചറിയുക,voelen
961,scheinen::V,കാണപ്പെടുക,lijken
962,zu sehen sein::V,വെളിച്ചപ്പെടുക,te zien zijn
963,vernehmen::V,കേൾക്കുക,vernemen
964,frieren::V,വിറയ്ക്കുക,het koud hebben
965,tun::V,ചെയ്യുക,doen
966,können::V,കഴിയുക,kunnen
967,wollen::V,വേണുക,willen
968,anfangen::V,തുടങ്ങുക,beginnen
969,anfangen::V,തുടങ്ങുക,aanvangen
970,beenden::V,പൂർത്തിയാക്കുക,beëindigen
971,aufhören::V,നിർത്തുക,ophouden
972,gelingen::V,വിജയിക്കുക,lukken
973,gelingen::V,വിജയിക്കുക,gelukken
974,geraten::V,പരിണമിക്കുക,uitvallen
975,öffnen::V,തുറക്കുക,openen
976,öffnen::V,തുറക്കുക,opendoen
977,schließen::V,അടയ്ക്കുക,sluiten
978,schließen::V,അടയ്ക്കുക,dichtdoen
979,stellen::V,വയ്ക്കുക,stellen
980,stellen::V,വയ്ക്കുക,plaatsen
981,setzen::V,വയ്ക്കുക,zetten
982,setzen::V,വയ്ക്കുക,plaatsen
983,legen::V,ഇടുക,leggen
984,berühren::V,തൊടുക,aanraken
985,verbinden::V,ഘടിപ്പിക്കുക,verbinden
986,bedecken::V,മുടുക,bedekken
987,aufhängen::V,കെട്ടിതൂക്കുക,ophangen
988,anzünden::V,കത്തിക്കുക,aansteken
989,aufheben::V,പെറുക്കിയെടുക്കുക,oprapen
990,zurücklassen::V,വച്ചുപോരുക,achterlaten
991,verlieren::V,നഷ്ടപ്പെടുക,verliezen
992,fallen lassen::V,വീഴ്ത്തുക,laten vallen
993,machen::V,ഉണ്ടാക്കുക,maken
994,herstellen::V,ഉൽപാദിപ്പിക്കുക,produceren
995,herstellen::V,ഉൽപാദിപ്പിക്കുക,voortbrengen
996,bauen::V,നിർമ്മിക്കുക,bouwen
997,reparieren::V,നന്നാക്കുക,repareren
998,reparieren::V,നന്നാക്കുക,herstellen
999,verbessern::V,മെച്ചപ്പെടുക,verbeteren
1000,ändern::V,മാറ്റംവരുത്തുക,wijzigen
1001,ändern::V,മാറ്റംവരുത്തുക,veranderen
1002,graben::V,കുഴിക്കുക,graven
1003,beugen::V,വണങ്ങുക,buigen
1004,biegen::V,കുനിയുക,buigen
1005,drehen::V,തിരിക്കുക,draaien
1006,wenden::V,തിരിയുക,keren
1007,wenden::V,തിരിയുക,wenden
1008,umdrehen::V,തിരിയുക,omdraaien
1009,heben::V,ഉയർത്തുക,heffen
1010,heben::V,ഉയർത്തുക,optillen
1011,hochheben::V,ഉയർത്തുക,tillen
1012,ergreifen::V,ബലമായി_പിടിക്കുക,pakken
1013,ergreifen::V,ബലമായി_പിടിക്കുക,grijpen
1014,halten::V,പിടിക്കുക,houden
1015,drücken::V,അമർത്തുക,drukken
1016,schieben::V,തള്ളുക,duwen
1017,schieben::V,തള്ളുക,schuiven
1018,kratzen::V,ചുരണ്ടുക,krassen
1019,lecken::V,നക്കുക,likken
1020,beißen::V,കടിക്കുക,bijten
1021,abreißen::V,കീറിക്കളയുക,afrukken
1022,abreißen::V,കീറിക്കളയുക,afscheuren
1023,abschneiden::V,മുറിച്ചുമാറ്റുക,afsnijden
1024,binden::V,കെട്ടുക,binden
1025,stecken::V,തുളയ്ക്കുക,steken
1026,brechen::V,ഉടയുക,breken
1027,klopfen::V,തട്ടുക,kloppen
1028,hauen::V,അടിക്കുക,houwen
1029,kleben::V,ഒട്ടിക്കുക,plakken
1030,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,wrijven
1031,streichen::V,പടർത്തുക,smeren
1032,schleifen::V,പൊടിക്കുക,slijpen
1033,schneiden::V,മുറിക്കുക,snijden
1034,rütteln::V,മുട്ടുക,schudden
1035,schütteln::V,കുലുക്കുക,schudden
1036,schwenken::V,ആടുക,wuiven
1037,schwenken::V,ആടുക,zwaaien
1038,schütten::V,ഒഴിക്കുക,gieten
1039,schütten::V,ഒഴിക്കുക,storten
1040,füllen::V,നിറയ്ക്കുക,vullen
1041,einwickeln::V,പൊതിയുക,inwikkelen
1042,tragen::V,വഹിക്കുക,dragen
1043,schleppen::V,വലിച്ചിഴയ്ക്കുക,slepen
1044,ziehen::V,വലിക്കുക,trekken
1045,aufbewahren::V,വയ്ക്കുക,bewaren
1046,werfen::V,എറിയുക,gooien
1047,fangen::V,പിടിക്കുക,vangen
1048,packen::V,തട്ടിപ്പറിക്കുക,pakken
1049,packen::V,തട്ടിപ്പറിക്കുക,vastpakken
1050,verstecken::V,മറയ്ക്കുക,verstoppen
1051,teilen::V,വിഭജിക്കുക,delen
1052,schicken::V,അയയ്ക്കുക,sturen
1053,bringen::V,കൊണ്ടുവരുക,brengen
1054,hinzufügen::V,കൂട്ടുക,toevoegen
1055,bekommen::V,കിട്ടുക,verkrijgen
1056,erhalten::V,സ്വീകരിക്കുക,krijgen
1057,nehmen::V,എടുക്കുക,nemen
1058,wählen::V,തിരഞ്ഞെടുക്കുക,kiezen
1059,wählen::V,തിരഞ്ഞെടുക്കുക,verkiezen
1060,auswählen::V,തിരഞ്ഞെടുക്കുക,uitkiezen
1061,bewahren::V,പുലർത്തുക,bewaren
1062,behindern::V,തടയിടുക,hinderen
1063,verderben::V,നശിപ്പിക്കുക,bederven
1064,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,beschadigen
1065,zerbrechen::V,ഉടയുക,breken
1066,zerbrechen::V,ഉടയുക,stukbreken
1067,zerreißen::V,കീറുക,scheuren
1068,zerreißen::V,കീറുക,verscheuren
1069,zerstören::V,നശിപ്പിക്കുക,vernielen
1070,verbrennen::V,കത്തിനശിക്കുക,branden
1071,verbrennen::V,കത്തിനശിക്കുക,verbranden
1072,verbrennen::V,കത്തിച്ചുകളയുക,branden
1073,verbrennen::V,കത്തിച്ചുകളയുക,verbranden
1074,geben::V,കൊടുക്കുക,geven
1075,geben::V,തരുക,geven
1076,reichen::V,കൈമാറുക,reiken
1077,reichen::V,കൈമാറുക,aanreiken
1078,schenken::V,സമ്മാനം കൊടുക്കുക,schenken
1079,versprechen::V,വാഗ്ദാനം_നൽകുക,beloven
1080,wünschen::V,ആഗ്രഹിക്കുക,wensen
1081,loben::V,പുകഴ്ത്തുക,loven
1082,loben::V,പുകഴ്ത്തുക,prijzen
1083,küssen::V,ഉമ്മവയ്ക്കുക,kussen
1084,wiegen::V,ഇളകുക,wiegen
1085,zudecken::V,മുടുക,toedekken
1086,wecken::V,ഉണർത്തുക,wekken
1087,zeigen::V,കാണിക്കുക,tonen
1088,zeigen::V,കാണിക്കുക,wijzen
1089,führen::V,നടത്തുക,voeren
1090,lehren::V,പഠിപ്പിക്കുക,leren
1091,unterrichten::V,പരിശീലിപ്പിക്കുക,onderwijzen
1092,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,grootbrengen
1093,leiten::V,നയിക്കുക,leiden
1094,antreiben::V,പ്രേരിപ്പിക്കുക,aandrijven
1095,lassen::V,അനുവദിക്കുക,laten
1096,einladen::V,ക്ഷണിക്കുക,uitnodigen
1097,vereinigen::V,കൂടിച്ചേരുക,verenigen
1098,besuchen::V,സന്ദർശിക്കുക,bezoeken
1099,treffen::V,തമ്മിൽ കാണുക,treffen
1100,treffen::V,തമ്മിൽ കാണുക,ontmoeten
1101,sich versammeln::V,സംയോജിപ്പിക്കുക,zich verzamelen
1102,spielen::V,കളിക്കുക,spelen
1103,singen::V,പാടുക,zingen
1104,tanzen::V,നൃത്തം ചെയ്യുക,dansen
1105,sich trennen::V,നേർപെടുത്തുക,van elkaar gaan
1106,verlassen::V,പിൻവാങ്ങുക,verlaten
1107,retten::V,രക്ഷിക്കുക,redden
1108,bewachen::V,കാവൽനിൽക്കുക,bewaken
1109,schützen::V,പരിരക്ഷിക്കുക,beschermen
1110,verteidigen::V,പ്രതിരോധിക്കുക,verdedigen
1111,sich schlagen::V,കലഹിക്കുക,knokken
1112,schießen::V,വെടിവെക്കുക,schieten
1113,siegen::V,വിജയിക്കുക,overwinnen
1114,ärgern::V,വിഷമിപ്പിക്കുക,ergeren
1115,schlagen::V,അടിക്കുക,slaan
1116,treten::V,തൊഴിക്കുക,trappen
1117,treten::V,തൊഴിക്കുക,schoppen
1118,stechen::V,കുത്തുക,steken
1119,stechen::V,കുത്തുക,prikken
1120,stoßen::V,തള്ളുക,stoten
1121,stehlen::V,മോഷ്ടിക്കുക,stelen
1122,stören::V,ശല്യപ്പെടുത്തുക,storen
1123,stören::V,ശല്യപ്പെടുത്തുക,verstoren
1124,belästigen::V,മെനക്കെടുക,lastig vallen
1125,verbergen::V,മറയ്ക്കുക,verbergen
1126,verbergen::V,ഒളിക്കുക,verbergen
1127,täuschen::V,കബളിപ്പിക്കുക,misleiden
1128,betrügen::V,ചതിക്കുക,bedriegen
1129,töten::V,കൊല്ലുക,doden
1130,wohnen::V,താമസിക്കുക,wonen
1131,arbeiten::V,ജോലിചെയ്യുക,werken
1132,sammeln::V,സഞ്ചയിക്കുക,inzamelen
1133,sammeln::V,സഞ്ചയിക്കുക,verzamelen
1134,pflücken::V,പറിച്ചെടുക്കുക,plukken
1135,jagen::V,വേട്ടയാടുക,jagen
1136,fischen::V,മീൻ പിടിക്കുക,vissen
1137,fassen::V,പിടിക്കുക,vangen
1138,hüten::V,ചേർക്കുക,hoeden
1139,treiben::V,വാഹനം_ഓടിക്കുക,drijven
1140,anbinden::V,കെട്ടിയിടുക,vastbinden
1141,füttern::V,തീറ്റുക,voeren
1142,melken::V,പാലുകറക്കുക,melken
1143,hacken::V,വെട്ടിമുറിക്കുക,hakken
1144,gießen::V,നനയ്ക്കുക,gieten
1145,reifen::V,പാകമാകുക,rijpen
1146,zubereiten::V,പാചകം_ചെയ്യുക,klaarmaken
1147,zubereiten::V,പാചകം_ചെയ്യുക,toebereiden
1148,kochen::V,വേവിക്കുക,koken
1149,backen::V,ബേക്ക് ചെയ്യുക,bakken
1150,braten::V,പോരിക്കുക,braden
1151,umrühren::V,ഇളക്കുക,omroeren
1152,stricken::V,മെടയുക,breien
1153,nähen::V,തുന്നുക,naaien
1154,färben::V,ചായം പൂശുക,verven
1155,färben::V,ചായം പൂശുക,kleuren
1156,reinigen::V,വൃത്തിയാക്കുക,reinigen
1157,waschen::V,കഴുകുക,wassen
1158,abwischen::V,തുടയ്ക്കുക,afvegen
1159,spülen::V,കഴുകുക,spoelen
1160,spülen::V,കഴുകുക,afwassen
1161,fegen::V,അടിച്ചുവാരുക,vegen
1162,kehren::V,അടിച്ചുവാരുക,vegen
1163,baden::V,നീന്തിത്തുടിക്കുക,baden
1164,sich waschen::V,കഴുകുക,zich wassen
1165,ausziehen::V,ഇഴുക്കുക,uittrekken
1166,anziehen::V,ഉടുക്കുക,aantrekken
1167,sich anziehen::V,ധരിച്ച നേടുകയുക,zich aankleden
1168,kämmen::V,മുടിചീകുക,kammen
1169,schmücken::V,അലങ്കരിക്കുക,tooien
1170,sagen::V,പറയുക,zeggen
1171,sprechen::V,സംസാരിക്കുക,spreken
1172,reden::V,സംസാരിക്കുക,praten
1173,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,zich onderhouden
1174,fragen::V,ചോദിക്കുക,vragen
1175,bitten::V,അപേക്ഷിക്കുക,vragen
1176,bitten::V,അപേക്ഷിക്കുക,verzoeken
1177,erzählen::V,പറയുക,vertellen
1178,mitteilen::V,അറിയിക്കുക,meedelen
1179,nennen::V,പേരിടുക,noemen
1180,rufen::V,വിളിക്കുക,roepen
1181,prahlen::V,പൊങ്ങച്ചം പറയുക,pralen
1182,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,vertalen
1183,denken::V,ചിന്തിക്കുക,denken
1184,glauben::V,വിശ്വസിക്കുക,geloven
1185,bemerken::V,ശ്രദ്ധിക്കുക,bemerken
1186,erkennen::V,തിരിചറിയുക,herkennen
1187,begreifen::V,കൈപ്പിടിയിലാക്കുക,begrijpen
1188,verstehen::V,മനസ്സിലാക്കുക,verstaan
1189,lernen::V,പഠിക്കുക,leren
1190,wissen::V,അറിയുക,weten
1191,sich erinnern an::V,ഓർമിക്കുക,zich herinneren aan
1192,vergessen::V,മറക്കുക,vergeten
1193,messen::V,അളക്കുക,meten
1194,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,tellen
1195,rechnen::V,ഗണിക്കുക,rekenen
1196,lesen::V,വായിക്കുക,lezen
1197,malen::V,ചിത്രം വരയ്ക്കുക,schilderen
1198,zeichnen::V,വരയ്ക്കുക,tekenen
1199,schreiben::V,എഴുതുക,schrijven
1200,besitzen::V,സ്വന്തമാക്കുക,bezitten
1201,kaufen::V,വാങ്ങുക,kopen
