,Concept_ID,kn,te
508,warm::A,ಬಿಸಿ,వెచ్చని
509,kalt::A,ತಣ್ಣನೆಯ,చల్లని
510,kühl::A,ತಂಪಾದ,చల్లని
511,frisch::A,ನಿರ್ಮಲ,తాజాయైన
512,feucht::A,ಒದ್ದೆಯಾದ,చెమ్మగానున్న
513,nass::A,ಒದ್ದೆಯಾದ,తడిగామన్న
514,trocken::A,ಶುಷ್ಕ,ఎండిన
515,voll::A,ತುಂಬಿದ,నిండు
516,leer::A,ಖಾಲಿ,శూన్యమైన
517,offen::A,ಮುಚ್ಚಲ್ಲದ,తెఱచియున్న
518,geschlossen::A,ಮುಚ್ಚಿದ,మూసిన
519,sauber::A,ಶುದ್ಧ,పరిశుద్ధమైన
520,schmutzig::A,ಅಶುದ್ಧ,ముఱికియైన
521,roh::A,ಹಸಿ,పచ్చి
522,reif::A,ಹಣ್ಣಾದ,పండివ
523,lecker::A,ಗುಚಿಕರ,రుచి గల
524,süß::A,ಸಿಹಿ,తియ్యని
525,bitter::A,ಕಹಿ,చేదైన
526,sauer::A,ಹುಳಿಯಾದ,పుల్లని
527,hell::A,ಹೊಳೆಯುವ,కాంతిగల
528,dunkel::A,ಮಬ್ಬಾದ,చీకటియైన
529,schwarz::A,ಕಪ್ಪು,నల్లని
530,weiß::A,ಬಿಳಿಯ,తెలుపు
531,rot::A,ಕೆಂಪು,ఎఱ్ఱని
532,gelb::A,ಹಳದಯ,పసుపు పచ్చ
533,blau::A,ನೀಲ,నీలవర్ణము
534,grün::A,ಕಾಯಾದ,ఆకుపచ్చని
535,grau::A,ಬೂದುಬಣ್ಣದ,నెరిసిన
536,bunt::A,ವರ್ಣರಂಜಿತ,రంగేలీ
537,billig::A,ಅಗ್ಗ,చౌకయైన
538,teuer::A,ದುಬಾರಿಯಾದ,వెలపొడుగైన
539,wertvoll::A,ಅಮೂಲ್ಯ,విలుప్తెన
540,blind::A,ಅಂಧ,గ్రుడ్డి
541,taub::A,ಕಿವುಡಾದ,చెవిటి
542,kräftig::A,ಪ್ರಬಲ,శక్తి గల
543,stark::A,ಶಕ್ತಿವಂತ,బలమైన
544,schwach::A,ದುರ್ಬಲ,బలహీనమైన
545,fett::A,ಕೊಬ್ಬಿದ,క్రొవ్విన
546,schlank::A,ತೆಳ್ಳಗಿನ,సన్నని
547,hübsch::A,ಅಂದವಾದ,సాగప్తెన
548,böse::A,ಕೆಟ್ಟ,చెడ్డ
549,dumm::A,ಮಂದ,తెలివిలేని
550,faul::A,ಆಲಸ,సోమరియైన
551,fleißig::A,ಕಡಗುವ,శ్రద్దగల
552,geizig::A,ಜುಗ್ಗ,పిసినారియైన
553,klug::A,ಚತುರ,తెలివిగల
554,geschickt::A,ದಕ್ಷ,నిపుణతగల
555,lieb::A,ಪ್ರಿಯ,ప్రియమైన
556,lustig::A,ಖುಷಿಯಾದ,ఉల్లాసము గల
557,sanft::A,ಸೌಮ್ಯ,సాధువైన
558,hungrig::A,ಹಸಿದ,ఆకలిగొనిన
559,krank::A,ಅಸ್ವಸ್ಥ,వ్యాధిగల
560,nackt::A,ನಗ್ನ,దిగంబరమైన
561,traurig::A,ದುಃಖಿತ,విచారముగల
562,lebendig::A,ಜೀವಂತ,ప్రాణముతో నున్న
563,gut::A,ಒಳ್ಳೆಯ,మంచి
564,schlecht::A,ದುಷ್ಟ,చెడ్డ
565,richtig::A,ಸರಿ,సరియైన
566,schlimm::A,ಅಸಹ್ಯ,అసహ్యమైన
567,wahr::A,ನಿಜ,నిజమైన
568,alt::A,ಮುದಿ,ముసలి
569,neu::A,ಹೊಸ,క్రొత్త
570,ehemalig::A,ಮಾಜೀ,పూర్వపు
571,alt[Lebewesen]::A,ವೃದ್ಧ,ముసలి
572,jung::A,ಎಳ,పసి
573,arm::A,ಬಡ,బీద
574,reich::A,ಶ್ರೀಮಂತ,ధనవంతుడైన
575,bekannt::A,ಅಪ್ತ,తెలిసిన
576,berühmt::A,ಪ್ರಸಿದ್ಧ,ప్రపిద్దికెక్కివ
577,fremd::A,ಪರಕೀಯ,అన్యమైన
578,verschieden::A,ಬೇರೆ,భేదమైన
579,nah::A,ಹತ್ತಿರವಾದ,దగ్గఱనున్న
580,fern::A,ದೂರದ,దూరమందున్న
581,linker::A,ಎಡ,ఎడమప్రక్కగ
582,rechter::A,ಬಲ,కుడి
583,anderer::A,ಇತರ,వేఱ్తెన
584,erster::A,ಪ್ರಥಮ,మొదటి
585,zweiter::A,ದ್ವಿತೀಯ,రెండన
586,dritter::A,ಮೂರನೆಯಜಗತ್ತು,మూడో
587,letzter::A,ಅಂತ್ಯ,కడపటి
588,allein::ADV,ಒಬ್ಬನೇ,ఒంటిగా
589,auf einmal::ADV,ಒಡನೆ,హరాత్తుగ
590,zusammen::ADV,ಒಟ್ಟಿಗೆ,కలిసి
591,lange::ADV,ದೀರ್ಘ,బహుకాలము
592,plötzlich::ADV,ಅನಾಮತ್ತು,హరాత్తుగ
593,sofort::ADV,ಜಾಗ್ರತೆ,తక్షణము
594,später::ADV,ತರುವಾಯ,ఇటీవలి
595,jetzt::ADV,ಈಗ,ఇప్పుడు
596,heute::ADV,ಇಂದು,నేడు
597,morgen::ADV,ನಾಳೆ,ఱేపు
598,bald::ADV,ಬೇಗ,శీఘ్రముగ
599,dann::ADV,ಆಗ,అప్పుడు
600,gestern::ADV,ನಿನ್ನೆ,నిన్నటి దినము
601,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,పూర్వమొకప్పుడు
602,damals::ADV,ಆಗ,అప్పుడు
603,danach::ADV,ಆಮೇಲೆ,అప్పుడు
604,vorher::ADV,ಮುಂಚೆ,ఎదుట
605,zuerst::ADV,ಮೊದಲಿಗೆ,మొదటిలో
606,einmal::ADV,ಒಮ್ಮೆ,ఒకసారి
607,manchmal::ADV,ಆಗಾಗ,అప్పటప్పటికి
608,oft::ADV,ಅನೇಕಸಲ,తఱచుగా
609,immer::ADV,ಯಾವಾಗಲೂ,ఎల్లప్పుడు
610,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ఎప్పుడునులేదు
611,hier::ADV,ಇಲ್ಲಿ,ఇక్కడ
612,hierhin::ADV,ಇತ್ತ,ఇక్కడకు
613,von hier::ADV,ಇಲ್ಲಿಂದ,ఇక్కడనుండి
614,dort::ADV,ಅಲ್ಲಿ,అక్కడ
615,dorthin::ADV,ಅಲ್ಲಿಗೆ,అక్కడికి
616,geradeaus::ADV,ಸೀದಾ,సూటిగా
617,vorwärts::ADV,ಮುನ್ನೆಡೆವ,ముందుకు
618,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,వెనుకకు
619,zurück::ADV,ಹಿಂದಕ್ಕೆ,వెనుకభాగము
620,unten::ADV,ಕೆಳಗೆ,క్రింద
621,hinab::ADV,ಕೆಳಕ್ಕೆ,కిందికి
622,oben::ADV,ಮೇಲೆ,మీద
623,hinauf::ADV,ಮೇಲಕ್ಕೆ,పైకి
624,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,అంతటా
625,nicht::ADV,ಇಲ್ಲ,కాదు
626,nicht::ADV,ಅಲ್ಲ,కాదు
627,ein wenig::ADV,ತುಸು,కొంచెము
628,kaum::ADV,ಕಠಿನವಾಗಿ,చాలిచాలక
629,sehr::ADV,ಬಹು,చాల
630,so::ADV,ಅಷ್ಟು,ఆలాగున
631,noch::ADV,ಇನ್ನು,ఇప్పటికిని
632,nur::ADV,ಕೇವಲ,మాత్రము
633,schon::ADV,ಆಗಲೇ,ఇదివఱకే
634,wieder::ADV,ಪುನಃ,తిరిగి
635,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,నిష్ఫలముగా
636,vor::PRP,ಮುಂದೆ,ముందు
637,hinter::PRP,ಹಿಂದ,వెనుక
638,unter::PRP,ಕೆಳ,క్రింద
639,durch::PRP,ನೇರವಾಗಿ,ద్వారా
640,neben::PRP,ಅಧರ ಬಲಿಕ,దగ్గెర
641,zwischen::PRP,ನಡುವೆ,మధ్య
642,wegen::PRP,ಅಧಕ್ಕಗಿ,కారణంగా
643,dies::PRN,ಈ,ఇది
644,das::PRN,ಅದು,అది
645,alles::PRN,ಎಲ್ಲ,సకలము
646,ich::PRN,ನಾನು,నేను
647,du::PRN,ನೀನು,నీవు
648,er::PRN,ಅವನು,అతడు
649,er::PRN,ಇವನು,అతడు
650,wir::PRN,ನಾವು,మనము
651,ihr::PRN,ನೀವು,మీరు
652,sie::PRN,ಅವರು,వారు
653,was::FPRN,ಏನು,ఏమి
654,wer::FPRN,ಯಾರಿಗೆ,ఎవడు
655,wo::FADV,ಎಲ್ಲಿ,ఎక్కడ
656,wohin::FADV,ಎಲ್ಲಿಗೆ,ఎందుకు
657,wie::FADV,ಹೇಗೆ,ఎట్టు
658,warum::FADV,ಏಕೆ,ఏల
659,wieviel::FNUM,ಎಷ್ಟು,ఎంత
660,eins::NUM,ಒಂದು,ఒకటి
661,zwei::NUM,ಎರಡು,రెండు
662,drei::NUM,ಮೂರು,మూడు
663,vier::NUM,ನಾಲ್ಕು,నాలుగు
664,fünf::NUM,ಅಯ್ದು,అయిదు
665,sechs::NUM,ಆರು,ఆఱు
666,sieben::NUM,ಏಳು,ఏరు
667,acht::NUM,ಎಂಟು,ఎనిమదు
668,neun::NUM,ಒಂಭಬತ್ತು,తొమ్మిది
669,zehn::NUM,ಹತ್ತು,పది
670,elf::NUM,ಹನ್ನೊಂದು,పదునొకొండు
671,zwölf::NUM,ಹನ್ನೆರಡು,పండ్రండు
672,zwanzig::NUM,ಇಪ್ಪತ್ತು,ఇరుపది
673,dreißig::NUM,ಮೂವತ್ತು,ముప్పది
674,vierzig::NUM,ನಲವತ್ತು,నలువది
675,fünfzig::NUM,ಐವತ್ತು,ఏబది
676,sechzig::NUM,ಅರುವತ್ತು,అరుపది
677,siebzig::NUM,ಎಪ್ಪತ್ತು,డెబ్బది
678,achtzig::NUM,ಎಂಬತ್ತು,ఎనుబది
679,neunzig::NUM,ತೊಂಬತ್ತು,తొంబది
680,hundert::NUM,ನೂರು,నూఱు
681,tausend::NUM,ಸಾವಿರ,వేయి
682,und::CNJ,ಮತ್ತು,మఱియు
683,oder::CNJ,ಅಥವಾ,లేక
684,stehen::V,ನಿಲ್ಲು,నిలుచు
685,sitzen::V,ಕುಳ್ಳಿರು,కూర్చుండు
686,liegen::V,ಮಲಗಿಕೊ,పండుకొనుట
687,hängen::V,ಇಳಿಯಬಿಡು,వ్రేలాడదీయు
688,werden::V,ಆಗು,అగు
689,passieren::V,ಆಗು,సంభవించు
690,beginnen::V,ಆರಂಭಿಸು,ఆరంభించు
691,enden::V,ಕೊನೆಗಾಣು,తీరుట
692,wechseln::V,ಮಾರ್ಪಡಿಸು,మార్చు
693,aufgehen[Sonne]::V,ಮೂಡು,ఉదయించు
694,untergehen[Sonne]::V,ಮುಳುಗು,అస్తమించు
695,scheinen[Sonne]::V,ಹೊಳೆ,ప్రకాశించు
696,donnern::V,ಗುಡುಗಾಗು,ఉరుముట
697,wehen::V,ತೀಡು,దురద్పప్టము
698,strömen::V,ಹರಿ,పారుట
699,fließen::V,ಹರಿ,ప్రవహించు
700,sich drehen::V,ಸುತ್ತು,తిరుగు
701,schwanken::V,ಓಲಾಡು,ఆడించుట
702,schwingen::V,ತೂಗು,ఊగుట
703,fallen::V,ಉದುರು,పడు
704,brennen::V,ಉರಿ,కాలుట
705,rauchen::V,ಹೊಗೆಬಿಡು,పొగసుట
706,regnen::V,ಸುರಿ,కురిపించుట
707,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,గడ్డకట్టు
708,tauen::V,ಬೆಚ್ಚಗಾಗು,కరగు
709,schmelzen::V,ಕರಗು,కరగు
710,trocknen::V,ಒಣಗು,యెండుట
711,sieden::V,ಕುದಿ,ఉడుకు
712,faulen::V,ಕೊಳೆ,క్రుళ్లు
713,verfaulen::V,ನಶಿಸು,క్షిణించు
714,reißen::V,ಒಡೆ,చించు
715,versinken::V,ಮುಳುಗು,మునుగు
716,vergehen::V,ಸಾಗು,సంభవించు
717,erscheinen::V,ತೋರು,కనబడు
718,verschwinden::V,ಮಾಯವಾಗು,అదృశ్యమగు
719,sinken::V,ಕುಸಿ,ముణుగుట
720,abnehmen::V,ತಗ್ಗು,తగ్గు
721,zunehmen::V,ಬೆಳೆ,పెరుగుట
722,steigen::V,ಉಬ್ಬು,లేచు
723,wachsen::V,ಬೆಳೆ,పెరుగు
724,glänzen::V,ಮಿರುಗು,ప్రకాశించు
725,funkeln::V,ಮಿನುಗು,ప్రకాశించు
726,lärmen::V,ಶಬ್ದ ಮಾಡಲು,అరుచుట
727,läuten::V,ಬಾರಿಸು,మేళవించుట
728,klingeln::V,ಅನುರಣಿಸು,వాయించుట
729,klirren::V,ಕಿಣಿಕಿಣಿಸು,ఘంటానాదము
730,brausen::V,ಅಬ್ಬರಿಸು,గర్జించు
731,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,చటచటమనుట
732,klingen::V,ಉಸಿರು,ధ్వనించుట
733,bellen::V,ಬಗುಳು,అఱచు
734,heulen::V,ಅರಚು,కూయు
735,blasen::V,ಗಾಳಿ ಊದು,దురద్పప్టము
736,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,ఈలవేయు
737,schreien::V,ಕರೆ,అఱచు
738,stöhnen::V,ನರಳು,మూలుగు
739,zittern::V,ನಡುಗು,వణకు
740,leben::V,ಇರು,జీవించుట
741,geboren werden::V,ಉಂಟಾಗು,పుట్టుట
742,atmen::V,ಉಸಿರು,ఉపిరి తీయు
743,trinken::V,ಕುಡಿ,త్రాగు
744,essen::V,ತಿನ್ನು,తిను
745,schlucken::V,ನುಂಗು,మ్రింగు
746,müde werden::V,ಬಳಲು,అలయు
747,einschlafen::V,ನಿದ್ಧೆಹೋಗು,నిద్రించు
748,schlafen::V,ನಿದ್ರಿಸು,నిద్రురించు
749,aufwachen::V,ಏಳು,మేలుకొను
750,aufstehen::V,ಏಳು,లేచు
751,sich erholen::V,ಸುಧಾರಿಸು,నడ్డి వాల్చు
752,krank werden::V,ಬೇನೆಬೀಳು,జబ్బుపడు
753,krank sein::V,ಕೆಟ್ಟ ಎಂದು,జబ్బు చేయు
754,schmerzen::V,ಕಚ್ಚು,నొచ్చుట
755,husten::V,ಕೆಮ್ಮು,దగ్గుట
756,genesen::V,ಮತ್ತೆಹೊದಿಸು,కుదురుట
757,sterben::V,ಮೃತಪಡು,మరణించు
758,umkommen::V,ಹಾಳಾಗು,నశించు
759,sich bewegen::V,ಚಲಿಸು,కదలు
760,sich rühren::V,ಕದಲು,కదలు
761,sich erheben::V,ಏಳು,లేచు
762,sich setzen::V,ಕೂರು,కూర్చుణ్డు
763,hinfallen::V,ಬೀಳು,దొర్లు
764,laufen::V,ನಡೆ,నడచు
765,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,అడుగుపెట్టుట
766,spazierengehen::V,ವಿಹರಿಸು,పచారు చేయు
767,eilen::V,ಮುನ್ನುಗ್ಗು,తొందరపడు
768,sich beeilen::V,ಆತುರಪಡು,త్వరపెట్టు
769,sausen::V,ಒಗೆ,విసరికొట్టు
770,rennen::V,ಓಡು,పరుగెత్తు
771,springen::V,ಜಿಗಿ,దుముకు
772,klettern::V,ಏರು,ఎక్కు
773,schaukeln::V,ತೂಗು,ఉయ్యాల ఊగు 
774,kriechen::V,ತೆವಳು,ప్రాకు
775,schwimmen::V,ಈಜು,ఈదు
776,tauchen::V,ಕೆಳಗಿಳಿ,మునుగు
777,rudern::V,ಸಾಗಿಸು,తెడ్లతోఁగడపు
778,fahren::V,ನಡೆಸು,నడపు
779,fliegen::V,ಹಾರು,ఎగురు
780,gehen::V,ಹೋಗು,పోవు
781,weggehen::V,ಹೊರಡು,బయలుదేరు
782,abfahren::V,ತೆರಳು,విడిచిపోవు
783,anhalten::V,ನಿಲ್ಲು,నిలుపు
784,hineingehen::V,ಒಳಹೊಗು,ప్రవేశించు
785,eintreten::V,ಒಳಹೊಗು,ప్రవేశించు
786,kommen::V,ಬರು,వచ్చు
787,ankommen::V,ಬರು,వచ్చి చేరు
788,zurückkommen::V,ಹಿಂದಿರುಗು,తిరిగీవచ్చుట
789,bleiben::V,ಇರು,ఉండు
790,warten::V,ಇರು,కనిపెట్టు
791,erwarten::V,ನಿರೀಕ್ಷಿಸು,నిరిక్షించు
792,suchen::V,ಹುಡುಕು,వెదకు
793,finden::V,ಕಂಡುಕೊ,కనుగొను
794,versuchen::V,ಪ್ರಯತ್ನಿಸು,ప్రయత్నించు
795,vorbereiten::V,ಸಿದ್ಧವಾಗು,తయారుచేయు
796,lieben::V,ಪ್ರೀತಿಸು,ప్రేమించు
797,mögen::V,ಇಷ್ಟಪಡು,ఇష్టపడు
798,lachen::V,ನಗು,నవ్వు
799,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,గుండె తాకు
800,weinen::V,ಅಳು,వీడ్చు
801,schimpfen::V,ಗೊಣಗು,గొణుగు
802,sich ärgern::V,ಗಣಗಾಡು,అలుగు
803,sich fürchten::V,ನಡುಗು,భయపడు
804,fürchten::V,ಹೆದರು,భయపడు
805,fliehen::V,ಓಡಿಹೋಗು,పాఱిపోపు
806,flüchten::V,ಪಾರಾಗು,తప్పించుకొను
807,sehen::V,ಕಾಣು,చూచు
808,anschauen::V,ನೋಡು,చూచు
809,ansehen::V,ನಿರೀಕ್ಷಿಸು,కాచియుండు
810,hören::V,ಕೇಳು,విను
811,zuhören::V,ಆಲಿಸು,విను
812,probieren::V,ರುಚಿ ನೋಡು,చవిచూచుట
813,riechen::V,ಮೂಸು,వాసనచూచు
814,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,స్పర్శించుట
815,scheinen::V,ತೋರು,కనబడు
816,zu sehen sein::V,ಕಾಣಿಸು,చూవు
817,vernehmen::V,ಕೇಳು,విను
818,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,చలికి వడకు
819,tun::V,ಮಾಡು,చేయు
820,können::V,ಮಾಡಬಲ್ಲ,గల
821,wollen::V,ಬಯಸು,కోరు
822,anfangen::V,ಪ್ರಾರಂಭಿಸು,ఆరంభించు
823,beenden::V,ನಿಲ್ಲಿಸು,ముగించు
824,aufhören::V,ಮುಗಿಸು,నిలుపు
825,gelingen::V,ಯಶಸ್ವಿಯಾಗು,గెలుపాందు
826,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,వెలువడు
827,öffnen::V,ತೆರೆ,తెఱచు
828,schließen::V,ಮುಚ್ಚು,మూయు
829,stellen::V,ಇಕ್ಕು,ఉంచు
830,setzen::V,ಇಡು,ఉంచు
831,legen::V,ಇಡು,పెట్టు
832,berühren::V,ತಾಕು,తాకు
833,verbinden::V,ಕೂಡಿಸು,చేర్చుట
834,bedecken::V,ಮುಚ್ಚು,మూయు
835,aufhängen::V,ತೂಗುಹಾಕು,వ్రేలాడదీయు
836,anzünden::V,ಹತ್ತಿಸು,వెలిగించు
837,aufheben::V,ಆಯಿ,సేకరించు
838,zurücklassen::V,ಬಿಡು,విడుచు
839,verlieren::V,ಕಳೆ,పోగొట్టుకొను
840,fallen lassen::V,ಬೀಳಿಸು,జాఱవిడుచు
841,machen::V,ಮಾಡು,చేయు
842,herstellen::V,ತಯಾರಿಸು,ఉత్పత్తిచేయు
843,bauen::V,ಕಟ್ಟು,నిర్మించు
844,reparieren::V,ಸರಿಪಡಿಸು,సరిచేయు
845,verbessern::V,ತಿದ್ದು,వృద్ధి చేయు
846,ändern::V,ಬದಲಾಯಿಸು,మార్చు
847,graben::V,ಅಗೆ,త్రవ్వు
848,beugen::V,ಬಗ್ಗಿಸು,వంచు
849,biegen::V,ಬಗ್ಗಿಸು,వంచు
850,drehen::V,ತಿರುಗು,నూలువడుకు
851,wenden::V,ತಿರುಗು,త్రిప్పు
852,umdrehen::V,ತಿರುಗಿಸು,త్రిప్పు
853,heben::V,ಎತ್ತು,ఎత్తు
854,hochheben::V,ಎತ್ತು,ఎత్తు
855,ergreifen::V,ಆಕ್ರಮಿಸು,వశపఱచుకొను
856,halten::V,ಹಿಡಿ,ఉంచు
857,drücken::V,ಒತ್ತು,అణచు
858,schieben::V,ನೂಕು,నొక్కు
859,kratzen::V,ತರಚಿಕೊಳ್ಳು,గోకు
860,lecken::V,ನೆಕ್ಕು,నాకు
861,beißen::V,ಕಚ್ಚು,కఱచు
862,abreißen::V,ಹರಿ,తెగతెంచు
863,abschneiden::V,ಕತ್ತರಿಸು,తెగకొట్టు
864,binden::V,ಕಟ್ಟು,కట్టు
865,stecken::V,ಸಿಕ್ಕಿಸು,తగులుకొనివుండుట
866,brechen::V,ಮುರಿ,పగులగొట్టు
867,klopfen::V,ತಟ್ಟು,కొట్టు
868,hauen::V,ಹೊಡೆ,కొట్టు
869,kleben::V,ಅಂಟಿಸು,అంటుకొను
870,reiben::V,ಉಜ್ಜು,రాచు
871,streichen::V,ಹರಡು,వ్యాపింపజేయు
872,schleifen::V,ಮಸೆ,రాచు
873,schneiden::V,ಕತ್ತರಿಸು,కోయు
874,rütteln::V,ಕುಲುಕಿಸು,కుదిలించుట
875,schütteln::V,ಅಲುಗಿಸು,కదల్చు
876,schwenken::V,ತೂಗಾಡು,ఊచుట
877,schütten::V,ಎರೆ,పోయు
878,füllen::V,ತುಂಬಿಸು,నింపు
879,einwickeln::V,ಹೊದಿಸು,చుట్టు
880,tragen::V,ಹೊರು,మోయు
881,schleppen::V,ಜಗ್ಗು,ఈడ్చు
882,ziehen::V,ಎಳೆ,ఈడ్చు
883,aufbewahren::V,ಇಟ್ಟುಕೊ,కాపాడు
884,werfen::V,ಎಸೆ,విసరు
885,fangen::V,ಹಿಡಿ,పట్టుకొను
886,packen::V,ಸೆಳೆ,పట్టుకొను
887,verstecken::V,ಮುಚ್ಚಿಡು,దాచు
888,teilen::V,ವಿಭಜಿಸು,భాగించు
889,schicken::V,ಕಳುಹಿಸು,పంపు
890,bringen::V,ತರು,తెచ్చు
891,hinzufügen::V,ಕೂಡಿಸು,చేర్చు
892,bekommen::V,ಸಂಪಾದಿಸು,సంపాదించు
893,erhalten::V,ಪಡೆ,పుచ్చుకొను
894,nehmen::V,ಹಿಡಿ,తీసికొను
895,wählen::V,ಆರಿಸು,ఇష్టపడు
896,auswählen::V,ಆಯಿ,ఏరుకొను
897,bewahren::V,ರಕ್ಷಿಸಿಡು,భద్రపఱుచు
898,behindern::V,ಅಡ್ಡಿಮಾಡು,అడ్డగించుట
899,verderben::V,ಕೆಡಿಸು,చెఱచు
900,beschädigen::V,ಹಾಳುಮಾಡು,చెరుపుట
901,zerbrechen::V,ಮುರಿ,పగులగొట్టు
902,zerreißen::V,ಸೀಳು,చించు
903,zerstören::V,ಅಳಿಸು,వాశనము చేయు
904,verbrennen::V,ಸುಡು,కాల్చు
905,geben::V,ಕೊಡು,ఇచ్చు
906,reichen::V,ಕೊಡು,అందుకొనుట
907,schenken::V,ಅರ್ಪಿಸು,అర్పించు
908,versprechen::V,ವಾಗ್ದಾನಮಾಡು,వాగ్దత్తము చేయు
909,wünschen::V,ಬಯಸು,కోరు
910,loben::V,ಹೊಗಳು,స్తుతించు
911,küssen::V,ಚುಂಬಿಸು,ముద్దుపెట్టుకొను
912,wiegen::V,ತೂಗು,ఊచుట
913,zudecken::V,ಹಾಸು,మూయు
914,wecken::V,ಎಬ್ಬಿಸು,నిద్రపలేపుట
915,zeigen::V,ತೋರಿಸು,చూవు
916,führen::V,ದಾರಿತೋರಿಸು,దారిచూపు
917,lehren::V,ಕಲಿಸು,బోధించు
918,unterrichten::V,ಬೋಧಿಸು,నేర్పు
919,aufziehen::V,ಸಲಹು,పెంచు
920,leiten::V,ಮುಂದಾಳಾಗಿರು ,తీసుకపోవుట
921,antreiben::V,ಓಡಿಸು,ప్రేరేపించు
922,lassen::V,ಮಾಡಲುಬಿಡು,అనుమతించు
923,einladen::V,ಆಹ್ವಾನಿಸು,ఆహ్వానించు
924,vereinigen::V,ಒಂದಾಗು,కూడుట
925,besuchen::V,ಭೇಟಿಯಾಗು,పోయి చూచు
926,treffen::V,ಸಂಧಿಸು,కలియు
927,sich versammeln::V,ನೆರೆ,కూర్చు
928,spielen::V,ಆಡು,ఆట లాడు
929,singen::V,ಹಾಡು,పాడు
930,tanzen::V,ಕುಣಿ,నృత్యముచేయు
931,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,ఎడబాయుట
932,verlassen::V,ಕಳೆ,విడుచు
933,retten::V,ರಕ್ಷಿಸು,తప్పించుట
934,bewachen::V,ಕಾಪಾಡು,కాపాడు
935,schützen::V,ಸಂರಕ್ಷಿಸು,రక్షించు
936,verteidigen::V,ಕಾಪಿಡು,రక్షించు
937,sich schlagen::V,ಕಿತ್ತಾಟ,జగడమాడు
938,schießen::V,ಎಸೆ,కాల్చు
939,siegen::V,ಗೆಲ್ಲು,గెలుచు
940,ärgern::V,ರೇಗಿಸು,పీడించుట
941,schlagen::V,ಹೊಡೆ,కొట్టు
942,treten::V,ಒದೆ,తన్ను
943,stechen::V,ಚುಚ್ಚು,కుట్టు
944,stoßen::V,ತಳ್ಳು,గెంటు
945,stehlen::V,ಕದಿ,దొంగిలించు
946,stören::V,ಕತಕು,కలతపఱచు
947,belästigen::V,ತೊಂದರೆ,పీడించు
948,verbergen::V,ಮರೆಮಾಜು,దాచు
949,täuschen::V,ಠಕ್ಕಿಸು,మోసము చేయు
950,betrügen::V,ವಂಚಿಸು,మోసపుచ్చు
951,töten::V,ಕೊಲ್ಲು,చంపు
952,wohnen::V,ವಾಸಿಸು,నివసించు
953,arbeiten::V,ಕೆಲಸ ಮಾಡು,పనిచేయు
954,sammeln::V,ಸಂಚಯಿಸು,ప్రోగుచేయు
955,pflücken::V,ಬಿಡಿಸು,యేరుట
956,jagen::V,ಬೇಟೆಯಾಡು,వేటాడు
957,fischen::V,ಮೀನು ಹಿಡಿ,వెదకు
958,fassen::V,ಹಿಡಿ,పట్టుకొమ
959,hüten::V,ಗುಂಪುಸೇರಿಸು,మందచేరుట
960,treiben::V,ದಬ್ಬು,నడపు
961,anbinden::V,ಬಿಗಿ,కట్టు
962,füttern::V,ಮೇಯಿಸು,భోజనము పెట్టు
963,melken::V,ಹಾಲು ಕರೆ,పాలు పితుకు
964,hacken::V,ತುಂಡರಿಸು,నఱకు
965,gießen::V,ನೀರುಹಾಕು,నీళ్ళుకట్టుట
966,reifen::V,ಕಳಿ,పండుట
967,zubereiten::V,ಅಡಿಗೆಮಾಡು,వండు
968,kochen::V,ಅಡು,వండు
969,backen::V,ಬೇಯಿಸು,రొట్టెకాల్చు
970,braten::V,ಕರಿ,వేపు
971,umrühren::V,ಕಲಕು,కదులుట
972,stricken::V,ಹೆಣೆ,అల్లు
973,nähen::V,ಹೊಲಿ,కుట్టు
974,färben::V,ಬಣ್ಣ ಹತ್ತು,రంగు వేయు
975,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,శుభ్రము చేయు
976,waschen::V,ತೊಳೆ,కడుగు
977,abwischen::V,ಒರಸು,తుడుచు
978,spülen::V,ಗಲಬರಿಸು,నీటిలో జడించు
979,fegen::V,ಗುಡಿಸು,ఊడ్చు
980,kehren::V,ಗುಡಿಸು,ఊడ్చు
981,baden::V,ಸ್ನಾನಮಾಡು,స్నానము చేయు
982,sich waschen::V,ತೊಳೆ,కడుగు
983,ausziehen::V,ಬಿಚ್ಚು,విప్పు
984,anziehen::V,ಹಾಕು,ధరించు
985,sich anziehen::V,ಹಾಕು,బట్టలు వేసుకొను
986,sich anziehen::V,ಹಾಕು,తొడుగుకొను
987,kämmen::V,ಬಾಚು,దువ్వుట
988,schmücken::V,ಅಲಂಕರಿಸು,అలంకరించు
