,Concept_ID,be,pt
197,Wurm::N,чарвяк,verme
198,Spinne::N,павук,aranha
199,Ameise::N,мурашка,formiga
200,Laus::N,вош,piolho
201,Mücke::N,камар,mosquito
202,Fliege::N,муха,mosca
203,Schmetterling::N,матыль,borboleta
204,Beere::N,ягада,bago
205,Apfel::N,яблык,maçã
206,Pilz::N,грыб,fungo
207,Pilz::N,грыб,cogumelo
208,Zwiebel::N,цыбуля,cebola
209,Saat::N,семя,sementeira
210,Korn::N,зерне,grão
211,Heu::N,сена,feno
212,Schale::N,шалупінне,casca
213,Grube::N,яма,cova
214,Grube::N,яма,fossa
215,Falle::N,пастка,armadilha
216,Schlinge::N,сіло,laço
217,Spur::N,след,pista
218,Spur::N,след,vestígio
219,Asche::N,попел,cinza
220,Dreck::N,бруд,sujidade
221,Eisen::N,жалеза,ferro
222,Gold::N,золата,ouro
223,Silber::N,сребра,prata
224,Kohle::N,вугаль,carvão
225,Glas::N,шкло,vidro
226,Lehm::N,гліна,barro
227,Lehm::N,гліна,argila
228,Sand::N,пясок,areia
229,Mensch::N,чалавек,homem
230,Mensch::N,чалавек,pessoa
231,Mann::N,мужчына,homem
232,Frau::N,жанчына,mulher
233,Kind::N,дзіця,filho
234,Kind::N,дзіця,criança
235,Junge::N,хлопчык,rapaz
236,Junge::N,хлопчык,menino
237,Mädchen::N,дзяўчынка,menina
238,Mädchen::N,дзяўчынка,rapariga
239,Familie::N,сямʼя,família
240,Großvater::N,дзядуля,avô
241,Großmutter::N,бабуля,avó
242,Eltern::N,бацькі,pais
243,Vater::N,бацька,pai
244,Mutter::N,маці,mãe
245,Sohn::N,сын,filho
246,Tochter::N,дачка,filha
247,Bruder::N,брат,irmão
248,Schwester::N,сястра,irmã
249,Onkel::N,дзядзька,tio
250,Tante::N,цётка,tia
251,Ehemann::N,муж,esposo
252,Ehefrau::N,жонка,esposa
253,Freude::N,радасць,prazer
254,Freude::N,радасць,alegria
255,Gelächter::N,смех,risada
256,Gelächter::N,смех,gargalhada
257,Glück::N,шчасце,felicidade
258,Kummer::N,гора,aflição
259,Kummer::N,гора,desgosto
260,Wunsch::N,жаданне,desejo
261,Lust::N,цяга,vontade
262,Geist::N,дух,mente
263,Geist::N,дух,espírito
264,Gedanke::N,думка,ideia
265,Gedanke::N,думка,pensamento
266,Gedächtnis::N,памяць,memória
267,Verstand::N,розум,razão
268,Verstand::N,розум,inteligência
269,Sinn::N,сэнс,sentido
270,Sinn::N,сэнс,significado
271,Grund::N,зачэпка,causa
272,Grund::N,зачэпка,motivo
273,Wahrheit::N,праўда,verdade
274,Gespräch::N,размова,conversa
275,Gespräch::N,размова,conversação
276,Märchen::N,казка,conto
277,Erzählung::N,расказ,conto
278,Erzählung::N,расказ,narrativa
279,Erzählung::N,апавяданне,conto
280,Erzählung::N,апавяданне,narrativa
281,Nachricht::N,вестка,mensagem
282,Nachricht::N,паведамленне,mensagem
283,Neuigkeit::N,навіна,notícia
284,Neuigkeit::N,навіна,novidade
285,Name::N,імя,nome
286,Rätsel::N,загадка,adivinha
287,Rede::N,прамова,oração
288,Rede::N,прамова,discurso
289,Sprache::N,мова,língua
290,Stimme::N,голас,voz
291,Wort::N,слова,palavra
292,Zeichen::N,знак,marca
293,Ruf::N,кліч,grito
294,Ruf::N,кліч,chamada
295,Lärm::N,шум,ruído
296,Lärm::N,шум,barulho
297,Laut::N,гук,som
298,Ton::N,гучанне,tom
299,Lied::N,песня,canção
300,Ruhe::N,спакой,calma
301,Ruhe::N,спакой,silêncio
302,Leute::N,людзі,gente
303,Leute::N,людзі,pessoas
304,Volk::N,народ,povo
305,Volk::N,народ,nação
306,Arbeit::N,праца,trabalho
307,Arbeit::N,работа,trabalho
308,Gast::N,госць,hóspede
309,Gast::N,госць,convidado
310,Geschenk::N,падарунак,prenda
311,Geschenk::N,падарунак,presente
312,Spiel::N,гульня,jogo
313,Gesellschaft::N,таварыства,companhia
314,Hilfe::N,дапамога,ajuda
315,Hilfe::N,дапамога,socorro
316,Freund::N,друг,amigo
317,Freund::N,сябар,amigo
318,Kamerad::N,прыяцель,camarada
319,Angelegenheit::N,справа,assunto
320,Anzahl::N,колькасць,número
321,Anzahl::N,колькасць,quantidade
322,Art::N,від,tipo
323,Art::N,від,espécie
324,Stück::N,кусок,pedaço
325,Stück::N,кавалак,pedaço
326,Teil::N,частка,peça
327,Teil::N,частка,parte
328,Hälfte::N,палова,metade
329,Hälfte::N,палавіна,metade
330,Kreis::N,круг,círculo
331,Kreuz::N,крыж,cruz
332,Linie::N,лінія,linha
333,Strich::N,рыса,traço
334,Abstand::N,прамежак,distância
335,Entfernung::N,адлегласць,distância
336,Gegend::N,мясцовасць,área
337,Gegend::N,мясцовасць,região
338,Platz::N,месца,lugar
339,Ort::N,месца,sítio
340,Seite::N,бок,lado
341,Mitte::N,сярэдзіна,meio
342,Gegenstand::N,прадмет,objecto
343,Sache::N,рэч,coisa
344,Rand::N,край,bordo
345,Rand::N,край,margem
346,Kante::N,руб,borda
347,Kante::N,руб,aresta
348,Kante::N,кант,borda
349,Kante::N,кант,aresta
350,Ecke::N,вугал,esquina
351,Spitze::N,кончык,ponta
352,Ende::N,канец,cabo
353,Ende::N,канец,extremo
354,Loch::N,дзірка,furo
355,Loch::N,дзірка,buraco
356,Winkel::N,вугал,canto
357,Winkel::N,вугал,ângulo
358,Muster::N,узор,padrão
359,Muster::N,узор,desenho
360,Größe::N,памер,tamanho
361,Länge::N,даўжыня,comprimento
362,Höhe::N,вышыня,altura
363,Höhe::N,вышыня,altitude
364,Gewicht::N,вага,peso
365,Menge::N,колькасць,quantidade
366,Haufen::N,куча,pilha
367,Reihe::N,рад,fila
368,Boot::N,лодка,barco
369,Ruder::N,вясло,remo
370,Schlitten::N,сані,trenó
371,Ski::N,лыжа,esqui
372,Lagerfeuer::N,вогнішча,fogueira
373,Last::N,цяжар,carga
374,Gang::N,ход,curso
375,Gang::N,ход,caminhada
376,Schritt::N,шаг,passo
377,Schritt::N,крок,passo
378,Norden::N,поўнач,norte
379,Süden::N,поўдзень,sul
380,Westen::N,захад,oeste
381,Westen::N,захад,ocidente
382,Osten::N,усход,este
383,Osten::N,усход,leste
384,Osten::N,усход,oriente
385,Holz::N,дрэва,madeira
386,Holz::N,драўніна,madeira
387,Brett::N,дошка,tábua
388,Brett::N,дошка,prancha
389,Platte::N,пліта,laje
390,Platte::N,пліта,chapa
391,Stütze::N,падпорка,apoio
392,Stütze::N,падпорка,suporte
393,Stange::N,жэрдка,vara
394,Stange::N,жэрдка,barra
395,Stock::N,палка,pau
396,Stock::N,палка,bengala
397,Stab::N,шост,bastão
398,Rohr::N,труба,cano
399,Haus::N,дом,casa
400,Heim::N,дом,lar
401,Heim::N,дом,casa
402,Heim::N,хата,lar
403,Heim::N,хата,casa
404,Ofen::N,печ,estufa
405,Ofen::N,печ,aquecedor
406,Fußboden::N,падлога,piso
407,Tisch::N,стол,mesa
408,Stuhl::N,стул,cadeira
409,Stuhl::N,крэсла,cadeira
410,Wiege::N,калыска,berço
411,Bett::N,ложак,cama
412,Bett::N,пасцель,cama
413,Regal::N,паліца,estante
414,Regal::N,паліца,prateleira
415,Kiste::N,скрынка,caixa
416,Fenster::N,акно,janela
417,Tür::N,дзверы,porta
418,Tor::N,вароты,portão
419,Zaun::N,агароджа,cerca
420,Zaun::N,агароджа,vedação
421,Dach::N,дах,telhado
422,Leiter::N,лесвіца,escada
423,Leiter::N,лесвіца,escada móvel
424,Besen::N,мятла,vassoura
425,Spaten::N,лапата,pá
426,Spaten::N,жалязняк,pá
427,Schaufel::N,шуфлік,pá
428,Schaufel::N,лапатка,pá
429,Gabel::N,відэлец,garfo
430,Löffel::N,лыжка,colher
431,Messer::N,нож,faca
432,Nagel::N,цвік,cravo
433,Netz::N,сетка,rede
434,Haken::N,крук,gancho
435,Griff::N,ручка,asa
436,Griff::N,ручка,cabo
437,Schloss::N,замок,fechadura
438,Bild::N,карціна,imagem
439,Figur::N,фігура,figura
440,Puppe::N,лялька,boneca
441,Beutel::N,мяшок,saco
442,Beutel::N,мяшок,bolsa
443,Bündel::N,вязка,fardo
444,Tasche::N,торба,saco
445,Tasche::N,торба,bolso
446,Eimer::N,вядро,balde
447,Deckel::N,накрыўка,tampa
448,Geschirr::N,пасуда,louça
449,Sack::N,мех,saca
450,Tasse::N,кубак,chávena
451,Topf::N,каструля,tacho
452,Topf::N,каструля,panela
453,Kessel::N,кацёл,caldeira
454,Essen::N,ежа,refeição
455,Nahrung::N,харч,comida
456,Nahrung::N,харч,alimento
457,Speise::N,страва,prato
458,Fleisch::N,мяса,carne
459,Getreide::N,збожжа,cereais
460,Brei::N,каша,puré
461,Brot::N,хлеб,pão
462,Scheibe::N,луста,fatia
463,Scheibe::N,скібка,fatia
464,Fett::N,тлушч,banha
465,Fett::N,тлушч,gordura
466,Butter::N,масла,manteiga
467,Öl::N,алей,azeite
468,Salz::N,соль,sal
469,Suppe::N,суп,sopa
470,Suppe::N,суп,caldo
471,Honig::N,мёд,mel
472,Milch::N,малако,leite
473,Tee::N,чай,chá
474,Tee::N,гарбата,chá
475,Leder::N,скура,couro
476,Wolle::N,воўна,lã
477,Stoff::N,тканіна,pano
478,Stoff::N,тканіна,tecido
479,Nadel::N,іголка,agulha
480,Faden::N,нітка,fio
481,Knopf::N,гузік,botão
482,Knoten::N,вузел,nó
483,Farbe::N,фарба,corante
484,Kleidung::N,адзенне,roupa
485,Kleidung::N,адзенне,vestuário
486,Hemd::N,кашуля,camisa
487,Kragen::N,каўнер,gola
488,Ärmel::N,рукаў,manga
489,Hose::N,штаны,calça
490,Gürtel::N,пояс,cinto
491,Mütze::N,шапка,boné
492,Mütze::N,шапка,barrete
493,Schuh::N,чаравік,sapato
494,Stiefel::N,бот,bota
495,Ring::N,кольца,anel
496,Band::N,стужка,fita
497,Band::N,стужка,faixa
498,Kamm::N,расчоска,pente
499,Spiegel::N,люстра,espelho
500,Riemen::N,рэмень,correia
501,Schnur::N,вяроўка,corda
502,Schnur::N,вяроўка,cordel
503,Leine::N,павадок,trela
504,Decke::N,коўдра,cobertor
505,Kissen::N,падушка,almofada
506,Tuch::N,хустка,pano
507,Handtuch::N,ручнік,toalha
508,Kraft::N,сіла,força
509,Stärke::N,моц,força
510,Gesundheit::N,здароўе,saúde
511,Krankheit::N,хвароба,doença
512,Krankheit::N,хвароба,enfermidade
513,Schmerz::N,боль,dor
514,Wunde::N,рана,chaga
515,Wunde::N,рана,ferida
516,Fieber::N,гарачка,febre
517,Fieber::N,ліхаманка,febre
518,Arznei::N,лекі,remédio
519,Brücke::N,мост,ponte
520,Brunnen::N,калодзеж,poço
521,Weide::N,паша,pastagem
522,Pfad::N,сцежка,senda
523,Pfad::N,сцежка,trilho
524,Weg::N,шлях,caminho
525,Weg::N,дарога,caminho
526,Straße::N,вуліца,via
527,Straße::N,вуліца,estrada
528,Dorf::N,вёска,aldeia
529,Stadt::N,горад,cidade
530,Brief::N,ліст,carta
531,Brief::N,пісьмо,carta
532,Buch::N,кніга,livro
533,Buchstabe::N,літара,letra
534,Zeitung::N,газета,jornal
535,Leben::N,жыццё,vida
536,Tod::N,смерць,morte
537,Grab::N,магіла,túmulo
538,Grab::N,магіла,sepultura
539,Kirche::N,касцёл,igreja
540,Kirche::N,царква,igreja
541,Sünde::N,грэх,pecado
542,Gott::N,бог,deus
543,Arbeiter::N,рабочы,operário
544,Arbeiter::N,рабочы,trabalhador
545,Chef::N,начальнік,chefe
546,Chef::N,начальнік,patrão
547,Meister::N,майстар,mestre
548,Arzt::N,урач,médico
549,Lehrer::N,настаўнік,professor
550,Geld::N,грошы,dinheiro
551,Geschäft::N,заняцце,negócio
552,Laden::N,крама,loja
553,Laden::N,магазін,loja
554,Preis::N,цана,preço
555,Ware::N,тавар,mercadoria
556,Nutzen::N,выгада,proveito
557,Reichtum::N,багацце,riqueza
558,Welt::N,свет,mundo
559,Land::N,краіна,país
560,Staat::N,дзяржава,Estado
561,König::N,кароль,rei
562,Macht::N,улада,poder
563,Macht::N,улада,potência
564,Grenze::N,граніца,fronteira
565,Krieg::N,вайна,guerra
566,Feind::N,вораг,inimigo
567,Gewalt::N,насілле,violência
568,Kampf::N,барацьба,luta
569,Kampf::N,барацьба,combate
570,Bogen[Waffe]::N,лук,arco
571,Pfeil::N,страла,seta
572,Pfeil::N,страла,flecha
573,Gewehr::N,ружжо,espingarda
574,Fehler::N,памылка,erro
575,Fehler::N,памылка,falha
576,Lüge::N,хлусня,mentira
577,Schaden::N,шкода,dano
578,Schaden::N,шкода,estrago
579,Unglück::N,ліха,desgraça
580,Unglück::N,бядота,desgraça
581,Schuld::N,віна,culpa
582,Alter::N,узрост,idade
583,Schluss::N,канец,fim
584,Zeit::N,час,tempo
585,Tag::N,дзень,dia
586,Morgen::N,ранак,manhã
587,Morgen::N,раніца,manhã
588,Mittag::N,паўдня,meio-dia
589,Mittag::N,поўдзень,meio-dia
590,Abend::N,вечар,noite
591,Abend::N,вечар,tardinha
592,Nacht::N,ноч,noite
593,Woche::N,тыдзень,semana
594,Monat::N,месяц,mês
595,Jahr::N,год,ano
596,Frühling::N,вясна,primavera
597,Sommer::N,лета,verão
598,Herbst::N,восень,outono
599,Winter::N,зіма,inverno
600,Januar::N,студзень,Janeiro
601,Februar::N,люты,Fevereiro
602,März::N,сакавік,Março
603,April::N,красавік,Abril
604,Mai::N,май,Maio
605,Mai::N,травень,Maio
606,Juni::N,чэрвень,Junho
607,Juli::N,ліпень,Julho
608,August::N,жнівень,Agosto
609,September::N,верасень,Setembro
610,Oktober::N,кастрычнік,Outubro
611,November::N,лістапад,Novembro
612,Dezember::N,снежань,Dezembro
613,Montag::N,панядзелак,segunda-feira
614,Dienstag::N,аўторак,terça-feira
615,Mittwoch::N,серада,quarta-feira
616,Donnerstag::N,чацвер,quinta-feira
617,Freitag::N,пятніца,sexta-feira
618,Samstag::N,субота,sábado
619,Sonntag::N,нядзеля,domingo
620,groß::A,вялікі,grande
621,klein::A,маленькі,pequeno
622,lang::A,доўгі,comprido
623,kurz::A,кароткі,curto
624,breit::A,шырокі,largo
625,schmal::A,вузкі,estreito
626,dicht::A,густы,denso
627,dick[Gegenstand]::A,тоўсты,grosso
628,dünn::A,тонкі,delgado
629,fein::A,тонкі,fino
630,fein::A,тонкі,subtil
631,fest::A,моцны,firme
632,fest::A,моцны,sólido
633,flach::A,плоскі,plano
634,glatt::A,гладкі,liso
635,hart::A,цвёрды,duro
636,weich::A,мяккі,mole
637,rund::A,круглы,redondo
638,spitz::A,спічасты,agudo
639,spitz::A,востраканцовы,agudo
640,scharf::A,востры,afiado
641,stumpf::A,тупы,rombo
642,schwer::A,цяжкі,pesado
643,schön::A,прыгожы,belo
644,schön::A,прыгожы,bonito
645,heiß::A,гарачы,quente
646,warm::A,цёплы,quente
647,kalt::A,холадны,frio
648,kühl::A,халаднаваты,fresco
649,frisch::A,свежы,fresco
650,feucht::A,вільготны,húmido
651,nass::A,мокры,molhado
652,trocken::A,сухі,seco
653,voll::A,поўны,cheio
654,leer::A,пусты,vazio
655,offen::A,адкрыты,aberto
656,offen::A,адчынены,aberto
657,geschlossen::A,закрыты,fechado
658,geschlossen::A,зачынены,fechado
659,sauber::A,чысты,limpo
660,schmutzig::A,брудны,sujo
661,roh::A,сыры,cru
662,reif::A,спелы,maduro
663,lecker::A,смачны,delicioso
664,süß::A,салодкі,doce
665,bitter::A,горкі,amargo
666,sauer::A,кіслы,azedo
667,hell::A,светлы,claro
668,dunkel::A,цёмны,escuro
669,dunkel::A,цёмны,sombrio
670,schwarz::A,чорны,preto
671,weiß::A,белы,branco
672,rot::A,чырвоны,vermelho
673,gelb::A,жоўты,amarelo
674,blau::A,сіні,azul
675,grün::A,зялёны,verde
676,grau::A,шэры,cinzento
677,bunt::A,пяресты,colorido
678,billig::A,танны,barato
679,teuer::A,дарагі,caro
680,wertvoll::A,цэнны,valioso
681,wertvoll::A,цэнны,precioso
682,wertvoll::A,каштоўны,valioso
683,wertvoll::A,каштоўны,precioso
684,blind::A,сляпы,cego
685,taub::A,глухі,surdo
686,kräftig::A,магутны,forte
687,kräftig::A,магутны,poderoso
688,stark::A,сільны,forte
689,stark::A,сільны,robusto
690,schwach::A,слабы,débil
691,fett::A,тлусты,gordo
692,schlank::A,стройны,esbelto
693,hübsch::A,чароўны,giro
694,hübsch::A,чароўны,bonito
695,böse::A,злы,mau
696,dumm::A,дурны,parvo
697,dumm::A,дурны,estúpido
698,faul::A,лянівы,preguiçoso
699,fleißig::A,руплівы,aplicado
700,fleißig::A,руплівы,diligente
701,geizig::A,прагны,avarento
702,klug::A,разумны,prudente
703,klug::A,разумны,inteligente
704,geschickt::A,умелы,hábil
705,lieb::A,мілы,caro
706,lieb::A,мілы,querido
707,lustig::A,вясёлы,alegre
708,sanft::A,ласкавы,suave
709,sanft::A,ласкавы,brando
710,hungrig::A,галодны,faminto
711,krank::A,хворы,doente
712,krank::A,хворы,enfermo
713,nackt::A,голы,nu
714,nackt::A,голы,despido
715,traurig::A,сумны,triste
716,lebendig::A,жывы,vivo
717,gut::A,добры,bom
718,schlecht::A,кепскі,mau
719,schlecht::A,кепскі,ruim
720,richtig::A,правільны,justo
721,richtig::A,правільны,correcto
722,schlimm::A,агідны,mau
723,schlimm::A,агідны,grave
724,wahr::A,сапраўдны,verdadeiro
725,alt::A,стары,velho
726,alt::A,стары,antigo
727,neu::A,новы,novo
728,ehemalig::A,былы,antigo
729,alt[Lebewesen]::A,стары,velho
730,jung::A,малады,jovem
731,arm::A,бедны,pobre
732,reich::A,багаты,rico
733,bekannt::A,знаёмы,conhecido
734,berühmt::A,славуты,famoso
735,berühmt::A,славуты,célebre
736,fremd::A,чужы,alheio
737,fremd::A,чужы,estranho
738,verschieden::A,розны,diverso
739,verschieden::A,розны,diferente
740,nah::A,блізкі,próximo
741,fern::A,далёкі,remoto
742,fern::A,далёкі,distante
743,linker::A,левы,esquerdo
744,rechter::A,правы,direito
745,anderer::A,іншы,outro
746,anderer::A,другі,outro
747,erster::A,першы,primeiro
748,zweiter::A,другі,segundo
749,dritter::A,трэці,terceiro
750,letzter::A,апошні,final
751,letzter::A,апошні,último
752,allein::ADV,сам,só
753,allein::ADV,адзін,só
754,auf einmal::ADV,адразу,de vez
755,zusammen::ADV,разам,juntos
756,lange::ADV,доўга,muito tempo
757,plötzlich::ADV,раптам,de repente
758,sofort::ADV,зараз,imediatamente
759,später::ADV,пазней,mais tarde
760,jetzt::ADV,цяпер,agora
761,heute::ADV,сёння,hoje
762,morgen::ADV,заўтра,amanhã
763,bald::ADV,хутка,logo
764,bald::ADV,хутка,breve
765,bald::ADV,неўзабаве,logo
766,bald::ADV,неўзабаве,breve
767,dann::ADV,потым,então
768,dann::ADV,потым,depois
769,gestern::ADV,учора,ontem
770,einst::ADV,аднойчы,antigamente
771,damals::ADV,тады,então
772,danach::ADV,затым,logo
773,danach::ADV,затым,depois
774,vorher::ADV,раней,antes
775,zuerst::ADV,спярша,primeiro
776,zuerst::ADV,спачатку,primeiro
777,einmal::ADV,адзін раз,uma vez
778,manchmal::ADV,часам,às vezes
779,oft::ADV,часта,muitas vezes
780,immer::ADV,заўсёды,sempre
781,niemals::ADV,ніколі,nunca
782,hier::ADV,тут,cá
783,hier::ADV,тут,aqui
784,hierhin::ADV,сюды,para cá
785,von hier::ADV,адсюль,daqui
786,von hier::ADV,адгэтуль,daqui
787,dort::ADV,там,lá
788,dort::ADV,там,ali
789,dorthin::ADV,туды,lá
790,dorthin::ADV,туды,para lá
791,geradeaus::ADV,прама,em frente
792,vorwärts::ADV,наперад,avante
793,rückwärts::ADV,назад,para trás
794,zurück::ADV,назад,atrás
795,unten::ADV,унізе,debaixo
796,unten::ADV,унізе,em baixo
797,hinab::ADV,уніз,para baixo
798,oben::ADV,угары,em cima
799,oben::ADV,наверсе,em cima
800,hinauf::ADV,угару,para cima
801,überall::ADV,усюды,em toda parte
802,nicht::ADV,не,não
803,ein wenig::ADV,трошкі,um pouco
804,ein wenig::ADV,трошкі,um bocado
805,kaum::ADV,ледзьве,apenas
806,sehr::ADV,вельмі,muito
807,so::ADV,так,tão
808,so::ADV,так,assim
809,noch::ADV,яшчэ,ainda
810,nur::ADV,толькі,só
811,nur::ADV,толькі,apenas
812,nur::ADV,толькі,somente
813,schon::ADV,ужо,já
814,wieder::ADV,зноў,outra vez
815,vergebens::ADV,дарма,em vão
816,vergebens::ADV,дарэмна,em vão
817,vor::PRP,перад,diante de
818,hinter::PRP,за,atrás de
819,hinter::PRP,ззаду,atrás de
820,unter::PRP,пад,sob
821,unter::PRP,пад,debaixo de
822,durch::PRP,праз,por
823,durch::PRP,праз,através de
824,neben::PRP,каля,junto de
825,neben::PRP,каля,ao lado de
826,zwischen::PRP,між,entre
827,zwischen::PRP,паміж,entre
828,wegen::PRP,з-за,por
829,wegen::PRP,з-за,por causa de
830,dies::PRN,гэта,isto
831,das::PRN,тое,isso
832,das::PRN,тое,aquilo
833,alles::PRN,усё,todo
834,ich::PRN,я,eu
835,du::PRN,ты,tu
836,er::PRN,ён,ele
837,wir::PRN,мы,nós
838,ihr::PRN,вы,vós
