,Concept_ID,sv,fi
208,Eule::N,uggla,pöllö
209,Kranich::N,trana,kurki
210,Krähe::N,kråka,varis
211,Kuckuck::N,gök,käki
212,Schwan::N,svan,joutsen
213,Fisch::N,fisk,kala
214,Barsch::N,abborre,ahven
215,Hecht::N,gädda,hauki
216,Schlange[Tier]::N,orm,käärme
217,Wurm::N,mask,mato
218,Spinne::N,spindel,hämähäkki
219,Ameise::N,myra,muurahainen
220,Laus::N,lus,täi
221,Mücke::N,mygga,sääski
222,Mücke::N,mygga,hyttynen
223,Fliege::N,fluga,kärpänen
224,Schmetterling::N,fjäril,perhonen
225,Beere::N,bär,marja
226,Apfel::N,äpple,omena
227,Pilz::N,svamp,sieni
228,Zwiebel::N,lök,sipuli
229,Saat::N,sådd,siemenet
230,Korn::N,korn,jyvä
231,Korn::N,korn,vilja
232,Heu::N,hö,heinä
233,Schale::N,skal,kuori
234,Grube::N,grop,kuoppa
235,Falle::N,fälla,loukku
236,Schlinge::N,snara,ansa
237,Spur::N,spår,jälki
238,Asche::N,aska,tuhka
239,Dreck::N,lort,lika
240,Eisen::N,järn,rauta
241,Gold::N,guld,kulta
242,Silber::N,silver,hopea
243,Kohle::N,kol,hiili
244,Glas::N,glas,lasi
245,Lehm::N,lera,savi
246,Sand::N,sand,hiekka
247,Mensch::N,människa,ihminen
248,Mann::N,man,mies
249,Frau::N,kvinna,nainen
250,Kind::N,barn,lapsi
251,Junge::N,pojke,poika
252,Mädchen::N,flicka,tyttö
253,Familie::N,familj,perhe
254,Großvater::N,morfar,isoisä
255,Großmutter::N,farmor,isoäiti
256,Eltern::N,föräldrar,vanhemmat
257,Vater::N,far,isä
258,Mutter::N,mor,äiti
259,Sohn::N,son,poika
260,Tochter::N,dotter,tytär
261,Bruder::N,bror,veli
262,Schwester::N,syster,sisko
263,Onkel::N,morbror,eno
264,Onkel::N,morbror,setä
265,Tante::N,tant,täti
266,Ehemann::N,äkta man,mies
267,Ehemann::N,äkta man,aviomies
268,Ehefrau::N,hustru,vaimo
269,Ehefrau::N,hustru,aviovaimo
270,Freude::N,fröjd,ilo
271,Freude::N,fröjd,riemu
272,Freude::N,glädje,ilo
273,Freude::N,glädje,riemu
274,Gelächter::N,åtlöje,nauru
275,Glück::N,lycka,onni
276,Kummer::N,sorg,suru
277,Kummer::N,sorg,murhe
278,Wunsch::N,önskan,toive
279,Wunsch::N,önskan,toivomus
280,Lust::N,lust,himo
281,Geist::N,ande,henki
282,Gedanke::N,tanke,aate
283,Gedanke::N,tanke,ajatus
284,Gedächtnis::N,minne,muisti
285,Verstand::N,förstånd,äly
286,Verstand::N,förstånd,järki
287,Verstand::N,förstånd,ymmärrys
288,Sinn::N,mening,merkitys
289,Sinn::N,betydelse,merkitys
290,Grund::N,skäl,syy
291,Grund::N,skäl,peruste
292,Grund::N,grund,syy
293,Grund::N,grund,peruste
294,Wahrheit::N,sanning,tosi
295,Wahrheit::N,sanning,totuus
296,Gespräch::N,samtal,puhelu
297,Gespräch::N,samtal,keskustelu
298,Märchen::N,saga,satu
299,Erzählung::N,berättelse,tarina
300,Erzählung::N,berättelse,kertomus
301,Nachricht::N,meddelande,tieto
302,Nachricht::N,meddelande,ilmoitus
303,Neuigkeit::N,nyhet,uutinen
304,Name::N,namn,nimi
305,Rätsel::N,gåta,arvoitus
306,Rede::N,tal,puhe
307,Sprache::N,språk,kieli
308,Stimme::N,stämma,ääni
309,Wort::N,ord,sana
310,Zeichen::N,tecken,merkki
311,Ruf::N,rop,kutsu
312,Lärm::N,bråk,melu
313,Lärm::N,bråk,hälinä
314,Lärm::N,oväsen,melu
315,Lärm::N,oväsen,hälinä
316,Laut::N,ljud,ääni
317,Ton::N,ton,sävel
318,Lied::N,sång,laulu
319,Ruhe::N,ro,lepo
320,Ruhe::N,ro,rauha
321,Ruhe::N,lugn,lepo
322,Ruhe::N,lugn,rauha
323,Leute::N,folk,väki
324,Leute::N,folk,ihmiset
325,Volk::N,folk,kansa
326,Arbeit::N,arbete,työ
327,Gast::N,gäst,vieras
328,Geschenk::N,gåva,lahja
329,Geschenk::N,present,lahja
330,Spiel::N,lek,peli
331,Spiel::N,lek,leikki
332,Spiel::N,spel,peli
333,Spiel::N,spel,leikki
334,Gesellschaft::N,sällskap,seura
335,Hilfe::N,hjälp,apu
336,Freund::N,vän,ystävä
337,Kamerad::N,kamrat,toveri
338,Angelegenheit::N,ärende,asia
339,Angelegenheit::N,angelägenhet,asia
340,Anzahl::N,antal,lukumäärä
341,Art::N,art,laji
342,Art::N,slag,laji
343,Stück::N,stycke,pala
344,Stück::N,stycke,kappale
345,Teil::N,del,osa
346,Hälfte::N,halva,puoli
347,Kreis::N,krets,ympyrä
348,Kreis::N,cirkel,ympyrä
349,Kreuz::N,kors,risti
350,Kreuz::N,kryss,risti
351,Linie::N,linje,viiva
352,Strich::N,streck,piirto
353,Abstand::N,avstånd,väli
354,Abstand::N,avstånd,väljyys
355,Entfernung::N,avstånd,etäisyys
356,Gegend::N,trakt,seutu
357,Platz::N,plats,tila
358,Ort::N,plats,kohta
359,Ort::N,plats,paikka
360,Ort::N,ställe,kohta
361,Ort::N,ställe,paikka
362,Seite::N,sida,sivu
363,Seite::N,sida,kylki
364,Mitte::N,mitt,keskus
365,Mitte::N,mitt,puoliväli
366,Gegenstand::N,föremål,kalu
367,Gegenstand::N,föremål,esine
368,Sache::N,sak,asia
369,Rand::N,rand,ääri
370,Rand::N,rand,syrjä
371,Kante::N,kant,särmä
372,Ecke::N,vrå,nurkka
373,Ecke::N,hörn,nurkka
374,Spitze::N,spets,terä
375,Spitze::N,spets,kärki
376,Ende::N,ända,pää
377,Ende::N,ända,perä
378,Loch::N,hål,kolo
379,Loch::N,hål,reikä
380,Winkel::N,vinkel,kulma
381,Muster::N,mönster,kuvio
382,Größe::N,storlek,koko
383,Größe::N,storlek,suuruus
384,Länge::N,längd,pituus
385,Höhe::N,höjd,korkeus
386,Gewicht::N,tyngd,paino
387,Menge::N,mängd,määrä
388,Haufen::N,hög,kasa
389,Reihe::N,rad,rivi
390,Boot::N,båt,vene
391,Ruder::N,åra,airo
392,Schlitten::N,släde,reki
393,Schlitten::N,släde,kelkka
394,Ski::N,skida,suksi
395,Lagerfeuer::N,lägereld,nuotio
396,Last::N,last,kuorma
397,Last::N,börda,kuorma
398,Gang::N,gång,kulku
399,Gang::N,gång,käynti
400,Schritt::N,steg,askel
401,Norden::N,norr,pohjoinen
402,Süden::N,söder,etelä
403,Westen::N,väster,länsi
404,Osten::N,öster,itä
405,Holz::N,trä,puu
406,Brett::N,bräda,lauta
407,Platte::N,platta,levy
408,Stütze::N,stöd,noja
409,Stütze::N,stötta,noja
410,Stange::N,stång,tanko
411,Stock::N,käpp,keppi
412,Stock::N,pinne,keppi
413,Stab::N,stav,sauva
414,Stab::N,stav,seiväs
415,Rohr::N,rör,putki
416,Haus::N,hus,talo
417,Heim::N,hem,koti
418,Ofen::N,ugn,uuni
419,Fußboden::N,golv,lattia
420,Tisch::N,bord,pöytä
421,Stuhl::N,stol,tuoli
422,Wiege::N,vagga,kehto
423,Bett::N,säng,sänky
424,Regal::N,hylla,hylly
425,Kiste::N,låda,arkku
426,Kiste::N,låda,kirstu
427,Kiste::N,låda,laatikko
428,Fenster::N,fönster,ikkuna
429,Tür::N,dörr,ovi
430,Tor::N,port,portti
431,Zaun::N,staket,aita
432,Zaun::N,stängsel,aita
433,Dach::N,tak,katto
434,Leiter::N,stege,tikkaat
435,Leiter::N,stege,tikapuut
436,Besen::N,kvast,luuta
437,Spaten::N,spade,lapio
438,Schaufel::N,skovel,lapio
439,Schaufel::N,skyffel,lapio
440,Gabel::N,gaffel,haarukka
441,Löffel::N,sked,lusikka
442,Messer::N,kniv,veitsi
443,Nagel::N,spik,naula
444,Netz::N,nät,verkko
445,Haken::N,krok,haka
446,Haken::N,krok,koukku
447,Griff::N,tag,ripa
448,Griff::N,tag,kahva
449,Griff::N,handtag,ripa
450,Griff::N,handtag,kahva
451,Schloss::N,las,lukko
452,Bild::N,bild,kuva
453,Figur::N,figur,kuvio
454,Puppe::N,docka,nukke
455,Beutel::N,påse,pussi
456,Bündel::N,bunt,nippu
457,Bündel::N,bunt,kimppu
458,Bündel::N,knippa,nippu
459,Bündel::N,knippa,kimppu
460,Tasche::N,väska,laukku
461,Eimer::N,hink,sanko
462,Eimer::N,hink,ämpäri
463,Eimer::N,ämbar,sanko
464,Eimer::N,ämbar,ämpäri
465,Deckel::N,lock,kansi
466,Geschirr::N,servis,astia
467,Geschirr::N,porslin,astia
468,Sack::N,säck,säkki
469,Tasse::N,kopp,kuppi
470,Topf::N,gryta,pata
471,Topf::N,kastrull,pata
472,Kessel::N,kittel,kattila
473,Essen::N,mål,syönti
474,Nahrung::N,näring,ruoka
475,Nahrung::N,näring,ravinto
476,Speise::N,maträtt,ruoka
477,Fleisch::N,kött,liha
478,Getreide::N,säd,vilja
479,Getreide::N,spannmål,vilja
480,Brei::N,gröt,puuro
481,Brot::N,bröd,leipä
482,Scheibe::N,skiva,viipale
483,Fett::N,fett,rasva
484,Butter::N,smör,voi
485,Öl::N,olja,öljy
486,Salz::N,salt,suola
487,Suppe::N,soppa,keitto
488,Honig::N,honung,hunaja
489,Milch::N,mjölk,maito
490,Tee::N,te,tee
491,Leder::N,läder,nahka
492,Wolle::N,ull,villa
493,Wolle::N,ylle,villa
494,Stoff::N,tyg,kangas
495,Stoff::N,stoff,kangas
496,Nadel::N,nål,neula
497,Faden::N,tråd,lanka
498,Knopf::N,knapp,nappi
499,Knoten::N,knut,solmu
500,Farbe::N,färg,maali
501,Kleidung::N,klädsel,vaatteet
502,Hemd::N,skjorta,paita
503,Kragen::N,krage,kaulus
504,Ärmel::N,ärm,hiha
505,Hose::N,byxor,housut
506,Gürtel::N,bälte,vyö
507,Mütze::N,mössa,lakki
508,Schuh::N,sko,kenkä
509,Stiefel::N,stövel,saapas
510,Ring::N,ring,sormus
511,Band::N,band,nauha
512,Kamm::N,kam,kampa
513,Spiegel::N,spegel,peili
514,Riemen::N,rem,hihna
515,Schnur::N,snöre,naru
516,Schnur::N,snöre,nuora
517,Leine::N,lina,talutushihna
518,Decke::N,täcke,peite
519,Kissen::N,dyna,tyyny
520,Kissen::N,dyna,pielus
521,Kissen::N,kudde,tyyny
522,Kissen::N,kudde,pielus
523,Tuch::N,sjal,huivi
524,Handtuch::N,handduk,pyyheliina
525,Kraft::N,kraft,väki
526,Kraft::N,kraft,voima
527,Stärke::N,styrka,vahvuus
528,Gesundheit::N,hälsa,terveys
529,Krankheit::N,sjukdom,tauti
530,Krankheit::N,sjukdom,sairaus
531,Schmerz::N,smärta,kipu
532,Schmerz::N,smärta,särky
533,Wunde::N,sår,haava
534,Fieber::N,feber,kuume
535,Arznei::N,medicin,lääke
536,Arznei::N,läkemedel,lääke
537,Brücke::N,bro,silta
538,Brunnen::N,brunn,kaivo
539,Weide::N,bete,laidun
540,Pfad::N,stig,polku
541,Weg::N,väg,tie
542,Straße::N,gata,katu
543,Dorf::N,by,kylä
544,Stadt::N,stad,kaupunki
545,Brief::N,brev,kirje
546,Buch::N,bok,kirja
547,Buchstabe::N,bokstav,kirjain
548,Zeitung::N,tidning,lehti
549,Zeitung::N,tidning,sanomalehti
550,Leben::N,liv,elo
551,Leben::N,liv,elämä
552,Tod::N,död,kuolema
553,Grab::N,grav,hauta
554,Kirche::N,kyrka,kirkko
555,Sünde::N,synd,synti
556,Gott::N,gud,jumala
557,Arbeiter::N,arbetare,työläinen
558,Chef::N,chef,päällikkö
559,Meister::N,mästare,mestari
560,Arzt::N,läkare,lääkäri
561,Lehrer::N,lärare,opettaja
562,Geld::N,pengar,raha
563,Geschäft::N,rörelse,liike
564,Laden::N,affär,puoti
565,Laden::N,affär,kauppa
566,Preis::N,pris,hinta
567,Ware::N,vara,tavara
568,Nutzen::N,gagn,hyöty
569,Nutzen::N,nytta,hyöty
570,Reichtum::N,rikedom,rikkaus
571,Welt::N,värld,maailma
572,Land::N,land,maa
573,Staat::N,stat,valtio
574,König::N,kung,kuningas
575,König::N,konung,kuningas
576,Macht::N,makt,mahti
577,Grenze::N,gräns,raja
578,Krieg::N,krig,sota
579,Feind::N,fiende,vihollinen
580,Gewalt::N,våld,väkivalta
581,Kampf::N,kamp,taistelu
582,Kampf::N,strid,taistelu
583,Bogen[Waffe]::N,båge,jousi
584,Pfeil::N,pil,nuoli
585,Gewehr::N,gevär,kivääri
586,Fehler::N,fel,vika
587,Fehler::N,fel,virhe
588,Lüge::N,lögn,valhe
589,Schaden::N,skada,vaurio
590,Schaden::N,skada,vahinko
591,Unglück::N,otur,vahinko
592,Unglück::N,otur,onnettomuus
593,Unglück::N,olycka,vahinko
594,Unglück::N,olycka,onnettomuus
595,Schuld::N,skuld,syy
596,Alter::N,ålder,ikä
597,Schluss::N,slut,loppu
598,Zeit::N,tid,aika
599,Tag::N,dag,päivä
600,Morgen::N,morgon,aamu
601,Morgen::N,morgon,huomen
602,Mittag::N,middag,keskipäivä
603,Abend::N,kväll,ilta
604,Nacht::N,natt,yö
605,Woche::N,vecka,viikko
606,Monat::N,månad,kuukausi
607,Jahr::N,år,vuosi
608,Frühling::N,vår,kevät
609,Sommer::N,sommar,kesä
610,Herbst::N,höst,syksy
611,Winter::N,vinter,talvi
612,Januar::N,januari,tammikuu
613,Februar::N,februari,helmikuu
614,März::N,mars,maaliskuu
615,April::N,april,huhtikuu
616,Mai::N,maj,toukokuu
617,Juni::N,juni,kesäkuu
618,Juli::N,juli,heinäkuu
619,August::N,augusti,elokuu
620,September::N,september,syyskuu
621,Oktober::N,oktober,lokakuu
622,November::N,november,marraskuu
623,Dezember::N,december,joulukuu
624,Montag::N,måndag,maanantai
625,Dienstag::N,tisdag,tiistai
626,Mittwoch::N,onsdag,keskiviikko
627,Donnerstag::N,torsdag,torstai
628,Freitag::N,fredag,perjantai
629,Samstag::N,lördag,lauantai
630,Sonntag::N,söndag,sunnuntai
631,groß::A,stor,iso
632,groß::A,stor,suuri
633,klein::A,liten,pieni
634,lang::A,lång,pitkä
635,kurz::A,kort,lyhyt
636,breit::A,bred,leveä
637,schmal::A,smal,kapea
638,dicht::A,tät,taaja
639,dick[Gegenstand]::A,tjock,paksu
640,dünn::A,tunn,ohut
641,fein::A,fin,hieno
642,fest::A,fast,luja
643,flach::A,platt,litteä
644,flach::A,platt,tasainen
645,glatt::A,glatt,sileä
646,glatt::A,glatt,siloinen
647,hart::A,hård,kova
648,weich::A,mjuk,pehmeä
649,rund::A,rund,pyöreä
650,spitz::A,toppig,terävä
651,spitz::A,spetsig,terävä
652,scharf::A,vass,terävä
653,scharf::A,skarp,terävä
654,stumpf::A,slö,tylsä
655,schwer::A,tung,raskas
656,schwer::A,tung,painava
657,schön::A,skön,kaunis
658,schön::A,vacker,kaunis
659,heiß::A,het,kuuma
660,warm::A,varm,lämmin
661,kalt::A,kall,kylmä
662,kalt::A,kall,viluinen
663,kühl::A,sval,viileä
664,kühl::A,kylig,viileä
665,frisch::A,färsk,tuore
666,feucht::A,fuktig,kostea
667,nass::A,våt,märkä
668,trocken::A,torr,kuiva
669,voll::A,full,täysi
670,leer::A,tom,tyhjä
671,offen::A,öppen,avonainen
672,geschlossen::A,stängd,suljettu
673,sauber::A,ren,puhdas
674,schmutzig::A,snuskig,likainen
675,roh::A,rå,raaka
676,reif::A,mogen,kypsä
677,lecker::A,läcker,herkullinen
678,süß::A,söt,makea
679,bitter::A,besk,karvas
680,bitter::A,besk,kitkerä
681,bitter::A,bitter,karvas
682,bitter::A,bitter,kitkerä
683,sauer::A,sur,hapan
684,hell::A,ljus,kirkas
685,hell::A,ljus,valoisa
686,dunkel::A,mörk,pimeä
687,schwarz::A,svart,musta
688,weiß::A,vit,valkea
689,rot::A,röd,punainen
690,gelb::A,gul,keltainen
691,blau::A,blå,sininen
692,grün::A,grön,vihreä
693,grau::A,grå,harmaa
694,bunt::A,brokig,kirjava
695,billig::A,billig,halpa
696,billig::A,billig,huokea
697,teuer::A,dyr,kallis
698,wertvoll::A,värdefull,arvokas
699,blind::A,blind,sokea
700,taub::A,döv,kuuro
701,kräftig::A,kraftig,väkevä
702,kräftig::A,kraftig,voimakas
703,stark::A,stark,vahva
704,schwach::A,svag,heikko
705,fett::A,fet,lihava
706,schlank::A,slank,hoikka
707,schlank::A,slank,solakka
708,hübsch::A,snygg,soma
709,hübsch::A,snygg,sievä
710,hübsch::A,vacker,soma
711,hübsch::A,vacker,sievä
712,böse::A,ond,paha
713,böse::A,ond,häijy
714,böse::A,elak,paha
715,böse::A,elak,häijy
716,dumm::A,dum,tyhmä
717,dumm::A,dum,typerä
718,faul::A,lat,laiska
719,fleißig::A,flitig,ahkera
720,geizig::A,snål,saita
721,geizig::A,girig,saita
722,klug::A,klok,älykäs
723,geschickt::A,händig,taitava
724,geschickt::A,skicklig,taitava
725,lieb::A,kär,rakas
726,lieb::A,snäll,rakas
727,lustig::A,rolig,hauska
728,lustig::A,rolig,iloinen
729,lustig::A,lustig,hauska
730,lustig::A,lustig,iloinen
731,sanft::A,mild,lauha
732,sanft::A,mild,lempeä
733,hungrig::A,hungrig,nälkäinen
734,krank::A,sjuk,sairas
735,nackt::A,naken,alaston
736,traurig::A,ledsen,surullinen
737,traurig::A,ledsen,murheellinen
738,traurig::A,sorgsen,surullinen
739,traurig::A,sorgsen,murheellinen
740,lebendig::A,levande,elävä
741,gut::A,bra,hyvä
742,schlecht::A,dålig,paha
743,schlecht::A,dålig,huono
744,richtig::A,riktig,oikea
745,schlimm::A,illa,paha
746,wahr::A,sann,tosi
747,alt::A,gammal,vanha
748,neu::A,ny,uusi
749,ehemalig::A,forn,entinen
750,ehemalig::A,forn,muinainen
751,ehemalig::A,tidigare,entinen
752,ehemalig::A,tidigare,muinainen
753,alt[Lebewesen]::A,gammal,vanha
754,jung::A,ung,nuori
755,arm::A,fattig,köyhä
756,reich::A,rik,rikas
757,bekannt::A,känd,tuttu
758,bekannt::A,känd,tunnettu
759,berühmt::A,berömd,kuuluisa
760,fremd::A,främmande,vieras
761,verschieden::A,åtskillig,eri
762,verschieden::A,åtskillig,erilainen
763,nah::A,nära,läheinen
764,fern::A,fjärran,etäinen
765,linker::A,vänster,vasen
766,rechter::A,höger,oikea
767,anderer::A,annan,muu
768,anderer::A,annan,toinen
769,erster::A,första,ensimmäinen
770,zweiter::A,andra,toinen
771,dritter::A,tredje,kolmas
772,letzter::A,sist,viimeinen
773,allein::ADV,allena,yksin
774,auf einmal::ADV,på en gång,yhdellä kertaa
775,zusammen::ADV,tillsammans,yhdessä
776,lange::ADV,länge,kauan
777,lange::ADV,länge,pitkään
778,plötzlich::ADV,plötsligt,äkkiä
779,sofort::ADV,strax,heti
780,sofort::ADV,genast,heti
781,später::ADV,senare,myöhemmin
782,jetzt::ADV,nu,nyt
783,heute::ADV,i dag,tänään
784,morgen::ADV,i morgon,huomenna
785,bald::ADV,snart,pian
786,dann::ADV,då,sitten
787,gestern::ADV,i går,eilen
788,einst::ADV,en gång,aikanaan
789,damals::ADV,då,silloin
790,damals::ADV,då,siihen aikaan
791,damals::ADV,den gången,silloin
792,damals::ADV,den gången,siihen aikaan
793,danach::ADV,därefter,sen jälkeen
794,vorher::ADV,före,ennen
795,vorher::ADV,förut,ennen
796,zuerst::ADV,först,ensin
797,zuerst::ADV,först,ensiksi
798,einmal::ADV,en gång,kerran
799,manchmal::ADV,ibland,joskus
800,oft::ADV,ofta,usein
801,immer::ADV,alltid,aina
802,niemals::ADV,aldrig,ei koskaan
803,hier::ADV,här,tässä
804,hier::ADV,här,täällä
805,hierhin::ADV,hit,tähän
806,von hier::ADV,härifrån,tästä
807,von hier::ADV,härifrån,täältä
808,dort::ADV,där,siinä
809,dort::ADV,där,siellä
810,dorthin::ADV,dit,sinne
811,dorthin::ADV,dit,tuonne
812,geradeaus::ADV,rätt fram,suoraan
813,vorwärts::ADV,fram,eteenpäin
814,vorwärts::ADV,framåt,eteenpäin
815,rückwärts::ADV,baklänges,taaksepäin
816,zurück::ADV,tillbaka,takaisin
817,unten::ADV,nere,alhaalla
818,unten::ADV,nedanför,alhaalla
819,hinab::ADV,ned,alas
820,hinab::ADV,nedåt,alas
821,oben::ADV,ovan,ylhäällä
822,oben::ADV,ovanpå,ylhäällä
823,hinauf::ADV,upp,ylös
824,hinauf::ADV,uppåt,ylös
825,überall::ADV,överallt,kaikkialla
826,nicht::ADV,ej,ei
827,nicht::ADV,inte,ei
828,ein wenig::ADV,litet,vähän
829,kaum::ADV,knappt,tuskin
830,kaum::ADV,knappast,tuskin
831,sehr::ADV,mycket,kovin
832,sehr::ADV,mycket,oikein
833,so::ADV,så,näin
834,noch::ADV,än,vielä
835,noch::ADV,ännu,vielä
836,nur::ADV,bara,vain
837,nur::ADV,bara,ainoastaan
838,nur::ADV,endast,vain
839,nur::ADV,endast,ainoastaan
