,Concept_ID,be,ka
176,Wolf::N,воўк,მგელი
177,Vogel::N,птах,ჩიტი
178,Vogel::N,птах,ფრინველი
179,Vogel::N,птушка,ჩიტი
180,Vogel::N,птушка,ფრინველი
181,Schwarm::N,чарада,გუნდი
182,Huhn::N,курыца,დედალი
183,Hahn::N,певень,მამალი
184,Gans::N,гусь,ბატი
185,Adler::N,арол,არწივი
186,Ente::N,качка,იხვი
187,Eule::N,сава,ბუ
188,Kranich::N,жораў,წერო
189,Kranich::N,журавель,წერო
190,Krähe::N,варона,ყვავი
191,Kuckuck::N,зязюля,გუგული
192,Schwan::N,лебедзь,გედი
193,Fisch::N,рыба,თევზი
194,Barsch::N,акунь,ქორჭილა
195,Hecht::N,шчупак,ქარიყლაპია
196,Schlange[Tier]::N,змяя,გველი
197,Wurm::N,чарвяк,ჭია
198,Spinne::N,павук,ობობა
199,Ameise::N,мурашка,ჭიანჭველა
200,Laus::N,вош,ტილი
201,Laus::N,вош,მკბენარი
202,Mücke::N,камар,კოღო
203,Fliege::N,муха,ბუზი
204,Schmetterling::N,матыль,პეპელა
205,Beere::N,ягада,კენკრა
206,Apfel::N,яблык,ვაშლი
207,Pilz::N,грыб,სოკო
208,Zwiebel::N,цыбуля,ხახვი
209,Saat::N,семя,თესლი
210,Korn::N,зерне,მარცვალი
211,Heu::N,сена,თივა
212,Schale::N,шалупінне,ჩენჩო
213,Grube::N,яма,ორმო
214,Falle::N,пастка,ხაფანგი
215,Schlinge::N,сіло,მახე
216,Spur::N,след,კვალი
217,Asche::N,попел,ფერფლი
218,Dreck::N,бруд,ტალახი
219,Dreck::N,бруд,სიბინძურე
220,Eisen::N,жалеза,რკინა
221,Gold::N,золата,ოქრო
222,Silber::N,сребра,ვერცხლი
223,Kohle::N,вугаль,ნახშირი
224,Glas::N,шкло,მინა
225,Lehm::N,гліна,თიხა
226,Sand::N,пясок,ქვიშა
227,Mensch::N,чалавек,ადამიანი
228,Mann::N,мужчына,კაცი
229,Frau::N,жанчына,ქალი
230,Kind::N,дзіця,ბავშვი
231,Junge::N,хлопчык,ვაჟი
232,Mädchen::N,дзяўчынка,გოგო
233,Familie::N,сямʼя,ოჯახი
234,Großvater::N,дзядуля,პაპა
235,Großvater::N,дзядуля,ბაბუა
236,Großmutter::N,бабуля,ბებია
237,Großmutter::N,бабуля,დიდედა
238,Eltern::N,бацькі,მშობლები
239,Vater::N,бацька,მამა
240,Mutter::N,маці,დედა
241,Sohn::N,сын,ვაჟიშვილი
242,Tochter::N,дачка,ქალიშვილი
243,Bruder::N,брат,ძმა
244,Schwester::N,сястра,და
245,Onkel::N,дзядзька,ბიძა
246,Tante::N,цётка,დეიდა
247,Tante::N,цётка,მამიდა
248,Ehemann::N,муж,ქმარი
249,Ehefrau::N,жонка,ცოლი
250,Freude::N,радасць,სიხარული
251,Gelächter::N,смех,სიცილი
252,Glück::N,шчасце,ბედნიერება
253,Kummer::N,гора,მწუხარება
254,Wunsch::N,жаданне,წადილი
255,Wunsch::N,жаданне,სურვილი
256,Lust::N,цяга,წადილი
257,Geist::N,дух,სული
258,Gedanke::N,думка,ფიქრი
259,Gedächtnis::N,памяць,მეხსიერება
260,Verstand::N,розум,ჭკუა
261,Verstand::N,розум,გონება
262,Sinn::N,сэнс,მნიშვნელობა
263,Grund::N,зачэпка,მიზეზი
264,Wahrheit::N,праўда,სიმართლე
265,Wahrheit::N,праўда,ჭეშმარიტება
266,Gespräch::N,размова,ბაასი
267,Gespräch::N,размова,საუბარი
268,Märchen::N,казка,არაკი
269,Märchen::N,казка,ზღაპარი
270,Erzählung::N,расказ,თქმულება
271,Erzählung::N,апавяданне,თქმულება
272,Nachricht::N,вестка,ცნობა
273,Nachricht::N,вестка,ამბავი
274,Nachricht::N,паведамленне,ცნობა
275,Nachricht::N,паведамленне,ამბავი
276,Neuigkeit::N,навіна,სიახლე
277,Name::N,імя,სახელი
278,Rätsel::N,загадка,გამოცანა
279,Rede::N,прамова,სიტყვა
280,Sprache::N,мова,ენა
281,Stimme::N,голас,ხმა
282,Wort::N,слова,სიტყვა
283,Zeichen::N,знак,ნიშანი
284,Ruf::N,кліч,ძახილი
285,Lärm::N,шум,ხმაური
286,Laut::N,гук,ხმა
287,Laut::N,гук,ბგერა
288,Ton::N,гучанне,ტონი
289,Lied::N,песня,სიმღერა
290,Ruhe::N,спакой,სიწყნარე
291,Leute::N,людзі,ადამიანები
292,Volk::N,народ,ერი
293,Volk::N,народ,ხალხი
294,Arbeit::N,праца,მუშაობა
295,Arbeit::N,работа,მუშაობა
296,Gast::N,госць,სტუმარი
297,Geschenk::N,падарунак,საჩუქარი
298,Spiel::N,гульня,თამაში
299,Gesellschaft::N,таварыства,საზოგადოება
300,Hilfe::N,дапамога,შველა
301,Hilfe::N,дапамога,დახმარება
302,Freund::N,друг,მეგობარი
303,Freund::N,сябар,მეგობარი
304,Kamerad::N,прыяцель,ამხანაგი
305,Angelegenheit::N,справа,საქმე
306,Anzahl::N,колькасць,ოდენობა
307,Art::N,від,სახეობა
308,Stück::N,кусок,ნატეხი
309,Stück::N,кавалак,ნატეხი
310,Teil::N,частка,წილი
311,Hälfte::N,палова,ნახევარი
312,Hälfte::N,палавіна,ნახევარი
313,Kreis::N,круг,წრე
314,Kreuz::N,крыж,ჯვარი
315,Linie::N,лінія,ხაზი
316,Strich::N,рыса,შტრიხი
317,Abstand::N,прамежак,მანძილი
318,Entfernung::N,адлегласць,სიშორე
319,Gegend::N,мясцовасць,არე
320,Gegend::N,мясцовасць,მხარე
321,Platz::N,месца,ფართობი
322,Ort::N,месца,ადგილი
323,Seite::N,бок,მხარე
324,Mitte::N,сярэдзіна,შუა
325,Gegenstand::N,прадмет,საგანი
326,Sache::N,рэч,ნივთი
327,Rand::N,край,კიდე
328,Kante::N,руб,ნაწიბული
329,Kante::N,кант,ნაწიბული
330,Ecke::N,вугал,კუთხე
331,Spitze::N,кончык,წვეტი
332,Ende::N,канец,ბოლო
333,Loch::N,дзірка,ხვრელი
334,Winkel::N,вугал,კუთხე
335,Muster::N,узор,მოხატულობა
336,Größe::N,памер,ზომა
337,Größe::N,памер,სიდიდე
338,Länge::N,даўжыня,სიგრძე
339,Höhe::N,вышыня,სიმაღლე
340,Gewicht::N,вага,წონა
341,Menge::N,колькасць,რაოდენობა
342,Haufen::N,куча,გროვა
343,Reihe::N,рад,რიგი
344,Reihe::N,рад,წყება
345,Boot::N,лодка,გემი
346,Ruder::N,вясло,ხოფი
347,Ruder::N,вясло,ნიჩაბი
348,Schlitten::N,сані,მარხილი
349,Ski::N,лыжа,თხილამური
350,Lagerfeuer::N,вогнішча,კოცონი
351,Last::N,цяжар,ტვირთი
352,Gang::N,ход,სვლა
353,Schritt::N,шаг,ბიჯი
354,Schritt::N,крок,ბიჯი
355,Norden::N,поўнач,ჩრდილოეთი
356,Süden::N,поўдзень,სამხრეთი
357,Westen::N,захад,დასავლეთი
358,Osten::N,усход,აღმოსავლეთი
359,Holz::N,дрэва,ხე
360,Holz::N,драўніна,ხე
361,Brett::N,дошка,დაფა
362,Brett::N,дошка,ფიცარი
363,Platte::N,пліта,თლილი ქვა
364,Stütze::N,падпорка,საყრდენი
365,Stange::N,жэрдка,ჭოკი
366,Stock::N,палка,კეტი
367,Stab::N,шост,ლატანი
368,Rohr::N,труба,მილაკი
369,Haus::N,дом,სახლი
370,Heim::N,дом,ოჯახის კერა
371,Heim::N,хата,ოჯახის კერა
372,Ofen::N,печ,ღუმელი
373,Fußboden::N,падлога,იატაკი
374,Tisch::N,стол,სუფრა
375,Tisch::N,стол,მაგიდა
376,Stuhl::N,стул,სკამი
377,Stuhl::N,крэсла,სკამი
378,Wiege::N,калыска,აკვანი
379,Bett::N,ложак,საწოლი
380,Bett::N,ложак,სარეცელი
381,Bett::N,пасцель,საწოლი
382,Bett::N,пасцель,სარეცელი
383,Regal::N,паліца,თაროები
384,Kiste::N,скрынка,ყუთი
385,Kiste::N,скрынка,სკივრი
386,Fenster::N,акно,ფანჯარა
387,Fenster::N,акно,სარკმელი
388,Tür::N,дзверы,ბჭე
389,Tür::N,дзверы,კარი
390,Tor::N,вароты,ჭიშკარი
391,Zaun::N,агароджа,ღობე
392,Zaun::N,агароджа,გალავანი
393,Dach::N,дах,სახურავი
394,Leiter::N,лесвіца,კიბე
395,Besen::N,мятла,ცოცხი
396,Spaten::N,лапата,ნიჩაბი
397,Spaten::N,жалязняк,ნიჩაბი
398,Schaufel::N,шуфлік,ბარი
399,Schaufel::N,лапатка,ბარი
400,Gabel::N,відэлец,ჩანგალი
401,Löffel::N,лыжка,კოვზი
402,Messer::N,нож,დანა
403,Nagel::N,цвік,ლურსმანი
404,Netz::N,сетка,ბადე
405,Haken::N,крук,კავი
406,Haken::N,крук,კაუჭი
407,Griff::N,ручка,ტარი
408,Schloss::N,замок,კლიტე
409,Schloss::N,замок,საკეტი
410,Bild::N,карціна,სურათი
411,Figur::N,фігура,ფიგურა
412,Puppe::N,лялька,თოჯინა
413,Beutel::N,мяшок,პარკი
414,Bündel::N,вязка,გალა
415,Bündel::N,вязка,ასხმა
416,Tasche::N,торба,ჩანთა
417,Eimer::N,вядро,ჩამჩა
418,Deckel::N,накрыўка,ხუფი
419,Deckel::N,накрыўка,სარქველი
420,Geschirr::N,пасуда,ჭურჭელი
421,Sack::N,мех,ტომარა
422,Tasse::N,кубак,ფინჯანი
423,Topf::N,каструля,ქოთანი
424,Kessel::N,кацёл,ქვაბი
425,Essen::N,ежа,ჭამა
426,Nahrung::N,харч,საზრდო
427,Nahrung::N,харч,საკვები
428,Speise::N,страва,საჭმელი
429,Fleisch::N,мяса,ხორცი
430,Getreide::N,збожжа,მარცვლოვანი
431,Brei::N,каша,ფაფა
432,Brot::N,хлеб,პური
433,Scheibe::N,луста,ნაჭერი
434,Scheibe::N,скібка,ნაჭერი
435,Fett::N,тлушч,ქონი
436,Fett::N,тлушч,ცხიმი
437,Butter::N,масла,კარაქი
438,Öl::N,алей,ზეთი
439,Salz::N,соль,მარილი
440,Suppe::N,суп,სუფი
441,Honig::N,мёд,თაფლი
442,Milch::N,малако,რძე
443,Tee::N,чай,ჩაი
444,Tee::N,гарбата,ჩაი
445,Leder::N,скура,ტყავი
446,Wolle::N,воўна,მატყლი
447,Stoff::N,тканіна,ქსოვილი
448,Nadel::N,іголка,ნემსი
449,Faden::N,нітка,ძაფი
450,Faden::N,нітка,მკედი
451,Knopf::N,гузік,ღილი
452,Knoten::N,вузел,ნასკვი
453,Farbe::N,фарба,საღებავი
454,Kleidung::N,адзенне,ტანსაცმელი
455,Hemd::N,кашуля,ხალათი
456,Hemd::N,кашуля,პერანგი
457,Kragen::N,каўнер,საყელო
458,Ärmel::N,рукаў,სახელო
459,Hose::N,штаны,შარვალი
460,Gürtel::N,пояс,ქამარი
461,Mütze::N,шапка,ქუდი
462,Schuh::N,чаравік,ფეხსაცმელი
463,Stiefel::N,бот,ჩექმა
464,Ring::N,кольца,ბეჭედი
465,Band::N,стужка,ბაფთი
466,Kamm::N,расчоска,სავარცხელი
467,Spiegel::N,люстра,სარკე
468,Riemen::N,рэмень,ღვედი
469,Schnur::N,вяроўка,ლარი
470,Leine::N,павадок,ჯაჭვი
471,Decke::N,коўдра,საბანი
472,Kissen::N,падушка,ბალიში
473,Tuch::N,хустка,მაუდი
474,Tuch::N,хустка,თავშალი
475,Handtuch::N,ручнік,ხელსახოცი
476,Kraft::N,сіла,ძალა
477,Stärke::N,моц,ღონე
478,Gesundheit::N,здароўе,ჯანმრთელობა
479,Krankheit::N,хвароба,სენი
480,Krankheit::N,хвароба,ავადმყოფობა
481,Schmerz::N,боль,ტკივილი
482,Wunde::N,рана,იარი
483,Wunde::N,рана,ჭრილობა
484,Fieber::N,гарачка,ციება
485,Fieber::N,ліхаманка,ციება
486,Arznei::N,лекі,წამალი
487,Brücke::N,мост,ხიდი
488,Brunnen::N,калодзеж,ჭა
489,Weide::N,паша,საძოვარი
490,Pfad::N,сцежка,ბილიკი
491,Weg::N,шлях,გზა
492,Weg::N,дарога,გზა
493,Straße::N,вуліца,შარაგზა
494,Dorf::N,вёска,დაბა
495,Dorf::N,вёска,სოფელი
496,Stadt::N,горад,ქალაქი
497,Brief::N,ліст,წერილი
498,Brief::N,пісьмо,წერილი
499,Buch::N,кніга,წიგნი
500,Buchstabe::N,літара,ასო
501,Zeitung::N,газета,გაზეთი
502,Leben::N,жыццё,სიცოცხლე
503,Tod::N,смерць,სიკვდილი
504,Grab::N,магіла,სამარე
505,Grab::N,магіла,საფლავი
506,Kirche::N,касцёл,ეკლესია
507,Kirche::N,царква,ეკლესია
508,Sünde::N,грэх,ცოდვა
509,Gott::N,бог,ღმერთი
510,Arbeiter::N,рабочы,მუშა
511,Chef::N,начальнік,გამგე
512,Meister::N,майстар,ოსტატი
513,Arzt::N,урач,ექიმი
514,Arzt::N,урач,მკურნალი
515,Lehrer::N,настаўнік,მასწავლებელი
516,Geld::N,грошы,ფული
517,Geschäft::N,заняцце,საქმე
518,Geschäft::N,заняцце,ბიზნესი
519,Laden::N,крама,დუქანი
520,Laden::N,крама,მაღაზია
521,Laden::N,магазін,დუქანი
522,Laden::N,магазін,მაღაზია
523,Preis::N,цана,ფასი
524,Ware::N,тавар,საქონელი
525,Nutzen::N,выгада,ხეირი
526,Reichtum::N,багацце,სიმდიდრე
527,Welt::N,свет,მსოფლიო
528,Land::N,краіна,მხარე
529,Land::N,краіна,ქვეყანა
530,Staat::N,дзяржава,სახელმწიფო
531,König::N,кароль,მეფე
532,Macht::N,улада,ძლიერება
533,Grenze::N,граніца,ზღვარი
534,Krieg::N,вайна,ომი
535,Feind::N,вораг,მტერი
536,Gewalt::N,насілле,სისასტიკე
537,Kampf::N,барацьба,ბრძოლა
538,Bogen[Waffe]::N,лук,მშვილდი
539,Pfeil::N,страла,ისარი
540,Pfeil::N,страла,მახვილი
541,Gewehr::N,ружжо,თოფი
542,Gewehr::N,ружжо,შაშხანა
543,Fehler::N,памылка,შეცდომა
544,Lüge::N,хлусня,სიცრუე
545,Schaden::N,шкода,ვნება
546,Unglück::N,ліха,ხიფათი
547,Unglück::N,ліха,უბედურება
548,Unglück::N,бядота,ხიფათი
549,Unglück::N,бядота,უბედურება
550,Schuld::N,віна,ბრალი
551,Alter::N,узрост,ასაკი
552,Schluss::N,канец,ბოლო
553,Schluss::N,канец,დასასრული
554,Zeit::N,час,დრო
555,Tag::N,дзень,დღე
556,Morgen::N,ранак,დილა
557,Morgen::N,раніца,დილა
558,Mittag::N,паўдня,შუადღე
559,Mittag::N,поўдзень,შუადღე
560,Abend::N,вечар,საღამო
561,Nacht::N,ноч,ღამე
562,Woche::N,тыдзень,კვირა
563,Monat::N,месяц,თვე
564,Jahr::N,год,წელი
565,Frühling::N,вясна,გაზაფხული
566,Sommer::N,лета,ზაფხული
567,Herbst::N,восень,შემოდგომა
568,Winter::N,зіма,ზამთარი
569,Januar::N,студзень,იანვარი
570,Februar::N,люты,თებერვალი
571,März::N,сакавік,მარტი
572,April::N,красавік,აპრილი
573,Mai::N,май,მაისი
574,Mai::N,травень,მაისი
575,Juni::N,чэрвень,ივნისი
576,Juli::N,ліпень,ივლისი
577,August::N,жнівень,აგვისტო
578,September::N,верасень,სექტემბერი
579,Oktober::N,кастрычнік,ოქტომბერი
580,November::N,лістапад,ნოემბერი
581,Dezember::N,снежань,დეკემბერი
582,Montag::N,панядзелак,ორშაბათი
583,Dienstag::N,аўторак,სამშაბათი
584,Mittwoch::N,серада,ოთხშაბათი
585,Donnerstag::N,чацвер,ხუთშაბათი
586,Freitag::N,пятніца,პარასკევი
587,Samstag::N,субота,შაბათი
588,Sonntag::N,нядзеля,კვირა
589,groß::A,вялікі,დიდი
590,klein::A,маленькі,მცირე
591,klein::A,маленькі,პატარა
592,lang::A,доўгі,გრძელი
593,kurz::A,кароткі,მოკლე
594,breit::A,шырокі,ფართო
595,breit::A,шырокі,განიერი
596,schmal::A,вузкі,ვიწრო
597,schmal::A,вузкі,წვრილი
598,dicht::A,густы,მჭიდრო
599,dick[Gegenstand]::A,тоўсты,სქელი
600,dünn::A,тонкі,წვრილი
601,fein::A,тонкі,თხელი
602,fest::A,моцны,მყარი
603,flach::A,плоскі,ბრტყელი
604,glatt::A,гладкі,გლუ
605,hart::A,цвёрды,მაგარი
606,weich::A,мяккі,რბილი
607,rund::A,круглы,მრგვალი
608,spitz::A,спічасты,წვეტიანი
609,spitz::A,востраканцовы,წვეტიანი
610,scharf::A,востры,მჭრელი
611,stumpf::A,тупы,ბლაგვი
612,schwer::A,цяжкі,მძიმე
613,schön::A,прыгожы,ლამაზი
614,heiß::A,гарачы,ცხელი
615,warm::A,цёплы,თბილი
616,kalt::A,холадны,ცივი
617,kühl::A,халаднаваты,გრილი
618,frisch::A,свежы,სუფთა
619,feucht::A,вільготны,ნოტიო
620,nass::A,мокры,სველი
621,trocken::A,сухі,მშრალი
622,voll::A,поўны,სავსე
623,leer::A,пусты,ცარიელი
624,offen::A,адкрыты,ღია
625,offen::A,адкрыты,გაშლილი
626,offen::A,адчынены,ღია
627,offen::A,адчынены,გაშლილი
628,geschlossen::A,закрыты,დახურული
629,geschlossen::A,зачынены,დახურული
630,sauber::A,чысты,სუფთა
631,sauber::A,чысты,წმინდა
632,schmutzig::A,брудны,ტალახიანი
633,roh::A,сыры,უმი
634,reif::A,спелы,მწიფე
635,lecker::A,смачны,გემრიელი
636,süß::A,салодкі,ტკბილი
637,bitter::A,горкі,მწარე
638,sauer::A,кіслы,მჟავე
639,hell::A,светлы,ნათელი
640,dunkel::A,цёмны,ბნელი
641,schwarz::A,чорны,შავი
642,weiß::A,белы,თეთრი
643,rot::A,чырвоны,წითელი
644,gelb::A,жоўты,ყვითელი
645,blau::A,сіні,ლურჯი
646,blau::A,сіні,ცისფერი
647,grün::A,зялёны,მწვანე
648,grau::A,шэры,რუხი
649,grau::A,шэры,ნაცრისფერი
650,bunt::A,пяресты,ჭრელი
651,bunt::A,пяресты,ფერადი
652,billig::A,танны,იაფი
653,teuer::A,дарагі,ძვირი
654,wertvoll::A,цэнны,ღირსიანი
655,wertvoll::A,каштоўны,ღირსიანი
656,blind::A,сляпы,ბრმა
657,taub::A,глухі,ყრუ
658,kräftig::A,магутны,ძალავანი
659,stark::A,сільны,ძლიერი
660,stark::A,сільны,ღონიერი
661,schwach::A,слабы,სუსტი
662,fett::A,тлусты,სქელი
663,schlank::A,стройны,გამხდარი
664,hübsch::A,чароўны,ეშხიანი
665,hübsch::A,чароўны,მშვენიერი
666,böse::A,злы,ავი
667,böse::A,злы,ბოროტი
668,dumm::A,дурны,ბოთე
669,dumm::A,дурны,სულელი
670,faul::A,лянівы,ზანტი
671,faul::A,лянівы,ზარმაცი
672,fleißig::A,руплівы,ბეჯითი
673,fleißig::A,руплівы,მუყაითი
674,geizig::A,прагны,ძუნწი
675,klug::A,разумны,ჭკვიანი
676,geschickt::A,умелы,მარჯვე
677,geschickt::A,умелы,გაწაფული
678,lieb::A,мілы,სატრფიალო
679,lustig::A,вясёлы,მხიარული
680,sanft::A,ласкавы,ალერსიანი
681,sanft::A,ласкавы,გრძნობიერი
682,hungrig::A,галодны,მშიერი
683,krank::A,хворы,სნეული
684,krank::A,хворы,ავადმყოფი
685,nackt::A,голы,ტიტველი
686,traurig::A,сумны,მწუხარე
687,traurig::A,сумны,სევდიანი
688,lebendig::A,жывы,ცოცხალი
689,gut::A,добры,კარგი
690,schlecht::A,кепскі,უხეირო
691,richtig::A,правільны,ნამდვილი
692,schlimm::A,агідны,ცუდი
693,wahr::A,сапраўдны,სწორი
694,wahr::A,сапраўдны,ჭეშმარიტი
695,alt::A,стары,ძველი
696,neu::A,новы,ახალი
697,ehemalig::A,былы,ყოფილი
698,alt[Lebewesen]::A,стары,ბებერი
699,jung::A,малады,ნორჩი
700,jung::A,малады,ახალგაზრდა
701,arm::A,бедны,ღარიბი
702,reich::A,багаты,მდიდარი
703,bekannt::A,знаёмы,ცნობილი
704,berühmt::A,славуты,გამოჩენილი
705,fremd::A,чужы,უცხო
706,fremd::A,чужы,გარეშე
707,verschieden::A,розны,სხვაგვარი
708,nah::A,блізкі,ახლო
709,fern::A,далёкі,შორი
710,fern::A,далёкі,შორეული
711,linker::A,левы,მარცხენა
712,rechter::A,правы,მარჯვენა
713,anderer::A,іншы,სხვა
714,anderer::A,другі,სხვა
715,erster::A,першы,პირველი
716,zweiter::A,другі,მეორე
717,dritter::A,трэці,მესამე
718,letzter::A,апошні,ბოლო
719,letzter::A,апошні,უკანასკნელი
720,allein::ADV,сам,მარტო
721,allein::ADV,адзін,მარტო
722,auf einmal::ADV,адразу,ერთდროულად
723,zusammen::ADV,разам,ერთად
724,lange::ADV,доўга,დიდხანს
725,plötzlich::ADV,раптам,მოულოდნელად
726,sofort::ADV,зараз,ახლავე
727,später::ADV,пазней,მოგვიანებით
728,jetzt::ADV,цяпер,ახლა
729,heute::ADV,сёння,დღეს
730,morgen::ADV,заўтра,ხვალ
731,bald::ADV,хутка,მალე
732,bald::ADV,неўзабаве,მალე
733,dann::ADV,потым,მერე
734,gestern::ADV,учора,გუშინ
