,Concept_ID,hy,az
746,lange::ADV,երկար ժամանակ,uzun
747,plötzlich::ADV,հանկարծ,qəfildən
748,sofort::ADV,իսկույն,həmən
749,sofort::ADV,իսկույն,dərhal
750,später::ADV,ավելի ուշ,sonra
751,später::ADV,հետո,sonra
752,jetzt::ADV,այժմ,indi
753,heute::ADV,այսօր,bugün
754,morgen::ADV,վաղը,sabah
755,bald::ADV,շուտով,yaxında
756,bald::ADV,շուտով,tezliklə
757,dann::ADV,ապա,onda
758,dann::ADV,հետո,onda
759,gestern::ADV,երեկ,dünən
760,einst::ADV,հին ատեն,əvvəllər
761,damals::ADV,ատէնին,o vaxt
762,danach::ADV,ապա,sonra
763,danach::ADV,այն ժամանակ,sonra
764,vorher::ADV,առաջ,qabaqcadan
765,zuerst::ADV,նախ,əvvəl
766,einmal::ADV,մի անգամ,bir dəfə
767,manchmal::ADV,երբեմն,hərdənbir
768,oft::ADV,հաճախ,tez-tez
769,oft::ADV,հաճախ,çox vaxt
770,immer::ADV,միշտ,daimi
771,immer::ADV,միշտ,həmişə
772,niemals::ADV,երբեք,əsla
773,niemals::ADV,երբեք,heç bir zaman
774,hier::ADV,այստեղ,bura
775,hier::ADV,այստեղ,burada
776,hierhin::ADV,այստեղ,buraya
777,von hier::ADV,այդտեղից,buradan
778,dort::ADV,այնտեղ,ora
779,dort::ADV,այնտեղ,orada
780,dorthin::ADV,այնտեղ,oraya
781,geradeaus::ADV,ուղիղ,düz
782,vorwärts::ADV,առաջ,irəli
783,rückwärts::ADV,դեպի ետ,geri
784,zurück::ADV,ետ,geriyə
785,unten::ADV,ներքեւում,aşağıda
786,hinab::ADV,ներքեւ,aşağı
787,oben::ADV,վերեւում,yuxarıda
788,hinauf::ADV,վերեւ,yuxarı
789,überall::ADV,ամենուր,hər yerdə
790,nicht::ADV,չէ,-ma-
791,ein wenig::ADV,մի քիչ,bir az
792,kaum::ADV,հազիվ,güclə
793,sehr::ADV,շատ,çox
794,so::ADV,այդպես,belə
795,noch::ADV,դեռ,hələ
796,nur::ADV,միայն,yalnız
797,schon::ADV,արդեն,artıq
798,wieder::ADV,նորից,yenə
799,wieder::ADV,դարձյալ,yenə
800,vergebens::ADV,իզուր,boş yerə
801,vor::PRP,դիմացը,önündə
802,hinter::PRP,ետեւը,arxasında
803,unter::PRP,տակ,altında
804,durch::PRP,միջով,içindən
805,neben::PRP,քովը,yanında
806,zwischen::PRP,միջեւ,arasında
807,wegen::PRP,պատճառով,üçün
808,wegen::PRP,պատճառով,ötəri
809,wegen::PRP,շնորհից,üçün
810,wegen::PRP,շնորհից,ötəri
811,dies::PRN,սա,bu
812,dies::PRN,այս,bu
813,das::PRN,դա,o
814,das::PRN,այդ,o
815,alles::PRN,ամեն ինչ,hər şey
816,ich::PRN,ես,mən
817,du::PRN,դու,sən
818,er::PRN,նա,o
819,wir::PRN,մենք,biz
820,ihr::PRN,դուք,siz
821,sie::PRN,նրանք,onlar
822,was::FPRN,ինչ,nə
823,wer::FPRN,ով,kim
824,wo::FADV,ուր,harada
825,wo::FADV,որտեղ,harada
826,wohin::FADV,դեպի ուր,haraya
827,wie::FADV,ինչպես,necə
828,warum::FADV,ինչու,niyə
829,warum::FADV,ինչու,nə üçün
830,wieviel::FNUM,որչափ,neçə
831,wieviel::FNUM,որչափ,nə qədər
832,eins::NUM,մեկ,bir
833,zwei::NUM,երկու,iki
834,drei::NUM,երեք,üç
835,vier::NUM,չորս,dörd
836,fünf::NUM,հինգ,beş
837,sechs::NUM,վեց,altı
838,sieben::NUM,յոթ,yeddi
839,acht::NUM,ութ,səkkiz
840,neun::NUM,ինը,doqquz
841,zehn::NUM,տասը,on
842,elf::NUM,տասնմեկ,on bir
843,zwölf::NUM,տասներկու,on iki
844,zwanzig::NUM,քսան,iyirmi
845,dreißig::NUM,երեսուն,otuz
846,vierzig::NUM,քառասուն,qırx
847,fünfzig::NUM,հիսուն,əlli
848,sechzig::NUM,վաթսուն,altmış
849,siebzig::NUM,յոթանասուն,yetmiş
850,achtzig::NUM,ութսուն,səksən
851,neunzig::NUM,իննսուն,doxsan
852,hundert::NUM,հարյուր,yüz
853,tausend::NUM,հազար,min
854,und::CNJ,ու,və
855,oder::CNJ,կամ,ya
856,stehen::V,կանգնել,durmaq
857,sitzen::V,նստել,oturmaq
858,liegen::V,ստել,uzanmaq
859,hängen::V,կախվել,asılmaq
860,werden::V,դառնալ,olmaq
861,passieren::V,պատահել,olmaq
862,passieren::V,պատահել,baş vermək
863,beginnen::V,սկսվել,başlamaq
864,enden::V,վերջանալ,bitmək
865,wechseln::V,փոխվել,dəyişmək
866,aufgehen[Sonne]::V,բարձրանալ,doğmaq
867,aufgehen[Sonne]::V,ելնել ,doğmaq
868,untergehen[Sonne]::V,մտնել,batmaq
869,scheinen[Sonne]::V,շողալ,parlamaq
870,scheinen[Sonne]::V,փայլել,parlamaq
871,donnern::V,որոտալ,guruldamaq
872,wehen::V,փչել,əsmək
873,strömen::V,հոսել,axmaq
874,fließen::V,հոսել,axmaq
875,sich drehen::V,պտտվել,dönmək
876,schwanken::V,տատանվել,yellənmək
877,schwingen::V,ճոճվել,yellənmək
878,fallen::V,ընկնել,düşmek
879,brennen::V,այրվել,yanmaq
880,rauchen::V,ծխել,tüstüləmək
881,regnen::V,անձրեւ գալ,yağmaq
882,gefrieren::V,սառչել,donmaq
883,tauen::V,լկիլ,ərimək
884,schmelzen::V,հալիլ,ərimək
885,trocknen::V,չորանալ,qurumaq
886,sieden::V,եռալ,qaynamaq
887,faulen::V,փտել,çürümək
888,verfaulen::V,նեխել,çürümək
889,reißen::V,պատռվել,yırtılmaq
890,reißen::V,ճղվել,yırtılmaq
891,versinken::V,սուզվել,batmaq
892,vergehen::V,անցնել ,ötmək
893,erscheinen::V,հայտնվել,görünmək
894,erscheinen::V,երեւալ,görünmək
895,verschwinden::V,անհետանալ,yox olmaq
896,sinken::V,ընկնել,enmək
897,abnehmen::V,փոքրանալ,azalmaq
898,zunehmen::V,մեծանալ,artmaq
899,steigen::V,բարձրանալ,yüksəlmək
900,wachsen::V,աճել,böyümək
901,glänzen::V,նշուլել,parlamaq
902,glänzen::V,փայլիլ,parlamaq
903,funkeln::V,փայլատակել,parıldamaq
904,lärmen::V,աղմուկ հանել,səs-küy etmək
905,läuten::V,զնգալ,çalmaq
906,klingeln::V,զնգալ,zəng etmək
907,klirren::V,զնգզնգալ,cingildəmək
908,brausen::V,մոլեգնել,gurlamaq
909,rauschen::V,սոսափել,xışıldamaq
910,klingen::V,հնչել,səslənmək
911,bellen::V,հաչել,hürmək
912,heulen::V,ոռնալ ,ulamaq
913,blasen::V,փչել ,üfləmək
914,pfeifen::V,սուլել,fit vermek
915,schreien::V,գոռալ ,bağırmaq
916,schreien::V,գոռալ ,qışqırmaq
917,stöhnen::V,տնքալ,inləmək
918,zittern::V,դողալ,titrəmək
919,leben::V,ապրել,yaşamaq
920,geboren werden::V,ծնվել,doğmaq
921,atmen::V,շնչել,nəfəs almaq
922,trinken::V,խմել,içmek
923,essen::V,ուտել,yemək
924,schlucken::V,կլանել,udmaq
925,schlucken::V,կուլ տալ,udmaq
926,müde werden::V,հոգնել,yorulmaq
927,einschlafen::V,քուն մտնել,yuxuya getmək
928,schlafen::V,քնել,uyumaq
929,aufwachen::V,արթննալ,oyanmaq
930,aufstehen::V,ելլել,yuxudan durmaq
931,sich erholen::V,հանգստանալ,dincəlmək
932,krank werden::V,հիւանդանալ,xəstə olmaq
933,krank sein::V,հիվանդ լինել,azarlanmaq
934,krank sein::V,հիվանդ լինել,xəstələnmək
935,schmerzen::V,ցավել,ağrimaq
936,husten::V,հազալ,öksürmək
937,genesen::V,ապաքինվել,sağalmaq
938,sterben::V,մեռնել,ölmək
939,sterben::V,մեռնել,vəfat etmək
940,sterben::V,վախճանվել,ölmək
941,sterben::V,վախճանվել,vəfat etmək
942,umkommen::V,կործանվել,həlak olmaq
943,sich bewegen::V,ընթանալ,hərəkət etmək
944,sich rühren::V,շարժվել,tərpənmək
945,sich erheben::V,կանգնել,qalxmaq
946,sich erheben::V,վեր կենալ,qalxmaq
947,sich setzen::V,նստել,oturmaq
948,hinfallen::V,ընկնել,yıxılmaq
949,laufen::V,քայլել,yerimək
950,schreiten::V,ճեմել,addım atmaq
951,spazierengehen::V,շրջագայել,gəzmək
952,eilen::V,շտապել,atılmaq
953,sich beeilen::V,շտապել ,tələsmək
954,sausen::V,սլանալ,çırpmaq
955,rennen::V,վազել,qaçmaq
956,springen::V,ցատկել,sıçramaq
957,klettern::V,մագլցել,dırmanmaq
958,schaukeln::V,ճոճվել,sallanmaq
959,schaukeln::V,օրորվել,sallanmaq
960,kriechen::V,սողալ,sürünmək
961,schwimmen::V,լողալ,üzmek
962,tauchen::V,սուզվել,dalmaq
963,rudern::V,թիավարել,avarlamaq
964,fahren::V,ընթանալ,sürmək
965,fliegen::V,թռչել,uçmaq
966,gehen::V,գնալ,getmək
967,weggehen::V,հեռանալ,getmək
968,abfahren::V,ճանապարհվել,yola düşmək
969,anhalten::V,կանգնել,saxlamaq
970,hineingehen::V,մտնել,girmək
971,eintreten::V,մտնել,girmək
972,eintreten::V,մտնել,daxil olmaq
973,kommen::V,գալ,gəlmək
974,ankommen::V,ժամանել,gəlib çatmaq
975,zurückkommen::V,վերադառնալ,qayıtmaq
976,bleiben::V,մնալ,qalmaq
977,warten::V,սպասել,gözləmək
978,erwarten::V,սպասել,bəkləmək
979,suchen::V,որոնել,aramaq
980,suchen::V,որոնել,axtarmaq
981,finden::V,գտնել,tapmaq
982,versuchen::V,փորձել,çalışmaq
983,vorbereiten::V,պատրաստել,hazırlamaq
984,lieben::V,սիրել,sevmək
985,mögen::V,հավանել,xoşlamaq
986,mögen::V,սիրել,xoşlamaq
987,lachen::V,ծիծաղել,gülmək
988,rühren::V,հուզել,həyəcanlandırmaq
989,weinen::V,լալ,ağlamaq
990,schimpfen::V,տրտնջալ,küfr etmək
991,schimpfen::V,քրթմնջել,küfr etmək
992,sich ärgern::V,զայրանալ,acıqlanmaq
993,sich fürchten::V,վախնալ,qorxmaq
994,fürchten::V,վախենալ,qorxmaq
995,fliehen::V,փախչել,qaçmaq
996,flüchten::V,փախչել,qaçmaq
997,sehen::V,տեսնել,görmək
998,anschauen::V,դիտել,baxmaq
999,ansehen::V,նայել,baxmaq
1000,hören::V,լսել,duymaq
1001,hören::V,լսել,eşitmək
1002,zuhören::V,ունկնդրել,dinləmək
1003,probieren::V,համը տեսել,dadına baxmaq
1004,riechen::V,հոտ առնել,qoxlamaq
1005,fühlen::V,զգալ,duymaq
1006,scheinen::V,երեւալ,görünmək
1007,zu sehen sein::V,երեւալ,görünmək
1008,vernehmen::V,իմանալ ,eşitmək
1009,frieren::V,մրսել,üşümək
1010,tun::V,անել,etmək
1011,können::V,կարողանալ,bilmək
1012,können::V,կարողանալ,bacarmaq
1013,wollen::V,ուզել,istəmək
1014,wollen::V,ցանկանալ,istəmək
1015,anfangen::V,սկսել,başlamaq
1016,beenden::V,վերջացնել,bitirmək
1017,aufhören::V,դադարել,bitmək
1018,aufhören::V,դադարել,qurtarmaq
1019,gelingen::V,հաջողվել,müvəffəq olmaq
1020,gelingen::V,գլուխ գալ,müvəffəq olmaq
1021,geraten::V,ստացվել,düşmək
1022,öffnen::V,բաց անել,açmaq
1023,schließen::V,փակել ,qapamaq
1024,stellen::V,դնել,qoymaq
1025,setzen::V,նստեցնել,oturtmaq
1026,legen::V,դնել,qoymaq
1027,berühren::V,դիպչել,toxunmaq
1028,berühren::V,շոշափել,toxunmaq
1029,verbinden::V,շաղկապել,bağlamaq
1030,bedecken::V,ծածկել,örtmək
1031,aufhängen::V,կախել,asmaq
1032,anzünden::V,վառել,yandırmaq
1033,aufheben::V,վերցնել,qaldırmaq
1034,zurücklassen::V,թողնել,buraxmaq
1035,verlieren::V,կորցնել,itirmək
1036,fallen lassen::V,գցել,düşürmək
1037,machen::V,անել,etmək
1038,herstellen::V,արտադրել,istehsal etmək
1039,bauen::V,կառուցել,tikmək
1040,reparieren::V,նորոգել,təmir etmək
1041,verbessern::V,բարելավել,düzəltmək
1042,ändern::V,փոխել,dəyişdirmək
1043,graben::V,փորել,qazımaq
1044,beugen::V,ծռել,əymək
1045,biegen::V,թեքել,bükmək
1046,drehen::V,ոլորել,döndərmək
1047,wenden::V,պտտել,çevirmək
1048,umdrehen::V,շրջել,çevirmək
1049,heben::V,բարձրացնել,qaldırmaq
1050,hochheben::V,բարձրացնել,qaldırmaq
1051,ergreifen::V,վարակվել,tutmaq
1052,halten::V,բռնել,saxlamaq
1053,drücken::V,ճնշել,sıxmaq
1054,schieben::V,հրել,sürmək
1055,kratzen::V,քերել,qaşımaq
1056,lecken::V,լիզել,yalamaq
1057,beißen::V,կծել,dişləmək
1058,abreißen::V,պոկել,qoparmaq
1059,abschneiden::V,կտրել ,ayırmaq
1060,binden::V,կապել,bağlamaq
1061,stecken::V,խրել,soxmaq
1062,brechen::V,կոտրել ,qırmaq
1063,klopfen::V,թակել,sındırmaq
1064,hauen::V,ծեծել,vurmaq
1065,kleben::V,կպցնել,apışdırmaq
1066,reiben::V,շփել,ovmaq
1067,streichen::V,վրան քսել,sürtmək
1068,schleifen::V,սրել ,bülövləmək
1069,schneiden::V,կտրել,kəsmək
1070,rütteln::V,ցնցել,sirkələmək
1071,schütteln::V,թափահարել,çalxalamaq
1072,schwenken::V,ճոճել,yelləmək
1073,schütten::V,լցնել,tökmək
1074,füllen::V,լիքը լցնել,doldurmaq
1075,einwickeln::V,փաթաթել,sarımaq
1076,tragen::V,կրել,daşımaq
1077,tragen::V,տանել,daşımaq
1078,schleppen::V,քաշել,sürükləmək
1079,ziehen::V,ձգել,çəkmək
1080,ziehen::V,քաշել,çəkmək
1081,aufbewahren::V,պահել ,gizlətmək
1082,werfen::V,նետել,atmaq
1083,packen::V,հափշտակել,yaxalamaq
1084,verstecken::V,ծածկել,gizlətmək
1085,teilen::V,բաժանել,bölmək
1086,schicken::V,ուղարկել,yollamaq
1087,schicken::V,ուղարկել,göndərmək
1088,bringen::V,բերել,gətirmək
1089,hinzufügen::V,ավելացնել,əlavə etmək
1090,bekommen::V,հայթայթել,almaq
1091,bekommen::V,հայթայթել,əldə etmək
1092,erhalten::V,ստանալ,almaq
1093,nehmen::V,վերցնել,almaq
1094,wählen::V,ընտրել,seçmək
1095,auswählen::V,գերադասել,arımaq
1096,bewahren::V,պահպանել,qorumaq
1097,behindern::V,խոչընդոտել,mane olmaq
1098,verderben::V,փչացնել,pozmaq
1099,beschädigen::V,վնասել,zədələmək
1100,zerbrechen::V,ջարդել,qırmaq
1101,zerbrechen::V,ջարդել,sındırmaq
1102,zerbrechen::V,կոտրել,qırmaq
1103,zerbrechen::V,կոտրել,sındırmaq
1104,zerreißen::V,պատռել,yırtmaq
1105,zerstören::V,քանդել,dağıtmaq
1106,verbrennen::V,այրել,yandırmaq
1107,geben::V,տալ,vermək
1108,reichen::V,հանձնել,uzatmaq
1109,schenken::V,նվիրել,vermək
1110,versprechen::V,խոստանալ,vəd vermək
1111,wünschen::V,մաղթել,arzulamaq
1112,loben::V,գովել,tərifləmək
1113,küssen::V,համբուրել,öpmək
1114,wiegen::V,օրորել,tərpətmək
1115,zudecken::V,վրան գցել,örtmək
1116,wecken::V,զարթնեցնել,oyatmaq
1117,zeigen::V,ցույց տալ,göstərmək
1118,führen::V,ուղեկցել,rəhbərlik etmək
1119,lehren::V,սովորեցնել,öyrətmək
1120,unterrichten::V,ավանդել,öyrətmək
1121,unterrichten::V,ավանդել,dərs vermək
1122,aufziehen::V,դաստիարակել,tərbiyə etmək
1123,leiten::V,ղեկավարել,idarə etmək
1124,leiten::V,կառավարել,idarə etmək
1125,antreiben::V,շտապեցնել,bizləmək
1126,lassen::V,ստիպել,-tırmaq
1127,einladen::V,հրավիրել,dəvət etmək
1128,vereinigen::V,միացնել,birləşdirmək
1129,besuchen::V,այցելել,baş çəkmək
1130,besuchen::V,այցելել,ziyarət etmək
1131,treffen::V,հանդիպել,rastlaşmaq
1132,treffen::V,հանդիպել,rast gəlmək
1133,sich versammeln::V,հավաքվել,toplanmaq
1134,spielen::V,խաղալ,oynamaq
1135,singen::V,երգել,oxumaq
1136,tanzen::V,պարել,oynamaq
1137,tanzen::V,պարել,rəqs etmək
1138,sich trennen::V,ցրվել,ayrılmaq
1139,verlassen::V,լքել,tərk etmək
1140,retten::V,փրկել,xilas etmək
1141,bewachen::V,պահել,gözətmək
1142,schützen::V,պաշտպանել,qorumaq
1143,verteidigen::V,պաշտպանել,qorumaq
1144,sich schlagen::V,կռվել,döyüşmək
1145,schießen::V,կրակել,atmaq
1146,schießen::V,կրակել,atəş açmaq
1147,siegen::V,հաղթել,yenmək
1148,ärgern::V,ձանձրացնել,acışdırmaq
1149,schlagen::V,խփել,döymək
1150,treten::V,քացի տալ,təpmək
1151,stechen::V,խայթել,soxmaq
1152,stoßen::V,մղել,itələmək
1153,stehlen::V,գողանալ,çalmaq
1154,stehlen::V,գողանալ,oğurlamaq
1155,stören::V,խանգարել,pozmaq
1156,belästigen::V,անհանգստացնել,narahat etmək
1157,verbergen::V,թաքցնել,gizləmək
1158,täuschen::V,խաբել,aldatmaq
1159,betrügen::V,խաբել,aldatmaq
1160,töten::V,սպանել ,öldürmək
1161,wohnen::V,բնակվել,yaşamaq
1162,arbeiten::V,աշխատել,işləmək
1163,arbeiten::V,աշխատել,çalışmaq
1164,sammeln::V,հավաքել,yığmaq
1165,sammeln::V,հավաքել,toplamaq
1166,pflücken::V,քաղել,qoparmaq
1167,jagen::V,որս անել,ovlamaq
1168,fischen::V,ձուկ բռնել,balıq tutmaq
1169,fassen::V,բռնել,tutmaq
1170,hüten::V,արածեցնել,güdmək
1171,treiben::V,հովուել,haylamaq
1172,anbinden::V,չուանել,bağlamaq
1173,füttern::V,կերակրել,bəsləmək
1174,melken::V,կթել,sağmaq
1175,hacken::V,կոտորել,yarmaq
1176,gießen::V,ջրել,sulamaq
1177,reifen::V,հասունանալ ,dəymək
1178,zubereiten::V,պատրաստել,bişirmək
1179,kochen::V,եփել,qaynatmaq
1180,backen::V,թխել,bişirmək
1181,braten::V,տապակել,qızartmaq
1182,umrühren::V,խառնել,qarışdırmaq
1183,stricken::V,գործել,hörmək
1184,nähen::V,կարել,tikmək
1185,färben::V,ներկել,boyamaq
1186,reinigen::V,մաքրել,təmizləmək
1187,waschen::V,լվանալ,yumaq
1188,abwischen::V,սրբել,silmək
1189,spülen::V,ողողել,çalxamaq
1190,spülen::V,պարզաջրել,çalxamaq
1191,fegen::V,ավլել,süpürmək
1192,kehren::V,ավլել,süpürmək
1193,baden::V,լողանալ,çimmək
1194,sich waschen::V,լվացվել,yuyunmaq
1195,ausziehen::V,հանել,soyunmaq
1196,anziehen::V,հագնել,geymək
1197,sich anziehen::V,հագնվել,geyinmək
1198,kämmen::V,սանրել,daramaq
1199,schmücken::V,զարդարել,bəzəmək
1200,sagen::V,ասել,demək
1201,sagen::V,ասել,söymek
1202,sprechen::V,խոսել,danışmaq
1203,reden::V,զրուցել,danışmaq
1204,sich unterhalten::V,խոսակցել,söhbət etmək
1205,fragen::V,հարցնել,soruşmaq
1206,bitten::V,խնդրել,diləmək
1207,bitten::V,խնդրել,xahiş etmək
1208,erzählen::V,պատմել,bəhs etmək
1209,mitteilen::V,հաղորդել,bildirmək
1210,nennen::V,անվանել,adlandırmaq
1211,rufen::V,կանչել,çağırmaq
1212,prahlen::V,պարծենալ,öyünmək
1213,übersetzen::V,թարգմանել,tərcümə etmək
1214,denken::V,մտածել,düşünmək
1215,denken::V,մտածել,fikirləşmək
1216,glauben::V,հավատալ,inanmaq
1217,bemerken::V,նկատել,qeyd etmək
1218,erkennen::V,ճանաչել,tanımaq
1219,begreifen::V,հասկանալ,anlamaq
1220,verstehen::V,ըմբռնել,duymaq
1221,lernen::V,սովորել,öyrənmək
1222,wissen::V,իմանալ,bilmək
1223,sich erinnern an::V,հիշել,xatırlamaq
1224,sich erinnern an::V,մտաբերել,xatırlamaq
1225,vergessen::V,մոռանալ,unutmaq
1226,messen::V,չափել,ölçmək
1227,zählen::V,թվել,saymaq
1228,zählen::V,հաշվել,saymaq
1229,rechnen::V,հաշվել,hesablamaq
1230,rechnen::V,հաշվարկել,hesablamaq
1231,lesen::V,կարդալ,oxumaq
1232,malen::V,նկարել,şəkil çəkmək
1233,zeichnen::V,գծել,cızmaq
1234,schreiben::V,գրել,yazmaq
1235,besitzen::V,ունենալ,yiyələnmək
1236,besitzen::V,ունենալ,malik olmaq
1237,besitzen::V,տեր լինել,yiyələnmək
1238,besitzen::V,տեր լինել,malik olmaq
1239,kaufen::V,գնել,satın almaq
1240,verkaufen::V,վաճառել,satmaq
1241,bezahlen::V,վճարել,ödəmək
1242,zahlen::V,վճարել,ödəmək
1243,beherrschen::V,ղեկավարել,idarə etmək
1244,ertragen::V,դիմանալ,dözmək
1245,Horn::N,,buynuz
1246,fangen::V,,tutmaq
