,Concept_ID,ml,lt
628,dunkel::A,ഇരുണ്ട,tamsus
629,schwarz::A,കറുത്ത,juodas
630,weiß::A,വെളുത്ത,baltas
631,rot::A,ചുവന്ന,raudonas
632,gelb::A,മഞ്ഞനിറമായ,geltonas
633,blau::A,നീലനിറമുള്ള,mėlynas
634,grün::A,പച്ചനിറമുള്ള,žalias
635,grau::A,ചാരനിറത്തിലുള്ള,pilkas
636,bunt::A,വർണ്ണശബളമായ,margas
637,bunt::A,വർണ്ണശബളമായ,spalvotas
638,billig::A,വിലകുറഞ്ഞ,pigus
639,teuer::A,ചെലവേറിയ,brangus
640,wertvoll::A,വിലപിടിപ്പുള്ള,vertingas
641,blind::A,അന്ധനായ,aklas
642,taub::A,കേൾവിക്കുറവുള്ള,kurčias
643,kräftig::A,ശക്തിയുള്ള,stiprus
644,stark::A,ബലമുള്ള,stiprus
645,schwach::A,ക്ഷീണിച്ച,silpnas
646,fett::A,കൊഴുപ്പുള്ള,riebus
647,schlank::A,മെലിഞ്ഞ,laibas
648,schlank::A,മെലിഞ്ഞ,lieknas
649,hübsch::A,മനോഹരമായ,gražus
650,böse::A,പാപിയായ,blogas
651,dumm::A,വിവരംകെട്ട,paikas
652,dumm::A,വിവരംകെട്ട,kvailas
653,faul::A,അലസനായ,tingus
654,fleißig::A,അദ്ധ്വാനശീലമുള്ള,stropus
655,fleißig::A,അദ്ധ്വാനശീലമുള്ള,kruopštus
656,geizig::A,പിശുക്കനായ,šykštus
657,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,sumanus
658,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,protingas
659,geschickt::A,പ്രതിഭാശാലി,apsukrus
660,lieb::A,പ്രിയപ്പെട്ട,mielas
661,lustig::A,ആനന്ദകരമായ,smagus
662,lustig::A,ആനന്ദകരമായ,linksmas
663,sanft::A,സൌമ്യമായ,švelnus
664,sanft::A,സൌമ്യമായ,minkštas
665,hungrig::A,വിശപ്പുള്ള,alkanas
666,krank::A,അസുഖമുള്ള,ligotas
667,krank::A,അസുഖമുള്ള,sergantis
668,nackt::A,നഡമായ,nuogas
669,traurig::A,വിഷമമുള്ള,liūdnas
670,lebendig::A,ഉപജീവനം,gyvas
671,gut::A,നല്ല,geras
672,schlecht::A,മോശമായ,blogas
673,schlecht::A,മോശമായ,prastas
674,richtig::A,ശരിയായ,tikras
675,richtig::A,ശരിയായ,teisingas
676,schlimm::A,വൃത്തികെട്ട,blogas
677,schlimm::A,വൃത്തികെട്ട,prastas
678,wahr::A,ശരിയായ,tikras
679,alt::A,പഴയ,senas
680,neu::A,പുതിയ,naujas
681,ehemalig::A,മുൻ,buvęs
682,alt[Lebewesen]::A,വയസ്സുള്ള,pagyvenęs
683,jung::A,കൌമാരമായ,jaunas
684,arm::A,പാവപ്പെട്ട,neturtingas
685,reich::A,സമ്പന്നമായ,turtingas
686,bekannt::A,പരിചിതമായ,žinomas
687,bekannt::A,പരിചിതമായ,pažįstamas
688,berühmt::A,പ്രശസ്തനായ,žymus
689,berühmt::A,പ്രശസ്തനായ,garsus
690,fremd::A,വൈദേശികമായ,svetimas
691,verschieden::A,വ്യത്യസ്തമായ,įvairus
692,nah::A,അരികത്തുള്ള,artimas
693,fern::A,അകലെയുള്ള,tolimas
694,linker::A,അവശേഷിച്ച,kairys
695,rechter::A,വലത്തേ,dešinys
696,anderer::A,മറ്റുള്ള,kitas
697,erster::A,ആദ്യത്തെ,pirmas
698,zweiter::A,രണ്ടാം,antras
699,dritter::A,മൂന്നാമത്,trečias
700,letzter::A,അവസാനത്തെ,paskutinis
701,allein::ADV,തനിച്ചുള്ള,vienas
702,auf einmal::ADV,ഉടന്,iš karto
703,zusammen::ADV,ഒരുമിച്ച,kartu
704,zusammen::ADV,ഒരുമിച്ച,drauge
705,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,ilgai
706,plötzlich::ADV,പെട്ടെന്ന്,staiga
707,sofort::ADV,തത്ക്ഷണം,tuojau
708,später::ADV,പിന്നീട്,vėliau
709,später::ADV,പിന്നീട്,paskiau
710,jetzt::ADV,ഇപ്പോൾ,dabãr
711,heute::ADV,ഇന്ന്,šiandien
712,morgen::ADV,നാളെ,rytoj
713,bald::ADV,ഉടനെ,greitai
714,bald::ADV,ഉടനെ,netrukus
715,dann::ADV,അപ്പോൾ,po to
716,gestern::ADV,ഇന്നലെ,vakar
717,einst::ADV,പണ്ടൊരിക്കല്,kadaise
718,einst::ADV,പണ്ടൊരിക്കല്,kitą kartą
719,damals::ADV,അപ്പോൾ,anuomet
720,damals::ADV,അപ്പോൾ,anuokart
721,danach::ADV,പിന്നീട്,po to
722,danach::ADV,പിന്നീട്,paskui
723,vorher::ADV,മുൻപ്,anksčiau
724,zuerst::ADV,ആദ്യം,pirma
725,zuerst::ADV,ആദ്യം,iš pradžių̃
726,einmal::ADV,ഒരിക്കൽ,kartą
727,einmal::ADV,ഒരിക്കൽ,vieną kartą
728,manchmal::ADV,ചിലപ്പോൾ,kai kada
729,oft::ADV,പലപ്പോഴും,dažnai
730,immer::ADV,എപ്പോഴും,visada
731,immer::ADV,എപ്പോഴും,visuomet
732,niemals::ADV,ഒരിക്കലും,niekada
733,niemals::ADV,ഒരിക്കലും,niekuomet
734,hier::ADV,ഇവിടെ,čia
735,hierhin::ADV,ഇവിടേക്ക്,šen
736,hierhin::ADV,ഇവിടേക്ക്,čionai
737,von hier::ADV,ഇവിടെനിന്ന്,iš čia
738,dort::ADV,അവിടെ,ten
739,dort::ADV,അവിടെ,tenai
740,dorthin::ADV,അവിടേക്ക്,ten
741,dorthin::ADV,അവിടേക്ക്,ten link
742,geradeaus::ADV,മുമ്പിൽ,tiesiai
743,geradeaus::ADV,മുമന്നോട്ട്,tiesiai
744,vorwärts::ADV,മുന്നോട്ട്,pirmyn
745,rückwärts::ADV,തലതിരിച്ച്,atbulai
746,zurück::ADV,പുറകിലേക്ക്,atgal
747,unten::ADV,താഴെ,žemai
748,unten::ADV,താഴെ,apačioje
749,hinab::ADV,താഴേക്ക്,žemyn
750,oben::ADV,മുകളിൽ,viršuj
751,hinauf::ADV,മുകളിൽ,aukštyn
752,hinauf::ADV,മുകളിൽ,į viršų
753,überall::ADV,എല്ലായിടത്തും,visur
754,nicht::ADV,ഇല്ല,ne
755,ein wenig::ADV,കുറച്ച്,truputį
756,kaum::ADV,കഷ്ടിച്ച്,vos
757,sehr::ADV,വളരെ,labai
758,sehr::ADV,വളരെ,baisiai
759,so::ADV,അങ്ങനെ,taip
760,noch::ADV,ഇപ്പോഴും,dar
761,nur::ADV,മാത്രം,tik
762,nur::ADV,മാത്രം,vien
763,schon::ADV,നേരത്തേ തന്നെ,jau
764,wieder::ADV,വീണ്ടും,vėl
765,wieder::ADV,വീണ്ടും,iš naujo
766,vergebens::ADV,വിഫല,veltui
767,vergebens::ADV,വിഫല,bergždžiai
768,vor::PRP,മുമ്പിൽ,prieš
769,hinter::PRP,പുറകിൽ,už
770,unter::PRP,കീഴിൽ,po
771,durch::PRP,ഉള്ളിലൂടെ,pro
772,durch::PRP,ഉള്ളിലൂടെ,per
773,neben::PRP,അടുത്ത്,prie
774,neben::PRP,അടുത്ത്,šalia
775,zwischen::PRP,ഇടയ്ക്ക്,tarp
776,wegen::PRP,നിമിത്തം,dėl
777,wegen::PRP,നിമിത്തം,dėlei
778,dies::PRN,ഇത്,šis
779,dies::PRN,ഇത്,šitas
780,das::PRN,അത്,tat
781,alles::PRN,എല്ലാം,visas
782,ich::PRN,ഞാൻ,aš
783,du::PRN,നിങ്ങൾ,tu
784,er::PRN,അദ്ദേഹം,jis
785,er::PRN,അയാൾ,jis
786,er::PRN,അവൻ,jis
787,er::PRN,അവർ,jis
788,er::PRN,അവൾ,jis
789,wir::PRN,നമ്മൾ,mes
790,ihr::PRN,നിങ്ങൾ,jūs
791,sie::PRN,അവർ,ji
792,sie::PRN,അവർ,jos
793,was::FPRN,എന്ത്,kas
794,wer::FPRN,ആര്,kas
795,wo::FADV,എവിടെ,kur
796,wohin::FADV,എവിടേക്ക്,kur
797,wohin::FADV,എവിടേക്ക്,kur link
798,wie::FADV,എങ്ങനെ,kaip
799,warum::FADV,എന്തുകൊണ്ട്,kod̃ėl
800,warum::FADV,എന്തുകൊണ്ട്,dėl ko
801,wieviel::FNUM,എത്ര,kiek
802,eins::NUM,ഒന്ന്,vienas
803,zwei::NUM,രണ്ട്,du
804,drei::NUM,മൂന്ന്,trys
805,vier::NUM,നാല്,keturi
806,fünf::NUM,അഞ്ച്,penki
807,sechs::NUM,ആറ്,šeši
808,sieben::NUM,ഏഴ്,septyni
809,acht::NUM,എട്ട്,aštuoni
810,neun::NUM,ഒമ്പത്,devyni
811,zehn::NUM,പത്ത്,dešimt
812,elf::NUM,പതിനൊന്ന്,vienuolika
813,zwölf::NUM,പന്ത്രണ്ട്,dvylika
814,zwanzig::NUM,ഇരുപത്,dvidešimt
815,dreißig::NUM,മുപ്പത്,trisdešimt
816,vierzig::NUM,നാൽപ്പത്,keturiasdešimt
817,fünfzig::NUM,അൻപത്,penkiasdešimt
818,sechzig::NUM,അറുപത്,šešiasdešimt
819,siebzig::NUM,എഴുപത്,septyniasdešimt
820,achtzig::NUM,എൺപത്,aštuoniasdešimt
821,neunzig::NUM,തൊണ്ണൂറ്,devyniasdešimt
822,hundert::NUM,നൂറ്,šimtas
823,tausend::NUM,ആയിരം,tūkstantis
824,und::CNJ,ഉം,ĩr
825,oder::CNJ,അഥവാ,ar
826,oder::CNJ,അഥവാ,arba
827,stehen::V,നിൽക്കുക,stovėti
828,sitzen::V,ഇരിക്കുക,sėdėti
829,liegen::V,കിടക്കുക,gulėti
830,hängen::V,തൂങ്ങുക,kyboti
831,hängen::V,തൂങ്ങുക,kabėti
832,werden::V,ആയിത്തീരുക,taptis
833,werden::V,ആയിത്തീരുക,darytis
834,passieren::V,സംഭവിക്കുക,atsitikti
835,passieren::V,സംഭവിക്കുക,pasitaikyti
836,beginnen::V,ആരംഭിക്കുക,prasid́ėti
837,enden::V,അവസാനിപ്പിക്കുക,baigtis
838,wechseln::V,മാറ്റുക,keistis
839,wechseln::V,മാറ്റുക,pasikeisti
840,aufgehen[Sonne]::V,ഉയരുക,tekėti
841,aufgehen[Sonne]::V,ഉയരുക,patekėti
842,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,leistis
843,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,nusileisti
844,scheinen[Sonne]::V,പ്രകാശിക്കുക,šviesti
845,donnern::V,ഇടിവെട്ടുക,griausti
846,donnern::V,ഇടിവെട്ടുക,griaudėti
847,wehen::V,വീശുക,pūsti
848,strömen::V,ഒഴുകുക,lietis
849,strömen::V,ഒഴുകുക,plūsti
850,fließen::V,ഒഴുകുക,tekėti
851,sich drehen::V,ചുറ്റുക,suktis
852,sich drehen::V,ചുറ്റുക,pasisukti
853,sich drehen::V,കറക്കുക,suktis
854,sich drehen::V,കറക്കുക,pasisukti
855,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,svyruoti
856,schwingen::V,ആടുക,suptis
857,fallen::V,വീഴുക,pulti
858,fallen::V,വീഴുക,kristi
859,brennen::V,കത്തുക,degti
860,rauchen::V,പുകയുക,rūkyti
861,regnen::V,മഴ_പെയ്യുക,lyti
862,gefrieren::V,തണത്ത്_മരവിക്കുക,užšalti
863,tauen::V,അലിയുക,tirpti
864,schmelzen::V,ഉരുകുക,lydytis
865,trocknen::V,വരളുക,džiūti
866,sieden::V,തിളപ്പിക്കുക,virti
867,faulen::V,ചീയുക,pūti
868,verfaulen::V,അഴുകുക,švinkti
869,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,plyšti
870,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,trūkti
871,versinken::V,മുക്കുക,skę̃sti
872,versinken::V,മുക്കുക,grimzti
873,vergehen::V,കടന്നുപോകുക,praeiti
874,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,pasirodyti
875,verschwinden::V,അദൃശ്യമാകുക,dingti
876,verschwinden::V,അദൃശ്യമാകുക,išnykti
877,verschwinden::V,അദൃശ്യമാകുക,pranykti
878,sinken::V,താഴുക,kristi
879,abnehmen::V,കുറിയുക,mažėti
880,abnehmen::V,കുറിയുക,silpnėti
881,zunehmen::V,വർദ്ധിക്കുക,didėti
882,zunehmen::V,വർദ്ധിക്കുക,padaugėti
883,steigen::V,ഉയരുക,kilti
884,wachsen::V,വളരുക,augti
885,glänzen::V,മിന്നുക,blizgėti
886,funkeln::V,തിളങ്ങുക,žibėti
887,lärmen::V,ശബ്ദമുണ്ടാക്കുക,triukšmauti
888,läuten::V,മണിമുഴങ്ങുക,skambinti
889,klingeln::V,ചിലമ്പുക,skambinti
890,klirren::V,കിലുക്കുക,žvangėti
891,brausen::V,മുഴങ്ങുക,šniokšti
892,rauschen::V,അനങ്ങുക,ošti
893,rauschen::V,അനങ്ങുക,šlamėti
894,klingen::V,മുഴക്കുക,skardėti
895,bellen::V,കുരയ്ക്കുക,loti
896,heulen::V,ഓരിയിടുക,kaukti
897,heulen::V,ഓരിയിടുക,staugti
898,blasen::V,ഊതുക,pūsti
899,pfeifen::V,വിസിലടിക്കുക,švilpti
900,pfeifen::V,വിസിലടിക്കുക,švilpauti
901,schreien::V,ആക്രോശിക്കുക,šaukti
902,stöhnen::V,അരക്കം,dejuoti
903,stöhnen::V,അരക്കം,aimanuoti
904,stöhnen::V,ആർത്തനാദം,dejuoti
905,stöhnen::V,ആർത്തനാദം,aimanuoti
906,zittern::V,വിറയ്ക്കുക,virpėti
907,leben::V,താമസിക്കുക,gyventi
908,geboren werden::V,ജനിക്കുക,gimti
909,atmen::V,ശ്വസിക്കുക,alsuoti
910,atmen::V,ശ്വസിക്കുക,kvėpuoti
911,trinken::V,കുടിക്കുക,gerti
912,essen::V,കഴിക്കുക,valgyti
913,schlucken::V,വിഴുങ്ങുക,praryti
914,müde werden::V,ക്ഷീണിക്കുക,nuvargti
915,müde werden::V,ക്ഷീണിക്കുക,privargti
916,einschlafen::V,നിദ്രിക്കുക,užmigti
917,schlafen::V,ഉറങ്ങുക,miegoti
918,aufwachen::V,ഉണരുക,pabusti
919,aufstehen::V,എഴുന്നേൽക്കുക,keltis
920,aufstehen::V,എഴുന്നേൽക്കുക,atsikelti
921,sich erholen::V,വിശ്രമിക്കുക,pailsėti
922,sich erholen::V,വിശ്രമിക്കുക,poilsiauti
923,krank werden::V,ദീനംപിടിക്കുക,susirgti
924,krank sein::V,രോഗികളാകുക,sirgti
925,schmerzen::V,വേദനിക്കുക,sopėti
926,schmerzen::V,വേദനിക്കുക,skaudėti
927,husten::V,ചുമയ്ക്കുക,kosėti
928,genesen::V,സുഖപ്പെടുക,sveikti
929,genesen::V,സുഖപ്പെടുക,taisytis
930,sterben::V,മരിക്കുക,mirti
931,sterben::V,മരിക്കുക,numirti
932,umkommen::V,മരിക്കുക,žūti
933,sich bewegen::V,സ്ഥലം_മാറുക,judėti
934,sich bewegen::V,സ്ഥലം_മാറുക,pasijudinti
935,sich rühren::V,ചലിക്കുക,krutėti
936,sich erheben::V,നിൽക്കുക,pakilti
937,sich erheben::V,നിൽക്കുക,atsikelti
938,sich setzen::V,ഇരിക്കുക,sėstis
939,sich setzen::V,ഇരിക്കുക,atsisėsti
940,hinfallen::V,വീഴുക,parkristi
941,hinfallen::V,വീഴുക,pargriūti
942,laufen::V,നടക്കുക,eiti
943,schreiten::V,നടക്കുക,žengti
944,schreiten::V,നടക്കുക,žingsniuoti
945,spazierengehen::V,ഉലാത്തുക,pasivaikščioti
946,eilen::V,പാഞ്ഞെത്തുക,skubėti
947,sich beeilen::V,തിരിക്കുകൂട്ടുക,paskub́ėti
948,sich beeilen::V,തിരിക്കുകൂട്ടുക,pasiskubinti
949,sich beeilen::V,തിടുക്കം_കാട്ടുക,paskub́ėti
950,sich beeilen::V,തിടുക്കം_കാട്ടുക,pasiskubinti
951,sausen::V,കുതിക്കുക,dumti
952,sausen::V,കുതിക്കുക,lėkti
953,rennen::V,ഓടുക,bėgti
954,springen::V,ചാടുക,šokti
955,klettern::V,കയറുക,kopti
956,schaukeln::V,ഇളകുക,supti
957,schaukeln::V,ഇളകുക,linguoti
958,kriechen::V,പതുങ്ങികയറുക,ropoti
959,kriechen::V,പതുങ്ങികയറുക,šliaužti
960,schwimmen::V,നീന്തുക,plaukti
961,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,nerti
962,rudern::V,തുഴയുക,irtis
963,rudern::V,തുഴയുക,irkluoti
964,fahren::V,വാഹനം ഓടിക്കുക,važiuoti
965,fahren::V,വാഹനം ഓടിക്കുക,važinėti
966,fliegen::V,പറക്കുക,lėkti
967,fliegen::V,പറക്കുക,skristi
968,gehen::V,പോകുക,eiti
969,weggehen::V,വിടുക,išeiti
970,abfahren::V,പുറപ്പെടുക,išvykti
971,abfahren::V,പുറപ്പെടുക,išvažiuoti
972,anhalten::V,നിർത്തുക,sustoti
973,hineingehen::V,പ്രവേശിക്കുക,įeiti
974,eintreten::V,പ്രവേശിക്കുക,įžengti
975,kommen::V,വരുക,ateiti
976,ankommen::V,എത്തിച്ചേരുക,ateiti
977,zurückkommen::V,തിരിച്ചു വരുക,grį̃žti
978,zurückkommen::V,തിരിച്ചു വരുക,sugrį̃žti
979,bleiben::V,തുടരുക,likti
980,bleiben::V,തുടരുക,pasilikti
981,warten::V,കാത്തിരിക്കുക,laukti
982,erwarten::V,പ്രതീക്ഷിക്കുക,laukti
983,suchen::V,തിരയുക,ieškoti
984,finden::V,കണ്ടെത്തുക,rasti
985,finden::V,കണ്ടെത്തുക,surasti
986,versuchen::V,ശ്രമിക്കുക,mėginti
987,vorbereiten::V,തയ്യാറെടുക്കുക,rengti
988,lieben::V,സ്നേഹിക്കുക,myĺėti
989,mögen::V,ഇഷ്ടപ്പെടുക,ḿėgti
990,mögen::V,ഇഷ്ടപ്പെടുക,patikti
991,lachen::V,ചിരിക്കുക,juoktis
992,rühren::V,ഹൃദയം സ്പർശിക്കുക,jaudinti
993,rühren::V,ഹൃദയം സ്പർശിക്കുക,graudinti
994,weinen::V,തേങ്ങുക,verkti
995,schimpfen::V,പിറുപിറുക്കുക,bartis
996,sich ärgern::V,കോപിക്കുക,pykti
997,sich ärgern::V,കോപിക്കുക,apmaudauti
998,sich fürchten::V,പേടിക്കുക,bijoti
999,sich fürchten::V,പേടിക്കുക,baimintis
1000,fürchten::V,പേടിക്കുക,bijoti
1001,fürchten::V,പേടിക്കുക,baimintis
1002,fliehen::V,രക്ഷപ്പെടുക,bėgti
1003,fliehen::V,രക്ഷപ്പെടുക,sprukti
1004,flüchten::V,രക്ഷപ്പെടുക,pabėgti
1005,sehen::V,കാണുക,žiūŕėti
1006,anschauen::V,നോക്കുക,žiūŕėti
1007,ansehen::V,നോക്കുക,žiūrėti į
1008,ansehen::V,നോക്കുക,pažiūrėti į
1009,hören::V,കേൾക്കുക,girdėti
1010,zuhören::V,ശ്രദ്ധിക്കുക,klausytis
1011,probieren::V,രുചിയുള്ളതായി_തോന്നുക,ragauti
1012,probieren::V,രുചിയുള്ളതായി_തോന്നുക,paragauti
1013,riechen::V,മണത്തു_നോക്കുക,uosti
1014,riechen::V,മണത്തു_നോക്കുക,užuosti
1015,fühlen::V,സ്പർശിച്ചറിയുക,justi
1016,fühlen::V,സ്പർശിച്ചറിയുക,jausti
1017,fühlen::V,സ്പർശിച്ചറിയുക,pajusti
1018,scheinen::V,കാണപ്പെടുക,rodytis
1019,scheinen::V,കാണപ്പെടുക,atrodyti
1020,zu sehen sein::V,വെളിച്ചപ്പെടുക,pasirodyti
1021,vernehmen::V,കേൾക്കുക,išgirsti
1022,frieren::V,വിറയ്ക്കുക,šalti
1023,tun::V,ചെയ്യുക,daryti
1024,können::V,കഴിയുക,galėti
1025,können::V,കഴിയുക,pajėgti
1026,wollen::V,വേണുക,norėti
1027,anfangen::V,തുടങ്ങുക,pradėti
1028,anfangen::V,തുടങ്ങുക,prasid́ėti
1029,beenden::V,പൂർത്തിയാക്കുക,baigti
1030,beenden::V,പൂർത്തിയാക്കുക,užbaigti
1031,aufhören::V,നിർത്തുക,liautis
1032,gelingen::V,വിജയിക്കുക,pavykti
1033,gelingen::V,വിജയിക്കുക,pasisekti
1034,geraten::V,പരിണമിക്കുക,nusisekti
1035,öffnen::V,തുറക്കുക,atverti
1036,öffnen::V,തുറക്കുക,atidaryti
1037,schließen::V,അടയ്ക്കുക,uždaryti
1038,stellen::V,വയ്ക്കുക,statyti
1039,stellen::V,വയ്ക്കുക,pastatyti
1040,setzen::V,വയ്ക്കുക,sodinti
1041,setzen::V,വയ്ക്കുക,pasodinti
1042,legen::V,ഇടുക,dėti
1043,legen::V,ഇടുക,pad́ėti
1044,berühren::V,തൊടുക,liesti
1045,berühren::V,തൊടുക,paliesti
1046,verbinden::V,ഘടിപ്പിക്കുക,jungti
1047,verbinden::V,ഘടിപ്പിക്കുക,surišti
1048,bedecken::V,മുടുക,uždengti
1049,aufhängen::V,കെട്ടിതൂക്കുക,pakarti
1050,aufhängen::V,കെട്ടിതൂക്കുക,pakabinti
1051,anzünden::V,കത്തിക്കുക,padegti
1052,aufheben::V,പെറുക്കിയെടുക്കുക,pakelti
1053,zurücklassen::V,വച്ചുപോരുക,palikti
1054,verlieren::V,നഷ്ടപ്പെടുക,pamesti
1055,fallen lassen::V,വീഴ്ത്തുക,atsisakyti
1056,machen::V,ഉണ്ടാക്കുക,dirbti
1057,herstellen::V,ഉൽപാദിപ്പിക്കുക,gaminti
1058,bauen::V,നിർമ്മിക്കുക,statyti
1059,bauen::V,നിർമ്മിക്കുക,pastatyti
1060,reparieren::V,നന്നാക്കുക,taisyti
1061,reparieren::V,നന്നാക്കുക,remontuoti
1062,verbessern::V,മെച്ചപ്പെടുക,gerinti
1063,verbessern::V,മെച്ചപ്പെടുക,ištaisyti
1064,ändern::V,മാറ്റംവരുത്തുക,keisti
1065,ändern::V,മാറ്റംവരുത്തുക,pakeisti
1066,graben::V,കുഴിക്കുക,kasti
1067,beugen::V,വണങ്ങുക,lenkti
1068,beugen::V,വണങ്ങുക,palenkti
1069,biegen::V,കുനിയുക,lenkti
1070,biegen::V,കുനിയുക,palenkti
1071,drehen::V,തിരിക്കുക,sukti
1072,wenden::V,തിരിയുക,kreipti
1073,wenden::V,തിരിയുക,pakreipti
1074,umdrehen::V,തിരിയുക,sukti
1075,umdrehen::V,തിരിയുക,apversti
1076,heben::V,ഉയർത്തുക,kelti
1077,heben::V,ഉയർത്തുക,pakelti
1078,hochheben::V,ഉയർത്തുക,pakelti
1079,ergreifen::V,ബലമായി_പിടിക്കുക,čiupti
1080,ergreifen::V,ബലമായി_പിടിക്കുക,griebti
1081,halten::V,പിടിക്കുക,laikyti
1082,halten::V,പിടിക്കുക,palaikyti
1083,drücken::V,അമർത്തുക,spausti
1084,schieben::V,തള്ളുക,stumti
1085,kratzen::V,ചുരണ്ടുക,kasyti
1086,kratzen::V,ചുരണ്ടുക,grandyti
1087,lecken::V,നക്കുക,laižyti
1088,beißen::V,കടിക്കുക,kandžioti
1089,abreißen::V,കീറിക്കളയുക,nuplėšti
1090,abschneiden::V,മുറിച്ചുമാറ്റുക,atpjauti
1091,abschneiden::V,മുറിച്ചുമാറ്റുക,atkirpti
1092,binden::V,കെട്ടുക,rišti
1093,binden::V,കെട്ടുക,surišti
1094,stecken::V,തുളയ്ക്കുക,kišti
1095,stecken::V,തുളയ്ക്കുക,įkišti
1096,brechen::V,ഉടയുക,lūžti
1097,brechen::V,ഉടയുക,laužyti
1098,klopfen::V,തട്ടുക,belsti
1099,klopfen::V,തട്ടുക,barbenti
1100,hauen::V,അടിക്കുക,mušti
1101,kleben::V,ഒട്ടിക്കുക,lipdyti
1102,kleben::V,ഒട്ടിക്കുക,klijuoti
1103,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,trinti
1104,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,tarkuoti
1105,streichen::V,പടർത്തുക,tepti
1106,streichen::V,പടർത്തുക,užtepti
1107,schleifen::V,പൊടിക്കുക,galą́sti
1108,schneiden::V,മുറിക്കുക,pjauti
1109,schneiden::V,മുറിക്കുക,kirpti
1110,rütteln::V,മുട്ടുക,purtyti
1111,schütteln::V,കുലുക്കുക,purtyti
1112,schwenken::V,ആടുക,mojuoti
1113,schütten::V,ഒഴിക്കുക,pilti
1114,schütten::V,ഒഴിക്കുക,berti
1115,füllen::V,നിറയ്ക്കുക,pildyti
1116,füllen::V,നിറയ്ക്കുക,pripildyti
1117,einwickeln::V,പൊതിയുക,įvynioti
1118,einwickeln::V,പൊതിയുക,suvynioti
1119,tragen::V,വഹിക്കുക,nešti
1120,tragen::V,വഹിക്കുക,nešioti
1121,schleppen::V,വലിച്ചിഴയ്ക്കുക,vilkti
1122,ziehen::V,വലിക്കുക,tempti
1123,aufbewahren::V,വയ്ക്കുക,laikyti
1124,werfen::V,എറിയുക,mesti
1125,werfen::V,എറിയുക,sviesti
1126,fangen::V,പിടിക്കുക,sugauti
1127,packen::V,തട്ടിപ്പറിക്കുക,čiupti
1128,packen::V,തട്ടിപ്പറിക്കുക,griebti
1129,verstecken::V,മറയ്ക്കുക,slėpti
1130,verstecken::V,മറയ്ക്കുക,slapstyti
1131,teilen::V,വിഭജിക്കുക,dalyti
1132,teilen::V,വിഭജിക്കുക,padalyti
1133,schicken::V,അയയ്ക്കുക,sių̃sti
1134,schicken::V,അയയ്ക്കുക,pasių̃sti
1135,bringen::V,കൊണ്ടുവരുക,atnešti
1136,hinzufügen::V,കൂട്ടുക,pridėti
1137,bekommen::V,കിട്ടുക,gauti
1138,erhalten::V,സ്വീകരിക്കുക,gauti
1139,nehmen::V,എടുക്കുക,paimti
1140,wählen::V,തിരഞ്ഞെടുക്കുക,rinkti
1141,wählen::V,തിരഞ്ഞെടുക്കുക,išsirinkti
1142,auswählen::V,തിരഞ്ഞെടുക്കുക,išrinkti
1143,bewahren::V,പുലർത്തുക,išsaugoti
1144,behindern::V,തടയിടുക,trukdyti
1145,verderben::V,നശിപ്പിക്കുക,sugadinti
1146,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,žaloti
1147,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,gadinti
1148,zerbrechen::V,ഉടയുക,sukulti
1149,zerbrechen::V,ഉടയുക,sudaužyti
1150,zerreißen::V,കീറുക,perplėšti
1151,zerreißen::V,കീറുക,suplėšyti
1152,zerstören::V,നശിപ്പിക്കുക,suardyti
1153,zerstören::V,നശിപ്പിക്കുക,sugriauti
1154,verbrennen::V,കത്തിനശിക്കുക,deginti
1155,verbrennen::V,കത്തിനശിക്കുക,sudeginti
1156,verbrennen::V,കത്തിച്ചുകളയുക,deginti
1157,verbrennen::V,കത്തിച്ചുകളയുക,sudeginti
1158,geben::V,കൊടുക്കുക,duoti
1159,geben::V,കൊടുക്കുക,paduoti
1160,geben::V,തരുക,duoti
1161,geben::V,തരുക,paduoti
1162,reichen::V,കൈമാറുക,paduoti
1163,schenken::V,സമ്മാനം കൊടുക്കുക,dovanoti
1164,versprechen::V,വാഗ്ദാനം_നൽകുക,žadėti
1165,versprechen::V,വാഗ്ദാനം_നൽകുക,pažadėti
1166,wünschen::V,ആഗ്രഹിക്കുക,norėti
1167,wünschen::V,ആഗ്രഹിക്കുക,linḱėti
1168,loben::V,പുകഴ്ത്തുക,girti
1169,loben::V,പുകഴ്ത്തുക,pagirti
1170,küssen::V,ഉമ്മവയ്ക്കുക,bučiuoti
1171,wiegen::V,ഇളകുക,supti
1172,zudecken::V,മുടുക,užkloti
1173,zudecken::V,മുടുക,uždengti
