,Concept_ID,myv,ko
264,Wahrheit::N,видечи,참
265,Wahrheit::N,видечи,진실
266,Gespräch::N,кортнема,대화
267,Märchen::N,ёвкс,동화
268,Erzählung::N,ёвтнема,이야기
269,Nachricht::N,куля,
270,Neuigkeit::N,куля,뉴스
271,Name::N,лем,이름
272,Rätsel::N,содамоёвкс,수수께끼
273,Rede::N,кортамо,연설
274,Sprache::N,кель,말
275,Stimme::N,ваигель,목소리
276,Wort::N,вал,낱말
277,Zeichen::N,теште,신호
278,Ruf::N,тердема,부름
279,Lärm::N,шалнома,소동
280,Laut::N,вайгель,음성
281,Ton::N,гайнема,목소리
282,Lied::N,моро,노래
283,Ruhe::N,оймамо,쉼
284,Leute::N,ломанть,사람들
285,Volk::N,народ,국중
286,Arbeit::N,тев,근로
287,Arbeit::N,тев,너무
288,Gast::N,инже,손님
289,Geschenk::N,казне,행하
290,Spiel::N,налксема,무리
291,Gesellschaft::N,община,교제
292,Hilfe::N,лездамо,거들음
293,Hilfe::N,лездамо,보좌
294,Freund::N,оя,친구
295,Freund::N,ялга,친구
296,Kamerad::N,оя,동실자
297,Kamerad::N,ялга,동실자
298,Angelegenheit::N,тев,용무
299,Anzahl::N,ламоксчи,어떤
300,Anzahl::N,ламоксчи,수
301,Art::N,вид,정류
302,Stück::N,пакш,일부분
303,Stück::N,пелькс,일부분
304,Teil::N,часть,몱
305,Teil::N,часть,구훠
306,Teil::N,пелькс,몱
307,Teil::N,пелькс,구훠
308,Hälfte::N,пель,2분의
309,Hälfte::N,пелькс,2분의
310,Kreis::N,кирькс,고리
311,Kreuz::N,крёст,열십자
312,Linie::N,кикс,선
313,Strich::N,межа,스침
314,Abstand::N,ютко,거리
315,Entfernung::N,ютко,거리
316,Gegend::N,тарка,곳
317,Gegend::N,тарка,부금
318,Gegend::N,пертьпелькс,곳
319,Gegend::N,пертьпелькс,부금
320,Platz::N,васолкс,장소
321,Ort::N,тарка,장소
322,Seite::N,ён,옆면
323,Seite::N,чире,옆면
324,Mitte::N,куншка,궁간
325,Gegenstand::N,предмет,항목
326,Sache::N,тев,뭉에
327,Sache::N,веща,뭉에
328,Rand::N,пе,가
329,Rand::N,чире,가
330,Kante::N,ирдез,귀퉁
331,Ecke::N,ужо,구석
332,Spitze::N,пряне,끝
333,Spitze::N,пряне,참단
334,Spitze::N,пе,끝
335,Spitze::N,пе,참단
336,Ende::N,пе,말당
337,Loch::N,варя,빙옷
338,Winkel::N,ужо,각도
339,Muster::N,сёрма,본
340,Muster::N,сёрма,견복
341,Größe::N,сэрь,신장
342,Größe::N,покшолма,신장
343,Länge::N,кувалмо,길이긺
344,Höhe::N,сэрь,높이
345,Höhe::N,пандо,높이
346,Gewicht::N,сталмо,추
347,Menge::N,лововкс,수양
348,Haufen::N,мар,퇴적
349,Haufen::N,валявкс,퇴적
350,Reihe::N,ряд,열
351,Boot::N,венч,보트
352,Ruder::N,милё,노
353,Schlitten::N,нурдт,썰매
354,Ski::N,сокс,스키
355,Lagerfeuer::N,толбандя,캠프의 모닥불
356,Last::N,сталмо,무거운짐
357,Last::N,кандома,무거운짐
358,Gang::N,молема,걸음
359,Gang::N,якамо,걸음
360,Schritt::N,эскелькс,보조
361,Norden::N,якшамо ёнкс,북쪽 
362,Süden::N,лембе ёнкс,남쪽
363,Westen::N,чивалгома,서쪽
364,Osten::N,чилисема,동쪽
365,Holz::N,чувто,목재
366,Brett::N,лаз,마루널
367,Platte::N,плита,탤
368,Platte::N,плита,금속판
369,Stütze::N,неже,버팀목
370,Stange::N,олга,장대
371,Stock::N,мандо,막대기
372,Stab::N,олога,작대기
373,Rohr::N,турба,갈대
374,Haus::N,кудо,집
375,Heim::N,кудо,집
376,Ofen::N,каштомо,아궁이
377,Fußboden::N,киякс,마루
378,Tisch::N,столь,탁자
379,Stuhl::N,стул,의자
380,Wiege::N,лавсь,발상지
381,Wiege::N,нурямот,발상지
382,Bett::N,ацамо,침대
383,Regal::N,лався,서가
384,Regal::N,лавсяланго,서가
385,Kiste::N,горобия,짐궤
386,Kiste::N,сундук,짐궤
387,Fenster::N,вальма,눔
388,Tür::N,кенкш,문
389,Tor::N,ортат,대문
390,Zaun::N,пирявт,담장
391,Zaun::N,пирвякс,담장
392,Dach::N,кудопря,지붕
393,Leiter::N,кузтема,사닥다리
394,Besen::N,тенсть,비
395,Spaten::N,койме,가래
396,Schaufel::N,кече,삽
397,Schaufel::N,келей койме,삽
398,Gabel::N,сянгине,갈래
399,Löffel::N,пенч,숟가락
400,Messer::N,пеель,나이프
401,Nagel::N,эске,발툽
402,Netz::N,алтыма,그물
403,Haken::N,кечказ,갈고리
404,Griff::N,кедне,움켜쥠
405,Schloss::N,замок,자물쇠
406,Schloss::N,панжома,자물쇠
407,Bild::N,картина,그림
408,Figur::N,рунго,몸메
409,Puppe::N,няка,인형
410,Beutel::N,кескав,클
411,Bündel::N,керькс,자근다발
412,Tasche::N,юдма,가방
413,Eimer::N,ведра,동이
414,Deckel::N,велькс,뚜껑
415,Geschirr::N,кедьге,식시
416,Sack::N,кескав,조갑
417,Tasse::N,чакш,차잔
418,Topf::N,кастрюля,단지
419,Kessel::N,котёл,주전자
420,Essen::N,ярсамо,먹기
421,Nahrung::N,ярсамопель,식료
422,Speise::N,ярсамопель,음식물
423,Fleisch::N,сывель,고기
424,Getreide::N,сюро,곡물
425,Brei::N,каша,젤리
426,Brot::N,кши,빵
427,Scheibe::N,кочом,원반
428,Scheibe::N,сускомо,원반
429,Fett::N,куя,기름
430,Butter::N,ой,버터
431,Öl::N,ой,올리브유
432,Salz::N,сал,소금
433,Suppe::N,ям,국
434,Suppe::N,ям,수프
435,Honig::N,медь,감미
436,Milch::N,ловсо,유즙
437,Tee::N,чай,차
438,Leder::N,киське,가죽
439,Wolle::N,пона,양털
440,Stoff::N,коцт,패료
441,Nadel::N,салмукс,바늘
442,Faden::N,суре,콘실
443,Knopf::N,пов,단추
444,Knoten::N,сюлмо,곁절
445,Farbe::N,артомапель,색
446,Kleidung::N,оршамот,옷입기
447,Hemd::N,панар,속옷
448,Kragen::N,сиве,깃
449,Ärmel::N,ожа,소매
450,Hose::N,понкст,바지
451,Gürtel::N,каркс,밴드
452,Mütze::N,чапка,모자
453,Schuh::N,туфля,구두
454,Stiefel::N,кем,장화
455,Ring::N,суркс,고리
456,Band::N,лента,리본
457,Kamm::N,сурсеме,빗
458,Spiegel::N,чавачамо,거울
459,Riemen::N,кшнань каркс,가죽끈
460,Schnur::N,пикс,밧줄
461,Leine::N,ведьме,고삐줄
462,Decke::N,вельтямо,이부자리
463,Kissen::N,тодов,깔개
464,Tuch::N,паця,천
465,Handtuch::N,нардамо,수건
466,Kraft::N,вий,세력
467,Stärke::N,виевчи,힘
468,Gesundheit::N,шумбрачи,위생
469,Krankheit::N,орма,병
470,Krankheit::N,сэредема,병
471,Schmerz::N,сэредькс,아픔고통
472,Wunde::N,керявкс,상처
473,Fieber::N,маштыкс,열별
474,Arznei::N,ормаменькс,약
475,Brücke::N,сэдь,교량
476,Brücke::N,мадамо,교량
477,Brunnen::N,лисьма,원천
478,Weide::N,ракшань ванома тарка,목장
479,Pfad::N,ян,좁은길
480,Weg::N,ки,길
481,Straße::N,ки,길
482,Dorf::N,веле,촌
483,Dorf::N,веле,촌락
484,Stadt::N,ош,도시
485,Brief::N,сёрма,서한
486,Buch::N,книга,책
487,Buchstabe::N,буква,문자
488,Zeitung::N,газета,신문
489,Leben::N,эрямо,삶
490,Tod::N,кулома,죽음
491,Grab::N,калмо,무덤
492,Kirche::N,церькова,교회
493,Sünde::N,чумочи,부정
494,Gott::N,паз,하느님
495,Arbeiter::N,робочей,일하는사람
496,Chef::N,прявт,사장
497,Meister::N,кол тевень тенця,명인
498,Meister::N,кол тевень тенця,대가
499,Arzt::N,врач,의사
500,Lehrer::N,учитель,교사
501,Lehrer::N,тонавтыця,교사
502,Geld::N,ярмак,돈
503,Geschäft::N,ладязь тев,일
504,Laden::N,лавка,가게
505,Preis::N,питне,가격
506,Ware::N,миевкс,상품
507,Ware::N,рамавкс,상품
508,Nutzen::N,паро,이익
509,Nutzen::N,лезэ,이익
510,Reichtum::N,сюпавчи,많음
511,Welt::N,мир,세상
512,Welt::N,мастор ланго,세상
513,Land::N,мастор,지방
514,Staat::N,государства,국가
515,König::N,король,국왕
516,Macht::N,азорксчи,힘
517,Grenze::N,буен тешкс,국경
518,Krieg::N,война,전쟁
519,Feind::N,душман,적
520,Gewalt::N,нарьгамо,권력
521,Kampf::N,тюрема,전투
522,Bogen[Waffe]::N,нал,활
523,Pfeil::N,нал,화살
524,Gewehr::N,ружия,무기
525,Gewehr::N,винтовка,무기
526,Fehler::N,ильведькс,오류
527,Fehler::N,ильведевкс,오류
528,Lüge::N,манчема,거짓말
529,Lüge::N,кенгелема,거짓말
530,Schaden::N,зыян,손상
531,Unglück::N,зыян,불행
532,Schuld::N,чумочи,부채
533,Alter::N,шка,연령
534,Schluss::N,пе,마감
535,Zeit::N,шка,때
536,Zeit::N,шка,시간
537,Zeit::N,пинге,때
538,Zeit::N,пинге,시간
539,Tag::N,чи,하루
540,Morgen::N,валске,이침
541,Mittag::N,чикуншка,대낮
542,Abend::N,чокшнэ,저녁
543,Nacht::N,ве,밤
544,Woche::N,недля,근무일
545,Monat::N,ков,달
546,Jahr::N,ие,해
547,Frühling::N,тундо,봄
548,Sommer::N,кизэ,여름
549,Herbst::N,сёксь,가을
550,Winter::N,теле,겨울
551,Januar::N,якшамков,일월
552,Februar::N,февраль,이월
553,März::N,март,삼월
554,April::N,апрель,사월
555,Mai::N,май,오월
556,Juni::N,июнь,유월
557,Juli::N,июль,칠월
558,August::N,август,팔월
559,September::N,сентября,구월
560,Oktober::N,октября,시월
561,November::N,ноября,십일월
562,Dezember::N,декабря,십이월
563,Montag::N,пондельник,월요일
564,Dienstag::N,овторник,화요일
565,Mittwoch::N,серёда,수요일
566,Donnerstag::N,цетьверьг,모교일
567,Freitag::N,пеця,그묘일
568,Samstag::N,субута,토요일
569,Samstag::N,шлямочи,토요일
570,Sonntag::N,недлячи,일요일
571,groß::A,ине,큰
572,groß::A,покш,큰
573,klein::A,вишка,자근
574,lang::A,кувака,긴
575,kurz::A,нурькине,짧은
576,breit::A,келей,넓은
577,schmal::A,теине,좁은
578,dicht::A,тусто,농밀한
579,dick[Gegenstand]::A,эчке,두꺼운
580,dünn::A,човине,얇은
581,fein::A,човине,미세한
582,fest::A,кеме,굳은
583,flach::A,лапужа,얕은
584,glatt::A,валаня,반들반들한
585,hart::A,калгодо,굳은
586,weich::A,чевте,연한
587,rund::A,кеверь,둥근
588,spitz::A,пшти,뾰족한
589,scharf::A,пшти,날카로운
590,stumpf::A,ношка,무딘
591,schwer::A,стака,무거운
592,schön::A,мазый,멋진
593,heiß::A,пси,뜨거운
594,warm::A,лембе,따뜻한
595,kalt::A,якшамо,찬
596,kühl::A,экше,서늘한
597,frisch::A,свежа,신선한
598,feucht::A,летьке,축축한
599,nass::A,начко,젖은
600,trocken::A,коське,마른
601,voll::A,пешксе,완전한
602,leer::A,чаво,빈
603,offen::A,панжадо,열린
604,offen::A,виде,열린
605,geschlossen::A,пекстазь,닫힌
606,geschlossen::A,сёлгозь,닫힌
607,sauber::A,ванькс,깨끗한
608,schmutzig::A,ливезев,더러운
609,roh::A,верек,날게잇의
610,reif::A,кенерезь,이근
611,lecker::A,тантей,맛있는
612,süß::A,ламбамо,단
613,bitter::A,сэпей,찌르는듯한
614,sauer::A,чапамо,산성의
615,hell::A,валдо,밝은
616,dunkel::A,чопода,어두운
617,schwarz::A,раужо,검은
618,weiß::A,ашо,하얀
619,rot::A,якстере,붉은
620,gelb::A,ожо,황색
621,blau::A,сэнь,푸른
622,grün::A,пиже,녹색의
623,grau::A,шержев,회색의
624,bunt::A,сёрмав,알록달록한
625,billig::A,аволь питней,싼
626,teuer::A,питней,값비산
627,wertvoll::A,питней,가치가많은
628,blind::A,сокор,눈먼
629,taub::A,амариця,무감간한
630,kräftig::A,пек виев,강장한
631,stark::A,виев,강한
632,schwach::A,лавшо,약한
633,fett::A,куя,실찐
634,schlank::A,виде ронга,호리호리한
635,hübsch::A,мазый,예쁜
636,böse::A,кежей,나쁜
637,dumm::A,чавола,어리석은
638,dumm::A,превтеме,어리석은
639,faul::A,нузякс,너덜너덜한
640,fleißig::A,мелень путыця,근면한
641,geizig::A,скупой,인색한
642,klug::A,превей,
643,geschickt::A,маштозь теезь,교묘한
644,lieb::A,вадря,친애하는
645,lustig::A,весёла,유쾌한
646,sanft::A,сэтьме,온화한
647,hungrig::A,вачо,배고픈
648,krank::A,сэредиця,병든
649,nackt::A,штапо,벌거벗은
650,traurig::A,нусманя,슬픈
651,lebendig::A,эриця,살아있는
652,gut::A,паро,좋은
653,schlecht::A,берянь,나쁜
654,richtig::A,виде,바른
655,schlimm::A,берянь,못된
656,wahr::A,алкуксонь,참된
657,alt::A,ташто,늙은
658,neu::A,од,새
659,ehemalig::A,икелень,전의
660,alt[Lebewesen]::A,сыре,낡은
661,jung::A,од,젊은
662,arm::A,кажов,가난한
663,reich::A,сюпав,풍부한
664,bekannt::A,содавикс,저명한
665,berühmt::A,содавикс,유명한
666,fremd::A,лия,타처이
667,fremd::A,асодавикс,타처이
668,verschieden::A,эрьва,따른
669,nah::A,а васолонь,가까운
670,fern::A,умонь,먼
671,fern::A,кезэрень,먼
672,linker::A,керш,왼쭉의
673,rechter::A,вить,오른쪽의
674,anderer::A,лия,다른
675,erster::A,васень,첫째
676,erster::A,васенце,첫째
677,zweiter::A,омбоце,둘째
678,dritter::A,колмоце,셋째
679,letzter::A,меельце,의후자의
680,allein::ADV,башка,훌로
681,allein::ADV,ськамонзо,훌로
682,auf einmal::ADV,вейсэ,갑자기
683,zusammen::ADV,вейс,모아서
684,zusammen::ADV,вейсэ,모아서
685,lange::ADV,кувать,오래
686,plötzlich::ADV,апак учо,둘연한
687,sofort::ADV,курок,즉시
688,sofort::ADV,нейке,즉시
689,später::ADV,мейле,보다늦은
690,jetzt::ADV,ней,목하
691,heute::ADV,течи,오늘
692,morgen::ADV,ванды,내일
693,bald::ADV,курок,곱
694,dann::ADV,мейле,그경우에
695,dann::ADV,седе мейле,그경우에
696,gestern::ADV,исяк,어제
697,einst::ADV,весть,옛날에
698,einst::ADV,зярдо-бути,옛날에
699,damals::ADV,сестэ,그때에
700,danach::ADV,мейле,그 뒤에
701,danach::ADV,седе мейле,그 뒤에
702,vorher::ADV,васняяк,미리
703,zuerst::ADV,васня,최초로
704,einmal::ADV,весть,한번
705,manchmal::ADV,лиясто,땓대로
706,oft::ADV,сеетьстэ,땓대로
707,immer::ADV,свал,늘
708,niemals::ADV,а зярдояк,결코...(하지)않다
709,hier::ADV,тесэ,여기
710,hierhin::ADV,тей,여기로
711,von hier::ADV,тестэ,
712,dort::ADV,тосо,거기
713,dorthin::ADV,тов,저기예
714,geradeaus::ADV,витьстэ,곧장
715,vorwärts::ADV,икелев,앞으로
716,rückwärts::ADV,мекев,뒤로
717,zurück::ADV,мекев,제자리로
718,unten::ADV,ало,아래에
719,hinab::ADV,алов,아래쪽으로
720,oben::ADV,вере,위에
721,hinauf::ADV,верев,위쪽으로
722,überall::ADV,эрьва косо,도처에
723,nicht::ADV,а,안
724,ein wenig::ADV,аламошка,적음
725,kaum::ADV,ансяк,가의
726,sehr::ADV,пек,자주
727,sehr::ADV,вельть,자주
728,so::ADV,истя,그와같이
729,noch::ADV,таго,아직
730,nur::ADV,ансяк,다만
731,schon::ADV,уш,이미
732,wieder::ADV,таго,다시
733,vergebens::ADV,стяко,헛되이
734,vor::PRP,икеле,앞에
735,hinter::PRP,вельде,뒤에
736,unter::PRP,ало,잍에
737,durch::PRP,пачк,통고하여
738,neben::PRP,вакссо,와나란히
739,zwischen::PRP,ютксо,의사이로
740,wegen::PRP,кис,때문에
741,wegen::PRP,коряс,때문에
742,wegen::PRP,кувалт,때문에
743,dies::PRN,те,이
744,das::PRN,те,저
745,das::PRN,тона,저
746,alles::PRN,весе,모든것
747,alles::PRN,весемесь,모든것
748,ich::PRN,мон,나
749,du::PRN,тон,너
750,er::PRN,сон,그
751,wir::PRN,минь,우리
752,ihr::PRN,тынь,너희들
753,sie::PRN,сынь,그들
754,was::FPRN,мезе,뭣
755,wer::FPRN,ки,누구
756,wo::FADV,косо,어디
757,wohin::FADV,ков,어디로
758,wohin::FADV,козо,어디로
759,wie::FADV,кода,어떻게
760,warum::FADV,мекс,왜
761,wieviel::FNUM,зяро,얼마만큰
762,eins::NUM,вейке,하나
763,zwei::NUM,кавто,둘
764,drei::NUM,колмо,셋
765,vier::NUM,ниле,넷
766,fünf::NUM,вете,다섯
767,sechs::NUM,кото,여섯
768,sieben::NUM,сисем,일곱
769,acht::NUM,кавксо,여덟
770,neun::NUM,вейксэ,아홉
771,zehn::NUM,кемень,열
772,elf::NUM,кевейкее,열하나
773,zwölf::NUM,кемгавтово,열둘
774,zwanzig::NUM,комсь,스물
775,dreißig::NUM,колоньгемень,서름
776,vierzig::NUM,ниленьгемень,마흔
777,fünfzig::NUM,ведьгемень,숸
778,sechzig::NUM,кодгемень,에순
779,siebzig::NUM,сизьгемень,일흔
780,achtzig::NUM,кавксоньгемень,여든
781,neunzig::NUM,вейксэньгемень,아흔
782,hundert::NUM,сядо,백
783,tausend::NUM,тыща,천
784,und::CNJ,ды,와
785,oder::CNJ,или,아니면
786,stehen::V,аштемс стядо,서다
787,sitzen::V,аштемс озадо,앉다
788,liegen::V,мадезь аштемс,눕다
789,hängen::V,нурьгемс,달다
790,werden::V,арамс,되다
791,passieren::V,лисэмс,지장옶다
792,beginnen::V,ушодомс,시작되다
793,enden::V,лоткамс,큳내다
794,wechseln::V,полавтнемс,병경하다
795,aufgehen[Sonne]::V,лисемс,뜨다
796,aufgehen[Sonne]::V,стямс,뜨다
797,untergehen[Sonne]::V,валгомс,지다
798,scheinen[Sonne]::V,валдомтомс,빛나다
799,donnern::V,цярномс,천둥치다
800,donnern::V,галдордомс,천둥치다
801,wehen::V,пувамс,풀다
802,strömen::V,чудемс,흐르다
803,fließen::V,чудемс,흐르다
804,sich drehen::V,велямс,돌다
805,schwanken::V,лыкамс,동요하다
806,schwanken::V,якамс,동요하다
807,schwingen::V,нурсемс,흔들다
808,schwingen::V,лыкамс,흔들다
809,fallen::V,прамс,떨어지다
810,fallen::V,сяворемс,떨어지다
811,brennen::V,паломс,타다
812,rauchen::V,качадомс,김이나다
813,regnen::V,пиземс,비가오다
814,gefrieren::V,кельмемс,얼다
815,tauen::V,соламс,녹다
816,schmelzen::V,соламс,녹다
817,trocknen::V,коськемс,홈치다
818,sieden::V,лакамс,끓다
819,sieden::V,пиксемс,끓다
820,faulen::V,наксадомс,부패하다
821,verfaulen::V,наксадомс,썩다
822,reißen::V,сезневемс,지바찢다
823,versinken::V,ваямс,가라앉다
824,vergehen::V,ютамс,지나가다
825,erscheinen::V,лисемс,나타나다
826,verschwinden::V,ёмамс,사라지다
