,Concept_ID,udm,en
108,Anhöhe::N,выр,elevation
109,Anhöhe::N,вырйыл,elevation
110,Berg::N,гурезь,mountain
111,Gipfel::N,йыл,summit
112,Höhle::N,гу,cave
113,Abhang::N,бам,slope
114,Quelle::N,ошмес,source
115,Bach::N,пичи шур,brook
116,Fluss::N,шур,river
117,Ufer::N,ярдур,shore
118,Küste::N,вудур,coast
119,Festland::N,мувыр,land
120,Meer::N,зарезь,sea
121,Bucht::N,вукож,cove
122,Insel::N,вумуӵ,island
123,Insel::N,шормуӵ,island
124,Blume::N,сяська,flower
125,Gras::N,турын,grass
126,Wurzel::N,выжы,root
127,Baum::N,пу,tree
128,Stamm::N,модос,trunk
129,Rinde::N,сул,bark
130,Ast::N,ул,limb
131,Zweig::N,вай,branch
132,Blatt::N,куар,leaf
133,Birke::N,кызьпу,birch
134,Kiefer[Baum]::N,пужым,pine
135,Weide[Baum]::N,бадьпу,willow
136,Tanne::N,кыз,fir
137,Horn::N,сюр,horn
138,Feder::N,тылы,feather
139,Fell::N,ку,fur
140,Flügel::N,бурд,wing
141,Klaue::N,гижы,claw
142,Kralle::N,пыд,claw
143,Schwanz::N,быж,tail
144,Ei::N,пуз,egg
145,Ei::N,кукей,egg
146,Nest::N,кар,nest
147,Nest::N,пузкар,nest
148,Bau::N,кар,lair
149,Bau::N,гу,lair
150,Tier::N,пӧйшур,animal
151,Herde::N,уллё,flock
152,Kuh::N,скал,cow
153,Bulle::N,ош,bull
154,Bulle::N,пороз,bull
155,Pferd::N,вал,horse
156,Schaf::N,ыж,sheep
157,Schwein::N,парсь,pig
158,Hund::N,пуны,dog
159,Katze::N,коӵыш,cat
160,Bär::N,гондыр,bear
161,Eichhörnchen::N,коньы,squirrel
162,Elch::N,койык,elk
163,Fuchs::N,ӟичы,fox
164,Hase::N,кеч,hare
165,Maus::N,шыр,mouse
166,Wolf::N,кион,wolf
167,Vogel::N,тылобурдо,bird
168,Schwarm::N,уллё,swarm
169,Huhn::N,курег,chicken
170,Hahn::N,атас,cock
171,Gans::N,ӟазег,goose
172,Adler::N,ӧрзи,eagle
173,Ente::N,ӵӧж,duck
174,Eule::N,кучыран,owl
175,Kranich::N,тури,crane
176,Krähe::N,куака,crow
177,Kuckuck::N,кикы,cuckoo
178,Schwan::N,юсь,swan
179,Fisch::N,чорыг,fish
180,Barsch::N,юш,perch
181,Hecht::N,чипей,pike
182,Schlange[Tier]::N,кый,snake
183,Wurm::N,нумыр,worm
184,Spinne::N,чонари,spider
185,Ameise::N,кузьыли,ant
186,Laus::N,тэй,louse
187,Mücke::N,нымы,midge
188,Mücke::N,чибинь,midge
189,Fliege::N,кут,fly
190,Schmetterling::N,бубыли,butterfly
191,Beere::N,узы-боры,berry
192,Apfel::N,яблок,apple
193,Pilz::N,губи,mushroom
194,Zwiebel::N,сугон,onion
195,Saat::N,кидыс,seed
196,Korn::N,тысь,grain
197,Heu::N,турын,hay
198,Schale::N,кыд,husk
199,Grube::N,гу,pit
200,Grube::N,гоп,pit
201,Falle::N,налик,trap
202,Schlinge::N,гиӟ,noose
203,Schlinge::N,герд,noose
204,Spur::N,пытьы,track
205,Spur::N,бервыл,track
206,Asche::N,пень,ashes
207,Dreck::N,дэри,filth
208,Eisen::N,корт,iron
209,Gold::N,зарни,gold
210,Silber::N,азвесь,silver
211,Kohle::N,эгыр,coal
212,Glas::N,стекло,glass
213,Glas::N,пияла,glass
214,Lehm::N,сюй,clay
215,Sand::N,луо,sand
216,Mensch::N,мурт,human
217,Mensch::N,адями,human
218,Mann::N,воргорон,man
219,Frau::N,кышномурт,woman
220,Kind::N,нуны,child
221,Kind::N,пинал,child
222,Junge::N,пи,boy
223,Mädchen::N,ныл,girl
224,Familie::N,семья,family
225,Großvater::N,песятай,grandfather
226,Großvater::N,пересь атай,grandfather
227,Großmutter::N,песянай,grandmother
228,Großmutter::N,пересь анай,grandmother
229,Eltern::N,атай-анай,parents
230,Eltern::N,бубы-мумы,parents
231,Vater::N,айы,father
232,Vater::N,атай,father
233,Mutter::N,мумы,mother
234,Sohn::N,пи,son
235,Tochter::N,ныл,daughter
236,Bruder::N,агай,brother
237,Schwester::N,апа,sister
238,Schwester::N,сузэр,sister
239,Onkel::N,агай,uncle
240,Tante::N,апа,aunt
241,Tante::N,кенак,aunt
242,Ehemann::N,карт,husband
243,Ehefrau::N,кышно,wife
244,Freude::N,шумпотон,joy
245,Gelächter::N,горем,laughter
246,Glück::N,шуд,happiness
247,Kummer::N,кайгу,grief
248,Kummer::N,куректон,grief
249,Wunsch::N,мылпотон,wish
250,Lust::N,потон,desire
251,Geist::N,лул,spirit
252,Gedanke::N,малпан,thought
253,Gedächtnis::N,йырсазь,memory
254,Gedächtnis::N,тодэваён,memory
255,Verstand::N,йырвизь,mind
256,Sinn::N,смысл,meaning
257,Grund::N,муг,reason
258,Grund::N,ньӧм,reason
259,Wahrheit::N,зэм,truth
260,Wahrheit::N,шонер,truth
261,Gespräch::N,вераськон,talk
262,Märchen::N,выжыкыл,fairy tale
263,Erzählung::N,верос,story
264,Nachricht::N,ивор,message
265,Neuigkeit::N,выльивор,news
266,Name::N,ним,name
267,Rätsel::N,мадькыл,puzzle
268,Rede::N,верам,speech
269,Sprache::N,кыл,language
270,Stimme::N,куара,voice
271,Wort::N,кыл,word
272,Zeichen::N,пус,sign
273,Zeichen::N,тодмет,sign
274,Ruf::N,ӧтён,call
275,Ruf::N,чортон,call
276,Lärm::N,ӵашетон,noise
277,Laut::N,куара,sound
278,Ton::N,куара,tone
279,Lied::N,кырӟан,song
280,Ruhe::N,чалмыт улон,calm
281,Leute::N,адямиос,people
282,Volk::N,калык,nation
283,Arbeit::N,уж,work
284,Gast::N,куно,guest
285,Geschenk::N,салам,gift
286,Geschenk::N,кузьым,gift
287,Spiel::N,шудон,game
288,Gesellschaft::N,калык,company
289,Hilfe::N,юрттон,help
290,Freund::N,эш,friend
291,Freund::N,юлтош,friend
292,Kamerad::N,тодмо,companion
293,Angelegenheit::N,уж,matter
294,Anzahl::N,лыд,count
295,Art::N,тус,sort
296,Stück::N,юдэс,piece
297,Teil::N,люкет,part
298,Hälfte::N,ӝыны,half
299,Kreis::N,котырес,circle
300,Kreuz::N,крест,cross
301,Linie::N,гож,line
302,Strich::N,гож,stroke
303,Abstand::N,вис,gap
304,Abstand::N,кусып,gap
305,Entfernung::N,кусып,distance
306,Gegend::N,инты,area
307,Platz::N,инты,space
308,Ort::N,инты,place
309,Ort::N,места,place
310,Seite::N,пал,side
311,Mitte::N,шор,middle
312,Gegenstand::N,арбери,item
313,Sache::N,котыр,thing
314,Rand::N,дур,fringe
315,Rand::N,шаер,fringe
316,Kante::N,дур,edge
317,Ecke::N,сэрег,corner
318,Spitze::N,йыл,tip
319,Ende::N,пум,end
320,Loch::N,пась,hole
321,Winkel::N,сэрег,angle
322,Muster::N,пужы,pattern
323,Größe::N,быдӟала,size
324,Länge::N,кузьдала,length
325,Höhe::N,ӝуждала,height
326,Gewicht::N,сектала,weight
327,Gewicht::N,секытлык,weight
328,Menge::N,лыд,amount
329,Menge::N,лыдпус,amount
330,Haufen::N,люк,heap
331,Reihe::N,чур,row
332,Boot::N,пыж,boat
333,Boot::N,лодка,boat
334,Ruder::N,полыс,oar
335,Schlitten::N,додьы,sleigh
336,Ski::N,куас,ski
337,Lagerfeuer::N,тылскем,campfire
338,Last::N,секыт,load
339,Gang::N,ветлон,walk
340,Schritt::N,вамыш,step
341,Norden::N,уйпал,north
342,Süden::N,лымшор,south
343,Westen::N,шунды пуксён,west
344,Osten::N,шунды ӝужан,east
345,Holz::N,пу,wood
346,Brett::N,пул,board
347,Platte::N,плита,slab
348,Stütze::N,пыкет,bracket
349,Stange::N,пуӵ,pole
350,Stock::N,боды,stick
351,Stab::N,пуӵ,staff
352,Stab::N,боды,staff
353,Rohr::N,труба,pipe
354,Haus::N,юрт,house
355,Heim::N,корка,home
356,Ofen::N,гур,stove
357,Fußboden::N,выж,floor
358,Tisch::N,ӝӧк,table
359,Stuhl::N,пукон,chair
360,Wiege::N,кӧкы,cradle
361,Wiege::N,зыбка,cradle
362,Bett::N,валес,bed
363,Regal::N,ӝажы,shelf
364,Kiste::N,ящик,box
365,Fenster::N,укно,window
366,Fenster::N,косяк,window
367,Tür::N,ӧс,door
368,Tor::N,ӟезьы,gate
369,Zaun::N,забор,fence
370,Dach::N,липет,roof
371,Leiter::N,падӟа,ladder
372,Besen::N,ӵужон,broom
373,Besen::N,исьнер,broom
374,Spaten::N,лопатка,spade
375,Schaufel::N,ютырон,shovel
376,Gabel::N,тэчы,fork
377,Gabel::N,вилка,fork
378,Löffel::N,пуньы,spoon
379,Messer::N,пурт,knife
380,Nagel::N,кортӵог,nail
381,Netz::N,сеть,net
382,Haken::N,курик,hook
383,Griff::N,ныд,handle
384,Schloss::N,тунгон,lock
385,Bild::N,суред,picture
386,Figur::N,фигура,figure
387,Puppe::N,мунё,doll
388,Beutel::N,пуйы,pouch
389,Bündel::N,керттэт,bundle
390,Tasche::N,пуйы,bag
391,Tasche::N,сумка,bag
392,Eimer::N,ведра,bucket
393,Deckel::N,ӵоксэт,cover
394,Geschirr::N,тусьты-пуньы,dishes
395,Sack::N,пуйы,sack
396,Tasse::N,ӵаша,cup
397,Topf::N,миска,pot
398,Kessel::N,пурты,kettle
399,Essen::N,сиськон,meal
400,Nahrung::N,сион,food
401,Speise::N,сиён,dish
402,Fleisch::N,сӥль,meat
403,Getreide::N,ю тысь,corn
404,Brei::N,ӝук,mush
405,Brot::N,нянь,bread
406,Scheibe::N,шорем,slice
407,Fett::N,кӧй,fat
408,Butter::N,вӧй,butter
409,Öl::N,вӧй,oil
410,Salz::N,сылал,salt
411,Suppe::N,шыд,soup
412,Honig::N,чечы,honey
413,Milch::N,йӧл,milk
414,Tee::N,чай,tea
415,Leder::N,сурон,leather
416,Wolle::N,гон,wool
417,Wolle::N,ыжгон,wool
418,Stoff::N,куэм,cloth
419,Nadel::N,вень,needle
420,Faden::N,сӥньыс,thread
421,Knopf::N,бирды,button
422,Knoten::N,герд,knot
423,Farbe::N,буёл,paint
424,Kleidung::N,дӥсь,clothes
425,Hemd::N,дэрем,shirt
426,Kragen::N,сирес,collar
427,Ärmel::N,саес,sleeve
428,Hose::N,брюки,trousers
429,Hose::N,штань,trousers
430,Gürtel::N,кускерттон,belt
431,Mütze::N,ызьы,cap
432,Schuh::N,ботинка,shoe
433,Stiefel::N,сапег,boot
434,Ring::N,зундэс,ring
435,Band::N,лента,ribbon
436,Kamm::N,сын,comb
437,Spiegel::N,синучкон,mirror
438,Riemen::N,е,strap
439,Schnur::N,гозы,string
440,Leine::N,думет,leash
441,Decke::N,шобрет,blanket
442,Kissen::N,миндэр,pillow
443,Tuch::N,кышет,scarf
444,Handtuch::N,ӵушкон,towel
445,Kraft::N,кать,force
446,Kraft::N,ӟигар,force
447,Stärke::N,юнлык,strength
448,Gesundheit::N,тазалык,health
449,Krankheit::N,висён,illness
450,Schmerz::N,висён,pain
451,Wunde::N,яра,wound
452,Fieber::N,кезег,fever
453,Arznei::N,эмъюм,medicine
454,Brücke::N,выж,bridge
455,Brunnen::N,колдэч,well
456,Weide::N,возь,pasture
457,Pfad::N,сюрес,path
458,Weg::N,сюрес,way
459,Straße::N,сюрес,road
460,Dorf::N,гурт,village
461,Stadt::N,кар,town
462,Stadt::N,город,town
463,Brief::N,гожтэт,letter
464,Buch::N,книга,book
465,Buchstabe::N,буква,character
466,Zeitung::N,газет,newspaper
467,Leben::N,улон,life
468,Tod::N,кулон,death
469,Grab::N,шайгу,grave
470,Kirche::N,черк,church
471,Sünde::N,сьӧлык,sin
472,Gott::N,ӥнмар,god
473,Arbeiter::N,рабочий,worker
474,Chef::N,начальник,boss
475,Meister::N,кибашлы,master
476,Arzt::N,врач,doctor
477,Lehrer::N,дышетӥсь,teacher
478,Geld::N,уксё,money
479,Geld::N,коньдон,money
480,Geschäft::N,уж,business
481,Laden::N,магазин,shop
482,Preis::N,дун,price
483,Ware::N,вуз,ware
484,Nutzen::N,пайда,profit
485,Reichtum::N,узырлык,wealth
486,Welt::N,дунне,world
487,Land::N,шаер,country
488,Staat::N,кун,state
489,König::N,эксэй,king
490,Macht::N,власть,power
491,Grenze::N,кунгож,border
492,Krieg::N,ож,war
493,Feind::N,тушмон,enemy
494,Gewalt::N,эриктэман,violence
495,Kampf::N,нюръяськон,fight
496,Bogen[Waffe]::N,пукыӵ,bow
497,Pfeil::N,пукыӵ вень,arrow
498,Gewehr::N,пыӵал,gun
499,Fehler::N,янгыш,mistake
500,Lüge::N,пӧян,lie
501,Lüge::N,алдан,lie
502,Lüge::N,ӧрекчан,lie
503,Schaden::N,изъян,damage
504,Unglück::N,куректон,misfortune
505,Unglück::N,шудтэме усён,misfortune
506,Schuld::N,янгыш,fault
507,Alter::N,арлыд,age
508,Schluss::N,пум,conclusion
509,Zeit::N,дыр,time
510,Tag::N,нунал,day
511,Morgen::N,ӵукна,morning
512,Mittag::N,лымшор,noon
513,Abend::N,ӝыт,evening
514,Abend::N,акшан,evening
515,Nacht::N,уй,night
516,Woche::N,арня,week
517,Monat::N,толэзь,month
518,Jahr::N,ар,year
519,Frühling::N,тулыс,spring
520,Sommer::N,гужем,summer
521,Herbst::N,сӥзьыл,autumn
522,Winter::N,тол,winter
523,Januar::N,выльартолэзь,January
524,Februar::N,тулыспал,February
525,März::N,южтолэзь,March
526,April::N,оштолэзь,April
527,Mai::N,куартолэзь,May
528,Juni::N,вожотолэзь,June
529,Juli::N,пӧсьтолэзь,July
530,August::N,гудырикошкон,August
531,September::N,куарусён,September
532,Oktober::N,выльӝуктолэзь,October
533,November::N,шуркынмон,November
534,Dezember::N,толсур,December
535,Montag::N,вордӥськон,Monday
536,Dienstag::N,вторник,Tuesday
537,Mittwoch::N,вирнунал,Wednesday
538,Donnerstag::N,покчиарня,Thursday
539,Freitag::N,удмуртарня,Friday
540,Samstag::N,кӧснунал,Saturday
541,Sonntag::N,арня,Sunday
542,groß::A,бадӟым,big
543,klein::A,пичи,little
544,lang::A,кузь,long
545,kurz::A,вакчи,short
546,breit::A,паськыт,wide
547,schmal::A,сюлэг,narrow
548,dicht::A,ӵем,dense
549,dick[Gegenstand]::A,зӧк,thick
550,dünn::A,векчи,thin
551,fein::A,векчи,delicate
552,fest::A,юн,firm
553,fest::A,чурыт,firm
554,flach::A,ӵошкыт,flat
555,glatt::A,гылыт,smooth
556,glatt::A,вольыт,smooth
557,hart::A,чурыт,hard
558,weich::A,небыт,soft
559,rund::A,котырес,round
560,spitz::A,йылсо,pointed
561,scharf::A,лэчыт,sharp
562,stumpf::A,ныж,blunt
563,schwer::A,секыт,heavy
564,schön::A,чебер,beautiful
565,heiß::A,пӧсь,hot
566,warm::A,шуныт,warm
567,kalt::A,кезьыт,cold
568,kühl::A,юзмыт,cool
569,kühl::A,салкым,cool
570,frisch::A,выль,fresh
571,feucht::A,мускыт,damp
572,nass::A,котмем,wet
573,trocken::A,кӧс,dry
574,voll::A,тыр,full
575,leer::A,буш,empty
576,leer::A,тырттэм,empty
577,offen::A,усьтэм,open
578,geschlossen::A,ӵогам,closed
579,geschlossen::A,пунням,closed
580,sauber::A,ӝикыт,clean
581,sauber::A,чылкыт,clean
582,schmutzig::A,нӧд,dirty
583,roh::A,ыль,raw
584,reif::A,вуэм,ripe
585,lecker::A,ческыт,delicious
586,süß::A,ческыт,sweet
587,bitter::A,курыт,bitter
588,sauer::A,чырс,sour
589,hell::A,югыт,bright
590,dunkel::A,пеймыт,dark
591,schwarz::A,сьӧд,black
592,weiß::A,тӧдьы,white
593,rot::A,горд,red
594,gelb::A,ӵуж,yellow
595,blau::A,лыз,blue
596,grün::A,вож,green
597,grau::A,пурысь,grey
598,bunt::A,куӵо,colourful
599,bunt::A,куӵо,colorful
600,billig::A,дунтэм,cheap
601,teuer::A,дуно,dear
602,wertvoll::A,дуно,precious
603,blind::A,сукыр,blind
604,blind::A,синтэм,blind
605,taub::A,пельтэм,deaf
606,kräftig::A,кужмо,powerful
607,stark::A,юн,strong
608,stark::A,кужмо,strong
609,schwach::A,ляб,weak
610,schwach::A,начар,weak
611,fett::A,кӧй,fat
612,schlank::A,веськыт,slim
613,schlank::A,веськрес,slim
614,hübsch::A,чебер,pretty
615,hübsch::A,синмаськымон,pretty
616,böse::A,лек,evil
617,dumm::A,шузи,stupid
618,dumm::A,визьтэм,stupid
619,faul::A,азьтэм,lazy
620,fleißig::A,сюлмо,diligent
621,geizig::A,сук,stingy
622,klug::A,визьмо,clever
623,geschickt::A,усто,skilful
624,geschickt::A,усто,skillful
625,geschickt::A,быгатӥсь,skilful
626,geschickt::A,быгатӥсь,skillful
627,lieb::A,мусо,dear
628,lustig::A,шулдыр,merry
629,sanft::A,мусо,gentle
630,sanft::A,эрке,gentle
631,hungrig::A,сютэм,hungry
632,krank::A,висись,sick
633,nackt::A,гольык,naked
634,traurig::A,мӧзмыт,sad
635,lebendig::A,улэп,living
636,gut::A,ӟеч,good
637,gut::A,умой,good
638,schlecht::A,урод,bad
639,schlecht::A,алама,bad
640,richtig::A,шонер,correct
641,schlimm::A,алама,nasty
642,wahr::A,зэмос,true
643,alt::A,вуж,old
644,neu::A,выль,new
645,ehemalig::A,азьвылэз,former
646,alt[Lebewesen]::A,пересь,aged
647,jung::A,егит,young
648,jung::A,пинал,young
649,arm::A,начар,poor
650,arm::A,куанер,poor
651,reich::A,узыр,rich
652,bekannt::A,тодмо,familiar
653,berühmt::A,дано,famous
654,fremd::A,ят,foreign
655,verschieden::A,пӧртэм,different
656,nah::A,матысь,near
657,fern::A,кыдёкысь,far
658,linker::A,паллян,left
659,rechter::A,бур,right
660,rechter::A,бурпал,right
661,anderer::A,мукет,other
662,erster::A,нырысетӥез,first
663,zweiter::A,кыктэтӥез,second
664,dritter::A,кунньметӥез,third
665,letzter::A,берло,last
666,letzter::A,берпум,last
667,allein::ADV,огназ,alone
668,auf einmal::ADV,огдыре,at once
669,zusammen::ADV,ӵош,together
670,zusammen::ADV,валче,together
671,lange::ADV,кема,long
672,plötzlich::ADV,мапламтэ шорысь,suddenly
673,sofort::ADV,али ик,instantly
674,später::ADV,бергес,later
675,später::ADV,берлогес,later
676,jetzt::ADV,али,now
677,jetzt::ADV,табере,now
678,heute::ADV,туннэ,today
679,morgen::ADV,ӵуказе,tomorrow
680,bald::ADV,ӝоген,soon
681,dann::ADV,берло,then
682,gestern::ADV,толон,yesterday
683,einst::ADV,огпол,once
684,einst::ADV,одӥг пол,once
685,damals::ADV,соку,at that time
686,danach::ADV,собере,afterwards
687,vorher::ADV,азьло,before
688,vorher::ADV,азьвыл,before
689,zuerst::ADV,азьло,at first
690,einmal::ADV,огпол,once
691,manchmal::ADV,куддыръя,sometimes
692,oft::ADV,ӵем,often
693,immer::ADV,пыр,always
694,immer::ADV,котьку,always
695,niemals::ADV,уз ноку,never
696,hier::ADV,татын,here
697,hierhin::ADV,татчы,hither
698,hierhin::ADV,татчы,to here
699,hierhin::ADV,татчы,here
700,von hier::ADV,татысь,hence
701,dort::ADV,отӥ,there
702,dort::ADV,отын,there
703,dorthin::ADV,отчы,thither
704,dorthin::ADV,отчы,there
705,dorthin::ADV,отчы,to there
706,geradeaus::ADV,меӵак,ahead
707,vorwärts::ADV,азьлань,forward
708,rückwärts::ADV,берлань,backward
709,zurück::ADV,берен,back
710,zurück::ADV,берлань,back
711,unten::ADV,улын,below
712,hinab::ADV,улэ,down
713,oben::ADV,вылын,above
714,oben::ADV,вылӥын,above
715,hinauf::ADV,вылэ,up
716,hinauf::ADV,вылӥе,up
717,hinauf::ADV,выллань,up
718,überall::ADV,котькытын,everywhere
719,überall::ADV,пасьтана,everywhere
720,nicht::ADV,уз,not
721,ein wenig::ADV,ичи,a little
722,ein wenig::ADV,ӧжыт,a little
723,ein wenig::ADV,огшап,a little
724,kaum::ADV,муртса,hardly
725,sehr::ADV,туж,very
726,sehr::ADV,лекос,very
727,so::ADV,озьы,so
728,so::ADV,тазьы,so
729,noch::ADV,на,still
730,nur::ADV,гинэ,only
731,schon::ADV,ни,already
732,schon::ADV,ини,already
733,wieder::ADV,нош,again
734,wieder::ADV,кайта,again
735,vergebens::ADV,юнме,in vain
736,vor::PRP,азьын,in front of
737,hinter::PRP,берын,behind
738,hinter::PRP,бӧрсьы,behind
739,unter::PRP,улын,under
740,durch::PRP,пыр,through
741,durch::PRP,пыртӥ,through
742,neben::PRP,бордын,next to
743,zwischen::PRP,вискын,between
744,wegen::PRP,сэрен,because of
745,dies::PRN,та,this
746,das::PRN,со,that
747,alles::PRN,ваньмыз,everything
748,ich::PRN,мон,I
749,du::PRN,тон,you
750,du::PRN,тон,thou
751,er::PRN,со,he
752,wir::PRN,ми,we
753,ihr::PRN,тӥ,you
754,sie::PRN,соос,they
755,was::FPRN,ма,what
756,wer::FPRN,кин,who
757,wo::FADV,кытын,where
758,wohin::FADV,кытчы,where ... to
759,wohin::FADV,кытчы,where to
760,wohin::FADV,кытчы,where
761,wie::FADV,кызьы,how
762,warum::FADV,малы,why
763,wieviel::FNUM,кӧня,how much
764,eins::NUM,одӥг,one
765,zwei::NUM,кык,two
766,drei::NUM,куинь,three
767,vier::NUM,ньыль,four
768,fünf::NUM,вить,five
769,sechs::NUM,куать,six
770,sieben::NUM,сизьым,seven
771,acht::NUM,тямыс,eight
772,neun::NUM,укмыс,nine
773,zehn::NUM,дас,ten
774,elf::NUM,дас одӥг,eleven
775,zwölf::NUM,дас кык,twelve
776,zwanzig::NUM,кызь,twenty
777,dreißig::NUM,куамын,thirty
778,vierzig::NUM,ньыльдон,forty
779,fünfzig::NUM,витьтон,fifty
780,sechzig::NUM,куатьтон,sixty
781,siebzig::NUM,сизьымдон,seventy
782,achtzig::NUM,тямыстон,eighty
783,neunzig::NUM,укмыстон,ninety
784,hundert::NUM,сю,a hundred
785,tausend::NUM,сюрс,a thousand
786,und::CNJ,и,and
787,und::CNJ,но,and
788,oder::CNJ,яке,or
789,stehen::V,сылыны,stand
790,sitzen::V,пукыны,sit
791,liegen::V,кылльыны,lie
792,hängen::V,ошкыса улыны,hang
793,werden::V,луыны,become
794,passieren::V,луыны,happen
795,beginnen::V,кутскыны,begin
796,enden::V,бырыны,end
797,wechseln::V,воштӥськыны,change
798,aufgehen[Sonne]::V,ӝужаны,rise
799,untergehen[Sonne]::V,пуксьыны,set
800,scheinen[Sonne]::V,пиштыны,shine
801,scheinen[Sonne]::V,чиляны,shine
802,donnern::V,гудыръяны,thunder
803,wehen::V,пелляськыны,blow
804,strömen::V,киськыны,stream
805,strömen::V,исьтӥськыны,stream
806,fließen::V,бызьыны,flow
807,sich drehen::V,берганы,revolve
808,schwanken::V,вошъяськыны,sway
809,schwingen::V,шонаськыны,swing
810,fallen::V,усьыны,fall
811,brennen::V,ӝуаны,burn
812,rauchen::V,ӵындыны,smoke
813,regnen::V,зорыны,rain
814,gefrieren::V,кынмыны,freeze
815,tauen::V,шунаны,thaw
816,schmelzen::V,шунаны,melt
817,trocknen::V,куасьмыны,dry
818,sieden::V,пӧзьыны,boil
819,faulen::V,сисьмыны,rot
820,verfaulen::V,сисьмыны,decay
821,reißen::V,кеськыны,snap
822,versinken::V,выйыны,sink
823,vergehen::V,ортчыны,pass
824,erscheinen::V,адскыны,appear
825,verschwinden::V,бырыны,disappear
826,sinken::V,усьыны,drop
827,abnehmen::V,синыны,decrease
828,zunehmen::V,йылыны,increase
829,steigen::V,лӧпкыны,rise
830,wachsen::V,будыны,grow
831,glänzen::V,чиляны,shine
832,glänzen::V,пиштыны,shine
833,funkeln::V,чилекъяны,sparkle
834,lärmen::V,уретыны,be noisy
835,lärmen::V,ӵашетыны,be noisy
836,läuten::V,жингыртыны,chime
837,klingeln::V,жингыртыны,ring
838,klirren::V,жильккетыны,tinkle
839,brausen::V,лекъяськыны,roar
840,rauschen::V,ӵашетыны,rustle
841,klingen::V,кылӥськыны,sound
842,bellen::V,утыны,bark
843,heulen::V,вузыны,howl
844,blasen::V,пельтыны,blow
845,pfeifen::V,шуланы,whistle
846,schreien::V,черекъяны,shout
847,schreien::V,кесяськыны,shout
