,Concept_ID,en,be
221,Bruder::N,brother,брат
222,Schwester::N,sister,сястра
223,Onkel::N,uncle,дзядзька
224,Tante::N,aunt,цётка
225,Ehemann::N,husband,муж
226,Ehefrau::N,wife,жонка
227,Freude::N,joy,радасць
228,Gelächter::N,laughter,смех
229,Glück::N,happiness,шчасце
230,Kummer::N,grief,гора
231,Wunsch::N,wish,жаданне
232,Lust::N,desire,цяга
233,Geist::N,spirit,дух
234,Gedanke::N,thought,думка
235,Gedächtnis::N,memory,памяць
236,Verstand::N,mind,розум
237,Sinn::N,meaning,сэнс
238,Grund::N,reason,зачэпка
239,Wahrheit::N,truth,праўда
240,Gespräch::N,talk,размова
241,Märchen::N,fairy tale,казка
242,Erzählung::N,story,расказ
243,Erzählung::N,story,апавяданне
244,Nachricht::N,message,вестка
245,Nachricht::N,message,паведамленне
246,Neuigkeit::N,news,навіна
247,Name::N,name,імя
248,Rätsel::N,puzzle,загадка
249,Rede::N,speech,прамова
250,Sprache::N,language,мова
251,Stimme::N,voice,голас
252,Wort::N,word,слова
253,Zeichen::N,sign,знак
254,Ruf::N,call,кліч
255,Lärm::N,noise,шум
256,Laut::N,sound,гук
257,Ton::N,tone,гучанне
258,Lied::N,song,песня
259,Ruhe::N,calm,спакой
260,Leute::N,people,людзі
261,Volk::N,nation,народ
262,Arbeit::N,work,праца
263,Arbeit::N,work,работа
264,Gast::N,guest,госць
265,Geschenk::N,gift,падарунак
266,Spiel::N,game,гульня
267,Gesellschaft::N,company,таварыства
268,Hilfe::N,help,дапамога
269,Freund::N,friend,друг
270,Freund::N,friend,сябар
271,Kamerad::N,companion,прыяцель
272,Angelegenheit::N,matter,справа
273,Anzahl::N,count,колькасць
274,Art::N,sort,від
275,Stück::N,piece,кусок
276,Stück::N,piece,кавалак
277,Teil::N,part,частка
278,Hälfte::N,half,палова
279,Hälfte::N,half,палавіна
280,Kreis::N,circle,круг
281,Kreuz::N,cross,крыж
282,Linie::N,line,лінія
283,Strich::N,stroke,рыса
284,Abstand::N,gap,прамежак
285,Entfernung::N,distance,адлегласць
286,Gegend::N,area,мясцовасць
287,Platz::N,space,месца
288,Ort::N,place,месца
289,Seite::N,side,бок
290,Mitte::N,middle,сярэдзіна
291,Gegenstand::N,item,прадмет
292,Sache::N,thing,рэч
293,Rand::N,fringe,край
294,Kante::N,edge,руб
295,Kante::N,edge,кант
296,Ecke::N,corner,вугал
297,Spitze::N,tip,кончык
298,Ende::N,end,канец
299,Loch::N,hole,дзірка
300,Winkel::N,angle,вугал
301,Muster::N,pattern,узор
302,Größe::N,size,памер
303,Länge::N,length,даўжыня
304,Höhe::N,height,вышыня
305,Gewicht::N,weight,вага
306,Menge::N,amount,колькасць
307,Haufen::N,heap,куча
308,Reihe::N,row,рад
309,Boot::N,boat,лодка
310,Ruder::N,oar,вясло
311,Schlitten::N,sleigh,сані
312,Ski::N,ski,лыжа
313,Lagerfeuer::N,campfire,вогнішча
314,Last::N,load,цяжар
315,Gang::N,walk,ход
316,Schritt::N,step,шаг
317,Schritt::N,step,крок
318,Norden::N,north,поўнач
319,Süden::N,south,поўдзень
320,Westen::N,west,захад
321,Osten::N,east,усход
322,Holz::N,wood,дрэва
323,Holz::N,wood,драўніна
324,Brett::N,board,дошка
325,Platte::N,slab,пліта
326,Stütze::N,bracket,падпорка
327,Stange::N,pole,жэрдка
328,Stock::N,stick,палка
329,Stab::N,staff,шост
330,Rohr::N,pipe,труба
331,Haus::N,house,дом
332,Heim::N,home,дом
333,Heim::N,home,хата
334,Ofen::N,stove,печ
335,Fußboden::N,floor,падлога
336,Tisch::N,table,стол
337,Stuhl::N,chair,стул
338,Stuhl::N,chair,крэсла
339,Wiege::N,cradle,калыска
340,Bett::N,bed,ложак
341,Bett::N,bed,пасцель
342,Regal::N,shelf,паліца
343,Kiste::N,box,скрынка
344,Fenster::N,window,акно
345,Tür::N,door,дзверы
346,Tor::N,gate,вароты
347,Zaun::N,fence,агароджа
348,Dach::N,roof,дах
349,Leiter::N,ladder,лесвіца
350,Besen::N,broom,мятла
351,Spaten::N,spade,лапата
352,Spaten::N,spade,жалязняк
353,Schaufel::N,shovel,шуфлік
354,Schaufel::N,shovel,лапатка
355,Gabel::N,fork,відэлец
356,Löffel::N,spoon,лыжка
357,Messer::N,knife,нож
358,Nagel::N,nail,цвік
359,Netz::N,net,сетка
360,Haken::N,hook,крук
361,Griff::N,handle,ручка
362,Schloss::N,lock,замок
363,Bild::N,picture,карціна
364,Figur::N,figure,фігура
365,Puppe::N,doll,лялька
366,Beutel::N,pouch,мяшок
367,Bündel::N,bundle,вязка
368,Tasche::N,bag,торба
369,Eimer::N,bucket,вядро
370,Deckel::N,cover,накрыўка
371,Geschirr::N,dishes,пасуда
372,Sack::N,sack,мех
373,Tasse::N,cup,кубак
374,Topf::N,pot,каструля
375,Kessel::N,kettle,кацёл
376,Essen::N,meal,ежа
377,Nahrung::N,food,харч
378,Speise::N,dish,страва
379,Fleisch::N,meat,мяса
380,Getreide::N,corn,збожжа
381,Brei::N,mush,каша
382,Brot::N,bread,хлеб
383,Scheibe::N,slice,луста
384,Scheibe::N,slice,скібка
385,Fett::N,fat,тлушч
386,Butter::N,butter,масла
387,Öl::N,oil,алей
388,Salz::N,salt,соль
389,Suppe::N,soup,суп
390,Honig::N,honey,мёд
391,Milch::N,milk,малако
392,Tee::N,tea,чай
393,Tee::N,tea,гарбата
394,Leder::N,leather,скура
395,Wolle::N,wool,воўна
396,Stoff::N,cloth,тканіна
397,Nadel::N,needle,іголка
398,Faden::N,thread,нітка
399,Knopf::N,button,гузік
400,Knoten::N,knot,вузел
401,Farbe::N,paint,фарба
402,Kleidung::N,clothes,адзенне
403,Hemd::N,shirt,кашуля
404,Kragen::N,collar,каўнер
405,Ärmel::N,sleeve,рукаў
406,Hose::N,trousers,штаны
407,Gürtel::N,belt,пояс
408,Mütze::N,cap,шапка
409,Schuh::N,shoe,чаравік
410,Stiefel::N,boot,бот
411,Ring::N,ring,кольца
412,Band::N,ribbon,стужка
413,Kamm::N,comb,расчоска
414,Spiegel::N,mirror,люстра
415,Riemen::N,strap,рэмень
416,Schnur::N,string,вяроўка
417,Leine::N,leash,павадок
418,Decke::N,blanket,коўдра
419,Kissen::N,pillow,падушка
420,Tuch::N,scarf,хустка
421,Handtuch::N,towel,ручнік
422,Kraft::N,force,сіла
423,Stärke::N,strength,моц
424,Gesundheit::N,health,здароўе
425,Krankheit::N,illness,хвароба
426,Schmerz::N,pain,боль
427,Wunde::N,wound,рана
428,Fieber::N,fever,гарачка
429,Fieber::N,fever,ліхаманка
430,Arznei::N,medicine,лекі
431,Brücke::N,bridge,мост
432,Brunnen::N,well,калодзеж
433,Weide::N,pasture,паша
434,Pfad::N,path,сцежка
435,Weg::N,way,шлях
436,Weg::N,way,дарога
437,Straße::N,road,вуліца
438,Dorf::N,village,вёска
439,Stadt::N,town,горад
440,Brief::N,letter,ліст
441,Brief::N,letter,пісьмо
442,Buch::N,book,кніга
443,Buchstabe::N,character,літара
444,Zeitung::N,newspaper,газета
445,Leben::N,life,жыццё
446,Tod::N,death,смерць
447,Grab::N,grave,магіла
448,Kirche::N,church,касцёл
449,Kirche::N,church,царква
450,Sünde::N,sin,грэх
451,Gott::N,god,бог
452,Arbeiter::N,worker,рабочы
453,Chef::N,boss,начальнік
454,Meister::N,master,майстар
455,Arzt::N,doctor,урач
456,Lehrer::N,teacher,настаўнік
457,Geld::N,money,грошы
458,Geschäft::N,business,заняцце
459,Laden::N,shop,крама
460,Laden::N,shop,магазін
461,Preis::N,price,цана
462,Ware::N,ware,тавар
463,Nutzen::N,profit,выгада
464,Reichtum::N,wealth,багацце
465,Welt::N,world,свет
466,Land::N,country,краіна
467,Staat::N,state,дзяржава
468,König::N,king,кароль
469,Macht::N,power,улада
470,Grenze::N,border,граніца
471,Krieg::N,war,вайна
472,Feind::N,enemy,вораг
473,Gewalt::N,violence,насілле
474,Kampf::N,fight,барацьба
475,Bogen[Waffe]::N,bow,лук
476,Pfeil::N,arrow,страла
477,Gewehr::N,gun,ружжо
478,Fehler::N,mistake,памылка
479,Lüge::N,lie,хлусня
480,Schaden::N,damage,шкода
481,Unglück::N,misfortune,ліха
482,Unglück::N,misfortune,бядота
483,Schuld::N,fault,віна
484,Alter::N,age,узрост
485,Schluss::N,conclusion,канец
486,Zeit::N,time,час
487,Tag::N,day,дзень
488,Morgen::N,morning,ранак
489,Morgen::N,morning,раніца
490,Mittag::N,noon,паўдня
491,Mittag::N,noon,поўдзень
492,Abend::N,evening,вечар
493,Nacht::N,night,ноч
494,Woche::N,week,тыдзень
495,Monat::N,month,месяц
496,Jahr::N,year,год
497,Frühling::N,spring,вясна
498,Sommer::N,summer,лета
499,Herbst::N,autumn,восень
500,Winter::N,winter,зіма
501,Januar::N,January,студзень
502,Februar::N,February,люты
503,März::N,March,сакавік
504,April::N,April,красавік
505,Mai::N,May,май
506,Mai::N,May,травень
507,Juni::N,June,чэрвень
508,Juli::N,July,ліпень
509,August::N,August,жнівень
510,September::N,September,верасень
511,Oktober::N,October,кастрычнік
512,November::N,November,лістапад
513,Dezember::N,December,снежань
514,Montag::N,Monday,панядзелак
515,Dienstag::N,Tuesday,аўторак
516,Mittwoch::N,Wednesday,серада
517,Donnerstag::N,Thursday,чацвер
518,Freitag::N,Friday,пятніца
519,Samstag::N,Saturday,субота
520,Sonntag::N,Sunday,нядзеля
521,groß::A,big,вялікі
522,klein::A,little,маленькі
523,lang::A,long,доўгі
524,kurz::A,short,кароткі
525,breit::A,wide,шырокі
526,schmal::A,narrow,вузкі
527,dicht::A,dense,густы
528,dick[Gegenstand]::A,thick,тоўсты
529,dünn::A,thin,тонкі
530,fein::A,delicate,тонкі
531,fest::A,firm,моцны
532,flach::A,flat,плоскі
533,glatt::A,smooth,гладкі
534,hart::A,hard,цвёрды
535,weich::A,soft,мяккі
536,rund::A,round,круглы
537,spitz::A,pointed,спічасты
538,spitz::A,pointed,востраканцовы
539,scharf::A,sharp,востры
540,stumpf::A,blunt,тупы
541,schwer::A,heavy,цяжкі
542,schön::A,beautiful,прыгожы
543,heiß::A,hot,гарачы
544,warm::A,warm,цёплы
545,kalt::A,cold,холадны
546,kühl::A,cool,халаднаваты
547,frisch::A,fresh,свежы
548,feucht::A,damp,вільготны
549,nass::A,wet,мокры
550,trocken::A,dry,сухі
551,voll::A,full,поўны
552,leer::A,empty,пусты
553,offen::A,open,адкрыты
554,offen::A,open,адчынены
555,geschlossen::A,closed,закрыты
556,geschlossen::A,closed,зачынены
557,sauber::A,clean,чысты
558,schmutzig::A,dirty,брудны
559,roh::A,raw,сыры
560,reif::A,ripe,спелы
561,lecker::A,delicious,смачны
562,süß::A,sweet,салодкі
563,bitter::A,bitter,горкі
564,sauer::A,sour,кіслы
565,hell::A,bright,светлы
566,dunkel::A,dark,цёмны
567,schwarz::A,black,чорны
568,weiß::A,white,белы
569,rot::A,red,чырвоны
570,gelb::A,yellow,жоўты
571,blau::A,blue,сіні
572,grün::A,green,зялёны
573,grau::A,grey,шэры
574,bunt::A,colourful,пяресты
575,bunt::A,colorful,пяресты
576,billig::A,cheap,танны
577,teuer::A,dear,дарагі
578,wertvoll::A,precious,цэнны
579,wertvoll::A,precious,каштоўны
580,blind::A,blind,сляпы
581,taub::A,deaf,глухі
582,kräftig::A,powerful,магутны
583,stark::A,strong,сільны
584,schwach::A,weak,слабы
585,fett::A,fat,тлусты
586,schlank::A,slim,стройны
587,hübsch::A,pretty,чароўны
588,böse::A,evil,злы
589,dumm::A,stupid,дурны
590,faul::A,lazy,лянівы
591,fleißig::A,diligent,руплівы
592,geizig::A,stingy,прагны
593,klug::A,clever,разумны
594,geschickt::A,skilful,умелы
595,geschickt::A,skillful,умелы
596,lieb::A,dear,мілы
597,lustig::A,merry,вясёлы
598,sanft::A,gentle,ласкавы
599,hungrig::A,hungry,галодны
600,krank::A,sick,хворы
601,nackt::A,naked,голы
602,traurig::A,sad,сумны
603,lebendig::A,living,жывы
604,gut::A,good,добры
605,schlecht::A,bad,кепскі
606,richtig::A,correct,правільны
607,schlimm::A,nasty,агідны
608,wahr::A,true,сапраўдны
609,alt::A,old,стары
610,neu::A,new,новы
611,ehemalig::A,former,былы
612,alt[Lebewesen]::A,aged,стары
613,jung::A,young,малады
614,arm::A,poor,бедны
615,reich::A,rich,багаты
616,bekannt::A,familiar,знаёмы
617,berühmt::A,famous,славуты
618,fremd::A,foreign,чужы
619,verschieden::A,different,розны
620,nah::A,near,блізкі
621,fern::A,far,далёкі
622,linker::A,left,левы
623,rechter::A,right,правы
624,anderer::A,other,іншы
625,anderer::A,other,другі
626,erster::A,first,першы
627,zweiter::A,second,другі
628,dritter::A,third,трэці
629,letzter::A,last,апошні
630,allein::ADV,alone,сам
631,allein::ADV,alone,адзін
632,auf einmal::ADV,at once,адразу
633,zusammen::ADV,together,разам
634,lange::ADV,long,доўга
635,plötzlich::ADV,suddenly,раптам
636,sofort::ADV,instantly,зараз
637,später::ADV,later,пазней
638,jetzt::ADV,now,цяпер
639,heute::ADV,today,сёння
640,morgen::ADV,tomorrow,заўтра
641,bald::ADV,soon,хутка
642,bald::ADV,soon,неўзабаве
643,dann::ADV,then,потым
644,gestern::ADV,yesterday,учора
645,einst::ADV,once,аднойчы
646,damals::ADV,at that time,тады
647,danach::ADV,afterwards,затым
648,vorher::ADV,before,раней
649,zuerst::ADV,at first,спярша
650,zuerst::ADV,at first,спачатку
651,einmal::ADV,once,адзін раз
652,manchmal::ADV,sometimes,часам
653,oft::ADV,often,часта
654,immer::ADV,always,заўсёды
655,niemals::ADV,never,ніколі
656,hier::ADV,here,тут
657,hierhin::ADV,hither,сюды
658,hierhin::ADV,to here,сюды
659,hierhin::ADV,here,сюды
660,von hier::ADV,hence,адсюль
661,von hier::ADV,hence,адгэтуль
662,dort::ADV,there,там
663,dorthin::ADV,thither,туды
664,dorthin::ADV,there,туды
665,dorthin::ADV,to there,туды
666,geradeaus::ADV,ahead,прама
667,vorwärts::ADV,forward,наперад
668,rückwärts::ADV,backward,назад
669,zurück::ADV,back,назад
670,unten::ADV,below,унізе
671,hinab::ADV,down,уніз
672,oben::ADV,above,угары
673,oben::ADV,above,наверсе
674,hinauf::ADV,up,угару
675,überall::ADV,everywhere,усюды
676,nicht::ADV,not,не
677,ein wenig::ADV,a little,трошкі
678,kaum::ADV,hardly,ледзьве
679,sehr::ADV,very,вельмі
680,so::ADV,so,так
681,noch::ADV,still,яшчэ
682,nur::ADV,only,толькі
683,schon::ADV,already,ужо
684,wieder::ADV,again,зноў
685,vergebens::ADV,in vain,дарма
686,vergebens::ADV,in vain,дарэмна
687,vor::PRP,in front of,перад
688,hinter::PRP,behind,за
689,hinter::PRP,behind,ззаду
690,unter::PRP,under,пад
691,durch::PRP,through,праз
692,neben::PRP,next to,каля
693,zwischen::PRP,between,між
694,zwischen::PRP,between,паміж
695,wegen::PRP,because of,з-за
696,dies::PRN,this,гэта
697,das::PRN,that,тое
698,alles::PRN,everything,усё
699,ich::PRN,I,я
700,du::PRN,you,ты
701,du::PRN,thou,ты
702,er::PRN,he,ён
703,wir::PRN,we,мы
704,ihr::PRN,you,вы
705,sie::PRN,they,яны
706,was::FPRN,what,што
707,wer::FPRN,who,хто
708,wo::FADV,where,дзе
709,wohin::FADV,where ... to,куды
710,wohin::FADV,where to,куды
711,wohin::FADV,where,куды
712,wie::FADV,how,як
713,warum::FADV,why,чаму
714,wieviel::FNUM,how much,колькі
715,eins::NUM,one,адзін
716,zwei::NUM,two,два
717,drei::NUM,three,тры
718,vier::NUM,four,чатыры
719,fünf::NUM,five,пяць
720,sechs::NUM,six,шесць
721,sieben::NUM,seven,сем
722,acht::NUM,eight,восем
723,neun::NUM,nine,дзевяць
724,zehn::NUM,ten,дзесяць
725,elf::NUM,eleven,адзінаццаць
726,zwölf::NUM,twelve,дванаццаць
727,zwanzig::NUM,twenty,дваццаць
728,dreißig::NUM,thirty,трыццаць
729,vierzig::NUM,forty,сорак
730,fünfzig::NUM,fifty,пядзесят
731,sechzig::NUM,sixty,шесдзесят
732,siebzig::NUM,seventy,семдзесят
733,achtzig::NUM,eighty,восемдзесят
734,neunzig::NUM,ninety,дзевяноста
735,hundert::NUM,a hundred,сто
736,tausend::NUM,a thousand,тысяча
737,und::CNJ,and,і
738,und::CNJ,and,ды
739,oder::CNJ,or,або
740,stehen::V,stand,стаяць
741,sitzen::V,sit,сядзець
742,liegen::V,lie,ляжаць
743,hängen::V,hang,вісець
744,werden::V,become,стаць
745,werden::V,become,зрабіцца
746,passieren::V,happen,трапіцца
747,beginnen::V,begin,пачацца
748,enden::V,end,кончыцца
749,wechseln::V,change,мяняцца
750,aufgehen[Sonne]::V,rise,узысці
751,untergehen[Sonne]::V,set,зайсці
752,scheinen[Sonne]::V,shine,свяціць
753,donnern::V,thunder,грымець
754,wehen::V,blow,дзьмуць
755,strömen::V,stream,ліцца
756,fließen::V,flow,цячы
757,sich drehen::V,revolve,круціцца
758,sich drehen::V,revolve,варочацца
759,schwanken::V,sway,хістацца
760,schwingen::V,swing,гайдацца
761,schwingen::V,swing,калыхацца
762,fallen::V,fall,падаць
763,brennen::V,burn,гарэць
764,rauchen::V,smoke,дымець
765,regnen::V,rain,дажджыць
766,gefrieren::V,freeze,замерзнуць
767,tauen::V,thaw,раставаць
768,schmelzen::V,melt,плавіцца
769,trocknen::V,dry,сохнуць
770,sieden::V,boil,кіпець
771,faulen::V,rot,гнісці
772,verfaulen::V,decay,згнісці
773,reißen::V,snap,ірвацца
774,versinken::V,sink,тануць
775,vergehen::V,pass,праходзіць
776,erscheinen::V,appear,зʼявіцца
777,verschwinden::V,disappear,знікнуць
778,sinken::V,drop,спадаць
779,abnehmen::V,decrease,паменшыцца
780,zunehmen::V,increase,павялічвацца
781,steigen::V,rise,паднімацца
782,wachsen::V,grow,расці
783,glänzen::V,shine,блішчаць
784,funkeln::V,sparkle,бліскаць
785,lärmen::V,be noisy,шумець
786,läuten::V,chime,званіць
787,klingeln::V,ring,званіць
788,klirren::V,tinkle,бразгаць
789,brausen::V,roar,бушаваць
790,rauschen::V,rustle,шастаць
791,klingen::V,sound,гучаць
792,bellen::V,bark,брахаць
793,heulen::V,howl,выць
794,blasen::V,blow,дзьмухнуць
795,pfeifen::V,whistle,свістаць
796,schreien::V,shout,крычаць
797,stöhnen::V,groan,стагнаць
798,zittern::V,tremble,дрыжаць
799,leben::V,be alive,жыць
800,geboren werden::V,be born,нарадзіцца
801,atmen::V,breathe,дыхаць
802,trinken::V,drink,піць
803,essen::V,eat,есці
804,schlucken::V,swallow,глытаць
805,müde werden::V,get tired,стаміцца
806,einschlafen::V,fall asleep,заснуць
807,schlafen::V,sleep,спаць
808,aufwachen::V,wake up,рассыпацца
809,aufstehen::V,get up,устаць
810,sich erholen::V,relax,адпачываць
811,krank werden::V,fall ill,захварэць
812,krank sein::V,be ill,хварэць
813,schmerzen::V,ache,балець
814,husten::V,cough,кашляць
815,genesen::V,recover,паправіцца
816,genesen::V,recover,паздаравець
817,sterben::V,die,памерці
818,umkommen::V,perish,загінуць
819,sich bewegen::V,move,рухацца
820,sich rühren::V,budge,варушыцца
821,sich erheben::V,stand up,устаць
822,sich setzen::V,sit down,сесці
823,hinfallen::V,tumble,упасці
824,laufen::V,walk,хадзіць
825,schreiten::V,pace,шагаць
826,schreiten::V,pace,крочыць
827,spazierengehen::V,go for a walk,гуляць
828,eilen::V,rush,спяшацца
829,sich beeilen::V,hurry,спяшацца
830,sausen::V,dash,імчацца
831,rennen::V,run,бегаць
832,springen::V,jump,скакаць
833,klettern::V,climb,лазіць
834,schaukeln::V,seesaw,гайдацца
835,kriechen::V,creep,поўзаць
836,schwimmen::V,swim,плаваць
837,tauchen::V,dive,ныраць
838,rudern::V,row,веславаць
839,fahren::V,drive,ехаць
840,fliegen::V,fly,лятаць
841,gehen::V,go,ісці
842,weggehen::V,go away,пайсці
843,abfahren::V,depart,адʼяжджаць
844,anhalten::V,stop,спыніцца
845,anhalten::V,stop,затрымацца
846,hineingehen::V,go in,уваходзіць
847,eintreten::V,enter,увайсці
848,kommen::V,come,прыйсці
849,ankommen::V,arrive,прыбыць
850,zurückkommen::V,come back,вярнуцца
851,bleiben::V,stay,застацца
852,warten::V,wait,чакаць
853,erwarten::V,wait for,чакаць
854,suchen::V,seek,шукаць
855,suchen::V,look for,шукаць
856,finden::V,find,знайсці
857,versuchen::V,try,прабаваць
858,vorbereiten::V,prepare,падрыхтаваць
859,lieben::V,love,кахаць
860,mögen::V,like,любіць
861,lachen::V,laugh,смяяцца
862,rühren::V,move,расчуліць
