,Concept_ID,cs,tt
826,vier::NUM,čtyři,дүрт
827,fünf::NUM,pět,биш
828,sechs::NUM,šest,алты
829,sieben::NUM,sedm,җиде
830,acht::NUM,osm,сигез
831,neun::NUM,devět,тугыз
832,zehn::NUM,deset,ун
833,elf::NUM,jedenáct,унбер
834,zwölf::NUM,dvanáct,унике
835,zwanzig::NUM,dvacet,егерме
836,dreißig::NUM,třicet,утыз
837,vierzig::NUM,čtyřicet,кырык
838,fünfzig::NUM,padesát,илле
839,sechzig::NUM,šedesát,алтмыш
840,siebzig::NUM,sedmdesát,җитмеш
841,achtzig::NUM,osmdesát,сиксән
842,neunzig::NUM,devadesát,туксан
843,hundert::NUM,sto,йөз
844,tausend::NUM,tisíc,мең
845,und::CNJ,a,вә
846,oder::CNJ,nebo,яки
847,oder::CNJ,nebo,яисә
848,stehen::V,stát,тору
849,sitzen::V,sedět,утыру
850,liegen::V,ležet,яту
851,hängen::V,viset,эленү
852,werden::V,stát se,булу
853,passieren::V,stát se,булу
854,beginnen::V,počít,башлану
855,enden::V,končit,бетү
856,enden::V,skončit,бетү
857,wechseln::V,měnit se,үзгәртү
858,aufgehen[Sonne]::V,vyjít,чыгу
859,untergehen[Sonne]::V,zapadnout,бату
860,scheinen[Sonne]::V,svítit,яктырту
861,donnern::V,hřmět,күкрәү
862,wehen::V,vát,исү
863,wehen::V,vanout,исү
864,strömen::V,proudit,агу
865,fließen::V,téct,агу
866,sich drehen::V,točit se,бөтерелү
867,schwanken::V,kolísat,икеләнү
868,schwanken::V,houpat se,икеләнү
869,schwingen::V,kývat se,тирбәлү
870,fallen::V,padat,егылу
871,brennen::V,hořet,яну
872,rauchen::V,kouřit,төтәү
873,rauchen::V,kouřit,төтенләү
874,regnen::V,pršet,яву
875,gefrieren::V,zamrznout,кату
876,tauen::V,tát,эрү
877,tauen::V,tát,эретү
878,schmelzen::V,tavit,эрү
879,schmelzen::V,tavit,эретү
880,trocknen::V,schnout,кибү
881,sieden::V,vřít,ургылу
882,faulen::V,hnít,черү
883,verfaulen::V,shnít,черү
884,reißen::V,roztrhat se,өзелү
885,versinken::V,topit se,бату
886,versinken::V,ponořit se,бату
887,vergehen::V,plynout,авышу
888,erscheinen::V,objevit se,пәйда булу
889,verschwinden::V,zmizet,югалу
890,verschwinden::V,zmizet,юк булу
891,sinken::V,klesat,кимү
892,sinken::V,klesat,кайту
893,abnehmen::V,ubýt,азаю
894,zunehmen::V,přibýt,арту
895,zunehmen::V,přibýt,күбәю
896,zunehmen::V,přibýt,ишәю
897,steigen::V,stoupat,үсү
898,wachsen::V,růst,үсү
899,glänzen::V,lesknout se,ялкылдау
900,funkeln::V,jiskřit se,ялтырау
901,lärmen::V,dělat hluk,шаулау
902,läuten::V,zvonit,шалтырату
903,klingeln::V,zvonit,шалтырату
904,klirren::V,řinčet,чылтырау
905,brausen::V,hučet,давыллау
906,brausen::V,hučet,дулау
907,rauschen::V,šumět,кыштырдау
908,klingen::V,znít,ишетелү
909,bellen::V,štěkat,өрү
910,heulen::V,výt,улау
911,blasen::V,foukat,өрү
912,pfeifen::V,pískat,сызгырту
913,schreien::V,křičet,кычкыру
914,stöhnen::V,sténat,ыңгырашу
915,zittern::V,třást se,калтырау
916,zittern::V,třást se,калтырану
917,leben::V,žít,яшәү
918,leben::V,žít,гомер итү
919,geboren werden::V,rodit se,туу
920,atmen::V,dýchat,сулау
921,trinken::V,pít,эчү
922,essen::V,jíst,ашау
923,schlucken::V,polykat,йоту
924,müde werden::V,unavit se,ялыгу
925,müde werden::V,unavit se,йөгенү
926,einschlafen::V,usnout,йокыга китү
927,schlafen::V,spát,йоклау
928,aufwachen::V,probudit se,уяну
929,aufstehen::V,vstát,тору
930,sich erholen::V,zotavovat se,ял алу
931,sich erholen::V,zotavovat se,истирахәт итү
932,krank werden::V,onemocnět,чирләү
933,krank sein::V,být nemocný,чирләү
934,schmerzen::V,bolet,авырту
935,husten::V,kašlat,ютәлләү
936,genesen::V,uzdravit se,савыгу
937,genesen::V,uzdravit se,сәламәтләнү
938,sterben::V,umřít,үлү
939,sterben::V,umřít,дөнья кую
940,sterben::V,umřít,вафат булу
941,umkommen::V,zahynout,үлү
942,sich bewegen::V,pohnout se,йөрү
943,sich rühren::V,hnout se,кыймылдау
944,sich erheben::V,zdvihnout se,басу
945,sich setzen::V,posadit se,утыру
946,hinfallen::V,upadnout,егылу
947,laufen::V,běžet,җәяүләү
948,schreiten::V,kráčet,атлау
949,spazierengehen::V,procházet se,йөрү
950,spazierengehen::V,procházet se,йөргенү
951,eilen::V,spěchat,ашыгу
952,sich beeilen::V,pospíšit si,ашыгу
953,sich beeilen::V,pospíšit si,кызулау
954,sausen::V,fičet,җилдерү
955,rennen::V,pádit,йөгерү
956,springen::V,skákat,сикерү
957,klettern::V,lézt,үрмәләү
958,klettern::V,šplhat,үрмәләү
959,schaukeln::V,houpat,атыну
960,kriechen::V,lézt,шуышу
961,kriechen::V,lézt,үрмәләү
962,kriechen::V,plazit se,шуышу
963,kriechen::V,plazit se,үрмәләү
964,schwimmen::V,plavat,йөзү
965,tauchen::V,nořit se,чуму
966,rudern::V,veslovat,ишү
967,fahren::V,jet,бару
968,fahren::V,jezdit,бару
969,fliegen::V,létat,очу
970,gehen::V,jít,йөрү
971,weggehen::V,odejít,китү
972,abfahren::V,odjet,кузгалу
973,anhalten::V,zastavit se,тукталу
974,hineingehen::V,vcházet se,инү
975,eintreten::V,vstoupit,инү
976,kommen::V,přijít,килү
977,ankommen::V,dojít,бару
978,zurückkommen::V,vrátit se,кире кайту
979,bleiben::V,zůstat,калу
980,warten::V,čekat,көтү
981,erwarten::V,čekat na,көтү
982,suchen::V,hledat,эзләү
983,finden::V,najít,табу
984,versuchen::V,zkoušet,маташу
985,vorbereiten::V,připravit,хәзерләү
986,lieben::V,milovat,сөю
987,lieben::V,milovat,ярату
988,mögen::V,mít rád,өнәү
989,lachen::V,smát se,көлү
990,rühren::V,dojmout,дулкынландыру
991,weinen::V,plakat,елау
992,schimpfen::V,nadávat,сүгү
993,schimpfen::V,nadávat,сүгенү
994,sich ärgern::V,pohoršit se,ачулану
995,sich fürchten::V,bát se,курку
996,fürchten::V,bát se,калтырау
997,fürchten::V,bát se,калтырану
998,fliehen::V,utéct,арка бирү
999,flüchten::V,prchnout,качу
1000,sehen::V,vidět,күрү
1001,anschauen::V,podívat se na,карау
1002,ansehen::V,sledovat,карау
1003,ansehen::V,sledovat,күзәтү
1004,hören::V,slyšet,ишетү
1005,zuhören::V,poslouchat,тыңлау
1006,probieren::V,ochutnávat,тату
1007,riechen::V,cítit,иснәү
1008,fühlen::V,cítit,тою
1009,fühlen::V,cítit,сизү
1010,scheinen::V,zdát se,күренү
1011,zu sehen sein::V,moci být viděn,күренү
1012,vernehmen::V,uslyšet,ишетү
1013,frieren::V,mrznout,өшү
1014,frieren::V,mrznout,күшегү
1015,tun::V,dělat,итү
1016,können::V,moct,алу
1017,wollen::V,chtít,теләү
1018,anfangen::V,začít,керешү
1019,beenden::V,ukončit,бетерү
1020,beenden::V,ukončit,тәмамлау
1021,aufhören::V,přestat,бетү
1022,gelingen::V,podařit se,уңу
1023,geraten::V,dařit se,сабышу
1024,öffnen::V,otevřít,ачу
1025,schließen::V,zavřít,ябу
1026,stellen::V,postavit,кую
1027,setzen::V,posadit,утырту
1028,legen::V,klást,яткыру
1029,legen::V,položit,яткыру
1030,berühren::V,dotýkat se,тию
1031,verbinden::V,spojit,ялгау
1032,bedecken::V,pokrýt,өрту
1033,bedecken::V,pokrýt,каплау
1034,bedecken::V,pokrýt,томалау
1035,aufhängen::V,oběsit,асу
1036,aufhängen::V,pověsit,асу
1037,anzünden::V,zapálit,кабызу
1038,anzünden::V,podpálit,кабызу
1039,aufheben::V,zvednout,күтәрү
1040,aufheben::V,zdvihnout,күтәрү
1041,zurücklassen::V,zanechat,калдыру
1042,verlieren::V,ztratit,югалту
1043,fallen lassen::V,upustit,төшерү
1044,machen::V,udělat,ясау
1045,machen::V,udělat,эшләү
1046,herstellen::V,vyrobit,ясау
1047,bauen::V,stavět,кору
1048,bauen::V,budovat,кору
1049,reparieren::V,opravit,төзәтү
1050,verbessern::V,zlepšit,яхшырту
1051,ändern::V,změnit,үзгәртү
1052,graben::V,rýt,казу
1053,graben::V,kopat,казу
1054,beugen::V,ohnout,ию
1055,biegen::V,ohnout,бөгү
1056,drehen::V,točit,бору
1057,drehen::V,točit,бөтерү
1058,wenden::V,obrátit,бору
1059,umdrehen::V,obrátit,түнтәрү
1060,heben::V,zdvihnout,күтәрү
1061,hochheben::V,zvednout,күтәрү
1062,ergreifen::V,chopit se,эләктерү
1063,halten::V,držet,тоту
1064,drücken::V,stisknout,кысу
1065,schieben::V,posouvat,кузгату
1066,kratzen::V,škrábat,тырнау
1067,lecken::V,lízat,ялау
1068,beißen::V,kousat,тешләү
1069,abreißen::V,utrhat,өзү
1070,abreißen::V,odtrhat,өзү
1071,abschneiden::V,uřezat,кыю
1072,abschneiden::V,uřezat,кисү
1073,abschneiden::V,ukrojit,кыю
1074,abschneiden::V,ukrojit,кисү
1075,binden::V,přivázat,бәйләү
1076,stecken::V,strčit,төртү
1077,stecken::V,strčit,тыгу
1078,brechen::V,lomit,сындыру
1079,klopfen::V,ťukat,шаку
1080,klopfen::V,ťukat,шакылдау
1081,klopfen::V,klepat,шаку
1082,klopfen::V,klepat,шакылдау
1083,hauen::V,bít,кыйнау
1084,kleben::V,lepit,ябыштыру
1085,reiben::V,třít,ышку
1086,streichen::V,mazat,ягу
1087,schleifen::V,brousit,кайрау
1088,schneiden::V,řezat,кисү
1089,schneiden::V,střihat,кисү
1090,rütteln::V,třást,селкетү
1091,rütteln::V,otřást,селкетү
1092,schütteln::V,třást,селкетү
1093,schütteln::V,zatřást,селкетү
1094,schwenken::V,mávat,болгау
1095,schütten::V,nasypat,кою
1096,füllen::V,naplnit,тутыру
1097,einwickeln::V,zavinout,төрү
1098,tragen::V,nést,ташу
1099,schleppen::V,vléct,сөйрәү
1100,schleppen::V,vléct,өстерәү
1101,ziehen::V,tahat,тарту
1102,ziehen::V,táhnout,тарту
1103,aufbewahren::V,schovat,саклау
1104,werfen::V,házet,ыргыту
1105,fangen::V,chytat,тоту
1106,packen::V,uchvátit,эләктерү
1107,verstecken::V,schovat,яшерү
1108,teilen::V,rozdělit,бүлү
1109,schicken::V,posílat,җибәрү
1110,bringen::V,přinést,китерү
1111,hinzufügen::V,připojit,өстәү
1112,bekommen::V,dostat,алу
1113,erhalten::V,uchovat,алу
1114,nehmen::V,vzít,алу
1115,wählen::V,zvolit,сайлау
1116,auswählen::V,vybrat,сайлау
1117,bewahren::V,uchránit,саклау
1118,behindern::V,překážet,комачаулау
1119,verderben::V,zkazit,бозу
1120,beschädigen::V,porušit,бозу
1121,beschädigen::V,poškodit,бозу
1122,zerbrechen::V,rozlámat,вату
1123,zerreißen::V,roztrhnout,өзү
1124,zerreißen::V,roztrhnout,ерту
1125,zerstören::V,zničit,җимерү
1126,verbrennen::V,spálit,яндыру
1127,verbrennen::V,spálit,көйдерү
1128,geben::V,dát,бирү
1129,reichen::V,podat,тапшыру
1130,schenken::V,darovat,бүләкләү
1131,versprechen::V,slíbit,вәгъдә бирү
1132,wünschen::V,přát,котлау
1133,loben::V,chválit,мактау
1134,küssen::V,líbat,үбү
1135,wiegen::V,chovat,тирбәтү
1136,wiegen::V,kolébat,тирбәтү
1137,zudecken::V,přikrýt,ябу
1138,zudecken::V,přikrýt,бөркәү
1139,zudecken::V,přiklopit,ябу
1140,zudecken::V,přiklopit,бөркәү
1141,wecken::V,vzbudit,уяту
1142,zeigen::V,ukázat,күрсәтү
1143,führen::V,vést,йөртү
1144,lehren::V,učit,өйрәтү
1145,unterrichten::V,vyučovat,укыту
1146,aufziehen::V,vychovat,асрау
1147,leiten::V,vodit,җитәкләү
1148,antreiben::V,nutit,куалау
1149,antreiben::V,nutit,әйдәләү
1150,antreiben::V,nutit,ашыктыру
1151,lassen::V,dát,мәҗбүр итү
1152,einladen::V,pozvat,чакыру
1153,vereinigen::V,spojit,берләштерү
1154,besuchen::V,návštívit,керешү
1155,treffen::V,potkat,очрату
1156,sich versammeln::V,shromáždit se,җыелышу
1157,spielen::V,hrát,уйнау
1158,singen::V,zpívat,җырлау
1159,tanzen::V,tančit,бию
1160,sich trennen::V,rozejít se,аерылу
1161,sich trennen::V,rozejít se,ташлашу
1162,verlassen::V,opustit,ташлау
1163,verlassen::V,opustit,калдыру
1164,retten::V,zachránit,коткару
1165,bewachen::V,hlídat,каравыллау
1166,schützen::V,chránit,ышыклау
1167,verteidigen::V,obhájit,яклау
1168,verteidigen::V,obhájit,саклау
1169,sich schlagen::V,bít se,сугышу
1170,schießen::V,střílet,ату
1171,siegen::V,zvítězit,җиңү
1172,ärgern::V,zlobit,ачуландыру
1173,ärgern::V,pohoršit,ачуландыру
1174,schlagen::V,udeřit,ору
1175,schlagen::V,udeřit,бәрү
1176,schlagen::V,udeřit,тукмау
1177,schlagen::V,praštit,ору
1178,schlagen::V,praštit,бәрү
1179,schlagen::V,praštit,тукмау
1180,treten::V,kopnout,тибү
1181,stechen::V,bodnout,кадау
1182,stechen::V,píchnout,кадау
1183,stoßen::V,strčit,этү
1184,stehlen::V,ukrást,урлау
1185,stören::V,vyrušit,комачаулау
1186,belästigen::V,obtěžovat,борчу
1187,belästigen::V,obtěžovat,билмазалау
1188,verbergen::V,skrýt,яшерү
1189,täuschen::V,klamat,алдату
1190,betrügen::V,podvést,хәрәмләшү
1191,töten::V,zabít,үтерү
1192,wohnen::V,bydlit,яшәү
1193,arbeiten::V,pracovat,эшләү
1194,sammeln::V,sebrat,туплау
1195,pflücken::V,česat,өзү
1196,jagen::V,uhonit,аулау
1197,fischen::V,chytat ryby,балык тоту
1198,fassen::V,ulovit,тоту
1199,hüten::V,pást,көтү
1200,treiben::V,hnát,куалау
1201,anbinden::V,přivázat,бәйләү
1202,füttern::V,krmit,туйдыру
1203,melken::V,dojit,саву
1204,hacken::V,seknout,чабу
1205,gießen::V,zalít,сугару
1206,reifen::V,uzrát,җитешү
1207,zubereiten::V,připravit,пешеренү
1208,kochen::V,vařit,пешерү
1209,kochen::V,vařit,кайнату
1210,backen::V,péct,пешерү
1211,braten::V,smažit,куыру
1212,braten::V,smažit,кыздыру
1213,umrühren::V,zamíchat,бутау
1214,umrühren::V,zamíchat,болгату
1215,stricken::V,plést,бәйләү
1216,nähen::V,šít,тегү
1217,färben::V,nabarvit,ману
1218,reinigen::V,očistit,чистарту
1219,waschen::V,mýt,юу
1220,abwischen::V,utřít,сөртү
1221,spülen::V,spláchnout,чайкау
1222,fegen::V,zamést,себерү
1223,kehren::V,mést,себерү
1224,baden::V,koupat se,коену
1225,sich waschen::V,mýt se,юыну
1226,ausziehen::V,svléct,чишенү
1227,anziehen::V,obléct,кию
1228,sich anziehen::V,oblékat se,киенү
1229,kämmen::V,učesat,тарау
1230,schmücken::V,ozdobit,бизәү
1231,schmücken::V,ozdobit,бизәкләү
1232,sagen::V,říct,дию
1233,sagen::V,říct,әйтү
1234,sprechen::V,mluvit,сөйләү
1235,sprechen::V,mluvit,сөйләшү
1236,reden::V,hovořit,сөйләү
1237,sich unterhalten::V,povídat se,сөйләшү
1238,fragen::V,zeptat se,сорау
1239,fragen::V,zeptat se,сорашу
1240,bitten::V,prosit,үтенү
1241,erzählen::V,povídat,сөйләү
1242,mitteilen::V,sdělit,белдерү
1243,mitteilen::V,oznámit,белдерү
1244,nennen::V,nazvat,дию
1245,rufen::V,volat,дәшү
1246,rufen::V,zavolat,дәшү
1247,prahlen::V,chlubit se,мактану
1248,prahlen::V,chlubit se,шапырыну
1249,übersetzen::V,přeložit,күчерү
1250,denken::V,myslit,уйлау
1251,glauben::V,věřit,инану
1252,bemerken::V,zpozorovat,искәрү
1253,erkennen::V,poznat,тану
1254,begreifen::V,pochopit,аңлау
1255,begreifen::V,pochopit,төшенү
1256,verstehen::V,porozumět,аңлау
1257,verstehen::V,porozumět,төшенү
1258,lernen::V,učit se,уку
1259,lernen::V,učit se,өйрәнү
1260,wissen::V,vědět,белү
1261,sich erinnern an::V,vzpomínat si na,хәтерләү
1262,vergessen::V,zapomínat,оныту
1263,messen::V,měřit,үлчәү
1264,zählen::V,spočítat,санау
1265,rechnen::V,počítat,исәпләү
1266,lesen::V,číst,уку
1267,malen::V,malovat,рәсем ясау
1268,malen::V,malovat,сурәт ясау
1269,malen::V,malovat,сурәтләү
1270,zeichnen::V,rýsovat,язу-сызу
1271,zeichnen::V,rýsovat,сурәт ясау
1272,schreiben::V,psát,язу
1273,besitzen::V,mít,биләү
1274,besitzen::V,vlastnit,биләү
1275,kaufen::V,koupit,алу
1276,verkaufen::V,prodat,сату
1277,bezahlen::V,zaplatit,түләү
1278,zahlen::V,platit,түләү
1279,beherrschen::V,ovládat,ия булу
1280,ertragen::V,snést,чыдау
