,Concept_ID,lt,kl
733,offen::A,atviras,ammavoq
734,geschlossen::A,uždaras,matuvoq
735,geschlossen::A,uždarytas,matuvoq
736,sauber::A,švarus,eqqippoq
737,sauber::A,švarus,sukuluippoq
738,sauber::A,švarus,ipeqanngilaq
739,schmutzig::A,nešvarus,tapappoq
740,schmutzig::A,nešvarus,minguppoq
741,schmutzig::A,purvinas,tapappoq
742,schmutzig::A,purvinas,minguppoq
743,roh::A,žalias,aapavoq
744,reif::A,prinokęs,qaarulerpoq
745,reif::A,pribrendęs,qaarulerpoq
746,lecker::A,gardus,
747,süß::A,saldus,tungusunnippoq
748,bitter::A,kartus,qasilippoq
749,sauer::A,gižus,
750,sauer::A,rūgštus,
751,hell::A,šviesus,qaamavoq
752,hell::A,skaistus,qaamavoq
753,dunkel::A,tamsus,qernerpoq
754,schwarz::A,juodas,qernerpoq
755,weiß::A,baltas,qaqorpoq
756,rot::A,raudonas,aappaluppoq
757,gelb::A,geltonas,sungaarpoq
758,blau::A,mėlynas,tungujorpoq
759,grün::A,žalias,qorsooqqippoq
760,grau::A,pilkas,qaserpoq
761,bunt::A,margas,
762,bunt::A,spalvotas,
763,billig::A,pigus,akikippoq
764,teuer::A,brangus,
765,wertvoll::A,vertingas,erlinnarpoq
766,blind::A,aklas,tappiippoq
767,blind::A,aklas,isigisaqanngilaq
768,taub::A,kurčias,tusilarpoq
769,kräftig::A,stiprus,pissaq
770,kräftig::A,stiprus,pissarsuaq
771,stark::A,stiprus,sanngivoq
772,schwach::A,silpnas,nakuippoq
773,fett::A,riebus,pualavoq
774,schlank::A,laibas,tuappoq
775,schlank::A,lieknas,tuappoq
776,hübsch::A,gražus,aatsialaq
777,böse::A,blogas,ajorpoq
778,dumm::A,paikas,taqajak
779,dumm::A,paikas,sikkilluppoq
780,dumm::A,paikas,qaatusimasaqanngilaq
781,dumm::A,kvailas,taqajak
782,dumm::A,kvailas,sikkilluppoq
783,dumm::A,kvailas,qaatusimasaqanngilaq
784,faul::A,tingus,eqiasuppoq
785,faul::A,tingus,eqiattortuvoq
786,fleißig::A,stropus,eqiasuippoq
787,fleißig::A,kruopštus,eqiasuippoq
788,geizig::A,šykštus,iasilaarpoq
789,geizig::A,šykštus,tukkuippoq
790,klug::A,sumanus,mallak
791,klug::A,sumanus,ittanneq
792,klug::A,sumanus,kutaappoq
793,klug::A,sumanus,kuttaappoq
794,klug::A,sumanus,qarasagippoq
795,klug::A,protingas,mallak
796,klug::A,protingas,ittanneq
797,klug::A,protingas,kutaappoq
798,klug::A,protingas,kuttaappoq
799,klug::A,protingas,qarasagippoq
800,geschickt::A,apsukrus,
801,lieb::A,mielas,akisooq
802,lustig::A,smagus,piikulavoq
803,lustig::A,linksmas,piikulavoq
804,sanft::A,švelnus,isumagippoq
805,sanft::A,minkštas,isumagippoq
806,hungrig::A,alkanas,kaappoq
807,hungrig::A,alkanas,perlilerpoq
808,krank::A,ligotas,napparsimavoq
809,krank::A,sergantis,napparsimavoq
810,nackt::A,nuogas,
811,traurig::A,liūdnas,aliasuppoq
812,lebendig::A,gyvas,uumavoq
813,gut::A,geras,ajunngilaq
814,schlecht::A,blogas,sualuppoq
815,schlecht::A,prastas,sualuppoq
816,richtig::A,tikras,iluarpoq
817,richtig::A,teisingas,iluarpoq
818,schlimm::A,blogas,amiilaarnarpoq
819,schlimm::A,prastas,amiilaarnarpoq
820,wahr::A,tikras,ilumoorpoq
821,alt::A,senas,pisoqaq
822,neu::A,naujas,nutaavoq
823,ehemalig::A,buvęs,
824,alt[Lebewesen]::A,pagyvenęs,utoqqaq
825,jung::A,jaunas,inuusuppoq
826,jung::A,jaunas,kingulliarsuk
827,arm::A,neturtingas,piillasoq
828,arm::A,neturtingas,piitsuuvoq
829,reich::A,turtingas,pisuuvoq
830,bekannt::A,žinomas,
831,bekannt::A,pažįstamas,
832,berühmt::A,žymus,tusaamasaq
833,berühmt::A,garsus,tusaamasaq
834,fremd::A,svetimas,ajasoornarpoq
835,verschieden::A,įvairus,allatut
836,verschieden::A,įvairus,tamalaat
837,nah::A,artimas,qanippoq
838,fern::A,tolimas,ungasippoq
839,linker::A,kairys,saamerleq
840,rechter::A,dešinys,innarluissut
841,anderer::A,kitas,
842,erster::A,pirmas,siulleq
843,zweiter::A,antras,qataatsup tullia
844,dritter::A,trečias,pingajorarterut
845,letzter::A,paskutinis,kingulleq
846,allein::ADV,vienas,kisimiippoq
847,auf einmal::ADV,iš karto,tassanngaannaq
848,zusammen::ADV,kartu,attaasa
849,zusammen::ADV,kartu,attarmik
850,zusammen::ADV,drauge,attaasa
851,zusammen::ADV,drauge,attarmik
852,lange::ADV,ilgai,akuni
853,plötzlich::ADV,staiga,tassanngaannaq
854,sofort::ADV,tuojau,erniinnaq
855,später::ADV,vėliau,kingorna
856,später::ADV,paskiau,kingorna
857,jetzt::ADV,dabãr,maanna
858,jetzt::ADV,dabãr,massakkut
859,heute::ADV,šiandien,ullumi
860,morgen::ADV,rytoj,aqagu
861,bald::ADV,greitai,erniinnaq
862,bald::ADV,netrukus,erniinnaq
863,dann::ADV,po to,taava
864,gestern::ADV,vakar,ippassaq
865,einst::ADV,kadaise,ataatsimik
866,einst::ADV,kadaise,ilaanni
867,einst::ADV,kitą kartą,ataatsimik
868,einst::ADV,kitą kartą,ilaanni
869,damals::ADV,anuomet,taamani
870,damals::ADV,anuomet,taamanikkut
871,damals::ADV,anuomet,taassumuunakkut
872,damals::ADV,anuokart,taamani
873,damals::ADV,anuokart,taamanikkut
874,damals::ADV,anuokart,taassumuunakkut
875,danach::ADV,po to,taava
876,danach::ADV,paskui,taava
877,vorher::ADV,anksčiau,siornagut
878,zuerst::ADV,pirma,
879,zuerst::ADV,iš pradžių̃,
880,einmal::ADV,kartą,ilaanni
881,einmal::ADV,kartą,ataatsimik
882,einmal::ADV,vieną kartą,ilaanni
883,einmal::ADV,vieną kartą,ataatsimik
884,manchmal::ADV,kai kada,qaqutigu
885,manchmal::ADV,kai kada,qaqutigut
886,oft::ADV,dažnai,akulikitsumik
887,immer::ADV,visada,tamatigut
888,immer::ADV,visuomet,tamatigut
889,niemals::ADV,niekada,
890,niemals::ADV,niekuomet,
891,hier::ADV,čia,maani
892,hierhin::ADV,šen,maani
893,hierhin::ADV,čionai,maani
894,von hier::ADV,iš čia,
895,dort::ADV,ten,
896,dort::ADV,tenai,
897,dorthin::ADV,ten,ikuuna
898,dorthin::ADV,ten link,ikuuna
899,geradeaus::ADV,tiesiai,narlumut
900,vorwärts::ADV,pirmyn,pilangavoc
901,rückwärts::ADV,atbulai,kingumut
902,rückwärts::ADV,atbulai,tunumut or tunummut
903,zurück::ADV,atgal,kingumut
904,zurück::ADV,atgal,tunumut or tunummut
905,unten::ADV,žemai,kana
906,unten::ADV,apačioje,kana
907,hinab::ADV,žemyn,qiviu
908,oben::ADV,viršuj,
909,hinauf::ADV,aukštyn,
910,hinauf::ADV,į viršų,
911,überall::ADV,visur,tamaginni
912,überall::ADV,visur,tamani tamaani
913,nicht::ADV,ne,
914,ein wenig::ADV,truputį,
915,kaum::ADV,vos,qaqutigorsuaq
916,sehr::ADV,labai,assut
917,sehr::ADV,baisiai,assut
918,so::ADV,taip,
919,noch::ADV,dar,qeratavoq
920,nur::ADV,tik,
921,nur::ADV,vien,
922,schon::ADV,jau,taava-una
923,wieder::ADV,vėl,kingumut
924,wieder::ADV,iš naujo,kingumut
925,vergebens::ADV,veltui,angiluk
926,vergebens::ADV,bergždžiai,angiluk
927,vor::PRP,prieš,
928,hinter::PRP,už,
929,unter::PRP,po,
930,durch::PRP,pro,
931,durch::PRP,per,
932,neben::PRP,prie,
933,neben::PRP,šalia,
934,zwischen::PRP,tarp,
935,wegen::PRP,dėl,
936,wegen::PRP,dėlei,
937,dies::PRN,šis,manna
938,dies::PRN,šis,matuma
939,dies::PRN,šitas,manna
940,dies::PRN,šitas,matuma
941,das::PRN,tat,ua
942,alles::PRN,visas,
943,ich::PRN,aš,uanga
944,du::PRN,tu,illit
945,er::PRN,jis,una
946,wir::PRN,mes,uagut
947,ihr::PRN,jūs,ilissi
948,sie::PRN,ji,uku
949,sie::PRN,jos,uku
950,was::FPRN,kas,aat?
951,wer::FPRN,kas,kikkut
952,wo::FADV,kur,sumi
953,wohin::FADV,kur,sumut
954,wohin::FADV,kur link,sumut
955,wie::FADV,kaip,qanoq
956,warum::FADV,kod̃ėl,sooq
957,warum::FADV,dėl ko,sooq
958,wieviel::FNUM,kiek,qassit
959,wieviel::FNUM,kiek,qanoq atsigisumik?
960,eins::NUM,vienas,ataaseq
961,zwei::NUM,du,marluk
962,drei::NUM,trys,pingasut
963,vier::NUM,keturi,sisamat
964,vier::NUM,keturi,qajuusat
965,fünf::NUM,penki,tallimat
966,sechs::NUM,šeši,arfineq
967,sechs::NUM,šeši,arfinillit
968,sieben::NUM,septyni,arfineq-marluk
969,acht::NUM,aštuoni,arfineq pingasut
970,neun::NUM,devyni,qulingiluat
971,neun::NUM,devyni,arfineq sisamat
972,zehn::NUM,dešimt,qulit
973,elf::NUM,vienuolika,aqqaneq
974,zwölf::NUM,dvylika,aqqaneq-marluk
975,zwanzig::NUM,dvidešimt,tyve
976,dreißig::NUM,trisdešimt,tredive
977,dreißig::NUM,trisdešimt,pingasunik qulillit
978,vierzig::NUM,keturiasdešimt,fyrre
979,fünfzig::NUM,penkiasdešimt,halvtreds
980,fünfzig::NUM,penkiasdešimt,tallimanik qulillit
981,sechzig::NUM,šešiasdešimt,tres
982,siebzig::NUM,septyniasdešimt,halvfjerds
983,achtzig::NUM,aštuoniasdešimt,firs
984,neunzig::NUM,devyniasdešimt,halvfems
985,hundert::NUM,šimtas,et hundrede
986,tausend::NUM,tūkstantis,et tusinde
987,und::CNJ,ĩr,aamma
988,oder::CNJ,ar,imalluunnit
989,oder::CNJ,arba,imalluunnit
990,stehen::V,stovėti,sikingavoq
991,sitzen::V,sėdėti,ingippoq
992,liegen::V,gulėti,nalavoq
993,liegen::V,gulėti,aqupivoq
994,hängen::V,kyboti,nivinngarpaa
995,hängen::V,kabėti,nivinngarpaa
996,werden::V,taptis,pinngorpoq
997,werden::V,darytis,pinngorpoq
998,passieren::V,atsitikti,pivoq
999,passieren::V,pasitaikyti,pivoq
1000,beginnen::V,prasid́ėti,aallarnerpaa
1001,enden::V,baigtis,naggaserpaa
1002,wechseln::V,keistis,immikkut ilivoq
1003,wechseln::V,pasikeisti,immikkut ilivoq
1004,aufgehen[Sonne]::V,tekėti,
1005,aufgehen[Sonne]::V,patekėti,
1006,untergehen[Sonne]::V,leistis,ilioqqaasoq
1007,untergehen[Sonne]::V,nusileisti,ilioqqaasoq
1008,scheinen[Sonne]::V,šviesti,qinnorpoq
1009,scheinen[Sonne]::V,šviesti,qinngorpoq
1010,donnern::V,griausti,kalleq
1011,donnern::V,griaudėti,kalleq
1012,wehen::V,pūsti,timmivoq
1013,strömen::V,lietis,
1014,strömen::V,plūsti,
1015,fließen::V,tekėti,
1016,sich drehen::V,suktis,ipippaa
1017,sich drehen::V,pasisukti,ipippaa
1018,schwanken::V,svyruoti,aalavoq
1019,schwingen::V,suptis,issakajaat or issakatsiaarut
1020,fallen::V,pulti,quasivaa
1021,fallen::V,kristi,quasivaa
1022,brennen::V,degti,seerpoq
1023,brennen::V,degti,uuppaa
1024,rauchen::V,rūkyti,pujoorpoq
1025,regnen::V,lyti,siallerpoq
1026,gefrieren::V,užšalti,qiulerpoq
1027,tauen::V,tirpti,aappoq
1028,schmelzen::V,lydytis,aappoq
1029,schmelzen::V,lydytis,aatsippaa
1030,trocknen::V,džiūti,panerserpaa
1031,sieden::V,virti,qalappoq
1032,faulen::V,pūti,
1033,verfaulen::V,švinkti,
1034,reißen::V,plyšti,qulli
1035,reißen::V,plyšti,alittorpaa
1036,reißen::V,plyšti,kimillanneq
1037,reißen::V,trūkti,qulli
1038,reißen::V,trūkti,alittorpaa
1039,reißen::V,trūkti,kimillanneq
1040,versinken::V,skę̃sti,kivivaa
1041,versinken::V,skę̃sti,apparpoq
1042,versinken::V,grimzti,kivivaa
1043,versinken::V,grimzti,apparpoq
1044,vergehen::V,praeiti,qaangerpaa
1045,vergehen::V,praeiti,sarsuppoq
1046,erscheinen::V,pasirodyti,takutippoq
1047,verschwinden::V,dingti,
1048,verschwinden::V,išnykti,
1049,verschwinden::V,pranykti,
1050,sinken::V,kristi,kivivaa
1051,sinken::V,kristi,apparpoq
1052,abnehmen::V,mažėti,ikillipput
1053,abnehmen::V,silpnėti,ikillipput
1054,zunehmen::V,didėti,allisippaa
1055,zunehmen::V,padaugėti,allisippaa
1056,steigen::V,kilti,allisippaa
1057,wachsen::V,augti,allivoq
1058,glänzen::V,blizgėti,qinngorpoq
1059,glänzen::V,blizgėti,qinnorpoq
1060,funkeln::V,žibėti,uisorilavoq
1061,lärmen::V,triukšmauti,
1062,läuten::V,skambinti,avilualaarpoq
1063,klingeln::V,skambinti,aviluarpoq
1064,klingeln::V,skambinti,aviluarpaluppoq
1065,klirren::V,žvangėti,
1066,brausen::V,šniokšti,ittuk
1067,brausen::V,šniokšti,ittuppoq
1068,brausen::V,šniokšti,ittuppaluppoq
1069,rauschen::V,ošti,
1070,rauschen::V,šlamėti,
1071,klingen::V,skardėti,
1072,bellen::V,loti,qiluppoq
1073,heulen::V,kaukti,maarpoq
1074,heulen::V,kaukti,maalavoq
1075,heulen::V,kaukti,miaggoorpoq
1076,heulen::V,staugti,maarpoq
1077,heulen::V,staugti,maalavoq
1078,heulen::V,staugti,miaggoorpoq
1079,blasen::V,pūsti,aporneq
1080,pfeifen::V,švilpti,siggartartitsivoq
1081,pfeifen::V,švilpti,siorsulavoq
1082,pfeifen::V,švilpauti,siggartartitsivoq
1083,pfeifen::V,švilpauti,siorsulavoq
1084,schreien::V,šaukti,suaarpoq
1085,stöhnen::V,dejuoti,nipiliorpoq
1086,stöhnen::V,dejuoti,nipilliorpoq
1087,stöhnen::V,aimanuoti,nipiliorpoq
1088,stöhnen::V,aimanuoti,nipilliorpoq
1089,zittern::V,virpėti,qarsulivik
1090,leben::V,gyventi,inuuvoq
1091,geboren werden::V,gimti,inuuvoq
1092,geboren werden::V,gimti,inunngorpoq
1093,atmen::V,alsuoti,anersaarpoq
1094,atmen::V,kvėpuoti,anersaarpoq
1095,trinken::V,gerti,imerpoq
1096,essen::V,valgyti,tamorpoq
1097,schlucken::V,praryti,tuluarnaq
1098,müde werden::V,nuvargti,
1099,müde werden::V,privargti,
1100,einschlafen::V,užmigti,sinippoq
1101,schlafen::V,miegoti,sinik
1102,aufwachen::V,pabusti,iterpoq
1103,aufwachen::V,pabusti,eqqumavoq
1104,aufstehen::V,keltis,makippoq
1105,aufstehen::V,atsikelti,makippoq
1106,sich erholen::V,pailsėti,qasuerserpoq
1107,sich erholen::V,poilsiauti,qasuerserpoq
1108,krank werden::V,susirgti,
1109,krank sein::V,sirgti,
1110,schmerzen::V,sopėti,anneraa
1111,schmerzen::V,sopėti,annernarpoq
1112,schmerzen::V,skaudėti,anneraa
1113,schmerzen::V,skaudėti,annernarpoq
1114,husten::V,kosėti,quersorpoq
1115,genesen::V,sveikti,ajunngissivoq
1116,genesen::V,sveikti,ilisimmarpoq
1117,genesen::V,sveikti,ilorrippoq
1118,genesen::V,taisytis,ajunngissivoq
1119,genesen::V,taisytis,ilisimmarpoq
1120,genesen::V,taisytis,ilorrippoq
1121,sterben::V,mirti,toquvoq
1122,sterben::V,numirti,toquvoq
1123,umkommen::V,žūti,
1124,sich bewegen::V,judėti,ingerlavoq
1125,sich bewegen::V,pasijudinti,ingerlavoq
1126,sich rühren::V,krutėti,
1127,sich erheben::V,pakilti,
1128,sich erheben::V,atsikelti,
1129,sich setzen::V,sėstis,ingippoq
1130,sich setzen::V,atsisėsti,ingippoq
1131,hinfallen::V,parkristi,
1132,hinfallen::V,pargriūti,
1133,laufen::V,eiti,arpappoq
1134,schreiten::V,žengti,ingerlavoq
1135,schreiten::V,žingsniuoti,ingerlavoq
1136,spazierengehen::V,pasivaikščioti,utertakajaarpoq
1137,spazierengehen::V,pasivaikščioti,utertakattajaarpoq
1138,eilen::V,skubėti,qaa qaa
1139,eilen::V,skubėti,qiilasaarpoq
1140,eilen::V,skubėti,ingerlasaarpaa
1141,sich beeilen::V,paskub́ėti,tuaviorpoq
1142,sich beeilen::V,pasiskubinti,tuaviorpoq
1143,sausen::V,dumti,uiguut
1144,sausen::V,lėkti,uiguut
1145,rennen::V,bėgti,igivoq
1146,springen::V,šokti,upernassaq
1147,klettern::V,kopti,pilaakkeerpoq
1148,schaukeln::V,supti,aalavoq
1149,schaukeln::V,linguoti,aalavoq
1150,kriechen::V,ropoti,
1151,kriechen::V,šliaužti,
1152,schwimmen::V,plaukti,naluppoq
1153,tauchen::V,nerti,allorpoq
1154,rudern::V,irtis,ipuppaa
1155,rudern::V,irkluoti,ipuppaa
1156,fahren::V,važiuoti,qimusserpoq
1157,fahren::V,važinėti,qimusserpoq
1158,fliegen::V,lėkti,timmivoq
1159,fliegen::V,skristi,timmivoq
1160,gehen::V,eiti,
1161,weggehen::V,išeiti,piiarpoq
1162,abfahren::V,išvykti,
1163,abfahren::V,išvažiuoti,
1164,anhalten::V,sustoti,unitsippaa
1165,hineingehen::V,įeiti,timaappaa
1166,eintreten::V,įžengti,allattorpaa
1167,kommen::V,ateiti,qaa-
1168,kommen::V,ateiti,pivaa
1169,ankommen::V,ateiti,tikippoq
1170,zurückkommen::V,grį̃žti,angerlarpoq
1171,zurückkommen::V,sugrį̃žti,angerlarpoq
1172,bleiben::V,likti,uninngavoq
1173,bleiben::V,pasilikti,uninngavoq
1174,warten::V,laukti,paavoq
1175,warten::V,laukti,utaqqivoq
1176,erwarten::V,laukti,
1177,suchen::V,ieškoti,nivivaa
1178,finden::V,rasti,nanivaa
1179,finden::V,surasti,nanivaa
1180,versuchen::V,mėginti,uuppaa
1181,versuchen::V,mėginti,ussersarpaa
1182,vorbereiten::V,rengti,piareersarpaa
1183,lieben::V,myĺėti,asavaa
1184,mögen::V,ḿėgti,akaaraa
1185,mögen::V,patikti,akaaraa
1186,lachen::V,juoktis,
1187,rühren::V,jaudinti,qeerlerpaa
1188,rühren::V,graudinti,qeerlerpaa
1189,weinen::V,verkti,qiavoq
1190,schimpfen::V,bartis,qatimaarpoq
1191,sich ärgern::V,pykti,ugguutigaa
1192,sich ärgern::V,apmaudauti,ugguutigaa
1193,sich fürchten::V,bijoti,eqqanaarpoq
1194,sich fürchten::V,baimintis,eqqanaarpoq
1195,fürchten::V,bijoti,ersigaa
1196,fürchten::V,baimintis,ersigaa
1197,fliehen::V,bėgti,qimaavoq
1198,fliehen::V,sprukti,qimaavoq
1199,flüchten::V,pabėgti,allikarfigaa
1200,sehen::V,žiūŕėti,isigaa
1201,anschauen::V,žiūŕėti,
1202,ansehen::V,žiūrėti į,alaatsinaappaa
1203,ansehen::V,pažiūrėti į,alaatsinaappaa
1204,hören::V,girdėti,tusarpaa
1205,zuhören::V,klausytis,naalappoq
1206,probieren::V,ragauti,
1207,probieren::V,paragauti,
1208,riechen::V,uosti,tipippoq
1209,riechen::V,užuosti,tipippoq
1210,fühlen::V,justi,misigaa
1211,fühlen::V,jausti,misigaa
1212,fühlen::V,pajusti,misigaa
1213,scheinen::V,rodytis,takutippoq
1214,scheinen::V,atrodyti,takutippoq
1215,zu sehen sein::V,pasirodyti,
1216,vernehmen::V,išgirsti,
1217,frieren::V,šalti,qiiavoq
1218,tun::V,daryti,iliorpoq
1219,können::V,galėti,
1220,können::V,pajėgti,
1221,wollen::V,norėti,piumavaa
1222,anfangen::V,pradėti,pilerpoq
1223,anfangen::V,prasid́ėti,pilerpoq
1224,beenden::V,baigti,naggaserpaa
1225,beenden::V,užbaigti,naggaserpaa
1226,aufhören::V,liautis,naammatsippaa
1227,gelingen::V,pavykti,
1228,gelingen::V,pasisekti,
1229,geraten::V,nusisekti,
1230,öffnen::V,atverti,ammarpaa
1231,öffnen::V,atidaryti,ammarpaa
1232,schließen::V,uždaryti,matuaa
1233,stellen::V,statyti,ilivaa
1234,stellen::V,statyti,iliorarpai
1235,stellen::V,statyti,ilioqqarpai
1236,stellen::V,pastatyti,ilivaa
1237,stellen::V,pastatyti,iliorarpai
1238,stellen::V,pastatyti,ilioqqarpai
1239,setzen::V,sodinti,iliorarpai
1240,setzen::V,sodinti,ilioqqarpai
1241,setzen::V,pasodinti,iliorarpai
1242,setzen::V,pasodinti,ilioqqarpai
1243,legen::V,dėti,ilivaa
1244,legen::V,pad́ėti,ilivaa
1245,berühren::V,liesti,attorpaa
1246,berühren::V,paliesti,attorpaa
1247,verbinden::V,jungti,taperserpaa
1248,verbinden::V,surišti,taperserpaa
1249,bedecken::V,uždengti,iikkerpaa
1250,bedecken::V,uždengti,iikkersorpaa
1251,aufhängen::V,pakarti,inivaa
1252,aufhängen::V,pakarti,iniorarpai
1253,aufhängen::V,pakabinti,inivaa
1254,aufhängen::V,pakabinti,iniorarpai
1255,anzünden::V,padegti,saggaavoq
1256,aufheben::V,pakelti,allisippaa
1257,zurücklassen::V,palikti,aallarpoq
1258,verlieren::V,pamesti,annaavaa
1259,fallen lassen::V,atsisakyti,nakkaavaa
1260,machen::V,dirbti,iliorpoq
1261,herstellen::V,gaminti,anillatsippaa
1262,bauen::V,statyti,marrarterpaa
1263,bauen::V,pastatyti,marrarterpaa
1264,reparieren::V,taisyti,iluarsaappaa
1265,reparieren::V,remontuoti,iluarsaappaa
1266,verbessern::V,gerinti,naqqippaa
1267,verbessern::V,ištaisyti,naqqippaa
1268,ändern::V,keisti,
1269,ändern::V,pakeisti,
1270,graben::V,kasti,assappaa
1271,beugen::V,lenkti,qappappoq
1272,beugen::V,palenkti,qappappoq
1273,biegen::V,lenkti,qappappoq
1274,biegen::V,palenkti,qappappoq
1275,drehen::V,sukti,
1276,wenden::V,kreipti,assappaa
1277,wenden::V,kreipti,assakarpoq
1278,wenden::V,pakreipti,assappaa
1279,wenden::V,pakreipti,assakarpoq
1280,umdrehen::V,sukti,assakartippaa
1281,umdrehen::V,apversti,assakartippaa
1282,heben::V,kelti,kivippaa
1283,heben::V,pakelti,kivippaa
1284,hochheben::V,pakelti,kissumiarpaa
1285,ergreifen::V,čiupti,isaappaa
1286,ergreifen::V,čiupti,isaguppaa
1287,ergreifen::V,griebti,isaappaa
1288,ergreifen::V,griebti,isaguppaa
1289,halten::V,laikyti,minarpaa
1290,halten::V,palaikyti,minarpaa
1291,drücken::V,spausti,naqittaat
1292,schieben::V,stumti,
1293,kratzen::V,kasyti,qitsuppaa
1294,kratzen::V,grandyti,qitsuppaa
1295,lecken::V,laižyti,aluppaa
1296,beißen::V,kandžioti,kiivaa
1297,abreißen::V,nuplėšti,aqqarpaa
1298,abreißen::V,nuplėšti,isaterpaa
1299,abschneiden::V,atpjauti,kipivaa
1300,abschneiden::V,atkirpti,kipivaa
1301,binden::V,rišti,kakkersarpaa
1302,binden::V,surišti,kakkersarpaa
1303,stecken::V,kišti,kussunneq
1304,stecken::V,įkišti,kussunneq
1305,brechen::V,lūžti,nallorpaa
1306,brechen::V,laužyti,nallorpaa
1307,klopfen::V,belsti,pattappaa
1308,klopfen::V,barbenti,pattappaa
1309,hauen::V,mušti,aqivaa
1310,kleben::V,lipdyti,qaappoq
1311,kleben::V,klijuoti,qaappoq
1312,reiben::V,trinti,tagiarpaa
1313,reiben::V,trinti,tangiarpaa
1314,reiben::V,tarkuoti,tagiarpaa
1315,reiben::V,tarkuoti,tangiarpaa
1316,streichen::V,tepti,erlerpoq
1317,streichen::V,užtepti,erlerpoq
1318,schleifen::V,galą́sti,sequppaa
1319,schneiden::V,pjauti,uullivoq
1320,schneiden::V,kirpti,uullivoq
1321,rütteln::V,purtyti,
1322,schütteln::V,purtyti,aalavoq
1323,schwenken::V,mojuoti,issarpoq
1324,schütten::V,pilti,
1325,schütten::V,berti,
1326,füllen::V,pildyti,immerpaa
1327,füllen::V,pripildyti,immerpaa
1328,einwickeln::V,įvynioti,immoqquserpaa
1329,einwickeln::V,suvynioti,immoqquserpaa
1330,tragen::V,nešti,maqippaa
1331,tragen::V,nešti,assartorpoq
1332,tragen::V,nešioti,maqippaa
1333,tragen::V,nešioti,assartorpoq
1334,schleppen::V,vilkti,assartorpoq
1335,ziehen::V,tempti,kalippaa
1336,ziehen::V,tempti,kalissarpoq
1337,aufbewahren::V,laikyti,toqqorpaa
1338,werfen::V,mesti,kuivaa
1339,werfen::V,sviesti,kuivaa
1340,fangen::V,sugauti,anguaa
1341,packen::V,čiupti,
1342,packen::V,griebti,
1343,verstecken::V,slėpti,anngigaa
1344,verstecken::V,slapstyti,anngigaa
1345,teilen::V,dalyti,agguut
1346,teilen::V,dalyti,agguusersorpaa
1347,teilen::V,padalyti,agguut
1348,teilen::V,padalyti,agguusersorpaa
1349,schicken::V,sių̃sti,nassiuppaa
1350,schicken::V,pasių̃sti,nassiuppaa
1351,bringen::V,atnešti,aggiuppaa
1352,bringen::V,atnešti,nassataraa
1353,hinzufügen::V,pridėti,
1354,bekommen::V,gauti,tiguaa
1355,erhalten::V,gauti,tiguaa
1356,nehmen::V,paimti,pivoq
1357,nehmen::V,paimti,tiguaa
1358,wählen::V,rinkti,
1359,wählen::V,išsirinkti,
1360,auswählen::V,išrinkti,
1361,bewahren::V,išsaugoti,sukkunik simerserpaa
1362,behindern::V,trukdyti,
1363,verderben::V,sugadinti,asiutippaa
1364,verderben::V,sugadinti,piuneerunnerit
1365,beschädigen::V,žaloti,
1366,beschädigen::V,gadinti,
1367,zerbrechen::V,sukulti,ukuvoq
1368,zerbrechen::V,sudaužyti,ukuvoq
1369,zerreißen::V,perplėšti,tisavaa
1370,zerreißen::V,perplėšti,alittorpaa
1371,zerreißen::V,suplėšyti,tisavaa
1372,zerreißen::V,suplėšyti,alittorpaa
1373,zerstören::V,suardyti,aserorpaa
1374,zerstören::V,sugriauti,aserorpaa
1375,verbrennen::V,deginti,seerpoq
1376,verbrennen::V,sudeginti,seerpoq
1377,geben::V,duoti,pivoq
1378,geben::V,paduoti,pivoq
1379,reichen::V,paduoti,
1380,schenken::V,dovanoti,
1381,versprechen::V,žadėti,neriorsorpaa
1382,versprechen::V,pažadėti,neriorsorpaa
1383,wünschen::V,norėti,kissaat
1384,wünschen::V,linḱėti,kissaat
1385,loben::V,girti,nersorpaa
1386,loben::V,girti,nersornaat
1387,loben::V,pagirti,nersorpaa
1388,loben::V,pagirti,nersornaat
1389,küssen::V,bučiuoti,kunippaa
1390,küssen::V,bučiuoti,kunissorpaa
1391,wiegen::V,supti,
1392,zudecken::V,užkloti,majorpaa
1393,zudecken::V,uždengti,majorpaa
1394,wecken::V,žadinti,itersarpaa
1395,zeigen::V,rodyti,tikkuuppaa
1396,führen::V,vesti,tasissiuppaa
1397,führen::V,vesti,ilitsersorpaa
1398,führen::V,vesti,tasissersuuppaa
1399,führen::V,vadovauti,tasissiuppaa
1400,führen::V,vadovauti,ilitsersorpaa
1401,führen::V,vadovauti,tasissersuuppaa
1402,lehren::V,mokyti,ilinniartippaa
1403,lehren::V,išmokyti,ilinniartippaa
1404,unterrichten::V,dėstyti,ajoqerpaa
1405,unterrichten::V,dėstyti,ajoqersorpaa
1406,unterrichten::V,dėstyti,ilinniartitsivoq
1407,aufziehen::V,išauginti,inororsarpaa
1408,leiten::V,valdyti,iluatsippaa
1409,leiten::V,vadovauti,iluatsippaa
1410,antreiben::V,uiti,ikusimmippaa
1411,antreiben::V,raginti,ikusimmippaa
1412,antreiben::V,skubinti,ikusimmippaa
1413,lassen::V,paliepti,
1414,einladen::V,kviesti,qaaqquaa
1415,einladen::V,kviesti,qaasarpaa
1416,einladen::V,pakviesti,qaaqquaa
