,Concept_ID,mdf,ta
89,Raureif::N,леш,உறைபனி வெண்திரை
90,Regenbogen::N,а́тямъёнга,வானவில்
91,Donner::N,атям,இடி
92,Strömung::N,шудема́,நீரோட்டம்
93,Tropfen::N,путькс,துளி
94,Tropfen::N,пътняфкс,துளி
95,Schaum::N,шов,நுரை
96,Schmutz::N,ърда́з,அழுக்கு
97,See::N,эрьхке,ஏரி
98,Sumpf::N,шяй,சதுப்பு நிலம்
99,Moor::N,шяй,முட்புதற்காடு
100,Wiese::N,луга,பசும் புல்தரை
101,Wald::N,вирь,காடு
102,Hügel::N,губо́р,குன்று
103,Hügel::N,пандоня,குன்று
104,Anhöhe::N,губо́р,பதுக்கை
105,Berg::N,панда,மலை
106,Gipfel::N,пря,உச்சி மாநாடு
107,Höhle::N,у́нда,குகை
108,Abhang::N,па́нда ша́ма,சரிவு
109,Quelle::N,эшиня,மூலம்
110,Bach::N,шудерькс,ஓடை
111,Fluss::N,ляй,ஆறு
112,Ufer::N,търва́,நீர்க்கரை
113,Küste::N,ляйтърва́,கடற்கரை
114,Festland::N,мода,நிலம்
115,Meer::N,моря,கடல்
116,Bucht::N,ведьуське,சிறுகுடா
117,Insel::N,цёнга,தீவு
118,Blume::N,панчф,பூ
119,Gras::N,тише,புல்தரை
120,Wurzel::N,юр,வேர்
121,Wurzel::N,ункс,வேர்
122,Baum::N,шуфта,மரம்
123,Stamm::N,ро́нга,அடிமரம்
124,Rinde::N,кер,பட்டை
125,Rinde::N,кер,மரப்பட்டை
126,Ast::N,морга,கினை
127,Zweig::N,тарад,குச்சி
128,Blatt::N,лопа,இலை
129,Birke::N,ке́лу,பிர்ச் மரம்
130,Kiefer[Baum]::N,пиче,தேவதாரு மரம்
131,Weide[Baum]::N,каль,மர வகைகளுள் ஒன்று
132,Tanne::N,куз,சாதிக்கய்
133,Horn::N,сюра,கொம்பு
134,Feder::N,толга,இறகு
135,Fell::N,кедь,மென்முடி
136,Flügel::N,паця,இறக்கை
137,Klaue::N,кенже,நகம்
138,Kralle::N,кенже,நகம்
139,Schwanz::N,пула,வால்
140,Ei::N,ал,முட்டை
141,Nest::N,пиза,கூடு
142,Bau::N,пиза,குகை
143,Tier::N,жува́та,விலங்கு
144,Herde::N,нал,கூட்டம்
145,Herde::N,стада,கூட்டம்
146,Kuh::N,скал,பசு
147,Kuh::N,тракс,பசு
148,Bulle::N,бука,காளை
149,Pferd::N,лишме,குதிரை
150,Schaf::N,уча́,செம்மறிஆடு
151,Schwein::N,тува,பன்றி
152,Hund::N,пине,நாய்
153,Katze::N,катоня,பூனை
154,Katze::N,аваката,பூனை
155,Bär::N,офта,கரடி
156,Eichhörnchen::N,ур,அணில்
157,Elch::N,ся́рда,கடம்பை
158,Fuchs::N,келазь,நரி
159,Hase::N,ну́мол,முயல்
160,Maus::N,шеер,எலி
161,Wolf::N,върьгаз,ஓநாய்
162,Vogel::N,нармонь,பறவை
163,Schwarm::N,ко́вол,தொகுதி
164,Schwarm::N,ме́швеле,தொகுதி
165,Huhn::N,сараз,கோழிக்குஞசு
166,Hahn::N,а́тякш,சேவல்
167,Gans::N,маци,பெண் வாத்து
168,Adler::N,куцькан,பருநது
169,Ente::N,яксярга,வாத்து
170,Eule::N,ко́рож,ஆந்தை
171,Kranich::N,ка́рга,நாரை
172,Krähe::N,ва́рси,காகம்
173,Kuckuck::N,ку́ку,குயில்
174,Schwan::N,ло́ксти,அன்னம்
175,Fisch::N,кал,மீன்
176,Barsch::N,о́кунь,பேர்ச்
177,Hecht::N,щу́ка,கோலாச்சி மீன்
178,Schlange[Tier]::N,куй,பாம்பு
179,Wurm::N,сукс,புழு
180,Spinne::N,унжа́,சிலந்தி
181,Ameise::N,панжам,எறும்பு
182,Laus::N,си,பேன்
183,Mücke::N,ся́ське,கொசுவினப்பூச்சி
184,Fliege::N,кару,ஈ
185,Schmetterling::N,ме́лав,வண்ணத்துப்பூச்சி
186,Beere::N,и́мож,சதைப்பழம்
187,Apfel::N,марь,ஆப்பிள பழம்
188,Pilz::N,панга,காளான்
189,Zwiebel::N,шурьхкя́,வெங்காயம்
190,Saat::N,видьмот,விதை
191,Korn::N,сёра,தானியம்
192,Heu::N,тише,வைக்கோல்
193,Schale::N,кедь,தோல்
194,Grube::N,лотка,குழி
195,Falle::N,туфкс,பொறி
196,Falle::N,кунда́ма,பொறி
197,Schlinge::N,килькш,கண்ணி
198,Spur::N,пильгоки́,சுவடு
199,Asche::N,кулу,சாம்பல்
200,Dreck::N,ърда́з,அழுக்கு
201,Eisen::N,кшни,இரும்பு
202,Gold::N,ока,தங்கம்
203,Gold::N,золота,தங்கம்
204,Silber::N,сия́,வெள்ளி
205,Kohle::N,седь,நிலக்கரி
206,Kohle::N,седьвальмя,நிலக்கரி
207,Glas::N,кля́нцек,கண்ணாடி
208,Lehm::N,сёвонь,களிமண்
209,Sand::N,шува́р,மணல்
210,Mensch::N,ломань,மனிதர்கள்
211,Mann::N,аля,மனிதன்
212,Mann::N,цёраломань,மனிதன்
213,Frau::N,ава,பெண்
214,Kind::N,идь,குழந்தை
215,Kind::N,шаба,குழந்தை
216,Junge::N,цёраня,பையன்
217,Mädchen::N,стирня́,சிறுமி
218,Familie::N,тнал,குடும்பம்
219,Familie::N,семья,குடும்பம்
220,Großvater::N,атя,தாத்தா
221,Großvater::N,щя́тя,தாத்தா
222,Großmutter::N,баба,பாட்டி
223,Eltern::N,тя́дят-а́лят,பெற்றோர்
224,Vater::N,аля,தந்தை
225,Mutter::N,ава,தாய்
226,Mutter::N,тядя,தாய்
227,Sohn::N,цёра,மகன்
228,Tochter::N,стирь,மகள்
229,Bruder::N,дуган,சகோதரன்
230,Bruder::N,пяльне,சகோதரன்
231,Schwester::N,ака,அக்கா
232,Schwester::N,сазор,அக்கா
233,Onkel::N,оця,தாய் மாமன்
234,Onkel::N,патя,தாய் மாமன்
235,Onkel::N,щеня́,தாய் மாமன்
236,Tante::N,ака,அத்தை
237,Tante::N,щака,அத்தை
238,Ehemann::N,мирде,கணவன்
239,Ehefrau::N,ърьвя́,மனைவி
240,Freude::N,ке́нярдема,கொண்டாட்டம்
241,Gelächter::N,рахсема,சிரிப்பு
242,Glück::N,паваз,மகிழ்ச்சி
243,Kummer::N,ризф,துயரம்
244,Kummer::N,пичефкс,துயரம்
245,Wunsch::N,мяль,விருப்பம்
246,Wunsch::N,таколдома,விருப்பம்
247,Lust::N,таколдома,விருப்பம்
248,Geist::N,вайме,ஆன்மா
249,Gedanke::N,мяль,எண்ணம்
250,Gedächtnis::N,прявий,ஞாபகம்
251,Verstand::N,прявий,மனம்
252,Sinn::N,ён,அர்த்தம்
253,Grund::N,туфта́л,காரணம்
254,Wahrheit::N,ви́де,உண்நை
255,Wahrheit::N,видеши́,உண்நை
256,Gespräch::N,корхтама,பெசு
257,Märchen::N,ёфкс,நம்பத்தகாத கதை
258,Erzählung::N,азкс,கதை
259,Nachricht::N,куля́,செய்தி
260,Neuigkeit::N,куля́,செய்தி
261,Name::N,лем,பெயர்
262,Rätsel::N,со́дама ёфкс,புதிர்
263,Rede::N,вал,பேச்சு
264,Rede::N,корхтама,பேச்சு
265,Sprache::N,кяль,மொழி
266,Stimme::N,вайгяль,குரல்
267,Wort::N,вал,வார்த்தை
268,Zeichen::N,тя́ште,குறி
269,Zeichen::N,тя́штькс,குறி
270,Ruf::N,тердема,அழைப்பு
271,Lärm::N,гайф,சத்தம்
272,Lärm::N,жалакодома,சத்தம்
273,Laut::N,вайгяль,ஒலி
274,Ton::N,вайгяль,குரல்
275,Lied::N,мора,பாட்டு
276,Ruhe::N,сетьме,அமைதி
277,Leute::N,ломатть,மக்கள்
278,Volk::N,наро́д,மக்கள்
279,Arbeit::N,тев,வேலை
280,Gast::N,и́нжи,விருந்தாளி
281,Gast::N,ко́нак,விருந்தாளி
282,Geschenk::N,казне,பரிசுப் பொருள்
283,Spiel::N,налхкома,விளையாட்டு
284,Spiel::N,налхксема,விளையாட்டு
285,Gesellschaft::N,кружок,சமுதாயம்
286,Hilfe::N,лездома,உதவி
287,Freund::N,я́лга,நண்பன்
288,Kamerad::N,я́лга,உடனிருப்பவன்
289,Angelegenheit::N,тев,செய்தி
290,Anzahl::N,лувкс,எண்ணிக்கை
291,Art::N,вид,வகை
292,Stück::N,пакш,துண்டம்
293,Teil::N,часть,பகுதி
294,Teil::N,пялькс,பகுதி
295,Hälfte::N,пяле,பாதி
296,Kreis::N,шаркс,வட்டம்
297,Kreuz::N,крёз,சிலுவை
298,Linie::N,межа,கோடு
299,Linie::N,китькс,கோடு
300,Strich::N,межа,வாத நோய்
301,Abstand::N,ётка,இடைவெளி
302,Entfernung::N,ётка,தூரம்
303,Gegend::N,ва́ста,வட்டாரம்
304,Gegend::N,перьфпя́ль,வட்டாரம்
305,Platz::N,ва́ста,வெற்றிடம்
306,Ort::N,ва́ста,இடம்
307,Seite::N,пяле,பக்கம்
308,Mitte::N,кучка́,இடைப்பகுதி
309,Gegenstand::N,веща,உருப்படி
310,Sache::N,тев,பொருள்
311,Sache::N,веща,பொருள்
312,Rand::N,пе,தொங்கு
313,Kante::N,и́рдез,விளிம்பு
314,Ecke::N,ужа,மூலை
315,Spitze::N,пря,முனை
316,Ende::N,пе,முடிவு
317,Loch::N,варя,துளை
318,Winkel::N,ужа,கோணம்
319,Muster::N,сёрма,பாங்கு
320,Größe::N,серь,அளவு
321,Länge::N,кува́лма,நீளம்
322,Höhe::N,серь,உயரம்
323,Gewicht::N,сталма,எடை
324,Menge::N,лувкс,தொகை
325,Haufen::N,мар,குவியல்
326,Reihe::N,ряд,வரிசை
327,Boot::N,венеж,படகு
328,Ruder::N,миле,துடுப்பு
329,Schlitten::N,ну́рда,சகடையிலா வண்டி
330,Ski::N,сокс,பனிச் சறுக்கல்
331,Lagerfeuer::N,то́лмар,மூட்டம்
332,Last::N,канкс,பாரம்
333,Last::N,сталма,பாரம்
334,Gang::N,молема,நடை
335,Schritt::N,аськолкс,காலடி
336,Norden::N,якшама шире,வடக்கு
337,Süden::N,ля́мбе ши́ре,தெற்கு
338,Westen::N,ши валгома шире,மேற்கு திசை
339,Osten::N,шинь стяма шире,கிழக்கு
340,Holz::N,вирь,மரக்கட்டை
341,Holz::N,шуфта,மரக்கட்டை
342,Brett::N,лавця,பலகை
343,Platte::N,плита́,பலகம்
344,Stütze::N,неже,அடைப்புகன்
345,Stange::N,олга,கம்பம்
346,Stock::N,байдек,குச்சி
347,Stab::N,олгоня,கம்பு
348,Rohr::N,турама,குழாய்
349,Haus::N,куд,வீடு
350,Heim::N,куд,வீடு
351,Ofen::N,пянакуд,அடுப்பு
352,Fußboden::N,кия́кс,தரை
353,Tisch::N,шра,மேசை
354,Tisch::N,моркш,மேசை
355,Stuhl::N,стул,நாற்காலி
356,Wiege::N,нюря́м,தொட்டில்
357,Bett::N,ацам,படுக்கை
358,Regal::N,лавцяланга,அலமாரி
359,Kiste::N,парга,பெட்டி
360,Fenster::N,валмья,சாளரம்
361,Tür::N,кенкш,கதவு
362,Tor::N,ортат,வாசற்கதவு
363,Zaun::N,перяфкс,வேலி
364,Dach::N,кудпря,கூரை
365,Leiter::N,куцема,ஏணி
366,Besen::N,тяльме,விளக்குமாறு
367,Spaten::N,ка́йме,மண்வெட்டி
368,Schaufel::N,ко́поня,அடிதண்டா
369,Schaufel::N,ця́рдом,அடிதண்டா
370,Gabel::N,ця́нгоня,முட்கரண்டி
371,Löffel::N,куцю,கரண்டி
372,Messer::N,пеель,கத்தி
373,Nagel::N,эска,ஆணி
374,Haken::N,кя́чказ,கொக்கி
375,Griff::N,недь,கைப்பிடி
376,Griff::N,кунда́мка,கைப்பிடி
377,Schloss::N,замо́к,பூட்டு
378,Bild::N,карти́на,படம்
379,Figur::N,ронга-понда,எண்ணிக்கை
380,Puppe::N,ня́ка,பொம்மை
381,Beutel::N,кяскав,பை
382,Bündel::N,кярьме,பொதி
383,Tasche::N,кошяльня,பை
384,Eimer::N,ве́дарка,வாளி
385,Deckel::N,тавадкс,உறை
386,Deckel::N,вельхкс,உறை
387,Geschirr::N,кядьге,பாத்திரம்
388,Sack::N,кяскав,பை
389,Tasse::N,ша́ваня,கிண்ணம்
390,Topf::N,кавозь,பானை
391,Kessel::N,сргавозь,கெண்டி
392,Essen::N,ярхцама,உணவருந்துதல்
393,Nahrung::N,ярхцампяль,உணவு
394,Speise::N,ярхцама,உணவு வகை
395,Fleisch::N,пал,இறைச்சி
396,Fleisch::N,сиволь,இறைச்சி
397,Getreide::N,сёра,மக்காச்சோளம்
398,Brei::N,ям,கஞ்சி
399,Brot::N,кши,ரொட்டி
400,Scheibe::N,кочам,துண்டு
401,Fett::N,куя́,கொழுப்பு
402,Butter::N,вай,வெண்ணெய்
403,Öl::N,вай,எண்ணெய்
404,Salz::N,сал,உப்பு
405,Suppe::N,шонгарям,ரசம்
406,Suppe::N,коршампяль,ரசம்
407,Honig::N,медь,தேன்
408,Milch::N,лофца,பால்
409,Tee::N,чай,தெனீர்
410,Leder::N,кедь,பதம் செய்யப்பட்ட தோல்
411,Wolle::N,пона,கம்பளி
412,Stoff::N,котф,துணி
413,Nadel::N,салмокс,ஊசி
414,Faden::N,сюре,நூல்
415,Knopf::N,пуня,பொத்தான்
416,Knoten::N,сюлма,முடிச்சு
417,Farbe::N,архтомбяль,வண்ணக் குழம்பு
418,Kleidung::N,щам,ஆடைகள்
419,Hemd::N,па́нар,சட்டை
420,Kragen::N,сиве,கழுத்துப் பட்டை
421,Ärmel::N,ожа,சட்டைக்கை
422,Hose::N,понкст,கால்சட்டை
423,Gürtel::N,каркс,பெல்ட்
424,Mütze::N,вазь,தொப்பி
425,Schuh::N,башма́к,காலணி
426,Stiefel::N,кя́ме,காலணி
427,Ring::N,суркс,மோதிரம்
428,Band::N,керькс,நாடா
429,Band::N,лента,நாடா
430,Kamm::N,сюрьхцем,கீப்பு
431,Spiegel::N,ванома,ஆடி
432,Spiegel::N,ванома,கண்ணாடி
433,Riemen::N,шнань каркс,வார்
434,Schnur::N,пикс,கயிறு
435,Schnur::N,карькскя,கயிறு
436,Leine::N,вядьме,தோல்வார்
437,Decke::N,вельхкс,போர்வை
438,Kissen::N,тоду,தலையணை
439,Tuch::N,руця́,துணி
440,Handtuch::N,на́рдама,தண்டு
441,Kraft::N,вий,நிர்பந்தம்
442,Stärke::N,вииши,பலம்
443,Gesundheit::N,шумбраши́,ஆரோக்கியம்
444,Krankheit::N,урма́,நோய்
445,Krankheit::N,сярядема,நோய்
446,Schmerz::N,маряма,வலி
447,Wunde::N,керф,காயம்
448,Fieber::N,маштыкс,காய்ச்சல்
449,Arznei::N,надо́бья,மருந்து
450,Arznei::N,пъчка́фтома,மருந்து
451,Brücke::N,седь,பாலம்
452,Brunnen::N,эши,கேணி
453,Weide::N,ванома васта,மேய்ச்சல் நிலம்
454,Pfad::N,ян,நடை வழி
455,Pfad::N,киня́,நடை வழி
456,Weg::N,ки,வழி
457,Straße::N,ки,சாலை
458,Dorf::N,веле,கிராமம்
459,Stadt::N,ош,நகரம்
460,Brief::N,сёрма,கடிதம்
461,Buch::N,книга,புத்தகம்
462,Buchstabe::N,бу́ква,எழத்து
463,Zeitung::N,газе́та,செய்தித்தாள்
464,Leben::N,эряф,வாழ்க்கை
465,Leben::N,эряма,வாழ்க்கை
466,Tod::N,кулома́,மரணம்
467,Grab::N,калма,சமாதி
468,Kirche::N,це́рькав,தேவாலயம்
469,Sünde::N,пежеть,பாவம்
470,Sünde::N,муворкс,பாவம்
471,Gott::N,шкай,கடவுள்
472,Arbeiter::N,трудендай,தொழிலாளி
473,Arbeiter::N,работник,தொழிலாளி
474,Chef::N,азор,மேலாளர்
475,Chef::N,оцюня,மேலாளர்
476,Meister::N,мастяр,தலைவன்
477,Arzt::N,врач,மருத்துவர்
478,Arzt::N,доктор,மருத்துவர்
479,Lehrer::N,учи́тель,ஆசிரியர்
480,Geld::N,ярмакт,பணம்
481,Geschäft::N,ладяфкс,வாணிபம்
482,Geschäft::N,ладяф тев,வாணிபம்
483,Laden::N,ла́вка,கடை
484,Preis::N,питне,விலை
485,Ware::N,миф,சாமன்கள்
486,Ware::N,ра́маф,சாமன்கள்
487,Nutzen::N,пара,இலாபம்
488,Nutzen::N,лезкс,இலாபம்
489,Reichtum::N,ко́зяши,சொத்து
490,Welt::N,свет,உலகம்
491,Land::N,мастор,நாடு
492,Staat::N,государства,நாடு
493,König::N,король,அரசன்
494,Macht::N,азорондама,அதிகாரம்
495,Macht::N,азорксши,அதிகாரம்
496,Grenze::N,ёткаян,எல்லை
497,Krieg::N,война́,போர்
498,Feind::N,душман,எதிரி
499,Feind::N,каршек тюри,எதிரி
500,Gewalt::N,наругама,வன்முறை
501,Kampf::N,тюрема́,போராட்டம்
502,Bogen[Waffe]::N,нал,வில்
503,Pfeil::N,нал,அம்பு
504,Gewehr::N,винто́вка,துப்பாக்கி
505,Fehler::N,эльбядькс,தவறு
506,Lüge::N,васькафнема,பொய்
507,Schaden::N,зия́н,சேதாரம்
508,Unglück::N,зия́н,இடையூறு
509,Schuld::N,муворши,குற்றம்
510,Alter::N,эряф кизот,வயது
511,Alter::N,эряфонь пинге,வயது
512,Schluss::N,пе,முடிவு
513,Zeit::N,пинге,காலம்
514,Tag::N,ши,நாள்
515,Morgen::N,шобдава,காலை நேரம்
516,Mittag::N,шикучка,மதியம்
517,Abend::N,иля́дь,மாலைப் பொழுது
518,Nacht::N,ве,இரவு
519,Woche::N,недя́ля,வாரம்
520,Monat::N,ков,மாதம்
521,Jahr::N,киза,வருடம்
522,Frühling::N,тунда́,வசந்தம்
523,Sommer::N,киза,கோடை
524,Herbst::N,сёксе,இலையுதிர் காலம்
525,Winter::N,тяла,குளிர்காலம்
526,Januar::N,кельмеков,ஜனவரி
527,Februar::N,уфайков,பிபரவரி மாதம்
528,März::N,марайков,மார்ச் மாதம்
529,April::N,шудиков,ஏப்ரல் மாதம்
530,Mai::N,панжиков,மே மாதம்
531,Juni::N,лямбеков,ஜூன் மாதம்
532,Juli::N,псиков,ஜூலை மாதம்
533,August::N,сёроньков,ஆகஸ்ட் மாதம்
534,September::N,тюжягов,செப்டம்பர் மாதம்
535,Oktober::N,кельмазаков,அக்டோபர் மாதம்
536,November::N,эйндамков,நவம்பர் மாதம்
537,Dezember::N,кучкаков,டிசம்பர்
538,Montag::N,одговши,திங்கட் கிழமை
539,Dienstag::N,ша́вши,செவ்வாய்க்கிழமை
540,Mittwoch::N,вержи,புதன் கிழமை
541,Donnerstag::N,шува́ланя,வியாழக் கிழமை
542,Freitag::N,пя́денця,வெள்ளிக்கிழமை
543,Samstag::N,ёткши,சனிக்கிழமை
544,Sonntag::N,таргоши,ஞாயிறுக் கிழமை
545,groß::A,оцю,பெரிய
546,klein::A,ёмла,சிறிய
547,lang::A,кува́ка,நீண்ட
548,kurz::A,нюрьхкя́ня,குட்டையான
549,breit::A,кели,அகலமான
550,schmal::A,тяйня,குறுகலான
551,dicht::A,сиде,அடர்த்தியான
552,dicht::A,туста,அடர்த்தியான
553,dick[Gegenstand]::A,эчке,தடித்த
554,dünn::A,шува́ня,சன்னமான
555,fein::A,шува́ня,மெல்லிய
556,fest::A,кеме,உறுதியாள
557,flach::A,лапш,தட்டையான
558,glatt::A,вадяв,வழுவழுப்பான
559,glatt::A,такор,வழுவழுப்பான
560,hart::A,калгода,கடினமான
561,weich::A,ляпе,மென்மையான
562,rund::A,кру́глай,உருண்டையான
563,spitz::A,ботаз,திகந்தமாக
564,spitz::A,оржа,திகந்தமாக
565,scharf::A,оржа,கூரான
566,stumpf::A,ношка,உளம் திறந்த
567,schwer::A,стака,கனமான
568,schön::A,мазы,அழகான
569,heiß::A,пси,சூடான
570,warm::A,лямбе,இதமான
571,kalt::A,кельме,குளிர்ச்சியான
572,kühl::A,эше,குளிர்ச்சியான
573,frisch::A,свежай,சுத்தமான
574,feucht::A,летьке,ஈரமான
575,nass::A,начка,ஈரமான
576,trocken::A,коське,உலர்ந்த
577,voll::A,пяшксе,நிரம்பிய
578,leer::A,шава,காலியான
579,offen::A,панжада,திறந்த
580,offen::A,виде,திறந்த
581,geschlossen::A,пякстаф,மூடப்பட்ட
582,geschlossen::A,сёлгф,மூடப்பட்ட
583,sauber::A,ару,சுத்தமான
584,schmutzig::A,рда́зу,அழக்கான
585,schmutzig::A,пя́ндра,அழக்கான
586,roh::A,верок,கச்சா
587,reif::A,ке́нерьф,பழுத்த
588,lecker::A,танцти,சுவைமிக்க
589,süß::A,ламбама,இனிப்பான
590,bitter::A,сяпи,கசப்பான
591,sauer::A,шапама,புளிப்பாக
592,hell::A,валда,பளபளப்பான
593,dunkel::A,шобда,கருமையான
594,schwarz::A,равжа,கருப்பு வண்ண
595,weiß::A,акша,வெண்மையன
596,rot::A,якстерь,சிவப்பு
597,gelb::A,тюжя́,மஞ்சள் வண்ணம்
598,blau::A,сенем,நீல வண்ண
599,grün::A,пиже,பச்சை வண்ண
600,grün::A,сянгяря,பச்சை வண்ண
601,grau::A,уле,சாம்பல் நிற
602,bunt::A,сёрмав,வண்ண மயமான
603,billig::A,у́цез,மலிவான
604,billig::A,аф пи́тни,மலிவான
605,teuer::A,пи́тни,விலை அதிகமான
606,wertvoll::A,питни,மதிப்புள்ள
607,blind::A,сокор,பார்வையற்ற
608,taub::A,пярав,செவிடான
609,kräftig::A,пяк вии,வலிமையான
610,stark::A,вии,பலமான
611,schwach::A,лафча,பலவீனமான
612,fett::A,куя́,பருமனாக
613,schlank::A,виде ронга,ஒல்லியான
614,hübsch::A,мазы,அழகிய
615,böse::A,кяжи,கேடு விளைவிக்கும்
616,dumm::A,аф ёню,முட்டாள்தனமான
617,dumm::A,шава пря,முட்டாள்தனமான
618,faul::A,нола,சோம்பலான
619,fleißig::A,ку́лхцонды,ஊக்கந்தளராத
620,geizig::A,кирьжя,கஞேசத்தனமான
621,geizig::A,жаднай,கஞேசத்தனமான
622,klug::A,ёню,சாதுரியமான
623,klug::A,пря́ви,சாதுரியமான
624,geschickt::A,маштозь тиф,திறமையள்ள
625,lieb::A,цебярь,அன்புக்குரிய
626,lustig::A,ра́хси,களிப்புமிக்க
627,sanft::A,сетьме,சாதுவான
628,hungrig::A,вача,பசியுடன்
629,hungrig::A,вачеда,பசியுடன்
630,krank::A,сяряди,நோயுற்று
631,nackt::A,штада,ஆடையற்ற
632,nackt::A,кърхтапа,ஆடையற்ற
633,traurig::A,ла́жнай,சோகமான
634,lebendig::A,эряй,பிழைப்பு
635,gut::A,пара,நல்ல
636,gut::A,цебярь,நல்ல
637,schlecht::A,кальдяв,கெட்ட
638,richtig::A,виде,சரியான
639,schlimm::A,кальдяв,அருவருப்பான
640,wahr::A,афкуксонь,உண்மையான
641,alt::A,ташта,பழைய
642,neu::A,од,புதிய
643,ehemalig::A,и́нгольдень,முன்நாள்
644,alt[Lebewesen]::A,сире,வயதான
645,jung::A,од,இளமையான
646,arm::A,а́шу,ஏழ்மையான
647,reich::A,козя,செல்வம் படைத்த
648,bekannt::A,содаф,பழக்கப்பட்ட
649,berühmt::A,содавикс,புகழ்பெற்ற
650,fremd::A,лия,அயல் நாட்டு
651,fremd::A,аф содаф,அயல் நாட்டு
652,verschieden::A,аф фкя ла́цонь,வித்தியாசமான
653,nah::A,мала,பக்கத்தில் உள்ள
654,nah::A,аф ичкоздень,பக்கத்தில் உள்ள
655,fern::A,и́чкоздень,தொலை தூரத்தில்
656,fern::A,куна́рдонь,தொலை தூரத்தில்
657,linker::A,кержи,மீந்திருக்கும்
658,rechter::A,види,வலதுபக்கம்
659,anderer::A,лия,மற்ற
660,erster::A,васенце,முதனமையான
661,zweiter::A,омбоце,இரண்டாவது
662,dritter::A,колмоце,மூன்றாவது
663,letzter::A,ме́кольце,கடைசி
664,allein::ADV,ськамонза,தனியாக
665,auf einmal::ADV,вихцок,தடீரென்று
666,zusammen::ADV,марс,சேர்ந்து
667,zusammen::ADV,ма́рса,சேர்ந்து
668,lange::ADV,кува́тьс,அதிக நோம்
669,plötzlich::ADV,а́пак учт,தடீரென்று
670,sofort::ADV,тяникиге,உடனடியாக
671,später::ADV,ме́ле,பிறகு
672,jetzt::ADV,тяни,இப்பொழது
673,heute::ADV,тячи,இன்று
