,Concept_ID,bg,hr
154,Küste::N,крайбрежие,morska obala
155,Festland::N,суша,kopno
156,Meer::N,море,more
157,Bucht::N,залив,zaliv
158,Insel::N,остров,ada
159,Insel::N,остров,otok
160,Blume::N,цвете,cvijet
161,Gras::N,трева,trava
162,Wurzel::N,корен,korijen
163,Baum::N,дърво,drvo
164,Baum::N,дърво,stablo
165,Stamm::N,стъбло,deblo
166,Stamm::N,стъбло,stablo
167,Rinde::N,кора,kora
168,Ast::N,клон,grana
169,Zweig::N,клон,grana
170,Blatt::N,лист,list
171,Birke::N,бреза,breza
172,Kiefer[Baum]::N,бор,bor
173,Weide[Baum]::N,върба,iva
174,Weide[Baum]::N,върба,vŕba
175,Tanne::N,ела,jela
176,Horn::N,рог,rog
177,Feder::N,перо,pero
178,Fell::N,кожа,koža
179,Flügel::N,крило,krilo
180,Klaue::N,нокът,papak
181,Kralle::N,нокът,pandža
182,Schwanz::N,опашка,rep
183,Ei::N,яйце,jaje
184,Nest::N,гнездо,gnijezdo
185,Bau::N,дупка,jazbina
186,Tier::N,животно,životinja
187,Herde::N,стадо,krdo
188,Herde::N,стадо,stado
189,Kuh::N,крава,krava
190,Bulle::N,бик,bik
191,Pferd::N,кон,konj
192,Schaf::N,овца,ovca
193,Schwein::N,свиня,svinja
194,Hund::N,куче,pas
195,Hund::N,куче,pseto
196,Katze::N,котка,mačka
197,Bär::N,мечка,medvjed
198,Eichhörnchen::N,катерица,vjeverica
199,Elch::N,лос,los
200,Fuchs::N,лисица,lisica
201,Hase::N,заек,zec
202,Maus::N,мишка,miš
203,Wolf::N,вълк,vuk
204,Wolf::N,вълк,kurjak
205,Vogel::N,птица,ptica
206,Schwarm::N,рой,roj
207,Schwarm::N,рой,jato
208,Schwarm::N,рояк,roj
209,Schwarm::N,рояк,jato
210,Huhn::N,кокошка,kokoš
211,Hahn::N,петел,kokot
212,Hahn::N,петел,pijevac
213,Gans::N,гъска,guska
214,Adler::N,орел,orao
215,Ente::N,патица,patka
216,Eule::N,сова,sova
217,Kranich::N,жерав,ždral
218,Krähe::N,врана,vrana
219,Kuckuck::N,кукувица,kukavica
220,Schwan::N,лебед,labud
221,Fisch::N,риба,riba
222,Barsch::N,костур,grgeč
223,Hecht::N,щука,štuka
224,Schlange[Tier]::N,змия,guja
225,Schlange[Tier]::N,змия,zmija
226,Wurm::N,червей,crv
227,Spinne::N,паяк,pauk
228,Ameise::N,мравка,mrav
229,Laus::N,въшка,uš
230,Mücke::N,комар,komarac
231,Fliege::N,муха,muha
232,Schmetterling::N,пеперуда,leptir
233,Beere::N,плод,boba
234,Beere::N,плод,bobica
235,Apfel::N,ябълка,jabuka
236,Pilz::N,гъба,pečurka
237,Zwiebel::N,лук,luk
238,Zwiebel::N,лук,kapula
239,Zwiebel::N,кромид,luk
240,Zwiebel::N,кромид,kapula
241,Saat::N,семе,sjemenje
242,Korn::N,зърно,zrno
243,Heu::N,сено,sijeno
244,Schale::N,кора,kora
245,Schale::N,кора,ljuska
246,Grube::N,яма,jama
247,Grube::N,дупка,jama
248,Falle::N,примка,zamka
249,Falle::N,примка,klopka
250,Schlinge::N,клуп,uzao
251,Schlinge::N,клуп,petlja
252,Spur::N,диря,trag
253,Spur::N,диря,slijed
254,Spur::N,следа,trag
255,Spur::N,следа,slijed
256,Asche::N,пепел,pepeo
257,Dreck::N,кал,blato
258,Eisen::N,желязо,željezo
259,Gold::N,злато,zlato
260,Silber::N,сребро,srebro
261,Kohle::N,въглища,ugalj
262,Kohle::N,въглища,ugljen
263,Glas::N,стъкло,staklo
264,Lehm::N,глина,glina
265,Lehm::N,глина,ilovača
266,Sand::N,пясък,pijesak
267,Mensch::N,човек,čovjek
268,Mann::N,мъж,muškarac
269,Frau::N,жена,žena
270,Kind::N,дете,čedo
271,Kind::N,дете,dijete
272,Junge::N,момче,momče
273,Junge::N,момче,dječak
274,Mädchen::N,момиче,djevojka
275,Mädchen::N,момиче,djevojčica
276,Familie::N,фамилия,obitelj
277,Familie::N,фамилия,porodica
278,Familie::N,семейство,obitelj
279,Familie::N,семейство,porodica
280,Großvater::N,дядо,djed
281,Großmutter::N,баба,baka
282,Eltern::N,родители,roditelji
283,Vater::N,баща,otac
284,Mutter::N,майка,majka
285,Sohn::N,син,sin
286,Tochter::N,дъщеря,kći
287,Tochter::N,дъщеря,kćerka
288,Bruder::N,брат,brat
289,Schwester::N,сестра,sestra
290,Onkel::N,чичо,čika
291,Onkel::N,чичо,ujak
292,Onkel::N,вуйчо,čika
293,Onkel::N,вуйчо,ujak
294,Tante::N,леля,ujna
295,Tante::N,леля,tetka
296,Ehemann::N,съпруг,muž
297,Ehemann::N,съпруг,suprug
298,Ehefrau::N,съпруга,žena
299,Ehefrau::N,съпруга,supruga
300,Freude::N,радост,radost
301,Gelächter::N,смях,grohot
302,Glück::N,щастие,sreća
303,Kummer::N,тъга,jad
304,Kummer::N,тъга,briga
305,Wunsch::N,желание,želja
306,Lust::N,желание,volja
307,Geist::N,дух,duh
308,Gedanke::N,мисъл,misao
309,Gedächtnis::N,памет,pamćenje
310,Verstand::N,ум,um
311,Verstand::N,ум,razum
312,Verstand::N,разум,um
313,Verstand::N,разум,razum
314,Sinn::N,смисъл,smisao
315,Sinn::N,смисъл,značenje
316,Grund::N,причина,razlog
317,Wahrheit::N,правда,istina
318,Gespräch::N,разговор,razgovor
319,Märchen::N,приказка,bajka
320,Erzählung::N,разказ,priča
321,Erzählung::N,разказ,pripovijest
322,Nachricht::N,вест,vijest
323,Nachricht::N,известие,vijest
324,Neuigkeit::N,новина,novost
325,Name::N,име,ime
326,Rätsel::N,гатанка,zagonetka
327,Rede::N,реч,govor
328,Rede::N,реч,besjeda
329,Rede::N,слово,govor
330,Rede::N,слово,besjeda
331,Sprache::N,език,jezik
332,Stimme::N,глас,glas
333,Wort::N,дума,riječ
334,Zeichen::N,знак,znak
335,Ruf::N,зов,povik
336,Ruf::N,зов,poklik
337,Lärm::N,шум,buka
338,Lärm::N,шум,galama
339,Lärm::N,глъчка,buka
340,Lärm::N,глъчка,galama
341,Laut::N,звук,zvuk
342,Ton::N,тон,ton
343,Lied::N,песен,pjesma
344,Ruhe::N,тишина,tišina
345,Ruhe::N,тишина,počinak
346,Ruhe::N,спокойствие,tišina
347,Ruhe::N,спокойствие,počinak
348,Leute::N,хора,ljudi
349,Volk::N,народ,puk
350,Volk::N,народ,narod
351,Arbeit::N,труд,rad
352,Arbeit::N,труд,posao
353,Arbeit::N,работа,rad
354,Arbeit::N,работа,posao
355,Gast::N,гост,gost
356,Geschenk::N,дар,dar
357,Geschenk::N,дар,poklon
358,Geschenk::N,подарък,dar
359,Geschenk::N,подарък,poklon
360,Spiel::N,игра,igra
361,Gesellschaft::N,общество,društvo
362,Gesellschaft::N,общество,kompanija
363,Hilfe::N,помощ,pomoć
364,Freund::N,приятел,prijatelj
365,Kamerad::N,другар,drug
366,Kamerad::N,другар,drugar
367,Angelegenheit::N,работа,posao
368,Anzahl::N,брой,broj
369,Anzahl::N,брой,brojnost
370,Anzahl::N,количество,broj
371,Anzahl::N,количество,brojnost
372,Art::N,вид,vid
373,Art::N,вид,vrst
374,Stück::N,къс,komad
375,Stück::N,парче,komad
376,Teil::N,дял,dio
377,Teil::N,част,dio
378,Hälfte::N,половина,polovina
379,Kreis::N,кръг,krug
380,Kreuz::N,кръст,križ
381,Linie::N,черта,crta
382,Strich::N,щрих,crta
383,Strich::N,черта,crta
384,Abstand::N,дистанция,razmak
385,Abstand::N,дистанция,odstojanje
386,Abstand::N,разстояние,razmak
387,Abstand::N,разстояние,odstojanje
388,Entfernung::N,разстояние,udaljenost
389,Gegend::N,местност,kraj
390,Gegend::N,местност,predeo
391,Platz::N,място,mjesto
392,Ort::N,място,mjesto
393,Seite::N,страна,bok
394,Seite::N,страна,strana
395,Mitte::N,среда,sredina
396,Gegenstand::N,предмет,predmet
397,Sache::N,вещ,posao
398,Rand::N,ръб,rub
399,Rand::N,ръб,kraj
400,Kante::N,ръб,brid
401,Kante::N,ръб,ivica
402,Kante::N,кант,brid
403,Kante::N,кант,ivica
404,Ecke::N,ъгъл,ugao
405,Spitze::N,връх,vrh
406,Spitze::N,връх,šiljak
407,Spitze::N,острие,vrh
408,Spitze::N,острие,šiljak
409,Ende::N,край,konac
410,Loch::N,дупка,rupa
411,Winkel::N,кът,kut
412,Winkel::N,кът,ugao
413,Winkel::N,ъгъл,kut
414,Winkel::N,ъгъл,ugao
415,Muster::N,десен,uzor
416,Muster::N,образец,uzor
417,Größe::N,големина,veličina
418,Länge::N,дължина,duljina
419,Höhe::N,висота,visina
420,Höhe::N,височина,visina
421,Gewicht::N,тегло,težina
422,Gewicht::N,тежест,težina
423,Menge::N,количество,mnoštvo
424,Menge::N,количество,količina
425,Haufen::N,куп,hrpa
426,Haufen::N,куп,gomila
427,Haufen::N,грамада,hrpa
428,Haufen::N,грамада,gomila
429,Reihe::N,ред,red
430,Reihe::N,редица,red
431,Boot::N,лодка,čun
432,Boot::N,лодка,čamac
433,Ruder::N,весло,veslo
434,Ruder::N,гребло,veslo
435,Schlitten::N,шейна,saone
436,Ski::N,ски,ski
437,Ski::N,ски,smučka
438,Lagerfeuer::N,огнище,logorska vatra
439,Last::N,товар,tovar
440,Gang::N,ход,hod
441,Gang::N,вървеж,hod
442,Schritt::N,стъпка,korak
443,Norden::N,север,sjever
444,Süden::N,юг,jug
445,Westen::N,запад,zapad
446,Osten::N,изток,istok
447,Holz::N,дърво,drvo
448,Brett::N,дъска,daska
449,Stange::N,прът,motka
450,Stange::N,върлина,motka
451,Stock::N,прът,štap
452,Stock::N,прът,palica
453,Stock::N,тояга,štap
454,Stock::N,тояга,palica
455,Stab::N,прът,štap
456,Stab::N,прът,šipka
457,Rohr::N,цев,cijev
458,Rohr::N,тръба,cijev
459,Haus::N,къща,kuća
460,Heim::N,дом,dom
461,Ofen::N,печка,peć
462,Fußboden::N,под,pod
463,Tisch::N,маса,stol
464,Tisch::N,маса,trpeza
465,Stuhl::N,стол,stolac
466,Stuhl::N,стол,stolica
467,Wiege::N,люлка,kolijevka
468,Bett::N,легло,krevet
469,Bett::N,легло,postelja
470,Bett::N,креват,krevet
471,Bett::N,креват,postelja
472,Regal::N,рафт,polica
473,Regal::N,етажерка,polica
474,Kiste::N,кутия,sanduk
475,Kiste::N,сандък,sanduk
476,Fenster::N,прозорец,prozor
477,Tür::N,врата,vrata
478,Tor::N,врата,vrata
479,Tor::N,врата,kapija
480,Zaun::N,ограда,plot
481,Zaun::N,ограда,ograda
482,Dach::N,покрив,krov
483,Leiter::N,стълба,ljestve
484,Leiter::N,стълба,ljestvice
485,Besen::N,метла,metla
486,Spaten::N,лопата,ašov
487,Schaufel::N,лопата,lopata
488,Gabel::N,вилица,viljuška
489,Löffel::N,лъжица,žlica
490,Messer::N,нож,nož
491,Nagel::N,гвоздей,čavao
492,Netz::N,мрежа,mreža
493,Haken::N,кука,kuka
494,Haken::N,закачалка,kuka
495,Griff::N,ръчка,držak
496,Griff::N,ръчка,ručica
497,Griff::N,дръжка,držak
498,Griff::N,дръжка,ručica
499,Schloss::N,брава,brava
500,Schloss::N,ключалка,brava
501,Bild::N,картина,slika
502,Figur::N,фигура,figura
503,Puppe::N,кукла,lutka
504,Beutel::N,кесия,kesa
505,Bündel::N,връзка,snop
506,Bündel::N,връзка,svežanj
507,Tasche::N,чанта,torba
508,Tasche::N,чанта,taška
509,Eimer::N,кофа,kabao
510,Deckel::N,капак,poklopac
511,Deckel::N,похлупак,poklopac
512,Geschirr::N,съдове,suđe
513,Geschirr::N,съдове,posuđe
514,Sack::N,чувал,džak
515,Sack::N,чувал,vreća
516,Tasse::N,чаша,šalica
517,Topf::N,гърне,lonac
518,Topf::N,тенджера,lonac
519,Kessel::N,котел,kazan
520,Essen::N,ядене,obrok
521,Nahrung::N,храна,hrana
522,Speise::N,ястие,jelo
523,Fleisch::N,месо,meso
524,Getreide::N,зърнено храни,žito
525,Getreide::N,зърнено храни,žitarice
526,Brei::N,каша,kaša
527,Brot::N,хляб,kruh
528,Scheibe::N,резен,kriška
529,Fett::N,мазнина,mast
530,Fett::N,мазнина,salo
531,Butter::N,масло,buter
532,Butter::N,масло,maslac
533,Öl::N,олио,ulje
534,Öl::N,оливия,ulje
535,Salz::N,сол,sol
536,Suppe::N,супа,supa
537,Honig::N,мед,med
538,Milch::N,мляко,mlijeko
539,Tee::N,чай,čaj
540,Leder::N,кожа,koža
541,Wolle::N,вълна,vuna
542,Stoff::N,плат,štof
543,Stoff::N,плат,tkanina
544,Stoff::N,материал,štof
545,Stoff::N,материал,tkanina
546,Nadel::N,игла,igla
547,Faden::N,конец,nit
548,Faden::N,конец,konac
549,Knopf::N,копче,dugme
550,Knoten::N,възел,čvor
551,Knoten::N,възел,uzao
552,Farbe::N,боя,farba
553,Kleidung::N,дрехи,odjeća
554,Kleidung::N,облекло,odjeća
555,Hemd::N,риза,košulja
556,Kragen::N,яка,ovratnik
557,Ärmel::N,ръкав,rukav
558,Hose::N,панталони,hlače
559,Gürtel::N,пояс,pas
560,Gürtel::N,пояс,pojas
561,Gürtel::N,колан,pas
562,Gürtel::N,колан,pojas
563,Mütze::N,каскет,kapa
564,Mütze::N,фуражка,kapa
565,Schuh::N,обувка,cipela
566,Stiefel::N,ботуш,čizma
567,Ring::N,пръстен,prsten
568,Band::N,лента,vrpca
569,Band::N,връзка,vrpca
570,Kamm::N,гребен,češalj
571,Spiegel::N,огледало,zrcalo
572,Spiegel::N,огледало,ogledalo
573,Riemen::N,каиш,kaiš
574,Riemen::N,каиш,remen
575,Riemen::N,ремък,kaiš
576,Riemen::N,ремък,remen
577,Schnur::N,връв,vrpca
578,Leine::N,връв,uzica
579,Leine::N,въже,uzica
580,Decke::N,покривка,ćebe
581,Decke::N,покривка,pokrivač
582,Kissen::N,възглавница,jastuk
583,Tuch::N,сукно,rubac
584,Tuch::N,сукно,marama
585,Handtuch::N,пешкир,ručnik
586,Handtuch::N,кърпа за лице,ručnik
587,Kraft::N,мощ,snaga
588,Kraft::N,сила,snaga
589,Stärke::N,сила,jakost
590,Gesundheit::N,здраве,zdravlje
591,Krankheit::N,болест,bolest
592,Schmerz::N,болка,bol
593,Wunde::N,рана,rana
594,Fieber::N,треска,groznica
595,Fieber::N,температура,groznica
596,Arznei::N,лек,lijek
597,Arznei::N,лекарство,lijek
598,Brücke::N,мост,most
599,Brücke::N,мост,ćuprija
600,Brunnen::N,чешма,bunar
601,Brunnen::N,чешма,zdenac
602,Brunnen::N,кладенец,bunar
603,Brunnen::N,кладенец,zdenac
604,Weide::N,паша,paša
605,Weide::N,паша,pašnjak
606,Weide::N,пасище,paša
607,Weide::N,пасище,pašnjak
608,Pfad::N,пътека,staza
609,Weg::N,път,put
610,Straße::N,шосе,drum
611,Straße::N,шосе,cesta
612,Dorf::N,село,selo
613,Stadt::N,град,grad
614,Stadt::N,град,varoš
615,Brief::N,писмо,list
616,Brief::N,писмо,pismo
617,Buch::N,книга,knjiga
618,Buchstabe::N,буква,slovo
619,Zeitung::N,вестник,novine
620,Leben::N,живот,život
621,Tod::N,смърт,smrt
622,Grab::N,гроб,raka
623,Kirche::N,църква,crkva
624,Sünde::N,грях,grijeh
625,Gott::N,бог,bog
626,Arbeiter::N,работник,radnik
627,Chef::N,шеф,šef
628,Chef::N,началник,šef
629,Meister::N,майстор,majstor
630,Arzt::N,лекар,liječnik
631,Lehrer::N,учител,učitelj
632,Geld::N,пари,novac
633,Geschäft::N,сделка,posao
634,Geschäft::N,сделка,trgovina
635,Laden::N,дюкян,dućan
636,Laden::N,магазин,dućan
637,Preis::N,цена,cijena
638,Ware::N,стока,roba
639,Nutzen::N,полза,korist
640,Nutzen::N,облага,korist
641,Reichtum::N,богатство,bogatstvo
642,Welt::N,свят,svijet
643,Land::N,страна,zemlja
644,Staat::N,щат,država
645,Staat::N,държава,država
646,König::N,крал,kralj
647,Macht::N,мощ,moć
648,Macht::N,мощ,vlast
649,Macht::N,власт,moć
650,Macht::N,власт,vlast
651,Grenze::N,граница,granica
652,Krieg::N,война,rat
653,Feind::N,враг,neprijatelj
654,Feind::N,неприятел,neprijatelj
655,Gewalt::N,сила,sila
656,Gewalt::N,сила,nasilje
657,Gewalt::N,насилие,sila
658,Gewalt::N,насилие,nasilje
659,Kampf::N,борба,boj
660,Kampf::N,борба,borba
661,Kampf::N,сражение,boj
662,Kampf::N,сражение,borba
663,Bogen[Waffe]::N,лък,luk
664,Pfeil::N,стрела,strijela
665,Gewehr::N,пушка,puška
666,Fehler::N,грешка,pogreška
667,Fehler::N,грешка,griješka
668,Lüge::N,лъжа,laž
669,Schaden::N,повреда,šteta
670,Unglück::N,нещастие,nesreća
671,Schuld::N,вина,krivnja
672,Alter::N,възраст,dob
673,Schluss::N,край,kraj
674,Schluss::N,край,konac
675,Zeit::N,време,doba
676,Zeit::N,време,vrijeme
677,Tag::N,ден,dan
678,Morgen::N,утро,jutro
679,Morgen::N,сутрин,jutro
680,Mittag::N,обед,podne
681,Mittag::N,пладне,podne
682,Abend::N,вечер,veče
683,Abend::N,вечер,večer
684,Nacht::N,нощ,noć
685,Woche::N,седмица,sedmica
686,Monat::N,месец,mjesec
687,Jahr::N,година,godina
688,Frühling::N,пролет,proljeće
689,Sommer::N,лято,ljeto
690,Herbst::N,есен,jesen
691,Winter::N,зима,zima
692,Januar::N,януари,januar
693,Januar::N,януари,siječanj
694,Februar::N,февруари,veljača
695,Februar::N,февруари,februar
696,März::N,март,mart
697,März::N,март,ožujak
698,April::N,април,april
699,April::N,април,travanj
700,Mai::N,май,maj
701,Mai::N,май,svibanj
702,Juni::N,юни,juni
703,Juni::N,юни,lipanj
704,Juli::N,юли,juli
705,Juli::N,юли,srpanj
706,August::N,август,august
707,August::N,август,kolovoz
708,September::N,септември,rujan
709,September::N,септември,septembar
710,Oktober::N,октомври,oktobar
711,Oktober::N,октомври,listopad
712,November::N,ноември,studeni
713,November::N,ноември,novembar
714,Dezember::N,декември,prosinac
715,Montag::N,понеделник,ponedjeljak
716,Montag::N,понеделник,ponedjeljnik
717,Dienstag::N,вторник,utorak
718,Dienstag::N,вторник,utornik
719,Mittwoch::N,сряда,srijeda
720,Donnerstag::N,четвъртък,četvrtak
721,Freitag::N,петък,petak
722,Samstag::N,събота,subota
723,Sonntag::N,неделя,nedjelja
724,groß::A,едър,velik
725,groß::A,голям,velik
726,klein::A,малък,mali
727,klein::A,малък,malen
728,klein::A,дребен,mali
729,klein::A,дребен,malen
730,lang::A,дълъг,dug
731,lang::A,дълъг,dugačak
732,kurz::A,къс,kratak
733,breit::A,широк,širok
734,schmal::A,тесен,uski
735,schmal::A,тесен,uzak
736,dicht::A,гъст,gust
737,dick[Gegenstand]::A,дебел,debeo
738,dünn::A,тънък,tanak
739,fein::A,фин,fin
740,fein::A,фин,tanak
741,fein::A,тънък,fin
742,fein::A,тънък,tanak
743,fest::A,твърд,čvrst
744,fest::A,плътен,čvrst
745,flach::A,равен,ravan
746,flach::A,равен,plosnat
747,flach::A,плосък,ravan
748,flach::A,плосък,plosnat
749,glatt::A,гладък,gladak
750,hart::A,твърд,tvrd
751,hart::A,корав,tvrd
752,weich::A,мек,mek
753,weich::A,мек,mekan
754,rund::A,кръгъл,okrugao
755,spitz::A,островръх,oštar
756,spitz::A,островръх,šiljast
757,scharf::A,остър,oštar
758,scharf::A,остър,bridak
759,stumpf::A,тъп,tup
760,schwer::A,тежък,težak
761,schön::A,хубав,krasan
762,schön::A,красив,krasan
763,heiß::A,жарък,vruć
764,warm::A,топъл,topao
765,kalt::A,студен,hladan
766,kühl::A,хладен,hladan
767,frisch::A,свеж,svjež
768,feucht::A,влажен,vlažan
769,nass::A,мокър,mokar
770,trocken::A,сух,suh
771,voll::A,пълен,pun
772,leer::A,празен,prazan
773,offen::A,откровен,otvoren
774,geschlossen::A,закрит,zatvoren
775,geschlossen::A,затворен,zatvoren
776,sauber::A,чист,čist
777,schmutzig::A,мръсен,nečist
778,schmutzig::A,мръсен,blatan
779,roh::A,суров,sirov
780,reif::A,зрял,zreo
781,lecker::A,вкусен,tečan
782,lecker::A,вкусен,ukusan
783,süß::A,сладък,sladak
784,bitter::A,горчив,gorak
785,sauer::A,кисел,kiseo
786,hell::A,ясен,vedar
787,hell::A,ясен,svijetao
788,hell::A,светъл,vedar
789,hell::A,светъл,svijetao
790,dunkel::A,тъмен,taman
791,schwarz::A,черен,crn
792,weiß::A,бял,bio
793,weiß::A,бял,bijel
794,rot::A,червен,crven
795,gelb::A,жълт,žut
796,blau::A,син,plav
797,blau::A,син,modar
798,grün::A,зелен,zelen
799,grau::A,сив,siv
800,bunt::A,шарен,šaren
801,bunt::A,пъстър,šaren
802,billig::A,евтин,jeftin
803,teuer::A,скъп,skup
804,wertvoll::A,ценен,vrijedan
805,wertvoll::A,ценен,dragocjen
806,blind::A,сляп,slijep
807,taub::A,глух,gluh
808,kräftig::A,силен,snažan
809,stark::A,здрав,jak
810,stark::A,здрав,snažan
811,stark::A,силен,jak
812,stark::A,силен,snažan
813,schwach::A,слаб,slab
814,fett::A,тлъст,pretio
815,schlank::A,тънък,vitak
816,schlank::A,строен,vitak
817,hübsch::A,хубав,zgodan
818,böse::A,зъл,zao
819,böse::A,зъл,opak
820,dumm::A,глупав,glup
821,faul::A,ленив,lijen
822,faul::A,мързелив,lijen
823,fleißig::A,прилежен,radin
824,fleißig::A,прилежен,marljiv
825,geizig::A,скъпернически,škrt
826,klug::A,умен,razborit
827,klug::A,разумен,razborit
828,geschickt::A,умел,vješt
829,geschickt::A,сръчен,vješt
830,lieb::A,мил,drag
831,lieb::A,драг,drag
832,lustig::A,весел,veseo
833,sanft::A,нежен,blag
834,sanft::A,кротък,blag
835,hungrig::A,гладен,gladan
836,krank::A,болен,bolestan
837,nackt::A,гол,nag
838,traurig::A,тъжен,tužan
839,traurig::A,тъжен,žalostan
840,traurig::A,печален,tužan
841,traurig::A,печален,žalostan
842,lebendig::A,жив,živ
843,gut::A,добър,dobar
844,schlecht::A,лош,loš
845,schlecht::A,лош,rđav
846,richtig::A,правилен,tačan
847,richtig::A,правилен,ispravan
848,schlimm::A,лош,zao
849,schlimm::A,лош,zločest
850,wahr::A,верен,istinit
851,wahr::A,истински,istinit
852,alt::A,стар,star
853,alt::A,древен,star
854,neu::A,нов,nov
855,ehemalig::A,бивш,bivši
856,alt[Lebewesen]::A,стар,star
857,jung::A,млад,mlad
858,arm::A,беден,ubog
859,arm::A,беден,siromašan
860,reich::A,богат,bogat
861,bekannt::A,познат,poznat
862,bekannt::A,известен,poznat
863,berühmt::A,почут,čuven
