,Concept_ID,pt,kv
819,vor::PRP,diante de,одзас
820,hinter::PRP,atrás de,бӧрӧ
821,unter::PRP,sob,увтын
822,unter::PRP,debaixo de,увтын
823,durch::PRP,por,пыр
824,durch::PRP,através de,пыр
825,neben::PRP,junto de,бокам
826,neben::PRP,junto de,боксиным
827,neben::PRP,ao lado de,бокам
828,neben::PRP,ao lado de,боксиным
829,zwischen::PRP,entre,коласас
830,wegen::PRP,por,понда
831,wegen::PRP,por causa de,понда
832,dies::PRN,isto,эта
833,das::PRN,isso,сiя
834,das::PRN,aquilo,сiя
835,alles::PRN,todo,быдӧс
836,ich::PRN,eu,ме
837,du::PRN,tu,тэ
838,er::PRN,ele,сiя
839,wir::PRN,nós,мийӧ
840,ihr::PRN,vós,ті
841,ihr::PRN,vocês,ті
842,sie::PRN,eles,нія
843,was::FPRN,quê,мый
844,wer::FPRN,quem,кин
845,wo::FADV,onde,кытӧн
846,wohin::FADV,aonde,кытчӧ
847,wohin::FADV,para onde,кытчӧ
848,wie::FADV,como,дзик
849,warum::FADV,porquê,мыля
850,warum::FADV,porquê,мыйсянь
851,warum::FADV,por que,мыля
852,warum::FADV,por que,мыйсянь
853,wieviel::FNUM,quanto,мымда
854,eins::NUM,um,ӧт
855,zwei::NUM,dois,кык
856,drei::NUM,três,куим
857,vier::NUM,quatro,нёль
858,fünf::NUM,cinco,вит
859,sechs::NUM,seis,квать
860,sieben::NUM,sete,сизим
861,acht::NUM,oito,кыкьямыс
862,neun::NUM,nove,ӧкмыс
863,zehn::NUM,dez,дас
864,elf::NUM,onze,дасотік
865,zwölf::NUM,doze,даскык
866,zwanzig::NUM,vinte,кыкдас
867,dreißig::NUM,trinta,куимдас
868,vierzig::NUM,quarenta,нёльдас
869,fünfzig::NUM,cinquenta,витдас
870,sechzig::NUM,sessenta,кватьдас
871,siebzig::NUM,setenta,сизимдас
872,achtzig::NUM,oitenta,кыкьямысдас
873,neunzig::NUM,noventa,ӧкмысдас
874,hundert::NUM,cem,сто
875,hundert::NUM,cento,сто
876,tausend::NUM,mil,тысяча
877,und::CNJ,e,и
878,und::CNJ,e,да
879,oder::CNJ,ou,или
880,stehen::V,estar em pé,сулавны
881,sitzen::V,estar sentado,пукавны
882,liegen::V,jazer,куйлыны
883,liegen::V,estar deitado,куйлыны
884,hängen::V,pender,ӧшавны
885,hängen::V,estar pendurado,ӧшавны
886,werden::V,tornar-se,лоны
887,passieren::V,acontecer,аркмыны
888,beginnen::V,começar,петны
889,enden::V,acabar,-сь
890,enden::V,acabar,бырны
891,enden::V,terminar,-сь
892,enden::V,terminar,бырны
893,wechseln::V,variar,вежсьыны
894,wechseln::V,alternar,вежсьыны
895,aufgehen[Sonne]::V,nascer,петавны
896,untergehen[Sonne]::V,pôr-se,пуксьыны
897,scheinen[Sonne]::V,brilhar,югьявны
898,donnern::V,trovejar,гымавны
899,wehen::V,soprar,пӧлявны
900,strömen::V,correr,киссьыны
901,fließen::V,fluir,визывтны
902,sich drehen::V,girar,бергавны
903,schwanken::V,oscilar,кӧвьясьны
904,schwingen::V,vibrar,дюттясьны
905,fallen::V,cair,усьны
906,brennen::V,arder,сотчыны
907,rauchen::V,fumegar,тшынасьны
908,regnen::V,chover,зэрны
909,gefrieren::V,gelar,гегдыны
910,gefrieren::V,congelar,гегдыны
911,tauen::V,derreter,сывны
912,tauen::V,descongelar,сывны
913,schmelzen::V,fundir-se,сывны
914,trocknen::V,secar,косьмыны
915,sieden::V,ferver,пизьны
916,faulen::V,estragar-se,нёльзьыны
917,verfaulen::V,apodrecer,тӧрмыны
918,verfaulen::V,apodrecer,сiсьмыны
919,reißen::V,romper-se,косясьны
920,versinken::V,afundar-se,вӧйны
921,vergehen::V,passar,мунны
922,erscheinen::V,aparecer,мыччисьны
923,verschwinden::V,desaparecer,ӧшны
924,sinken::V,descer,ямны
925,abnehmen::V,diminuir,ямны
926,abnehmen::V,decrescer,ямны
927,zunehmen::V,crescer,паськавны
928,zunehmen::V,aumentar,паськавны
929,steigen::V,subir,лэбтiсьны
930,wachsen::V,crescer,быдмыны
931,glänzen::V,brilhar,свиттявны
932,funkeln::V,cintilar,югйовтлыны
933,funkeln::V,cintilar,югйӧв-керны
934,lärmen::V,fazer barulho,чавзыны
935,läuten::V,chocalhar,диньгыны
936,klingeln::V,tocar,силькӧтны
937,klirren::V,tinir,жольӧтны
938,brausen::V,bramar,гуасьны
939,rauschen::V,murmurar,кышӧтны
940,rauschen::V,rumorejar,кышӧтны
941,klingen::V,soar,горавны
942,bellen::V,ladrar,увтны
943,bellen::V,ladrar,вувтны
944,heulen::V,uivar,уннявны
945,blasen::V,soprar,пӧлявны
946,pfeifen::V,assobiar,пиксыны
947,schreien::V,gritar,айзыны
948,stöhnen::V,gemer,ойзыны
949,stöhnen::V,gemer,ружтыны
950,zittern::V,tremer,легьявны
951,leben::V,viver,овны
952,geboren werden::V,nascer,шогмыны
953,atmen::V,respirar,лолавны
954,trinken::V,beber,юны
955,essen::V,comer,сёйны
956,schlucken::V,engolir,ньылавны
957,müde werden::V,cansar-se,мыдзны
958,einschlafen::V,adormecer,ланьтны
959,schlafen::V,dormir,узьны
960,aufwachen::V,acordar,саймыны
961,aufwachen::V,acordar,пальмыны
962,aufstehen::V,levantar-se,сувтны
963,sich erholen::V,descansar,шоччисьлыны
964,krank werden::V,adoecer,моржитны
965,krank werden::V,ficar doente,моржитны
966,krank sein::V,estar doente,шогавны
967,krank sein::V,estar doente,визьӧтны
968,schmerzen::V,doer,висьны
969,husten::V,tossir,кашляйтны
970,genesen::V,convalescer,бурдны
971,sterben::V,morrer,кувны
972,umkommen::V,perecer,вийсьыны
973,sich bewegen::V,mover-se,локны
974,sich bewegen::V,mover-se,ветлӧтны
975,sich rühren::V,mexer-se,вӧрзьӧтчыны
976,sich erheben::V,levantar-se,сувтны
977,sich setzen::V,sentar-se,пуксьыны
978,hinfallen::V,cair,пӧрласьны
979,laufen::V,andar,мунны
980,laufen::V,caminhar,мунны
981,schreiten::V,andar,тальччавны
982,schreiten::V,caminhar,тальччавны
983,spazierengehen::V,passear,котрасьны
984,eilen::V,apressar-se,тэрмасьны
985,sich beeilen::V,apressar-se,тэрмасьны
986,sich beeilen::V,despachar-se,тэрмасьны
987,sausen::V,correr,вирдавны-котӧртны
988,rennen::V,correr,
989,springen::V,saltar,чеччавны
990,klettern::V,trepar,кышасьны
991,schaukeln::V,baloiçar,чурликасьны
992,kriechen::V,rastejar,кыскасьны-мунны
993,kriechen::V,arrastar-se,кыскасьны-мунны
994,schwimmen::V,nadar,вартчыны
995,tauchen::V,mergulhar,сунгисьны ваӧ
996,rudern::V,remar,сынны
997,fahren::V,ir,мунны
998,fliegen::V,voar,лэбавны
999,gehen::V,ir,мунны
1000,gehen::V,andar,мунны
1001,weggehen::V,partir,мунны
1002,weggehen::V,ir-se embora,мунны
1003,abfahren::V,sair,иньдӧтчыны
1004,abfahren::V,sair,мунны
1005,abfahren::V,partir,иньдӧтчыны
1006,abfahren::V,partir,мунны
1007,anhalten::V,parar,сувтны
1008,hineingehen::V,entrar,пырны
1009,eintreten::V,entrar,пырны
1010,kommen::V,vir,локны
1011,ankommen::V,chegar,локны
1012,zurückkommen::V,voltar,бертны
1013,zurückkommen::V,voltar,панӧвтсьыны
1014,zurückkommen::V,regressar,бертны
1015,zurückkommen::V,regressar,панӧвтсьыны
1016,bleiben::V,ficar,кольччыны
1017,bleiben::V,permanecer,кольччыны
1018,warten::V,esperar,видзчисьны
1019,erwarten::V,esperar,видзчисьны
1020,erwarten::V,aguardar,видзчисьны
1021,suchen::V,buscar,кошшыны
1022,suchen::V,procurar,кошшыны
1023,finden::V,achar,адззыны
1024,finden::V,encontrar,адззыны
1025,versuchen::V,tentar,пондыны
1026,versuchen::V,tentar,пондӧтны
1027,vorbereiten::V,preparar,лӧсьӧтны
1028,lieben::V,amar,милуйтны
1029,lieben::V,querer,милуйтны
1030,mögen::V,gostar de,радейтны
1031,lachen::V,rir,серавны
1032,lachen::V,rir-se,серавны
1033,rühren::V,comover,сьӧлӧм вӧрзьӧтны
1034,weinen::V,chorar,горзыны
1035,schimpfen::V,ralhar,видчыны
1036,sich ärgern::V,zangar-se,лёкавны
1037,sich fürchten::V,ter medo de,повны
1038,sich fürchten::V,ter receio de,повны
1039,fürchten::V,temer,повны
1040,fürchten::V,recear,повны
1041,fliehen::V,fugir,пышшыны
1042,flüchten::V,refugiar-se,пышшыны
1043,sehen::V,ver,адззыны
1044,anschauen::V,olhar,видзӧтны
1045,ansehen::V,mirar,видзӧтны
1046,hören::V,ouvir,кывны
1047,zuhören::V,escutar,кывзыны
1048,probieren::V,provar,пешлыны
1049,probieren::V,saborear,пешлыны
1050,riechen::V,cheirar,дукавны
1051,fühlen::V,sentir,кывны
1052,scheinen::V,parecer,декуйтчыны
1053,zu sehen sein::V,estar à vista,тыдавны
1054,vernehmen::V,ouvir,тӧдмавны
1055,frieren::V,ter frio,гегдыны
1056,tun::V,fazer,керны
1057,können::V,saber,вермыны
1058,wollen::V,querer,мӧдны
1059,anfangen::V,iniciar,петны
1060,beenden::V,acabar,ештӧтны
1061,beenden::V,acabar,керыштны
1062,beenden::V,terminar,ештӧтны
1063,beenden::V,terminar,керыштны
1064,aufhören::V,cessar,дугдыны
1065,aufhören::V,desistir,дугдыны
1066,gelingen::V,sair bem,шогмыны
1067,gelingen::V,dar bom resultado,шогмыны
1068,geraten::V,sair,мыччисьны
1069,geraten::V,dar resultado,мыччисьны
1070,öffnen::V,abrir,осьтны
1071,schließen::V,fechar,пӧднавны
1072,stellen::V,pôr,сувтӧтны
1073,stellen::V,colocar,сувтӧтны
1074,setzen::V,pôr,пуксьӧтны
1075,setzen::V,meter,пуксьӧтны
1076,legen::V,pôr,пуктыны
1077,legen::V,meter,пуктыны
1078,berühren::V,tocar,вӧрзьӧтны
1079,verbinden::V,unir,йитны
1080,verbinden::V,ligar,йитны
1081,bedecken::V,cobrir,вевттьыны
1082,aufhängen::V,pendurar,ӧшӧтны
1083,anzünden::V,acender,ӧзтыны
1084,aufheben::V,apanhar,лэбтыны
1085,aufheben::V,levantar,лэбтыны
1086,zurücklassen::V,deixar,кольны
1087,verlieren::V,perder,ӧштыны
1088,fallen lassen::V,deixar cair,уськӧтны
1089,machen::V,fazer,керны
1090,herstellen::V,produzir,вӧчны
1091,bauen::V,edificar,строитны
1092,bauen::V,construir,строитны
1093,reparieren::V,reparar,вочны
1094,reparieren::V,consertar,вочны
1095,verbessern::V,melhorar,бурсьӧтны
1096,ändern::V,mudar,вежны
1097,ändern::V,alterar,вежны
1098,graben::V,cavar,гарйыны
1099,beugen::V,curvar,кусіньтны
1100,biegen::V,vergar,чукыльтыштны
1101,drehen::V,girar,бергӧтны
1102,wenden::V,virar,бергӧтны
1103,wenden::V,voltar,бергӧтны
1104,umdrehen::V,virar,бергӧтны
1105,umdrehen::V,revolver,бергӧтны
1106,heben::V,levantar,лэбтыны
1107,hochheben::V,erguer,лэбтыны
1108,hochheben::V,levantar,лэбтыны
1109,ergreifen::V,apanhar,кватитны
1110,halten::V,segurar,видзны
1111,drücken::V,apertar,личкыны
1112,schieben::V,empurrar,тойлавны
1113,kratzen::V,raspar,шаркӧтны
1114,lecken::V,lamber,нювны
1115,beißen::V,morder,йирны
1116,abreißen::V,arrancar,орӧтны
1117,abschneiden::V,talhar,шӧрыштны
1118,abschneiden::V,talhar,вундыштны
1119,binden::V,ligar,гӧрдззыны
1120,stecken::V,meter,мӧртны
1121,stecken::V,enfiar,мӧртны
1122,brechen::V,romper,жугдыны
1123,brechen::V,quebrar,жугдыны
1124,klopfen::V,bater,зукӧтны
1125,hauen::V,bater,желльыны
1126,kleben::V,colar,лякӧтны
1127,reiben::V,esfregar,зыртны
1128,streichen::V,barrar,мавтны
1129,schleifen::V,afiar,кыскыны
1130,schneiden::V,cortar,вундавны
1131,rütteln::V,sacudir,шатлавны
1132,schütteln::V,abanar,зыбӧтны
1133,schütteln::V,sacudir,зыбӧтны
1134,schwenken::V,agitar,ӧвтны
1135,schwenken::V,agitar,макайтны
1136,schütten::V,deitar,кисьтны
1137,füllen::V,encher,тыртны
1138,füllen::V,encher,тырсьӧтны
1139,einwickeln::V,envolver,тубны
1140,einwickeln::V,embrulhar,тубны
1141,tragen::V,levar,новйӧтны
1142,tragen::V,trazer,новйӧтны
1143,schleppen::V,arrastar,кыскыны
1144,ziehen::V,puxar,кыскыны
1145,aufbewahren::V,guardar,видзны
1146,aufbewahren::V,conservar,видзны
1147,werfen::V,lançar,шентывлыны
1148,fangen::V,apanhar,кутны
1149,packen::V,agarrar,кутасьны
1150,packen::V,agarrar,кватитны
1151,verstecken::V,esconder,дзебны
1152,teilen::V,partir,торйӧтны
1153,teilen::V,dividir,торйӧтны
1154,schicken::V,enviar,иньдыны
1155,bringen::V,trazer,вайны
1156,hinzufügen::V,acrescentar,содтыны
1157,bekommen::V,obter,получитны
1158,erhalten::V,receber,получитны
1159,nehmen::V,tomar,босьтны
1160,wählen::V,eleger,бӧрйыны
1161,wählen::V,escolher,бӧрйыны
1162,auswählen::V,escolher,бӧрйыны
1163,auswählen::V,seleccionar,бӧрйыны
1164,bewahren::V,guardar,видзны
1165,bewahren::V,conservar,видзны
1166,behindern::V,impedir,падтыны
1167,verderben::V,estragar,изводавны
1168,verderben::V,corromper,изводавны
1169,beschädigen::V,danificar,паздыны
1170,zerbrechen::V,romper,паздыны
1171,zerbrechen::V,quebrar,паздыны
1172,zerreißen::V,rasgar,косявны
1173,zerstören::V,destruir,паздыны
1174,verbrennen::V,queimar,сотны
1175,geben::V,dar,сетны
1176,reichen::V,passar,сетны
1177,schenken::V,oferecer,козьнавны
1178,versprechen::V,prometer,кӧсйыны
1179,wünschen::V,desejar,бурсьыны
1180,loben::V,louvar,ошкыны
1181,küssen::V,beijar,окавны
1182,wiegen::V,embalar,тюттьӧтны
1183,zudecken::V,tapar,вевттьыны
1184,zudecken::V,cobrir,вевттьыны
1185,wecken::V,acordar,саймӧтны
1186,wecken::V,despertar,саймӧтны
1187,zeigen::V,mostrar,мыччавны
1188,führen::V,guiar,нуӧтны
1189,führen::V,conduzir,нуӧтны
1190,lehren::V,ensinar,велӧтны
1191,unterrichten::V,instruir,велӧтны
1192,aufziehen::V,criar,быдтыны
1193,leiten::V,dirigir,юравны
1194,leiten::V,dirigir,веськӧтлыны
1195,leiten::V,conduzir,юравны
1196,leiten::V,conduzir,веськӧтлыны
1197,antreiben::V,impelir,тэрмӧтны
1198,lassen::V,fazer,-ӧтыны
1199,einladen::V,convidar,корны
1200,vereinigen::V,unir,ӧтувтны
1201,vereinigen::V,unir,ӧтлаавны
1202,vereinigen::V,reunir,ӧтувтны
1203,vereinigen::V,reunir,ӧтлаавны
1204,besuchen::V,ir ver,пыравлыны
1205,besuchen::V,visitar,пыравлыны
1206,treffen::V,encontrar,пантавны
1207,sich versammeln::V,reunir-se,ӧксьыны
1208,spielen::V,jogar,орсны
1209,spielen::V,brincar,орсны
1210,singen::V,cantar,сьывны
1211,tanzen::V,bailar,йӧктыны
1212,sich trennen::V,apartar-se,торьясьны
1213,verlassen::V,deixar,кольны
1214,verlassen::V,abandonar,кольны
1215,retten::V,salvar,мынтны
1216,bewachen::V,vigiar,смекайтны
1217,bewachen::V,guardar,смекайтны
1218,schützen::V,proteger,дорйыны
1219,verteidigen::V,defender,дорйыны
1220,sich schlagen::V,brigar,тышкасьны
1221,sich schlagen::V,bater-se,тышкасьны
1222,schießen::V,disparar,лыйны
1223,siegen::V,vencer,вермыны
1224,ärgern::V,irritar,лӧгӧтны
1225,ärgern::V,aborrecer,лӧгӧтны
1226,schlagen::V,bater,базнитны
1227,treten::V,pisar,чужьявны
1228,stechen::V,picar,бытшкыны
1229,stoßen::V,empurrar,тапкыны
1230,stoßen::V,empurrar,тойыштны
1231,stehlen::V,furtar,гусявны
1232,stören::V,perturbar,костіавны
1233,belästigen::V,incomodar,назыляйтны
1234,belästigen::V,importunar,назыляйтны
1235,verbergen::V,ocultar,дзебны
1236,verbergen::V,esconder,дзебны
1237,täuschen::V,iludir,бӧбӧтны
1238,täuschen::V,iludir,пӧрьявны
1239,täuschen::V,enganar,бӧбӧтны
1240,täuschen::V,enganar,пӧрьявны
1241,betrügen::V,burlar,муклачитны
1242,betrügen::V,enganar,муклачитны
1243,töten::V,matar,вийны
1244,wohnen::V,morar,овны
1245,arbeiten::V,trabalhar,уджавны
1246,sammeln::V,recolher,ӧктыны
1247,sammeln::V,coleccionar,ӧктыны
1248,pflücken::V,colher,судзлавны
1249,jagen::V,caçar,вӧравны
1250,fischen::V,pescar,чериавны
1251,fassen::V,apanhar,кутны
1252,hüten::V,guardar,вердны
1253,hüten::V,guardar,йирсьӧтны
1254,treiben::V,conduzir,вашӧтны
1255,anbinden::V,atar,кӧртавны
1256,füttern::V,dar de comer a,вердны
1257,melken::V,ordenhar,высьтыны
1258,melken::V,ordenhar,чилькӧтны
1259,hacken::V,rachar,керавны
1260,gießen::V,regar,киськавны
1261,reifen::V,amadurecer,кисьмыны
1262,zubereiten::V,preparar,лӧсьӧтны
1263,kochen::V,cozer,пуны
1264,backen::V,cozer,пӧжавны
1265,braten::V,assar,жаритны
1266,braten::V,fritar,жаритны
1267,umrühren::V,remexer,соравны
1268,stricken::V,tricotar,домавны
1269,stricken::V,fazer malha,домавны
1270,nähen::V,coser,вурны
1271,nähen::V,costurar,вурны
1272,färben::V,tingir,краситны
1273,färben::V,colorir,краситны
1274,reinigen::V,limpar,весӧтны
1275,reinigen::V,purificar,весӧтны
1276,waschen::V,lavar,пеславны
1277,abwischen::V,limpar,чышкыны
1278,abwischen::V,esfregar,чышкыны
1279,spülen::V,lavar,гывьявны
1280,spülen::V,enxaguar,гывьявны
1281,fegen::V,varrer,чышкыны
1282,kehren::V,varrer,чышкыны
1283,baden::V,banhar,купайтчыны 
1284,baden::V,tomar banho,купайтчыны 
1285,sich waschen::V,lavar-se,миссьыны
1286,ausziehen::V,despir,гыжтӧтны
1287,ausziehen::V,despir,пӧрччавны
1288,anziehen::V,vestir,пасьтавны
1289,sich anziehen::V,vestir-se,пасьтасьны
1290,kämmen::V,pentear,сынавны
1291,schmücken::V,adornar,баситны
1292,sagen::V,dizer,висьтавны
1293,sprechen::V,falar,шуны
1294,reden::V,falar,баитны
1295,sich unterhalten::V,conversar,сёрнитны
1296,fragen::V,perguntar,юавны
1297,bitten::V,pedir,корны
1298,erzählen::V,contar,висьтавны
1299,mitteilen::V,comunicar,висьтавны
1300,mitteilen::V,participar,висьтавны
1301,nennen::V,nomear,нимтны
1302,nennen::V,apelidar,нимтны
1303,rufen::V,chamar,китсавны
1304,rufen::V,chamar,корны
1305,rufen::V,chamar,чукӧстны
1306,prahlen::V,gabar-se,ошшасьны
1307,prahlen::V,vangloriar-se,ошшасьны
1308,übersetzen::V,traduzir,вуджӧтны
1309,denken::V,pensar,чайтны
1310,glauben::V,crer,веритны
1311,bemerken::V,notar,казявны
1312,bemerken::V,observar,казявны
1313,erkennen::V,reconhecer,тӧдсавны
1314,begreifen::V,apreender,вежӧртны
1315,begreifen::V,compreender,вежӧртны
1316,verstehen::V,entender,кывны
1317,verstehen::V,compreender,кывны
1318,lernen::V,aprender,велӧтчыны
1319,wissen::V,saber,тӧдны
1320,sich erinnern an::V,lembrar-se de,касьтывны
1321,sich erinnern an::V,recordar-se de,касьтывны
1322,vergessen::V,esquecer,вунӧтны
1323,messen::V,medir,меряйтны
1324,zählen::V,contar,лыддьыны
1325,rechnen::V,calcular,лыддьыны
1326,lesen::V,ler,лыддьӧтны
1327,malen::V,pintar,
1328,zeichnen::V,desenhar,гижмавны
1329,schreiben::V,escrever,гижны
1330,besitzen::V,possuir,лоны
1331,kaufen::V,comprar,небны
1332,verkaufen::V,vender,вузавны
1333,bezahlen::V,pagar,вештыны
1334,zahlen::V,pagar,вештыны
1335,beherrschen::V,imperar,
1336,ertragen::V,suportar,терпитны
