,Concept_ID,ko,ca
853,sich rühren::V,움직이다,moure's
854,sich erheben::V,이러서다,aixecar-se
855,sich setzen::V,앉히다,asseure's
856,hinfallen::V,넘어지다,caure's
857,laufen::V,걷다,caminar
858,schreiten::V,보행하다,procedir
859,spazierengehen::V,산보하다,passejar
860,eilen::V,서둘다,anar corrent
861,sich beeilen::V,서둘게하다,afanyar-se
862,sausen::V,서들러 떠나다,córrer
863,rennen::V,달리다,córrer
864,springen::V,도약하다,saltar
865,klettern::V,갑겨오르다,escalar
866,schaukeln::V,흔들리게하다,gronxar-se
867,schaukeln::V,흔들리게하다,balancejar-se
868,kriechen::V,기다,reptar
869,kriechen::V,기다,arrossegar-se
870,schwimmen::V,헤엄치다,nadar
871,tauchen::V,잠기다,bussejar
872,tauchen::V,잠기다,submergir-se
873,rudern::V,물을헤치다,remar
874,fahren::V,가다,anar
875,fahren::V,나르다,anar
876,fliegen::V,날다,volar
877,gehen::V,가다,caminar
878,weggehen::V,팔리다,anar-se'n
879,abfahren::V,출발하다,partir
880,anhalten::V,멈추다,aturar-se
881,hineingehen::V,(그리로)가다,entrar
882,eintreten::V,들러가다,entrar
883,kommen::V,오다,venir
884,ankommen::V,고챀하다,arribar
885,zurückkommen::V,보기,tornar
886,bleiben::V,체류,quedar-se
887,warten::V,기다리다,esperar
888,erwarten::V,기대하다,esperar
889,suchen::V,찾다,buscar
890,suchen::V,구하다,buscar
891,finden::V,찾아내다,trobar
892,versuchen::V,시험하다,intentar
893,vorbereiten::V,재비하다,preparar
894,lieben::V,사랑하다,estimar
895,mögen::V,줗아하다,agradar a
896,lachen::V,웃다,riure
897,rühren::V,건드리다,commoure
898,rühren::V,건드리다,emocionar
899,weinen::V,울다,plorar
900,schimpfen::V,꾸짖다,renyar
901,sich ärgern::V,화를내게 하다,enfadar-se
902,sich fürchten::V,두려원하다,tenir por
903,fürchten::V,두려원하다,témer
904,fliehen::V,도망치다,fugir
905,flüchten::V,도주하다,refugiar-se
906,sehen::V,보다,veure
907,anschauen::V,바라보다,mirar
908,ansehen::V,바라보다,mirar
909,hören::V,듣다,oir
910,zuhören::V,듣다,escoltar
911,probieren::V,시식하다,provar
912,riechen::V,내새를맡다,olorar
913,fühlen::V,느끼다,sentīr
914,scheinen::V,...것같다,semblar
915,zu sehen sein::V,보이는,poder-se veure
916,vernehmen::V,듣다,percebre
917,vernehmen::V,들어서일다,percebre
918,frieren::V,춥다,tenir fred
919,tun::V,하다,fer
920,können::V,할주릴다,poder
921,wollen::V,바라다,voler
922,anfangen::V,시작하다,iniciar
923,beenden::V,다하다,acabar
924,aufhören::V,그만두다,deixar
925,gelingen::V,성국하다,sortir bé
926,geraten::V,잘되어가다,sortir
927,öffnen::V,열다,obrir
928,schließen::V,추측하다,tancar
929,stellen::V,세우다,posar
930,stellen::V,세우다,col·locar
931,setzen::V,놓다,assentar
932,legen::V,눕히다,posar
933,berühren::V,대다,tocar
934,verbinden::V,옝열하다,unir
935,verbinden::V,옝열하다,connectar
936,bedecken::V,덮다,tapar
937,bedecken::V,덮다,cobrir
938,aufhängen::V,매달다,penjar
939,anzünden::V,점화하다,encendre
940,aufheben::V,위로올리다,aixecar
941,zurücklassen::V,튀에남기다,deixar
942,verlieren::V,잃다,pērdre
943,fallen lassen::V,떨어뜨리다,deixar caure
944,machen::V,하다,fer
945,herstellen::V,제조하다,producir
946,bauen::V,짓다,construir
947,reparieren::V,수셩자다,reparar
948,verbessern::V,정정하다,millorar
949,ändern::V,바꾸다,canviar
950,graben::V,파다,cavar
951,beugen::V,구부리다,doblegar
952,biegen::V,굽히다,corbar
953,biegen::V,굽히다,arquejar
954,drehen::V,회전,girar
955,wenden::V,회전시키다,girar
956,umdrehen::V,회전시키다,voltar
957,heben::V,일으아키다,pujar
958,heben::V,일으아키다,aixecar
959,hochheben::V,틀어올리다,aixecar
960,ergreifen::V,잡다,agafar
961,halten::V,잡다,mantenir
962,drücken::V,누르다,prémer
963,drücken::V,누르다,estrènyer
964,schieben::V,밀다,empènyer
965,kratzen::V,긁다,raspar
966,lecken::V,핥다,llepar
967,beißen::V,물다,mossegar
968,abschneiden::V,귾어내다,tallar
969,binden::V,매다,lligar
970,stecken::V,찌르다,ficar
971,brechen::V,금,trencar
972,klopfen::V,치다,trucar
973,hauen::V,때리다,picar
974,hauen::V,때리다,colpejar
975,kleben::V,들러붙다,enganxar
976,reiben::V,문지르다,fregar
977,streichen::V,쓰다듬다,untar
978,schleifen::V,갈다,afilar
979,schleifen::V,갈다,esmolar
980,schneiden::V,베다,tallar
981,rütteln::V,흔들다,sacsejar
982,schütteln::V,흔들다,agitar
983,schütteln::V,흔들다,sacsejar
984,schwenken::V,흔들다,agitar
985,schütten::V,따르다,abocar
986,füllen::V,담다,omplir
987,einwickeln::V,싸다,embolicar
988,tragen::V,지우다,dur
989,tragen::V,지우다,portar
990,schleppen::V,끌다,arrossegar
991,ziehen::V,당기다,tirar
992,ziehen::V,당기다,estirar
993,aufbewahren::V,간직하다,conservar
994,werfen::V,던지다,llançar
995,fangen::V,밥다,agafar
996,fangen::V,밥다,atrapar
997,packen::V,쥐다,engrapar
998,verstecken::V,숨기다,amagar
999,teilen::V,나누다,dividir
1000,schicken::V,보내다,enviar
1001,bringen::V,가겨,portar
1002,hinzufügen::V,부가하다,afegir
1003,bekommen::V,얻다,obtenir
1004,erhalten::V,지니다,rebre
1005,nehmen::V,잡다,prendre
1006,wählen::V,선거하다,triar
1007,wählen::V,선거하다,elegir
1008,auswählen::V,선출하다,escollir
1009,auswählen::V,선출하다,seleccionar
1010,bewahren::V,저장보종,conservar
1011,behindern::V,훼방하다,impedir
1012,behindern::V,훼방하다,obstaculitzar
1013,verderben::V,못쓰게 되다,espatllar
1014,beschädigen::V,상하게하다,danyar
1015,beschädigen::V,상하게하다,destrossar
1016,zerbrechen::V,깨뜨리다,trencar
1017,zerreißen::V,잡아쫓다,estripar
1018,zerstören::V,파괴하다,destruir
1019,verbrennen::V,소실하다,cremar
1020,geben::V,주다,donar
1021,reichen::V,내일다,passar
1022,schenken::V,주다,regalar
1023,versprechen::V,약속하다,prometre
1024,wünschen::V,바라다,desitjar
1025,loben::V,칭찬하다,elogiar
1026,küssen::V,키스하다,fer un petó a
1027,wiegen::V,어르다,bressolar
1028,zudecken::V,뚜꺼을하다,tapar
1029,zudecken::V,뚜꺼을하다,cobrir
1030,wecken::V,깨우다,despertar
1031,zeigen::V,보이다,mostrar
1032,zeigen::V,보이다,ensenyar
1033,führen::V,가게하다,guiar
1034,führen::V,가게하다,conduir
1035,lehren::V,가르치다,ensenyar
1036,unterrichten::V,가르지다,ensenyar
1037,aufziehen::V,사육하다,criar
1038,leiten::V,이끌다,dirigir
1039,antreiben::V,몰다,impel·lir
1040,lassen::V,내버려두다,fer
1041,einladen::V,초청하다,invitar
1042,einladen::V,초청하다,convidar
1043,vereinigen::V,하나로하다,unir
1044,besuchen::V,방문하다,visitar
1045,besuchen::V,방문하다,anar a veure
1046,treffen::V,만나다,trobar
1047,sich versammeln::V,조립하다,reunir-se
1048,spielen::V,눌다,jugar
1049,singen::V,노래하다,cantār
1050,tanzen::V,춤추하다,ballar
1051,sich trennen::V,가르다,separar-se
1052,verlassen::V,버림받은,deixar
1053,verlassen::V,버림받은,abandonar
1054,retten::V,구조하다,salvar
1055,bewachen::V,치키다,vigilar
1056,schützen::V,보호하다,protegir
1057,verteidigen::V,막다,defensar
1058,sich schlagen::V,치다,barallar-se
1059,schießen::V,쏘다,tirar
1060,schießen::V,쏘다,disparar
1061,siegen::V,이기다,vèncer
1062,ärgern::V,성을내게하다,enfadar
1063,schlagen::V,치다,pegar
1064,schlagen::V,치다,colpejar
1065,treten::V,디디다,donar un cop de peu a
1066,stechen::V,찌르다,punxar
1067,stechen::V,찌르다,apunyalar
1068,stoßen::V,찌르다,empènyer
1069,stehlen::V,훔치다,robar
1070,stören::V,움직이다,molestar
1071,belästigen::V,괴롭히다,importunar
1072,verbergen::V,숨기다,amagar
1073,verbergen::V,숨기다,ocultar
1074,täuschen::V,속이다,enganyar
1075,betrügen::V,속이다,estafar
1076,töten::V,죽이다,matar
1077,wohnen::V,실다,vīure
1078,wohnen::V,실다,habitar
1079,arbeiten::V,일하다,treballar
1080,sammeln::V,모으다,col·leccionar
1081,pflücken::V,꿔다,collir
1082,jagen::V,사냥하다,caçar
1083,fischen::V,고기를잡다,pescar
1084,fassen::V,움켜쥐다,atrapar
1085,hüten::V,망보다,pasturar
1086,treiben::V,몰아세우다,arriar
1087,anbinden::V,묶다,lligar
1088,füttern::V,사료를주다,donar menjar a
1089,melken::V,젖을짜다,munyir
1090,hacken::V,자르다,picar
1091,hacken::V,자르다,tallar
1092,gießen::V,물을대다,regar
1093,reifen::V,성숙하다,madurar
1094,zubereiten::V,조제하다,preparar
1095,kochen::V,요리하다,coure
1096,backen::V,쿱다,coure al forn
1097,braten::V,굽다,rostir
1098,umrühren::V,교반하다,remenar
1099,stricken::V,뜨개질하다,tricotar
1100,stricken::V,뜨개질하다,fer punt de mitja
1101,nähen::V,꿰매다,cosir
1102,färben::V,채색하다,tenyir
1103,reinigen::V,청소하다,netejar
1104,waschen::V,씻다,rentār
1105,abwischen::V,닦다,eixugar
1106,spülen::V,씻다,esbandir
1107,fegen::V,소체하다,escombrar
1108,kehren::V,청소하다,escombrar
1109,baden::V,감다,banyar-se
1110,sich waschen::V,모믈 씻다,rentār-se
1111,ausziehen::V,벗다,treure's
1112,anziehen::V,끌어움직이다,posar-se
1113,kämmen::V,빗다,pentinar
1114,schmücken::V,치레하다,adornar
1115,sagen::V,말하다,dir
1116,sprechen::V,말하다,parlar
1117,reden::V,이야기하다,parlar
1118,fragen::V,질문하다,preguntar
1119,bitten::V,원하다,demanar
1120,erzählen::V,이야기하다,contar
1121,erzählen::V,이야기하다,explicar
1122,mitteilen::V,이야기하다,comunicar
1123,nennen::V,부르다,nomenar
1124,rufen::V,불러내다,cridar
1125,prahlen::V,자랑하다,lloar-se
1126,prahlen::V,자랑하다,jactar-se
1127,übersetzen::V,번역하다,traduir
1128,denken::V,생각하다,pensar
1129,glauben::V,믿다,creure
1130,bemerken::V,인자하다,notar
1131,erkennen::V,인식하다,reconèixer
1132,begreifen::V,파악하다,comprendre
1133,verstehen::V,이해하다,entendre
1134,lernen::V,배우다,aprendre
1135,wissen::V,알다,saber
1136,sich erinnern an::V,상기하다,recordar
1137,vergessen::V,잊다,oblidar
1138,messen::V,측정하다,mesurar
1139,zählen::V,세다,comptar
1140,rechnen::V,게산하다,calcular
1141,lesen::V,읽다,llegir
1142,malen::V,그리다,pintar
1143,zeichnen::V,소묘하다,dibuixar
1144,schreiben::V,쓰다,escrīure
1145,besitzen::V,소유하다,posseir
1146,kaufen::V,사다,comprar
1147,verkaufen::V,팔다,vendre
1148,bezahlen::V,지불하다,pagar
1149,zahlen::V,치르다,pagar per
1150,beherrschen::V,지배하다,dominar
1151,ertragen::V,참다,aguantar
1152,Raureif::N,,gebre
1153,Grube::N,,sot
1154,Grube::N,,clot
1155,Lust::N,,ganes
1156,Nachricht::N,,missatge
1157,klug::A,,intel·ligent
1158,von hier::ADV,,des d'aquí
1159,müde werden::V,,cansar-se
1160,krank werden::V,,posar-se malalt
1161,krank sein::V,,estar malalt
1162,abreißen::V,,arrencar
1163,sich anziehen::V,,vestir-se
1164,sich unterhalten::V,,conversar
