,Concept_ID,ab,ko
181,Mücke::N,акəыбры,모기
182,Fliege::N,амҵ,날기
183,Schmetterling::N,аҧарҧалыкь,나비
184,Beere::N,аргуц,장과
185,Apfel::N,аҵəа,사과
186,Pilz::N,акəкəбаа,고방이
187,Zwiebel::N,аџьымшьы,양파
188,Zwiebel::N,аџьымшьхы,양파
189,Saat::N,ажəла,씨
190,Korn::N,арыц,알맹이
191,Heu::N,аҭəа,건초
192,Schale::N,ацəа,피상
193,Grube::N,ажра,
194,Grube::N,атыша,
195,Falle::N,арыҧҟьа,함정
196,Schlinge::N,аҟəараҟəантə,올가미
197,Schlinge::N,аҟəараҟəантə,멜빵붕대
198,Spur::N,ашьҭа,발지국
199,Asche::N,ахəа,재
200,Dreck::N,аҳəынҵəа,똥
201,Dreck::N,аҳəынҵəа,오물
202,Dreck::N,аҟьамсар,똥
203,Dreck::N,аҟьамсар,오물
204,Eisen::N,аиха,쇠
205,Eisen::N,аиха,철
206,Gold::N,ахьы,항금
207,Silber::N,аразны,은
208,Kohle::N,арацəа,슻
209,Glas::N,асаркьа,유리
210,Lehm::N,анышəаҧшь,찰흙
211,Sand::N,аҧслымӡ,모래
212,Mensch::N,ауаҩы,사람
213,Mann::N,ахаҵа,남자
214,Frau::N,аҧҳəыс,여자
215,Kind::N,ахəыҷы,아이
216,Junge::N,аҷкəын,소녁
217,Junge::N,ахаҵарҧыс,소녁
218,Mädchen::N,аӡӷаб,소녀
219,Familie::N,аҭаацəа,가족
220,Großvater::N,абду,할아버지
221,Großmutter::N,анду,할머니
222,Eltern::N,ани аби,어버오
223,Vater::N,аб,아버지
224,Mutter::N,ан,어머니
225,Sohn::N,аҧа,아들
226,Tochter::N,аҧҳа,딸기
227,Bruder::N,аиашьа,형제
228,Schwester::N,Аҳəшьа,누이
229,Onkel::N,абиашьа,백부
230,Onkel::N,аншьа,백부
231,Tante::N,абиаҳəшьа,아주머니
232,Ehemann::N,ахаҵа,남편
233,Ehemann::N,аҧшəма,남편
234,Ehefrau::N,аҧҳəыс,아내
235,Freude::N,агəырӷьара,기쁨
236,Gelächter::N,ачча,웃음
237,Gelächter::N,аччара,웃음
238,Glück::N,аразҟы,즐거움
239,Kummer::N,агəырҩа,슬픔
240,Wunsch::N,агəхəтəы,소망
241,Wunsch::N,аҭахра,소망
242,Lust::N,агəазыҳəара,
243,Geist::N,аҧсы,할기
244,Gedanke::N,ахəыцырҭа,상념
245,Gedächtnis::N,агəынкылара,기억
246,Verstand::N,ахшыҩ,분별
247,Verstand::N,ахшыҩ,지능
248,Sinn::N,аҵакы,센스
249,Grund::N,амзыз,까닭
250,Wahrheit::N,аиаша,참
251,Wahrheit::N,аиаша,진실
252,Gespräch::N,аиҿцәажәара,대화
253,Märchen::N,алакə,동화
254,Erzählung::N,ажәабжь,이야기
255,Nachricht::N,адырраҭара,
256,Neuigkeit::N,ажәабжь ҿыц,뉴스
257,Name::N,ахьӡ,이름
258,Rätsel::N,ацуфара,수수께끼
259,Rede::N,ажәа,연설
260,Sprache::N,абызшəа,말
261,Stimme::N,абжьы,목소리
262,Wort::N,ажәа,낱말
263,Zeichen::N,адырга,신호
264,Ruf::N,аҿҭы,부름
265,Lärm::N,ашьҭыбжь,소동
266,Laut::N,ашьҭыбжь,음성
267,Ton::N,атон,목소리
268,Lied::N,ашəа,노래
269,Ruhe::N,аҭынчра,쉼
270,Leute::N,ауаа,사람들
271,Volk::N,ажəлар,국중
272,Arbeit::N,аусура,근로
273,Arbeit::N,аусура,너무
274,Gast::N,асас,손님
275,Geschenk::N,аҳамҭа,행하
276,Geschenk::N,аҿанҵа,행하
277,Spiel::N,ахəмарра,무리
278,Gesellschaft::N,агəыҧ,교제
279,Hilfe::N,ацхыраара,거들음
280,Hilfe::N,ацхыраара,보좌
281,Freund::N,аҩыза,친구
282,Kamerad::N,Аҧхнагьла,동실자
283,Angelegenheit::N,аус,용무
284,Anzahl::N,ахыҧхьаӡара,어떤
285,Anzahl::N,ахыҧхьаӡара,수
286,Art::N,ахкы,정류
287,Stück::N,аҽыҭ,일부분
288,Teil::N,ахəҭа,몱
289,Teil::N,ахəҭа,구훠
290,Hälfte::N,абжа,2분의
291,Kreis::N,агьагьа,고리
292,Kreuz::N,аџьар,열십자
293,Linie::N,аицтәар,선
294,Strich::N,ацəаҳəа,스침
295,Abstand::N,абжьара,거리
296,Entfernung::N,абжьара,거리
297,Gegend::N,аҭыҧ,곳
298,Gegend::N,аҭыҧ,부금
299,Platz::N,аҭыҧ,장소
300,Ort::N,аҭыҧ,장소
301,Seite::N,аган,옆면
302,Mitte::N,агəҭа,궁간
303,Gegenstand::N,амаҭəар,항목
304,Rand::N,аҵкар,가
305,Kante::N,авардым,귀퉁
306,Ecke::N,акəакь,구석
307,Spitze::N,аҧынҵа,끝
308,Spitze::N,аҧынҵа,참단
309,Ende::N,анаӡара,말당
310,Loch::N,акылҵəара,빙옷
311,Winkel::N,агҿаҩра,각도
312,Winkel::N,акəындхə,각도
313,Winkel::N,акəакь,각도
314,Muster::N,аҟҟа,본
315,Muster::N,аҟҟа,견복
316,Größe::N,изаҟароу,신장
317,Länge::N,аура,길이긺
318,Höhe::N,агылара,높이
319,Gewicht::N,акапан,추
320,Haufen::N,ачаҟəа,퇴적
321,Reihe::N,ацəаҳəа,열
322,Boot::N,анышь,보트
323,Ruder::N,ажəҩа,노
324,Schlitten::N,ашəаҩауардын,썰매
325,Ski::N,ашəаҩа,스키
326,Ski::N,ашьахаха,스키
327,Lagerfeuer::N,еиқуу амца,캠프의 모닥불
328,Last::N,ахьанҭара,무거운짐
329,Gang::N,аныҟəара,걸음
330,Schritt::N,ашьаҿа,보조
331,Norden::N,аҩада,북쪽 
332,Süden::N,алада,남쪽
333,Westen::N,амраҭашəара,서쪽
334,Osten::N,амрагылара,동쪽
335,Holz::N,амҿымаҭəахə,목재
336,Brett::N,аӷəы,마루널
337,Platte::N,ахаҳәцәы,탤
338,Platte::N,ахаҳәцәы,금속판
339,Stütze::N,аҵаргəа,버팀목
340,Stütze::N,агəышьаҟа,버팀목
341,Stange::N,акьат,장대
342,Stock::N,алаба,막대기
343,Stab::N,акьат,작대기
344,Rohr::N,абыкь,갈대
345,Haus::N,аҩны,집
346,Heim::N,аҭаацəа,집
347,Ofen::N,аҳақə,아궁이
348,Ofen::N,ауаџьаҟ,아궁이
349,Ofen::N,афрына,아궁이
350,Fußboden::N,адашьма,마루
351,Tisch::N,аишәа,탁자
352,Stuhl::N,аҟəардə,의자
353,Wiege::N,агара,발상지
354,Bett::N,акаруаҭ,침대
355,Regal::N,акыӷəра,서가
356,Kiste::N,аидчаҧала,짐궤
357,Fenster::N,аҧенџьыр,눔
358,Tür::N,ашə,문
359,Tor::N,агəашə,대문
360,Zaun::N,аанда,담장
361,Dach::N,ахыб,지붕
362,Leiter::N,амардуан,사닥다리
363,Besen::N,аҧссага,비
364,Spaten::N,ажыга,가래
365,Schaufel::N,аҭəарӷəы,삽
366,Gabel::N,ачқьыҧ,갈래
367,Löffel::N,амҳаҵə,숟가락
368,Messer::N,аҳəызба,나이프
369,Nagel::N,аҵəымӷ,발툽
370,Netz::N,акаҭа,그물
371,Haken::N,аҵəаҳə,갈고리
372,Griff::N,амаа,움켜쥠
373,Schloss::N,асаҧаҭ,자물쇠
374,Bild::N,асахьа,그림
375,Figur::N,афигура,몸메
376,Puppe::N,акьанџьа,인형
377,Beutel::N,асакь,클
378,Bündel::N,аҿаҳəара,자근다발
379,Tasche::N,арҭмаҟ,가방
380,Eimer::N,аведра,동이
381,Deckel::N,ахҩа,뚜껑
382,Geschirr::N,ачысмаҭəа,식시
383,Sack::N,асакь,조갑
384,Tasse::N,аҵəца,차잔
385,Topf::N,акаструлиа,단지
386,Kessel::N,ачуан,주전자
387,Nahrung::N,афатə,식료
388,Speise::N,афатə,음식물
389,Fleisch::N,акəац,고기
390,Getreide::N,ачакуа,곡물
391,Brei::N,ақашь,젤리
392,Brot::N,ача,빵
393,Scheibe::N,аҽыҭ,원반
394,Scheibe::N,аҿаҵа,원반
395,Fett::N,ашша,기름
396,Butter::N,ахəша,버터
397,Öl::N,азеҭ,올리브유
398,Salz::N,аџьыка,소금
399,Suppe::N,асуҧ,국
400,Suppe::N,асуҧ,수프
401,Honig::N,ацха,감미
402,Milch::N,ахш,유즙
403,Tee::N,ачаи,차
404,Leder::N,ацəа,가죽
405,Wolle::N,аласа,양털
406,Stoff::N,Аба,패료
407,Nadel::N,агəыр,바늘
408,Faden::N,арахəыц,콘실
409,Knopf::N,аҳəынҵəра,단추
410,Knoten::N,аиқəҳəала,곁절
411,Farbe::N,ашəыга,색
412,Kleidung::N,амаҭəа,옷입기
413,Hemd::N,акьаҿ,속옷
414,Kragen::N,ахəда,깃
415,Ärmel::N,амаӷра,소매
416,Hose::N,аиқəа,바지
417,Gürtel::N,амаҟа,밴드
418,Mütze::N,ахылҧа,모자
419,Schuh::N,аимаа,구두
420,Stiefel::N,амагə,장화
421,Ring::N,амацəаз,고리
422,Band::N,алента,리본
423,Kamm::N,ахҳəа,빗
424,Spiegel::N,асаркьа,거울
425,Riemen::N,аа,가죽끈
426,Schnur::N,ашаха,밧줄
427,Leine::N,аҕура,고삐줄
428,Decke::N,ахыза,이부자리
429,Kissen::N,ахчы,깔개
430,Tuch::N,акасы,천
431,Handtuch::N,ампахьшьы,수건
432,Kraft::N,амч,세력
433,Stärke::N,амч,힘
434,Gesundheit::N,агəабзиара,위생
435,Krankheit::N,ачымазара,병
436,Schmerz::N,ахьаа,아픔고통
437,Wunde::N,ахəра,상처
438,Fieber::N,ашоура,열별
439,Arznei::N,ахəшə,약
440,Brücke::N,ацҳа,교량
441,Brunnen::N,аҵыџь,원천
442,Weide::N,аҳəырҭа,목장
443,Pfad::N,амхəасҭа,좁은길
444,Weg::N,амҩа,길
445,Straße::N,амҩа,길
446,Dorf::N,ақыҭа,촌
447,Dorf::N,ақыҭа,촌락
448,Stadt::N,ақалақь,도시
449,Brief::N,ашəҟəы,서한
450,Buch::N,ашəҟəы,책
451,Buchstabe::N,анбан,문자
452,Zeitung::N,агазеҭ,신문
453,Leben::N,аҧсҭазаара,삶
454,Tod::N,аҧсра,죽음
455,Grab::N,анышəынҭра,무덤
456,Kirche::N,ауахəама,교회
457,Sünde::N,агəнаҳа,부정
458,Gott::N,анцəа,하느님
459,Arbeiter::N,аусуҩ,일하는사람
460,Chef::N,Аиҳабы,사장
461,Meister::N,аҟаза,명인
462,Meister::N,аҟаза,대가
463,Arzt::N,аҳақьым,의사
464,Lehrer::N,арҵаҩы,교사
465,Geld::N,аҧара,돈
466,Laden::N,амагазин,가게
467,Preis::N,ахə,가격
468,Ware::N,атауар,상품
469,Nutzen::N,ақьар,이익
470,Reichtum::N,абеиара,많음
471,Welt::N,адунеи,세상
472,Land::N,атəыла,지방
473,Staat::N,аҳəынҭқарра,국가
474,König::N,акрал,국왕
475,Macht::N,амчра,힘
476,Grenze::N,аҳəаа,국경
477,Krieg::N,аибашьра,전쟁
478,Feind::N,Аҕа,적
479,Gewalt::N,ақəымчра,권력
480,Kampf::N,ақəҧара,전투
481,Bogen[Waffe]::N,ахыц,활
482,Pfeil::N,ахəымпал,화살
483,Gewehr::N,ашəақь,무기
484,Fehler::N,агха,오류
485,Lüge::N,амц,거짓말
486,Schaden::N,аҧырхага,손상
487,Unglück::N,арыцҳара,불행
488,Schuld::N,ахара,부채
489,Alter::N,ақəра,연령
490,Schluss::N,анҵəамҭа,마감
491,Zeit::N,аамта,때
492,Zeit::N,аамта,시간
493,Tag::N,амш,하루
494,Morgen::N,ашара,이침
495,Morgen::N,ашьыбжь,이침
496,Mittag::N,шьыбжьон,대낮
497,Abend::N,ахəылҧаз,저녁
498,Abend::N,ахəлбыҽха,저녁
499,Nacht::N,аҵх,밤
500,Woche::N,амчыбжь,근무일
501,Frühling::N,ааҕын,봄
502,Sommer::N,аҧхын,여름
503,Herbst::N,ҭагалан,가을
504,Herbst::N,хкаарачан,가을
505,Winter::N,аӡын,겨울
506,Januar::N,ианвар,일월
507,Februar::N,февраль,이월
508,März::N,март,삼월
509,April::N,апрель,사월
510,Mai::N,маи,오월
511,Juni::N,иуун,유월
512,Juli::N,иууль,칠월
513,August::N,август,팔월
514,September::N,сентиабр,구월
515,Oktober::N,октиабр,시월
516,November::N,ноиабр,십일월
517,Dezember::N,декабр,십이월
518,Montag::N,ашəахьа,월요일
519,Dienstag::N,аҩаша,화요일
520,Mittwoch::N,ахаша,수요일
521,Donnerstag::N,аҧшьаша,모교일
522,Freitag::N,ахəаша,그묘일
523,Samstag::N,асабша,토요일
524,Sonntag::N,амҽыша,일요일
525,groß::A,аду,큰
526,klein::A,амаҷ,자근
527,lang::A,ахəхəа,긴
528,kurz::A,акьаҿ,짧은
529,breit::A,аиужь,넓은
530,breit::A,аиҵых,넓은
531,schmal::A,аҭшəа,좁은
532,dicht::A,аилач,농밀한
533,dick[Gegenstand]::A,ажəпа,두꺼운
534,fein::A,апа,미세한
535,fein::A,аҵаӷа,미세한
536,fein::A,аӡа,미세한
537,fest::A,аҟаца,굳은
538,fest::A,аӷəӷəаҟаца,굳은
539,flach::A,ақəаҟьа,얕은
540,flach::A,аҧаҟьа,얕은
541,glatt::A,аимаҩзы,반들반들한
542,hart::A,акьакьа,굳은
543,weich::A,атата,연한
544,rund::A,акəмпыл,둥근
545,spitz::A,аҵар,뾰족한
546,scharf::A,аҵар,날카로운
547,stumpf::A,ацагə,무딘
548,schwer::A,ахьанҭа,무거운
549,schön::A,аҧшӡа,멋진
550,heiß::A,ашы,뜨거운
551,warm::A,аҧха,따뜻한
552,kalt::A,ахьшəашəа,찬
553,kühl::A,ахьшəашəа,서늘한
554,kühl::A,ицәыхьшәашәоу,서늘한
555,frisch::A,цқьа,신선한
556,feucht::A,ацəаак,축축한
557,nass::A,абааӡа,젖은
558,trocken::A,Аба,마른
559,trocken::A,аҩа,마른
560,voll::A,азна,완전한
561,leer::A,аҭацəы,빈
562,offen::A,аарта,열린
563,geschlossen::A,ихҩоу,닫힌
564,geschlossen::A,иаркыу,닫힌
565,sauber::A,ацқьа,깨끗한
566,schmutzig::A,аҟьашь,더러운
567,reif::A,Арҭ,이근
568,reif::A,аҟала,이근
569,reif::A,иҟалахьоу,이근
570,lecker::A,ахаа,맛있는
571,süß::A,азла,단
572,bitter::A,аша,찌르는듯한
573,sauer::A,аҵəҵəы,산성의
574,hell::A,алаша,밝은
575,dunkel::A,алашьца,어두운
576,schwarz::A,аиқуаҵәа,검은
577,weiß::A,ашкəакəа,하얀
578,rot::A,аҟаҧшь,붉은
579,gelb::A,аҩеижь,황색
580,blau::A,аҽҵәа,푸른
581,grün::A,ашьацҧшҭəала,녹색의
582,grün::A,аеҵəа,녹색의
583,grau::A,ацəыш,회색의
584,bunt::A,Аилыҕраа,알록달록한
585,bunt::A,аҕраҷкəын,알록달록한
586,billig::A,амариа,싼
587,teuer::A,амҩан,값비산
588,wertvoll::A,кыр иаҕсоу,가치가많은
589,wertvoll::A,акыр иаҕсоу,가치가많은
590,blind::A,алашə,눈먼
591,taub::A,адагəа,무감간한
592,kräftig::A,аӷəӷəа,강장한
593,stark::A,абаҟа,강한
594,schwach::A,акəада,약한
595,fett::A,аҧсыла,실찐
596,schlank::A,акала,호리호리한
597,schlank::A,акьалантар,호리호리한
598,schlank::A,аиҿартə,호리호리한
599,hübsch::A,аҧшӡа,예쁜
600,böse::A,абааҧсы,나쁜
601,dumm::A,агаӡа,어리석은
602,faul::A,аашьа,너덜너덜한
603,fleißig::A,иҟубҷоу,근면한
604,geizig::A,акы,인색한
605,geizig::A,акаҷбеи,인색한
606,geizig::A,аҟəџьыр,인색한
607,klug::A,аҟəыш,
608,klug::A,аҟəыӷа,
609,geschickt::A,напҟазала,교묘한
610,lieb::A,алашара,친애하는
611,lustig::A,алах-ҿых,유쾌한
612,lustig::A,игурҕьаччо,유쾌한
613,lustig::A,агурҕьа,유쾌한
614,lustig::A,агурҿыхага,유쾌한
615,sanft::A,атата,온화한
616,sanft::A,аҟəымшəышə,온화한
617,sanft::A,ақьыҧш,온화한
618,hungrig::A,амлашь,배고픈
619,krank::A,ачымазаҩ,병든
620,nackt::A,аҟьантаз,벌거벗은
621,traurig::A,алахьеиқəҵага,슬픈
622,lebendig::A,абза,살아있는
623,gut::A,абзиа,좋은
624,schlecht::A,-хəарҭам,나쁜
625,richtig::A,иашоу,바른
626,schlimm::A,абааҧсы,못된
627,wahr::A,агəҭылса,참된
628,wahr::A,абзиаҵəҟьа,참된
629,alt::A,Ажə,늙은
630,neu::A,аҿыц,새
631,ehemalig::A,анкьатәи,전의
632,alt[Lebewesen]::A,абырг,낡은
633,alt[Lebewesen]::A,ақабада,낡은
634,alt[Lebewesen]::A,Ажə,낡은
635,jung::A,аҟата,젊은
636,arm::A,ананамга,가난한
637,reich::A,абеиа,풍부한
638,bekannt::A,адыр,저명한
639,berühmt::A,адыр,유명한
640,fremd::A,атəым,타처이
641,verschieden::A,Еиуа-еиҧшым,따른
642,nah::A,ааигəа,가까운
643,fern::A,ахара,먼
644,linker::A,арма,왼쭉의
645,rechter::A,арҕьа,오른쪽의
646,anderer::A,даҽа,다른
647,anderer::A,даҽакы,다른
648,erster::A,актәи,첫째
649,zweiter::A,аҩбатəи,둘째
650,dritter::A,ахҕатәи,셋째
651,letzter::A,аҵыхəтəантəи,의후자의
652,allein::ADV,мацара,훌로
653,auf einmal::ADV,зныкала,갑자기
654,auf einmal::ADV,зныкҟьара,갑자기
655,zusammen::ADV,аиц...,모아서
656,lange::ADV,акыраамҭа,오래
657,plötzlich::ADV,иаалырҟьаны,둘연한
658,sofort::ADV,иаразнакҵәҟьа,즉시
659,später::ADV,уажəшьҭаншəа,보다늦은
660,jetzt::ADV,уажәы,목하
661,heute::ADV,иахьа,오늘
662,morgen::ADV,уаҵәы,내일
663,bald::ADV,иласны,곱
664,dann::ADV,нас,그경우에
665,gestern::ADV,иацы,어제
666,einst::ADV,зны,옛날에
667,damals::ADV,усҟан,그때에
668,danach::ADV,нас,그 뒤에
669,vorher::ADV,уаанӡа,미리
670,zuerst::ADV,азнаказы,최초로
671,zuerst::ADV,аҧхьа,최초로
672,einmal::ADV,зны,한번
673,manchmal::ADV,зны-зынла,땓대로
674,oft::ADV,лассы-лассы,땓대로
675,immer::ADV,енагь,늘
676,immer::ADV,еснагь,늘
677,niemals::ADV,ианакəызаалак,결코...(하지)않다
678,hier::ADV,ара,여기
679,hier::ADV,абра,여기
680,hier::ADV,араҟа,여기
681,hierhin::ADV,ара,여기로
682,hierhin::ADV,араҟа,여기로
683,von hier::ADV,арантә,
684,dort::ADV,уа,거기
685,dorthin::ADV,уахь,저기예
686,dorthin::ADV,анахь,저기예
687,geradeaus::ADV,ишиашоу,곧장
688,vorwärts::ADV,ҕхьаҟа,앞으로
689,rückwärts::ADV,шьҭахьла,뒤로
690,zurück::ADV,шьҭахьҟа,제자리로
691,unten::ADV,лбаа,아래에
692,hinab::ADV,алада,아래쪽으로
693,oben::ADV,хыхь,위에
694,hinauf::ADV,аҩада,위쪽으로
695,überall::ADV,зегьынцьара,도처에
696,nicht::ADV,-м,안
697,ein wenig::ADV,ҕыҭк,적음
698,kaum::ADV,аарлаҳәа,가의
699,kaum::ADV,афергьҳәа,가의
700,sehr::ADV,даара,자주
701,so::ADV,ас,그와같이
702,so::ADV,абас,그와같이
703,noch::ADV,макьана,아직
704,nur::ADV,заҵәык,다만
705,schon::ADV,уажәшьҭа,이미
706,schon::ADV,аиҳа ипоу,이미
707,wieder::ADV,ҿыц,다시
708,wieder::ADV,дырҩегь,다시
709,wieder::ADV,дырҩегьых,다시
710,vergebens::ADV,баша,헛되이
711,vor::PRP,аҕхьа,앞에
712,hinter::PRP,нхыҵ,뒤에
713,unter::PRP,амҵа,잍에
714,unter::PRP,амҵан,잍에
715,neben::PRP,ааигуара,와나란히
716,zwischen::PRP,абжьара,의사이로
717,wegen::PRP,-иззы,때문에
718,wegen::PRP,-ҟнытә,때문에
719,dies::PRN,ари,이
720,dies::PRN,абри,이
721,das::PRN,Абни,저
722,das::PRN,убри,저
723,alles::PRN,зегьы,모든것
724,ich::PRN,са,나
725,ich::PRN,сара,나
726,du::PRN,бара,너
727,er::PRN,иара,그
728,wir::PRN,ҳара,우리
729,ihr::PRN,шәара,너희들
730,sie::PRN,дара,그들
731,wer::FPRN,дарбан,누구
732,wo::FADV,иабыкуу,어디
733,wo::FADV,аба-,어디
734,wo::FADV,ахь-,어디
735,wohin::FADV,иабыкуу,어디로
736,wohin::FADV,аба-,어디로
737,wohin::FADV,ахь-,어디로
738,wie::FADV,-шҕа,어떻게
739,warum::FADV,избан,왜
740,wieviel::FNUM,заҟа,얼마만큰
741,eins::NUM,акы,하나
742,eins::NUM,аӡәы,하나
743,zwei::NUM,ҩба,둘
744,drei::NUM,хҕа,셋
745,vier::NUM,ҕшьба,넷
746,fünf::NUM,хəба,다섯
