,Concept_ID,br,ro
824,oben::ADV,en nec'h,sus
825,oben::ADV,en nec'h,deasupra
826,hinauf::ADV,e-krec'h,în sus
827,überall::ADV,dre-holl,peste tot
828,überall::ADV,dre-holl,pretutindeni
829,nicht::ADV,ne ... ket,nu
830,ein wenig::ADV,un tammig,puțin
831,kaum::ADV,a-boan,cu greu
832,kaum::ADV,a-boan,cu anevoie
833,sehr::ADV,-tre,mult
834,sehr::ADV,-tre,foarte
835,sehr::ADV,-kenañ,mult
836,sehr::ADV,-kenañ,foarte
837,so::ADV,evel-se,așa
838,so::ADV,evel-se,atât
839,noch::ADV,c'hoazh,încă
840,nur::ADV,hepken,doar
841,schon::ADV,dija,și
842,schon::ADV,dija,deja
843,wieder::ADV,adarre,iar
844,wieder::ADV,adarre,iarăși
845,vor::PRP,dirak,înainte de
846,hinter::PRP,a-drek,după
847,hinter::PRP,a-drek,în spatele
848,hinter::PRP,a-dreñv,după
849,hinter::PRP,a-dreñv,în spatele
850,unter::PRP,dindan,sub
851,durch::PRP,dre,prin
852,neben::PRP,e-kichen,lângă
853,neben::PRP,e-kichen,alături de
854,zwischen::PRP,etre,între
855,zwischen::PRP,etre,dintre
856,wegen::PRP,abalamour da,pentru
857,dies::PRN,hemañ,acesta
858,das::PRN,se,asta
859,das::PRN,hennezh,asta
860,alles::PRN,pep tra,tot
861,ich::PRN,me,eu
862,du::PRN,te,tu
863,er::PRN,eñ,el
864,er::PRN,eñ,dânsul
865,wir::PRN,ni,noi
866,ihr::PRN,c'hwi,voi
867,sie::PRN,int,ei
868,sie::PRN,int,dânșii
869,was::FPRN,petra,ce
870,wer::FPRN,piv,cine
871,wo::FADV,pelec'h,unde
872,wohin::FADV,da belec'h,încotro
873,wie::FADV,penaos,cum
874,warum::FADV,perak,de ce
875,warum::FADV,perak,pentru ce
876,wieviel::FNUM,pet,cât
877,eins::NUM,unan,unu
878,zwei::NUM,daou,doi
879,drei::NUM,tri,trei
880,vier::NUM,pevar,patru
881,fünf::NUM,pemp,cinci
882,sechs::NUM,c'hwec'h,șase
883,sieben::NUM,seizh,șapte
884,acht::NUM,eizh,opt
885,neun::NUM,nav,nouă
886,zehn::NUM,dek,zece
887,elf::NUM,unnek,unsprezece
888,zwölf::NUM,daouzek,douăsprezece
889,zwanzig::NUM,ugent,douăzeci
890,dreißig::NUM,tregont,treizeci
891,vierzig::NUM,daou-ugent,patruzeci
892,fünfzig::NUM,hanter-kant,cincizeci
893,sechzig::NUM,tri-ugent,șaizeci
894,siebzig::NUM,dek ha tri-ugent,șaptezeci
895,achtzig::NUM,pevar-ugent,optzeci
896,neunzig::NUM,dek ha pevar-ugent,nouăzeci
897,hundert::NUM,kant,sută
898,tausend::NUM,mil,mie
899,und::CNJ,ha,și
900,oder::CNJ,pe,ori
901,stehen::V,bezañ a-sav,sta
902,sitzen::V,azezañ,ședea
903,sitzen::V,bezañ en e goazez,ședea
904,liegen::V,bezañ en e c'hourvez,zăcea
905,liegen::V,bezañ en e c'hourvez,fi culcat
906,hängen::V,krougañ,atârna
907,werden::V,dazonet,deveni
908,werden::V,dazonet,se face
909,passieren::V,c'hoarvezout,se întâmpla
910,beginnen::V,stagañ,începe
911,enden::V,achuiñ,se sfârși
912,enden::V,achuiñ,se termina
913,wechseln::V,cheñch,se schimba
914,aufgehen[Sonne]::V,dirouzañ,răsări
915,scheinen[Sonne]::V,lugernañ,străluci
916,donnern::V,taranal,tuna
917,wehen::V,c'hwezhañ,bate
918,strömen::V,deredek,curge în șiroaie
919,fließen::V,redek,curge
920,sich drehen::V,troiñ,se învârti
921,schwanken::V,trantellat,se clătina
922,schwingen::V,froumal,vibra
923,schwingen::V,froumal,flutura
924,fallen::V,kouezhañ,cădea
925,brennen::V,deviñ,arde
926,rauchen::V,divogedañ,fuma
927,regnen::V,glavañ,ploua
928,gefrieren::V,reviñ,îngheța
929,tauen::V,diskornañ,se dezgheța
930,schmelzen::V,teuziñ,se topi
931,trocknen::V,sec'hañ,se usca
932,sieden::V,berviñ,fierbe
933,sieden::V,berviñ,clocoti
934,faulen::V,breinañ,se împuți
935,verfaulen::V,breinañ,putrezi
936,reißen::V,darnaouiñ,se rupe
937,reißen::V,darnaouiñ,se sfâșia
938,versinken::V,sodellañ,se scufunda
939,vergehen::V,tremen,trece
940,vergehen::V,tremen,se scurge
941,erscheinen::V,donet war-wel,apărea
942,verschwinden::V,monet diwar wel,dispărea
943,sinken::V,en em izelat,cădea
944,sinken::V,en em izelat,coborî
945,abnehmen::V,nebeutaat,scădea
946,abnehmen::V,nebeutaat,descrește
947,zunehmen::V,kreskiñ,spori
948,zunehmen::V,kreskiñ,crește
949,zunehmen::V,kreskiñ,augmenta
950,steigen::V,sevel,urca
951,wachsen::V,kreskiñ,crește
952,glänzen::V,lugernañ,luci
953,glänzen::V,lugernañ,străluci
954,funkeln::V,elieniñ,scânteia
955,lärmen::V,rabotat,face larmă
956,klirren::V,diridignat,zăngăni
957,klirren::V,sterlinkañ,zăngăni
958,brausen::V,gwegal,vui
959,rauschen::V,trouzal,vâjâi
960,klingen::V,seniñ,suna
961,bellen::V,harzhal,lătra
962,heulen::V,yudal,urla
963,blasen::V,c'hwezhañ,sufla
964,pfeifen::V,c'hwitellat,fluiera
965,schreien::V,huchal,țipa
966,stöhnen::V,hirvoudiñ,geme
967,zittern::V,krenañ,tremura
968,leben::V,bevañ,trăi
969,geboren werden::V,genel,se naște
970,atmen::V,tennañ e anal,respira
971,trinken::V,evañ,bea
972,essen::V,debriñ,mânca
973,schlucken::V,lonkañ,înghiți
974,müde werden::V,skuizhañ,se obosi
975,einschlafen::V,menel kousket,adormi
976,schlafen::V,kousket,dormi
977,aufwachen::V,dihuniñ,se deștepta
978,aufstehen::V,sevel,fi se scula
979,sich erholen::V,diskuizhañ,se relaxa
980,sich erholen::V,diskuizhañ,se destinde
981,krank werden::V,klañviñ,se îmbolnăvi
982,krank sein::V,bezañ klañv,zăcea
983,krank sein::V,bezañ klañv,fi bolnav
984,schmerzen::V,skourjezañ,durea
985,husten::V,pasaat,tuși
986,husten::V,peudal,tuși
987,genesen::V,pareañ,se însănătoși
988,sterben::V,mervel,muri
989,umkommen::V,perisañ,pieri
990,sich bewegen::V,bouljal,se mișca
991,sich rühren::V,fiñval,se mișca
992,sich erheben::V,sevel,se ridica
993,sich setzen::V,azezañ,lua loc
994,sich setzen::V,azezañ,se așeza
995,sich setzen::V,mont en e goazez,lua loc
996,sich setzen::V,mont en e goazez,se așeza
997,hinfallen::V,kouezhañ,cădea jos
998,laufen::V,redek,merge
999,laufen::V,redek,merge pe jos
1000,schreiten::V,kerzhet,păși
1001,spazierengehen::V,pourmen,se plimba
1002,eilen::V,hastañ,fi se grăbi
1003,sich beeilen::V,hastañ,se grăbi
1004,sausen::V,karzhañ,țâșni
1005,rennen::V,redek,fugi
1006,rennen::V,redek,alerga
1007,springen::V,lammat,sări
1008,klettern::V,krimpat,urca
1009,klettern::V,krimpat,se cățăra
1010,schaukeln::V,brañsellat,legăna
1011,kriechen::V,skrampañ,se târî
1012,schwimmen::V,neuial,înota
1013,tauchen::V,splujañ,se scufunda
1014,rudern::V,roeñvat,vâsli
1015,rudern::V,roeñvat,lopăta
1016,fahren::V,kas,merge
1017,fahren::V,bleniañ,merge
1018,fliegen::V,nijal,zbura
1019,gehen::V,mont,merge
1020,weggehen::V,mont kuit,se duce
1021,abfahren::V,mont kuit,pleca
1022,anhalten::V,chom a-sav,se opri
1023,hineingehen::V,monet e-barzh,intra
1024,eintreten::V,monet e-barzh,intra
1025,kommen::V,dont,veni
1026,ankommen::V,erruout,sosi
1027,ankommen::V,erruout,ajunge
1028,zurückkommen::V,addonet,se întoarce
1029,bleiben::V,chom,rămâne
1030,warten::V,gortoz,aștepta
1031,erwarten::V,gortoz,aștepta
1032,suchen::V,klask,căuta
1033,finden::V,kavout,găsi
1034,versuchen::V,klask,încerca
1035,vorbereiten::V,aozañ,pregăti
1036,lieben::V,karout,iubi
1037,mögen::V,karout,plăcea a
1038,lachen::V,c'hoarzin,râde
1039,rühren::V,tenerañ,mișca
1040,rühren::V,tenerañ,înduioșa
1041,weinen::V,gouelañ,plânge
1042,schimpfen::V,krozal,înjura
1043,sich ärgern::V,fachañ,se supăra
1044,sich ärgern::V,en em fachañ,se supăra
1045,fliehen::V,tec'het,fugi
1046,flüchten::V,tuzañ,evada
1047,sehen::V,gwelet,vedea
1048,anschauen::V,sellout ouzh,privi
1049,ansehen::V,sellout ouzh,privi
1050,hören::V,klevet,auzi
1051,zuhören::V,selaou,asculta
1052,probieren::V,blasa,gusta
1053,riechen::V,klevet,mirosi
1054,fühlen::V,santout,simți
1055,fühlen::V,santout,resimți
1056,scheinen::V,diskouez bezañ,părea
1057,zu sehen sein::V,bezañ gwelus,se vedea
1058,vernehmen::V,merzhañ,auzi
1059,frieren::V,anoued,fi frig
1060,tun::V,ober,face
1061,können::V,gouzout,ști
1062,können::V,gouzout,putea
1063,wollen::V,fellout da,dori
1064,wollen::V,kaout c'hoant da,dori
1065,anfangen::V,kregiñ,începe
1066,beenden::V,achuiñ,sfârși
1067,beenden::V,achuiñ,termina
1068,aufhören::V,paouez,înceta
1069,öffnen::V,digeriñ,deschide
1070,schließen::V,serriñ,închide
1071,stellen::V,lakaat,pune
1072,stellen::V,lakaat,așeza
1073,setzen::V,lakaat,pune
1074,setzen::V,lakaat,așeza
1075,legen::V,lakaat,pune
1076,berühren::V,touch,atinge
1077,verbinden::V,eren,lega
1078,bedecken::V,goloiñ,acoperi
1079,aufhängen::V,istribilhañ,atârna
1080,aufhängen::V,istribilhañ,spânzura
1081,anzünden::V,alumiñ,aprinde
1082,anzünden::V,c'hwezzañ,aprinde
1083,aufheben::V,dastum,ridica
1084,aufheben::V,dastum,lua de jos
1085,zurücklassen::V,lezel,lăsa
1086,zurücklassen::V,lezel,lăsa în urmă
1087,verlieren::V,koll,pierde
1088,fallen lassen::V,laoskel,scăpa
1089,fallen lassen::V,laoskel,arunca
1090,fallen lassen::V,lezel da gouezhel,scăpa
1091,fallen lassen::V,lezel da gouezhel,arunca
1092,machen::V,ober,face
1093,herstellen::V,fardañ,fabrica
1094,herstellen::V,fardañ,confecționa
1095,bauen::V,sevel,clădi
1096,bauen::V,sevel,construi
1097,reparieren::V,adaozañ,repara
1098,verbessern::V,gwellaat,ameliora
1099,verbessern::V,gwellaat,îmbunătăți
1100,ändern::V,cheñch,schimba
1101,ändern::V,cheñch,modifica
1102,graben::V,kleuzañ,săpa
1103,beugen::V,plegañ,curba
1104,biegen::V,krommañ,îndoi
1105,biegen::V,krommañ,încovoia
1106,drehen::V,treiñ,învârti
1107,wenden::V,treiñ,întoarce
1108,umdrehen::V,treiñ,învârti
1109,umdrehen::V,treiñ,întoarce
1110,heben::V,sevel,ridica
1111,hochheben::V,sevel,ridica
1112,ergreifen::V,kemer,lua
1113,ergreifen::V,kemer,apuca
1114,halten::V,dalc'hen,ține
1115,drücken::V,bountañ,apăsa
1116,drücken::V,bountañ,strânge
1117,schieben::V,poulzañ,împinge
1118,kratzen::V,skrabat,zgâria
1119,lecken::V,lipat,linge
1120,beißen::V,kregiñ,mușca
1121,abreißen::V,diframmañ,rupe
1122,abreißen::V,diframmañ,smulge
1123,abschneiden::V,troc'hañ,scurta
1124,binden::V,stagañ,lega
1125,stecken::V,sankañ,pune
1126,brechen::V,darnaouiñ,rupe
1127,brechen::V,darnaouiñ,frânge
1128,klopfen::V,skoiñ,ciocăni
1129,hauen::V,dornañ,lovi
1130,kleben::V,pegañ,lipi
1131,reiben::V,taravat,freca
1132,reiben::V,taravat,fricționa
1133,reiben::V,trekiñ,freca
1134,reiben::V,trekiñ,fricționa
1135,streichen::V,toazañ,unge
1136,schleifen::V,lemmañ,ascuți
1137,schneiden::V,troc'hañ,tăia
1138,rütteln::V,tordorosañ,zgâlțâi
1139,schütteln::V,hejañ,scutura
1140,schütten::V,diskargañ,vărsa
1141,füllen::V,kargañ,umple
1142,einwickeln::V,gronnañ,înveli
1143,einwickeln::V,gronnañ,înfășura
1144,tragen::V,dougen,căra
1145,schleppen::V,stlejal,târî
1146,ziehen::V,sachañ,trage
1147,aufbewahren::V,miret,păstra
1148,aufbewahren::V,miret,conserva
1149,werfen::V,teuler,arunca
1150,fangen::V,tapañ,prinde
1151,packen::V,krapat,apuca
1152,verstecken::V,kuzhat,ascunde
1153,teilen::V,rannañ,împărți
1154,schicken::V,kas,trimite
1155,bringen::V,degas,aduce
1156,hinzufügen::V,lakat ouzhpenn,adăuga
1157,bekommen::V,kaout,obține
1158,bekommen::V,kaout,dobândi
1159,erhalten::V,kaout,primi
1160,erhalten::V,kaout,căpăta
1161,nehmen::V,kemer,lua
1162,wählen::V,choaz,opta
1163,wählen::V,choaz,alege
1164,auswählen::V,dibab,selecta
1165,bewahren::V,mirout,păstra
1166,behindern::V,diaezañ,stingheri
1167,verderben::V,lovrañ,strica
1168,beschädigen::V,gwallegañ,strica
1169,zerbrechen::V,torriñ,rupe
1170,zerbrechen::V,torriñ,frânge
1171,zerreißen::V,diroegiñ,rupe
1172,zerreißen::V,diroegiñ,sfâșia
1173,zerstören::V,distrujañ,distruge
1174,verbrennen::V,deviñ,arde
1175,verbrennen::V,deviñ,incendia
1176,geben::V,reiñ,da
1177,schenken::V,donezonañ,dărui
1178,versprechen::V,prometiñ,făgădui
1179,wünschen::V,hetiñ,ura
1180,loben::V,feurmiñ,lăuda
1181,küssen::V,pokat,săruta
1182,wiegen::V,pouezañ,legăna
1183,zudecken::V,goloiñ,acoperi
1184,wecken::V,dihuniñ,trezi
1185,wecken::V,dihuniñ,deștepta
1186,zeigen::V,diskouez,arăta
1187,führen::V,kas,călăuzi
1188,lehren::V,deskiñ,preda
1189,lehren::V,deskiñ,învăța
1190,unterrichten::V,kelenn,învăța
1191,unterrichten::V,kelenn,instrui
1192,leiten::V,bleinañ,duce
1193,leiten::V,bleinañ,conduce
1194,antreiben::V,poulzañ,împinge
1195,antreiben::V,poulzañ,încuraja
1196,lassen::V,leuskel,pune pe să
1197,einladen::V,pediñ,invita
1198,vereinigen::V,unisañ,uni
1199,vereinigen::V,unisañ,întruni
1200,besuchen::V,gweladenniñ,vizita
1201,besuchen::V,gweladenniñ,face o vizită
1202,treffen::V,kejal,întâlni
1203,treffen::V,ankontrañ,întâlni
1204,sich versammeln::V,bodennañ,se aduna
1205,spielen::V,c'hoari,se juca
1206,singen::V,kanañ,cânta
1207,tanzen::V,dañsal,dansa
1208,sich trennen::V,dispartiañ,se separa
1209,sich trennen::V,dispartiañ,se despărți
1210,verlassen::V,lezel,părăsi
1211,verlassen::V,lezel,abandona
1212,retten::V,saveteiñ,salva
1213,bewachen::V,mesa,păzi
1214,schützen::V,diwall,ocroti
1215,schützen::V,diwall,proteja
1216,verteidigen::V,difenn,apăra
1217,sich schlagen::V,lopañ,se bate
1218,siegen::V,trec'hiñ,birui
1219,siegen::V,trec'hiñ,învinge
1220,ärgern::V,hegasiñ,supăra
1221,schlagen::V,skeiñ,lovi
1222,treten::V,botaouiñ,călca
1223,stechen::V,pikat,înțepa
1224,stechen::V,pikat,împunge
1225,stoßen::V,stokañ,împinge
1226,stehlen::V,laerezh,fura
1227,stören::V,direnkañ,deranja
1228,belästigen::V,dregasiñ,importuna
1229,verbergen::V,skoachañ,ascunde
1230,täuschen::V,tromplañ,amăgi
1231,betrügen::V,lorbañ,înșela
1232,töten::V,lazhañ,omorî
1233,wohnen::V,bezañ o chom,sta
1234,wohnen::V,bezañ o chom,locui
1235,arbeiten::V,labourat,lucra
1236,sammeln::V,dastum,aduna
1237,sammeln::V,dastum,colecționa
1238,pflücken::V,kuntuilhañ,culege
1239,jagen::V,chaseal,vâna
1240,fischen::V,pesketa,pescui
1241,fassen::V,pakañ,prinde
1242,hüten::V,geota,paște
1243,anbinden::V,stagañ,lega
1244,füttern::V,boueta,da de mâncare
1245,melken::V,goro,mulge
1246,hacken::V,difrakal,toca
1247,hacken::V,difrakal,sparge
1248,gießen::V,dourañ,uda
1249,reifen::V,azviñ,pârgui
1250,zubereiten::V,keginañ,găti
1251,kochen::V,poazhañ,găti
1252,backen::V,fritañ,coace
1253,braten::V,rostañ,coace
1254,stricken::V,stammañ,împleti
1255,nähen::V,gwriat,coase
1256,färben::V,livañ,vopsi
1257,färben::V,livañ,colora
1258,reinigen::V,naetañ,curăți
1259,waschen::V,gwalc'hiñ,spăla
1260,abwischen::V,torchañ,șterge
1261,spülen::V,disgwalc'hiñ,clăti
1262,fegen::V,skubañ,mătura
1263,kehren::V,skubañ,mătura
1264,baden::V,kouronkañ,se scălda
1265,sich waschen::V,en em walc'hiñ,se spăla
1266,sich anziehen::V,gwiskañ,se îmbrăca
1267,kämmen::V,kribat,pieptăna
1268,schmücken::V,kinklañ,împodobi
1269,sagen::V,larêt,zice
1270,sagen::V,larêt,spune
1271,sagen::V,lavaret,zice
1272,sagen::V,lavaret,spune
1273,sprechen::V,komz,vorbi
1274,reden::V,kaozeal,vorbi
1275,reden::V,kaozeal,discuta
1276,sich unterhalten::V,balbotal,conversa
1277,sich unterhalten::V,balbotal,sta de vorbă
1278,fragen::V,goulenn,întreba
1279,bitten::V,goulenn,ruga
1280,erzählen::V,kontañ,spune
1281,erzählen::V,kontañ,povesti
1282,mitteilen::V,kemenn,comunica
1283,mitteilen::V,kemenn,înștiința
1284,nennen::V,anviñ,numi
1285,nennen::V,anviñ,chema
1286,rufen::V,gelver,chema
1287,prahlen::V,fougeal,se făli
1288,übersetzen::V,treiñ,traduce
1289,denken::V,soñjal,gândi
1290,glauben::V,krediñ,crede
1291,bemerken::V,apresevañ,observa
1292,erkennen::V,anavout,cunoaște
1293,erkennen::V,anavout,recunoaște
1294,begreifen::V,meizañ,pricepe
1295,begreifen::V,meizañ,înțelege
1296,verstehen::V,kompren,înțelege
1297,lernen::V,deskiñ,învăța
1298,wissen::V,gouzout,ști
1299,sich erinnern an::V,kaout soñj e,a-și aminti de
1300,vergessen::V,ankouaat,uita
1301,messen::V,muzuliañ,măsura
1302,zählen::V,kontañ,număra
1303,rechnen::V,jedañ,calcula
1304,lesen::V,lenn,citi
1305,malen::V,livañ,picta
1306,zeichnen::V,tresañ,desena
1307,schreiben::V,skrivañ,scrie
1308,besitzen::V,kaout,avea
1309,besitzen::V,kaout,poseda
1310,kaufen::V,prenañ,cumpăra
1311,verkaufen::V,gwerzhañ,vinde
1312,bezahlen::V,paeañ,plăti
1313,bezahlen::V,paeañ,achita
1314,zahlen::V,paeañ,plăti
1315,beherrschen::V,mestroniañ,stăpâni
1316,ertragen::V,anduriñ,răbda
1317,ertragen::V,anduriñ,suporta
1318,Grube::N,,groapă
1319,Spur::N,,dâră
1320,Lehm::N,,lut
1321,Lehm::N,,humă
1322,Laut::N,,sunet
1323,Winkel::N,,colț
1324,Lagerfeuer::N,,foc de tabără
1325,vergebens::ADV,,în zadar
1326,untergehen[Sonne]::V,,apune
1327,läuten::V,,suna
1328,klingeln::V,,suna
1329,sich fürchten::V,,se teme
1330,sich fürchten::V,,fi teamă a
1331,fürchten::V,,se teme de
1332,gelingen::V,,reuși
1333,gelingen::V,,izbuti
1334,geraten::V,,reuși
1335,schwenken::V,,agita
1336,reichen::V,,întinde
1337,aufziehen::V,,crește
1338,schießen::V,,trage
1339,treiben::V,,mână
1340,umrühren::V,,mesteca
1341,ausziehen::V,,și scoate
1342,anziehen::V,,îmbrăca
