,Concept_ID,sq,de
787,oder::CNJ,a,oder
788,oder::CNJ,apo,oder
789,stehen::V,rri,stehen
790,sitzen::V,rri,sitzen
791,liegen::V,rri shtrirë,liegen
792,hängen::V,varem,hängen
793,werden::V,bëhem,werden
794,passieren::V,ndodh,passieren
795,beginnen::V,filloj,beginnen
796,enden::V,përfundoj,enden
797,wechseln::V,ndërroj,wechseln
798,aufgehen[Sonne]::V,hapem,aufgehen
799,untergehen[Sonne]::V,hyj,untergehen
800,untergehen[Sonne]::V,perëndoj,untergehen
801,scheinen[Sonne]::V,ndriçoj,scheinen
802,donnern::V,gjëmoj,donnern
803,donnern::V,bubulloj,donnern
804,wehen::V,fryj,wehen
805,strömen::V,derdh,strömen
806,fließen::V,rrjedh,fließen
807,sich drehen::V,rrotullohem,sich drehen
808,schwanken::V,dyzoj,schwanken
809,schwingen::V,dridhem,schwingen
810,fallen::V,bie,fallen
811,brennen::V,digjem,brennen
812,rauchen::V,nxjerr tym,rauchen
813,regnen::V,bie shi,regnen
814,gefrieren::V,ngrij,gefrieren
815,tauen::V,shkrij,tauen
816,schmelzen::V,shkrij,schmelzen
817,trocknen::V,thaj,trocknen
818,sieden::V,ziej,sieden
819,faulen::V,kalbem,faulen
820,faulen::V,prishem,faulen
821,verfaulen::V,kalbem,verfaulen
822,reißen::V,grisem,reißen
823,reißen::V,shqyhem,reißen
824,versinken::V,humboj,versinken
825,vergehen::V,kaloj,vergehen
826,erscheinen::V,dukem,erscheinen
827,verschwinden::V,zhdukem,verschwinden
828,sinken::V,ulem,sinken
829,abnehmen::V,pakësohem,abnehmen
830,abnehmen::V,zvogëlohem,abnehmen
831,zunehmen::V,shtohem,zunehmen
832,steigen::V,rritem,steigen
833,wachsen::V,rritem,wachsen
834,glänzen::V,vezulloj,glänzen
835,funkeln::V,xixoj,funkeln
836,funkeln::V,xixëlloj,funkeln
837,lärmen::V,oshtij,lärmen
838,lärmen::V,zhurmoj,lärmen
839,läuten::V,bie,läuten
840,klingeln::V,i bie ziles,klingeln
841,klirren::V,kërcëlloj,klirren
842,brausen::V,gjëmoj,brausen
843,rauschen::V,fëshfërij,rauschen
844,klingen::V,tingëlloj,klingen
845,bellen::V,leh,bellen
846,heulen::V,ulërij,heulen
847,blasen::V,fryj,blasen
848,pfeifen::V,fishkëllej,pfeifen
849,schreien::V,bërtas,schreien
850,stöhnen::V,rënkoj,stöhnen
851,zittern::V,trembem,zittern
852,leben::V,rroj,leben
853,leben::V,jetoj,leben
854,geboren werden::V,lind,geboren werden
855,atmen::V,marr frymë,atmen
856,trinken::V,pi,trinken
857,essen::V,ha,essen
858,schlucken::V,gëlltis,schlucken
859,schlucken::V,kapërdij,schlucken
860,müde werden::V,lodhem,müde werden
861,einschlafen::V,bie të fle,einschlafen
862,schlafen::V,fle,schlafen
863,aufwachen::V,zgjohem,aufwachen
864,aufstehen::V,çohem,aufstehen
865,aufstehen::V,ngrihem,aufstehen
866,sich erholen::V,qetësohem,sich erholen
867,sich erholen::V,shtendosem,sich erholen
868,krank werden::V,bie i sëmurë,krank werden
869,krank sein::V,jam i sëmurë,krank sein
870,schmerzen::V,dhemb,schmerzen
871,husten::V,kollitem,husten
872,genesen::V,shërohem,genesen
873,sterben::V,vdes,sterben
874,umkommen::V,vdes,umkommen
875,umkommen::V,mbaroj,umkommen
876,sich bewegen::V,shkundem,sich bewegen
877,sich rühren::V,lëviz,sich rühren
878,sich erheben::V,ngrihem,sich erheben
879,sich setzen::V,ulem,sich setzen
880,hinfallen::V,gremisem,hinfallen
881,laufen::V,eci,laufen
882,schreiten::V,çapem,schreiten
883,spazierengehen::V,shëtis,spazierengehen
884,eilen::V,ngas,eilen
885,sich beeilen::V,nxitoj,sich beeilen
886,sausen::V,eci shpejt,sausen
887,rennen::V,vrapoj,rennen
888,springen::V,kërcej,springen
889,klettern::V,hipi,klettern
890,schaukeln::V,kolovitem,schaukeln
891,kriechen::V,zvarritem,kriechen
892,schwimmen::V,notoj,schwimmen
893,tauchen::V,zhytem,tauchen
894,rudern::V,vozis,rudern
895,fahren::V,shkoj,fahren
896,fliegen::V,fluturoj,fliegen
897,gehen::V,eci,gehen
898,gehen::V,shkoj,gehen
899,weggehen::V,vete,weggehen
900,abfahren::V,nisem,abfahren
901,anhalten::V,ndalem,anhalten
902,hineingehen::V,futem,hineingehen
903,eintreten::V,hyj,eintreten
904,kommen::V,vij,kommen
905,ankommen::V,arrij,ankommen
906,ankommen::V,mbërrij,ankommen
907,zurückkommen::V,kthehem,zurückkommen
908,bleiben::V,mbetem,bleiben
909,bleiben::V,qëndroj,bleiben
910,warten::V,pres,warten
911,erwarten::V,pres,erwarten
912,suchen::V,kërkoj,suchen
913,finden::V,gjej,finden
914,versuchen::V,mundohem,versuchen
915,vorbereiten::V,përgatis,vorbereiten
916,lieben::V,dashuroj,lieben
917,mögen::V,dua,mögen
918,lachen::V,qesh,lachen
919,rühren::V,mallëngjej,rühren
920,weinen::V,qaj,weinen
921,schimpfen::V,shaj,schimpfen
922,sich ärgern::V,bëhem verem,sich ärgern
923,sich fürchten::V,kam frikë,sich fürchten
924,sich fürchten::V,frikësohem,sich fürchten
925,fürchten::V,kam frikë nga,fürchten
926,fliehen::V,arratisem,fliehen
927,flüchten::V,iki,flüchten
928,sehen::V,shoh,sehen
929,anschauen::V,shikoj,anschauen
930,ansehen::V,shikoj,ansehen
931,hören::V,dëgjoj,hören
932,zuhören::V,veshtoj,zuhören
933,probieren::V,provoj,probieren
934,riechen::V,nuhas,riechen
935,fühlen::V,ndiej,fühlen
936,scheinen::V,ndriçoj,scheinen
937,zu sehen sein::V,dukem,zu sehen sein
938,vernehmen::V,dëgjoj,vernehmen
939,frieren::V,mërdhij,frieren
940,tun::V,bëj,tun
941,können::V,mund,können
942,wollen::V,dua,wollen
943,wollen::V,dëshiroj,wollen
944,anfangen::V,filloj,anfangen
945,beenden::V,kryej,beenden
946,beenden::V,mbaroj,beenden
947,aufhören::V,pushoj,aufhören
948,gelingen::V,më shkon mbarë,gelingen
949,geraten::V,del,geraten
950,öffnen::V,hap,öffnen
951,schließen::V,mbyll,schließen
952,stellen::V,vë,stellen
953,setzen::V,vë,setzen
954,legen::V,vë,legen
955,berühren::V,rrok,berühren
956,verbinden::V,bashkoj,verbinden
957,bedecken::V,mbuloj,bedecken
958,aufhängen::V,var,aufhängen
959,anzünden::V,ndez,anzünden
960,aufheben::V,ngre,aufheben
961,zurücklassen::V,lë pas,zurücklassen
962,verlieren::V,humb,verlieren
963,fallen lassen::V,lëshoj,fallen lassen
964,machen::V,bëj,machen
965,herstellen::V,prodhoj,herstellen
966,bauen::V,ndërtoj,bauen
967,reparieren::V,ndreq,reparieren
968,reparieren::V,meremetoj,reparieren
969,verbessern::V,përmirësoj,verbessern
970,ändern::V,ndërroj,ändern
971,graben::V,gërmoj,graben
972,beugen::V,kërrus,beugen
973,biegen::V,përkul,biegen
974,drehen::V,dredh,drehen
975,drehen::V,rrotulloj,drehen
976,wenden::V,kthej,wenden
977,umdrehen::V,kthej,umdrehen
978,heben::V,ngre,heben
979,hochheben::V,ngre,hochheben
980,ergreifen::V,rrëmbej,ergreifen
981,halten::V,mbaj,halten
982,drücken::V,shtyp,drücken
983,schieben::V,shtyj,schieben
984,kratzen::V,kruaj,kratzen
985,kratzen::V,gërvisht,kratzen
986,lecken::V,lëpij,lecken
987,beißen::V,kafshoj,beißen
988,abreißen::V,shkëpus,abreißen
989,abschneiden::V,cungoj,abschneiden
990,binden::V,lidh,binden
991,stecken::V,fus,stecken
992,stecken::V,ngul,stecken
993,brechen::V,thyej,brechen
994,klopfen::V,trokas,klopfen
995,hauen::V,godas,hauen
996,kleben::V,ngjis,kleben
997,reiben::V,fërkoj,reiben
998,streichen::V,lyej,streichen
999,schleifen::V,mpreh,schleifen
1000,schneiden::V,pres,schneiden
1001,rütteln::V,shkund,rütteln
1002,schütteln::V,lëkund,schütteln
1003,schwenken::V,valëvit,schwenken
1004,schütten::V,mbush,schütten
1005,füllen::V,mbush,füllen
1006,einwickeln::V,mbështjell,einwickeln
1007,tragen::V,mbaj,tragen
1008,tragen::V,mbart,tragen
1009,schleppen::V,heq,schleppen
1010,schleppen::V,zhgërryej,schleppen
1011,ziehen::V,tërheq,ziehen
1012,aufbewahren::V,ruaj,aufbewahren
1013,werfen::V,hedh,werfen
1014,fangen::V,kap,fangen
1015,packen::V,rrëmbej,packen
1016,verstecken::V,fsheh,verstecken
1017,teilen::V,ndaj,teilen
1018,schicken::V,dërgoj,schicken
1019,bringen::V,sjell,bringen
1020,hinzufügen::V,shtoj,hinzufügen
1021,bekommen::V,kap,bekommen
1022,erhalten::V,marr,erhalten
1023,nehmen::V,marr,nehmen
1024,wählen::V,zgjedh,wählen
1025,auswählen::V,përzgjedh,auswählen
1026,bewahren::V,ruaj,bewahren
1027,behindern::V,pengoj,behindern
1028,verderben::V,prish,verderben
1029,beschädigen::V,dëmtoj,beschädigen
1030,zerbrechen::V,thyej,zerbrechen
1031,zerreißen::V,çjerr,zerreißen
1032,zerreißen::V,zheloj,zerreißen
1033,zerstören::V,prish,zerstören
1034,zerstören::V,shkatërroj,zerstören
1035,verbrennen::V,djeg,verbrennen
1036,geben::V,jap,geben
1037,reichen::V,jap,reichen
1038,schenken::V,fal,schenken
1039,schenken::V,dhuroj,schenken
1040,versprechen::V,premtoj,versprechen
1041,wünschen::V,uroj,wünschen
1042,loben::V,lëvdoj,loben
1043,loben::V,lavdëroj,loben
1044,küssen::V,puth,küssen
1045,wiegen::V,tund,wiegen
1046,zudecken::V,mbuloj,zudecken
1047,wecken::V,zgjoj,wecken
1048,zeigen::V,dëftej,zeigen
1049,führen::V,çoj,führen
1050,lehren::V,arsej,lehren
1051,unterrichten::V,arsimoj,unterrichten
1052,aufziehen::V,rris,aufziehen
1053,leiten::V,udhëheq,leiten
1054,antreiben::V,nxis,antreiben
1055,lassen::V,detyroj,lassen
1056,einladen::V,ftoj,einladen
1057,vereinigen::V,bashkoj,vereinigen
1058,besuchen::V,vizitoj,besuchen
1059,treffen::V,ndesh,treffen
1060,sich versammeln::V,tubohem,sich versammeln
1061,spielen::V,loz,spielen
1062,spielen::V,luaj,spielen
1063,singen::V,këndoj,singen
1064,tanzen::V,kërcej,tanzen
1065,tanzen::V,vallëzoj,tanzen
1066,sich trennen::V,ndahem,sich trennen
1067,verlassen::V,braktis,verlassen
1068,retten::V,shpëtoj,retten
1069,bewachen::V,ruaj,bewachen
1070,schützen::V,ruaj,schützen
1071,schützen::V,mbroj,schützen
1072,verteidigen::V,mbroj,verteidigen
1073,sich schlagen::V,zihem,sich schlagen
1074,schießen::V,shtie,schießen
1075,siegen::V,fitoj,siegen
1076,siegen::V,ngadhënjej,siegen
1077,ärgern::V,zemëroj,ärgern
1078,schlagen::V,rrah,schlagen
1079,schlagen::V,godas,schlagen
1080,treten::V,shtyj,treten
1081,treten::V,shtyj më këmbë,treten
1082,stechen::V,ther,stechen
1083,stechen::V,shpoj,stechen
1084,stoßen::V,shtyj,stoßen
1085,stehlen::V,vjedh,stehlen
1086,stören::V,pengoj,stören
1087,belästigen::V,bezdis,belästigen
1088,verbergen::V,fsheh,verbergen
1089,täuschen::V,mashtroj,täuschen
1090,betrügen::V,kobis,betrügen
1091,töten::V,vras,töten
1092,wohnen::V,banoj,wohnen
1093,arbeiten::V,punoj,arbeiten
1094,arbeiten::V,vardoj,arbeiten
1095,sammeln::V,mbledh,sammeln
1096,sammeln::V,grumbulloj,sammeln
1097,pflücken::V,vjel,pflücken
1098,pflücken::V,mbledh,pflücken
1099,jagen::V,gjuaj,jagen
1100,fischen::V,peshkoj,fischen
1101,fischen::V,gjuaj peshk,fischen
1102,fassen::V,zë,fassen
1103,hüten::V,kullos,hüten
1104,treiben::V,vë përpara,treiben
1105,anbinden::V,lidh,anbinden
1106,füttern::V,grazhdoj,füttern
1107,melken::V,mjel,melken
1108,hacken::V,grij,hacken
1109,gießen::V,ujis,gießen
1110,reifen::V,piqem,reifen
1111,zubereiten::V,gatuaj,zubereiten
1112,kochen::V,ziej,kochen
1113,backen::V,pjek,backen
1114,backen::V,furroj,backen
1115,braten::V,fërgoj,braten
1116,braten::V,tiganis,braten
1117,umrühren::V,trazoj,umrühren
1118,stricken::V,thur,stricken
1119,nähen::V,qep,nähen
1120,färben::V,ngjyej,färben
1121,färben::V,bojatis,färben
1122,reinigen::V,qëroj,reinigen
1123,reinigen::V,pastroj,reinigen
1124,waschen::V,laj,waschen
1125,waschen::V,finjos,waschen
1126,abwischen::V,fshij,abwischen
1127,spülen::V,kulloj,spülen
1128,fegen::V,fshij,fegen
1129,kehren::V,fshij,kehren
1130,baden::V,lahem,baden
1131,sich waschen::V,lahem,sich waschen
1132,ausziehen::V,heq,ausziehen
1133,ausziehen::V,zbath,ausziehen
1134,anziehen::V,vesh,anziehen
1135,anziehen::V,mbath,anziehen
1136,sich anziehen::V,vishem,sich anziehen
1137,kämmen::V,kreh,kämmen
1138,schmücken::V,hijeshoj,schmücken
1139,sagen::V,them,sagen
1140,sprechen::V,flas,sprechen
1141,reden::V,fjalos,reden
1142,reden::V,fjalëtoj,reden
1143,sich unterhalten::V,bisedoj,sich unterhalten
1144,fragen::V,pyes,fragen
1145,bitten::V,lus,bitten
1146,bitten::V,lutem,bitten
1147,erzählen::V,rrëfej,erzählen
1148,mitteilen::V,kumtoj,mitteilen
1149,nennen::V,quaj,nennen
1150,rufen::V,thërras,rufen
1151,prahlen::V,mburrem,prahlen
1152,prahlen::V,kapardisem,prahlen
1153,übersetzen::V,përkthej,übersetzen
1154,denken::V,mendoj,denken
1155,glauben::V,besoj,glauben
1156,bemerken::V,vërej,bemerken
1157,erkennen::V,njoh,erkennen
1158,erkennen::V,shquaj,erkennen
1159,begreifen::V,marr vesh,begreifen
1160,verstehen::V,marr vesh,verstehen
1161,lernen::V,mësoj,lernen
1162,wissen::V,di,wissen
1163,sich erinnern an::V,kujtoj,sich erinnern an
1164,vergessen::V,harroj,vergessen
1165,messen::V,mas,messen
1166,zählen::V,njeh,zählen
1167,rechnen::V,llogaris,rechnen
1168,lesen::V,lexoj,lesen
1169,lesen::V,këndoj,lesen
1170,malen::V,lyej,malen
1171,zeichnen::V,vizatoj,zeichnen
1172,schreiben::V,shkruaj,schreiben
1173,besitzen::V,kam,besitzen
1174,kaufen::V,blej,kaufen
1175,verkaufen::V,shes,verkaufen
1176,bezahlen::V,paguaj,bezahlen
1177,zahlen::V,paguaj,zahlen
1178,beherrschen::V,zotëroj,beherrschen
1179,ertragen::V,duroj,ertragen
