,Concept_ID,lbe,sah
384,Griff::N,куяму,ук
385,Griff::N,куяму,тутаах
386,Schloss::N,кьункьула,күлүүс
387,Bild::N,сурат,хартыына
388,Puppe::N,ссихьу,куукула
389,Beutel::N,чантай,мөһөөччук
390,Bündel::N,гьи,баайыы
391,Bündel::N,къар,баайыы
392,Eimer::N,бадра,биэдэрэ
393,Deckel::N,къапаза,хаппах
394,Geschirr::N,пюрунчӏул,иһит
395,Geschirr::N,тӏахӏникӏичӏу,иһит
396,Sack::N,къап,куул
397,Sack::N,дарваг,куул
398,Tasse::N,пижан,сэлиэнэй
399,Tasse::N,пинжан,сэлиэнэй
400,Tasse::N,инкираччатӏи,сэлиэнэй
401,Tasse::N,цинцилттал бушкъап,сэлиэнэй
402,Topf::N,кӏункӏур,көстүрүүҥкэ
403,Kessel::N,чаг,хочуол
404,Kessel::N,кӏункӏур,хочуол
405,Essen::N,дукия,аһылык
406,Essen::N,дукин,аһылык
407,Nahrung::N,дукра,ас
408,Speise::N,дукра,аһылык
409,Fleisch::N,дикӏ,эт
410,Getreide::N,къама,злактар
411,Brei::N,ккурч,хааһы
412,Brot::N,ччатӏ,килиэп
413,Scheibe::N,парча,куһуок
414,Fett::N,аьгъушиву,сыа
415,Butter::N,нагь,арыы
416,Butter::N,лагаву,арыы
417,Salz::N,цӏву,туус
418,Suppe::N,накь,мин
419,Honig::N,ницӏ,мүөт
420,Milch::N,накӏ,үүт
421,Tee::N,чяй,чэй
422,Leder::N,бурчу,тирии
423,Wolle::N,ппал,түү
424,Stoff::N,янна,таҥас
425,Nadel::N,ххалаххи,иннэ
426,Faden::N,ххал,сап
427,Knopf::N,банд,тимэх
428,Knoten::N,къурхъ,түмүк
429,Farbe::N,сир,кырааска
430,Kleidung::N,янна,таҥас
431,Kleidung::N,лаххия,таҥас
432,Hemd::N,гьухъа,ырбаахы
433,Kragen::N,дарвач,саҕа
434,Ärmel::N,кахха,сиэх
435,Hose::N,хӏажак,ыстаан
436,Hose::N,хӏажак,бүрүүкэ
437,Gürtel::N,мухӏлу,кур
438,Mütze::N,кьяпа,бэргэһэ
439,Stiefel::N,чакма,саппыкы
440,Ring::N,кӏисса,биһилэх
441,Band::N,линт,лиэнтэ
442,Kamm::N,ттарал,тараах
443,Spiegel::N,дагьани,сиэркилэ
444,Riemen::N,эн,кур
445,Schnur::N,хьхьа,быа
446,Decke::N,виргъан,суорҕан
447,Kissen::N,кӏаралу,сыттык
448,Tuch::N,карщи,былаат
449,Handtuch::N,калихьу,соттор
450,Handtuch::N,лажинлихьу,соттор
451,Kraft::N,эллаж,сыра
452,Stärke::N,гуж,күүс
453,Gesundheit::N,цӏуллу-сагъшиву,доруобуйа
454,Krankheit::N,къашайшиву,ыарыы
455,Schmerz::N,къюву,ыарыы
456,Wunde::N,щаву,баас
457,Fieber::N,кӏиришиву,түрүлгэн
458,Fieber::N,кӏиришиву,лихорадка
459,Fieber::N,кӏиришиву,температура
460,Arznei::N,дару,эмп
461,Brücke::N,ламу,күргэ
462,Brunnen::N,къуй,холуодьас
463,Weide::N,бизантту,мэччирэҥ
464,Pfad::N,жегъир ххуллу,ыллык
465,Weg::N,ххуллу,суол
466,Straße::N,ххуллу,суол
467,Dorf::N,щар,дэриэбинэ
468,Dorf::N,шяравалу,дэриэбинэ
469,Stadt::N,шагьру,куорат
470,Brief::N,чагъар,сурук
471,Buch::N,лу,кинигэ
472,Buchstabe::N,хӏарп,буква
473,Zeitung::N,кказит,хаһыат
474,Leben::N,оьрму,тыын
475,Tod::N,ажал,өлүү
476,Tod::N,бивкӏу,өлүү
477,Tod::N,ивчӏаву,өлүү
478,Grab::N,гьав,иин
479,Kirche::N,килиса,таҥара дьиэтэ
480,Sünde::N,бунагъ,айыы
481,Gott::N,зал,тангара
482,Arbeiter::N,зузала,үлэһит
483,Chef::N,ялувма,баһылык
484,Chef::N,ялувма,начальник
485,Meister::N,усттар,уус
486,Meister::N,усттар,маастар
487,Arzt::N,хӏакин,врач
488,Lehrer::N,учитель,учуутал
489,Geld::N,арцу,харчы
490,Geschäft::N,даву,идэ
491,Laden::N,ттучан,маҕаһыын
492,Preis::N,багъа,сыана
493,Ware::N,хъус,табаар
494,Nutzen::N,хайр,туһа
495,Nutzen::N,мюнпат,туһа
496,Reichtum::N,давлат,баай
497,Reichtum::N,аваданшиву,баай
498,Welt::N,дуниял,аан дойду
499,Land::N,билаят,дойду
500,Staat::N,паччахӏлугъ,государство
501,Macht::N,власть,былаас
502,Grenze::N,дазу,кыраныысса
503,Krieg::N,дяъви,сэрии
504,Feind::N,душман,өстөөх
505,Gewalt::N,къия,күүһүлээһин
506,Kampf::N,лачӏуи уккаву,охсуһуу
507,Bogen[Waffe]::N,ккуртта,ох
508,Pfeil::N,чӏатӏаракӏ,ох
509,Gewehr::N,ттупанг,саа
510,Fehler::N,гъалатӏ,сыыһа
511,Lüge::N,щялмахъ,сымыйа
512,Schaden::N,зарал,хоромньу
513,Unglück::N,бала,алдьархай
514,Schuld::N,тахсир,буруй
515,Alter::N,оьрму,саас
516,Schluss::N,ахир,тиһэх
517,Zeit::N,чӏун,бириэмэ
518,Tag::N,кьини,күн
519,Morgen::N,кӏюрх,сарсыарда
520,Mittag::N,ахттайн,күн ортото
521,Mittag::N,дяахттайн,күн ортото
522,Mittag::N,ахттайн чӏун,күн ортото
523,Abend::N,маркӏачӏан,киэһэ
524,Nacht::N,хьхьу,түүн
525,Woche::N,нюжмар,нэдиэлэ
526,Monat::N,барз,ый
527,Jahr::N,шин,сыл
528,Jahr::N,шин,дьыл
529,Frühling::N,инт,саас
530,Sommer::N,гъи,сайын
531,Herbst::N,ссут,күһүн
532,Winter::N,кӏи,кыһын
533,Januar::N,цалчинмур барз,тохсунньу
534,Februar::N,кӏилчинмур барз,олунньу
535,März::N,шамилчинмур барз,кулун тутар
536,April::N,апрель,муус устар ый
537,April::N,мукьилчинмур барз,муус устар ый
538,Mai::N,май,ыам ыйа
539,Mai::N,ххюлчинмур барз,ыам ыйа
540,Juni::N,июнь,бэс ыйа
541,Juni::N,ряххилчинмур барз,бэс ыйа
542,Juli::N,июль,от ыйа
543,Juli::N,Арулчинмур барз,от ыйа
544,August::N,мяйлчинмур барз,атырдьах ыйа
545,September::N,урчӏилчинмур барз,балаҕан ыйа
546,Oktober::N,ацӏилчинмур барз,алтынньы
547,November::N,ацӏния цалчинмур барз,сэтинньи
548,Dezember::N,ацӏния кӏилчинмур барз,ахсынньы
549,Montag::N,итин,бэнидиэнньик
550,Montag::N,итин кьини,бэнидиэнньик
551,Dienstag::N,тталат,оптуорунньук
552,Dienstag::N,тталат кьини,оптуорунньук
553,Mittwoch::N,арвахӏ,сэрэдэ
554,Donnerstag::N,хамис,чэппиэр
555,Freitag::N,нюжмар,бээтинсэ
556,Freitag::N,нюжмар кьини,бээтинсэ
557,Samstag::N,ххуллун,субуота
558,Samstag::N,ххуллун кьини,субуота
559,Sonntag::N,алхӏат,баскыһыанньа
560,Sonntag::N,алхӏат кьини,баскыһыанньа
561,groß::A,бугъарасса,бөдөҥ
562,groß::A,бугъарасса,улахан
563,klein::A,чӏивисса,кыр
564,lang::A,лахъисса,уһун
565,kurz::A,кутӏасса,кылгас
566,breit::A,уттасса,кэтит
567,schmal::A,уттакӏюласса,кыараҕас
568,dicht::A,ццунсса,хойуу
569,dick[Gegenstand]::A,ганзсса,суон
570,dick[Gegenstand]::A,ганзсса,хойуу
571,dünn::A,кӏюласса,чараас
572,fest::A,цӏакьсса,бөҕө
573,fest::A,цӏакьсса,кытаанах
574,fest::A,кьянкьасса,бөҕө
575,fest::A,кьянкьасса,кытаанах
576,flach::A,баягъисса,хаптаҕай
577,flach::A,цӏубакъасса,хаптаҕай
578,flach::A,куртӏ дакъасса,хаптаҕай
579,glatt::A,дюрчӏусса,кылааккай
580,hart::A,кьянкьасса,хатан
581,hart::A,кьянкьасса,кытаанах
582,weich::A,кӏукӏлусса,сымнаҕас
583,rund::A,ккурккисса,төгүрүк
584,spitz::A,ярксса,сытыы
585,spitz::A,ярксса,уһуктаах
586,spitz::A,дайлсса,сытыы
587,spitz::A,дайлсса,уһуктаах
588,spitz::A,мицӏ бусса,сытыы
589,spitz::A,мицӏ бусса,уһуктаах
590,scharf::A,ярксса,сытыы
591,scharf::A,дайлсса,сытыы
592,scharf::A,мицӏ бусса,сытыы
593,stumpf::A,къуркъасса,сыппах
594,schwer::A,кӏусса,ыарахан
595,schön::A,аьнтӏикӏасса,кыраһыабай
596,heiß::A,кӏирисса,итии
597,warm::A,гъелисса,ичигэс
598,kalt::A,дяркъусса,тымныы
599,kühl::A,дюхлулсса,сөрүүн
600,frisch::A,цӏусса,ыраас
601,frisch::A,цӏусса,сөрүүн
602,frisch::A,цӏусса,тымныы
603,feucht::A,атилсса,сииктээх
604,feucht::A,хъавтусса,сииктээх
605,nass::A,атилсса,инчэҕэй
606,nass::A,хъавтусса,инчэҕэй
607,trocken::A,кьавкьсса,кураан
608,trocken::A,кьакьан бувсса,кураан
609,voll::A,бувцӏусса,толору
610,leer::A,бачӏвасса,иччитэх
611,offen::A,тӏивтӏусса,аһаҕас
612,geschlossen::A,лавкьусса,бүтэй
613,sauber::A,марцӏсса,сэбэр
614,schmutzig::A,чапалсса,кирдээх
615,roh::A,шакъавхьсса,сиикэй
616,reif::A,дирсса,буспут
617,reif::A,дирсса,сиппит-хоппут
618,lecker::A,нахӏусса,минньигэс
619,lecker::A,тӏааьнсса,минньигэс
620,süß::A,нацӏусса,минньигэс
621,bitter::A,кьурчӏисса,аһыы
622,sauer::A,туршсса,аһыы
623,hell::A,чаннасса,сырдык
624,dunkel::A,цӏансса,хараҥа
625,schwarz::A,лухӏисса,хара
626,weiß::A,кӏяласса,үрүҥ
627,weiß::A,кӏяласса,маҥан
628,rot::A,ятӏулсса,кыһыл
629,gelb::A,хъахъисса,саһархай
630,blau::A,някӏсса,күөх
631,grün::A,щюлисса,күөх
632,grün::A,щюлисса,от күөҕэ
633,grau::A,оьрусса,сиэрэй
634,bunt::A,оьрчӏикӏурисса,эриэн
635,billig::A,кьювкьусса,чэпчэки
636,teuer::A,ххирасса,сыаналаах
637,wertvoll::A,багьасса,сыаналаах
638,blind::A,мурчӏисса,хараҕа суох
639,taub::A,къюкӏсса,дьүлэй
640,kräftig::A,гужсса,модун
641,stark::A,кьянкьасса,күүстээх
642,schwach::A,заэвсса,мөлтөх
643,fett::A,бучсса,эмис
644,schlank::A,бювхъусса,дьылҕан
645,schlank::A,бювхъусса,дьыпсаҕай
646,hübsch::A,янусса,олус кэрэ
647,hübsch::A,янусса,көрүөхтэн үчүгэй
648,böse::A,оьсса,өһүөннээх
649,dumm::A,ахӏмакьсса,акаары
650,faul::A,танмалсса,нэс
651,faul::A,курчӏилсса,нэс
652,fleißig::A,хӏарачат бусса,кыһамньылаах
653,geizig::A,янттарцӏансса,иҥсэлээх
654,klug::A,аькьлу бусса,өйдөөх
655,geschickt::A,паргалсса,наһаа дьоҕурдаах
656,lieb::A,аьзизсса,тапталлаах
657,lustig::A,тяхъасса,көрдөөх
658,sanft::A,иминсса,намчы
659,sanft::A,иминсса,сымнаҕас
660,hungrig::A,ккашилсса,аччык
661,krank::A,къашавайсса,ыалдьар
662,nackt::A,кӏачӏасса,сыгынньах
663,traurig::A,пашмансса,санаарҕабыллаах
664,lebendig::A,уттавасса,тыыннаах
665,gut::A,ххуйсса,үтүө
666,gut::A,ххуйсса,үчүгэй
667,schlecht::A,оьккисса,куһаҕан
668,richtig::A,саргъунсса,сөп
669,schlimm::A,оьккисса,сидьиҥ
670,schlimm::A,оьккисса,быдьар
671,wahr::A,хӏакьсса,кырдьык
672,alt::A,кугьнасса,былыргы
673,neu::A,цӏусса,саҥа
674,ehemalig::A,хъхъичӏвасса,урукку
675,alt[Lebewesen]::A,агьилсса,кырдьаҕас
676,jung::A,чӏавасса,эдэр
677,jung::A,жагьилсса,эдэр
678,arm::A,мискинсса,дьадаҥы
679,reich::A,авадансса,баай
680,bekannt::A,дусъсса,билэр
681,berühmt::A,машгьурсса,аатырбыт
682,fremd::A,чил,атын
683,verschieden::A,личӏи-личӏисса,араас
684,nah::A,гъансса,чугас
685,fern::A,архсса,ыраах
686,linker::A,кияхсса,хаҥас
687,linker::A,кюччахсса,хаҥас
688,rechter::A,урчӏахсса,уҥа
689,anderer::A,цамур,атын
690,erster::A,цалчинмур,маҥнайгы
691,erster::A,цалчиннсса,маҥнайгы
692,zweiter::A,кӏилчиимур,иккис
693,dritter::A,шамулчинмур,үһүс
694,letzter::A,махъва-махъмур,тиһэх
695,allein::ADV,ялгъузну,соҕотох
696,zusammen::ADV,цачӏу,холбуу
697,zusammen::ADV,архӏал,холбуу
698,lange::ADV,батӏи къабуклай,уһуннук
699,lange::ADV,хъунмасса хӏаллай,уһуннук
