,Concept_ID,hi,mrj
162,Tropfen::N,बूँद,капльы
163,Tropfen::N,बूँद,капльык
164,Schaum::N,झाग,шонг
165,Schmutz::N,गंद,лявӹрӓ
166,Schmutz::N,कीचड़,лявӹрӓ
167,See::N,झील,йӓр
168,See::N,सरोवर,йӓр
169,Sumpf::N,दलदल,лӱкӹ
170,Sumpf::N,धँसान,лӱкӹ
171,Moor::N,झाबर,куп
172,Moor::N,धँसान,куп
173,Wiese::N,घास-स्थल,алык
174,Wald::N,जंगल,шӹргӹ
175,Hügel::N,टीला,пӱгӹрикӓ
176,Hügel::N,पहाड़,пӱгӹрикӓ
177,Anhöhe::N,टीला,кӱкшикӓ
178,Anhöhe::N,पहाड़ी,кӱкшикӓ
179,Berg::N,पहाड़,кырык
180,Gipfel::N,शिखर,неркӓ
181,Höhle::N,गुहा,ы́раж
182,Höhle::N,गुफ़ा,ы́раж
183,Abhang::N,ढाल,полом
184,Abhang::N,ढलान,полом
185,Quelle::N,चश्मा,вӹдсӹнзӓ
186,Bach::N,सोता,ӓнгӹр
187,Bach::N,नदिका,ӓнгӹр
188,Fluss::N,नदी,вӹд
189,Fluss::N,सरिता,вӹд
190,Ufer::N,तट,сир
191,Ufer::N,किनारा,сир
192,Küste::N,समुद्र-तट,сир
193,Festland::N,महाद्वीप,мӱлӓндӹ
194,Meer::N,सागर,тангыж
195,Meer::N,समुद्र,тангыж
196,Bucht::N,खाड़ी,вӹдъял
197,Insel::N,टापू,острок
198,Insel::N,द्वीप,острок
199,Blume::N,फूल,пеледӹш
200,Blume::N,पुष्प,пеледӹш
201,Gras::N,घास,шуды
202,Wurzel::N,मूल,важ
203,Baum::N,पेड़,пушӓнгӹ
204,Baum::N,वृक्ष,пушӓнгӹ
205,Stamm::N,धड़,пушӓнгӹ тӹнг
206,Rinde::N,छाल,каргыж
207,Rinde::N,वल्कल,каргыж
208,Ast::N,डाल,укш
209,Ast::N,शाखा,укш
210,Zweig::N,टहनी,укш
211,Blatt::N,पत्र,листӹ
212,Blatt::N,पत्ता,листӹ
213,Birke::N,भूर्ज,куги
214,Kiefer[Baum]::N,पाइन-वृक्ष,йӓктӹ
215,Weide[Baum]::N,बेंत,уа
216,Tanne::N,फ़र,кож
217,Horn::N,सींग,шур
218,Horn::N,विषाण,шур
219,Feder::N,पर,пын
220,Feder::N,पंख,пын
221,Fell::N,खाल,кавашты
222,Fell::N,पशु-चर्म,кавашты
223,Flügel::N,पंख,шылдыр
224,Flügel::N,डैना,шылдыр
225,Klaue::N,पंजा,кӹч
226,Kralle::N,पंजा,лапа
227,Kralle::N,नाख़ून,лапа
228,Schwanz::N,पूँछ,пач
229,Ei::N,अंडा,мыны
230,Nest::N,नीड़,пӹжӓш
231,Nest::N,घोंसला,пӹжӓш
232,Bau::N,बिल,ыраж
233,Bau::N,माँद,ыраж
234,Tier::N,पशु,во́льык
235,Tier::N,जानवर,во́льык
236,Herde::N,गल्ला,кӹтö
237,Kuh::N,गौ,ышкал
238,Kuh::N,गाय,ышкал
239,Bulle::N,साँड़,ӱшкӱж
240,Pferd::N,अश्व,имни
241,Pferd::N,घोड़ा,имни
242,Schaf::N,भेड़,шарык
243,Schwein::N,शूकर,сасна
244,Hund::N,श्वान,пи
245,Hund::N,कुत्ता,пи
246,Katze::N,बिल्ली,коти
247,Bär::N,रीछ,мöскӓ
248,Bär::N,भालू,мöскӓ
249,Eichhörnchen::N,गिलहरी,ур
250,Elch::N,एल्क,шарды
251,Fuchs::N,लोमड़ी,рӹвӹж
252,Hase::N,खरहा,морен
253,Hase::N,ख़रगोश,морен
254,Maus::N,मूष,каля
255,Maus::N,चूहा,каля
256,Wolf::N,वृक,пирӹ
257,Wolf::N,भेड़िया,пирӹ
258,Vogel::N,पक्षी,кек
259,Vogel::N,चिड़िया,кек
260,Schwarm::N,झुंड,цуца
261,Huhn::N,मुर्ग़ी,цӹвӹ
262,Hahn::N,मुर्ग़ा,ӓптӓн
263,Gans::N,हंस,комбы
264,Gans::N,हंसिनी,комбы
265,Adler::N,उक़ाब,кучкыж
266,Ente::N,बतख़,лыды
267,Ente::N,बत्तक,лыды
268,Eule::N,उल्लू,тымана
269,Kranich::N,सारस,тырня
270,Kranich::N,सारस,тыртня
271,Kranich::N,क्रौंंच,тырня
272,Kranich::N,क्रौंंच,тыртня
273,Krähe::N,काक,лудыгарак
274,Kuckuck::N,कोयल,куку
275,Kuckuck::N,कोकिल,куку
276,Schwan::N,हंस,йӱксӹ
277,Schwan::N,मराल,йӱксӹ
278,Fisch::N,मछली,кол
279,Fisch::N,मत्स्य,кол
280,Barsch::N,पर्च,алангы
281,Hecht::N,पाइक,нуж
282,Hecht::N,पाइक,нужгол
283,Schlange[Tier]::N,सर्प,кӹшкы
284,Wurm::N,कृमि,шукш
285,Wurm::N,कीड़ा,шукш
286,Spinne::N,लूता,ӓнгӹремшӹ
287,Spinne::N,मकड़ी,ӓнгӹремшӹ
288,Ameise::N,चींटी,кыткы
289,Laus::N,जूँ,ти
290,Mücke::N,डाँस,кужнер
291,Mücke::N,डाँस,кужынер
292,Fliege::N,मक्खी,шӹнгӓ
293,Fliege::N,मक्षिका,шӹнгӓ
294,Schmetterling::N,तितली,лӹпӹ
295,Beere::N,बेरी,мöр
296,Apfel::N,सेब,олма
297,Pilz::N,खुंबी,понгы
298,Zwiebel::N,प्याज़,охыра
299,Saat::N,बीज,нӱшмӹ
300,Saat::N,बीज,нӱшмӱ
301,Korn::N,दाना,пӹрцӹ
302,Heu::N,मूखी घास,шуды
303,Schale::N,बकला,аваха
304,Schale::N,बकला,карлангы
305,Schale::N,छिलका,аваха
306,Schale::N,छिलका,карлангы
307,Grube::N,गड्ढा,йӓм
308,Falle::N,जाल,лӱдӹ
309,Falle::N,जाल,лӱдӹш
310,Falle::N,फँदा,лӱдӹ
311,Falle::N,फँदा,лӱдӹш
312,Schlinge::N,फँदा,онгы
313,Spur::N,सुराग़,кишӓ
314,Spur::N,पद-चिह्न,кишӓ
315,Asche::N,राख,ломых
316,Asche::N,राख,ломпыж
317,Dreck::N,मैल,лявӹрӓ
318,Dreck::N,गंदगी,лявӹрӓ
319,Eisen::N,लोहा,кӹртни
320,Gold::N,सोना,шöртни
321,Gold::N,सोना,шöртньӹ
322,Gold::N,स्वर्ण,шöртни
323,Gold::N,स्वर्ण,шöртньӹ
324,Silber::N,रजत,ши
325,Silber::N,चाँदी,ши
326,Kohle::N,कोयला,шӱ
327,Glas::N,काँच,охоница
328,Lehm::N,चिकनी मिट्टी,шун
329,Sand::N,रेत,ошма
330,Sand::N,बालू,ошма
331,Mensch::N,मानव,эдем
332,Mensch::N,इनसान,эдем
333,Mensch::N,मनुष्य,эдем
334,Mann::N,आदमी,пӱэргӹ
335,Mann::N,पुरुष,пӱэргӹ
336,Frau::N,औरत,ӹдӹрӓмӓш
337,Frau::N,महिला,ӹдӹрӓмӓш
338,Frau::N,स्त्री,ӹдӹрӓмӓш
339,Kind::N,बाल,ӓзӓ
340,Kind::N,बाल,шачшы
341,Kind::N,बच्चा,ӓзӓ
342,Kind::N,बच्चा,шачшы
343,Junge::N,लड़का,рвезӹ
344,Junge::N,लड़का,ӹрвезӹ
345,Mädchen::N,लड़की,ӹдӹрӓш
346,Mädchen::N,कुमारी,ӹдӹрӓш
347,Familie::N,परिवार,йиш
348,Familie::N,परिवार,семня
349,Großvater::N,दादा,тьоти
350,Großmutter::N,नानी,папа
351,Eltern::N,माँ-बाप,ӓтя-ӓвӓ
352,Eltern::N,माता-पिता,ӓтя-ӓвӓ
353,Vater::N,बाप,ӓтя
354,Vater::N,पिता,ӓтя
355,Mutter::N,माँ,ӓвӓ
356,Mutter::N,माता,ӓвӓ
357,Sohn::N,बेटा,эргӹ
358,Sohn::N,पुत्र,эргӹ
359,Tochter::N,बेटी,ӹдӹр
360,Tochter::N,पुत्री,ӹдӹр
361,Bruder::N,भाई,ӹза
362,Bruder::N,भ्राता,ӹза
363,Schwester::N,बहन,ӓкӓ
364,Schwester::N,भगिनी,ӓкӓ
365,Onkel::N,ताऊ,кугуза
366,Onkel::N,काका,кугуза
367,Tante::N,बूआ,куака
368,Tante::N,फूफी,куака
369,Tante::N,ख़ाला,куака
370,Ehemann::N,पति,мары
371,Ehemann::N,शौहर,мары
372,Ehefrau::N,बीवी,вӓтӹ
373,Freude::N,आनंद,ӹвӹртӹмӓш
374,Freude::N,प्रसन्नता,ӹвӹртӹмӓш
375,Gelächter::N,हँसी,ваштылмаш
376,Gelächter::N,क़हक़हा,ваштылмаш
377,Glück::N,आनंद,пиӓл
378,Glück::N,ख़ुशी,пиӓл
379,Kummer::N,शोक,ясы
380,Kummer::N,दुःख,ясы
381,Wunsch::N,इच्छा,охата
382,Wunsch::N,इच्छा,шанымаш
383,Wunsch::N,अभिलाषा,охата
384,Wunsch::N,अभिलाषा,шанымаш
385,Lust::N,चाह,шӓр
386,Lust::N,चाह,охата
387,Lust::N,चाह,шанымаш
388,Lust::N,कामना,шӓр
389,Lust::N,कामना,охата
390,Lust::N,कामना,шанымаш
391,Geist::N,जान,тух
392,Geist::N,प्राण,тух
393,Gedanke::N,विचार,шанымаш
394,Gedächtnis::N,याददाश्त,ӓш
395,Gedächtnis::N,स्मरण-शक्ति,ӓш
396,Verstand::N,समझ,ыш
397,Verstand::N,अक़्ल,ыш
398,Verstand::N,बुद्धि,ыш
399,Sinn::N,अर्थ,кын
400,Grund::N,वजह,вир
401,Grund::N,कारण,вир
402,Wahrheit::N,सत्य,тöр
403,Wahrheit::N,सच्चाई,тöр
404,Gespräch::N,चर्चा,хытырымаш
405,Gespräch::N,वार्ता,хытырымаш
406,Gespräch::N,बात-चीत,хытырымаш
407,Märchen::N,क़िस्सा,ямак
408,Erzählung::N,कथा,шайыштмаш
409,Erzählung::N,कहानी,шайыштмаш
410,Nachricht::N,सूचना,увертӓрӹмӓш
411,Nachricht::N,समाचार,увертӓрӹмӓш
412,Neuigkeit::N,ख़बर,увер
413,Neuigkeit::N,समाचार,увер
414,Name::N,नाम,лӹм
415,Rätsel::N,पहेली,тышты
416,Rede::N,वचन,шая
417,Rede::N,वचन,шамак
418,Rede::N,भाषण,шая
419,Rede::N,भाषण,шамак
420,Sprache::N,भाषा,йӹлмӹ
421,Sprache::N,ज़बान,йӹлмӹ
422,Stimme::N,स्वर,юк
423,Stimme::N,आवाज़,юк
424,Wort::N,शब्द,шамак
425,Wort::N,लफ़्ज़,шамак
426,Zeichen::N,निशान,палӹ
427,Ruf::N,पुकार,сӹгӹрӹмӓш
428,Ruf::N,आह्वान,сӹгӹрӹмӓш
429,Lärm::N,शोर,юкланымащ
430,Lärm::N,हुल्लड़,юкланымащ
431,Laut::N,स्वर,юк
432,Laut::N,ध्वनि,юк
433,Ton::N,सुर,юк
434,Ton::N,स्वर,юк
435,Lied::N,गीत,мыры
436,Ruhe::N,आराम,тыр
437,Ruhe::N,ख़ामोशी,тыр
438,Leute::N,लोग,эдемвлӓ
439,Volk::N,क़ौम,халык
440,Volk::N,प्रजा,халык
441,Arbeit::N,काम,пӓшӓ
442,Gast::N,अतिथि,хына
443,Gast::N,मेहमान,хына
444,Geschenk::N,उपहार,подарка
445,Geschenk::N,तोहफ़ा,подарка
446,Spiel::N,खेल,мадыш
447,Spiel::N,क्रीड़ा,мадыш
448,Gesellschaft::N,साथ,йӓл
449,Gesellschaft::N,साथ,йӓлвлӓ
450,Hilfe::N,मदद,палшык
451,Hilfe::N,सहायता,палшык
452,Freund::N,मित्र,тӓнг
453,Kamerad::N,साथी,тос
454,Kamerad::N,कामरेड,тос
455,Angelegenheit::N,बात,дела
456,Angelegenheit::N,बात,йела
457,Angelegenheit::N,बात,йыла
458,Angelegenheit::N,बात,пӓшӓ
459,Angelegenheit::N,मामला,дела
460,Angelegenheit::N,मामला,йела
461,Angelegenheit::N,मामला,йыла
462,Angelegenheit::N,मामला,пӓшӓ
463,Anzahl::N,तादाद,шот
464,Anzahl::N,संख्या,шот
465,Art::N,तरह,цӹре
466,Art::N,क़िस्म,цӹре
467,Stück::N,फाँक,лаштык
468,Stück::N,टुकड़ा,лаштык
469,Teil::N,भाग,пай
470,Teil::N,भाग,часть
471,Teil::N,हिस्सा,пай
472,Teil::N,हिस्सा,часть
473,Hälfte::N,अर्धभाग,пел
474,Kreis::N,चक्कर,тӹртӹш
475,Kreuz::N,सलीब,крестӹ
476,Kreuz::N,क्रूस,крестӹ
477,Linie::N,लाइन,
478,Strich::N,लकीर,
479,Abstand::N,अंतर,ло
480,Abstand::N,फ़ासला,ло
481,Entfernung::N,दूरी,ло
482,Entfernung::N,फ़ासला,ло
483,Gegend::N,इलाक़ा,вӓр
484,Platz::N,जगह,вӓр
485,Platz::N,स्थान,вӓр
486,Ort::N,स्थल,вӓр
487,Ort::N,स्थान,вӓр
488,Seite::N,ओर,öрдӹж
489,Seite::N,तरफ़,öрдӹж
490,Mitte::N,बीच,ло
491,Mitte::N,मध्य,ло
492,Gegenstand::N,चीज़,хӓдӹр
493,Gegenstand::N,पदार्थ,хӓдӹр
494,Sache::N,चीज़,хӓдӹр
495,Sache::N,वस्तु,хӓдӹр
496,Rand::N,छोर,шöр
497,Rand::N,उपांत,шöр
498,Kante::N,कोर,шöр
499,Kante::N,किनारा,шöр
500,Ecke::N,कोना,лык
501,Ecke::N,नुक्कड़,лык
502,Spitze::N,नोक,вуй
503,Ende::N,छोर,вуй
504,Ende::N,छोर,мычаш
505,Ende::N,सिरा,вуй
506,Ende::N,सिरा,мычаш
507,Loch::N,छेद,ыраж
508,Loch::N,सूराख़,ыраж
509,Winkel::N,कोण,лык
510,Winkel::N,कोना,лык
511,Muster::N,नमूना,тӹрлец
512,Muster::N,डिज़ाइन,тӹрлец
513,Größe::N,परिमाण,кӱкшӹц
514,Größe::N,विस्तार,кӱкшӹц
515,Länge::N,लंबाई,кыт
516,Höhe::N,ऊँचाई,кӱкшӹц
517,Höhe::N,उच्चता,кӱкшӹц
518,Gewicht::N,भार,нелӹц
519,Gewicht::N,वज़न,нелӹц
520,Menge::N,मात्रा,шот
521,Haufen::N,ढेर,ара
522,Haufen::N,अंबार,ара
523,Reihe::N,क़तार,ряд
524,Reihe::N,पंक्ति,ряд
525,Boot::N,नाव,пыш
526,Boot::N,नौका,пыш
527,Ruder::N,चप्पू,вешлӓ
528,Schlitten::N,बर्फ़-गाड़ी,тир
529,Ski::N,स्की,ечӹ
530,Lagerfeuer::N,अलाव,тыл
531,Lagerfeuer::N,कैंप-फ़ायर,тыл
532,Last::N,भार,нелӹц
533,Gang::N,चाल,ход
534,Schritt::N,डग,ашкыл
535,Schritt::N,क़दम,ашкыл
536,Norden::N,उत्तर,йыдпелвел
537,Süden::N,दक्खिन,кечӹвӓлвел
538,Westen::N,पश्चिम,кечӹ шӹцмӹ
539,Osten::N,पूरब,ирвел
540,Osten::N,पूरब,кечӹ лӱлтмӹ
541,Holz::N,काठ,пушӓнгӹ
542,Holz::N,काष्ठ,пушӓнгӹ
543,Brett::N,पटरा,ханга
544,Brett::N,तख़्ता,ханга
545,Platte::N,फलक,плитӓ
546,Platte::N,तख़्ता,плитӓ
547,Stütze::N,टेक,цӓрӓк
548,Stütze::N,थूनी,цӓрӓк
549,Stange::N,छड़,равы
550,Stange::N,छड़,намаш
551,Stange::N,बाँस,равы
552,Stange::N,बाँस,намаш
553,Stock::N,लाठी,панды
554,Stab::N,लग्गा,равы
555,Rohr::N,नल,пыч
556,Haus::N,घर,пöрт
557,Haus::N,मकान,пöрт
558,Heim::N,घर,пöрт
559,Heim::N,गृह,пöрт
560,Ofen::N,चूल्हा,камака
561,Fußboden::N,फ़र्श,седӹрӓ
562,Tisch::N,मेज़,стöл
563,Stuhl::N,कुरसी,пöкен
564,Wiege::N,पालना,шипкӓ
565,Wiege::N,हिंडोला,шипкӓ
566,Bett::N,खाट,койка
567,Bett::N,खाट,кравать
568,Bett::N,पलंग,койка
569,Bett::N,पलंग,кравать
570,Regal::N,शेल्फ़,полицӓ
571,Kiste::N,पेटी,шӱ́ндӹк
572,Kiste::N,डिब्बा,шӱ́ндӹк
573,Fenster::N,खिड़की,окня
574,Tür::N,द्वार,амаса
575,Tür::N,दरवाज़ा,амаса
576,Tor::N,फाटक,хапка
577,Zaun::N,बाड़ा,забор
578,Dach::N,छत,левӓш
579,Dach::N,छप्पर,левӓш
580,Leiter::N,सीढ़ी,ташкалтыш
581,Besen::N,झाड़ू,сало
582,Besen::N,झाड़ू,салко
583,Besen::N,बुहारी,сало
584,Besen::N,बुहारी,салко
585,Spaten::N,कुदाल,кольмы
586,Schaufel::N,बेलचा,лоток
587,Schaufel::N,फावड़ा,лоток
588,Gabel::N,काँटा,ви́лка
589,Löffel::N,चम्मच,савала
590,Messer::N,छुरा,кӹзӹ
591,Messer::N,चाक़ू,кӹзӹ
592,Nagel::N,कील,пыда
593,Nagel::N,मेख़,пыда
594,Netz::N,जाल,вӓпш
595,Haken::N,अंकुश,крӱк
596,Haken::N,अंकुश,кагак
597,Griff::N,मूठ,кычем
598,Griff::N,हत्था,кычем
599,Schloss::N,ताला,замок
600,Schloss::N,ताला,сыравач
601,Bild::N,चित्र,картин
602,Figur::N,मूर्ति,кӓн
603,Puppe::N,पुतली,поханя
604,Puppe::N,गुड़िया,поханя
605,Beutel::N,झोला,мешӓк
606,Bündel::N,पुलिंदा,топ
607,Bündel::N,पुलिंदा,пидӹш
608,Bündel::N,पुलिंदा,кӹлдӹш
609,Tasche::N,बेग,сумкы
610,Tasche::N,बस्ता,сумкы
611,Eimer::N,बाल्टी,ведӹрӓ
612,Deckel::N,ढक्कन,комдыш
613,Geschirr::N,बरतन-भाँड़े,ӓтӹ
614,Sack::N,बोरा,мешӓк
615,Tasse::N,प्याला,цӓшкӓ
616,Topf::N,देग़चा,ми́ска
617,Kessel::N,देग़,пад
618,Kessel::N,बटलोई,пад
619,Essen::N,खाना,качкыш
620,Essen::N,खाना,качкыш-йӱш
621,Nahrung::N,भोजन,качкыш
622,Nahrung::N,भोजन,качкыш-йӱш
623,Speise::N,खाना,няня
624,Speise::N,व्यंजन,няня
625,Fleisch::N,मांस,пай
626,Fleisch::N,गोश्त,пай
627,Getreide::N,अनाज,киндӹ
628,Brei::N,भरता,шӹрӓш
629,Brei::N,दलिया,шӹрӓш
630,Brot::N,रोटी,сыкыр
631,Scheibe::N,कतला,ламыт
632,Scheibe::N,कतला,лаштык
633,Fett::N,वसा,кая
634,Fett::N,चरबी,кая
635,Butter::N,मक्खन,ӱ
636,Öl::N,तेल,ӱ
637,Salz::N,नमक,санзал
638,Suppe::N,सूप,лем
639,Suppe::N,शोरबा,лем
640,Honig::N,शहद,мӱ
641,Milch::N,दूध,шӹшер
642,Tee::N,चाय,чӓй
643,Leder::N,चमड़ा,шарга
644,Leder::N,चमड़ा,кавашты
645,Wolle::N,ऊन,миж
646,Stoff::N,कपड़ा,матер
647,Stoff::N,कपड़ा,матери
648,Nadel::N,सूई,им
649,Faden::N,डोरा,шӹртӹ
650,Knopf::N,बटन,полдыш
651,Knopf::N,घुंडी,полдыш
652,Knoten::N,गाँठ,пӱкшем
653,Knoten::N,गुत्थी,пӱкшем
654,Farbe::N,रंग,чиӓ
655,Farbe::N,रंग,крӓскӓ
656,Farbe::N,वर्ण,чиӓ
657,Farbe::N,वर्ण,крӓскӓ
658,Kleidung::N,पहनावा,выргем
659,Hemd::N,कुरता,тыгыр
660,Hemd::N,क़मीज़,тыгыр
661,Kragen::N,गरदनी,шӱ
662,Kragen::N,गरेबान,шӱ
663,Ärmel::N,आस्तीन,шокш
664,Hose::N,पैंट,ялаш
665,Hose::N,पतलून,ялаш
666,Gürtel::N,पेटी,ӹштӹ
667,Gürtel::N,मेखला,ӹштӹ
668,Mütze::N,टोपी,упш
669,Schuh::N,जूता,ту́фльы
670,Stiefel::N,बूट,кем
671,Ring::N,अँगूठी,шӓргӓш
672,Band::N,पट्टी,лемтӓ
673,Kamm::N,कंघी,шерге
674,Spiegel::N,आईना,тӹгӹр
675,Spiegel::N,दर्पण,тӹгӹр
676,Riemen::N,तसमा,прӓжӓ
677,Riemen::N,पट्टा,прӓжӓ
678,Schnur::N,डोरी,кӓндӹра
679,Schnur::N,सुतली,кӓндӹра
680,Leine::N,रस्सी,керем
681,Decke::N,रज़ाई,одеял
682,Kissen::N,तकिया,кӹпцӹк
683,Kissen::N,गाद्दा,кӹпцӹк
684,Tuch::N,रूमाल,савыц
685,Tuch::N,वस्त्र,савыц
686,Handtuch::N,अँगोछा,шӹргӹсавыц
687,Handtuch::N,अँगोछा,шӹргӹмсавыц
688,Kraft::N,ज़ोर,ви
689,Kraft::N,शक्ति,ви
690,Stärke::N,बल,ви
691,Stärke::N,ताक़त,ви
692,Gesundheit::N,स्वास्थ्य,шу
693,Gesundheit::N,स्वास्थ्य,шулык
694,Gesundheit::N,तंदुरुस्ती,шу
695,Gesundheit::N,तंदुरुस्ती,шулык
696,Krankheit::N,रोग,мыж
697,Krankheit::N,बीमारी,мыж
698,Schmerz::N,दर्द,карштыш
699,Schmerz::N,पीड़ा,карштыш
700,Wunde::N,घाव,шушыр
701,Wunde::N,ज़ख़्म,шушыр
702,Fieber::N,ज्वर,ӱштӹмыж
703,Fieber::N,बुख़ार,ӱштӹмыж
704,Arznei::N,दवा,лекӓрцӹ
705,Arznei::N,औषाधि,лекӓрцӹ
