,Concept_ID,bn,kv
700,wo::FADV,কোথায়,кытӧн
701,wohin::FADV,কোথায়,кытчӧ
702,wie::FADV,কেমন,дзик
703,warum::FADV,কেন,мыля
704,warum::FADV,কেন,мыйсянь
705,wieviel::FNUM,কত,мымда
706,eins::NUM,অক,ӧт
707,zwei::NUM,দুই,кык
708,drei::NUM,তিন,куим
709,vier::NUM,চার,нёль
710,fünf::NUM,পাঁচ,вит
711,sechs::NUM,ছয়,квать
712,sieben::NUM,সাত,сизим
713,acht::NUM,আট,кыкьямыс
714,neun::NUM,নয়,ӧкмыс
715,zehn::NUM,দশ,дас
716,elf::NUM,এগারো,дасотік
717,zwölf::NUM,দ্বাদশ,даскык
718,zwanzig::NUM,বিশ,кыкдас
719,dreißig::NUM,ত্রিশ,куимдас
720,vierzig::NUM,চল্লিশ,нёльдас
721,fünfzig::NUM,পঞ্চাশ,витдас
722,sechzig::NUM,ষাট,кватьдас
723,siebzig::NUM,সত্তর,сизимдас
724,achtzig::NUM,আশি,кыкьямысдас
725,neunzig::NUM,নব্বুই,ӧкмысдас
726,hundert::NUM,শত,сто
727,tausend::NUM,হাজার,тысяча
728,und::CNJ,আর,и
729,und::CNJ,আর,да
730,und::CNJ,এবং,и
731,und::CNJ,এবং,да
732,oder::CNJ,বা,или
733,stehen::V,দাঁড়ানো,сулавны
734,sitzen::V,বসা,пукавны
735,liegen::V,শোয়া,куйлыны
736,hängen::V,ঝোলা,ӧшавны
737,werden::V,হইয়া উঠা,лоны
738,passieren::V,ঘটা,аркмыны
739,beginnen::V,আরম্ভ হওয়া,петны
740,enden::V,শেষ হওয়া,-сь
741,enden::V,শেষ হওয়া,бырны
742,wechseln::V,রূপাস্তর করা,вежсьыны
743,aufgehen[Sonne]::V,উদিত হওয়া,петавны
744,untergehen[Sonne]::V,অস্ত যাওয়া,пуксьыны
745,scheinen[Sonne]::V,আলো দেওয়া,югьявны
746,donnern::V,বজ্রধ্বনি করা,гымавны
747,wehen::V,প্রবাহিত হওয়া,пӧлявны
748,strömen::V,প্রবাহিত হওয়া,киссьыны
749,fließen::V,ছুটা,визывтны
750,sich drehen::V,পাক খাওয়া,бергавны
751,schwanken::V,দোলা,кӧвьясьны
752,schwingen::V,দোলা,дюттясьны
753,fallen::V,পড়া,усьны
754,brennen::V,সেঁকা,сотчыны
755,rauchen::V,ধোঁয়া ছড়ান,тшынасьны
756,regnen::V,বর্ষণ_করা,зэрны
757,gefrieren::V,হিমায়িত হওয়া,гегдыны
758,tauen::V,গলা,сывны
759,schmelzen::V,গলা,сывны
760,trocknen::V,শুষ্ক করা,косьмыны
761,sieden::V,ফোঁড়া,пизьны
762,faulen::V,ক্ষয় হওয়া,нёльзьыны
763,verfaulen::V,ক্ষয় হওয়া ,тӧрмыны
764,verfaulen::V,ক্ষয় হওয়া ,сiсьмыны
765,reißen::V,ছিঁড়া,косясьны
766,versinken::V,ডুবা,вӧйны
767,vergehen::V,যাওয়া,мунны
768,erscheinen::V,আসা,мыччисьны
769,verschwinden::V,অদৃশ্য হওয়া,ӧшны
770,sinken::V,হ্রাস হওয়া,ямны
771,abnehmen::V,হ্রাস হওয়া,ямны
772,zunehmen::V,বৃদ্ধি পাওয়া,паськавны
773,steigen::V,ওঠা,лэбтiсьны
774,wachsen::V,বড় হওয়া,быдмыны
775,glänzen::V,জ্বলা,свиттявны
776,funkeln::V,জ্বল্জ্বল করা,югйовтлыны
777,funkeln::V,জ্বল্জ্বল করা,югйӧв-керны
778,läuten::V,রুসুঝুসু করা,диньгыны
779,klingeln::V,বাজা,силькӧтны
780,klirren::V,টুংটাং-শব্দ করা,жольӧтны
781,brausen::V,গর্জন করা,гуасьны
782,rauschen::V,মর্মরধ্বনি করা,кышӧтны
783,klingen::V,শব্দ করা,горавны
784,bellen::V,ঘেউ ঘেউ করা,увтны
785,bellen::V,ঘেউ ঘেউ করা,вувтны
786,heulen::V,গর্জন করা,уннявны
787,blasen::V,ফুঁ দেওয়া,пӧлявны
788,pfeifen::V,শিস্ দেওয়া,пиксыны
789,schreien::V,চিৎকার করা,айзыны
790,stöhnen::V,গোঁ-গো করা,ойзыны
791,stöhnen::V,গোঁ-গো করা,ружтыны
792,zittern::V,কাঁপা,легьявны
793,leben::V,বাঁচা,овны
794,geboren werden::V,জন্মানো,шогмыны
795,atmen::V,শ্বাস ফেলা,лолавны
796,trinken::V,পান করা,юны
797,essen::V,ভক্ষণ করা,сёйны
798,schlucken::V,গেলা,ньылавны
799,müde werden::V,পরিশ্রান্ত হওয়া,мыдзны
800,einschlafen::V,নিদ্রামগ্ন হওয়া,ланьтны
801,schlafen::V,নিদ্রা যাওয়া,узьны
802,aufwachen::V,জাগা,саймыны
803,aufwachen::V,জাগা,пальмыны
804,aufstehen::V,জাগা,сувтны
805,sich erholen::V,আরাম করা,шоччисьлыны
806,krank werden::V,অসুস্থ হত্তয়া,моржитны
807,krank sein::V,রূগ্ণ হত্তয়া,шогавны
808,krank sein::V,রূগ্ণ হত্তয়া,визьӧтны
809,schmerzen::V,কন্কন করা,висьны
810,husten::V,কাশা,кашляйтны
811,genesen::V,আরোগ্য হওয়া,бурдны
812,sterben::V,মারা যাওয়া,кувны
813,umkommen::V,মারা যাওয়া,вийсьыны
814,sich bewegen::V,চলা,локны
815,sich bewegen::V,চলা,ветлӧтны
816,sich rühren::V,নড়া,вӧрзьӧтчыны
817,sich erheben::V,উদিত হওয়া,сувтны
818,sich setzen::V,বসা,пуксьыны
819,hinfallen::V,পড়া,пӧрласьны
820,laufen::V,হাঁটা,мунны
821,schreiten::V,হাঁটা,тальччавны
822,spazierengehen::V,পায়চারি করা,котрасьны
823,eilen::V,ত্বরাম্বিত করা,тэрмасьны
824,sich beeilen::V,ত্বরাম্বিত করা,тэрмасьны
825,sausen::V,ধেয়ে যাওয়া,вирдавны-котӧртны
826,rennen::V,চলা,
827,springen::V,লাফানো,чеччавны
828,klettern::V,আরোহণ করা,кышасьны
829,schaukeln::V,দোলা,чурликасьны
830,kriechen::V,হামাগুড়ি দেওয়া,кыскасьны-мунны
831,schwimmen::V,সাঁতার কাটা,вартчыны
832,tauchen::V,ডোবা,сунгисьны ваӧ
833,rudern::V,দাঁড় টানা,сынны
834,fahren::V,চালান,мунны
835,fliegen::V,ওড়া,лэбавны
836,gehen::V,যাওয়া,мунны
837,weggehen::V,প্রস্থান করা,мунны
838,abfahren::V,প্রস্থান করা,иньдӧтчыны
839,abfahren::V,প্রস্থান করা,мунны
840,anhalten::V,থামা,сувтны
841,hineingehen::V,ঢোকা,пырны
842,eintreten::V,ঢোকা,пырны
843,kommen::V,আসা,локны
844,ankommen::V,আসা,локны
845,zurückkommen::V,ফিরা,бертны
846,zurückkommen::V,ফিরা,панӧвтсьыны
847,bleiben::V,থাকা,кольччыны
848,warten::V,অপেক্ষা করা,видзчисьны
849,erwarten::V,অপেক্ষা করা,видзчисьны
850,suchen::V,খোঁজ করা,кошшыны
851,finden::V,পাওয়া,адззыны
852,versuchen::V,পরখ করা,пондыны
853,versuchen::V,পরখ করা,пондӧтны
854,vorbereiten::V,প্রস্তুত করা,лӧсьӧтны
855,lieben::V,ভালবাসা,милуйтны
856,mögen::V,পছন্দ করা,радейтны
857,lachen::V,হাসা,серавны
858,rühren::V,হৃদয়ম্পর্শ করা,сьӧлӧм вӧрзьӧтны
859,weinen::V,কাঁদা,горзыны
860,schimpfen::V,নালিশ করা,видчыны
861,sich ärgern::V,রাগ হত্তয়া,лёкавны
862,sich fürchten::V,ভয় করা,повны
863,fürchten::V,ডরা,повны
864,fliehen::V,পালানো,пышшыны
865,flüchten::V,পালানো,пышшыны
866,sehen::V,দেখা,адззыны
867,anschauen::V,দেখা,видзӧтны
868,ansehen::V,দেখা,видзӧтны
869,hören::V,শোনা,кывны
870,zuhören::V,শোনা,кывзыны
871,probieren::V,পরখ করা,пешлыны
872,riechen::V,শুঁকা,дукавны
873,fühlen::V,অনুভব করা,кывны
874,scheinen::V,মনে হত্তয়া,декуйтчыны
875,zu sehen sein::V,দেখা দেত্তয়া,тыдавны
876,vernehmen::V,শোনা,тӧдмавны
877,frieren::V,শীত লাগা,гегдыны
878,tun::V,করা,керны
879,können::V,পারা,вермыны
880,wollen::V,ইচ্ছা করা,мӧдны
881,anfangen::V,আরম্ভ করা,петны
882,beenden::V,শেষ করা,ештӧтны
883,beenden::V,শেষ করা,керыштны
884,aufhören::V,থামা,дугдыны
885,gelingen::V,সিদ্ধিলাভ করা,шогмыны
886,geraten::V,পরিণত হত্তয়া,мыччисьны
887,öffnen::V,খোলা,осьтны
888,schließen::V,বন্ধ করা,пӧднавны
889,stellen::V,স্থাপন করা,сувтӧтны
890,setzen::V,স্থাপন করা,пуксьӧтны
891,legen::V,স্থাপন করা,пуктыны
892,berühren::V,স্পর্শ করা,вӧрзьӧтны
893,verbinden::V,সংযুক্ত করা,йитны
894,bedecken::V,ঢাকা,вевттьыны
895,aufhängen::V,ঝুলানো,ӧшӧтны
896,anzünden::V,জ্বালান,ӧзтыны
897,aufheben::V,কুড়াইয়া তোলা,лэбтыны
898,zurücklassen::V,পরিত্যাগ করা,кольны
899,verlieren::V,হারান,ӧштыны
900,fallen lassen::V,ফেলা,уськӧтны
901,machen::V,গঠন করা,керны
902,herstellen::V,সৃষ্টি করা,вӧчны
903,bauen::V,নির্মাণ করা,строитны
904,reparieren::V,মেরামত করা,вочны
905,verbessern::V,উন্নতিলাভ করা,бурсьӧтны
906,ändern::V,পরিবর্তিত করা,вежны
907,graben::V,খনন করা,гарйыны
908,beugen::V,নোয়া,кусіньтны
909,biegen::V,নোয়া,чукыльтыштны
910,drehen::V,ঘোরান,бергӧтны
911,wenden::V,উলটাইয়া দেত্তয়া,бергӧтны
912,umdrehen::V,উলটানো,бергӧтны
913,heben::V,উত্তোলন করা,лэбтыны
914,hochheben::V,উঁচু করা,лэбтыны
915,ergreifen::V,দখল করা,кватитны
916,halten::V,ধরা,видзны
917,drücken::V,টেপা,личкыны
918,schieben::V,ঠেলা,тойлавны
919,kratzen::V,চাঁচা,шаркӧтны
920,lecken::V,চাটা,нювны
921,beißen::V,দংশন করা,йирны
922,abreißen::V,বিচ্ছিন্ন করা,орӧтны
923,abschneiden::V,বিচ্ছিন্ন করা,шӧрыштны
924,abschneiden::V,বিচ্ছিন্ন করা,вундыштны
925,binden::V,বন্ধন করা,гӧрдззыны
926,stecken::V,বিদ্ধ করা,мӧртны
927,brechen::V,ভাঙা,жугдыны
928,klopfen::V,আঘাত করা,зукӧтны
929,hauen::V,আঘাত করা,желльыны
930,kleben::V,সাঁটা,лякӧтны
931,reiben::V,ঘষা,зыртны
932,streichen::V,ছড়াইয়া,мавтны
933,schleifen::V,ধার দেওয়া,кыскыны
934,schneiden::V,কাটা,вундавны
935,rütteln::V,নাড়ান,шатлавны
936,schütteln::V,নড়া,зыбӧтны
937,schwenken::V,দোলা,ӧвтны
938,schwenken::V,দোলা,макайтны
939,schütten::V,বর্ষণ করা,кисьтны
940,füllen::V,পরিপূর্ণ করা,тыртны
941,füllen::V,পরিপূর্ণ করা,тырсьӧтны
942,einwickeln::V,মুড়া,тубны
943,tragen::V,বহন করা,новйӧтны
944,schleppen::V,টানা,кыскыны
945,ziehen::V,টানা,кыскыны
946,aufbewahren::V,রাখা,видзны
947,werfen::V,ছুড়া,шентывлыны
948,fangen::V,লোফা,кутны
949,packen::V,ধরা,кутасьны
950,packen::V,ধরা,кватитны
951,verstecken::V,গোপন করা,дзебны
952,teilen::V,বিভক্ত করা,торйӧтны
953,schicken::V,প্রেরণ করা,иньдыны
954,bringen::V,আনা,вайны
955,hinzufügen::V,একত্র করা,содтыны
956,bekommen::V,পাওয়া,получитны
957,erhalten::V,পাওয়া,получитны
958,nehmen::V,নেওয়া,босьтны
959,wählen::V,বাছা,бӧрйыны
960,auswählen::V,বাছা,бӧрйыны
961,bewahren::V,বাঁচাইয়া রাখা,видзны
962,behindern::V,বাধা দেওয়া,падтыны
963,verderben::V,নষ্ট করা,изводавны
964,beschädigen::V,ক্ষতি করা,паздыны
965,zerbrechen::V,ভাঙ্গিয়া যাওয়া,паздыны
966,zerreißen::V,ছিঁড়া,косявны
967,zerstören::V,বিনাশ করা,паздыны
968,verbrennen::V,দহন করা,сотны
969,geben::V,দেওয়া,сетны
970,reichen::V,দেওয়া,сетны
971,schenken::V,উপহার দেত্তয়া,козьнавны
972,versprechen::V,প্রতিশ্রুতি দেওয়া,кӧсйыны
973,wünschen::V,আকাঙ্ক্ষা করা,бурсьыны
974,loben::V,প্রশংসা করা,ошкыны
975,küssen::V,চুম্বন করা,окавны
976,wiegen::V,দুলানো,тюттьӧтны
977,zudecken::V,ঢাকা,вевттьыны
978,wecken::V,জাগানো,саймӧтны
979,zeigen::V,দেখানো,мыччавны
980,führen::V,পথ দেখানো,нуӧтны
981,lehren::V,শেখানো,велӧтны
982,unterrichten::V,শিক্ষা দেওয়া,велӧтны
983,aufziehen::V,পালন করা,быдтыны
984,leiten::V,পরিচালনা করা,юравны
985,leiten::V,পরিচালনা করা,веськӧтлыны
986,antreiben::V,চালনা করা,тэрмӧтны
987,lassen::V,অনুমতি দেওয়া,-ӧтыны
988,einladen::V,নিমন্ত্রণ করা,корны
989,vereinigen::V,এক করা,ӧтувтны
990,vereinigen::V,এক করা,ӧтлаавны
991,besuchen::V,দেখিতে যাওয়া,пыравлыны
992,treffen::V,সন্মুখীন হওয়া,пантавны
993,sich versammeln::V,জড়ো হওয়া,ӧксьыны
994,spielen::V,খেলা,орсны
995,singen::V,গাওয়া,сьывны
996,tanzen::V,নাচা,йӧктыны
997,sich trennen::V,পৃথক করা,торьясьны
998,verlassen::V,পরিত্যাগ করা,кольны
999,retten::V,উদ্ধার করা,мынтны
1000,bewachen::V,পাহারা দেওয়া,смекайтны
1001,schützen::V,রক্ষা করা,дорйыны
1002,verteidigen::V,রক্ষা করা,дорйыны
1003,sich schlagen::V,লড়াই করা,тышкасьны
1004,schießen::V,তীরবেগে ছোটা,лыйны
1005,siegen::V,জেতা,вермыны
1006,ärgern::V,বিরক্ত করা,лӧгӧтны
1007,schlagen::V,আঘাত করা,базнитны
1008,treten::V,লাথি মারা,чужьявны
1009,stechen::V,দংশন করা,бытшкыны
1010,stoßen::V,ঠেলা,тапкыны
1011,stoßen::V,ঠেলা,тойыштны
1012,stehlen::V,অপহরণ করা,гусявны
1013,stören::V,ঘাঁটান,костіавны
1014,belästigen::V,বিরক্ত করা,назыляйтны
1015,verbergen::V,গোপন করা,дзебны
1016,täuschen::V,প্রবঞ্চনা করা,бӧбӧтны
1017,täuschen::V,প্রবঞ্চনা করা,пӧрьявны
1018,betrügen::V,প্রতারণা করা,муклачитны
1019,töten::V,হত্যা করা,вийны
1020,wohnen::V,বাস করা,овны
1021,arbeiten::V,কাজ করা,уджавны
1022,sammeln::V,সংগ্রহ করা,ӧктыны
1023,pflücken::V,চয়ন করা,судзлавны
1024,jagen::V,শিকার করা,вӧравны
1025,fischen::V,মাছ ধরা,чериавны
1026,fassen::V,ধরা,кутны
1027,hüten::V,যুথভুক্ত করা,вердны
1028,hüten::V,যুথভুক্ত করা,йирсьӧтны
1029,treiben::V,চালনা করা,вашӧтны
1030,anbinden::V,বন্ধন করা,кӧртавны
1031,füttern::V,ভোজন করানো,вердны
1032,melken::V,দুগ্ধ দোহন করা,высьтыны
1033,melken::V,দুগ্ধ দোহন করা,чилькӧтны
1034,hacken::V,কাটা,керавны
1035,gießen::V,বর্ষণ করা,киськавны
1036,reifen::V,পাকা,кисьмыны
1037,zubereiten::V,রন্ধন করা,лӧсьӧтны
1038,kochen::V,রন্ধন করা,пуны
1039,backen::V,সেকা,пӧжавны
1040,braten::V,ভাজা,жаритны
1041,umrühren::V,নড়ানো,соравны
1042,stricken::V,বোনা,домавны
1043,nähen::V,সেলাই করা,вурны
1044,färben::V,রঞ্জিত করা,краситны
1045,reinigen::V,পরিষ্কার করা,весӧтны
1046,waschen::V,পরিষ্কার করা,пеславны
1047,abwischen::V,মুছা,чышкыны
1048,spülen::V,পরিষ্কার করা,гывьявны
1049,fegen::V,ঝাঁট দেওয়া,чышкыны
1050,kehren::V,ঝাঁট দেওয়া,чышкыны
1051,baden::V,অবগাহন করা,купайтчыны 
1052,sich waschen::V,ধোয়া,миссьыны
1053,ausziehen::V,খুলা,гыжтӧтны
1054,ausziehen::V,খুলা,пӧрччавны
1055,anziehen::V,গায়ে দেত্তয়া,пасьтавны
1056,sich anziehen::V,পোশাক পরা,пасьтасьны
1057,kämmen::V,আঁচড়ানো,сынавны
1058,schmücken::V,সাজান করা,баситны
1059,sagen::V,উচ্চারণ করা,висьтавны
1060,sprechen::V,বলা,шуны
1061,reden::V,আলাপ করা,баитны
1062,sich unterhalten::V,আড্ডা দেওয়া,сёрнитны
1063,fragen::V,জিজ্ঞাসা করা,юавны
1064,bitten::V,প্রার্থনা করা,корны
1065,erzählen::V,বর্ণনা করা,висьтавны
1066,mitteilen::V,বলা,висьтавны
1067,nennen::V,নাম দেওয়া,нимтны
1068,rufen::V,আমন্ত্রণ করা,китсавны
1069,rufen::V,আমন্ত্রণ করা,корны
1070,rufen::V,আমন্ত্রণ করা,чукӧстны
1071,prahlen::V,বড়াই করা,ошшасьны
1072,übersetzen::V,ভাষাস্তরিত করা,вуджӧтны
1073,denken::V,ভাবা,чайтны
1074,glauben::V,বিশ্বাস করা,веритны
1075,bemerken::V,লক্ষ্য করা,казявны
1076,erkennen::V,চিনিতে পারা,тӧдсавны
1077,begreifen::V,উপলব্ধি করা,вежӧртны
1078,verstehen::V,উপলব্ধি করা,кывны
1079,lernen::V,শেখা,велӧтчыны
1080,wissen::V,জানা,тӧдны
1081,sich erinnern an::V,মনে করা,касьтывны
1082,vergessen::V,বিস্মৃত হওয়া,вунӧтны
1083,messen::V,মাপা,меряйтны
1084,zählen::V,গণনা করা,лыддьыны
1085,rechnen::V,হিসাব করা,лыддьыны
1086,lesen::V,পাঠ করা,лыддьӧтны
1087,malen::V,আঁকা,
1088,zeichnen::V,ছকা,гижмавны
1089,schreiben::V,লেখা,гижны
1090,besitzen::V,অধিকার করা,лоны
1091,kaufen::V,ক্রয় করা,небны
1092,verkaufen::V,বেচা,вузавны
1093,bezahlen::V,প্রদান করা,вештыны
1094,zahlen::V,প্রদান করা,вештыны
1095,beherrschen::V,শাসন করা,
1096,ertragen::V,বহন করা,терпитны
1097,lärmen::V,,чавзыны
