,Concept_ID,mrj,nl
775,bald::ADV,чӹнь,gauw
776,bald::ADV,чӹнь,weldra
777,bald::ADV,вӓшке,gauw
778,bald::ADV,вӓшке,weldra
779,bald::ADV,выртышты,gauw
780,bald::ADV,выртышты,weldra
781,dann::ADV,пакыла,dan
782,dann::ADV,пакыла,toen
783,gestern::ADV,тенгечӹ,gisteren
784,einst::ADV,икӓнӓ,eens
785,damals::ADV,тӹнӓм,toen
786,damals::ADV,тӹнӓм,destijds
787,danach::ADV,пакыла,daarna
788,vorher::ADV,перви,vooraf
789,vorher::ADV,перви,van tevoren
790,zuerst::ADV,андак,eerst
791,zuerst::ADV,андак,het eerst
792,einmal::ADV,гӓнӓк,eens
793,einmal::ADV,гӓнӓк,eenmaal
794,einmal::ADV,гӓнӓ,eens
795,einmal::ADV,гӓнӓ,eenmaal
796,manchmal::ADV,кынамжы,soms
797,oft::ADV,чӹчкӹдӹн,vaak
798,oft::ADV,чӹчкӹдӹн,dikwijls
799,immer::ADV,со,altijd
800,immer::ADV,соок,altijd
801,niemals::ADV,нинам,nooit
802,niemals::ADV,нигынам,nooit
803,niemals::ADV,нигынамат,nooit
804,hier::ADV,тиштӹ,hier
805,hierhin::ADV,тишкӹ,hierheen
806,von hier::ADV,тишец,van hier
807,von hier::ADV,тишец,hiervandaan
808,von hier::ADV,тишецӹн,van hier
809,von hier::ADV,тишецӹн,hiervandaan
810,dort::ADV,тӹштӹ,daar
811,dort::ADV,тӹштӹ,ginds
812,dorthin::ADV,тӹшкӹ,daarheen
813,dorthin::ADV,тӹшкӹлӓ,daarheen
814,geradeaus::ADV,вик,rechtuit
815,geradeaus::ADV,вик,rechtdoor
816,geradeaus::ADV,тура,rechtuit
817,geradeaus::ADV,тура,rechtdoor
818,vorwärts::ADV,анзыкы,vooruit
819,vorwärts::ADV,анзыкы,voorwaarts
820,rückwärts::ADV,мӹнгеш,achteruit
821,rückwärts::ADV,мӹнгеш,achterwaarts
822,zurück::ADV,мӹнгеш,terug
823,unten::ADV,ӱлнӹ,beneden
824,unten::ADV,ӱлнӹ,onderaan
825,unten::ADV,лӹвӓлнӹ,beneden
826,unten::ADV,лӹвӓлнӹ,onderaan
827,hinab::ADV,ӱлӹкӹ,omlaag
828,hinab::ADV,ӱлӹкӹ,naar beneden
829,hinab::ADV,лӹвӓкӹ,omlaag
830,hinab::ADV,лӹвӓкӹ,naar beneden
831,oben::ADV,вӹлнӹ,boven
832,hinauf::ADV,кӱшкӹлӓ,omhoog
833,hinauf::ADV,кӱшкӹлӓ,naar boven
834,hinauf::ADV,кӱш,omhoog
835,hinauf::ADV,кӱш,naar boven
836,überall::ADV,йӹлт,alom
837,überall::ADV,йӹлт,overal
838,überall::ADV,цилӓ вӓре,alom
839,überall::ADV,цилӓ вӓре,overal
840,nicht::ADV,уке,niet
841,ein wenig::ADV,изиш,wat
842,ein wenig::ADV,иклаштык,wat
843,kaum::ADV,цылик,amper
844,kaum::ADV,цылик,nauwelijks
845,kaum::ADV,чучок-чучок,amper
846,kaum::ADV,чучок-чучок,nauwelijks
847,sehr::ADV,чоте,erg
848,sehr::ADV,чоте,zeer
849,so::ADV,тенге,zo
850,so::ADV,тенгелӓ,zo
851,noch::ADV,мол,nog
852,noch::ADV,моло,nog
853,nur::ADV,веле,maar
854,nur::ADV,веле,alleen
855,schon::ADV,уже,al
856,schon::ADV,уже,reeds
857,schon::ADV,ӹнде,al
858,schon::ADV,ӹнде,reeds
859,wieder::ADV,уэш,weer
860,wieder::ADV,уэш,terug
861,vergebens::ADV,зря,vergeefs
862,vergebens::ADV,зря,tevergeefs
863,vergebens::ADV,ӹзрӓ,vergeefs
864,vergebens::ADV,ӹзрӓ,tevergeefs
865,vergebens::ADV,ӹзӹрӓ,vergeefs
866,vergebens::ADV,ӹзӹрӓ,tevergeefs
867,vor::PRP,анзыц,voor
868,vor::PRP,анзыцын,voor
869,hinter::PRP,шайылан,achter
870,hinter::PRP,шайылный,achter
871,unter::PRP,лӹвӓкӹ,onder
872,unter::PRP,лӹвӓкӹ,beneden
873,durch::PRP,вашт,door
874,neben::PRP,сага,naast
875,zwischen::PRP,лош,tussen
876,zwischen::PRP,лошкы,tussen
877,wegen::PRP,мычыц,wegens
878,wegen::PRP,мычыц,vanwege
879,dies::PRN,тидӹ,dit
880,dies::PRN,ти,dit
881,das::PRN,тидӹ,dat
882,das::PRN,ти,dat
883,alles::PRN,цилӓ,alles
884,ich::PRN,мый,ik
885,du::PRN,тӹнь,je
886,du::PRN,тӹнь,jij
887,er::PRN,тӹдӹ,hij
888,wir::PRN,мӓ,we
889,wir::PRN,мӓ,wij
890,ihr::PRN,вӓ,jullie
891,sie::PRN,нӹнӹ,ze
892,sie::PRN,нӹнӹ,zij
893,was::FPRN,ма,wat
894,wer::FPRN,кӱ,wie
895,wo::FADV,кышан,waar
896,wo::FADV,кыштакен,waar
897,wohin::FADV,кышкы,waarheen
898,wie::FADV,кыце,hoe
899,warum::FADV,малын,waarom
900,wieviel::FNUM,кынар,hoeveel
901,wieviel::FNUM,кынары,hoeveel
902,wieviel::FNUM,кынаркы,hoeveel
903,eins::NUM,иктӹ,één
904,eins::NUM,иктӹт,één
905,zwei::NUM,кок,twee
906,zwei::NUM,кокты,twee
907,drei::NUM,кым,drie
908,drei::NUM,кымыт,drie
909,vier::NUM,нӹл,vier
910,fünf::NUM,вӹц,vijf
911,sechs::NUM,куд,zes
912,sechs::NUM,кудытмозн,zes
913,sieben::NUM,шӹм,zeven
914,sieben::NUM,шӹмӹт,zeven
915,acht::NUM,кӓндӓкш,acht
916,acht::NUM,кӓндӓкшӹ,acht
917,neun::NUM,ӹндекшшӱдӹ,negen
918,zehn::NUM,лу,tien
919,elf::NUM,луатик,elf
920,elf::NUM,луатиктӹ,elf
921,zwölf::NUM,луаткок,twaalf
922,zwölf::NUM,луаткокты,twaalf
923,zwanzig::NUM,коклы,twintig
924,dreißig::NUM,кымлы,dertig
925,vierzig::NUM,нӹллӹ,veertig
926,fünfzig::NUM,вӹцлӹ,vijftig
927,sechzig::NUM,кудлу,zestig
928,siebzig::NUM,шӹмлу,zeventig
929,achtzig::NUM,кӓндӓкшлу,tachtig
930,neunzig::NUM,ӹндекшлу,negentig
931,hundert::NUM,шӱдӹ,honderd
932,tausend::NUM,тӹжем,duizend
933,und::CNJ,дöн,en
934,oder::CNJ,льывы,of
935,stehen::V,шалшаг,staan
936,sitzen::V,шӹнзӓш,zitten
937,liegen::V,киӓш,liggen
938,hängen::V,кечӓш,hangen
939,werden::V,шагалаш,worden
940,passieren::V,ӹштӓ́лтӓш,gebeuren
941,beginnen::V,тӹнгӓлӓлтӓш,beginnen
942,enden::V,пӹтӓш,eindigen
943,wechseln::V,весемӓш,wijzigen
944,wechseln::V,весемӓш,veranderen
945,wechseln::V,весемӓлтӓш,wijzigen
946,wechseln::V,весемӓлтӓш,veranderen
947,aufgehen[Sonne]::V,авараш,opgaan
948,untergehen[Sonne]::V,шӹ́нзӓш,ondergaan
949,scheinen[Sonne]::V,сотемдӓрӓш,schijnen
950,donnern::V,хӹдӹртӓш,donderen
951,wehen::V,ӹфӹлӓш,waaien
952,strömen::V,йогащ,stromen
953,fließen::V,йогащ,vloeien
954,sich drehen::V,пöрдӓш,draaien
955,sich drehen::V,пöрдӓш,zich draaien
956,schwanken::V,лыпшалташ,wankelen
957,schwingen::V,кӓчӓйӓш,zwieren
958,fallen::V,кенвазаш,vallen
959,fallen::V,шынгалташ,vallen
960,brennen::V,йылаш,branden
961,rauchen::V,шыпшаш,roken
962,regnen::V,юраш,regenen
963,gefrieren::V,гӓш,bevriezen
964,gefrieren::V,кӹлмаш,bevriezen
965,tauen::V,шылаш,dooien
966,schmelzen::V,шӹрӓнӓш,smelten
967,trocknen::V,кошкаш,drogen
968,sieden::V,шолаш,koken
969,sieden::V,шолаш,zieden
970,faulen::V,шӱӓш,rotten
971,verfaulen::V,йӓнгӓрӓлтӓш,verrotten
972,reißen::V,кышкедӓлтӓш,scheuren
973,versinken::V,ва́лаш,verzinken
974,vergehen::V,эртӓш,vergaan
975,erscheinen::V,каяш,opdagen
976,erscheinen::V,каяш,verschijnen
977,verschwinden::V,ямаш,verdwijnen
978,sinken::V,пычаш,zinken
979,abnehmen::V,чӹдемӓш,afnemen
980,abnehmen::V,чӹдемӓш,verminderen
981,abnehmen::V,кöтӹргӓш,afnemen
982,abnehmen::V,кöтӹргӓш,verminderen
983,zunehmen::V,когоэмӓш,toenemen
984,steigen::V,лӱлта́лташ,stijgen
985,steigen::V,лӱлта́лташ,omhooggaan
986,wachsen::V,кушкаш,groeien
987,glänzen::V,йӹлгӹжӓш,glanzen
988,glänzen::V,йӹлгӹжӓш,schitteren
989,funkeln::V,валгалташ,fonkelen
990,lärmen::V,юкланаш,lawaai maken
991,läuten::V,цоргаш,luiden
992,klingeln::V,цоргаш,bellen
993,klirren::V,цонгырталгаш,rinkelen
994,brausen::V,ышдымыла́наш,bruisen
995,rauschen::V,шу́жгаш,ruisen
996,klingen::V,йо́нгаш,klinken
997,bellen::V,опташ,blaffen
998,heulen::V,урмыжаш,huilen
999,blasen::V,ӹфӹлӓш,blazen
1000,pfeifen::V,ши́шкаш,fluiten
1001,schreien::V,уташ,gillen
1002,schreien::V,уташ,schreeuwen
1003,schreien::V,саслаш,gillen
1004,schreien::V,саслаш,schreeuwen
1005,schreien::V,варгынзаш,gillen
1006,schreien::V,варгынзаш,schreeuwen
1007,stöhnen::V,ӹнгӹрӓш,steunen
1008,zittern::V,цӹтӹрӓш,beven
1009,zittern::V,цӹтӹрӓш,sidderen
1010,leben::V,ӹлӓш,leven
1011,geboren werden::V,шачаш,geboren worden
1012,atmen::V,шӱлӓш,ademen
1013,trinken::V,йӱӓш,drinken
1014,essen::V,качкаш,eten
1015,schlucken::V,нелӓш,slikken
1016,müde werden::V,янгылаш,moe worden
1017,einschlafen::V,амален кеӓш,inslapen
1018,schlafen::V,амалаш,slapen
1019,aufwachen::V,понгыжалташ,ontwaken
1020,aufwachen::V,понгыжалташ,wakker worden
1021,aufstehen::V,кӹньӹл шагалаш,opstaan
1022,sich erholen::V,кӓнаш,zich ontspannen
1023,krank werden::V,церлӓнен вазаш,ziek worden
1024,krank sein::V,церлӓнӓш,ziek zijn
1025,krank sein::V,ясланаш,ziek zijn
1026,krank sein::V,ясыланаш,ziek zijn
1027,schmerzen::V,каршташ,pijn doen
1028,husten::V,кахыраш,hoesten
1029,genesen::V,паремӓш,genezen
1030,genesen::V,тöрлӓнӓш,genezen
1031,sterben::V,вазын колаш,sterven
1032,sterben::V,вазын колаш,overlijden
1033,umkommen::V,пӹтӓш,omkomen
1034,sich bewegen::V,кашташ,zich bewegen
1035,sich rühren::V,тӓрвӓнӓш,zich verroeren
1036,sich erheben::V,кӹньӹлӓш,oprijzen
1037,sich erheben::V,кӹньӹлӓш,verrijzen
1038,sich setzen::V,шӹнзӓш,gaan zitten
1039,hinfallen::V,кенвазаш,vallen
1040,hinfallen::V,кенвазаш,neervallen
1041,hinfallen::V,шынгалташ,vallen
1042,hinfallen::V,шынгалташ,neervallen
1043,laufen::V,кашташ,lopen
1044,schreiten::V,ашкедӓш,stappen
1045,schreiten::V,ашкедӓш,schrijden
1046,spazierengehen::V,мадын кашташ,gaan wandelen
1047,eilen::V,вӓшкӓш,ijlen
1048,eilen::V,вӓшкӓш,haasten
1049,sich beeilen::V,вӓшкӓш,zich haasten
1050,sich beeilen::V,талашаш,zich haasten
1051,sausen::V,хойхаланаш,stuiven
1052,sausen::V,хояш,stuiven
1053,rennen::V,кыргыжаш,rennen
1054,springen::V,тӹршештӓш,springen
1055,klettern::V,ку́заш,klimmen
1056,klettern::V,ку́заш,klauteren
1057,schaukeln::V,лыпшалташ,schommelen
1058,kriechen::V,авалянаш,kruipen
1059,kriechen::V,ньыжиклӓш,kruipen
1060,schwimmen::V,илӓш,zwemmen
1061,tauchen::V,цымаш,duiken
1062,rudern::V,шуалташ,roeien
1063,fahren::V,кеӓш,rijden
1064,fliegen::V,чонгештӓш,vliegen
1065,gehen::V,кеӓш,gaan
1066,weggehen::V,кеӓш,weggaan
1067,abfahren::V,кеӓш,vertrekken
1068,anhalten::V,цӓрнӓш,stoppen
1069,anhalten::V,цӓрнӓш,stilhouden
1070,hineingehen::V,пыраш,ingaan
1071,hineingehen::V,пыраш,binnengaan
1072,eintreten::V,пыраш,binnenkomen
1073,kommen::V,толаш,komen
1074,ankommen::V,шоаш,aankomen
1075,zurückkommen::V,пöртӹлӓш,terugkomen
1076,bleiben::V,кодаш,blijven
1077,warten::V,вычаш,wachten
1078,erwarten::V,вычаш,verwachten
1079,suchen::V,кӹчӓлӓш,zoeken
1080,finden::V,моаш,vinden
1081,versuchen::V,путаяш,proberen
1082,versuchen::V,путаяш,beproeven
1083,versuchen::V,цацаш,proberen
1084,versuchen::V,цацаш,beproeven
1085,vorbereiten::V,поспейӹктӓш,voorbereiden
1086,lieben::V,яраташ,houden van
1087,mögen::V,яраташ,lusten
1088,mögen::V,яраташ,houden van
1089,lachen::V,ваштылаш,lachen
1090,rühren::V,тӓрвӓтӓш,roeren
1091,weinen::V,мӓгӹрӓш,huilen
1092,weinen::V,мӓгӹрӓш,schreien
1093,schimpfen::V,свырседӓлӓш,kijven
1094,schimpfen::V,свырседӓлӓш,schelden
1095,sich ärgern::V,шӹдешкӓш,zich ergeren
1096,sich fürchten::V,лӱдӓш,bang zijn
1097,fürchten::V,лӱдӓш,vrezen
1098,fliehen::V,кыргыжаш,vluchten
1099,flüchten::V,кыргыж шӹлӓш,ontsnappen
1100,flüchten::V,кыргыж шӹлӓш,ontkomen
1101,sehen::V,ужаш,zien
1102,anschauen::V,анжалаш,aankijken
1103,ansehen::V,анжаш,aanzien
1104,ansehen::V,анжаш,bekijken
1105,hören::V,колаш,horen
1106,zuhören::V,колышташ,luisteren
1107,probieren::V,тотештӓш,proeven
1108,probieren::V,подыл анжаш,proeven
1109,riechen::V,ӱпшӹнзӓш,ruiken
1110,fühlen::V,шижӓш,voelen
1111,scheinen::V,каяш,lijken
1112,zu sehen sein::V,каяш,te zien zijn
1113,vernehmen::V,колын колташ,vernemen
1114,frieren::V,кӹлмаш,het koud hebben
1115,frieren::V,тӹнгӹргӓш,het koud hebben
1116,tun::V,ӹштӓш,doen
1117,können::V,кердӓш,kunnen
1118,wollen::V,жалаяш,willen
1119,anfangen::V,тӹнгӓлӓш,beginnen
1120,anfangen::V,тӹнгӓлӓш,aanvangen
1121,beenden::V,пӹтӓрӓш,beëindigen
1122,aufhören::V,цӓрнӓш,ophouden
1123,gelingen::V,цӓш лиӓш,lukken
1124,gelingen::V,цӓш лиӓш,gelukken
1125,geraten::V,лиӓш,uitvallen
1126,öffnen::V,пачаш,openen
1127,öffnen::V,пачаш,opendoen
1128,schließen::V,чӱчӓш,sluiten
1129,schließen::V,чӱчӓш,dichtdoen
1130,stellen::V,шӹндӓш,stellen
1131,stellen::V,шӹндӓш,plaatsen
1132,setzen::V,шӹндӓш,zetten
1133,setzen::V,шӹндӓш,plaatsen
1134,legen::V,опташ,leggen
1135,legen::V,пиштӓш,leggen
1136,berühren::V,тӹкӓлӓш,aanraken
1137,verbinden::V,пидӓш,verbinden
1138,bedecken::V,леведӓш,bedekken
1139,aufhängen::V,сӓкӓш,ophangen
1140,anzünden::V,чӱктӓш,aansteken
1141,aufheben::V,кузыкташ,oprapen
1142,zurücklassen::V,кодаш,achterlaten
1143,verlieren::V,ямдаш,verliezen
1144,fallen lassen::V,кенвацтараш,laten vallen
1145,machen::V,ӹштӓш,maken
1146,herstellen::V,йӓмдӹлӓш,produceren
1147,herstellen::V,йӓмдӹлӓш,voortbrengen
1148,bauen::V,ӹштӓш,bouwen
1149,reparieren::V,чиняш,repareren
1150,reparieren::V,чиняш,herstellen
1151,reparieren::V,алалаш,repareren
1152,reparieren::V,алалаш,herstellen
1153,verbessern::V,яжоэмден шӹндӓш,verbeteren
1154,ändern::V,вашталташ,wijzigen
1155,ändern::V,вашталташ,veranderen
1156,graben::V,капаяш,graven
1157,beugen::V,лывырташ,buigen
1158,beugen::V,каклярташ,buigen
1159,biegen::V,лывырташ,buigen
1160,drehen::V,сӓрӓш,draaien
1161,drehen::V,сӓрӹкӓлӓш,draaien
1162,wenden::V,сӓрӓлӓш,keren
1163,wenden::V,сӓрӓлӓш,wenden
1164,umdrehen::V,сӓрӓлӓш,omdraaien
1165,heben::V,лӱктӓш,heffen
1166,heben::V,лӱктӓш,optillen
1167,hochheben::V,кузыкташ,tillen
1168,ergreifen::V,хватяш,pakken
1169,ergreifen::V,хватяш,grijpen
1170,halten::V,кычаш,houden
1171,drücken::V,темдӓш,drukken
1172,schieben::V,шӹкӓш,duwen
1173,schieben::V,шӹкӓш,schuiven
1174,kratzen::V,нӹжӓш,krassen
1175,lecken::V,нылаш,likken
1176,beißen::V,пыралаш,bijten
1177,abreißen::V,кӹрӓш,afrukken
1178,abreißen::V,кӹрӓш,afscheuren
1179,abreißen::V,кышкед нӓлӓш,afrukken
1180,abreißen::V,кышкед нӓлӓш,afscheuren
1181,abschneiden::V,шулаш,afsnijden
1182,abschneiden::V,лаштыклаш,afsnijden
1183,binden::V,пидӓш,binden
1184,stecken::V,шыралаш,steken
1185,brechen::V,тодылаш,breken
1186,brechen::V,пыдырташ,breken
1187,klopfen::V,рушткаш,kloppen
1188,hauen::V,шелӹштӓш,houwen
1189,kleben::V,клейӓш,plakken
1190,reiben::V,нӹжӓш,wrijven
1191,streichen::V,шӹрӓш,smeren
1192,schleifen::V,шымаш,slijpen
1193,schneiden::V,пӹчкӓш,snijden
1194,rütteln::V,мыльгыкташ,schudden
1195,schütteln::V,цӹтӹртӓш,schudden
1196,schütteln::V,мыльгыкташ,schudden
1197,schwenken::V,машыяш,wuiven
1198,schwenken::V,машыяш,zwaaien
1199,schütten::V,опталаш,gieten
1200,schütten::V,опталаш,storten
1201,füllen::V,темӓш,vullen
1202,einwickeln::V,пӹтӹрӓ́лӓш,inwikkelen
1203,tragen::V,намалаш,dragen
1204,schleppen::V,шӹдӹрӓш,slepen
1205,ziehen::V,шыпшаш,trekken
1206,aufbewahren::V,перегӓш,bewaren
1207,werfen::V,кӹшкӓш,gooien
1208,fangen::V,кычаш,vangen
1209,packen::V,хватяш,pakken
1210,packen::V,хватяш,vastpakken
1211,verstecken::V,шӹлтӓш,verstoppen
1212,teilen::V,пайылаш,delen
1213,schicken::V,колташ,sturen
1214,bringen::V,кандаш,brengen
1215,bekommen::V,лыкташ,verkrijgen
1216,erhalten::V,получаяш,krijgen
1217,nehmen::V,налаш,nemen
1218,wählen::V,айыраш,kiezen
1219,wählen::V,айыраш,verkiezen
1220,auswählen::V,айыраш,uitkiezen
1221,bewahren::V,перегӓш,bewaren
1222,behindern::V,мешӓйӓш,hinderen
1223,verderben::V,портяш,bederven
1224,beschädigen::V,шушырташ,beschadigen
1225,zerbrechen::V,пыдырташ,breken
1226,zerbrechen::V,пыдырташ,stukbreken
1227,zerreißen::V,кӹрӓш,scheuren
1228,zerreißen::V,кӹрӓш,verscheuren
1229,zerstören::V,шӓлӓтӓш,vernielen
1230,verbrennen::V,йылаташ,branden
1231,verbrennen::V,йылаташ,verbranden
1232,verbrennen::V,йылалташ,branden
1233,verbrennen::V,йылалташ,verbranden
1234,geben::V,пуаш,geven
1235,reichen::V,пуаш,reiken
1236,reichen::V,пуаш,aanreiken
1237,schenken::V,подараш,schenken
1238,versprechen::V,сöрӓш,beloven
1239,wünschen::V,жалаяш,wensen
1240,loben::V,хваляш,loven
1241,loben::V,хваляш,prijzen
1242,küssen::V,шышшалаш,kussen
1243,wiegen::V,лӱнгӓлтӓш,wiegen
1244,zudecken::V,пиштӓш,toedekken
1245,wecken::V,понгыжалтараш,wekken
1246,zeigen::V,анжыкташ,tonen
1247,zeigen::V,анжыкташ,wijzen
1248,führen::V,видӓш,voeren
1249,lehren::V,тымдаш,leren
1250,unterrichten::V,тымдаш,onderwijzen
1251,aufziehen::V,кушташ,grootbrengen
1252,leiten::V,видӓш,leiden
1253,leiten::V,вуйлаташ,leiden
1254,leiten::V,вуйлалташ,leiden
1255,antreiben::V,талаштараш,aandrijven
1256,lassen::V,-ыкт,laten
1257,einladen::V,ӱжӓш,uitnodigen
1258,vereinigen::V,иктештӓш,verenigen
1259,besuchen::V,толаш,bezoeken
1260,treffen::V,вӓшлиӓш,treffen
1261,treffen::V,вӓшлиӓш,ontmoeten
1262,treffen::V,вӓшлиӓлтӓш,treffen
1263,treffen::V,вӓшлиӓлтӓш,ontmoeten
1264,sich versammeln::V,цымыргаш,zich verzamelen
1265,spielen::V,мадаш,spelen
1266,singen::V,мыраш,zingen
1267,tanzen::V,кушташ,dansen
1268,sich trennen::V,айырлаш,van elkaar gaan
1269,verlassen::V,шуаш,verlaten
1270,retten::V,ытараш,redden
1271,bewachen::V,оролаш,bewaken
1272,schützen::V,перегӓш,beschermen
1273,verteidigen::V,перегӓш,verdedigen
1274,sich schlagen::V,шидӓлӓш,knokken
1275,sich schlagen::V,шиэдӓлӓш,knokken
1276,schießen::V,лӱӓш,schieten
1277,siegen::V,сӹнгӓш,overwinnen
1278,ärgern::V,шӹдештӓрӓш,ergeren
1279,schlagen::V,пӓрен колташ,slaan
1280,schlagen::V,хӹрӹктен колташ,slaan
1281,treten::V,чымаш,trappen
1282,treten::V,чымаш,schoppen
1283,stechen::V,пышкылаш,steken
1284,stechen::V,пышкылаш,prikken
1285,stoßen::V,шыркедӓш,stoten
1286,stehlen::V,шолышт толаш,stelen
1287,stören::V,ӓрештӹлӓш,storen
1288,stören::V,ӓрештӹлӓш,verstoren
1289,belästigen::V,кӓньӹсӹрлӓндӓрӓш,lastig vallen
1290,belästigen::V,шытырланыкташ,lastig vallen
1291,verbergen::V,шӹлтӓш,verbergen
1292,täuschen::V,алталаш,misleiden
1293,täuschen::V,аталаш,misleiden
1294,betrügen::V,мошеньӹчӓйӓш,bedriegen
1295,töten::V,пуштын шуаш,doden
1296,wohnen::V,ӹлӓш,wonen
1297,arbeiten::V,пӓшӓлӓш,werken
1298,arbeiten::V,ровотаяш,werken
1299,sammeln::V,погаш,inzamelen
1300,sammeln::V,погаш,verzamelen
1301,pflücken::V,кӹрӓш,plukken
1302,jagen::V,охотничӓйӓш,jagen
1303,fischen::V,кол кычаш,vissen
1304,fassen::V,кычаш,vangen
1305,hüten::V,кӹтӓш,hoeden
1306,treiben::V,шуруяш,drijven
1307,anbinden::V,ялшташ,vastbinden
1308,anbinden::V,ялышташ,vastbinden
1309,füttern::V,пукшаш,voeren
1310,melken::V,шыпшылаш,melken
1311,hacken::V,роаш,hakken
1312,gießen::V,шӓвӓш,gieten
1313,reifen::V,кӱӓш,rijpen
1314,reifen::V,поспейӓш,rijpen
1315,zubereiten::V,йӓмдӹлӓш,klaarmaken
1316,zubereiten::V,йӓмдӹлӓш,toebereiden
1317,kochen::V,шолташ,koken
1318,backen::V,кӱктӓш,bakken
1319,braten::V,жӓрӓш,braden
1320,umrühren::V,намалаш,omroeren
1321,stricken::V,пидӓш,breien
1322,nähen::V,ыргаш,naaien
1323,färben::V,пидӓш,verven
1324,färben::V,пидӓш,kleuren
1325,reinigen::V,чиӓлтӓш,reinigen
1326,waschen::V,мышкаш,wassen
1327,abwischen::V,ӹштӓш,afvegen
1328,spülen::V,шӱӓлтӓш,spoelen
1329,spülen::V,шӱӓлтӓш,afwassen
1330,fegen::V,ӹштӓш,vegen
1331,kehren::V,ӹштӓш,vegen
1332,baden::V,нӱштӹлӓш,baden
1333,sich waschen::V,мышкылташ,zich wassen
1334,ausziehen::V,кыдашаш,uittrekken
1335,anziehen::V,чиӓш,aantrekken
1336,sich anziehen::V,чиӓш,zich aankleden
1337,kämmen::V,шерӓш,kammen
1338,schmücken::V,цеверемдӓш,tooien
1339,sagen::V,манаш,zeggen
1340,sagen::V,келесӓш,zeggen
1341,sprechen::V,манаш,spreken
1342,reden::V,шайышташ,praten
1343,sich unterhalten::V,хытыраш,zich onderhouden
1344,sich unterhalten::V,хытыргаш,zich onderhouden
1345,fragen::V,ядаш,vragen
1346,bitten::V,ядаш,vragen
1347,bitten::V,ядаш,verzoeken
1348,erzählen::V,келесӓш,vertellen
1349,mitteilen::V,попаш,meedelen
1350,mitteilen::V,увертӓш,meedelen
1351,mitteilen::V,увертӓрӓш,meedelen
1352,nennen::V,лӹмдӓш,noemen
1353,rufen::V,ӱжӓш,roepen
1354,prahlen::V,хайзаш,pralen
1355,prahlen::V,шаргаланаш,pralen
1356,übersetzen::V,вашташ,vertalen
1357,denken::V,машанаш,denken
1358,glauben::V,ӹнянӓш,geloven
1359,bemerken::V,цаклаш,bemerken
1360,erkennen::V,пӓлӓш,herkennen
1361,begreifen::V,ынгылаш,begrijpen
1362,verstehen::V,ынгылаш,verstaan
1363,lernen::V,тыменяш,leren
1364,wissen::V,пӓлӓш,weten
1365,sich erinnern an::V,ышештӓрӓш,zich herinneren aan
1366,vergessen::V,монден кодаш,vergeten
1367,messen::V,висӓш,meten
1368,zählen::V,шотаяш,tellen
1369,rechnen::V,шотаяш,rekenen
1370,lesen::V,лыдаш,lezen
1371,malen::V,рисуяш,schilderen
1372,zeichnen::V,ыдырка́лаш,tekenen
1373,schreiben::V,вазаш,schrijven
1374,besitzen::V,кы́чаш,bezitten
1375,kaufen::V,нӓлӓш,kopen
1376,verkaufen::V,выжалаш,verkopen
1377,bezahlen::V,тӱлӓш,betalen
1378,zahlen::V,тӱлӓш,betalen
1379,beherrschen::V,кы́чаш,beheersen
1380,ertragen::V,цӹтӓш,verdragen
1381,Linie::N,,lijn
1382,Strich::N,,haal
1383,Strich::N,,streep
1384,jetzt::ADV,,nu
1385,jetzt::ADV,,nou
1386,jetzt::ADV,,thans
1387,hinzufügen::V,,toevoegen
