,Concept_ID,es,os
765,geschickt::A,hábil,хӕрзарӕхст
766,lieb::A,querido,уарзон
767,lustig::A,alegre,хъӕлдзӕг
768,sanft::A,suave,мынчын
769,hungrig::A,hambriento,ӕххормаг
770,krank::A,enfermo,нӕфӕразгӕ
771,nackt::A,desnudo,бӕгънӕг
772,traurig::A,triste,ӕрхӕндӕг
773,lebendig::A,vivo,цардӕгас
774,lebendig::A,viviente,цардӕгас
775,gut::A,bueno,хорз
776,schlecht::A,malo,цауд
777,richtig::A,justo,раст
778,richtig::A,correcto,раст
779,schlimm::A,malo,ӕвзӕр
780,schlimm::A,grave,ӕвзӕр
781,wahr::A,verídico,ӕцӕг
782,wahr::A,verdadero,ӕцӕг
783,alt::A,viejo,зӕронд
784,neu::A,nuevo,ног
785,ehemalig::A,antiguo,раздӕры
786,alt[Lebewesen]::A,viejo,ацӕргӕ
787,jung::A,joven,ӕрыгон
788,arm::A,pobre,мӕгуыр
789,reich::A,rico,хъӕздыг
790,bekannt::A,conocido,зонгӕ
791,berühmt::A,famoso,номдзыд
792,berühmt::A,célebre,номдзыд
793,fremd::A,extraño,æцæгæлон
794,verschieden::A,diverso,æндæр æмæ æндæр
795,verschieden::A,diverso,алы
796,verschieden::A,diverso,алыхуызон
797,verschieden::A,distinto,æндæр æмæ æндæр
798,verschieden::A,distinto,алы
799,verschieden::A,distinto,алыхуызон
800,verschieden::A,diferente,æндæр æмæ æндæр
801,verschieden::A,diferente,алы
802,verschieden::A,diferente,алыхуызон
803,nah::A,cercano,хӕстӕг
804,fern::A,lejano,дард
805,fern::A,lejano,дӕрддаг
806,linker::A,izquierdo,галиу
807,rechter::A,derecho,рахиз
808,anderer::A,otro,иннӕ
809,anderer::A,otro,ӕндӕр
810,erster::A,primero,фыццаг
811,erster::A,primero,фыццӕгӕм
812,zweiter::A,segundo,дыккаг
813,zweiter::A,segundo,дыккæгæм
814,dritter::A,tercero,æртыккаг
815,dritter::A,tercero,æртыккæгæм
816,letzter::A,último,фӕстаг
817,allein::ADV,a solo,иунæг
818,auf einmal::ADV,de una vez,уайтагъд
819,auf einmal::ADV,de una vez,æвиппайды
820,auf einmal::ADV,de una vez,æваст
821,zusammen::ADV,juntos,иумӕ
822,lange::ADV,mucho tiempo,бирæ рæстæг
823,plötzlich::ADV,de repente,æвиппайды
824,plötzlich::ADV,de repente,æваст
825,sofort::ADV,en seguida,уыцы сахат
826,sofort::ADV,en seguida,уайтагъд
827,später::ADV,más tarde,фæстæдæр
828,jetzt::ADV,ahora,ныр
829,heute::ADV,hoy,абон
830,morgen::ADV,mañana,райсом
831,bald::ADV,pronto,тагъд
832,bald::ADV,pronto,рæхджы
833,bald::ADV,en breve,тагъд
834,bald::ADV,en breve,рæхджы
835,dann::ADV,luego,стæй
836,dann::ADV,entonces,стæй
837,gestern::ADV,ayer,знон
838,einst::ADV,antaño,кӕддӕр
839,damals::ADV,entonces,уæд
840,danach::ADV,después,стæй
841,danach::ADV,después,уый фæстæ
842,vorher::ADV,antes,раздæр
843,zuerst::ADV,primero,фыццаг
844,einmal::ADV,una vez,иу хатт
845,manchmal::ADV,a veces,хатт
846,oft::ADV,a menudo,арæх
847,oft::ADV,con frecuencia,арæх
848,immer::ADV,siempre,ӕдзух
849,niemals::ADV,jamás,никуы
850,niemals::ADV,jamás,никæд
851,hier::ADV,aquí,ам
852,hierhin::ADV,acá,ардӕм
853,von hier::ADV,desde aquí,ардыгæй
854,dort::ADV,ahí,уым
855,dort::ADV,allí,уым
856,dorthin::ADV,allí,уырдӕм
857,dorthin::ADV,hacia allí,уырдӕм
858,geradeaus::ADV,todo derecho,æргом
859,vorwärts::ADV,adelante,размӕ
860,rückwärts::ADV,hacia atrás,фӕстӕмӕ
861,zurück::ADV,atrás,фӕстӕмӕ
862,unten::ADV,abajo,дæлæ
863,unten::ADV,abajo,дæлейы
864,unten::ADV,abajo,бынæй
865,hinab::ADV,hacia abajo,дӕлӕмӕ
866,hinab::ADV,hacia abajo,уырдыгмӕ
867,oben::ADV,arriba,уӕле
868,hinauf::ADV,hacia arriba,уӕлӕмӕ
869,überall::ADV,por todas partes,алыран
870,überall::ADV,por todas partes,алкæм
871,überall::ADV,por todas partes,кæмдæриддæр
872,nicht::ADV,no,нӕ
873,ein wenig::ADV,un poco,чысыл
874,kaum::ADV,apenas,цъус
875,sehr::ADV,muy,тынг
876,sehr::ADV,muy,иттӕг
877,sehr::ADV,mucho,тынг
878,sehr::ADV,mucho,иттӕг
879,so::ADV,tan,афтӕ
880,noch::ADV,aún,ма
881,noch::ADV,todavía,ма
882,nur::ADV,solamente,канд
883,nur::ADV,solamente,ӕрмӕст
884,schon::ADV,ya,нырид
885,wieder::ADV,de nuevo,ногӕй
886,vergebens::ADV,en vano,дзæгъæлы
887,vergebens::ADV,en vano,уæгъды
888,vergebens::ADV,en vano,æнæхъуаджы
889,vor::PRP,antes de,разы
890,vor::PRP,delante de,разы
891,hinter::PRP,tras,фӕстӕ
892,hinter::PRP,detrás de,фӕстӕ
893,unter::PRP,bajo,бын
894,unter::PRP,debajo de,бын
895,durch::PRP,por,æхсæнты
896,durch::PRP,a través de,æхсæнты
897,neben::PRP,al lado de,цур
898,zwischen::PRP,entre,астӕу
899,wegen::PRP,por,тыххай
900,wegen::PRP,a causa de,тыххай
901,dies::PRN,esto,ай
902,das::PRN,eso,уый
903,das::PRN,esto,уый
904,alles::PRN,todo,алцы
905,alles::PRN,todo,æппæтдæр
906,alles::PRN,todo,иууылдӕр
907,ich::PRN,yo,æз
908,du::PRN,tú,ды
909,er::PRN,él,уый
910,wir::PRN,nosotros,мах
911,ihr::PRN,vosotros,сымах
912,sie::PRN,ellos,уыдон
913,was::FPRN,qué,цы
914,wer::FPRN,quién,чи
915,wo::FADV,dónde,кӕм
916,wohin::FADV,adónde,кӕдӕм
917,wohin::FADV,hacia dónde,кӕдӕм
918,wie::FADV,cómo,куыд
919,warum::FADV,por qué,цӕмӕн
920,wieviel::FNUM,cuánto,цал
921,eins::NUM,uno,иу
922,zwei::NUM,dos,дыууӕ
923,drei::NUM,tres,ӕртӕ
924,vier::NUM,cuatro,цыппар
925,fünf::NUM,cinco,фондз
926,sechs::NUM,seis,ӕхсӕз
927,sieben::NUM,siete,авд
928,acht::NUM,ocho,аст
929,neun::NUM,nueve,фараст
930,zehn::NUM,diez,дӕс
931,elf::NUM,once,иуæндæс
932,zwölf::NUM,doce,дыууадæс
933,zwanzig::NUM,veinte,дыууын
934,dreißig::NUM,treinta,æртын
935,dreißig::NUM,treinta,дæсæмæссæдз
936,vierzig::NUM,cuarenta,цыппор
937,vierzig::NUM,cuarenta,цыппур
938,vierzig::NUM,cuarenta,дыууиссæдзы
939,fünfzig::NUM,cincuenta,фӕндзай
940,sechzig::NUM,sesenta,æхсай
941,sechzig::NUM,sesenta,æртиссæдзы
942,siebzig::NUM,setenta,æвдай
943,siebzig::NUM,setenta,дæс æмæ æртиссæдзы
944,achtzig::NUM,ochenta,цыппарыссæдзы
945,achtzig::NUM,ochenta,æстай
946,neunzig::NUM,noventa,нæуæдз
947,neunzig::NUM,noventa,дæс æмæ цыппарыссæдзы
948,hundert::NUM,cien,сӕдӕ
949,hundert::NUM,ciento,сӕдӕ
950,tausend::NUM,mil,мин
951,und::CNJ,y,ӕмӕ
952,oder::CNJ,o,кӕнӕ
953,stehen::V,estar de pie,лӕууын
954,sitzen::V,estar sentado,бадын
955,liegen::V,yacer,хуыссын
956,liegen::V,estar acostado,хуыссын
957,hängen::V,pender,ауыгъд уын
958,werden::V,hacerse,суӕвын
959,passieren::V,suceder,æрцæуын
960,beginnen::V,iniciarse,райдайын
961,beginnen::V,principiar,райдайын
962,enden::V,acabar,фæуын
963,enden::V,terminar,фæуын
964,wechseln::V,variar,ивын
965,wechseln::V,alternar,ивын
966,aufgehen[Sonne]::V,salir,скæсын
967,untergehen[Sonne]::V,ponerse, аныгуылын
968,untergehen[Sonne]::V,descender, аныгуылын
969,scheinen[Sonne]::V,brillar,рухс кӕнын
970,donnern::V,tronar,нæрын
971,wehen::V,soplar,дымын
972,strömen::V,afluir,кӕлын
973,fließen::V,fluir,цæуын
974,fließen::V,fluir,уайын
975,fließen::V,fluir,кæлын
976,fließen::V,correr,цæуын
977,fließen::V,correr,уайын
978,fließen::V,correr,кæлын
979,sich drehen::V,girar,зилын
980,schwanken::V,vacilar,æнкъуысын
981,schwingen::V,oscilar,æнкъуысын
982,schwingen::V,oscilar,змæлын
983,fallen::V,caer,хауын
984,brennen::V,arder,судзын
985,brennen::V,quemar,судзын
986,rauchen::V,humear,фæздæг кæнын
987,rauchen::V,echar humo,фæздæг кæнын
988,regnen::V,llover,уарын
989,gefrieren::V,helarse,сӕлын
990,tauen::V,deshelarse,стайын
991,schmelzen::V,fundirse,тайын
992,schmelzen::V,derretirse,тайын
993,trocknen::V,secarse,хус кæнын
994,sieden::V,hervir,фыцын
995,faulen::V,pudrirse,ӕмбийын
996,verfaulen::V,pudrirse,бамбийын
997,reißen::V,romperse,скъуийын
998,versinken::V,hundirse,дӕлдон_кӕнын
999,vergehen::V,pasar,аивгъуийын
1000,erscheinen::V,aparecer,разынын
1001,verschwinden::V,desaparecer,фæтары уын
1002,verschwinden::V,desaparecer,фæдæлдзæх уын
1003,verschwinden::V,desaparecer,фесæфын
1004,verschwinden::V,desaparecer,æрбайсæфын
1005,sinken::V,bajar,дæлæмæ æрхауын
1006,abnehmen::V,decrecer,фæкъаддæр уын
1007,abnehmen::V,decrecer,фæцух уын
1008,abnehmen::V,disminuir,фæкъаддæр уын
1009,abnehmen::V,disminuir,фæцух уын
1010,zunehmen::V,crecer,фæфылдæр уын
1011,zunehmen::V,crecer,сбирæ уын
1012,zunehmen::V,crecer,сахадын
1013,zunehmen::V,aumentar,фæфылдæр уын
1014,zunehmen::V,aumentar,сбирæ уын
1015,zunehmen::V,aumentar,сахадын
1016,steigen::V,subir,сыстын
1017,steigen::V,ascender,сыстын
1018,wachsen::V,crecer,рӕзын
1019,glänzen::V,brillar,ӕрттивын
1020,glänzen::V,resplandecer,ӕрттивын
1021,funkeln::V,chispear,тыбар-тыбур_кӕнын
1022,lärmen::V,hacer ruido,хъæлæба кæнын
1023,läuten::V,sonar,цæгъдын
1024,läuten::V,repicar,цæгъдын
1025,klingeln::V,tocar el timbre,цæгъдын
1026,klirren::V,tintinear,дзыгъал-мыгъул кæнын
1027,klirren::V,tintinear,дзæгъ-дзæгъ кæнын
1028,brausen::V,zumbar,абухын
1029,rauschen::V,murmurar,
1030,klingen::V,sonar,зæлын
1031,klingen::V,sonar,азæлын
1032,klingen::V,sonar,хъуысын
1033,bellen::V,ladrar,рæйын
1034,heulen::V,ulular,ниуын
1035,blasen::V,soplar,фу кӕнын
1036,pfeifen::V,silbar,æхситт кæнын
1037,pfeifen::V,silbar,къуыззитт кæнын
1038,schreien::V,gritar,хъӕр кӕнын
1039,stöhnen::V,gemir,хъæрзын
1040,stöhnen::V,gemir,дзыназын
1041,zittern::V,temblar,ризын
1042,leben::V,vivir,цӕрын
1043,geboren werden::V,nacer,райгуырын
1044,atmen::V,respirar,улӕфын
1045,trinken::V,beber,нуазын
1046,essen::V,comer,хӕрын
1047,schlucken::V,tragar,ныхъуырын
1048,müde werden::V,cansarse,бафæллайын
1049,müde werden::V,cansarse,бафæлмæцын
1050,müde werden::V,cansarse,сфæлмæцын
1051,müde werden::V,fatigarse,бафæллайын
1052,müde werden::V,fatigarse,бафæлмæцын
1053,müde werden::V,fatigarse,сфæлмæцын
1054,einschlafen::V,dormirse,бафынæй уын
1055,schlafen::V,dormir,хуыссын
1056,schlafen::V,dormir,фынӕй кӕнын
1057,aufwachen::V,despertarse,райхъал уын
1058,aufstehen::V,levantarse,стын
1059,sich erholen::V,reposar,фæллад уадзын
1060,sich erholen::V,reposar,улæфын
1061,sich erholen::V,descansar,фæллад уадзын
1062,sich erholen::V,descansar,улæфын
1063,krank werden::V,caer enfermo,фӕрынчын уын
1064,krank sein::V,estar enfermo,сӕйын
1065,schmerzen::V,doler,риссын
1066,husten::V,toser,хуыфын
1067,genesen::V,convalecer,сдзæбæх уын
1068,genesen::V,convalecer,рандидзын
1069,genesen::V,convalecer,сæндидзын
1070,genesen::V,restablecerse,сдзæбæх уын
1071,genesen::V,restablecerse,рандидзын
1072,genesen::V,restablecerse,сæндидзын
1073,sterben::V,morir,мӕлын
1074,umkommen::V,perecer,фесæфын
1075,umkommen::V,perecer,байсæфын
1076,umkommen::V,perecer,бабын уын
1077,umkommen::V,perecer,мард фæуын
1078,sich bewegen::V,moverse,тæлфын
1079,sich bewegen::V,moverse,цæуын
1080,sich rühren::V,rebullir,змӕлын
1081,sich erheben::V,levantarse,стын
1082,sich setzen::V,sentarse,сбадын
1083,hinfallen::V,caerse,ӕрхауын
1084,laufen::V,andar,цӕуын
1085,laufen::V,andar,рацу-бацу_кӕнын
1086,schreiten::V,proceder,къахдзæф кæнын
1087,schreiten::V,proceder,санчъех кæнын
1088,schreiten::V,proceder,цæуын
1089,spazierengehen::V,pasear,озер кæнын
1090,spazierengehen::V,pasear,тезгъо кæнын
1091,spazierengehen::V,pasearse,озер кæнын
1092,spazierengehen::V,pasearse,тезгъо кæнын
1093,eilen::V,correr prisa,тагъд кæнын
1094,eilen::V,correr prisa,тындзын
1095,sich beeilen::V,darse prisa,тагъд кæнын
1096,sich beeilen::V,darse prisa,тындзын
1097,sausen::V,correr,уайын
1098,sausen::V,correr,тæхын
1099,rennen::V,correr,згъорын
1100,springen::V,saltar,гæпп кæнын
1101,springen::V,saltar,сæррæтт кæнын
1102,springen::V,saltar,лиуырын
1103,klettern::V,trepar,хилын
1104,klettern::V,escalar,хилын
1105,schaukeln::V,bambolearse,хецъро кæнын
1106,schaukeln::V,bambolearse,херыйыл бадын
1107,kriechen::V,reptar,бырын
1108,kriechen::V,arrastrarse,бырын
1109,schwimmen::V,nadar,ленк кӕнын
1110,tauchen::V,bucear,ныгъуылын
1111,tauchen::V,sumergirse,ныгъуылын
1112,rudern::V,remar,бæлæгъ тæрын
1113,rudern::V,remar,чема тæрын
1114,fahren::V,ir,цӕуын
1115,fliegen::V,volar,тӕхын
1116,gehen::V,ir,цӕуын
1117,gehen::V,andar,цӕуын
1118,weggehen::V,irse,ацӕуын
1119,weggehen::V,marcharse,ацӕуын
1120,abfahren::V,salir,араст уын
1121,abfahren::V,partir,араст уын
1122,anhalten::V,parar,æрлæууын
1123,anhalten::V,pararse,æрлæууын
1124,hineingehen::V,entrar,мидæмæ цæуын
1125,eintreten::V,entrar,бацӕуын
1126,kommen::V,venir,æрцæуын
1127,ankommen::V,llegar,æрцæуын
1128,zurückkommen::V,volver,раздæхын
1129,zurückkommen::V,volver,фæстæмæ_раздæхын
1130,zurückkommen::V,volver,æрбаздæхын
1131,zurückkommen::V,volver,аздæхын
1132,zurückkommen::V,regresar,раздæхын
1133,zurückkommen::V,regresar,фæстæмæ_раздæхын
1134,zurückkommen::V,regresar,æрбаздæхын
1135,zurückkommen::V,regresar,аздæхын
1136,bleiben::V,quedarse,лӕууын
1137,warten::V,esperar,ӕнхъӕлмӕ кӕсын
1138,erwarten::V,esperar,ӕнхъӕлмӕ кӕсын
1139,suchen::V,buscar,агурын
1140,finden::V,hallar,ссарын
1141,finden::V,encontrar,ссарын
1142,versuchen::V,intentar,фӕлварын
1143,vorbereiten::V,preparar,бацаттæ кæнын
1144,vorbereiten::V,preparar,æрæввонг кæнын
1145,lieben::V,amar,уарзын
1146,lieben::V,querer,уарзын
1147,mögen::V,querer,зæрдæмæ цæуын
1148,lachen::V,reír,худын
1149,rühren::V,conmover,зæрдæ суынгæг кæнын
1150,weinen::V,llorar,кӕуын
1151,schimpfen::V,regañar,æлгъитын
1152,sich ärgern::V,enfadarse,мæсты кæнын
1153,sich fürchten::V,tener miedo,тæрсын
1154,fürchten::V,temer,тæрсын
1155,fürchten::V,tener miedo a,тæрсын
1156,fliehen::V,huir,лидзын
1157,flüchten::V,escaparse,алидзын
1158,sehen::V,ver,уынын
1159,anschauen::V,mirar,акӕсын
1160,ansehen::V,mirar,кӕсын
1161,hören::V,oír,хъусын
1162,zuhören::V,escuchar,хъусын
1163,probieren::V,probar,уынын
1164,probieren::V,probar,аходын
1165,probieren::V,degustar,уынын
1166,probieren::V,degustar,аходын
1167,riechen::V,oler,смудын
1168,fühlen::V,sentir,ӕнкъарын
1169,scheinen::V,parecer,зынын
1170,zu sehen sein::V,poder verse,зынын
1171,vernehmen::V,oír,фехъусын
1172,vernehmen::V,percibir,фехъусын
1173,frieren::V,tener frío,сийын
1174,tun::V,hacer,кӕнын
1175,können::V,poder,фӕразын
1176,wollen::V,querer,фӕндын
1177,anfangen::V,iniciar,райдайын
1178,beenden::V,acabar,фӕуын
1179,beenden::V,terminar,фӕуын
1180,aufhören::V,cesar,банцайын
1181,aufhören::V,cesar,фенцайын
1182,gelingen::V,salir bien,бантысын
1183,geraten::V,salir,разынын
1184,geraten::V,dar resultado,разынын
1185,öffnen::V,abrir,гом кӕнын
1186,schließen::V,cerrar,ӕхгӕнын
1187,stellen::V,poner,ӕвӕрын
1188,stellen::V,colocar,ӕвӕрын
1189,setzen::V,poner,сбадын кӕнын
1190,setzen::V,colocar,сбадын кӕнын
1191,legen::V,poner,ӕрӕвӕрын
1192,berühren::V,tocar,агайын
1193,verbinden::V,unir,бӕттын
1194,verbinden::V,juntar,бӕттын
1195,bedecken::V,tapar,ӕмбӕрзын
1196,bedecken::V,cubrir,ӕмбӕрзын
1197,aufhängen::V,colgar,ауындзын
1198,anzünden::V,encender,ссудзын
1199,aufheben::V,recoger,сисын
1200,zurücklassen::V,dejar,ныууадзын
1201,verlieren::V,perder,фесафын
1202,fallen lassen::V,dejar caer,ӕрӕппарын
1203,fallen lassen::V,dejar caer,къухтӕй феуӕгъд кӕнын
1204,machen::V,hacer,саразын
1205,herstellen::V,fabricar,сцæттæ кæнын
1206,herstellen::V,fabricar,саразын
1207,bauen::V,construir,амайын
1208,reparieren::V,reparar,æмпъузын
1209,reparieren::V,reparar,цалцæг кæнын
1210,verbessern::V,mejorar,фæхуыздæр кæнын
1211,ändern::V,mudar,аивын
1212,ändern::V,modificar,аивын
1213,graben::V,cavar,къахын
1214,beugen::V,doblar,æркъæдз кæнын
1215,beugen::V,doblar,æртасын кæнын
1216,beugen::V,inclinar,æркъæдз кæнын
1217,beugen::V,inclinar,æртасын кæнын
1218,biegen::V,doblar,тасын кӕнын
1219,drehen::V,volver,здухын
1220,drehen::V,hacer girar,здухын
1221,wenden::V,volver,афæлдахын
1222,wenden::V,volver,рафæлдахын
1223,umdrehen::V,revolver,афæлдахын
1224,heben::V,levantar,сдарын
1225,heben::V,levantar,схæцын
1226,hochheben::V,alzar,уæлæмæ хæцын
1227,ergreifen::V,coger,фӕлӕбурын
1228,halten::V,tener,дарын
1229,drücken::V,apretar,æлхъивын
1230,drücken::V,apretar,хæцын
1231,schieben::V,empujar,схойын
1232,kratzen::V,rascar,хафын
1233,lecken::V,lamer,сдæрын
1234,beißen::V,morder,хæцын
1235,abreißen::V,arrancar,ратонын
1236,abschneiden::V,cortar,ралыг кӕнын
1237,binden::V,atar,бабӕттын
1238,stecken::V,meter,ныссадзын
1239,brechen::V,romper,асæттын
1240,brechen::V,romper,басæттын
1241,brechen::V,romper,ныссæттын
1242,brechen::V,quebrar,асæттын
1243,brechen::V,quebrar,басæттын
1244,brechen::V,quebrar,ныссæттын
1245,klopfen::V,golpear,хойын
1246,klopfen::V,golpear,гуыпп-гуыпп кæнын
1247,klopfen::V,golpear,къуырцц-къуырцц кæнын
1248,hauen::V,pegar,цӕвын
1249,hauen::V,pegar,нӕмын
1250,kleben::V,pegar,ныхасын
1251,kleben::V,pegar,æндадзын
1252,kleben::V,encolar,ныхасын
1253,kleben::V,encolar,æндадзын
1254,reiben::V,frotar,сӕрфын
1255,reiben::V,frotar,хафын
1256,streichen::V,untar,байсæрдын
1257,streichen::V,untar,сахорын
1258,streichen::V,recubrir,байсæрдын
1259,streichen::V,recubrir,сахорын
1260,schleifen::V,afilar,ссын
1261,schleifen::V,afilar,цыргъ кӕнын
1262,schneiden::V,cortar,кӕрдын
1263,rütteln::V,agitar,æнкъусын
1264,schütteln::V,agitar,уигъын
1265,schütteln::V,sacudir,уигъын
1266,schwenken::V,menear,тилын
1267,schwenken::V,menear,уигъын
1268,schütten::V,verter,ныккӕнын
1269,füllen::V,llenar,байдзаг кæнын
1270,einwickeln::V,envolver,батухын
1271,tragen::V,llevar,хӕссын
1272,schleppen::V,arrastrar,ласын
1273,ziehen::V,tirar,ласын
1274,aufbewahren::V,conservar,æвæрын
1275,werfen::V,echar,зыввытт кӕнын
1276,werfen::V,lanzar,зыввытт кӕнын
1277,fangen::V,coger,ӕрцахсын
1278,packen::V,agarrar,рацахсын
1279,verstecken::V,esconder,æмбæхсын
1280,verstecken::V,esconder,нымæхсын
1281,teilen::V,partir,уарын
1282,teilen::V,dividir,уарын
1283,schicken::V,enviar,ӕрвитын
1284,bringen::V,traer,æрхæссын
1285,bringen::V,traer,æрбахæссын
1286,hinzufügen::V,añadir,ӕфтауын
1287,bekommen::V,obtener,ссарын
1288,bekommen::V,obtener,сфæрæз кæнын
1289,bekommen::V,obtener,самал кæнын
1290,bekommen::V,conseguir,ссарын
1291,bekommen::V,conseguir,сфæрæз кæнын
1292,bekommen::V,conseguir,самал кæнын
1293,erhalten::V,recibir,райсын
1294,nehmen::V,tomar,райсын
1295,wählen::V,elegir,равзарын
1296,auswählen::V,escoger,авзарын
1297,auswählen::V,seleccionar,авзарын
1298,bewahren::V,guardar,бавæрын
1299,bewahren::V,guardar,нывæрын
1300,bewahren::V,preservar,бавæрын
1301,bewahren::V,preservar,нывæрын
1302,behindern::V,estorbar,цæлхдур æвæрын
1303,behindern::V,estorbar,ныхдур æвæрын
1304,behindern::V,estorbar,къуылымпы кæнын
1305,behindern::V,estorbar,хъыг дарын
1306,behindern::V,obstaculizar,цæлхдур æвæрын
1307,behindern::V,obstaculizar,ныхдур æвæрын
1308,behindern::V,obstaculizar,къуылымпы кæнын
1309,behindern::V,obstaculizar,хъыг дарын
1310,verderben::V,estropear,фесафын
1311,beschädigen::V,deteriorar,халын
1312,zerbrechen::V,romper,асӕттын
1313,zerbrechen::V,quebrar,асӕттын
1314,zerreißen::V,desgarrar,аскъуынын
1315,zerreißen::V,despedazar,аскъуынын
1316,zerstören::V,destruir,фехалын
1317,zerstören::V,destrozar,фехалын
1318,verbrennen::V,quemar,басудзын
1319,geben::V,dar,дӕттын
1320,reichen::V,pasar,адæттын
1321,schenken::V,regalar,лæвар кæнын
1322,versprechen::V,prometer,дзырд раттын
1323,versprechen::V,prometer,зӕрдӕ бавӕрын
1324,wünschen::V,desear,зæрдæ зæгъы
1325,loben::V,alabar,раппӕлын
1326,küssen::V,besar,пъа кæнын
1327,küssen::V,besar,ба кæнын
1328,wiegen::V,mecer,узын
1329,zudecken::V,tapar,бамбӕрзын
1330,zudecken::V,cubrir,бамбӕрзын
1331,wecken::V,despertar,райхъал кӕнын
1332,zeigen::V,mostrar,амонын
1333,führen::V,guiar,кӕнын
1334,führen::V,guiar,фæкæнын
1335,führen::V,conducir,кӕнын
1336,führen::V,conducir,фæкæнын
1337,lehren::V,enseñar,ахуыр кæнын
1338,lehren::V,instruir,ахуыр кæнын
1339,unterrichten::V,enseñar,ахуыр кæнын
1340,aufziehen::V,criar,хъомыл кӕнын
1341,leiten::V,guiar,разамынд дӕттын
1342,leiten::V,dirigir,разамынд дӕттын
1343,antreiben::V,impeler,тагъд кæнын
1344,antreiben::V,impeler,рог кæнын
1345,antreiben::V,impulsar,тагъд кæнын
1346,antreiben::V,impulsar,рог кæнын
1347,lassen::V,hacer,кæнын
1348,einladen::V,invitar,ӕрхонын
1349,einladen::V,invitar,ӕрбахонын
1350,vereinigen::V,unir,баиу кӕнын
1351,besuchen::V,visitar,абæрæг кæнын
1352,besuchen::V,visitar,бабæрæг кæнын
1353,besuchen::V,visitar,бауайын
1354,besuchen::V,ir a ver,абæрæг кæнын
1355,besuchen::V,ir a ver,бабæрæг кæнын
1356,besuchen::V,ir a ver,бауайын
1357,treffen::V,encontrar,фембæлын
1358,sich versammeln::V,reunirse,æрæмбырд уын
1359,sich versammeln::V,congregarse,æрæмбырд уын
1360,spielen::V,jugar,хъазын
1361,singen::V,cantar,зарын
1362,tanzen::V,bailar,кафын
1363,sich trennen::V,separarse,фæйнæрдæм фæцæуын айхæлын
1364,verlassen::V,dejar,ныууадзын
1365,verlassen::V,abandonar,ныууадзын
1366,retten::V,salvar,фервӕзын кӕнын
1367,bewachen::V,vigilar,хъахъхъӕнын
1368,schützen::V,proteger,хъахъхъӕнын
1369,verteidigen::V,defender,бахизын
1370,sich schlagen::V,batirse,хыл кæнын
1371,schießen::V,tirar,ӕхсын
1372,schießen::V,disparar,ӕхсын
1373,siegen::V,vencer,басӕттын
1374,siegen::V,vencer,фӕуӕлахиз уӕвын
1375,ärgern::V,enojar,мӕсты кӕнын
1376,ärgern::V,enfadar,мӕсты кӕнын
1377,schlagen::V,pegar,ныццæвын
1378,schlagen::V,golpear,ныццæвын
1379,treten::V,dar una patada a,
1380,stechen::V,pinchar,фæрæхойын
1381,stoßen::V,empujar,риуыгъын
1382,stehlen::V,robar,давын
1383,stehlen::V,hurtar,давын
1384,stören::V,molestar,хъыгдарын
1385,belästigen::V,molestar,хъыгдарын
1386,belästigen::V,importunar,хъыгдарын
1387,verbergen::V,ocultar,бамбӕхсын
1388,verbergen::V,ocultar,басусӕг кӕнын
1389,verbergen::V,esconder,бамбӕхсын
1390,verbergen::V,esconder,басусӕг кӕнын
1391,täuschen::V,engañar,фӕливын
1392,täuschen::V,engañar,асайын
1393,betrügen::V,engañar,асайын
1394,töten::V,matar,амарын
1395,wohnen::V,vivir,цӕрын
1396,wohnen::V,habitar,цӕрын
1397,arbeiten::V,trabajar,кусын
1398,sammeln::V,recoger,æртонын
1399,sammeln::V,coleccionar,æртонын
1400,pflücken::V,coger,тонын
1401,jagen::V,cazar,цуан кæнын
1402,fischen::V,pescar,кæсаг ахсын æнгуырæй
1403,fischen::V,pescar,æнгуыр дарын
1404,fassen::V,atrapar,ӕрцахсын
1405,fassen::V,capturar,ӕрцахсын
1406,hüten::V,guardar,хизын
1407,treiben::V,aballar,скъӕрын
1408,anbinden::V,atar,бабæттын
1409,anbinden::V,atar,æрбæттын
1410,füttern::V,echar de comer,холлаг дæттын
1411,füttern::V,echar de comer,холлаг æвæрын
1412,füttern::V,echar de comer,дарын
1413,melken::V,ordeñar,дуцын
1414,hacken::V,picar,кæрдын
1415,hacken::V,picar,лыгтæ кæнын
1416,hacken::V,cortar,кæрдын
1417,hacken::V,cortar,лыгтæ кæнын
1418,gießen::V,regar,бакалын
1419,reifen::V,madurar,срæгъæд уын
1420,reifen::V,madurar,сцæттæ уын
1421,zubereiten::V,preparar,сцӕттӕ кӕнын
1422,kochen::V,cocer,фыцын
1423,kochen::V,guisar,фыцын
1424,backen::V,hornear,фыцын
1425,backen::V,cocer al horno,фыцын
1426,braten::V,asar,цурын
1427,braten::V,freír,цурын
1428,umrühren::V,remover,ахæццæ кæнын
1429,umrühren::V,remover,азмæнтын
1430,umrühren::V,remover,астауын
1431,stricken::V,hacer punto,кæнын
1432,stricken::V,hacer punto,бийын
1433,stricken::V,hacer calceta,кæнын
1434,stricken::V,hacer calceta,бийын
1435,nähen::V,coser,хуыйын
1436,färben::V,teñir,ахорын
1437,färben::V,colorear,ахорын
1438,reinigen::V,limpiar,ссыгъдæг кæнын
1439,reinigen::V,limpiar,ныссыгъдæг кæнын
1440,reinigen::V,limpiar,ныссæрфын
