,Concept_ID,hi,fr
61,Fuß::N,पाँव,pied
62,Ferse::N,एड़ी,talon
63,Knie::N,जानु,genou
64,Knie::N,घुटना,genou
65,Oberschenkel::N,उरु,cuisse
66,Bein::N,टाँग,jambe
67,Körper::N,तन,corps
68,Körper::N,देह,corps
69,Körper::N,शरीर,corps
70,Haut::N,चर्म,peau
71,Haut::N,त्वचा,peau
72,Blut::N,लहू,sang
73,Blut::N,ख़ून,sang
74,Ader::N,रग,veine
75,Ader::N,शिरा,veine
76,Sehne::N,कंडरा,tendon
77,Sehne::N,स्नायु,tendon
78,Knochen::N,अस्थि,os
79,Gehirn::N,दिमाग़,cerveau
80,Gehirn::N,मस्तिष्क,cerveau
81,Herz::N,दिल,cœur
82,Herz::N,हृदय,cœur
83,Magen::N,मेदा,estomac
84,Magen::N,अमाशय,estomac
85,Leber::N,जिगर,foie
86,Leber::N,यकृत्,foie
87,Atem::N,दम,haleine
88,Atem::N,साँस,haleine
89,Atem::N,श्वास,haleine
90,Hunger::N,भूख,faim
91,Hunger::N,क्षुधा,faim
92,Träne::N,आँसू,larme
93,Träne::N,अश्रु,larme
94,Geschmack::N,स्वाद,goût
95,Geschmack::N,स्वाद,saveur
96,Geschmack::N,ज़ायक़ा,goût
97,Geschmack::N,ज़ायक़ा,saveur
98,Geruch::N,बू,odeur
99,Geruch::N,गंध,odeur
100,Schlaf::N,नींद,sommeil
101,Schlaf::N,निद्रा,sommeil
102,Traum::N,सपना,songe
103,Traum::N,स्वप्न,songe
104,Himmel::N,आकाश,ciel
105,Himmel::N,आसमान,ciel
106,Sonne::N,रवि,soleil
107,Sonne::N,सूरज,soleil
108,Sonne::N,सूर्य,soleil
109,Mond::N,चाँद,lune
110,Mond::N,चंद्र,lune
111,Stern::N,तारा,étoile
112,Stern::N,सितारा,étoile
113,Luft::N,हवा,air
114,Luft::N,वायु,air
115,Wind::N,पाद,vent
116,Welle::N,लहर,vague
117,Welle::N,तरंग,vague
118,Wasser::N,जल,eau
119,Wasser::N,पानी,eau
120,Stein::N,पत्थर,pierre
121,Boden::N,मिट्टी,sol
122,Boden::N,मिट्टी,terrain
123,Erde::N,भूमि,terre
124,Erde::N,ज़मीन,terre
125,Staub::N,धूल,poussière
126,Rauch::N,धूआँ,fumée
127,Rauch::N,धुम्र,fumée
128,Funke::N,चिनगारी,étincelle
129,Funke::N,स्फुलिंग,étincelle
130,Feuer::N,आग,feu
131,Feuer::N,आतिश,feu
132,Feuer::N,अग्नि,feu
133,Licht::N,रोशनी,lumière
134,Licht::N,प्रकाश,lumière
135,Schatten::N,छाया,ombre
136,Schatten::N,परछाई,ombre
137,Wetter::N,ऋतु,temps
138,Wetter::N,मौसम,temps
139,Nebel::N,धुँध,brume
140,Nebel::N,धुँध,brouillard
141,Nebel::N,कुहरा,brume
142,Nebel::N,कुहरा,brouillard
143,Wolke::N,मेघ,nuage
144,Wolke::N,अभ्र,nuage
145,Regen::N,मेंह,pluie
146,Regen::N,बारिश,pluie
147,Schnee::N,हिम,neige
148,Schnee::N,बर्फ़,neige
149,Eis::N,हिम,glace
150,Eis::N,बर्फ़,glace
151,Frost::N,ठंड,gel
152,Frost::N,ठंड,gelée
153,Kälte::N,सर्दी,froid
154,Kälte::N,शीतलता,froid
155,Hitze::N,ताप,chaleur
156,Hitze::N,गरमी,chaleur
157,Raureif::N,पाला,givre
158,Regenbogen::N,इंद्र-धनुष,arc-en-ciel
159,Donner::N,गरज,tonnerre
160,Donner::N,मेघ-गर्जन,tonnerre
161,Strömung::N,बहाव,courant
162,Strömung::N,प्रवाह,courant
163,Tropfen::N,बूँद,goutte
164,Schaum::N,झाग,écume
165,Schaum::N,झाग,mousse
166,Schmutz::N,गंद,boue
167,Schmutz::N,गंद,saleté
168,Schmutz::N,कीचड़,boue
169,Schmutz::N,कीचड़,saleté
170,See::N,झील,lac
171,See::N,सरोवर,lac
172,Sumpf::N,दलदल,marais
173,Sumpf::N,दलदल,marécage
174,Sumpf::N,धँसान,marais
175,Sumpf::N,धँसान,marécage
176,Moor::N,झाबर,tourbière
177,Moor::N,धँसान,tourbière
178,Wiese::N,घास-स्थल,pré
179,Wald::N,जंगल,bois
180,Wald::N,जंगल,forêt
181,Hügel::N,टीला,coteau
182,Hügel::N,टीला,colline
183,Hügel::N,पहाड़,coteau
184,Hügel::N,पहाड़,colline
185,Anhöhe::N,टीला,éminence
186,Anhöhe::N,टीला,élévation
187,Anhöhe::N,पहाड़ी,éminence
188,Anhöhe::N,पहाड़ी,élévation
189,Berg::N,पहाड़,mont
190,Berg::N,पहाड़,montagne
191,Gipfel::N,शिखर,cime
192,Gipfel::N,शिखर,sommet
193,Höhle::N,गुहा,caverne
194,Höhle::N,गुफ़ा,caverne
195,Abhang::N,ढाल,pente
196,Abhang::N,ढाल,versant
197,Abhang::N,ढलान,pente
198,Abhang::N,ढलान,versant
199,Quelle::N,चश्मा,source
200,Quelle::N,चश्मा,fontaine
201,Bach::N,सोता,ruisseau
202,Bach::N,नदिका,ruisseau
203,Fluss::N,नदी,fleuve
204,Fluss::N,नदी,rivière
205,Fluss::N,सरिता,fleuve
206,Fluss::N,सरिता,rivière
207,Ufer::N,तट,bord
208,Ufer::N,तट,rivage
209,Ufer::N,किनारा,bord
210,Ufer::N,किनारा,rivage
211,Küste::N,समुद्र-तट,côte
212,Festland::N,महाद्वीप,terre ferme
213,Meer::N,सागर,mer
214,Meer::N,समुद्र,mer
215,Bucht::N,खाड़ी,baie
216,Insel::N,टापू,île
217,Insel::N,द्वीप,île
218,Blume::N,फूल,fleur
219,Blume::N,पुष्प,fleur
220,Gras::N,घास,herbe
221,Wurzel::N,मूल,racine
222,Baum::N,पेड़,arbre
223,Baum::N,वृक्ष,arbre
224,Stamm::N,धड़,tronc
225,Rinde::N,छाल,écorce
226,Rinde::N,वल्कल,écorce
227,Ast::N,डाल,branche
228,Ast::N,शाखा,branche
229,Zweig::N,टहनी,rameau
230,Blatt::N,पत्र,feuille
231,Blatt::N,पत्ता,feuille
232,Birke::N,भूर्ज,bouleau
233,Kiefer[Baum]::N,पाइन-वृक्ष,pin
234,Weide[Baum]::N,बेंत,saule
235,Tanne::N,फ़र,sapin
236,Horn::N,सींग,corne
237,Horn::N,विषाण,corne
238,Feder::N,पर,plume
239,Feder::N,पंख,plume
240,Fell::N,खाल,peau
241,Fell::N,पशु-चर्म,peau
242,Flügel::N,पंख,aile
243,Flügel::N,डैना,aile
244,Klaue::N,पंजा,serre
245,Kralle::N,पंजा,ongle
246,Kralle::N,पंजा,griffe
247,Kralle::N,नाख़ून,ongle
248,Kralle::N,नाख़ून,griffe
249,Schwanz::N,पूँछ,queue
250,Ei::N,अंडा,œuf
251,Nest::N,नीड़,nid
252,Nest::N,घोंसला,nid
253,Bau::N,बिल,terrier
254,Bau::N,माँद,terrier
255,Tier::N,पशु,animal
256,Tier::N,जानवर,animal
257,Herde::N,गल्ला,troupeau
258,Kuh::N,गौ,vache
259,Kuh::N,गाय,vache
260,Bulle::N,साँड़,taureau
261,Pferd::N,अश्व,cheval
262,Pferd::N,घोड़ा,cheval
263,Schaf::N,भेड़,mouton
264,Schwein::N,शूकर,porc
265,Schwein::N,शूकर,cochon
266,Hund::N,श्वान,chien
267,Hund::N,कुत्ता,chien
268,Katze::N,बिल्ली,chat
269,Bär::N,रीछ,ours
270,Bär::N,भालू,ours
271,Eichhörnchen::N,गिलहरी,écureuil
272,Elch::N,एल्क,élan
273,Fuchs::N,लोमड़ी,renard
274,Hase::N,खरहा,lièvre
275,Hase::N,ख़रगोश,lièvre
276,Maus::N,मूष,souris
277,Maus::N,चूहा,souris
278,Wolf::N,वृक,loup
279,Wolf::N,भेड़िया,loup
280,Vogel::N,पक्षी,oiseau
281,Vogel::N,चिड़िया,oiseau
282,Schwarm::N,झुंड,nuée
283,Schwarm::N,झुंड,volée
284,Huhn::N,मुर्ग़ी,poule
285,Hahn::N,मुर्ग़ा,coq
286,Gans::N,हंस,oie
287,Gans::N,हंसिनी,oie
288,Adler::N,उक़ाब,aigle
289,Ente::N,बतख़,canard
290,Ente::N,बत्तक,canard
291,Eule::N,उल्लू,hibou
292,Kranich::N,सारस,grue
293,Kranich::N,क्रौंंच,grue
294,Krähe::N,काक,corneille
295,Kuckuck::N,कोयल,coucou
296,Kuckuck::N,कोकिल,coucou
297,Schwan::N,हंस,cygne
298,Schwan::N,मराल,cygne
299,Fisch::N,मछली,poisson
300,Fisch::N,मत्स्य,poisson
301,Barsch::N,पर्च,perche
302,Hecht::N,पाइक,brochet
303,Schlange[Tier]::N,सर्प,serpent
304,Wurm::N,कृमि,ver
305,Wurm::N,कीड़ा,ver
306,Spinne::N,लूता,araignée
307,Spinne::N,मकड़ी,araignée
308,Ameise::N,चींटी,fourmi
309,Laus::N,जूँ,pou
310,Mücke::N,डाँस,moucheron
311,Fliege::N,मक्खी,mouche
312,Fliege::N,मक्षिका,mouche
313,Schmetterling::N,तितली,papillon
314,Beere::N,बेरी,baie
315,Apfel::N,सेब,pomme
316,Pilz::N,खुंबी,champignon
317,Zwiebel::N,प्याज़,oignon
318,Saat::N,बीज,semence
319,Korn::N,दाना,grain
320,Heu::N,मूखी घास,foin
321,Schale::N,बकला,pelure
322,Schale::N,छिलका,pelure
323,Grube::N,गड्ढा,fosse
324,Falle::N,जाल,piège
325,Falle::N,फँदा,piège
326,Schlinge::N,फँदा,lacs
327,Spur::N,सुराग़,trace
328,Spur::N,पद-चिह्न,trace
329,Asche::N,राख,cendre
330,Dreck::N,मैल,crotte
331,Dreck::N,गंदगी,crotte
332,Eisen::N,लोहा,fer
333,Gold::N,सोना,or
334,Gold::N,स्वर्ण,or
335,Silber::N,रजत,argent
336,Silber::N,चाँदी,argent
337,Kohle::N,कोयला,charbon
338,Glas::N,काँच,verre
339,Lehm::N,चिकनी मिट्टी,glaise
340,Sand::N,रेत,sable
341,Sand::N,बालू,sable
342,Mensch::N,मानव,homme
343,Mensch::N,इनसान,homme
344,Mensch::N,मनुष्य,homme
345,Mann::N,आदमी,homme
346,Mann::N,पुरुष,homme
347,Frau::N,औरत,femme
348,Frau::N,महिला,femme
349,Frau::N,स्त्री,femme
350,Kind::N,बाल,enfant
351,Kind::N,बच्चा,enfant
352,Junge::N,लड़का,garçon
353,Mädchen::N,लड़की,fille
354,Mädchen::N,लड़की,jeune fille
355,Mädchen::N,कुमारी,fille
356,Mädchen::N,कुमारी,jeune fille
357,Familie::N,परिवार,famille
358,Großvater::N,दादा,grand-père
359,Großmutter::N,नानी,grand-mère
360,Eltern::N,माँ-बाप,parents
361,Eltern::N,माता-पिता,parents
362,Vater::N,बाप,père
363,Vater::N,पिता,père
364,Mutter::N,माँ,mère
365,Mutter::N,माता,mère
366,Sohn::N,बेटा,fils
367,Sohn::N,पुत्र,fils
368,Tochter::N,बेटी,fille
369,Tochter::N,पुत्री,fille
370,Bruder::N,भाई,frère
371,Bruder::N,भ्राता,frère
372,Schwester::N,बहन,sœur
373,Schwester::N,भगिनी,sœur
374,Onkel::N,ताऊ,oncle
375,Onkel::N,काका,oncle
376,Tante::N,बूआ,tante
377,Tante::N,फूफी,tante
378,Tante::N,ख़ाला,tante
379,Ehemann::N,पति,mari
380,Ehemann::N,पति,époux
381,Ehemann::N,शौहर,mari
382,Ehemann::N,शौहर,époux
383,Ehefrau::N,बीवी,femme
384,Ehefrau::N,बीवी,épouse
385,Freude::N,आनंद,joie
386,Freude::N,आनंद,plaisir
387,Freude::N,प्रसन्नता,joie
388,Freude::N,प्रसन्नता,plaisir
389,Gelächter::N,हँसी,rires
390,Gelächter::N,क़हक़हा,rires
391,Glück::N,आनंद,bonheur
392,Glück::N,ख़ुशी,bonheur
393,Kummer::N,शोक,peine
394,Kummer::N,शोक,chagrin
395,Kummer::N,दुःख,peine
396,Kummer::N,दुःख,chagrin
397,Wunsch::N,इच्छा,désir
398,Wunsch::N,अभिलाषा,désir
399,Lust::N,चाह,envie
400,Lust::N,कामना,envie
401,Geist::N,जान,esprit
402,Geist::N,प्राण,esprit
403,Gedanke::N,विचार,idée
404,Gedanke::N,विचार,pensée
405,Gedächtnis::N,याददाश्त,mémoire
406,Gedächtnis::N,स्मरण-शक्ति,mémoire
407,Verstand::N,समझ,raison
408,Verstand::N,अक़्ल,raison
409,Verstand::N,बुद्धि,raison
410,Sinn::N,अर्थ,sens
411,Grund::N,वजह,cause
412,Grund::N,वजह,raison
413,Grund::N,कारण,cause
414,Grund::N,कारण,raison
415,Wahrheit::N,सत्य,vérité
416,Wahrheit::N,सच्चाई,vérité
417,Gespräch::N,चर्चा,conversation
418,Gespräch::N,वार्ता,conversation
419,Gespräch::N,बात-चीत,conversation
420,Märchen::N,क़िस्सा,conte
421,Märchen::N,क़िस्सा,conte de fées
422,Erzählung::N,कथा,conte
423,Erzählung::N,कथा,narration
424,Erzählung::N,कहानी,conte
425,Erzählung::N,कहानी,narration
426,Nachricht::N,सूचना,message
427,Nachricht::N,समाचार,message
428,Neuigkeit::N,ख़बर,nouvelle
429,Neuigkeit::N,समाचार,nouvelle
430,Name::N,नाम,nom
431,Rätsel::N,पहेली,énigme
432,Rätsel::N,पहेली,devinette
433,Rede::N,वचन,parole
434,Rede::N,वचन,discours
435,Rede::N,भाषण,parole
436,Rede::N,भाषण,discours
437,Sprache::N,भाषा,langue
438,Sprache::N,भाषा,langage
439,Sprache::N,ज़बान,langue
440,Sprache::N,ज़बान,langage
441,Stimme::N,स्वर,voix
442,Stimme::N,आवाज़,voix
443,Wort::N,शब्द,mot
444,Wort::N,लफ़्ज़,mot
445,Zeichen::N,निशान,signe
446,Ruf::N,पुकार,cri
447,Ruf::N,पुकार,appel
448,Ruf::N,आह्वान,cri
449,Ruf::N,आह्वान,appel
450,Lärm::N,शोर,bruit
451,Lärm::N,हुल्लड़,bruit
452,Laut::N,स्वर,son
453,Laut::N,ध्वनि,son
454,Ton::N,सुर,ton
455,Ton::N,स्वर,ton
456,Lied::N,गीत,chant
457,Lied::N,गीत,chanson
458,Ruhe::N,आराम,calme
459,Ruhe::N,आराम,tranquillité
460,Ruhe::N,ख़ामोशी,calme
461,Ruhe::N,ख़ामोशी,tranquillité
462,Leute::N,लोग,gens
463,Volk::N,क़ौम,peuple
464,Volk::N,प्रजा,peuple
465,Arbeit::N,काम,travail
466,Gast::N,अतिथि,hôte
467,Gast::N,अतिथि,invité
468,Gast::N,मेहमान,hôte
469,Gast::N,मेहमान,invité
470,Geschenk::N,उपहार,cadeau
471,Geschenk::N,उपहार,présent
472,Geschenk::N,तोहफ़ा,cadeau
473,Geschenk::N,तोहफ़ा,présent
474,Spiel::N,खेल,jeu
475,Spiel::N,क्रीड़ा,jeu
476,Gesellschaft::N,साथ,compagnie
477,Hilfe::N,मदद,aide
478,Hilfe::N,मदद,secours
479,Hilfe::N,सहायता,aide
480,Hilfe::N,सहायता,secours
481,Freund::N,मित्र,ami
482,Kamerad::N,साथी,copain
483,Kamerad::N,साथी,camarade
484,Kamerad::N,कामरेड,copain
485,Kamerad::N,कामरेड,camarade
486,Angelegenheit::N,बात,affaire
487,Angelegenheit::N,मामला,affaire
488,Anzahl::N,तादाद,nombre
489,Anzahl::N,संख्या,nombre
490,Art::N,तरह,sorte
491,Art::N,तरह,espèce
492,Art::N,क़िस्म,sorte
493,Art::N,क़िस्म,espèce
494,Stück::N,फाँक,morceau
495,Stück::N,टुकड़ा,morceau
496,Teil::N,भाग,part
497,Teil::N,भाग,partie
498,Teil::N,हिस्सा,part
499,Teil::N,हिस्सा,partie
500,Hälfte::N,अर्धभाग,moitié
501,Kreis::N,चक्कर,cercle
502,Kreuz::N,सलीब,croix
503,Kreuz::N,क्रूस,croix
504,Linie::N,लाइन,ligne
505,Strich::N,लकीर,trait
506,Abstand::N,अंतर,écart
507,Abstand::N,फ़ासला,écart
508,Entfernung::N,दूरी,distance
509,Entfernung::N,फ़ासला,distance
510,Gegend::N,इलाक़ा,région
511,Gegend::N,इलाक़ा,contrée
512,Platz::N,जगह,place
513,Platz::N,स्थान,place
514,Ort::N,स्थल,lieu
515,Ort::N,स्थल,endroit
516,Ort::N,स्थान,lieu
517,Ort::N,स्थान,endroit
518,Seite::N,ओर,côté
519,Seite::N,तरफ़,côté
520,Mitte::N,बीच,milieu
521,Mitte::N,मध्य,milieu
522,Gegenstand::N,चीज़,objet
523,Gegenstand::N,पदार्थ,objet
524,Sache::N,चीज़,chose
525,Sache::N,वस्तु,chose
526,Rand::N,छोर,bord
527,Rand::N,उपांत,bord
528,Kante::N,कोर,arête
529,Kante::N,किनारा,arête
530,Ecke::N,कोना,coin
531,Ecke::N,कोना,tournant
532,Ecke::N,नुक्कड़,coin
533,Ecke::N,नुक्कड़,tournant
534,Spitze::N,नोक,cime
535,Spitze::N,नोक,pointe
536,Ende::N,छोर,bout
537,Ende::N,सिरा,bout
538,Loch::N,छेद,trou
539,Loch::N,सूराख़,trou
540,Winkel::N,कोण,coin
541,Winkel::N,कोण,réduit
542,Winkel::N,कोना,coin
543,Winkel::N,कोना,réduit
544,Muster::N,नमूना,dessin
545,Muster::N,डिज़ाइन,dessin
546,Größe::N,परिमाण,grandeur
547,Größe::N,विस्तार,grandeur
548,Länge::N,लंबाई,longueur
549,Höhe::N,ऊँचाई,hauteur
550,Höhe::N,ऊँचाई,altitude
551,Höhe::N,उच्चता,hauteur
552,Höhe::N,उच्चता,altitude
553,Gewicht::N,भार,poids
554,Gewicht::N,वज़न,poids
555,Menge::N,मात्रा,quantité
556,Haufen::N,ढेर,tas
557,Haufen::N,अंबार,tas
558,Reihe::N,क़तार,file
559,Reihe::N,क़तार,rangée
560,Reihe::N,पंक्ति,file
561,Reihe::N,पंक्ति,rangée
562,Boot::N,नाव,canot
563,Boot::N,नाव,bateau
564,Boot::N,नौका,canot
565,Boot::N,नौका,bateau
566,Ruder::N,चप्पू,rame
567,Ruder::N,चप्पू,aviron
568,Schlitten::N,बर्फ़-गाड़ी,traîneau
569,Ski::N,स्की,ski
570,Lagerfeuer::N,अलाव,feu de camp
571,Lagerfeuer::N,कैंप-फ़ायर,feu de camp
572,Last::N,भार,charge
573,Last::N,भार,fardeau
574,Gang::N,चाल,tour
575,Gang::N,चाल,marche
576,Schritt::N,डग,pas
577,Schritt::N,क़दम,pas
578,Norden::N,उत्तर,nord
579,Süden::N,दक्खिन,sud
580,Westen::N,पश्चिम,ouest
581,Westen::N,पश्चिम,occident
582,Osten::N,पूरब,est
583,Osten::N,पूरब,orient
584,Holz::N,काठ,bois
585,Holz::N,काष्ठ,bois
586,Brett::N,पटरा,planche
587,Brett::N,तख़्ता,planche
588,Platte::N,फलक,plaque
589,Platte::N,तख़्ता,plaque
590,Stütze::N,टेक,appui
591,Stütze::N,टेक,soutien
592,Stütze::N,थूनी,appui
593,Stütze::N,थूनी,soutien
594,Stange::N,छड़,barre
595,Stange::N,छड़,perche
596,Stange::N,बाँस,barre
597,Stange::N,बाँस,perche
598,Stock::N,लाठी,canne
599,Stab::N,लग्गा,bâton
600,Rohr::N,नल,tube
601,Rohr::N,नल,tuyau
602,Haus::N,घर,maison
603,Haus::N,मकान,maison
604,Heim::N,घर,maison
605,Heim::N,गृह,maison
606,Ofen::N,चूल्हा,poêle
607,Fußboden::N,फ़र्श,plancher
608,Tisch::N,मेज़,table
609,Stuhl::N,कुरसी,chaise
610,Wiege::N,पालना,berceau
611,Wiege::N,हिंडोला,berceau
612,Bett::N,खाट,lit
613,Bett::N,पलंग,lit
614,Regal::N,शेल्फ़,étagère
615,Kiste::N,पेटी,caisse
616,Kiste::N,डिब्बा,caisse
617,Fenster::N,खिड़की,fenêtre
618,Tür::N,द्वार,porte
619,Tür::N,दरवाज़ा,porte
620,Tor::N,फाटक,porte
621,Tor::N,फाटक,portail
622,Zaun::N,बाड़ा,clôture
623,Dach::N,छत,toit
624,Dach::N,छप्पर,toit
625,Leiter::N,सीढ़ी,échelle
626,Besen::N,झाड़ू,balai
627,Besen::N,बुहारी,balai
628,Spaten::N,कुदाल,bêche
629,Schaufel::N,बेलचा,pelle
630,Schaufel::N,फावड़ा,pelle
631,Gabel::N,काँटा,fourchette
632,Löffel::N,चम्मच,cuiller
633,Messer::N,छुरा,couteau
634,Messer::N,चाक़ू,couteau
635,Nagel::N,कील,clou
636,Nagel::N,मेख़,clou
637,Netz::N,जाल,filet
638,Haken::N,अंकुश,croc
639,Haken::N,अंकुश,crochet
640,Griff::N,मूठ,prise
641,Griff::N,मूठ,manche
642,Griff::N,हत्था,prise
643,Griff::N,हत्था,manche
644,Schloss::N,ताला,serrure
645,Bild::N,चित्र,image
646,Bild::N,चित्र,tableau
647,Figur::N,मूर्ति,figure
648,Puppe::N,पुतली,poupée
649,Puppe::N,गुड़िया,poupée
650,Beutel::N,झोला,sac
651,Beutel::N,झोला,petit sac
652,Bündel::N,पुलिंदा,paquet
653,Bündel::N,पुलिंदा,faisceau
654,Tasche::N,बेग,sac
655,Tasche::N,बस्ता,sac
656,Eimer::N,बाल्टी,seau
657,Deckel::N,ढक्कन,couvercle
658,Geschirr::N,बरतन-भाँड़े,vaisselle
659,Sack::N,बोरा,sac
660,Tasse::N,प्याला,tasse
661,Topf::N,देग़चा,pot
662,Topf::N,देग़चा,marmite
663,Kessel::N,देग़,chaudron
664,Kessel::N,बटलोई,chaudron
665,Essen::N,खाना,repas
666,Essen::N,खाना,manger
667,Nahrung::N,भोजन,nourriture
668,Speise::N,खाना,plat
669,Speise::N,व्यंजन,plat
670,Fleisch::N,मांस,viande
671,Fleisch::N,गोश्त,viande
672,Getreide::N,अनाज,blé
673,Getreide::N,अनाज,céréales
674,Brei::N,भरता,purée
675,Brei::N,भरता,bouillie
676,Brei::N,दलिया,purée
677,Brei::N,दलिया,bouillie
678,Brot::N,रोटी,pain
679,Scheibe::N,कतला,tranche
680,Fett::N,वसा,graisse
681,Fett::N,चरबी,graisse
682,Butter::N,मक्खन,beurre
683,Öl::N,तेल,huile
684,Salz::N,नमक,sel
685,Suppe::N,सूप,soupe
686,Suppe::N,सूप,potage
687,Suppe::N,शोरबा,soupe
688,Suppe::N,शोरबा,potage
689,Honig::N,शहद,miel
690,Milch::N,दूध,lait
691,Tee::N,चाय,thé
692,Leder::N,चमड़ा,cuir
693,Wolle::N,ऊन,laine
694,Stoff::N,कपड़ा,tissu
695,Stoff::N,कपड़ा,étoffe
696,Nadel::N,सूई,aiguille
697,Faden::N,डोरा,fil
698,Knopf::N,बटन,bouton
699,Knopf::N,घुंडी,bouton
700,Knoten::N,गाँठ,nœud
701,Knoten::N,गुत्थी,nœud
702,Farbe::N,रंग,peinture
703,Farbe::N,वर्ण,peinture
704,Kleidung::N,पहनावा,vêtements
705,Kleidung::N,पहनावा,habillement
706,Hemd::N,कुरता,chemise
707,Hemd::N,क़मीज़,chemise
708,Kragen::N,गरदनी,col
709,Kragen::N,गरेबान,col
710,Ärmel::N,आस्तीन,manche
711,Hose::N,पैंट,pantalon
712,Hose::N,पतलून,pantalon
713,Gürtel::N,पेटी,ceinture
714,Gürtel::N,मेखला,ceinture
715,Mütze::N,टोपी,bonnet
716,Mütze::N,टोपी,casquette
717,Schuh::N,जूता,soulier
718,Schuh::N,जूता,chaussure
719,Stiefel::N,बूट,botte
720,Ring::N,अँगूठी,bague
721,Band::N,पट्टी,ruban
722,Kamm::N,कंघी,peigne
723,Spiegel::N,आईना,glace
724,Spiegel::N,आईना,miroir
725,Spiegel::N,दर्पण,glace
726,Spiegel::N,दर्पण,miroir
727,Riemen::N,तसमा,lanière
728,Riemen::N,तसमा,courroie
729,Riemen::N,पट्टा,lanière
730,Riemen::N,पट्टा,courroie
731,Schnur::N,डोरी,corde
732,Schnur::N,डोरी,ficelle
733,Schnur::N,सुतली,corde
734,Schnur::N,सुतली,ficelle
735,Leine::N,रस्सी,laisse
736,Decke::N,रज़ाई,couverture
737,Kissen::N,तकिया,oreiller
738,Kissen::N,गाद्दा,oreiller
739,Tuch::N,रूमाल,drap
740,Tuch::N,रूमाल,fichu
741,Tuch::N,वस्त्र,drap
742,Tuch::N,वस्त्र,fichu
743,Handtuch::N,अँगोछा,serviette
744,Handtuch::N,अँगोछा,essuie-mains
745,Kraft::N,ज़ोर,force
746,Kraft::N,शक्ति,force
747,Stärke::N,बल,vigueur
748,Stärke::N,ताक़त,vigueur
749,Gesundheit::N,स्वास्थ्य,santé
750,Gesundheit::N,तंदुरुस्ती,santé
751,Krankheit::N,रोग,maladie
752,Krankheit::N,बीमारी,maladie
753,Schmerz::N,दर्द,douleur
754,Schmerz::N,पीड़ा,douleur
755,Wunde::N,घाव,plaie
756,Wunde::N,घाव,blessure
757,Wunde::N,ज़ख़्म,plaie
758,Wunde::N,ज़ख़्म,blessure
759,Fieber::N,ज्वर,fièvre
760,Fieber::N,बुख़ार,fièvre
761,Arznei::N,दवा,remède
762,Arznei::N,दवा,médecine
763,Arznei::N,औषाधि,remède
764,Arznei::N,औषाधि,médecine
765,Brücke::N,पुल,pont
766,Brücke::N,सेतु,pont
767,Brunnen::N,कुआँ,puits
768,Weide::N,चरागाह,pâturage
769,Pfad::N,पथ,sentier
770,Pfad::N,पगडंडी,sentier
771,Weg::N,मार्ग,voie
772,Weg::N,मार्ग,chemin
773,Straße::N,राह,route
774,Straße::N,रास्ता,route
775,Dorf::N,गाँव,village
776,Dorf::N,ग्राम,village
777,Stadt::N,शहर,cité
778,Stadt::N,शहर,ville
779,Brief::N,ख़त,lettre
780,Brief::N,पत्र,lettre
781,Brief::N,चिट्ठी,lettre
