,Concept_ID,tt,it
206,Mücke::N,черки,zanzara
207,Mücke::N,озынборын,zanzara
208,Fliege::N,чебен,mosca
209,Schmetterling::N,күбәләк,farfalla
210,Beere::N,җиләк,bacca
211,Apfel::N,алма,mela
212,Pilz::N,гөмбә,fungo
213,Zwiebel::N,суган,cipolla
214,Zwiebel::N,суганбаш,cipolla
215,Saat::N,орлык,semente
216,Korn::N,иген,grano
217,Korn::N,орлык,grano
218,Heu::N,печән,fieno
219,Schale::N,кабык,buccia
220,Grube::N,баз,cava
221,Grube::N,баз,fossa
222,Grube::N,чокыр,cava
223,Grube::N,чокыр,fossa
224,Falle::N,тозак,tràppola
225,Falle::N,капкын,tràppola
226,Schlinge::N,элмәк,laccio
227,Spur::N,эз,traccia
228,Asche::N,көл,cenere
229,Dreck::N,пычрак,fango
230,Eisen::N,тимер,ferro
231,Gold::N,алтын,oro
232,Silber::N,көмеш,argento
233,Kohle::N,күмер,carbone
234,Glas::N,пыяла,vetro
235,Lehm::N,балчык,argilla
236,Sand::N,ком,arena
237,Sand::N,ком,sabbia
238,Mensch::N,адәм,uomo
239,Mensch::N,адәм,èssere umano
240,Mensch::N,инсан,uomo
241,Mensch::N,инсан,èssere umano
242,Mann::N,ир,uomo
243,Frau::N,хатын,donna
244,Kind::N,бала,bambino
245,Junge::N,малай,ragazzo
246,Mädchen::N,кыз,ragazza
247,Familie::N,гаилә,famiglia
248,Großvater::N,бабай,nonno
249,Großmutter::N,әби,nonna
250,Eltern::N,ата-ана,genitori
251,Vater::N,ата,padre
252,Mutter::N,ана,madre
253,Sohn::N,ул,figlio
254,Tochter::N,кыз,figlia
255,Bruder::N,кардәш,fratello
256,Schwester::N,апа,sorella
257,Schwester::N,сеңел,sorella
258,Onkel::N,дәдә,zio
259,Onkel::N,дәдәй,zio
260,Tante::N,түти,zia
261,Tante::N,тәтәй,zia
262,Ehemann::N,ир,marito
263,Ehefrau::N,хатын,moglie
264,Freude::N,сөенеч,gioia
265,Freude::N,сөенеч,piacere
266,Gelächter::N,көлү,risata
267,Gelächter::N,көлеш,risata
268,Glück::N,бәхет,felicità
269,Kummer::N,хәсрәт,afflizione
270,Wunsch::N,теләк,desiderio
271,Lust::N,теләк,voglia
272,Lust::N,теләү,voglia
273,Geist::N,рух,mente
274,Geist::N,рух,spìrito
275,Gedanke::N,уй,idea
276,Gedanke::N,уй,pensiero
277,Gedanke::N,фикер,idea
278,Gedanke::N,фикер,pensiero
279,Gedächtnis::N,хәтер,memoria
280,Verstand::N,акыл,intelletto
281,Sinn::N,мәгънә,senso
282,Sinn::N,мәгънә,significato
283,Grund::N,сәбәп,causa
284,Grund::N,сәбәп,motivo
285,Grund::N,сәбәп,ragione
286,Wahrheit::N,хак,verità
287,Gespräch::N,әңгәмә,discorso
288,Gespräch::N,әңгәмә,conversazione
289,Märchen::N,әкият,fiaba
290,Märchen::N,әкият,fàvola
291,Erzählung::N,хикәя,racconto
292,Erzählung::N,хикәя,narrazione
293,Nachricht::N,хәбәр,messaggio
294,Neuigkeit::N,яңалык,notizia
295,Name::N,исем,nome
296,Rätsel::N,табышмак,indovinello
297,Rede::N,нотык,discorso
298,Sprache::N,тел,lingua
299,Sprache::N,тел,linguaggio
300,Stimme::N,тавыш,voce
301,Wort::N,сүз,parola
302,Zeichen::N,ишарә,segno
303,Zeichen::N,ишарә,segnale
304,Ruf::N,дәшү,chiamata
305,Lärm::N,шау,chiasso
306,Lärm::N,шау,strèpito
307,Laut::N,аваз,suono
308,Ton::N,шалтырату,tono
309,Lied::N,җыр,canto
310,Lied::N,җыр,canzone
311,Ruhe::N,тынлык,calma
312,Ruhe::N,тынлык,tranquillità
313,Leute::N,халык,gente
314,Volk::N,халык,pòpolo
315,Arbeit::N,эш,lavoro
316,Arbeit::N,хезмәт,lavoro
317,Gast::N,кунак,òspite
318,Gast::N,кунак,invitato
319,Geschenk::N,бүләк,regalo
320,Spiel::N,уен,gioco
321,Gesellschaft::N,җәмгыять,compagnìa
322,Hilfe::N,ярдәм,aiuto
323,Hilfe::N,ярдәм,soccorso
324,Hilfe::N,булышлык,aiuto
325,Hilfe::N,булышлык,soccorso
326,Freund::N,дус,amico
327,Kamerad::N,иптәш,camerata
328,Angelegenheit::N,эш,affare
329,Angelegenheit::N,эш,faccenda
330,Anzahl::N,микъдар,nùmero
331,Anzahl::N,микъдар,quantità
332,Art::N,төр,tipo
333,Art::N,төр,specie
334,Stück::N,кисәк,pezzo
335,Teil::N,өлеш,parte
336,Hälfte::N,ярым,metà
337,Kreis::N,түгәрәк,cìrcolo
338,Kreuz::N,хач,croce
339,Kreuz::N,тәре,croce
340,Linie::N,сызык,lìnea
341,Strich::N,сызык,tratto
342,Abstand::N,ара,distanza
343,Entfernung::N,ераклык,distanza
344,Entfernung::N,ераклык,lontananza
345,Gegend::N,урын,regione
346,Platz::N,бушлык,posto
347,Platz::N,бушлык,spazio
348,Ort::N,урын,luogo
349,Ort::N,урын,località
350,Seite::N,як,lato
351,Seite::N,як,parte
352,Mitte::N,урта,mezzo
353,Mitte::N,урта,centro
354,Gegenstand::N,нәрсә,oggetto
355,Sache::N,нәрсә,cosa
356,Rand::N,чит,orlo
357,Rand::N,чит,bordo
358,Kante::N,кырый,spìgolo
359,Ecke::N,почмак,canto
360,Spitze::N,оч,punta
361,Ende::N,азак,capo
362,Ende::N,азак,estremità
363,Loch::N,тишек,buco
364,Winkel::N,почмак,àngolo
365,Muster::N,парча,disegno
366,Größe::N,зурлык,taglia
367,Größe::N,зурлык,grandezza
368,Länge::N,озынлык,lunghezza
369,Höhe::N,биеклек,altezza
370,Gewicht::N,авырлык,peso
371,Menge::N,микъдар,quantità
372,Haufen::N,өем,cùmulo
373,Haufen::N,өем,mucchio
374,Reihe::N,рәт,fila
375,Boot::N,каек,barca
376,Boot::N,каек,battello
377,Boot::N,көймә,barca
378,Boot::N,көймә,battello
379,Ruder::N,ишкәк,remo
380,Schlitten::N,чана,slitta
381,Ski::N,чаңгы,sci
382,Lagerfeuer::N,костёр,falò
383,Lagerfeuer::N,костёр,fuoco di bivacco
384,Last::N,йөк,càrico
385,Gang::N,йөреш,andata
386,Schritt::N,адым,passo
387,Norden::N,төньяк,nord
388,Norden::N,төньяк,settentrione
389,Süden::N,көньяк,sud
390,Süden::N,көньяк,meridione
391,Westen::N,көнбатыш,òvest
392,Westen::N,көнбатыш,occidente
393,Osten::N,шәрык,est
394,Osten::N,шәрык,oriente
395,Osten::N,көнчыгыш,est
396,Osten::N,көнчыгыш,oriente
397,Holz::N,агач,legno
398,Brett::N,такта,asse
399,Brett::N,такта,tàvola
400,Platte::N,плитә,lastra
401,Platte::N,плитә,piastra
402,Stütze::N,таяу,supporto
403,Stange::N,колга,sbarra
404,Stange::N,колга,pèrtica
405,Stock::N,таяк,verga
406,Stock::N,таяк,bastone
407,Stock::N,таяк,bacchetta
408,Stab::N,таяк,asta
409,Rohr::N,торба,tubo
410,Haus::N,өй,casa
411,Haus::N,йорт,casa
412,Heim::N,гаилә,casa
413,Heim::N,нәсел,casa
414,Ofen::N,мич,stufa
415,Fußboden::N,идән,pavimento
416,Tisch::N,өстәл,tàvolo
417,Stuhl::N,утыргыч,sedia
418,Wiege::N,бишек,culla
419,Bett::N,ятак,letto
420,Bett::N,урын-җир,letto
421,Regal::N,киштә,scaffale
422,Regal::N,шүрлек,scaffale
423,Kiste::N,әрҗә,cassa
424,Fenster::N,тәрәзә,finestra
425,Tür::N,ишек,porta
426,Tor::N,капка,portone
427,Zaun::N,койма,recinto
428,Dach::N,түбә,tetto
429,Leiter::N,баскыч,scala
430,Leiter::N,баскыч,scala a pioli
431,Besen::N,себерке,scopa
432,Spaten::N,көрәк,vanga
433,Schaufel::N,көрәк,pala
434,Gabel::N,чәннечке,forchetta
435,Löffel::N,кашык,cucchiaio
436,Messer::N,пычак,coltello
437,Nagel::N,кадак,chiodo
438,Netz::N,челтәр,rete
439,Haken::N,ыргак,uncino
440,Griff::N,тотка,mànico
441,Griff::N,тотка,maniglia
442,Schloss::N,йозак,serratura
443,Bild::N,рәсем,quadro
444,Bild::N,рәсем,immàgine
445,Bild::N,картина,quadro
446,Bild::N,картина,immàgine
447,Figur::N,сын,figura
448,Figur::N,фигура,figura
449,Puppe::N,курчак,bàmbola
450,Beutel::N,луза,borsa
451,Beutel::N,луза,sacchetto
452,Bündel::N,бәйләм,fascio
453,Bündel::N,бәйләм,fagotto
454,Tasche::N,букча,borsa
455,Eimer::N,чиләк,secchio
456,Deckel::N,капкач,coperchio
457,Geschirr::N,савыт-саба,stoviglie
458,Geschirr::N,кашык-аяк,stoviglie
459,Sack::N,капчык,sacco
460,Tasse::N,чынаяк,tazza
461,Topf::N,чүлмәк,pèntola
462,Kessel::N,казан,paiolo
463,Kessel::N,казан,calderone
464,Essen::N,ашау,pasto
465,Essen::N,ашау,mangiare
466,Nahrung::N,азык,cibo
467,Nahrung::N,азык,alimento
468,Nahrung::N,тәгам,cibo
469,Nahrung::N,тәгам,alimento
470,Nahrung::N,ашамлык,cibo
471,Nahrung::N,ашамлык,alimento
472,Speise::N,ризык,piatto
473,Fleisch::N,ит,carne
474,Getreide::N,ашлык,cereali
475,Brei::N,ботка,purè
476,Brei::N,ботка,pappa
477,Brot::N,ипи,pane
478,Brot::N,икмәк,pane
479,Scheibe::N,телем,fetta
480,Scheibe::N,телем,trancia
481,Fett::N,май,grasso
482,Butter::N,май,burro
483,Öl::N,май,olio
484,Salz::N,тоз,sale
485,Suppe::N,шулпа,zuppa
486,Suppe::N,шулпа,minestra
487,Honig::N,бал,miele
488,Milch::N,сөт,latte
489,Tee::N,чәй,tè
490,Leder::N,күн,pelle
491,Wolle::N,йон,lana
492,Stoff::N,тукыма,panno
493,Stoff::N,тукыма,tessuto
494,Nadel::N,энә,ago
495,Faden::N,җеп,filo
496,Knopf::N,төймә,bottone
497,Knoten::N,төен,nodo
498,Farbe::N,буяу,pittura
499,Kleidung::N,кием,vestiti
500,Kleidung::N,кием,vestiario
501,Hemd::N,күлмәк,camicia
502,Kragen::N,яка,bàvero
503,Kragen::N,яка,colletto
504,Ärmel::N,җиң,mànica
505,Hose::N,чалбар,calzoni
506,Gürtel::N,билбау,cintura
507,Mütze::N,бүрек,berretto
508,Schuh::N,башмак,scarpa
509,Stiefel::N,итек,stivale
510,Ring::N,балдак,anello
511,Band::N,тасма,nastro
512,Band::N,тасма,fettuccia
513,Kamm::N,тарак,pèttine
514,Spiegel::N,көзге,specchio
515,Riemen::N,каеш,cinghia
516,Schnur::N,бау,corda
517,Leine::N,тезген,guinzaglio
518,Decke::N,юрган,coperta
519,Kissen::N,мендәр,cuscino
520,Kissen::N,мендәр,guanciale
521,Tuch::N,яулык,fazzoletto
522,Handtuch::N,сөлгә,asciugamano
523,Kraft::N,егәр,forza
524,Kraft::N,дәрман,forza
525,Stärke::N,көч,forza
526,Stärke::N,көч,vigore
527,Stärke::N,көч,fortezza
528,Stärke::N,дәрман,forza
529,Stärke::N,дәрман,vigore
530,Stärke::N,дәрман,fortezza
531,Gesundheit::N,саулык,salute
532,Krankheit::N,чир,malattìa
533,Krankheit::N,хаста,malattìa
534,Krankheit::N,сырхау,malattìa
535,Schmerz::N,авырту,dolore
536,Wunde::N,яра,piaga
537,Wunde::N,яра,ferita
538,Wunde::N,җәрәхәт,piaga
539,Wunde::N,җәрәхәт,ferita
540,Fieber::N,бизгәк,febbre
541,Arznei::N,дару,fàrmaco
542,Arznei::N,дару,medicina
543,Brücke::N,күпер,ponte
544,Brunnen::N,кое,pozzo
545,Weide::N,утлавык,pàscolo
546,Pfad::N,сукмак,sentiero
547,Weg::N,юл,via
548,Weg::N,юл,cammino
549,Straße::N,урам,strada
550,Dorf::N,авыл,paese
551,Dorf::N,авыл,villaggio
552,Stadt::N,шәһәр,città
553,Brief::N,хат,lèttera
554,Buch::N,китап,libro
555,Buchstabe::N,хәреф,lèttera
556,Zeitung::N,газет,giornale
557,Zeitung::N,газета,giornale
558,Leben::N,гомер,vita
559,Leben::N,тормыш,vita
560,Leben::N,тереклек,vita
561,Tod::N,үлем,morte
562,Grab::N,гүр,tomba
563,Grab::N,гүр,sepolcro
564,Grab::N,кабер,tomba
565,Grab::N,кабер,sepolcro
566,Kirche::N,чиркәү,chiesa
567,Sünde::N,язык,peccato
568,Sünde::N,гөнаһ,peccato
569,Gott::N,алла,dio
570,Gott::N,ходай,dio
571,Arbeiter::N,эшче,operaio
572,Arbeiter::N,эшче,lavoratore
573,Chef::N,башлык,capo
574,Chef::N,башлык,padrone
575,Meister::N,оста,mastro
576,Meister::N,оста,maestro
577,Arzt::N,врач,mèdico
578,Arzt::N,врач,dottore
579,Arzt::N,табиб,mèdico
580,Arzt::N,табиб,dottore
581,Lehrer::N,укытучы,professore
582,Lehrer::N,мөгаллим,professore
583,Geld::N,акча,soldi
584,Geld::N,акча,denaro
585,Geschäft::N,эш,affare
586,Geschäft::N,эш,negozio
587,Laden::N,кибет,negozio
588,Laden::N,магазин,negozio
589,Preis::N,бәя,prezzo
590,Preis::N,бәһа,prezzo
591,Ware::N,товар,merce
592,Nutzen::N,файда,ùtile
593,Nutzen::N,файда,profitto
594,Reichtum::N,байлык,ricchezza
595,Welt::N,дөнья,mondo
596,Land::N,ил,paese
597,Staat::N,дәүләт,Stato
598,König::N,патша,re
599,Macht::N,хакимият,potere
600,Grenze::N,чик,confine
601,Grenze::N,чик,frontiera
602,Krieg::N,сугыш,guerra
603,Feind::N,дошман,nemico
604,Gewalt::N,көчләү,violenza
605,Kampf::N,көрәш,lotta
606,Bogen[Waffe]::N,җәя,arco
607,Pfeil::N,ук,freccia
608,Gewehr::N,мылтык,fucile
609,Fehler::N,хата,errore
610,Fehler::N,хата,sbaglio
611,Lüge::N,ялган,bugìa
612,Lüge::N,ялган,menzogna
613,Schaden::N,зыян,danno
614,Schaden::N,зарар,danno
615,Unglück::N,бәла,sfortuna
616,Schuld::N,гаеп,colpa
617,Alter::N,яшь,età
618,Schluss::N,ахыр,fine
619,Zeit::N,заман,tempo
620,Tag::N,көн,giorno
621,Tag::N,көн,giornata
622,Morgen::N,иртә,mattina
623,Mittag::N,өйлә,mezzogiorno
624,Abend::N,кич,sera
625,Abend::N,кич,serata
626,Nacht::N,төн,notte
627,Woche::N,атна,settimana
628,Monat::N,ай,mese
629,Jahr::N,ел,anno
630,Frühling::N,яз,primavera
631,Sommer::N,җәй,estate
632,Herbst::N,көз,autunno
633,Winter::N,кыш,inverno
634,Januar::N,гыйнвар,gennaio
635,Februar::N,февраль,febbraio
636,März::N,март,marzo
637,April::N,апрель,aprile
638,Mai::N,май,maggio
639,Juni::N,июнь,giugno
640,Juli::N,июль,luglio
641,August::N,август,agosto
642,September::N,сентябрь,settembre
643,Oktober::N,октябрь,ottobre
644,November::N,ноябрь,novembre
645,Dezember::N,декабрь,dicembre
646,Montag::N,дүшәмбе,lunedì
647,Dienstag::N,сишәмбе,martedì
648,Mittwoch::N,чәршәмбе,mercoledì
649,Donnerstag::N,атнакич,giovedì
650,Donnerstag::N,пәнҗешәмбе,giovedì
651,Freitag::N,җомга,venerdì
652,Samstag::N,шимбә,sàbato
653,Sonntag::N,якшәмбе,domenica
654,groß::A,зур,grande
655,klein::A,кечкенә,pìccolo
656,lang::A,озын,lungo
657,kurz::A,кыска,corto
658,breit::A,киң,largo
659,schmal::A,кысык,stretto
660,dicht::A,куе,denso
661,dick[Gegenstand]::A,калын,spesso
662,dünn::A,нечкә,sottile
663,fein::A,нәзакәтле,fine
664,fein::A,нәзакәтле,delicato
665,fest::A,нык,sodo
666,fest::A,нык,fisso
667,flach::A,яссы,piano
668,flach::A,яссы,piatto
669,flach::A,ялпак,piano
670,flach::A,ялпак,piatto
671,glatt::A,шома,liscio
672,hart::A,каты,duro
673,weich::A,йомшак,molle
674,rund::A,түгәрәк,rotondo
675,spitz::A,очлы,aguzzo
676,spitz::A,очлы,appuntito
677,scharf::A,үткен,affilato
678,scharf::A,үткен,tagliente
679,stumpf::A,үтмәс,smussato
680,schwer::A,салмак,pesante
681,schön::A,гүзәл,bello
682,heiß::A,эссе,caldo
683,heiß::A,эссе,bollente
684,warm::A,җылы,caldo
685,kalt::A,суык,freddo
686,kalt::A,салкын,freddo
687,kühl::A,салкынча,fresco
688,frisch::A,салкынча,fresco
689,feucht::A,юеш,ùmido
690,nass::A,дымлы,bagnato
691,trocken::A,коры,secco
692,voll::A,тулы,pieno
693,leer::A,буш,vuoto
694,offen::A,ачык,aperto
695,geschlossen::A,йомык,chiuso
696,sauber::A,пакь,netto
697,sauber::A,пакь,pulito
698,sauber::A,чиста,netto
699,sauber::A,чиста,pulito
700,schmutzig::A,керле,sporco
701,schmutzig::A,керле,sùdicio
702,schmutzig::A,пычрак,sporco
703,schmutzig::A,пычрак,sùdicio
704,roh::A,чи,crudo
705,reif::A,өлгергән,maturo
706,lecker::A,тәмле,ghiotto
707,lecker::A,тәмле,squisito
708,süß::A,татлы,dolce
709,bitter::A,ачы,amaro
710,sauer::A,әче,aspro
711,sauer::A,әче,acerbo
712,hell::A,якты,chiaro
713,dunkel::A,кара,buio
714,dunkel::A,кара,oscuro
715,schwarz::A,кара,nero
716,weiß::A,ак,bianco
717,rot::A,кызыл,rosso
718,gelb::A,сары,giallo
719,blau::A,күк,blu
720,blau::A,күк,azzurro
721,grün::A,яшел,verde
722,grau::A,соры,grigio
723,bunt::A,чуар,variopinto
724,billig::A,арзан,a buon prezzo
725,billig::A,арзан,a buon mercato
726,teuer::A,хаклы,caro
727,wertvoll::A,кыйммәтле,prezioso
728,blind::A,сукыр,cieco
729,blind::A,күзсез,cieco
730,taub::A,чукрак,sordo
731,taub::A,саңгырау,sordo
732,kräftig::A,егәрле,forte
733,kräftig::A,егәрле,robusto
734,stark::A,нык,forte
735,stark::A,нык,vigoroso
736,stark::A,базык,forte
737,stark::A,базык,vigoroso
738,schwach::A,зәгыйфь,dèbole
739,fett::A,симез,grasso
740,schlank::A,нәзек,snello
741,schlank::A,нәзек,slanciato
742,hübsch::A,чибәр,bello
743,hübsch::A,чибәр,carino
744,böse::A,усал,cattivo
745,dumm::A,акылсыз,stùpido
746,faul::A,ялкау,pigro
747,faul::A,иренчәк,pigro
748,fleißig::A,тырыш,diligente
749,fleißig::A,тырышучан,diligente
750,geizig::A,саран,avaro
751,klug::A,акыллы,intelligente
752,geschickt::A,маһир,àbile
753,lieb::A,сөекле,caro
754,lustig::A,күңелле,gaio
755,lustig::A,күңелле,allegro
756,sanft::A,басынкы,dolce
757,hungrig::A,ач,affamato
758,krank::A,чирле,malato
759,krank::A,чирле,infermo
760,krank::A,сырхау,malato
761,krank::A,сырхау,infermo
762,nackt::A,шәрә,nudo
763,traurig::A,ямансу,triste
764,lebendig::A,тере,vivo
765,gut::A,яхшы,buono
766,schlecht::A,начар,cattivo
767,richtig::A,дөрес,giusto
768,schlimm::A,әшәкә,grave
769,wahr::A,чып-чын,vero
770,alt::A,иске,vecchio
771,neu::A,яңа,nuovo
772,ehemalig::A,элекке,vecchio
773,ehemalig::A,элекке,d'una_volta
774,alt[Lebewesen]::A,карт,anziano
775,jung::A,яшь,giovane
776,arm::A,фәкыйрь,pòvero
777,reich::A,бай,ricco
778,bekannt::A,таныш,noto
779,bekannt::A,таныш,conosciuto
780,berühmt::A,атаклы,famoso
781,berühmt::A,атаклы,cèlebre
782,fremd::A,ят,estràneo
783,fremd::A,ят,straniero
784,verschieden::A,төрле,diverso
785,verschieden::A,төрле,differente
786,nah::A,якын,vicino
787,nah::A,якын,propinquo
788,fern::A,ерак,lontano
789,linker::A,сул,sinistro
790,rechter::A,уң,destro
791,anderer::A,бүтән,altro
792,erster::A,беренче,primo
793,zweiter::A,икенче,secondo
794,dritter::A,өченче,terzo
795,letzter::A,ахыргы,ùltimo
796,allein::ADV,ялгыз,solo
797,allein::ADV,ялгыз,da solo
798,auf einmal::ADV,бердән,insieme
799,zusammen::ADV,бергә,insieme
800,lange::ADV,озак,a lungo
801,plötzlich::ADV,искәрмәстән,all'improvviso
802,sofort::ADV,хәзер,sùbito
803,sofort::ADV,хәзер,all'istante
804,später::ADV,соңрак,più tardi
805,jetzt::ADV,хәзер,ora
806,jetzt::ADV,хәзер,adesso
807,heute::ADV,бүген,oggi
808,morgen::ADV,иртәгә,domani
809,bald::ADV,тиздән,presto
810,bald::ADV,тиздән,tra poco
811,dann::ADV,аннары,allora
812,gestern::ADV,кичә,ieri
813,einst::ADV,берчак,prima
814,einst::ADV,берчак,un tempo
815,damals::ADV,ул вакытта,allora
816,damals::ADV,ул чакта,allora
817,danach::ADV,да,poi
818,danach::ADV,да,dopo
819,vorher::ADV,элек,prima
820,zuerst::ADV,башта,prima
821,zuerst::ADV,башта,dapprima
822,einmal::ADV,бер,una volta
