,Concept_ID,hu,kl
768,faul::A,lusta,eqiasuppoq
769,faul::A,lusta,eqiattortuvoq
770,fleißig::A,szorgalmas,eqiasuippoq
771,geizig::A,fukar,iasilaarpoq
772,geizig::A,fukar,tukkuippoq
773,geizig::A,fösvény,iasilaarpoq
774,geizig::A,fösvény,tukkuippoq
775,klug::A,okos,mallak
776,klug::A,okos,ittanneq
777,klug::A,okos,kutaappoq
778,klug::A,okos,kuttaappoq
779,klug::A,okos,qarasagippoq
780,klug::A,eszes,mallak
781,klug::A,eszes,ittanneq
782,klug::A,eszes,kutaappoq
783,klug::A,eszes,kuttaappoq
784,klug::A,eszes,qarasagippoq
785,geschickt::A,ügyes,
786,lieb::A,drága,akisooq
787,lieb::A,kedves,akisooq
788,lustig::A,víg,piikulavoq
789,lustig::A,vidám,piikulavoq
790,sanft::A,enyhe,isumagippoq
791,hungrig::A,éhes,kaappoq
792,hungrig::A,éhes,perlilerpoq
793,krank::A,beteg,napparsimavoq
794,nackt::A,csupasz,
795,nackt::A,meztelen,
796,traurig::A,bús,aliasuppoq
797,traurig::A,szomorú,aliasuppoq
798,lebendig::A,élő,uumavoq
799,gut::A,jó,ajunngilaq
800,schlecht::A,rossz,sualuppoq
801,richtig::A,helyes,iluarpoq
802,schlimm::A,rossz,amiilaarnarpoq
803,wahr::A,igaz,ilumoorpoq
804,alt::A,ó,pisoqaq
805,alt::A,régi,pisoqaq
806,neu::A,új,nutaavoq
807,ehemalig::A,volt,
808,ehemalig::A,egykori,
809,alt[Lebewesen]::A,öreg,utoqqaq
810,jung::A,fiatal,inuusuppoq
811,jung::A,fiatal,kingulliarsuk
812,arm::A,szegény,piillasoq
813,arm::A,szegény,piitsuuvoq
814,reich::A,gazdag,pisuuvoq
815,bekannt::A,ismert,
816,bekannt::A,ismeretes,
817,berühmt::A,híres,tusaamasaq
818,fremd::A,idegen,ajasoornarpoq
819,verschieden::A,különböző,allatut
820,verschieden::A,különböző,tamalaat
821,nah::A,közeli,qanippoq
822,fern::A,távoli,ungasippoq
823,linker::A,bal,saamerleq
824,rechter::A,jobb,innarluissut
825,anderer::A,más,
826,anderer::A,másik,
827,erster::A,első,siulleq
828,zweiter::A,második,qataatsup tullia
829,dritter::A,harmadik,pingajorarterut
830,letzter::A,utolsó,kingulleq
831,allein::ADV,egyedül,kisimiippoq
832,auf einmal::ADV,egyszerre,tassanngaannaq
833,zusammen::ADV,együtt,attaasa
834,zusammen::ADV,együtt,attarmik
835,zusammen::ADV,összesen,attaasa
836,zusammen::ADV,összesen,attarmik
837,lange::ADV,sokáig,akuni
838,lange::ADV,hosszan,akuni
839,plötzlich::ADV,hirtelen,tassanngaannaq
840,plötzlich::ADV,egyszerre,tassanngaannaq
841,sofort::ADV,rögtön,erniinnaq
842,sofort::ADV,tüstént,erniinnaq
843,später::ADV,későn,kingorna
844,jetzt::ADV,most,maanna
845,jetzt::ADV,most,massakkut
846,heute::ADV,ma,ullumi
847,morgen::ADV,holnap,aqagu
848,bald::ADV,majd,erniinnaq
849,bald::ADV,nemsokára,erniinnaq
850,dann::ADV,akkor,taava
851,gestern::ADV,tegnap,ippassaq
852,einst::ADV,hajdan,ataatsimik
853,einst::ADV,hajdan,ilaanni
854,damals::ADV,akkor,taamani
855,damals::ADV,akkor,taamanikkut
856,damals::ADV,akkor,taassumuunakkut
857,damals::ADV,akkoriban,taamani
858,damals::ADV,akkoriban,taamanikkut
859,damals::ADV,akkoriban,taassumuunakkut
860,danach::ADV,azután,taava
861,vorher::ADV,előbb,siornagut
862,zuerst::ADV,először,
863,einmal::ADV,egyszer,ilaanni
864,einmal::ADV,egyszer,ataatsimik
865,manchmal::ADV,néha,qaqutigu
866,manchmal::ADV,néha,qaqutigut
867,manchmal::ADV,olykor,qaqutigu
868,manchmal::ADV,olykor,qaqutigut
869,oft::ADV,sokszor,akulikitsumik
870,immer::ADV,mindig,tamatigut
871,niemals::ADV,sohasem,
872,hier::ADV,itt,maani
873,hierhin::ADV,erre,maani
874,von hier::ADV,innen,
875,dort::ADV,ott,
876,dorthin::ADV,oda,ikuuna
877,geradeaus::ADV,egyenesen,narlumut
878,vorwärts::ADV,előre,pilangavoc
879,rückwärts::ADV,hátrafelé,kingumut
880,rückwärts::ADV,hátrafelé,tunumut or tunummut
881,zurück::ADV,hátra,kingumut
882,zurück::ADV,hátra,tunumut or tunummut
883,zurück::ADV,vissza,kingumut
884,zurück::ADV,vissza,tunumut or tunummut
885,unten::ADV,alul,kana
886,hinab::ADV,le,qiviu
887,hinab::ADV,lefelé,qiviu
888,oben::ADV,fenn,
889,oben::ADV,felül,
890,hinauf::ADV,fel,
891,hinauf::ADV,felfelé,
892,überall::ADV,mindenütt,tamaginni
893,überall::ADV,mindenütt,tamani tamaani
894,nicht::ADV,nem,
895,ein wenig::ADV,egy kicsit,
896,kaum::ADV,alig,qaqutigorsuaq
897,sehr::ADV,nagyon,assut
898,so::ADV,úgy,
899,noch::ADV,még,qeratavoq
900,nur::ADV,csak,
901,nur::ADV,csupán,
902,schon::ADV,már,taava-una
903,wieder::ADV,ismét,kingumut
904,wieder::ADV,megint,kingumut
905,vergebens::ADV,hiába,angiluk
906,vor::PRP,előtt,
907,hinter::PRP,mögött,
908,unter::PRP,alatt,
909,durch::PRP,át,
910,durch::PRP,keresztül,
911,neben::PRP,mellett,
912,zwischen::PRP,között,
913,wegen::PRP,miatt,
914,wegen::PRP,végett,
915,dies::PRN,ez,manna
916,dies::PRN,ez,matuma
917,das::PRN,az,ua
918,alles::PRN,minden,
919,ich::PRN,én,uanga
920,du::PRN,te,illit
921,er::PRN,ő,una
922,wir::PRN,mi,uagut
923,ihr::PRN,ti,ilissi
924,sie::PRN,ők,uku
925,was::FPRN,mi,aat?
926,wer::FPRN,ki,kikkut
927,wo::FADV,hol,sumi
928,wohin::FADV,hova,sumut
929,wie::FADV,hogy,qanoq
930,wie::FADV,hogyan,qanoq
931,warum::FADV,miért,sooq
932,wieviel::FNUM,hány,qassit
933,wieviel::FNUM,hány,qanoq atsigisumik?
934,wieviel::FNUM,mennyi,qassit
935,wieviel::FNUM,mennyi,qanoq atsigisumik?
936,eins::NUM,egy,ataaseq
937,zwei::NUM,kettő,marluk
938,drei::NUM,három,pingasut
939,vier::NUM,négy,sisamat
940,vier::NUM,négy,qajuusat
941,fünf::NUM,öt,tallimat
942,sechs::NUM,hat,arfineq
943,sechs::NUM,hat,arfinillit
944,sieben::NUM,hét,arfineq-marluk
945,acht::NUM,nyolc,arfineq pingasut
946,neun::NUM,kilenc,qulingiluat
947,neun::NUM,kilenc,arfineq sisamat
948,zehn::NUM,tíz,qulit
949,elf::NUM,tizenegy,aqqaneq
950,zwölf::NUM,tizenkettő,aqqaneq-marluk
951,zwanzig::NUM,húsz,tyve
952,dreißig::NUM,harminc,tredive
953,dreißig::NUM,harminc,pingasunik qulillit
954,vierzig::NUM,negyven,fyrre
955,fünfzig::NUM,ötven,halvtreds
956,fünfzig::NUM,ötven,tallimanik qulillit
957,sechzig::NUM,hatvan,tres
958,siebzig::NUM,hetven,halvfjerds
959,achtzig::NUM,nyolcvan,firs
960,neunzig::NUM,kilencven,halvfems
961,hundert::NUM,száz,et hundrede
962,tausend::NUM,ezer,et tusinde
963,und::CNJ,és,aamma
964,und::CNJ,meg,aamma
965,oder::CNJ,vagy,imalluunnit
966,stehen::V,áll,sikingavoq
967,sitzen::V,ül,ingippoq
968,liegen::V,fekszik,nalavoq
969,liegen::V,fekszik,aqupivoq
970,hängen::V,függ,nivinngarpaa
971,werden::V,lesz,pinngorpoq
972,passieren::V,történik,pivoq
973,beginnen::V,kezdődik,aallarnerpaa
974,enden::V,végződik,naggaserpaa
975,enden::V,befejeződik,naggaserpaa
976,wechseln::V,változik,immikkut ilivoq
977,aufgehen[Sonne]::V,kel,
978,untergehen[Sonne]::V,lemegy,ilioqqaasoq
979,scheinen[Sonne]::V,süt,qinnorpoq
980,scheinen[Sonne]::V,süt,qinngorpoq
981,donnern::V,dörög,kalleq
982,wehen::V,fúj,timmivoq
983,strömen::V,áramlik,
984,fließen::V,folyik,
985,sich drehen::V,forog,ipippaa
986,schwanken::V,inog,aalavoq
987,schwanken::V,ingadozik,aalavoq
988,schwingen::V,leng,issakajaat or issakatsiaarut
989,fallen::V,esik,quasivaa
990,brennen::V,ég,seerpoq
991,brennen::V,ég,uuppaa
992,rauchen::V,füstöl,pujoorpoq
993,regnen::V,esik,siallerpoq
994,gefrieren::V,megfagy,qiulerpoq
995,tauen::V,olvad,aappoq
996,schmelzen::V,olvad,aappoq
997,schmelzen::V,olvad,aatsippaa
998,schmelzen::V,elolvad,aappoq
999,schmelzen::V,elolvad,aatsippaa
1000,trocknen::V,szárad,panerserpaa
1001,sieden::V,forr,qalappoq
1002,faulen::V,rothad,
1003,verfaulen::V,elrothad,
1004,verfaulen::V,megrothad,
1005,reißen::V,szakad,qulli
1006,reißen::V,szakad,alittorpaa
1007,reißen::V,szakad,kimillanneq
1008,versinken::V,süllyed,kivivaa
1009,versinken::V,süllyed,apparpoq
1010,versinken::V,elsüllyed,kivivaa
1011,versinken::V,elsüllyed,apparpoq
1012,vergehen::V,múlik,qaangerpaa
1013,vergehen::V,múlik,sarsuppoq
1014,vergehen::V,elmúlik,qaangerpaa
1015,vergehen::V,elmúlik,sarsuppoq
1016,erscheinen::V,feltűnik,takutippoq
1017,erscheinen::V,megjelenik,takutippoq
1018,verschwinden::V,letűnik,
1019,sinken::V,süllyed,kivivaa
1020,sinken::V,süllyed,apparpoq
1021,abnehmen::V,apad,ikillipput
1022,abnehmen::V,csökken,ikillipput
1023,zunehmen::V,növekszik,allisippaa
1024,zunehmen::V,gyarapszik,allisippaa
1025,steigen::V,emelkedik,allisippaa
1026,wachsen::V,nő,allivoq
1027,wachsen::V,terem,allivoq
1028,wachsen::V,növekszik,allivoq
1029,glänzen::V,ragyog,qinngorpoq
1030,glänzen::V,ragyog,qinnorpoq
1031,glänzen::V,fénylik,qinngorpoq
1032,glänzen::V,fénylik,qinnorpoq
1033,funkeln::V,csillog,uisorilavoq
1034,funkeln::V,tündöklik,uisorilavoq
1035,lärmen::V,lármázik,
1036,läuten::V,cseng,avilualaarpoq
1037,klingeln::V,csenget,aviluarpoq
1038,klingeln::V,csenget,aviluarpaluppoq
1039,klirren::V,csörömpöl,
1040,brausen::V,zúg,ittuk
1041,brausen::V,zúg,ittuppoq
1042,brausen::V,zúg,ittuppaluppoq
1043,brausen::V,morajlik,ittuk
1044,brausen::V,morajlik,ittuppoq
1045,brausen::V,morajlik,ittuppaluppoq
1046,rauschen::V,zúg,
1047,klingen::V,hangzik,
1048,bellen::V,ugat,qiluppoq
1049,heulen::V,bőg,maarpoq
1050,heulen::V,bőg,maalavoq
1051,heulen::V,bőg,miaggoorpoq
1052,heulen::V,üvölt,maarpoq
1053,heulen::V,üvölt,maalavoq
1054,heulen::V,üvölt,miaggoorpoq
1055,blasen::V,fúj,aporneq
1056,pfeifen::V,fütyül,siggartartitsivoq
1057,pfeifen::V,fütyül,siorsulavoq
1058,schreien::V,kiált,suaarpoq
1059,schreien::V,kiabál,suaarpoq
1060,stöhnen::V,nyög,nipiliorpoq
1061,stöhnen::V,nyög,nipilliorpoq
1062,zittern::V,remeg,qarsulivik
1063,zittern::V,reszket,qarsulivik
1064,leben::V,él,inuuvoq
1065,geboren werden::V,születik,inuuvoq
1066,geboren werden::V,születik,inunngorpoq
1067,atmen::V,lélegzik,anersaarpoq
1068,trinken::V,iszik,imerpoq
1069,essen::V,eszik,tamorpoq
1070,schlucken::V,nyel,tuluarnaq
1071,müde werden::V,elfárad,
1072,müde werden::V,kifárad,
1073,einschlafen::V,elalszik,sinippoq
1074,schlafen::V,alszik,sinik
1075,aufwachen::V,felébred,iterpoq
1076,aufwachen::V,felébred,eqqumavoq
1077,aufstehen::V,felkel,makippoq
1078,sich erholen::V,pihen,qasuerserpoq
1079,krank werden::V,megbetegedik,
1080,krank werden::V,belebetegszik,
1081,krank sein::V,betegeskedik,
1082,schmerzen::V,fáj,anneraa
1083,schmerzen::V,fáj,annernarpoq
1084,husten::V,köhög,quersorpoq
1085,genesen::V,meggyógyul,ajunngissivoq
1086,genesen::V,meggyógyul,ilisimmarpoq
1087,genesen::V,meggyógyul,ilorrippoq
1088,sterben::V,hal,toquvoq
1089,umkommen::V,elpusztul,
1090,sich bewegen::V,mozog,ingerlavoq
1091,sich rühren::V,mozdul,
1092,sich erheben::V,feláll,
1093,sich erheben::V,felemelkedik,
1094,sich setzen::V,ül,ingippoq
1095,sich setzen::V,leül,ingippoq
1096,hinfallen::V,bukik,
1097,hinfallen::V,elesik,
1098,laufen::V,jár,arpappoq
1099,schreiten::V,lép,ingerlavoq
1100,spazierengehen::V,sétál,utertakajaarpoq
1101,spazierengehen::V,sétál,utertakattajaarpoq
1102,eilen::V,siet,qaa qaa
1103,eilen::V,siet,qiilasaarpoq
1104,eilen::V,siet,ingerlasaarpaa
1105,sich beeilen::V,siet,tuaviorpoq
1106,sausen::V,robog,uiguut
1107,rennen::V,fut,igivoq
1108,rennen::V,szalad,igivoq
1109,springen::V,ugrik,upernassaq
1110,klettern::V,kúszik,pilaakkeerpoq
1111,schaukeln::V,hintázik,aalavoq
1112,kriechen::V,kúszik,
1113,schwimmen::V,úszik,naluppoq
1114,tauchen::V,merül,allorpoq
1115,rudern::V,evez,ipuppaa
1116,fahren::V,jár,qimusserpoq
1117,fahren::V,megy,qimusserpoq
1118,fahren::V,utazik,qimusserpoq
1119,fliegen::V,száll,timmivoq
1120,gehen::V,megy,
1121,weggehen::V,elmegy,piiarpoq
1122,abfahren::V,indul,
1123,anhalten::V,megáll,unitsippaa
1124,hineingehen::V,bemegy,timaappaa
1125,eintreten::V,belép,allattorpaa
1126,kommen::V,jön,qaa-
1127,kommen::V,jön,pivaa
1128,ankommen::V,érkezik,tikippoq
1129,ankommen::V,megérkezik,tikippoq
1130,zurückkommen::V,visszajön,angerlarpoq
1131,bleiben::V,marad,uninngavoq
1132,bleiben::V,megmarad,uninngavoq
1133,warten::V,vár,paavoq
1134,warten::V,vár,utaqqivoq
1135,warten::V,várakozik,paavoq
1136,warten::V,várakozik,utaqqivoq
1137,erwarten::V,vár,
1138,erwarten::V,megvár,
1139,suchen::V,kutat,nivivaa
1140,finden::V,talál,nanivaa
1141,versuchen::V,megpróbál,uuppaa
1142,versuchen::V,megpróbál,ussersarpaa
1143,versuchen::V,megkísérel,uuppaa
1144,versuchen::V,megkísérel,ussersarpaa
1145,vorbereiten::V,előkészít,piareersarpaa
1146,lieben::V,szeret,asavaa
1147,mögen::V,szeret,akaaraa
1148,lachen::V,nevet,
1149,rühren::V,mozdít,qeerlerpaa
1150,weinen::V,sír,qiavoq
1151,schimpfen::V,szid,qatimaarpoq
1152,schimpfen::V,szitkozódik,qatimaarpoq
1153,sich ärgern::V,mérgelődik,ugguutigaa
1154,sich ärgern::V,bosszankodik,ugguutigaa
1155,sich fürchten::V,fél,eqqanaarpoq
1156,sich fürchten::V,retteg,eqqanaarpoq
1157,fürchten::V,fél,ersigaa
1158,fliehen::V,menekül,qimaavoq
1159,flüchten::V,elmenekül,allikarfigaa
1160,sehen::V,néz,isigaa
1161,anschauen::V,megnéz,
1162,ansehen::V,néz,alaatsinaappaa
1163,ansehen::V,ránéz,alaatsinaappaa
1164,ansehen::V,megnéz,alaatsinaappaa
1165,hören::V,hall,tusarpaa
1166,zuhören::V,hallgat,naalappoq
1167,zuhören::V,meghallgat,naalappoq
1168,probieren::V,kóstol,
1169,probieren::V,megkóstol,
1170,riechen::V,szagol,tipippoq
1171,fühlen::V,érez,misigaa
1172,scheinen::V,tűnik,takutippoq
1173,scheinen::V,látszik,takutippoq
1174,zu sehen sein::V,mutatkozik,
1175,vernehmen::V,hall,
1176,frieren::V,fázik,qiiavoq
1177,tun::V,csinál,iliorpoq
1178,tun::V,cselekszik,iliorpoq
1179,können::V,tud,
1180,wollen::V,akar,piumavaa
1181,anfangen::V,kezd,pilerpoq
1182,beenden::V,befejez,naggaserpaa
1183,aufhören::V,megszűnik,naammatsippaa
1184,gelingen::V,sikerül,
1185,geraten::V,kerül,
1186,geraten::V,jut,
1187,öffnen::V,nyit,ammarpaa
1188,öffnen::V,kinyit,ammarpaa
1189,schließen::V,csuk,matuaa
1190,schließen::V,becsuk,matuaa
1191,stellen::V,állít,ilivaa
1192,stellen::V,állít,iliorarpai
1193,stellen::V,állít,ilioqqarpai
1194,stellen::V,helyez,ilivaa
1195,stellen::V,helyez,iliorarpai
1196,stellen::V,helyez,ilioqqarpai
1197,setzen::V,ültet,iliorarpai
1198,setzen::V,ültet,ilioqqarpai
1199,setzen::V,helyez,iliorarpai
1200,setzen::V,helyez,ilioqqarpai
1201,legen::V,tesz,ilivaa
1202,legen::V,fektet,ilivaa
1203,berühren::V,érint,attorpaa
1204,verbinden::V,beköt,taperserpaa
1205,verbinden::V,összeköt,taperserpaa
1206,bedecken::V,betakar,iikkerpaa
1207,bedecken::V,betakar,iikkersorpaa
1208,bedecken::V,beborít,iikkerpaa
1209,bedecken::V,beborít,iikkersorpaa
1210,aufhängen::V,felakaszt,inivaa
1211,aufhängen::V,felakaszt,iniorarpai
1212,anzünden::V,gyújt,saggaavoq
1213,anzünden::V,meggyújt,saggaavoq
1214,aufheben::V,felemel,allisippaa
1215,zurücklassen::V,hátrahagy,aallarpoq
1216,verlieren::V,veszít,annaavaa
1217,verlieren::V,elveszít,annaavaa
1218,fallen lassen::V,elejt,nakkaavaa
1219,machen::V,tesz,iliorpoq
1220,machen::V,csinál,iliorpoq
1221,herstellen::V,gyárt,anillatsippaa
1222,herstellen::V,előállít,anillatsippaa
1223,bauen::V,épít,marrarterpaa
1224,reparieren::V,javít,iluarsaappaa
1225,reparieren::V,kijavít,iluarsaappaa
1226,reparieren::V,megjavít,iluarsaappaa
1227,verbessern::V,megjavít,naqqippaa
1228,ändern::V,változtat,
1229,ändern::V,megváltoztat,
1230,graben::V,ás,assappaa
1231,beugen::V,meghajt,qappappoq
1232,biegen::V,hajlít,qappappoq
1233,drehen::V,forgat,
1234,wenden::V,fordít,assappaa
1235,wenden::V,fordít,assakarpoq
1236,wenden::V,megfordít,assappaa
1237,wenden::V,megfordít,assakarpoq
1238,umdrehen::V,megfordít,assakartippaa
1239,umdrehen::V,megforgat,assakartippaa
1240,heben::V,emel,kivippaa
1241,hochheben::V,felemel,kissumiarpaa
1242,ergreifen::V,megfog,isaappaa
1243,ergreifen::V,megfog,isaguppaa
1244,halten::V,tart,minarpaa
1245,drücken::V,nyom,naqittaat
1246,drücken::V,megnyom,naqittaat
1247,schieben::V,tol,
1248,kratzen::V,vakar,qitsuppaa
1249,lecken::V,nyal,aluppaa
1250,beißen::V,harap,kiivaa
1251,abreißen::V,letép,aqqarpaa
1252,abreißen::V,letép,isaterpaa
1253,abschneiden::V,levág,kipivaa
1254,binden::V,köt,kakkersarpaa
1255,binden::V,kötöz,kakkersarpaa
1256,stecken::V,dug,kussunneq
1257,brechen::V,tör,nallorpaa
1258,brechen::V,eltör,nallorpaa
1259,klopfen::V,kopogtat,pattappaa
1260,hauen::V,vág,aqivaa
1261,hauen::V,levág,aqivaa
1262,kleben::V,tapaszt,qaappoq
1263,reiben::V,dörzsöl,tagiarpaa
1264,reiben::V,dörzsöl,tangiarpaa
1265,reiben::V,súrol,tagiarpaa
1266,reiben::V,súrol,tangiarpaa
1267,streichen::V,simít,erlerpoq
1268,schleifen::V,fen,sequppaa
1269,schleifen::V,csiszol,sequppaa
1270,schleifen::V,köszörül,sequppaa
1271,schneiden::V,vág,uullivoq
1272,schneiden::V,szel,uullivoq
1273,schneiden::V,metsz,uullivoq
1274,rütteln::V,ráz,
1275,schütteln::V,ráz,aalavoq
1276,schütteln::V,megráz,aalavoq
1277,schwenken::V,lóbál,issarpoq
1278,schwenken::V,lobogtat,issarpoq
1279,schütten::V,önt,
1280,füllen::V,tölt,immerpaa
1281,füllen::V,megtölt,immerpaa
1282,einwickeln::V,becsavar,immoqquserpaa
1283,tragen::V,hord,maqippaa
1284,tragen::V,hord,assartorpoq
1285,schleppen::V,vonszol,assartorpoq
1286,ziehen::V,húz,kalippaa
1287,ziehen::V,húz,kalissarpoq
1288,aufbewahren::V,megőriz,toqqorpaa
1289,werfen::V,dob,kuivaa
1290,werfen::V,hajít,kuivaa
1291,fangen::V,fog,anguaa
1292,packen::V,megragad,
1293,verstecken::V,eldug,anngigaa
1294,verstecken::V,elrejt,anngigaa
1295,teilen::V,oszt,agguut
1296,teilen::V,oszt,agguusersorpaa
1297,teilen::V,megoszt,agguut
1298,teilen::V,megoszt,agguusersorpaa
1299,schicken::V,küld,nassiuppaa
1300,bringen::V,hoz,aggiuppaa
1301,bringen::V,hoz,nassataraa
1302,bringen::V,visz,aggiuppaa
1303,bringen::V,visz,nassataraa
1304,hinzufügen::V,hozzáad,
1305,bekommen::V,kap,tiguaa
1306,bekommen::V,megkap,tiguaa
1307,erhalten::V,kap,tiguaa
1308,erhalten::V,megkap,tiguaa
1309,nehmen::V,vesz,pivoq
1310,nehmen::V,vesz,tiguaa
1311,wählen::V,választ,
1312,auswählen::V,kiválaszt,
1313,bewahren::V,megtart,sukkunik simerserpaa
1314,behindern::V,akadályoz,
1315,behindern::V,gátol,
1316,verderben::V,elront,asiutippaa
1317,verderben::V,elront,piuneerunnerit
1318,beschädigen::V,rongál,
1319,zerbrechen::V,eltör,ukuvoq
1320,zerbrechen::V,széttör,ukuvoq
1321,zerbrechen::V,kettétör,ukuvoq
1322,zerreißen::V,eltép,tisavaa
1323,zerreißen::V,eltép,alittorpaa
1324,zerreißen::V,széttép,tisavaa
1325,zerreißen::V,széttép,alittorpaa
1326,zerstören::V,elpusztít,aserorpaa
1327,verbrennen::V,éget,seerpoq
1328,verbrennen::V,eléget,seerpoq
1329,geben::V,ad,pivoq
1330,reichen::V,nyújt,
1331,schenken::V,ajándékoz,
1332,versprechen::V,ígér,neriorsorpaa
1333,wünschen::V,kíván,kissaat
1334,loben::V,dicsér,nersorpaa
1335,loben::V,dicsér,nersornaat
1336,küssen::V,csókol,kunippaa
1337,küssen::V,csókol,kunissorpaa
1338,wiegen::V,ringat,
1339,zudecken::V,betakar,majorpaa
1340,wecken::V,kelt,itersarpaa
1341,wecken::V,ébreszt,itersarpaa
1342,zeigen::V,mutat,tikkuuppaa
1343,führen::V,visz,tasissiuppaa
1344,führen::V,visz,ilitsersorpaa
1345,führen::V,visz,tasissersuuppaa
1346,führen::V,vezet,tasissiuppaa
1347,führen::V,vezet,ilitsersorpaa
1348,führen::V,vezet,tasissersuuppaa
1349,lehren::V,tanít,ilinniartippaa
1350,unterrichten::V,tanít,ajoqerpaa
1351,unterrichten::V,tanít,ajoqersorpaa
1352,unterrichten::V,tanít,ilinniartitsivoq
1353,aufziehen::V,felnevel,inororsarpaa
1354,leiten::V,vezet,iluatsippaa
1355,leiten::V,vezérel,iluatsippaa
1356,antreiben::V,hajt,ikusimmippaa
1357,lassen::V,-tat,
1358,lassen::V,-at,
1359,einladen::V,meghív,qaaqquaa
1360,einladen::V,meghív,qaasarpaa
1361,vereinigen::V,egyesít,taperserpaa
1362,besuchen::V,látogat,tikeraarpaa
1363,treffen::V,talál,aporappaa
1364,sich versammeln::V,gyülekezik,majorpoq
1365,sich versammeln::V,összegyűlik,majorpoq
1366,spielen::V,játszik,pinnguarpoq
1367,singen::V,énekel,erinarsorpoq
1368,tanzen::V,táncol,qitippoq
1369,sich trennen::V,elválik,immikkoortippaa
1370,verlassen::V,elhagy,
1371,retten::V,ment,annaappaa
1372,bewachen::V,őriz,
1373,schützen::V,óv,eriagaa
1374,schützen::V,óv,pineqartaalivaa
1375,schützen::V,véd,eriagaa
1376,schützen::V,véd,pineqartaalivaa
1377,verteidigen::V,véd,
1378,sich schlagen::V,verekszik,
1379,schießen::V,lő,aallaavaa
1380,schießen::V,lő,piseriuppaa
1381,siegen::V,győz,
1382,ärgern::V,bosszant,ninngassarpaa
1383,ärgern::V,bosszant,ninngassaarpaa
1384,schlagen::V,üt,unatarpaa
1385,schlagen::V,ver,unatarpaa
1386,treten::V,rúg,tukerpoq
1387,stechen::V,döf,iguppaa
1388,stechen::V,döf,qasilippoq
1389,stechen::V,szúr,iguppaa
1390,stechen::V,szúr,qasilippoq
1391,stoßen::V,lök,ikuserpaa
1392,stoßen::V,lök,ikusimmippaa
1393,stehlen::V,lop,tillippaa
1394,stören::V,zavar,akornuserpaa
1395,belästigen::V,zaklat,
1396,verbergen::V,rejt,anngigaa
1397,verbergen::V,elrejt,anngigaa
1398,täuschen::V,megtéveszt,
1399,betrügen::V,csal,peqquserluttuliorfigaa
1400,töten::V,öl,maappaa
1401,töten::V,öl,toquppaa
1402,wohnen::V,lakik,najugaqarpoq
1403,arbeiten::V,dolgozik,sulivoq
1404,sammeln::V,szed,katersorpai
1405,sammeln::V,gyűjt,katersorpai
1406,pflücken::V,szed,
1407,jagen::V,vadászik,piniarpoq
1408,fischen::V,halászik,aalisarpoq
1409,fassen::V,fog,
1410,hüten::V,őriz,
1411,hüten::V,legeltet,
1412,treiben::V,hajt,
1413,anbinden::V,köt,qilerut
1414,anbinden::V,köt,qilersorpaa
1415,anbinden::V,köt,ungerlatserpaa
1416,füttern::V,etet,nerlerpaa
1417,melken::V,fej,
1418,hacken::V,vág,
1419,gießen::V,öntöz,imerterpaa
1420,reifen::V,érik,
1421,zubereiten::V,elkészít,
1422,kochen::V,főz,igavoq
1423,backen::V,süt,
1424,braten::V,süt,siappaa
1425,umrühren::V,megkever,qeerlerpaa
1426,stricken::V,köt,
1427,nähen::V,varr,
1428,färben::V,fest,misuppaa
1429,reinigen::V,tisztít,sanniarpaa
1430,waschen::V,mos,asappaa
1431,abwischen::V,letöröl,saligarpaa
1432,abwischen::V,letöröl,saligartorpaa
1433,spülen::V,mosogat,
1434,fegen::V,söpör,sanngiarpaa
1435,kehren::V,söpör,
1436,baden::V,fürdik,uffarpoq
1437,sich waschen::V,mosdik,uffarpoq
1438,sich waschen::V,mosakszik,uffarpoq
1439,ausziehen::V,levesz,annoraajarpaa
1440,anziehen::V,felölt,ativaa
1441,anziehen::V,felölt,atitippaa
1442,anziehen::V,felvesz,ativaa
1443,anziehen::V,felvesz,atitippaa
1444,sich anziehen::V,öltözik,atisalersorpoq
1445,sich anziehen::V,felöltözik,atisalersorpoq
1446,kämmen::V,fésül,
1447,schmücken::V,díszít,
1448,sagen::V,mond,oqarpoq
1449,sprechen::V,beszél,oqaluttarpoq
1450,reden::V,beszél,oqaluppoq
1451,sich unterhalten::V,beszélget,
1452,fragen::V,kérdez,aperaa
1453,bitten::V,kér,aperaa
1454,bitten::V,kér,qinnuigaa
1455,erzählen::V,mesél,oqaluttuaraa
1456,erzählen::V,elbeszél,oqaluttuaraa
1457,mitteilen::V,közöl,oqalualaarpoq
1458,nennen::V,hív,
1459,nennen::V,nevez,
1460,rufen::V,hív,qaaqquaa
1461,prahlen::V,dicsekszik,oqqartuvoq
1462,prahlen::V,dicsekszik,oqallortuvoq
1463,übersetzen::V,fordít,ikaarpoq
1464,übersetzen::V,fordít,nutserpaa
1465,denken::V,gondol,isumaqarpoq
1466,glauben::V,hisz,upperaa
1467,glauben::V,hisz,isumaqarpoq
1468,bemerken::V,észrevesz,
1469,erkennen::V,ráismer,ilisaraa
1470,erkennen::V,felismer,ilisaraa
1471,begreifen::V,felfog,
1472,verstehen::V,ért,paasivaa
1473,verstehen::V,megért,paasivaa
1474,lernen::V,tanul,ilinniarpoq
1475,lernen::V,megtanul,ilinniarpoq
1476,wissen::V,tud,nalunngilaa
1477,sich erinnern an::V,emlékszik,eqqaavaa
1478,vergessen::V,felejt,puiorpaa
