,Concept_ID,ru,xal
96,Tropfen::N,капля,дусал
97,Schaum::N,пена,көөсн
98,Schmutz::N,грязь,кир
99,See::N,озеро,нур
100,Sumpf::N,топь,унул
101,Moor::N,болото,улм
102,Wiese::N,луг,хадлһн
103,Wald::N,лес,ө-модн
104,Hügel::N,холм,толһа
105,Anhöhe::N,возвышенность,хамр
106,Berg::N,гора,уул
107,Gipfel::N,вершина,ора
108,Höhle::N,пещера,хадин көндә
109,Abhang::N,склон,ташу
110,Quelle::N,источник,булг
111,Bach::N,ручей,һооҗур
112,Fluss::N,река,һол
113,Ufer::N,берег,көвә
114,Küste::N,побережье,көвә
115,Küste::N,побережье,теңгсин көвә
116,Festland::N,суша,хүүрә һазр
117,Meer::N,море,теңгс
118,Bucht::N,бухта,цекә
119,Bucht::N,бухта,теңгсин цекә
120,Insel::N,остров,арл
121,Blume::N,цветок,цецг
122,Gras::N,трава,ноһан
123,Wurzel::N,корень,уңг
124,Baum::N,дерево,модн
125,Stamm::N,ствол,шилв
126,Stamm::N,ствол,һол модн
127,Rinde::N,кора,көрсн
128,Ast::N,сук,ац
129,Zweig::N,ветвь,ац
130,Blatt::N,лист,хамтхасн
131,Birke::N,береза,хусм модн
132,Kiefer[Baum]::N,сосна,шар харһа
133,Weide[Baum]::N,ива,удн
134,Tanne::N,ель,җөөлн цаһан модн
135,Horn::N,рог,өвр
136,Feder::N,перо,өрвлг
137,Fell::N,шкура,арсн
138,Flügel::N,крыло,җивр
139,Klaue::N,коготь,хумсн
140,Kralle::N,лапа,тавг
141,Schwanz::N,хвост,сүл
142,Ei::N,яйцо,өндгн
143,Nest::N,гнездо,үр
144,Bau::N,нора,нүкн
145,Tier::N,животное,мал
146,Herde::N,стадо,сүрг мал
147,Kuh::N,корова,үкр
148,Bulle::N,бык,бух
149,Pferd::N,лошадь,мөрн
150,Schaf::N,овца,хөн
151,Schwein::N,свинья,һаха
152,Hund::N,собака,ноха
153,Katze::N,кошка,мис
154,Bär::N,медведь,аю
155,Eichhörnchen::N,белка,кермн
156,Elch::N,лось,хандһа
157,Fuchs::N,лиса,арат
158,Hase::N,заяц,туула
159,Maus::N,мышь,хулһн
160,Wolf::N,волк,чон
161,Vogel::N,птица,шовун
162,Schwarm::N,стая,зел
163,Huhn::N,курица,така
164,Hahn::N,петух,эр така
165,Gans::N,гусь,һалун
166,Adler::N,орел,һәрд
167,Ente::N,утка,нуһсн
168,Eule::N,сова,һурвлһ
169,Kranich::N,журавль,тоһрун
170,Krähe::N,ворона,шаазһа
171,Kuckuck::N,кукушка,эргин хуцдг
172,Schwan::N,лебедь,хун
173,Fisch::N,рыба,заһсн
174,Barsch::N,окунь,шүрг
175,Hecht::N,щука,цурх
176,Schlange[Tier]::N,змея,моһа
177,Wurm::N,червяк,өтн
178,Spinne::N,паук,аралҗн
179,Ameise::N,муравей,шорһлҗн
180,Laus::N,вошь,бөөсн
181,Mücke::N,комар,бөкүн
182,Fliege::N,муха,батхн
183,Schmetterling::N,бабочка,эрвәкә
184,Beere::N,ягода,бөөлҗрһн
185,Apfel::N,яблоко,альмн
186,Pilz::N,гриб,теңгрин ки
187,Zwiebel::N,луковица,мәңгрснә толһа
188,Saat::N,семя,буудян экн
189,Korn::N,зерно,экн
190,Heu::N,сено,өвсн
191,Schale::N,шелуха,хальсн
192,Grube::N,яма,нүкн
193,Falle::N,ловушка,урх
194,Falle::N,ловушка,хавх
195,Schlinge::N,силок,бүтү
196,Spur::N,след,мөр
197,Asche::N,зола,үмсн
198,Asche::N,пепел,үмсн
199,Dreck::N,грязь,бальчг
200,Eisen::N,железо,төмр
201,Gold::N,золото,алтн
202,Silber::N,серебро,мөңгн
203,Silber::N,серебро,цаһан мөңгн
204,Kohle::N,уголь,нүүрсн
205,Glas::N,стекло,шил
206,Lehm::N,глина,шавр
207,Sand::N,песок,элсн
208,Mensch::N,человек,күн
209,Mensch::N,человек,күмн
210,Mann::N,мужчина,эр
211,Frau::N,женщина,күүкд күн
212,Kind::N,ребенок,үрн
213,Junge::N,мальчик,көвүн
214,Mädchen::N,девочка,бичкн күүкн
215,Familie::N,семья,бүл
216,Großvater::N,дедушка,өвк эцк
217,Großvater::N,дедушка,наһц эцк
218,Großmutter::N,бабушка,эмг эк
219,Großmutter::N,бабушка,наһц эк
220,Eltern::N,родители,эк эцк хойр
221,Vater::N,отец,эцк
222,Mutter::N,мать,эк
223,Sohn::N,сын,көвүн
224,Tochter::N,дочь,күүкн
225,Bruder::N,брат,дү көвүн
226,Schwester::N,сестра,эгч
227,Schwester::N,сестра,дү күүкн
228,Onkel::N,дядя,авһ
229,Onkel::N,дядя,наһцх
230,Tante::N,тетя,наһц эгч
231,Ehemann::N,муж,залу
232,Ehefrau::N,жена,гергн
233,Freude::N,радость,байр
234,Gelächter::N,смех,инәдн
235,Glück::N,счастье,җирһл
236,Glück::N,счастье,сәәхн җирһл
237,Kummer::N,горе,зовлң
238,Wunsch::N,желание,дурн
239,Lust::N,влечение,җилвтлһн
240,Geist::N,дух,зөрг
241,Gedanke::N,мысль,ухан
242,Gedächtnis::N,память,чееҗин тодлвр
243,Verstand::N,ум,ухан
244,Sinn::N,смысл,учр-утх
245,Grund::N,повод,учр
246,Grund::N,повод,шалтан
247,Wahrheit::N,правда,үнн
248,Gespräch::N,беседа,күүндвүр
249,Märchen::N,сказка,тууль
250,Erzählung::N,рассказ,келвр
251,Nachricht::N,сообщение,медүллһн
252,Neuigkeit::N,новость,зәңг
253,Name::N,имя,нерн
254,Rätsel::N,загадка,тәәлвртә тууль
255,Rede::N,речь,келлһн
256,Sprache::N,язык,келн
257,Stimme::N,голос,дун
258,Wort::N,слово,үг
259,Zeichen::N,знак,темдг
260,Ruf::N,зов,дуудлһн
261,Lärm::N,шум,шууган
262,Laut::N,звук,ә
263,Ton::N,звучание,дун
264,Lied::N,песня,дун
265,Ruhe::N,покой,амулң
266,Leute::N,люди,әмтн
267,Volk::N,народ,улс
268,Arbeit::N,работа,көдлмш
269,Gast::N,гость,гиич
270,Geschenk::N,подарок,белг
271,Spiel::N,игра,наадн
272,Gesellschaft::N,общество,олн
273,Hilfe::N,помощь,нөкд
274,Freund::N,друг,иньг
275,Kamerad::N,приятель,үр
276,Angelegenheit::N,дело,керг
277,Anzahl::N,количество,то
278,Art::N,вид,зүүл
279,Stück::N,кусок,хусг
280,Teil::N,часть,хүв
281,Hälfte::N,половина,өрәл
282,Kreis::N,круг,төгрг
283,Kreuz::N,крест,кирс
284,Linie::N,линия,зурасн
285,Strich::N,черта,татасн
286,Abstand::N,промежуток,зә
287,Entfernung::N,расстояние,һазр
288,Gegend::N,местность,һазр
289,Platz::N,пространство,зә
290,Ort::N,место,бәәрн
291,Seite::N,сторона,тал
292,Seite::N,сторона,хаҗу
293,Seite::N,сторона,хәврһ
294,Mitte::N,середина,дунд
295,Gegenstand::N,предмет,юмн
296,Sache::N,вещь,юмн
297,Rand::N,край,зах
298,Kante::N,ребро,ирмәг
299,Ecke::N,угол,өнцг
300,Spitze::N,кончик,үзүр
301,Ende::N,конец,үзүр
302,Loch::N,дыра,хаһрха
303,Winkel::N,угол,булң
304,Muster::N,узор,намч
305,Größe::N,размер,кемҗән
306,Länge::N,длина,ут
307,Höhe::N,высота,өндр
308,Gewicht::N,вес,күнд
309,Gewicht::N,вес,чиңнүр
310,Menge::N,количество,ик
311,Haufen::N,куча,ова
312,Reihe::N,ряд,зерг
313,Reihe::N,ряд,зерглән
314,Boot::N,лодка,оңһц
315,Ruder::N,весло,хәәв
316,Schlitten::N,сани,цан
317,Ski::N,лыжа,лыҗ
318,Lagerfeuer::N,костер,костёр
319,Last::N,тяжесть,күнд
320,Gang::N,ход,йовлһн
321,Schritt::N,шаг,ишкм
322,Norden::N,север,ар үзг
323,Süden::N,юг,өмн
324,Süden::N,юг,өмн үзг
325,Westen::N,запад,барун
326,Westen::N,запад,барун үзг
327,Osten::N,восток,зүн
328,Osten::N,восток,зүн үзг
329,Holz::N,древесина,модн
330,Brett::N,доска,харһа
331,Platte::N,плита,хавтха чолун
332,Stütze::N,подпорка,тулг
333,Stange::N,жердь,уньн
334,Stock::N,палка,модн
335,Stab::N,шест,шуург
336,Rohr::N,труба,турва
337,Haus::N,дом,гер
338,Heim::N,дом,гер-бул
339,Ofen::N,печь,беш
340,Fußboden::N,пол,девскр
341,Tisch::N,стол,ширә
342,Stuhl::N,стул,стул
343,Wiege::N,колыбель,өлгә
344,Wiege::N,колыбель,дүүҗң
345,Bett::N,постель,орн
346,Bett::N,постель,орндг
347,Regal::N,полка,таг
348,Regal::N,полка,тәвц
349,Kiste::N,ящик,яршг
350,Fenster::N,окно,терз
351,Tür::N,дверь,үүдн
352,Tor::N,ворота,үүдн
353,Tor::N,ворота,өргн үүдн
354,Tor::N,ворота,хашан үүдн
355,Zaun::N,забор,хаша
356,Dach::N,крыша,деевр
357,Leiter::N,лестница,шат
358,Leiter::N,лестница,давшур
359,Besen::N,метла,сәвүр
360,Spaten::N,лопата,күрз
361,Schaufel::N,совок,совг
362,Gabel::N,вилка,серә
363,Löffel::N,ложка,ухр
364,Messer::N,нож,утх
365,Nagel::N,гвоздь,хадасн
366,Netz::N,сеть,гөлм
367,Haken::N,крюк,дегә
368,Griff::N,ручка,иш
369,Griff::N,ручка,бәрүл
370,Schloss::N,замок,оньс
371,Bild::N,картина,зург
372,Figur::N,фигура,фигур
373,Puppe::N,кукла,наадһа
374,Beutel::N,мешок,мишг
375,Bündel::N,связка,багла
376,Bündel::N,связка,боодһа
377,Tasche::N,сумка,сумк
378,Eimer::N,ведро,суулһ
379,Deckel::N,крышка,бүркәсн
380,Geschirr::N,посуда,сав
381,Geschirr::N,посуда,сав-сарх
382,Sack::N,мешок,мишг
383,Tasse::N,чашка,ааһ
384,Topf::N,кастрюля,кастрюль
385,Kessel::N,котел,хәәсн
386,Essen::N,еда,зоогллһн
387,Nahrung::N,пища,теҗәл
388,Speise::N,блюдо,хот
389,Speise::N,кушанье,хот
390,Fleisch::N,мясо,махн
391,Getreide::N,хлеб,хот болҗ эдлгддг цецгүдтә урһмл
392,Brei::N,каша,хаш
393,Brot::N,хлеб,өдмг
394,Scheibe::N,ломоть,зүсм
395,Fett::N,жир,өөкн
396,Butter::N,масло,тосн
397,Öl::N,масло,тосн
398,Salz::N,соль,давсн
399,Suppe::N,суп,шөлн
400,Honig::N,мед,бал
401,Milch::N,молоко,үсн
402,Tee::N,чай,цә
403,Leder::N,кожа,арсн
404,Wolle::N,шерсть,утцн
405,Wolle::N,шерсть,эд
406,Stoff::N,ткань,эд
407,Nadel::N,игла,зүн
408,Faden::N,нитка,утцн
409,Knopf::N,пуговица,товч
410,Knoten::N,узел,зәңгдә
411,Farbe::N,краска,будг
412,Kleidung::N,одежда,хувцн
413,Kleidung::N,одежда,хувц-хунр
414,Hemd::N,рубашка,киилг
415,Kragen::N,воротник,зах
416,Ärmel::N,рукав,ханцн
417,Hose::N,брюки,шалвур
418,Gürtel::N,пояс,бүс
419,Mütze::N,шапка,махла
420,Schuh::N,ботинок,башмгуд
421,Stiefel::N,сапог,һосн
422,Ring::N,кольцо,билцг
423,Band::N,лента,лент
424,Kamm::N,расческа,сам
425,Spiegel::N,зеркало,толь
426,Riemen::N,ремень,бүс
427,Schnur::N,веревка,деесн
428,Leine::N,поводок,бурнтг
429,Leine::N,поводок,нохан көтлвр
430,Decke::N,одеяло,көнҗл
431,Kissen::N,подушка,дер
432,Tuch::N,платок,альчур
433,Handtuch::N,полотенце,полотенц
434,Handtuch::N,полотенце,һар-нүүрин альчур
435,Kraft::N,сила,күчн
436,Stärke::N,крепость,чидл
437,Gesundheit::N,здоровье,эрүл-менд
438,Krankheit::N,болезнь,өвчн
439,Schmerz::N,боль,өвдлһн
440,Wunde::N,рана,шав
441,Fieber::N,лихорадка,безг
442,Fieber::N,температура,безг
443,Arznei::N,лекарство,эм
444,Brücke::N,мост,тагт
445,Brunnen::N,колодец,худг
446,Weide::N,пастбище,малын идг
447,Pfad::N,тропа,цувг
448,Weg::N,путь,хаалһ
449,Weg::N,дорога,хаалһ
450,Straße::N,улица,зам
451,Straße::N,дорога,зам
452,Dorf::N,деревня,хотн
453,Stadt::N,город,балһсн
454,Brief::N,письмо,бичг
455,Buch::N,книга,дегтр
456,Buchstabe::N,буква,үзг
457,Zeitung::N,газета,газет
458,Leben::N,жизнь,җирһл
459,Tod::N,смерть,үкл
460,Tod::N,смерть,өңгрлһн
461,Grab::N,могила,оршалһна нүкн
462,Kirche::N,церковь,чонҗ
463,Sünde::N,грех,нүл
464,Sünde::N,грех,килнц
465,Gott::N,бог,бурхн
466,Arbeiter::N,рабочий,көдлмшч
467,Chef::N,начальник,толһач
468,Meister::N,мастер,урн
469,Arzt::N,врач,эмч
470,Lehrer::N,учитель,багш
471,Geld::N,деньги,мөңгн
472,Geschäft::N,занятие,көдлмш
473,Laden::N,магазин,лавк
474,Preis::N,цена,үн
475,Ware::N,товар,эд-тавр
476,Nutzen::N,выгода,олз
477,Reichtum::N,богатство,зөөр
478,Welt::N,мир,орчлң
479,Welt::N,мир,делкә
480,Land::N,страна,орн-нутг
481,Staat::N,государство,государств
482,König::N,король,хан
483,Macht::N,власть,йосн
484,Grenze::N,граница,меҗә
485,Krieg::N,война,дән
486,Feind::N,враг,дәәсн
487,Gewalt::N,насилие,күч һарһлһн
488,Kampf::N,борьба,ноолдан
489,Kampf::N,борьба,бәрлдлһн
490,Bogen[Waffe]::N,лук,саадг
491,Pfeil::N,стрела,сумн
492,Gewehr::N,ружье,бу
493,Fehler::N,ошибка,алдг
494,Lüge::N,ложь,худл
495,Schaden::N,вред,хорлт
496,Unglück::N,беда,гүрм
497,Schuld::N,вина,гем
498,Schuld::N,вина,буру
499,Alter::N,возраст,насн
500,Schluss::N,окончание,чилгч
501,Zeit::N,время,цаг
502,Tag::N,день,өдр
503,Morgen::N,утро,өрүн
504,Mittag::N,полдень,үд
505,Abend::N,вечер,асхн
506,Nacht::N,ночь,сө
507,Woche::N,неделя,долан хонг
508,Monat::N,месяц,сар
509,Jahr::N,год,җил
510,Frühling::N,весна,хавр
511,Sommer::N,лето,зун
512,Herbst::N,осень,намр
513,Winter::N,зима,үвл
514,Januar::N,январь,январь
515,Februar::N,февраль,февраль
516,März::N,март,март
517,März::N,март,моһа сар
518,April::N,апрель,апрель
519,Mai::N,май,май
520,Juni::N,июнь,июнь
521,Juni::N,июнь,мөчн сар
522,Juli::N,июль,июль
523,August::N,август,август
524,September::N,сентябрь,һаха сар
525,Oktober::N,октябрь,октябрь
526,November::N,ноябрь,ноябрь
527,November::N,ноябрь,үкр сар
528,Dezember::N,декабрь,бар сар
529,Montag::N,понедельник,понедельник
530,Dienstag::N,вторник,вторник
531,Mittwoch::N,среда,среда
532,Mittwoch::N,среда,үлмҗ өдр
533,Donnerstag::N,четверг,четверг
534,Donnerstag::N,четверг,пүрвә өдр
535,Freitag::N,пятница,пятниц
536,Samstag::N,суббота,суббот
537,Sonntag::N,воскресенье,нарн өдр
538,Sonntag::N,воскресенье,воскресень
539,groß::A,большой,ик
540,klein::A,маленький,бичкн
541,lang::A,длинный,ут
542,kurz::A,короткий,оһтр
543,breit::A,широкий,өргн
544,schmal::A,узкий,уутьхн
545,dicht::A,густой,нигт
546,dick[Gegenstand]::A,толстый,зузан
547,dünn::A,тонкий,нимгн
548,fein::A,тонкий,нәрхн
549,fest::A,крепкий,бат
550,flach::A,плоский,хавтха
551,glatt::A,гладкий,тегш
552,glatt::A,гладкий,тиньгр
553,hart::A,твердый,хату
554,weich::A,мягкий,җөөлн
555,weich::A,мягкий,җөөлкн
556,rund::A,круглый,төгрг
557,spitz::A,остроконечный,шовһр
558,scharf::A,острый,хурц
559,stumpf::A,тупой,мука
560,schwer::A,тяжелый,күнд
561,schön::A,красивый,сәәхн
562,heiß::A,жаркий,халун
563,warm::A,теплый,дулан
564,kalt::A,холодный,киитн
565,kühl::A,прохладный,серүн
566,frisch::A,свежий,серүн
567,feucht::A,влажный,чиигтә
568,nass::A,мокрый,чиигтә
569,trocken::A,сухой,хагсу
570,voll::A,полный,дүүрң
571,voll::A,наполненный,дүүрң
572,leer::A,пустой,сул
573,leer::A,пустой,хоосн
574,offen::A,открытый,секәтә
575,geschlossen::A,закрытый,хаалһата
576,sauber::A,чистый,цевр
577,schmutzig::A,грязный,киртә
578,roh::A,сырой,түүкә
579,reif::A,зрелый,болсн
580,lecker::A,вкусный,әмтәхн
581,süß::A,сладкий,әмтәхн
582,bitter::A,горький,һашун
583,bitter::A,горький,һашута
584,sauer::A,кислый,ишклң
585,hell::A,светлый,герлтә
586,dunkel::A,темный,харңһу
587,schwarz::A,черный,хар
588,weiß::A,белый,цаһан
589,rot::A,красный,улан
590,gelb::A,желтый,шар
591,blau::A,синий,көк
592,grün::A,зеленый,көк
593,grau::A,серый,бор
594,bunt::A,пестрый,алг
595,bunt::A,пестрый,эрәтә
596,billig::A,дешевый,кимд
597,teuer::A,дорогой,үнтә
598,wertvoll::A,ценный,үнтә
599,wertvoll::A,ценный,эрднь
600,blind::A,слепой,сохр
601,taub::A,глухой,дүлә
602,kräftig::A,могучий,күчтә
603,stark::A,сильный,чаңһ
604,schwach::A,слабый,күчн тату
605,fett::A,жирный,тарһн
606,schlank::A,стройный,эццн
607,hübsch::A,прелестный,көркхн
608,böse::A,злой,уурта
609,dumm::A,глупый,тенг
610,faul::A,ленивый,залху
611,fleißig::A,прилежный,кинән
612,fleißig::A,прилежный,кинмһә
613,geizig::A,жадный,ховдг
614,klug::A,умный,ухата
615,geschickt::A,искусный,чадмг
616,lieb::A,милый,эңкр
617,lustig::A,веселый,сергмҗтә
618,lustig::A,веселый,җирһлтә
619,sanft::A,нежный,номһн
620,hungrig::A,голодный,өлн
621,hungrig::A,голодный,харһнсн
622,krank::A,больной,өвчтә
623,krank::A,больной,шалтгта
624,nackt::A,голый,нүцкн
625,traurig::A,грустный,һундлта
626,lebendig::A,живой,әмд
627,gut::A,хороший,сән
628,schlecht::A,плохой,му
629,richtig::A,правильный,зөвтә
630,schlimm::A,отвратительный,җигшүртә
631,schlimm::A,мерзкий,җигшүртә
632,wahr::A,настоящий,үнн
633,wahr::A,настоящий,мөн
634,alt::A,старый,хуучн
635,neu::A,новый,шин
636,ehemalig::A,бывший,хуучн
637,alt[Lebewesen]::A,пожилой,көгшн
638,jung::A,молодой,баһ
639,arm::A,бедный,угатя
640,reich::A,богатый,байн
641,bekannt::A,знакомый,таньл
642,bekannt::A,знакомый,таньдг
643,berühmt::A,знаменитый,туурсн
644,fremd::A,чужой,күүнә
645,verschieden::A,разный,әдл биш
646,verschieden::A,разный,йилһәтә
647,nah::A,близкий,өөрхн
648,fern::A,далекий,хол
649,linker::A,левый,зүн
650,rechter::A,правый,барун
651,anderer::A,другой,талдан
652,erster::A,первый,негдгч
653,zweiter::A,второй,хойрдгч
654,dritter::A,третий,һурвдгч
655,letzter::A,последний,отхн
656,allein::ADV,один,һанцарн
657,auf einmal::ADV,сразу,нег дәкҗ
658,zusammen::ADV,вместе,хамдан
659,lange::ADV,долго,удан
660,plötzlich::ADV,вдруг,генткн
661,sofort::ADV,тотчас,дарунь
662,später::ADV,позже,сүүлд
663,jetzt::ADV,сейчас,ода
664,heute::ADV,сегодня,эндр
665,morgen::ADV,завтра,маңһдур
666,bald::ADV,скоро,дарунь
667,dann::ADV,потом,дәкәд
668,gestern::ADV,вчера,өцклдүр
669,einst::ADV,однажды,нег саамд
670,damals::ADV,тогда,тиигхд
671,danach::ADV,затем,тегәд
672,vorher::ADV,раньше,урд
673,zuerst::ADV,сперва,түрүләд
674,einmal::ADV,раз,нег дәкҗ
675,manchmal::ADV,иногда,зәрмдән
676,oft::ADV,часто,хара биш
677,oft::ADV,часто,хатяр биш
678,oft::ADV,часто,дару-дарунь
679,immer::ADV,всегда,оньдинд
680,niemals::ADV,никогда,кезә чмгн биш
681,hier::ADV,здесь,энд
682,hier::ADV,здесь,энүнд
683,hierhin::ADV,сюда,нааран
684,von hier::ADV,отсюда,эндәс
685,dort::ADV,там,тенд
686,dorthin::ADV,туда,тиигән
687,geradeaus::ADV,прямо,шуд
688,vorwärts::ADV,вперед,уралан
689,rückwärts::ADV,назад,гедргән
690,zurück::ADV,обратно,хәрү
691,unten::ADV,внизу,дор
692,hinab::ADV,вниз,дор
693,hinab::ADV,вниз,доракшан
694,oben::ADV,наверху,деер
695,hinauf::ADV,вверх,өөдән
696,hinauf::ADV,вверх,деер
697,überall::ADV,везде,альд болв чигн
698,nicht::ADV,не,эс
699,nicht::ADV,не,биш
700,nicht::ADV,не,бичә
701,ein wenig::ADV,немного,баахн
702,ein wenig::ADV,немного,баахнар
703,kaum::ADV,едва,әрә
704,sehr::ADV,очень,йир
705,so::ADV,так,иигҗ
706,noch::ADV,еще,ода чигн
707,nur::ADV,только,һанцхн
708,schon::ADV,уже,одх
709,wieder::ADV,опять,бас
710,vergebens::ADV,напрасно,киидән
711,vor::PRP,перед,урд
712,hinter::PRP,за,ца
713,hinter::PRP,позади,ца
714,unter::PRP,под,дор
715,durch::PRP,сквозь,ивт
716,durch::PRP,сквозь,дундаһур
717,neben::PRP,возле,хаҗуд
718,zwischen::PRP,между,хоорнд
719,wegen::PRP,из-за,көлтә
720,wegen::PRP,из-за,деерәс
721,dies::PRN,это,эн
722,das::PRN,то,тер
723,alles::PRN,все,цуһар
724,ich::PRN,я,би
725,du::PRN,ты,чи
726,er::PRN,он,тер
727,wir::PRN,мы,мадн
728,ihr::PRN,вы,та
729,sie::PRN,они,тедн
730,was::FPRN,что,юн
731,wer::FPRN,кто,кен
732,wo::FADV,где,хама
733,wohin::FADV,куда,хамаран
734,wie::FADV,как,яһҗ
735,wie::FADV,как,яһад
736,warum::FADV,почему,юңгад
737,wieviel::FNUM,сколько,кедү
738,eins::NUM,один,негн
739,zwei::NUM,два,хойр
740,drei::NUM,три,һурвн
741,vier::NUM,четыре,дөрвн
742,fünf::NUM,пять,тавн
743,sechs::NUM,шесть,зурһан
744,sieben::NUM,семь,долан
745,acht::NUM,восемь,нәәмн
746,neun::NUM,девять,йисн
747,zehn::NUM,десять,арвн
748,elf::NUM,одиннадцать,арвн негн
749,zwölf::NUM,двенадцать,арвн хойр
750,zwanzig::NUM,двадцать,хөрн
751,dreißig::NUM,тридцать,һучн
752,vierzig::NUM,сорок,дөчн
753,fünfzig::NUM,пятьдесят,тәвн
754,sechzig::NUM,шестьдесят,җирн
755,siebzig::NUM,семьдесят,далн
756,achtzig::NUM,восемьдесят,найн
757,neunzig::NUM,девяносто,йирн
758,hundert::NUM,сто,зун
759,tausend::NUM,тысяча,миңһн
760,und::CNJ,и,болн
761,oder::CNJ,или,эс гиҗ
762,oder::CNJ,или,эс гихлә
763,oder::CNJ,либо,эс гиҗ
764,oder::CNJ,либо,эс гихлә
765,stehen::V,стоять,зогсх
766,sitzen::V,сидеть,суух
767,liegen::V,лежать,кевтх
768,hängen::V,висеть,өлгәтә бәәх
769,werden::V,стать,болх
770,passieren::V,случиться,болх
771,beginnen::V,начаться,эклх
772,enden::V,кончиться,төгсх
773,wechseln::V,меняться,хүврх
774,aufgehen[Sonne]::V,взойти,һарх
775,untergehen[Sonne]::V,зайти,орх
776,untergehen[Sonne]::V,зайти,сүүрлх
777,scheinen[Sonne]::V,светить,герлтх
778,donnern::V,греметь,күрҗңнх
779,wehen::V,дуть,сальклх
780,strömen::V,литься,һооҗх
781,fließen::V,течь,урсх
782,sich drehen::V,вращаться,эргх
783,schwanken::V,колебаться,дәәвлх
784,schwingen::V,качаться,нәәхлх
785,fallen::V,падать,унх
786,fallen::V,падать,киисх
787,brennen::V,гореть,шатх
788,rauchen::V,дымить,ута һарһх
789,regnen::V,дождить,орх
790,gefrieren::V,замерзнуть,мөстх
791,tauen::V,таять,хәәлх
792,schmelzen::V,плавиться,хәәлх
793,schmelzen::V,плавиться,хәәлгдх
794,trocknen::V,сохнуть,эврх
795,sieden::V,кипеть,буслх
796,faulen::V,гнить,үмкәрх
797,verfaulen::V,сгнить,илҗрх
798,reißen::V,рваться,тасрх
799,versinken::V,тонуть,чивх
800,vergehen::V,проходить,болх
801,erscheinen::V,появиться,һарх
802,verschwinden::V,исчезнуть,уга болх
803,sinken::V,спадать,татгдх
804,abnehmen::V,уменьшиться,хасгдх
805,zunehmen::V,увеличиваться,өсх
806,steigen::V,подниматься,немх
807,wachsen::V,расти,өсх
808,wachsen::V,расти,урһх
