,Concept_ID,sl,ca
836,sitzen::V,sedéti,seure
837,liegen::V,ležáti,jeure
838,hängen::V,viséti,penjar
839,werden::V,postáti,fer-se
840,werden::V,postáti,posar-se
841,passieren::V,zgodíti se,succeir
842,beginnen::V,začéti se,iniciar-se
843,enden::V,končáti se,acabar-se
844,enden::V,končáti se,terminar-se
845,wechseln::V,ménjati se,canviar
846,aufgehen[Sonne]::V,vzíti,sortir
847,untergehen[Sonne]::V,zaíti,posar-se
848,scheinen[Sonne]::V,sijáti,brillar
849,donnern::V,grméti,tronar
850,wehen::V,píhati,bufar
851,strömen::V,líti,afluir
852,fließen::V,têči,fluir
853,sich drehen::V,vrtéti se,girar
854,schwanken::V,kolébati,vacil·lar
855,schwingen::V,níhati,oscil·lar
856,fallen::V,pádati,caure
857,fallen::V,pádati,tombar
858,brennen::V,goréti,cremar
859,rauchen::V,kadíti se,fumejar
860,regnen::V,deževáti,ploure
861,gefrieren::V,zmŕzniti,gelar-se
862,tauen::V,tájati,fondre's
863,schmelzen::V,kopnéti,fondre's
864,trocknen::V,sušíti se,assecar-se
865,sieden::V,kipéti,bullir
866,faulen::V,gníti,podrir-se
867,verfaulen::V,zgníti,podrir-se
868,reißen::V,tŕgati se,trencar-se
869,versinken::V,pogrézniti se,enfonsar-se
870,vergehen::V,miníti,passar
871,erscheinen::V,pojáviti se,aparèixer
872,verschwinden::V,izgíniti,desaparèixer
873,sinken::V,péšati,baixar
874,sinken::V,péšati,descendir
875,abnehmen::V,pojémati,decréixer
876,zunehmen::V,véčati se,augmentar
877,zunehmen::V,množíti se,augmentar
878,steigen::V,dvígati se,pujar
879,wachsen::V,rásti,créixer
880,glänzen::V,sijáti,brillar
881,glänzen::V,sijáti,resplendir
882,funkeln::V,ískriti se,espurnejar
883,lärmen::V,ropotáti,fer soroll
884,lärmen::V,razgrájati,fer soroll
885,läuten::V,zvoníti,sonar
886,klingeln::V,zvončkljáti,trucar
887,klirren::V,žvenketáti,dringar
888,brausen::V,šuméti,rugir
889,rauschen::V,šuštéti,murmurar
890,rauschen::V,šelestéti,murmurar
891,klingen::V,zvenéti,sonar
892,bellen::V,lájati,lladrar
893,heulen::V,zavíjati,udolar
894,blasen::V,píhniti,bufar
895,pfeifen::V,pískati,xiular
896,pfeifen::V,žvížgati,xiular
897,schreien::V,kričáti,cridar
898,stöhnen::V,stókati,gemegar
899,zittern::V,drgetáti,tremolar
900,leben::V,živéti,vīure
901,geboren werden::V,rodíti se,néixer
902,atmen::V,díhati,respirar
903,trinken::V,píti,beure
904,essen::V,jésti,menjar
905,schlucken::V,požírati,empassar-se
906,müde werden::V,péšati,cansar-se
907,müde werden::V,utrúditi se,cansar-se
908,einschlafen::V,zaspáti,adormir-se
909,schlafen::V,spáti,dormir
910,aufwachen::V,zbudíti se,despertar-se
911,aufstehen::V,vstáti,llevar-se
912,sich erholen::V,oddahníti se,descansar
913,krank werden::V,oboléti,posar-se malalt
914,krank sein::V,bíti bolán,estar malalt
915,schmerzen::V,boléti,doldre
916,husten::V,kášljati,tossir
917,genesen::V,okrévati,recuperar-se
918,sterben::V,umréti,morir
919,umkommen::V,pogíniti,perir
920,sich bewegen::V,zganíti se,moure's
921,sich rühren::V,premakníti se,moure's
922,sich erheben::V,vstájati,aixecar-se
923,sich erheben::V,vzdígniti se,aixecar-se
924,sich setzen::V,sésti,asseure's
925,hinfallen::V,pásti dôl,caure's
926,laufen::V,hodíti,caminar
927,schreiten::V,stópati,procedir
928,spazierengehen::V,na sprehòd íti,passejar
929,eilen::V,drvéti,anar corrent
930,sich beeilen::V,hitéti,afanyar-se
931,sausen::V,dírkati,córrer
932,rennen::V,dírjati,córrer
933,springen::V,skákati,saltar
934,klettern::V,plézati,escalar
935,schaukeln::V,kolébati,gronxar-se
936,schaukeln::V,kolébati,balancejar-se
937,kriechen::V,pláziti se,reptar
938,kriechen::V,pláziti se,arrossegar-se
939,schwimmen::V,plávati,nadar
940,tauchen::V,potápljati se,bussejar
941,tauchen::V,potápljati se,submergir-se
942,rudern::V,vesláti,remar
943,fahren::V,vozíti se,anar
944,fahren::V,peljáti se,anar
945,fliegen::V,létati,volar
946,gehen::V,íti,caminar
947,weggehen::V,odíti,anar-se'n
948,abfahren::V,odpeljáti se,partir
949,anhalten::V,ustáviti se,aturar-se
950,hineingehen::V,íti nóter,entrar
951,eintreten::V,vstopíti,entrar
952,kommen::V,príti,venir
953,ankommen::V,prispéti,arribar
954,ankommen::V,prihájati,arribar
955,zurückkommen::V,vrníti se,tornar
956,bleiben::V,ostáti,quedar-se
957,warten::V,čákati,esperar
958,erwarten::V,pričakováti,esperar
959,suchen::V,iskáti,buscar
960,finden::V,nájti,trobar
961,versuchen::V,poskúšati,intentar
962,vorbereiten::V,pripráviti,preparar
963,lieben::V,ljubíti,estimar
964,mögen::V,márati,agradar a
965,lachen::V,smejáti se,riure
966,rühren::V,ganíti,commoure
967,rühren::V,ganíti,emocionar
968,weinen::V,jókati,plorar
969,weinen::V,plákati,plorar
970,schimpfen::V,psováti,renyar
971,schimpfen::V,zmérjati,renyar
972,sich ärgern::V,jezíti se,enfadar-se
973,sich fürchten::V,báti se,tenir por
974,fürchten::V,báti se,témer
975,fliehen::V,bežáti,fugir
976,flüchten::V,pobégniti,refugiar-se
977,sehen::V,vídeti,veure
978,anschauen::V,oglédati,mirar
979,ansehen::V,glédati,mirar
980,hören::V,slíšati,oir
981,zuhören::V,poslúšati,escoltar
982,probieren::V,poskúšati,provar
983,riechen::V,dúhati,olorar
984,fühlen::V,čutíti,sentīr
985,scheinen::V,zdéti se,semblar
986,zu sehen sein::V,vídeti se,poder-se veure
987,vernehmen::V,čúti,percebre
988,frieren::V,zébsti,tenir fred
989,tun::V,délati,fer
990,können::V,môči,poder
991,wollen::V,hotéti,voler
992,anfangen::V,začéti,iniciar
993,beenden::V,dokončáti,acabar
994,aufhören::V,prenéhati,deixar
995,gelingen::V,uspéti,sortir bé
996,gelingen::V,posréčiti se,sortir bé
997,geraten::V,obnêsti se,sortir
998,öffnen::V,odpréti,obrir
999,schließen::V,zapréti,tancar
1000,stellen::V,postáviti,posar
1001,stellen::V,postáviti,col·locar
1002,setzen::V,posadíti,assentar
1003,legen::V,položíti,posar
1004,berühren::V,dotíkati se,tocar
1005,verbinden::V,obvézati,unir
1006,verbinden::V,obvézati,connectar
1007,bedecken::V,pokríti,tapar
1008,bedecken::V,pokríti,cobrir
1009,aufhängen::V,obésiti,penjar
1010,anzünden::V,zažgáti,encendre
1011,aufheben::V,vzdígniti,aixecar
1012,zurücklassen::V,zapustíti,deixar
1013,verlieren::V,izgubíti,pērdre
1014,fallen lassen::V,navréči,deixar caure
1015,machen::V,naredíti,fer
1016,machen::V,napráviti,fer
1017,herstellen::V,izdélati,producir
1018,bauen::V,gradíti,construir
1019,reparieren::V,popráviti,reparar
1020,verbessern::V,izbóljšati,millorar
1021,ändern::V,spremeníti,canviar
1022,graben::V,kopáti,cavar
1023,graben::V,grêbsti,cavar
1024,beugen::V,upogníti,doblegar
1025,biegen::V,zavíjati,corbar
1026,biegen::V,zavíjati,arquejar
1027,drehen::V,vrtéti,girar
1028,wenden::V,obrníti,girar
1029,umdrehen::V,zasúkati,voltar
1030,heben::V,dvígati,pujar
1031,heben::V,dvígati,aixecar
1032,hochheben::V,privzdígniti,aixecar
1033,ergreifen::V,zgrábiti,agafar
1034,halten::V,držáti,mantenir
1035,drücken::V,tiščáti,prémer
1036,drücken::V,tiščáti,estrènyer
1037,schieben::V,ríniti,empènyer
1038,kratzen::V,práskati,raspar
1039,lecken::V,lízati,llepar
1040,beißen::V,grísti,mossegar
1041,abreißen::V,odtŕgati,arrencar
1042,abschneiden::V,odrézati,tallar
1043,binden::V,vézati,lligar
1044,stecken::V,vtakníti,ficar
1045,brechen::V,lomíti,trencar
1046,klopfen::V,tólči,trucar
1047,hauen::V,séči,picar
1048,hauen::V,séči,colpejar
1049,kleben::V,lépiti,enganxar
1050,reiben::V,tréti,fregar
1051,reiben::V,dŕgniti,fregar
1052,streichen::V,namázati,untar
1053,schleifen::V,brúsiti,afilar
1054,schleifen::V,brúsiti,esmolar
1055,schneiden::V,rézati,tallar
1056,rütteln::V,strésti,sacsejar
1057,schütteln::V,majáti,agitar
1058,schütteln::V,majáti,sacsejar
1059,schwenken::V,obrníti,agitar
1060,schütten::V,sípati,abocar
1061,füllen::V,napolníti,omplir
1062,einwickeln::V,zavíti,embolicar
1063,tragen::V,nêsti,dur
1064,tragen::V,nêsti,portar
1065,schleppen::V,vláčiti,arrossegar
1066,ziehen::V,vléči,tirar
1067,ziehen::V,vléči,estirar
1068,aufbewahren::V,shranjeváti,conservar
1069,werfen::V,lúčati,llançar
1070,fangen::V,ujéti,agafar
1071,fangen::V,ujéti,atrapar
1072,packen::V,prijéti,engrapar
1073,verstecken::V,skríti,amagar
1074,teilen::V,razdelíti,dividir
1075,schicken::V,pošíljati,enviar
1076,bringen::V,prinêsti,portar
1077,hinzufügen::V,pristáviti,afegir
1078,bekommen::V,dobíti,obtenir
1079,erhalten::V,prejéti,rebre
1080,nehmen::V,vzéti,prendre
1081,wählen::V,izbírati,triar
1082,wählen::V,izbírati,elegir
1083,auswählen::V,izbráti,escollir
1084,auswählen::V,izbráti,seleccionar
1085,bewahren::V,ohraníti,conservar
1086,behindern::V,ovírati,impedir
1087,behindern::V,ovírati,obstaculitzar
1088,verderben::V,pokváriti,espatllar
1089,beschädigen::V,poškodováti,danyar
1090,beschädigen::V,poškodováti,destrossar
1091,zerbrechen::V,razlomíti,trencar
1092,zerreißen::V,raztŕgati,estripar
1093,zerstören::V,razrúšiti,destruir
1094,verbrennen::V,sežgáti,cremar
1095,geben::V,dáti,donar
1096,reichen::V,séči,passar
1097,reichen::V,molíti,passar
1098,schenken::V,podáriti,regalar
1099,versprechen::V,obljubíti,prometre
1100,wünschen::V,vóščiti,desitjar
1101,loben::V,hváliti,elogiar
1102,küssen::V,poljubováti,fer un petó a
1103,wiegen::V,zíbati,bressolar
1104,zudecken::V,pokríti,tapar
1105,zudecken::V,pokríti,cobrir
1106,wecken::V,zbudíti,despertar
1107,zeigen::V,pokázati,mostrar
1108,zeigen::V,pokázati,ensenyar
1109,führen::V,vêsti,guiar
1110,führen::V,vêsti,conduir
1111,lehren::V,učíti,ensenyar
1112,unterrichten::V,poučeváti,ensenyar
1113,aufziehen::V,vzgojíti,criar
1114,leiten::V,uprávljati,dirigir
1115,antreiben::V,goníti,impel·lir
1116,lassen::V,povzročíti,fer
1117,einladen::V,povábiti,invitar
1118,einladen::V,povábiti,convidar
1119,vereinigen::V,zdrúžiti,unir
1120,besuchen::V,obiskáti,visitar
1121,besuchen::V,obiskáti,anar a veure
1122,treffen::V,pogodíti,trobar
1123,sich versammeln::V,zbráti se,reunir-se
1124,spielen::V,igráti se,jugar
1125,singen::V,péti,cantār
1126,tanzen::V,plésati,ballar
1127,sich trennen::V,ločíti se,separar-se
1128,verlassen::V,zapustíti,deixar
1129,verlassen::V,zapustíti,abandonar
1130,retten::V,réšiti,salvar
1131,bewachen::V,strážiti,vigilar
1132,schützen::V,sčítiti,protegir
1133,verteidigen::V,braníti,defensar
1134,sich schlagen::V,têpsti se,barallar-se
1135,schießen::V,stréljati,tirar
1136,schießen::V,stréljati,disparar
1137,siegen::V,zmágati,vèncer
1138,ärgern::V,jezíti,enfadar
1139,ärgern::V,razbúriti,enfadar
1140,schlagen::V,têpsti,pegar
1141,schlagen::V,têpsti,colpejar
1142,schlagen::V,udáriti,pegar
1143,schlagen::V,udáriti,colpejar
1144,treten::V,teptáti,donar un cop de peu a
1145,stechen::V,ubôsti,punxar
1146,stechen::V,ubôsti,apunyalar
1147,stoßen::V,peháti,empènyer
1148,stoßen::V,drégniti,empènyer
1149,stehlen::V,ukrásti,robar
1150,stehlen::V,pokrásti,robar
1151,stören::V,motíti,molestar
1152,belästigen::V,nadlegováti,importunar
1153,verbergen::V,skríti,amagar
1154,verbergen::V,skríti,ocultar
1155,täuschen::V,slepíti,enganyar
1156,betrügen::V,várati,estafar
1157,betrügen::V,ogoljufáti,estafar
1158,töten::V,ubíti,matar
1159,wohnen::V,prebívati,vīure
1160,wohnen::V,prebívati,habitar
1161,arbeiten::V,délati,treballar
1162,sammeln::V,zbráti,col·leccionar
1163,pflücken::V,obráti,collir
1164,jagen::V,lovíti,caçar
1165,fischen::V,ribáriti,pescar
1166,fassen::V,zajéti,atrapar
1167,hüten::V,pásti,pasturar
1168,treiben::V,pogánjati,arriar
1169,anbinden::V,privézati,lligar
1170,füttern::V,kŕmiti,donar menjar a
1171,melken::V,mólsti,munyir
1172,hacken::V,sékati,picar
1173,hacken::V,sékati,tallar
1174,gießen::V,ulíti,regar
1175,reifen::V,zoréti,madurar
1176,zubereiten::V,pripráviti,preparar
1177,kochen::V,kúhati,coure
1178,backen::V,cvréti,coure al forn
1179,braten::V,pêči,rostir
1180,umrühren::V,preméšati,remenar
1181,stricken::V,plêsti,tricotar
1182,stricken::V,plêsti,fer punt de mitja
1183,nähen::V,šívati,cosir
1184,färben::V,bárvati,tenyir
1185,reinigen::V,očístiti,netejar
1186,waschen::V,opráti,rentār
1187,abwischen::V,obrísati,eixugar
1188,spülen::V,splakováti,esbandir
1189,fegen::V,pométati,escombrar
1190,kehren::V,mésti,escombrar
1191,baden::V,kópati se,banyar-se
1192,sich waschen::V,umíti se,rentār-se
1193,ausziehen::V,izvléči,treure's
1194,anziehen::V,obléči,posar-se
1195,sich anziehen::V,obléči se,vestir-se
1196,kämmen::V,česáti,pentinar
1197,schmücken::V,okrasíti,adornar
1198,sagen::V,dejáti,dir
1199,sprechen::V,govoríti,parlar
1200,reden::V,rêči,parlar
1201,sich unterhalten::V,razgovárjati se,conversar
1202,fragen::V,vprášati,preguntar
1203,bitten::V,prosíti,demanar
1204,erzählen::V,práviti,contar
1205,erzählen::V,práviti,explicar
1206,mitteilen::V,naznániti,comunicar
1207,nennen::V,imenováti,nomenar
1208,rufen::V,klícati,cridar
1209,prahlen::V,baháti se,lloar-se
1210,prahlen::V,baháti se,jactar-se
1211,übersetzen::V,prevêsti,traduir
1212,denken::V,mísliti,pensar
1213,glauben::V,verjéti,creure
1214,bemerken::V,opáziti,notar
1215,erkennen::V,spoznáti,reconèixer
1216,begreifen::V,pôjmiti,comprendre
1217,verstehen::V,razuméti,entendre
1218,lernen::V,učíti se,aprendre
1219,wissen::V,znáti,saber
1220,wissen::V,védeti,saber
1221,sich erinnern an::V,spómniti se,recordar
1222,vergessen::V,pozábiti,oblidar
1223,messen::V,mériti,mesurar
1224,zählen::V,štéti,comptar
1225,rechnen::V,račúnati,calcular
1226,lesen::V,bráti,llegir
1227,lesen::V,čítati,llegir
1228,malen::V,slíkati,pintar
1229,zeichnen::V,rísati,dibuixar
1230,schreiben::V,písati,escrīure
1231,besitzen::V,iméti,posseir
1232,kaufen::V,kupíti,comprar
1233,verkaufen::V,prodáti,vendre
1234,bezahlen::V,pláčati,pagar
1235,zahlen::V,plačeváti,pagar per
1236,beherrschen::V,obvládati,dominar
1237,ertragen::V,prenêsti,aguantar
1238,Verstand::N,,raó
1239,Verstand::N,,seny
