,Concept_ID,mdf,fr
430,Zaun::N,перяфкс,clôture
431,Dach::N,кудпря,toit
432,Leiter::N,куцема,échelle
433,Besen::N,тяльме,balai
434,Spaten::N,ка́йме,bêche
435,Schaufel::N,ко́поня,pelle
436,Schaufel::N,ця́рдом,pelle
437,Gabel::N,ця́нгоня,fourchette
438,Löffel::N,куцю,cuiller
439,Messer::N,пеель,couteau
440,Nagel::N,эска,clou
441,Haken::N,кя́чказ,croc
442,Haken::N,кя́чказ,crochet
443,Griff::N,недь,prise
444,Griff::N,недь,manche
445,Griff::N,кунда́мка,prise
446,Griff::N,кунда́мка,manche
447,Schloss::N,замо́к,serrure
448,Bild::N,карти́на,image
449,Bild::N,карти́на,tableau
450,Figur::N,ронга-понда,figure
451,Puppe::N,ня́ка,poupée
452,Beutel::N,кяскав,sac
453,Beutel::N,кяскав,petit sac
454,Bündel::N,кярьме,paquet
455,Bündel::N,кярьме,faisceau
456,Tasche::N,кошяльня,sac
457,Eimer::N,ве́дарка,seau
458,Deckel::N,тавадкс,couvercle
459,Deckel::N,вельхкс,couvercle
460,Geschirr::N,кядьге,vaisselle
461,Sack::N,кяскав,sac
462,Tasse::N,ша́ваня,tasse
463,Topf::N,кавозь,pot
464,Topf::N,кавозь,marmite
465,Kessel::N,сргавозь,chaudron
466,Essen::N,ярхцама,repas
467,Essen::N,ярхцама,manger
468,Nahrung::N,ярхцампяль,nourriture
469,Speise::N,ярхцама,plat
470,Fleisch::N,пал,viande
471,Fleisch::N,сиволь,viande
472,Getreide::N,сёра,blé
473,Getreide::N,сёра,céréales
474,Brei::N,ям,purée
475,Brei::N,ям,bouillie
476,Brot::N,кши,pain
477,Scheibe::N,кочам,tranche
478,Fett::N,куя́,graisse
479,Butter::N,вай,beurre
480,Öl::N,вай,huile
481,Salz::N,сал,sel
482,Suppe::N,шонгарям,soupe
483,Suppe::N,шонгарям,potage
484,Suppe::N,коршампяль,soupe
485,Suppe::N,коршампяль,potage
486,Honig::N,медь,miel
487,Milch::N,лофца,lait
488,Tee::N,чай,thé
489,Leder::N,кедь,cuir
490,Wolle::N,пона,laine
491,Stoff::N,котф,tissu
492,Stoff::N,котф,étoffe
493,Nadel::N,салмокс,aiguille
494,Faden::N,сюре,fil
495,Knopf::N,пуня,bouton
496,Knoten::N,сюлма,nœud
497,Farbe::N,архтомбяль,peinture
498,Kleidung::N,щам,vêtements
499,Kleidung::N,щам,habillement
500,Hemd::N,па́нар,chemise
501,Kragen::N,сиве,col
502,Ärmel::N,ожа,manche
503,Hose::N,понкст,pantalon
504,Gürtel::N,каркс,ceinture
505,Mütze::N,вазь,bonnet
506,Mütze::N,вазь,casquette
507,Schuh::N,башма́к,soulier
508,Schuh::N,башма́к,chaussure
509,Stiefel::N,кя́ме,botte
510,Ring::N,суркс,bague
511,Band::N,керькс,ruban
512,Band::N,лента,ruban
513,Kamm::N,сюрьхцем,peigne
514,Spiegel::N,ванома,glace
515,Spiegel::N,ванома,miroir
516,Riemen::N,шнань каркс,lanière
517,Riemen::N,шнань каркс,courroie
518,Schnur::N,пикс,corde
519,Schnur::N,пикс,ficelle
520,Schnur::N,карькскя,corde
521,Schnur::N,карькскя,ficelle
522,Leine::N,вядьме,laisse
523,Decke::N,вельхкс,couverture
524,Kissen::N,тоду,oreiller
525,Tuch::N,руця́,drap
526,Tuch::N,руця́,fichu
527,Handtuch::N,на́рдама,serviette
528,Handtuch::N,на́рдама,essuie-mains
529,Kraft::N,вий,force
530,Stärke::N,вииши,vigueur
531,Gesundheit::N,шумбраши́,santé
532,Krankheit::N,урма́,maladie
533,Krankheit::N,сярядема,maladie
534,Schmerz::N,маряма,douleur
535,Wunde::N,керф,plaie
536,Wunde::N,керф,blessure
537,Fieber::N,маштыкс,fièvre
538,Arznei::N,надо́бья,remède
539,Arznei::N,надо́бья,médecine
540,Arznei::N,пъчка́фтома,remède
541,Arznei::N,пъчка́фтома,médecine
542,Brücke::N,седь,pont
543,Brunnen::N,эши,puits
544,Weide::N,ванома васта,pâturage
545,Pfad::N,ян,sentier
546,Pfad::N,киня́,sentier
547,Weg::N,ки,voie
548,Weg::N,ки,chemin
549,Straße::N,ки,route
550,Dorf::N,веле,village
551,Stadt::N,ош,cité
552,Stadt::N,ош,ville
553,Brief::N,сёрма,lettre
554,Buch::N,книга,livre
555,Buchstabe::N,бу́ква,lettre
556,Buchstabe::N,бу́ква,caractère
557,Zeitung::N,газе́та,journal
558,Leben::N,эряф,vie
559,Leben::N,эряма,vie
560,Tod::N,кулома́,mort
561,Grab::N,калма,tombe
562,Kirche::N,це́рькав,église
563,Sünde::N,пежеть,péché
564,Sünde::N,муворкс,péché
565,Gott::N,шкай,dieu
566,Arbeiter::N,трудендай,ouvrier
567,Arbeiter::N,трудендай,travailleur
568,Arbeiter::N,работник,ouvrier
569,Arbeiter::N,работник,travailleur
570,Chef::N,азор,chef
571,Chef::N,азор,patron
572,Chef::N,оцюня,chef
573,Chef::N,оцюня,patron
574,Meister::N,мастяр,maître
575,Arzt::N,врач,médecin
576,Arzt::N,доктор,médecin
577,Lehrer::N,учи́тель,professeur
578,Lehrer::N,учи́тель,instituteur
579,Geld::N,ярмакт,argent
580,Geschäft::N,ладяфкс,affaire
581,Geschäft::N,ладяфкс,commerce
582,Geschäft::N,ладяф тев,affaire
583,Geschäft::N,ладяф тев,commerce
584,Laden::N,ла́вка,magasin
585,Laden::N,ла́вка,boutique
586,Preis::N,питне,prix
587,Ware::N,миф,marchandise
588,Ware::N,ра́маф,marchandise
589,Nutzen::N,пара,profit
590,Nutzen::N,лезкс,profit
591,Reichtum::N,ко́зяши,richesse
592,Welt::N,свет,monde
593,Land::N,мастор,pays
594,Staat::N,государства,État
595,König::N,король,roi
596,Macht::N,азорондама,pouvoir
597,Macht::N,азорондама,puissance
598,Macht::N,азорксши,pouvoir
599,Macht::N,азорксши,puissance
600,Grenze::N,ёткаян,frontière
601,Krieg::N,война́,guerre
602,Feind::N,душман,ennemi
603,Feind::N,каршек тюри,ennemi
604,Gewalt::N,наругама,violence
605,Kampf::N,тюрема́,lutte
606,Kampf::N,тюрема́,combat
607,Bogen[Waffe]::N,нал,arc
608,Pfeil::N,нал,flèche
609,Gewehr::N,винто́вка,fusil
610,Fehler::N,эльбядькс,faute
611,Fehler::N,эльбядькс,erreur
612,Lüge::N,васькафнема,mensonge
613,Schaden::N,зия́н,dégât
614,Schaden::N,зия́н,dommage
615,Unglück::N,зия́н,malheur
616,Schuld::N,муворши,faute
617,Schuld::N,муворши,culpabilité
618,Alter::N,эряф кизот,âge
619,Alter::N,эряфонь пинге,âge
620,Schluss::N,пе,fin
621,Zeit::N,пинге,temps
622,Tag::N,ши,jour
623,Tag::N,ши,journée
624,Morgen::N,шобдава,matin
625,Morgen::N,шобдава,matinée
626,Mittag::N,шикучка,midi
627,Abend::N,иля́дь,soir
628,Abend::N,иля́дь,soirée
629,Nacht::N,ве,nuit
630,Woche::N,недя́ля,semaine
631,Monat::N,ков,mois
632,Jahr::N,киза,an
633,Jahr::N,киза,année
634,Frühling::N,тунда́,printemps
635,Sommer::N,киза,été
636,Herbst::N,сёксе,automne
637,Winter::N,тяла,hiver
638,Januar::N,кельмеков,janvier
639,Februar::N,уфайков,février
640,März::N,марайков,mars
641,April::N,шудиков,avril
642,Mai::N,панжиков,mai
643,Juni::N,лямбеков,juin
644,Juli::N,псиков,juillet
645,August::N,сёроньков,août
646,September::N,тюжягов,septembre
647,Oktober::N,кельмазаков,octobre
648,November::N,эйндамков,novembre
649,Dezember::N,кучкаков,décembre
650,Montag::N,одговши,lundi
651,Dienstag::N,ша́вши,mardi
652,Mittwoch::N,вержи,mercredi
653,Donnerstag::N,шува́ланя,jeudi
654,Freitag::N,пя́денця,vendredi
655,Samstag::N,ёткши,samedi
656,Sonntag::N,таргоши,dimanche
657,groß::A,оцю,grand
658,klein::A,ёмла,petit
659,lang::A,кува́ка,long
660,kurz::A,нюрьхкя́ня,court
661,breit::A,кели,large
662,schmal::A,тяйня,étroit
663,dicht::A,сиде,dense
664,dicht::A,туста,dense
665,dick[Gegenstand]::A,эчке,épais
666,dünn::A,шува́ня,mince
667,fein::A,шува́ня,fin
668,fein::A,шува́ня,menu
669,fest::A,кеме,ferme
670,fest::A,кеме,solide
671,flach::A,лапш,plat
672,glatt::A,вадяв,poli
673,glatt::A,вадяв,lisse
674,glatt::A,такор,poli
675,glatt::A,такор,lisse
676,hart::A,калгода,dur
677,weich::A,ляпе,mou
678,rund::A,кру́глай,rond
679,spitz::A,ботаз,aigu
680,spitz::A,ботаз,pointu
681,spitz::A,оржа,aigu
682,spitz::A,оржа,pointu
683,scharf::A,оржа,tranchant
684,stumpf::A,ношка,mousse
685,stumpf::A,ношка,émoussé
686,schwer::A,стака,lourd
687,schwer::A,стака,pesant
688,schön::A,мазы,beau
689,heiß::A,пси,chaud
690,heiß::A,пси,très chaud
691,warm::A,лямбе,chaud
692,kalt::A,кельме,froid
693,kühl::A,эше,frais
694,frisch::A,свежай,frais
695,feucht::A,летьке,humide
696,nass::A,начка,mouillé
697,trocken::A,коське,sec
698,voll::A,пяшксе,plein
699,voll::A,пяшксе,rempli
700,leer::A,шава,vide
701,offen::A,панжада,ouvert
702,offen::A,виде,ouvert
703,geschlossen::A,пякстаф,clos
704,geschlossen::A,пякстаф,fermé
705,geschlossen::A,сёлгф,clos
706,geschlossen::A,сёлгф,fermé
707,sauber::A,ару,net
708,sauber::A,ару,propre
709,schmutzig::A,рда́зу,sale
710,schmutzig::A,рда́зу,crasseux
711,schmutzig::A,пя́ндра,sale
712,schmutzig::A,пя́ндра,crasseux
713,roh::A,верок,cru
714,roh::A,верок,brut
715,reif::A,ке́нерьф,mûr
716,lecker::A,танцти,délicieux
717,lecker::A,танцти,appétissant
718,süß::A,ламбама,doux
719,bitter::A,сяпи,amer
720,sauer::A,шапама,aigre
721,hell::A,валда,clair
722,dunkel::A,шобда,sombre
723,schwarz::A,равжа,noir
724,weiß::A,акша,blanc
725,rot::A,якстерь,rouge
726,gelb::A,тюжя́,jaune
727,blau::A,сенем,bleu
728,grün::A,пиже,vert
729,grün::A,сянгяря,vert
730,grau::A,уле,gris
731,bunt::A,сёрмав,multicolore
732,billig::A,у́цез,bon marché
733,billig::A,аф пи́тни,bon marché
734,teuer::A,пи́тни,cher
735,wertvoll::A,питни,précieux
736,blind::A,сокор,aveugle
737,taub::A,пярав,sourd
738,kräftig::A,пяк вии,fort
739,kräftig::A,пяк вии,vigoureux
740,stark::A,вии,fort
741,stark::A,вии,puissant
742,schwach::A,лафча,faible
743,fett::A,куя́,gras
744,schlank::A,виде ронга,svelte
745,hübsch::A,мазы,joli
746,böse::A,кяжи,mauvais
747,dumm::A,аф ёню,sot
748,dumm::A,аф ёню,bête
749,dumm::A,шава пря,sot
750,dumm::A,шава пря,bête
751,faul::A,нола,fainéant
752,faul::A,нола,paresseux
753,fleißig::A,ку́лхцонды,appliqué
754,geizig::A,кирьжя,avare
755,geizig::A,жаднай,avare
756,klug::A,ёню,intelligent
757,klug::A,пря́ви,intelligent
758,geschickt::A,маштозь тиф,habile
759,lieb::A,цебярь,cher
760,lieb::A,цебярь,gentil
761,lustig::A,ра́хси,gai
762,lustig::A,ра́хси,joyeux
763,sanft::A,сетьме,doux
764,hungrig::A,вача,affamé
765,hungrig::A,вачеда,affamé
766,krank::A,сяряди,malade
767,nackt::A,штада,nu
768,nackt::A,кърхтапа,nu
769,traurig::A,ла́жнай,triste
770,lebendig::A,эряй,vivant
771,gut::A,пара,bon
772,gut::A,цебярь,bon
773,schlecht::A,кальдяв,mauvais
774,richtig::A,виде,juste
775,richtig::A,виде,correct
776,schlimm::A,кальдяв,grave
777,schlimm::A,кальдяв,mauvais
778,wahr::A,афкуксонь,vrai
779,wahr::A,афкуксонь,véritable
780,alt::A,ташта,vieux
781,neu::A,од,neuf
782,neu::A,од,nouveau
783,ehemalig::A,и́нгольдень,ancien
784,alt[Lebewesen]::A,сире,âgé
785,alt[Lebewesen]::A,сире,vieux
786,jung::A,од,jeune
787,arm::A,а́шу,pauvre
788,reich::A,козя,riche
789,bekannt::A,содаф,connu
790,berühmt::A,содавикс,fameux
791,berühmt::A,содавикс,célèbre
792,fremd::A,лия,étranger
793,fremd::A,аф содаф,étranger
794,verschieden::A,аф фкя ла́цонь,différent
795,nah::A,мала,lié
796,nah::A,мала,proche
797,nah::A,аф ичкоздень,lié
798,nah::A,аф ичкоздень,proche
799,fern::A,и́чкоздень,éloigné
800,fern::A,и́чкоздень,lointain
801,fern::A,куна́рдонь,éloigné
802,fern::A,куна́рдонь,lointain
803,linker::A,кержи,gauche
804,rechter::A,види,droit
805,anderer::A,лия,autre
806,erster::A,васенце,premier
807,zweiter::A,омбоце,second
808,zweiter::A,омбоце,deuxième
809,dritter::A,колмоце,troisième
810,letzter::A,ме́кольце,dernier
811,allein::ADV,ськамонза,seul
812,auf einmal::ADV,вихцок,à la fois
813,zusammen::ADV,марс,ensemble
814,zusammen::ADV,ма́рса,ensemble
815,lange::ADV,кува́тьс,longtemps
816,plötzlich::ADV,а́пак учт,tout à coup
817,sofort::ADV,тяникиге,immédiatement
818,später::ADV,ме́ле,plus tard
819,jetzt::ADV,тяни,maintenant
