,Concept_ID,vep,bn
715,hinter::PRP,taga,পশ্চাতে
716,unter::PRP,al,নীচে
717,durch::PRP,läbi,দ্বারা
718,durch::PRP,kal't,দ্বারা
719,neben::PRP,rindal,কাছে
720,zwischen::PRP,keskes,মধ্যে
721,wegen::PRP,tagut,জন্য
722,dies::PRN,nece,এটা
723,das::PRN,se,ওটা
724,alles::PRN,kaik,সব
725,ich::PRN,minä,আমি
726,du::PRN,sinä,তুমি
727,er::PRN,hän,উনি
728,wir::PRN,mö,আমরা
729,ihr::PRN,tö,তোমরা
730,sie::PRN,hö,তারা
731,was::FPRN,mi,কি
732,wer::FPRN,ken,কে
733,wo::FADV,kus,কোথায়
734,wohin::FADV,kuna,কোথায়
735,wie::FADV,kut,কেমন
736,wie::FADV,mit',কেমন
737,warum::FADV,mikš,কেন
738,wieviel::FNUM,äjak,কত
739,wieviel::FNUM,kuverz',কত
740,eins::NUM,üks',অক
741,zwei::NUM,kaks',দুই
742,drei::NUM,koume,তিন
743,vier::NUM,nel'l',চার
744,fünf::NUM,viž,পাঁচ
745,sechs::NUM,kuz',ছয়
746,sieben::NUM,seičeme,সাত
747,acht::NUM,kahesa,আট
748,neun::NUM,ühesa,নয়
749,zehn::NUM,kümne,দশ
750,elf::NUM,üks'toštkümne,এগারো
751,zwölf::NUM,kaks'toštkümne,দ্বাদশ
752,zwanzig::NUM,kaks'kümne,বিশ
753,dreißig::NUM,koumekümne,ত্রিশ
754,vierzig::NUM,nel'l'kümne,চল্লিশ
755,fünfzig::NUM,vižkümne,পঞ্চাশ
756,sechzig::NUM,kuz'kümne,ষাট
757,siebzig::NUM,seičemekümne,সত্তর
758,achtzig::NUM,kahesakümne,আশি
759,neunzig::NUM,ühesakümne,নব্বুই
760,hundert::NUM,sada,শত
761,tausend::NUM,tuha,হাজার
762,und::CNJ,i,আর
763,und::CNJ,i,এবং
764,und::CNJ,da,আর
765,und::CNJ,da,এবং
766,oder::CNJ,vai,বা
767,stehen::V,seišta,দাঁড়ানো
768,sitzen::V,ištta,বসা
769,liegen::V,venuda,শোয়া
770,hängen::V,ripta,ঝোলা
771,werden::V,lindä,হইয়া উঠা
772,werden::V,tehtas,হইয়া উঠা
773,passieren::V,ozaitas,ঘটা
774,beginnen::V,augotadas,আরম্ভ হওয়া
775,enden::V,loptas,শেষ হওয়া
776,wechseln::V,vajehtadas,রূপাস্তর করা
777,aufgehen[Sonne]::V,nousta,উদিত হওয়া
778,untergehen[Sonne]::V,lasktas,অস্ত যাওয়া
779,scheinen[Sonne]::V,paštta,আলো দেওয়া
780,donnern::V,juraita,বজ্রধ্বনি করা
781,wehen::V,dölta,প্রবাহিত হওয়া
782,wehen::V,puhuda,প্রবাহিত হওয়া
783,strömen::V,valadas,প্রবাহিত হওয়া
784,fließen::V,valuda,ছুটা
785,sich drehen::V,punotas,পাক খাওয়া
786,schwanken::V,čibuda,দোলা
787,schwingen::V,čibuda,দোলা
788,fallen::V,langeta,পড়া
789,brennen::V,pallada,সেঁকা
790,rauchen::V,savustada,ধোঁয়া ছড়ান
791,regnen::V,vihmda,বর্ষণ_করা
792,gefrieren::V,jäduda,হিমায়িত হওয়া
793,gefrieren::V,kül'mdä,হিমায়িত হওয়া
794,tauen::V,sulada,গলা
795,schmelzen::V,sulada,গলা
796,trocknen::V,kuida,শুষ্ক করা
797,trocknen::V,kuivehtuda,শুষ্ক করা
798,sieden::V,kehuda,ফোঁড়া
799,faulen::V,hapata,ক্ষয় হওয়া
800,faulen::V,traudäs,ক্ষয় হওয়া
801,verfaulen::V,hapata,ক্ষয় হওয়া 
802,reißen::V,rebita,ছিঁড়া
803,versinken::V,upota,ডুবা
804,vergehen::V,mända,যাওয়া
805,erscheinen::V,ozutadas,আসা
806,verschwinden::V,hajeta,অদৃশ্য হওয়া
807,sinken::V,väheta,হ্রাস হওয়া
808,sinken::V,lasktas,হ্রাস হওয়া
809,abnehmen::V,peneta,হ্রাস হওয়া
810,zunehmen::V,ližaduda,বৃদ্ধি পাওয়া
811,steigen::V,nousta,ওঠা
812,wachsen::V,kazda,বড় হওয়া
813,glänzen::V,loštta,জ্বলা
814,funkeln::V,hoštta,জ্বল্জ্বল করা
815,lärmen::V,robaita,
816,läuten::V,judaita,রুসুঝুসু করা
817,klingeln::V,kelotada,বাজা
818,klirren::V,biraita,টুংটাং-শব্দ করা
819,brausen::V,bruncta,গর্জন করা
820,rauschen::V,šobaita,মর্মরধ্বনি করা
821,klingen::V,heläita,শব্দ করা
822,bellen::V,nutta,ঘেউ ঘেউ করা
823,heulen::V,ulaita,গর্জন করা
824,blasen::V,puhuda,ফুঁ দেওয়া
825,pfeifen::V,pistta,শিস্ দেওয়া
826,pfeifen::V,vihelta,শিস্ দেওয়া
827,schreien::V,kirkta,চিৎকার করা
828,schreien::V,kidastada,চিৎকার করা
829,stöhnen::V,ohkta,গোঁ-গো করা
830,stöhnen::V,voivotada,গোঁ-গো করা
831,zittern::V,säraita,কাঁপা
832,leben::V,eläda,বাঁচা
833,geboren werden::V,sünduda,জন্মানো
834,atmen::V,henktä,শ্বাস ফেলা
835,trinken::V,joda,পান করা
836,essen::V,söda,ভক্ষণ করা
837,schlucken::V,lainata,গেলা
838,müde werden::V,väzuda,পরিশ্রান্ত হওয়া
839,müde werden::V,šuštuda,পরিশ্রান্ত হওয়া
840,einschlafen::V,uinota,নিদ্রামগ্ন হওয়া
841,schlafen::V,magata,নিদ্রা যাওয়া
842,schlafen::V,nukkuda,নিদ্রা যাওয়া
843,aufwachen::V,heraštuda,জাগা
844,aufstehen::V,nousta,জাগা
845,sich erholen::V,lebaitas,আরাম করা
846,krank werden::V,läžegata,অসুস্থ হত্তয়া
847,krank sein::V,läžuda,রূগ্ণ হত্তয়া
848,schmerzen::V,kibištada,কন্কন করা
849,husten::V,rügda,কাশা
850,genesen::V,tervehtuda,আরোগ্য হওয়া
851,sterben::V,kolda,মারা যাওয়া
852,umkommen::V,kolda,মারা যাওয়া
853,sich bewegen::V,likkuda,চলা
854,sich rühren::V,likahtada,নড়া
855,sich rühren::V,kubahtada,নড়া
856,sich erheben::V,nousta,উদিত হওয়া
857,sich setzen::V,išttas,বসা
858,hinfallen::V,langeta,পড়া
859,laufen::V,kävuda,হাঁটা
860,schreiten::V,astta,হাঁটা
861,schreiten::V,haškta,হাঁটা
862,spazierengehen::V,kävelta,পায়চারি করা
863,eilen::V,kiruhtada,ত্বরাম্বিত করা
864,sich beeilen::V,kiruhtada,ত্বরাম্বিত করা
865,sausen::V,fun'urta,ধেয়ে যাওয়া
866,rennen::V,joksta,চলা
867,springen::V,hüptä,লাফানো
868,klettern::V,libuda,আরোহণ করা
869,schaukeln::V,čibuda,দোলা
870,kriechen::V,ličtas,হামাগুড়ি দেওয়া
871,schwimmen::V,ujuda,সাঁতার কাটা
872,tauchen::V,čukautas,ডোবা
873,rudern::V,souta,দাঁড় টানা
874,fahren::V,ajada,চালান
875,fahren::V,ajelda,চালান
876,fliegen::V,leta,ওড়া
877,gehen::V,mända,যাওয়া
878,gehen::V,kävuda,যাওয়া
879,weggehen::V,päzda,প্রস্থান করা
880,weggehen::V,lähtta,প্রস্থান করা
881,abfahren::V,tönduda,প্রস্থান করা
882,anhalten::V,seižutadas,থামা
883,hineingehen::V,mända südäimehe,ঢোকা
884,eintreten::V,tulda,ঢোকা
885,kommen::V,tulda,আসা
886,ankommen::V,tulda,আসা
887,zurückkommen::V,pörtas,ফিরা
888,bleiben::V,jäda,থাকা
889,warten::V,varastada,অপেক্ষা করা
890,erwarten::V,varastada,অপেক্ষা করা
891,suchen::V,ectä,খোঁজ করা
892,finden::V,löuta,পাওয়া
893,versuchen::V,ladida,পরখ করা
894,versuchen::V,rohkaita,পরখ করা
895,vorbereiten::V,vaumita,প্রস্তুত করা
896,lieben::V,armastada,ভালবাসা
897,mögen::V,navedida,পছন্দ করা
898,lachen::V,nagrda,হাসা
899,rühren::V,likutada,হৃদয়ম্পর্শ করা
900,weinen::V,itkta,কাঁদা
901,schimpfen::V,laidas,নালিশ করা
902,schimpfen::V,pačatada,নালিশ করা
903,sich ärgern::V,rändüda,রাগ হত্তয়া
904,sich fürchten::V,varaita,ভয় করা
905,fürchten::V,varaita,ডরা
906,fliehen::V,pageta,পালানো
907,flüchten::V,pageta,পালানো
908,flüchten::V,joksta,পালানো
909,sehen::V,nähta,দেখা
910,anschauen::V,kacta,দেখা
911,ansehen::V,kacta,দেখা
912,hören::V,kulda,শোনা
913,zuhören::V,kundeltas,শোনা
914,probieren::V,mujada,পরখ করা
915,riechen::V,rižada,শুঁকা
916,fühlen::V,mujada,অনুভব করা
917,scheinen::V,näguda,মনে হত্তয়া
918,zu sehen sein::V,näguda,দেখা দেত্তয়া
919,vernehmen::V,kulištada,শোনা
920,frieren::V,kül'mdä,শীত লাগা
921,tun::V,tehta,করা
922,können::V,voida,পারা
923,können::V,mahtta,পারা
924,wollen::V,himoita,ইচ্ছা করা
925,wollen::V,tahtoida,ইচ্ছা করা
926,anfangen::V,zavottä,আরম্ভ করা
927,anfangen::V,augotada,আরম্ভ করা
928,beenden::V,loptä,শেষ করা
929,aufhören::V,loptas,থামা
930,gelingen::V,lähtta,সিদ্ধিলাভ করা
931,gelingen::V,tehtas,সিদ্ধিলাভ করা
932,geraten::V,tulda,পরিণত হত্তয়া
933,öffnen::V,avaita,খোলা
934,schließen::V,saubata,বন্ধ করা
935,stellen::V,panda,স্থাপন করা
936,stellen::V,seižutada,স্থাপন করা
937,setzen::V,ištutada,স্থাপন করা
938,legen::V,panda,স্থাপন করা
939,berühren::V,koskta,স্পর্শ করা
940,berühren::V,käziduda,স্পর্শ করা
941,verbinden::V,ühtenzoitta,সংযুক্ত করা
942,bedecken::V,katta,ঢাকা
943,bedecken::V,peitta,ঢাকা
944,aufhängen::V,riputada,ঝুলানো
945,anzünden::V,sütutada,জ্বালান
946,aufheben::V,leta,কুড়াইয়া তোলা
947,zurücklassen::V,jätta,পরিত্যাগ করা
948,verlieren::V,kadotada,হারান
949,fallen lassen::V,kirbotada,ফেলা
950,machen::V,säta,গঠন করা
951,machen::V,tehta,গঠন করা
952,herstellen::V,tehta,সৃষ্টি করা
953,bauen::V,leta,নির্মাণ করা
954,bauen::V,sauda,নির্মাণ করা
955,reparieren::V,koheta,মেরামত করা
956,verbessern::V,paremboita,উন্নতিলাভ করা
957,ändern::V,vajehtada,পরিবর্তিত করা
958,graben::V,kaida,খনন করা
959,graben::V,čongoida,খনন করা
960,beugen::V,koverta,নোয়া
961,biegen::V,painda,নোয়া
962,drehen::V,punotada,ঘোরান
963,wenden::V,käta,উলটাইয়া দেত্তয়া
964,wenden::V,kärauta,উলটাইয়া দেত্তয়া
965,umdrehen::V,käta,উলটানো
966,heben::V,leta,উত্তোলন করা
967,hochheben::V,libutada,উঁচু করা
968,ergreifen::V,tabata,দখল করা
969,halten::V,pidada,ধরা
970,drücken::V,painda,টেপা
971,schieben::V,žigutada,ঠেলা
972,kratzen::V,künstä,চাঁচা
973,lecken::V,nolda,চাটা
974,beißen::V,purda,দংশন করা
975,beißen::V,hambastada,দংশন করা
976,abreißen::V,ratketa,বিচ্ছিন্ন করা
977,abschneiden::V,čapata,বিচ্ছিন্ন করা
978,abschneiden::V,leikata,বিচ্ছিন্ন করা
979,binden::V,sidoda,বন্ধন করা
980,stecken::V,čokaita,বিদ্ধ করা
981,brechen::V,katkaita,ভাঙা
982,klopfen::V,kolkotada,আঘাত করা
983,hauen::V,löda,আঘাত করা
984,kleben::V,klejata,সাঁটা
985,reiben::V,hosta,ঘষা
986,reiben::V,törkita,ঘষা
987,reiben::V,jorotada,ঘষা
988,streichen::V,voita,ছড়াইয়া
989,schleifen::V,hijoida,ধার দেওয়া
990,schleifen::V,teravzoitta,ধার দেওয়া
991,schneiden::V,leikata,কাটা
992,rütteln::V,heilutada,নাড়ান
993,schütteln::V,pudištada,নড়া
994,schwenken::V,maihutada,দোলা
995,schütten::V,valada,বর্ষণ করা
996,füllen::V,täutta,পরিপূর্ণ করা
997,einwickeln::V,kärdä,মুড়া
998,tragen::V,kantta,বহন করা
999,tragen::V,kandišta,বহন করা
1000,schleppen::V,vedätada,টানা
1001,ziehen::V,vedada,টানা
1002,aufbewahren::V,kaita,রাখা
1003,werfen::V,čuta,ছুড়া
1004,werfen::V,tactä,ছুড়া
1005,fangen::V,püta,লোফা
1006,packen::V,tabata,ধরা
1007,verstecken::V,peitta,গোপন করা
1008,teilen::V,jagada,বিভক্ত করা
1009,schicken::V,oigeta,প্রেরণ করা
1010,bringen::V,veda,আনা
1011,hinzufügen::V,ližata,একত্র করা
1012,bekommen::V,sada,পাওয়া
1013,erhalten::V,sada,পাওয়া
1014,nehmen::V,otta,নেওয়া
1015,wählen::V,valita,বাছা
1016,auswählen::V,valita,বাছা
1017,bewahren::V,kaita,বাঁচাইয়া রাখা
1018,behindern::V,telustada,বাধা দেওয়া
1019,verderben::V,travida,নষ্ট করা
1020,beschädigen::V,satatada,ক্ষতি করা
1021,zerbrechen::V,mureta,ভাঙ্গিয়া যাওয়া
1022,zerreißen::V,rebitada,ছিঁড়া
1023,zerstören::V,mureta,বিনাশ করা
1024,verbrennen::V,poltta,দহন করা
1025,geben::V,antta,দেওয়া
1026,reichen::V,antta,দেওয়া
1027,schenken::V,lahjoita,উপহার দেত্তয়া
1028,versprechen::V,toivotada,প্রতিশ্রুতি দেওয়া
1029,wünschen::V,toivotada,আকাঙ্ক্ষা করা
1030,loben::V,kitta,প্রশংসা করা
1031,küssen::V,tervehtada,চুম্বন করা
1032,wiegen::V,likutada,দুলানো
1033,zudecken::V,katta,ঢাকা
1034,wecken::V,noustatada,জাগানো
1035,zeigen::V,ozutada,দেখানো
1036,führen::V,astutada,পথ দেখানো
1037,lehren::V,opeta,শেখানো
1038,unterrichten::V,opeta,শিক্ষা দেওয়া
1039,aufziehen::V,kazvatada,পালন করা
1040,leiten::V,ohjata,পরিচালনা করা
1041,antreiben::V,rigehtoitta,চালনা করা
1042,lassen::V,käskta,অনুমতি দেওয়া
1043,einladen::V,kucta,নিমন্ত্রণ করা
1044,vereinigen::V,ühtenzoitta,এক করা
1045,besuchen::V,rižada,দেখিতে যাওয়া
1046,treffen::V,vastata,সন্মুখীন হওয়া
1047,sich versammeln::V,kägeta,জড়ো হওয়া
1048,sich versammeln::V,sätas,জড়ো হওয়া
1049,spielen::V,väta,খেলা
1050,singen::V,pajatada,গাওয়া
1051,tanzen::V,kargaita,নাচা
1052,sich trennen::V,erigata,পৃথক করা
1053,verlassen::V,jätta,পরিত্যাগ করা
1054,retten::V,päzutada,উদ্ধার করা
1055,bewachen::V,varjoita,পাহারা দেওয়া
1056,schützen::V,kaita,রক্ষা করা
1057,verteidigen::V,kaita,রক্ষা করা
1058,sich schlagen::V,torata,লড়াই করা
1059,schießen::V,ampta,তীরবেগে ছোটা
1060,siegen::V,vägestada,জেতা
1061,ärgern::V,verdutada,বিরক্ত করা
1062,ärgern::V,rändütada,বিরক্ত করা
1063,schlagen::V,löda,আঘাত করা
1064,schlagen::V,iškta,আঘাত করা
1065,treten::V,peksta,লাথি মারা
1066,treten::V,topsta,লাথি মারা
1067,stechen::V,pystiä,দংশন করা
1068,stoßen::V,iškta,ঠেলা
1069,stoßen::V,pudištada,ঠেলা
1070,stehlen::V,vargastada,অপহরণ করা
1071,stören::V,keskustada,ঘাঁটান
1072,belästigen::V,tartuteldas,বিরক্ত করা
1073,verbergen::V,katelda,গোপন করা
1074,täuschen::V,manitada,প্রবঞ্চনা করা
1075,betrügen::V,manitada,প্রতারণা করা
1076,töten::V,rikta,হত্যা করা
1077,töten::V,surmita,হত্যা করা
1078,wohnen::V,eläda,বাস করা
1079,arbeiten::V,rata,কাজ করা
1080,sammeln::V,kogota,সংগ্রহ করা
1081,pflücken::V,poimda,চয়ন করা
1082,jagen::V,mecata,শিকার করা
1083,fischen::V,kalatada,মাছ ধরা
1084,fassen::V,tabata,ধরা
1085,hüten::V,paimeta,যুথভুক্ত করা
1086,treiben::V,ajada,চালনা করা
1087,anbinden::V,küttestada,বন্ধন করা
1088,anbinden::V,sidoda,বন্ধন করা
1089,füttern::V,sötta,ভোজন করানো
1090,melken::V,lüpsta,দুগ্ধ দোহন করা
1091,hacken::V,sauda,কাটা
1092,gießen::V,valada,বর্ষণ করা
1093,reifen::V,küpseta,পাকা
1094,zubereiten::V,vaumištada,রন্ধন করা
1095,kochen::V,keitta,রন্ধন করা
1096,backen::V,paštta,সেকা
1097,braten::V,žarda,ভাজা
1098,umrühren::V,segoitada,নড়ানো
1099,stricken::V,kudoda,বোনা
1100,nähen::V,ombelta,সেলাই করা
1101,färben::V,mujutada,রঞ্জিত করা
1102,reinigen::V,puhtastada,পরিষ্কার করা
1103,waschen::V,pesta,পরিষ্কার করা
1104,abwischen::V,pühktä,মুছা
1105,spülen::V,huhtoida,পরিষ্কার করা
1106,fegen::V,pühkta,ঝাঁট দেওয়া
1107,kehren::V,uhoita,ঝাঁট দেওয়া
1108,baden::V,kül'ptäs,অবগাহন করা
1109,sich waschen::V,pestas,ধোয়া
1110,ausziehen::V,riičta,খুলা
1111,ausziehen::V,rušta,খুলা
1112,anziehen::V,panda päle,গায়ে দেত্তয়া
1113,anziehen::V,panda kädehe,গায়ে দেত্তয়া
1114,anziehen::V,panda jaugha,গায়ে দেত্তয়া
1115,sich anziehen::V,sobdas,পোশাক পরা
1116,kämmen::V,harjata,আঁচড়ানো
1117,schmücken::V,čomitada,সাজান করা
1118,sagen::V,sanuda,উচ্চারণ করা
1119,sprechen::V,pagišta,বলা
1120,reden::V,pagišta,আলাপ করা
1121,sich unterhalten::V,lodaita,আড্ডা দেওয়া
1122,fragen::V,küzuda,জিজ্ঞাসা করা
1123,bitten::V,pakita,প্রার্থনা করা
1124,erzählen::V,sanuda,বর্ণনা করা
1125,erzählen::V,starinoita,বর্ণনা করা
1126,mitteilen::V,tedotada,বলা
1127,nennen::V,nimitada,নাম দেওয়া
1128,rufen::V,kucta,আমন্ত্রণ করা
1129,prahlen::V,kittäs,বড়াই করা
1130,übersetzen::V,käta,ভাষাস্তরিত করা
1131,denken::V,meletada,ভাবা
1132,glauben::V,uskta,বিশ্বাস করা
1133,bemerken::V,homaita,লক্ষ্য করা
1134,erkennen::V,tundištada,চিনিতে পারা
1135,begreifen::V,tabata,উপলব্ধি করা
1136,verstehen::V,el'geta,উপলব্ধি করা
1137,verstehen::V,toimetada,উপলব্ধি করা
1138,lernen::V,opetas,শেখা
1139,wissen::V,teta,জানা
1140,sich erinnern an::V,johtutada,মনে করা
1141,vergessen::V,unohtada,বিস্মৃত হওয়া
1142,messen::V,märita,মাপা
1143,zählen::V,lugeda,গণনা করা
1144,rechnen::V,lugeda,হিসাব করা
1145,lesen::V,lugeda,পাঠ করা
1146,malen::V,pirta,আঁকা
1147,zeichnen::V,pirta,ছকা
1148,schreiben::V,kirjutada,লেখা
1149,besitzen::V,omištada,অধিকার করা
1150,kaufen::V,ostta,ক্রয় করা
1151,verkaufen::V,möda,বেচা
1152,bezahlen::V,maksta,প্রদান করা
1153,zahlen::V,maksta,প্রদান করা
1154,beherrschen::V,valdoita,শাসন করা
1155,ertragen::V,tirpta,বহন করা
