,Concept_ID,os,ru
95,Hitze::N,ӕнтӕф,жара
96,Raureif::N,халас,иней
97,Regenbogen::N,арвырон,радуга
98,Regenbogen::N,арвырдын,радуга
99,Donner::N,æрвнæрын,гром
100,Strömung::N,цыд,течение
101,Tropfen::N,æртах,капля
102,Schaum::N,фынк,пена
103,Schmutz::N,цъыф,грязь
104,See::N,цад,озеро
105,Sumpf::N,цъыфдзаст,топь
106,Moor::N,цъыфдзаст,болото
107,Wiese::N,уыгӕрдӕн,луг
108,Wald::N,хъӕд,лес
109,Hügel::N,обау,холм
110,Hügel::N,къуыбыр,холм
111,Anhöhe::N,уæлвæз,возвышенность
112,Anhöhe::N,уæлхох,возвышенность
113,Berg::N,хох,гора
114,Gipfel::N,цъупп,вершина
115,Höhle::N,лӕгӕт,пещера
116,Abhang::N,къул,склон
117,Quelle::N,суадон,источник
118,Bach::N,мӕсчъыдон,ручей
119,Fluss::N,дон,река
120,Fluss::N,цӕугӕдон,река
121,Ufer::N,был,берег
122,Küste::N,донбыл,побережье
123,Festland::N,сурзæхх,суша
124,Meer::N,денджыз,море
125,Bucht::N,донбакæлæн,бухта
126,Insel::N,сакъадах,остров
127,Blume::N,дидинӕг,цветок
128,Gras::N,кӕрдӕг,трава
129,Wurzel::N,уидаг,корень
130,Baum::N,бӕлас,дерево
131,Stamm::N,хӕтӕл,ствол
132,Rinde::N,цъар,кора
133,Ast::N,арх,сук
134,Zweig::N,къалиу,ветвь
135,Blatt::N,сыф,лист
136,Birke::N,бæрз,береза
137,Kiefer[Baum]::N,нӕзы,сосна
138,Weide[Baum]::N,хӕрис,ива
139,Tanne::N,наз,ель
140,Horn::N,сыкъа,рог
141,Feder::N,сис,перо
142,Fell::N,царм,шкура
143,Flügel::N,базыр,крыло
144,Klaue::N,ных,коготь
145,Kralle::N,дзӕмбы,лапа
146,Schwanz::N,къӕдзил,хвост
147,Ei::N,айк,яйцо
148,Nest::N,ахстон,гнездо
149,Bau::N,хуынкъ,нора
150,Tier::N,сырд,животное
151,Tier::N,цӕрӕгой,животное
152,Herde::N,дзуг,стадо
153,Herde::N,рӕгъау,стадо
154,Kuh::N,хъуг,корова
155,Bulle::N,гал,бык
156,Pferd::N,бӕх,лошадь
157,Schaf::N,фыс,овца
158,Schwein::N,хуы,свинья
159,Hund::N,куыдз,собака
160,Katze::N,гӕды,кошка
161,Bär::N,арс,медведь
162,Eichhörnchen::N,æхсæрæг,белка
163,Elch::N,цæгатаг саг,лось
164,Fuchs::N,рувас,лиса
165,Hase::N,тæрхъус,заяц
166,Maus::N,мыст,мышь
167,Wolf::N,бирӕгъ,волк
168,Vogel::N,цъиу,птица
169,Vogel::N,маргъ,птица
170,Schwarm::N,бал,стая
171,Huhn::N,карк,курица
172,Hahn::N,уасӕг,петух
173,Gans::N,хъаз,гусь
174,Adler::N,цӕргӕс,орел
175,Ente::N,ацц,утка
176,Eule::N, уыг,сова
177,Eule::N,сидахъ,сова
178,Kranich::N,зырнæг,журавль
179,Kranich::N,хърихъупп,журавль
180,Krähe::N,халон,ворона
181,Kuckuck::N,гаккук,кукушка
182,Schwan::N,доныхъаз,лебедь
183,Fisch::N,кӕсаг,рыба
184,Barsch::N,окунь,окунь
185,Hecht::N,хихор кӕсаг,щука
186,Schlange[Tier]::N,калм,змея
187,Wurm::N,зулкъ,червяк
188,Wurm::N,къуыдыргалм,червяк
189,Spinne::N,хӕлуарӕг,паук
190,Ameise::N,мæлдзыг,муравей
191,Laus::N,сыст,вошь
192,Mücke::N,къогъо,комар
193,Fliege::N,бындз,муха
194,Schmetterling::N,гæлæбу,бабочка
195,Beere::N,гагадыргъ,ягода
196,Apfel::N,фӕткъуы,яблоко
197,Pilz::N,зокъо,гриб
198,Pilz::N,къозо,гриб
199,Zwiebel::N,хъӕдындз,луковица
200,Saat::N,тауинаг,семя
201,Saat::N,мыггаг,семя
202,Korn::N,мыггаг,зерно
203,Korn::N,тауинаг,зерно
204,Heu::N,хос,сено
205,Schale::N,цъар,шелуха
206,Grube::N,урм,яма
207,Grube::N,къахт,яма
208,Grube::N,дзыхъхъ,яма
209,Falle::N,цъысым,ловушка
210,Falle::N,къӕппӕг,ловушка
211,Schlinge::N,цасм,силок
212,Spur::N,фæд,след
213,Asche::N,фӕнык,зола
214,Asche::N,фӕнык,пепел
215,Asche::N,ӕртхутӕг,зола
216,Asche::N,ӕртхутӕг,пепел
217,Dreck::N,цъыф,грязь
218,Eisen::N,ӕфсӕйнаг,железо
219,Gold::N,сыгъзӕрин,золото
220,Silber::N,ӕвзист,серебро
221,Kohle::N,ӕвзалы,уголь
222,Glas::N,авг,стекло
223,Lehm::N,ӕлыг,глина
224,Sand::N,змис,песок
225,Mensch::N,лӕг,человек
226,Mensch::N,адӕймаг,человек
227,Mensch::N,удгоймаг,человек
228,Mann::N,лӕг,мужчина
229,Mann::N,нӕлгоймаг,мужчина
230,Frau::N,сылгоймаг,женщина
231,Kind::N,сывӕллон,ребенок
232,Junge::N,лӕппу,мальчик
233,Mädchen::N,чызг,девочка
234,Familie::N,бинонтæ,семья
235,Großvater::N,фыдыфыд,дедушка
236,Großvater::N,мадыфыд,дедушка
237,Großmutter::N,фыды мад,бабушка
238,Großmutter::N,мады мад,бабушка
239,Eltern::N,ныййарджытæ,родители
240,Vater::N,фыд,отец
241,Mutter::N,мад,мать
242,Sohn::N,фырт,сын
243,Tochter::N,чызг,дочь
244,Bruder::N,ӕфсымӕр,брат
245,Schwester::N,хо,сестра
246,Onkel::N,фыдыфсымӕр,дядя
247,Tante::N,мадыхо,тетя
248,Ehemann::N,мой,муж
249,Ehefrau::N,ус,жена
250,Freude::N,цин,радость
251,Freude::N,циндзинад,радость
252,Gelächter::N,худын,смех
253,Gelächter::N,худт,смех
254,Gelächter::N,худæг,смех
255,Glück::N,амонд,счастье
256,Kummer::N,хъыг,горе
257,Wunsch::N,бӕллиц,желание
258,Lust::N,монц,влечение
259,Geist::N,уд,дух
260,Gedanke::N,хъуыды,мысль
261,Gedächtnis::N,мысæн,память
262,Gedächtnis::N,мысын,память
263,Gedächtnis::N,зæрдылдарын,память
264,Verstand::N,зонд,ум
265,Sinn::N,нысаниуæг,смысл
266,Grund::N,ӕфсон,повод
267,Wahrheit::N,æцæг,правда
268,Gespräch::N,ныхас,беседа
269,Märchen::N,аргъау,сказка
270,Erzählung::N,радзырд,рассказ
271,Nachricht::N,уац,сообщение
272,Neuigkeit::N,хабар,новость
273,Name::N,ном,имя
274,Rätsel::N,уыци-уыци,загадка
275,Rätsel::N,базон-базон,загадка
276,Rede::N,раныхас,речь
277,Sprache::N,ӕвзаг,язык
278,Stimme::N,хъӕлӕс,голос
279,Wort::N,дзырд,слово
280,Zeichen::N,нысан,знак
281,Ruf::N,сидт,зов
282,Lärm::N,уынæр,шум
283,Laut::N,зӕл,звук
284,Laut::N,мыр,звук
285,Ton::N,мыр,звучание
286,Lied::N,зарӕг,песня
287,Ruhe::N,æнцой,покой
288,Leute::N,адӕм,люди
289,Volk::N,адӕм,народ
290,Arbeit::N,фӕллой,работа
291,Gast::N,уазӕг,гость
292,Geschenk::N,хуын,подарок
293,Spiel::N,хъазт,игра
294,Gesellschaft::N,дзыллæ,общество
295,Gesellschaft::N,æхсæнад,общество
296,Hilfe::N,æххуыс,помощь
297,Hilfe::N,ахъаз,помощь
298,Freund::N,лымӕн,друг
299,Kamerad::N,ӕмбал,приятель
300,Angelegenheit::N,хъуыддаг,дело
301,Anzahl::N,бӕрц,количество
302,Art::N,хуыз,вид
303,Art::N,хуызад,вид
304,Stück::N,кæрдих,кусок
305,Stück::N,комдзаг,кусок
306,Teil::N,хай,часть
307,Hälfte::N,æрдæг,половина
308,Hälfte::N,æмбис,половина
309,Kreis::N,зиллакк,круг
310,Kreuz::N,дзуар,крест
311,Linie::N,хахх,линия
312,Strich::N,хахх,черта
313,Abstand::N,æхсæнуат,промежуток
314,Entfernung::N,дæрддзæг,расстояние
315,Entfernung::N,дардцæг,расстояние
316,Gegend::N,ран,местность
317,Platz::N,бууат,пространство
318,Ort::N,ран,место
319,Ort::N,бынат,место
320,Seite::N,фахс,сторона
321,Mitte::N,астӕу,середина
322,Gegenstand::N,дзаума,предмет
323,Sache::N,дзаума,вещь
324,Rand::N,кӕрон,край
325,Kante::N,фӕрск,ребро
326,Ecke::N,тигъ,угол
327,Ecke::N,фисын,угол
328,Spitze::N,бырынкъ,кончик
329,Ende::N,кӕрон,конец
330,Loch::N,хуынкъ,дыра
331,Winkel::N,къуым,угол
332,Muster::N,нывæфтыд,узор
333,Muster::N,кæдзист,узор
334,Größe::N,ас,размер
335,Länge::N,дӕргъ,длина
336,Höhe::N,бæрзонд,высота
337,Höhe::N,бæрзæнд,высота
338,Höhe::N,бæрзонддзинад,высота
339,Gewicht::N,уӕз,вес
340,Menge::N,бӕрц,количество
341,Haufen::N,кӕри,куча
342,Reihe::N,рӕнхъ,ряд
343,Boot::N,чема,лодка
344,Ruder::N,къохар,весло
345,Schlitten::N,дзоныгъ,сани
346,Ski::N,къахдзоныгътæ,лыжа
347,Ski::N,лыжæтæ,лыжа
348,Lagerfeuer::N,арт,костер
349,Last::N,уаргъ,тяжесть
350,Gang::N,цыд,ход
351,Schritt::N,санчъех,шаг
352,Schritt::N,къахдзӕф,шаг
353,Norden::N,цæгат,север
354,Süden::N,хуссар,юг
355,Westen::N,ныгуылæн,запад
356,Osten::N,скæсæн,восток
357,Holz::N,хъӕдӕрмӕг,древесина
358,Brett::N,фæйнæг,доска
359,Platte::N,къӕй,плита
360,Stütze::N,быцæу,подпорка
361,Stange::N,хъил,жердь
362,Stock::N,лӕдзӕг,палка
363,Stab::N,хъил,шест
364,Rohr::N,хӕтӕл,труба
365,Haus::N,хӕдзар,дом
366,Heim::N,къона,дом
367,Ofen::N,пец,печь
368,Fußboden::N,астӕрд,пол
369,Tisch::N,стъол,стол
370,Stuhl::N,бандон,стул
371,Wiege::N,авдæн,колыбель
372,Bett::N,сынтӕг,постель
373,Regal::N,тӕрхӕг,полка
374,Regal::N,уӕлвӕйнӕг,полка
375,Kiste::N,асыкк,ящик
376,Fenster::N,рудзынг,окно
377,Fenster::N,фæрссаг,окно
378,Tür::N,дуар,дверь
379,Tor::N,кулдуар,ворота
380,Zaun::N,æмбонд,забор
381,Zaun::N,быру,забор
382,Zaun::N,гæрæн,забор
383,Dach::N,уӕлхӕдзар,крыша
384,Leiter::N,асин,лестница
385,Besen::N,уисой,метла
386,Spaten::N,бел,лопата
387,Schaufel::N,æвгæнæн,совок
388,Schaufel::N,кæфой,совок
389,Gabel::N,вилкæ,вилка
390,Löffel::N,уидыг,ложка
391,Messer::N,кард,нож
392,Nagel::N,зӕгӕл,гвоздь
393,Netz::N,хыз,сеть
394,Haken::N,хæдз,крюк
395,Haken::N,хæбырæгъ,крюк
396,Griff::N,фистон,ручка
397,Schloss::N,гуыдыр,замок
398,Bild::N,ныв,картина
399,Figur::N,кæрдгæныв,фигура
400,Puppe::N,чындз,кукла
401,Beutel::N,дзӕкъул,мешок
402,Bündel::N,баст,связка
403,Tasche::N,хызын,сумка
404,Tasche::N,дзæкъул,сумка
405,Eimer::N,къæрта,ведро
406,Eimer::N,чъыбыла,ведро
407,Eimer::N,ведра,ведро
408,Deckel::N,сæр,крышка
409,Deckel::N,æмбæрзæн,крышка
410,Geschirr::N,мигæнæн,посуда
411,Geschirr::N,мигæнæнтæ,посуда
412,Sack::N,голлаг,мешок
413,Tasse::N,пиала,чашка
414,Tasse::N,къус,чашка
415,Topf::N,аг,кастрюля
416,Topf::N,чысыл аг,кастрюля
417,Kessel::N,аг,котел
418,Essen::N,хӕрд,еда
419,Nahrung::N,хойраг,пища
420,Speise::N,хӕринаг,блюдо
421,Speise::N,хӕринаг,кушанье
422,Fleisch::N,дзидза,мясо
423,Fleisch::N,фыдызгъӕл,мясо
424,Getreide::N,халсар,хлеб
425,Brei::N,кас,каша
426,Brot::N,дзул,хлеб
427,Scheibe::N,къӕбӕр,ломоть
428,Fett::N,сой,жир
429,Butter::N,нӕлхӕ,масло
430,Öl::N,зети,масло
431,Salz::N,цӕхх,соль
432,Suppe::N,бас,суп
433,Honig::N,мыд,мед
434,Milch::N,ӕхсыр,молоко
435,Tee::N,цай,чай
436,Leder::N,мæскуы,кожа
437,Wolle::N,фӕсмын,шерсть
438,Stoff::N,хъуымац,ткань
439,Nadel::N,судзин,игла
440,Faden::N,ӕндах,нитка
441,Knopf::N,цӕппӕр,пуговица
442,Knoten::N,ӕлхынцъ,узел
443,Farbe::N,ахорæн,краска
444,Kleidung::N,дарӕс,одежда
445,Hemd::N,хӕдон,рубашка
446,Kragen::N,æфцæггот,воротник
447,Ärmel::N,дыс,рукав
448,Hose::N,хæлаф,брюки
449,Hose::N,æддаг хæлаф,брюки
450,Hose::N,салбар,брюки
451,Gürtel::N,рон,пояс
452,Mütze::N,худ,шапка
453,Schuh::N,басмахъ,ботинок
454,Stiefel::N,цырыхъхъ,сапог
455,Ring::N,къухдарӕн,кольцо
456,Band::N,лент,лента
457,Kamm::N,сӕрвасӕн,расческа
458,Spiegel::N,айдæн,зеркало
459,Spiegel::N,кæсæн,зеркало
460,Riemen::N,гӕрз,ремень
461,Schnur::N,бӕндӕн,веревка
462,Decke::N,хъӕццул,одеяло
463,Kissen::N,баз,подушка
464,Tuch::N,кæлмæрзæн,платок
465,Tuch::N,кæрдæн,платок
466,Handtuch::N,хисæрфæн,полотенце
467,Kraft::N,тых,сила
468,Kraft::N,хъомыс,сила
469,Stärke::N,тых,крепость
470,Stärke::N,æхсар,крепость
471,Gesundheit::N,æнæниздзинад,здоровье
472,Krankheit::N,низ,болезнь
473,Krankheit::N,рын,болезнь
474,Schmerz::N,рис,боль
475,Wunde::N,цӕф,рана
476,Fieber::N,ризӕг,лихорадка
477,Fieber::N,ризӕг,температура
478,Fieber::N,тӕфсӕг,лихорадка
479,Fieber::N,тӕфсӕг,температура
480,Arznei::N,хос,лекарство
481,Brücke::N,хид,мост
482,Brunnen::N,цъай,колодец
483,Weide::N,хизæн,пастбище
484,Weide::N,хизæнуат,пастбище
485,Weide::N,сæрвæт,пастбище
486,Pfad::N,къахвæндаг,тропа
487,Pfad::N,къахвæд,тропа
488,Weg::N,фӕндаг,путь
489,Weg::N,фӕндаг,дорога
490,Straße::N,фӕндаг,улица
491,Straße::N,фӕндаг,дорога
492,Dorf::N,хъӕу,деревня
493,Stadt::N,сахар,город
494,Brief::N,фыстӕг,письмо
495,Buch::N,чиныг,книга
496,Buchstabe::N,дамгъӕ,буква
497,Zeitung::N,газет,газета
498,Leben::N,цард,жизнь
499,Leben::N,цӕрӕнбон,жизнь
500,Tod::N,мæлæт,смерть
501,Tod::N,адзал,смерть
502,Grab::N,ингӕн,могила
503,Kirche::N,аргъуан,церковь
504,Sünde::N,тæригъæд,грех
505,Gott::N,хуыцау,бог
506,Arbeiter::N,кусæг,рабочий
507,Chef::N,ӕмцег,начальник
508,Meister::N,мастер,мастер
509,Meister::N,дæсны,мастер
510,Arzt::N,хосгæнæг,врач
511,Arzt::N,дохтыр,врач
512,Lehrer::N,ахуыргæнæг,учитель
513,Geld::N,ӕхца,деньги
514,Geschäft::N,бизнес,занятие
515,Geschäft::N,хъуыддаг,занятие
516,Laden::N,дукани,магазин
517,Preis::N,аргъ,цена
518,Ware::N,базайраг,товар
519,Nutzen::N,пайда,выгода
520,Reichtum::N,хъæздыгдзинад,богатство
521,Reichtum::N,исбон,богатство
522,Reichtum::N,мулк,богатство
523,Welt::N,дуне,мир
524,Land::N,бӕстӕ,страна
525,Staat::N,паддзахад,государство
526,König::N,къарол,король
527,Macht::N,хицаудзинад,власть
528,Grenze::N,арӕн,граница
529,Krieg::N,хӕст,война
530,Feind::N,знаг,враг
531,Feind::N,фыдгул,враг
532,Feind::N,фыдзæрдæ,враг
533,Feind::N,сон,враг
534,Gewalt::N,тыхми,насилие
535,Gewalt::N,тыхдзинад,насилие
536,Kampf::N,хæст,борьба
537,Kampf::N,хъæбысæйхæст,борьба
538,Kampf::N,тох,борьба
539,Bogen[Waffe]::N,ӕрдын,лук
540,Pfeil::N,фат,стрела
541,Gewehr::N,топп,ружье
542,Fehler::N,рӕдыд,ошибка
543,Lüge::N,мӕнг,ложь
544,Lüge::N,гӕдыдзинад,ложь
545,Schaden::N,зиан,вред
546,Unglück::N,бæллæх,беда
547,Schuld::N,азым,вина
548,Alter::N,кар,возраст
549,Schluss::N,кæрон,окончание
550,Zeit::N,рӕстӕг,время
551,Tag::N,бон,день
552,Morgen::N,райсом,утро
553,Mittag::N,æмбисбон,полдень
554,Abend::N,изӕр,вечер
555,Nacht::N,ӕхсӕв,ночь
556,Woche::N,къуыри,неделя
557,Monat::N,мӕй,месяц
558,Jahr::N,аз,год
559,Jahr::N,афӕдз,год
560,Frühling::N,уалдзæг,весна
561,Sommer::N,сӕрд,лето
562,Herbst::N,фæззæг,осень
563,Winter::N,зымӕг,зима
564,Januar::N,январь,январь
565,Februar::N,февраль,февраль
566,März::N,мартъи,март
567,April::N,апрель,апрель
568,Mai::N,май,май
569,Juni::N,июнь,июнь
570,Juli::N,июль,июль
571,August::N,август,август
572,September::N,сентябрь,сентябрь
573,Oktober::N,октябрь,октябрь
574,November::N,ноябрь,ноябрь
575,Dezember::N,декабрь,декабрь
576,Montag::N,къуырисæр,понедельник
577,Dienstag::N,дыццæг,вторник
578,Mittwoch::N,æртыццæг,среда
579,Donnerstag::N,цыппæрæм,четверг
580,Freitag::N,майрæмбон,пятница
581,Samstag::N,сабат,суббота
582,Sonntag::N,хуыцаубон,воскресенье
583,groß::A,дынджыр,большой
584,klein::A,гыццыл,маленький
585,lang::A,даргъ,длинный
586,kurz::A,цыбыр,короткий
587,breit::A,фӕтӕн,широкий
588,schmal::A,нарӕг,узкий
589,schmal::A,уынгӕг,узкий
590,dicht::A,бæзджын,густой
591,dicht::A,тар,густой
592,dick[Gegenstand]::A,сӕвджын,толстый
593,dünn::A,тæнæг,тонкий
594,fein::A,лыстӕг,тонкий
595,fest::A,фидар,крепкий
596,fest::A,хъӕддых,крепкий
597,flach::A,тъӕпӕн,плоский
598,glatt::A,лӕгъз,гладкий
599,hart::A,хъӕбӕр,твердый
600,weich::A,фӕлмӕн,мягкий
601,rund::A,тымбыл,круглый
602,spitz::A,цыргъбырынкъ,остроконечный
603,spitz::A,цыргъфындз,остроконечный
604,scharf::A,цыргъ,острый
605,stumpf::A,къуымых,тупой
606,schwer::A,уӕззау,тяжелый
607,schön::A,аив,красивый
608,schön::A,рӕсугъд,красивый
609,heiß::A,тӕвд,жаркий
610,warm::A,хъарм,теплый
611,kalt::A,уазал,холодный
612,kühl::A,сатæг,прохладный
613,kühl::A,уазалгомау,прохладный
614,frisch::A,сатæг,свежий
615,feucht::A,уымӕл,влажный
616,nass::A,хуылыдз,мокрый
617,trocken::A,хус,сухой
618,voll::A,дзаг,полный
619,voll::A,дзаг,наполненный
620,voll::A,йедзаг ,полный
621,voll::A,йедзаг ,наполненный
622,leer::A,афтид,пустой
623,offen::A,гом,открытый
624,geschlossen::A,æхгæд,закрытый
625,sauber::A,сыгъдæг,чистый
626,schmutzig::A,чъиллон,грязный
627,roh::A,хом,сырой
628,reif::A,рӕгъӕд,зрелый
629,lecker::A,хӕрзад,вкусный
630,süß::A,адджын,сладкий
631,bitter::A,судзаг,горький
632,sauer::A,туаг,кислый
633,hell::A,рухс,светлый
634,dunkel::A,талынг,темный
635,schwarz::A,сау,черный
636,weiß::A,урс,белый
637,rot::A,сырх,красный
638,gelb::A,бур,желтый
639,blau::A,цъӕх,синий
640,grün::A,цъӕх,зеленый
641,grün::A,кӕрдӕгхуыз,зеленый
642,grau::A,цъӕх,серый
643,grau::A,фӕныкхуыз,серый
644,bunt::A,хъулон,пестрый
645,bunt::A,гæрæм,пестрый
646,billig::A,аслам,дешевый
647,teuer::A,зынаргъ,дорогой
648,wertvoll::A,зынаргъ,ценный
649,blind::A,куырм,слепой
650,taub::A,къуырма,глухой
651,kräftig::A,домбай,могучий
652,kräftig::A,тыхджын,могучий
653,stark::A,тыхджын,сильный
654,schwach::A,ӕнӕбон,слабый
655,fett::A,нард,жирный
656,schlank::A,гуырвидыц,стройный
657,schlank::A,хæрзконд,стройный
658,schlank::A,рæхснæг,стройный
659,schlank::A,сагамад,стройный
660,hübsch::A,аив,прелестный
661,hübsch::A,рӕсугъд,прелестный
662,böse::A,фыдзӕрдӕ,злой
663,dumm::A,ӕдылы,глупый
664,faul::A,зивӕг,ленивый
665,faul::A,зивӕггӕнаг,ленивый
666,fleißig::A,æнæзивæг,прилежный
667,fleißig::A,æнувыд,прилежный
668,geizig::A,чъынды,жадный
669,geizig::A,æлгъин,жадный
670,geizig::A,мæрддзæст,жадный
671,klug::A,зондджын,умный
672,geschickt::A,хӕрзарӕхст,искусный
673,lieb::A,уарзон,милый
674,lustig::A,хъӕлдзӕг,веселый
675,sanft::A,мынчын,нежный
676,hungrig::A,ӕххормаг,голодный
677,krank::A,нӕфӕразгӕ,больной
678,nackt::A,бӕгънӕг,голый
679,traurig::A,ӕрхӕндӕг,грустный
680,lebendig::A,цардӕгас,живой
681,gut::A,хорз,хороший
682,schlecht::A,цауд,плохой
683,richtig::A,раст,правильный
684,schlimm::A,ӕвзӕр,отвратительный
685,schlimm::A,ӕвзӕр,мерзкий
686,wahr::A,ӕцӕг,настоящий
687,alt::A,зӕронд,старый
688,neu::A,ног,новый
689,ehemalig::A,раздӕры,бывший
690,alt[Lebewesen]::A,ацӕргӕ,пожилой
691,jung::A,ӕрыгон,молодой
692,arm::A,мӕгуыр,бедный
693,reich::A,хъӕздыг,богатый
694,bekannt::A,зонгӕ,знакомый
695,berühmt::A,номдзыд,знаменитый
696,fremd::A,æцæгæлон,чужой
697,verschieden::A,æндæр æмæ æндæр,разный
698,verschieden::A,алы,разный
699,verschieden::A,алыхуызон,разный
700,nah::A,хӕстӕг,близкий
701,fern::A,дард,далекий
702,fern::A,дӕрддаг,далекий
703,linker::A,галиу,левый
704,rechter::A,рахиз,правый
705,anderer::A,иннӕ,другой
706,anderer::A,ӕндӕр,другой
707,erster::A,фыццаг,первый
708,erster::A,фыццӕгӕм,первый
709,zweiter::A,дыккаг,второй
710,zweiter::A,дыккæгæм,второй
711,dritter::A,æртыккаг,третий
712,dritter::A,æртыккæгæм,третий
713,letzter::A,фӕстаг,последний
714,allein::ADV,иунæг,один
715,auf einmal::ADV,уайтагъд,сразу
716,auf einmal::ADV,æвиппайды,сразу
717,auf einmal::ADV,æваст,сразу
718,zusammen::ADV,иумӕ,вместе
719,lange::ADV,бирæ рæстæг,долго
720,plötzlich::ADV,æвиппайды,вдруг
721,plötzlich::ADV,æваст,вдруг
722,sofort::ADV,уыцы сахат,тотчас
723,sofort::ADV,уайтагъд,тотчас
724,später::ADV,фæстæдæр,позже
725,jetzt::ADV,ныр,сейчас
726,heute::ADV,абон,сегодня
727,morgen::ADV,райсом,завтра
728,bald::ADV,тагъд,скоро
729,bald::ADV,рæхджы,скоро
730,dann::ADV,стæй,потом
731,gestern::ADV,знон,вчера
732,einst::ADV,кӕддӕр,однажды
733,damals::ADV,уæд,тогда
734,danach::ADV,стæй,затем
735,danach::ADV,уый фæстæ,затем
736,vorher::ADV,раздæр,раньше
737,zuerst::ADV,фыццаг,сперва
738,einmal::ADV,иу хатт,раз
739,manchmal::ADV,хатт,иногда
740,oft::ADV,арæх,часто
741,immer::ADV,ӕдзух,всегда
742,niemals::ADV,никуы,никогда
743,niemals::ADV,никæд,никогда
744,hier::ADV,ам,здесь
745,hierhin::ADV,ардӕм,сюда
746,von hier::ADV,ардыгæй,отсюда
747,dort::ADV,уым,там
748,dorthin::ADV,уырдӕм,туда
749,geradeaus::ADV,æргом,прямо
750,vorwärts::ADV,размӕ,вперед
751,rückwärts::ADV,фӕстӕмӕ,назад
752,zurück::ADV,фӕстӕмӕ,обратно
753,unten::ADV,дæлæ,внизу
754,unten::ADV,дæлейы,внизу
755,unten::ADV,бынæй,внизу
756,hinab::ADV,дӕлӕмӕ,вниз
757,hinab::ADV,уырдыгмӕ,вниз
758,oben::ADV,уӕле,наверху
759,hinauf::ADV,уӕлӕмӕ,вверх
760,überall::ADV,алыран,везде
761,überall::ADV,алкæм,везде
762,überall::ADV,кæмдæриддæр,везде
763,nicht::ADV,нӕ,не
